Date;CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
07/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;22;57;90;Buena / Ona;23;Muy buena / Oso ona;20;Buena / Ona;4;Muy buena / Oso ona;340;76;979,6;0;177,9;12,5;0,33;Buena / Ona
06/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;17;72;95;Buena / Ona;20;Muy buena / Oso ona;21;Buena / Ona;3;Muy buena / Oso ona;3;73;983,6;0;172,4;12;1,07;Buena / Ona
05/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;10;80;83;Buena / Ona;9;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;314;82;985,2;0;38,8;10,5;2,05;Buena / Ona
04/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;12;74;84;Buena / Ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;327;80;986,1;0;95,8;11,3;1,28;Buena / Ona
03/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;22;57;83;Buena / Ona;16;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;332;78;983,9;0;127,9;11,7;0,42;Buena / Ona
02/04/2017;0,14;0,15;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;6;80;91;Buena / Ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;310;79;982,9;0,1;95,3;9,6;2,15;Buena / Ona
01/04/2017;0,15;0,17;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;8;76;91;Buena / Ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;286;84;979,3;0,2;65,5;9,7;2,47;Buena / Ona
31/03/2017;0,19;0,27;Muy buena / Oso ona;4;20;69;Buena / Ona;25;70;106;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;288;65;977;0,1;90,6;14,9;0,4;Mejorable / Hobetzeko modukoa
30/03/2017;0,15;0,19;Muy buena / Oso ona;5;16;76;Buena / Ona;24;81;106;Mejorable / Hobetzeko modukoa;24;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;169;53;979,4;0;142,3;17,6;1,81;Mejorable / Hobetzeko modukoa
29/03/2017;0,19;0,25;Muy buena / Oso ona;7;25;60;Buena / Ona;36;51;84;Buena / Ona;29;Buena / Ona;23;Buena / Ona;5;Muy buena / Oso ona;235;59;983,7;0;169,1;15,9;0,77;Buena / Ona
28/03/2017;0,2;0,26;Muy buena / Oso ona;5;21;52;Buena / Ona;28;59;94;Buena / Ona;18;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;229;60;983,8;0;160,6;13,9;1,15;Buena / Ona
27/03/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;;Sin datos / Daturik gabe
26/03/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;;Sin datos / Daturik gabe
25/03/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;;Sin datos / Daturik gabe
24/03/2017;0,22;0,28;Muy buena / Oso ona;3;15;46;Muy buena / Oso ona;19;62;90;Buena / Ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;13;70;973,6;0;152,1;7,8;0,96;Buena / Ona
23/03/2017;0,18;0,25;Muy buena / Oso ona;2;14;47;Muy buena / Oso ona;17;70;86;Buena / Ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;242;63;967,9;0;116,8;7,1;1,42;Buena / Ona
22/03/2017;0,16;0,21;Muy buena / Oso ona;1;12;25;Muy buena / Oso ona;13;66;75;Buena / Ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;256;76;969,1;0;59,9;8,4;1,11;Buena / Ona
21/03/2017;0,17;0,2;Muy buena / Oso ona;2;17;51;Buena / Ona;20;62;83;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;280;84;976,5;0,1;40,1;9;1,01;Buena / Ona
20/03/2017;0,16;0,18;Muy buena / Oso ona;1;9;18;Muy buena / Oso ona;11;68;76;Buena / Ona;15;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;326;78;976,6;0;130,2;10,5;0,75;Buena / Ona
19/03/2017;0,17;0,2;Muy buena / Oso ona;0;7;11;Muy buena / Oso ona;8;55;77;Buena / Ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;352;81;979,7;0;147,3;9,9;0,9;Buena / Ona
18/03/2017;0,16;0,2;Muy buena / Oso ona;0;8;22;Muy buena / Oso ona;9;70;83;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;348;76;983,6;0;83,3;10,6;0,92;Buena / Ona
17/03/2017;0,24;0,3;Muy buena / Oso ona;1;12;25;Muy buena / Oso ona;14;69;79;Buena / Ona;28;Buena / Ona;21;Buena / Ona;4;Muy buena / Oso ona;291;73;982,7;0;140;11,9;1,42;Buena / Ona
16/03/2017;0,18;0,23;Muy buena / Oso ona;4;25;76;Buena / Ona;31;60;100;Buena / Ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;167;50;980,2;0;145,1;16,1;1,21;Buena / Ona
15/03/2017;0,23;0,27;Muy buena / Oso ona;4;18;42;Muy buena / Oso ona;23;50;79;Buena / Ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;326;82;986,2;0;128,7;12,4;0,39;Buena / Ona
14/03/2017;0,19;0,21;Muy buena / Oso ona;2;16;42;Muy buena / Oso ona;19;57;82;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;329;83;991,2;0;96,3;11;1,09;Buena / Ona
13/03/2017;0,17;0,18;Muy buena / Oso ona;1;7;16;Muy buena / Oso ona;8;74;84;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;321;88;986,1;0,4;23,9;9;2,89;Buena / Ona
12/03/2017;0,15;0,15;Muy buena / Oso ona;0;4;7;Muy buena / Oso ona;4;81;85;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;2;Muy buena / Oso ona;288;84;979,5;0,2;43,3;10,3;3,75;Buena / Ona
11/03/2017;0,17;0,23;Muy buena / Oso ona;1;13;29;Muy buena / Oso ona;15;68;92;Buena / Ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;277;61;977,4;0;116,2;15,4;1,69;Buena / Ona
10/03/2017;0,2;0,27;Muy buena / Oso ona;9;26;52;Buena / Ona;40;41;86;Buena / Ona;31;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;286;58;980,3;0;93;15,7;0,77;Buena / Ona
09/03/2017;0,2;0,24;Muy buena / Oso ona;6;19;37;Muy buena / Oso ona;28;29;51;Muy buena / Oso ona;23;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;2;83;985;0;115,5;13,7;0,24;Muy buena / Oso ona
08/03/2017;0,16;0,21;Muy buena / Oso ona;3;13;50;Muy buena / Oso ona;18;52;66;Buena / Ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;1;83;986,7;0;114,3;13,7;0,52;Buena / Ona
07/03/2017;0,2;0,27;Muy buena / Oso ona;4;17;49;Muy buena / Oso ona;22;55;82;Buena / Ona;19;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;277;87;985,7;0,1;28,6;10,9;2,19;Buena / Ona
06/03/2017;0,17;0,34;Muy buena / Oso ona;1;9;18;Muy buena / Oso ona;11;71;83;Buena / Ona;18;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;287;76;981,7;0;66,2;12,8;2,84;Buena / Ona
05/03/2017;0,25;0,34;Muy buena / Oso ona;2;12;42;Muy buena / Oso ona;15;56;77;Buena / Ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;265;71;973,2;0;58,3;11,6;0,91;Buena / Ona
04/03/2017;0,16;0,22;Muy buena / Oso ona;1;12;30;Muy buena / Oso ona;13;60;82;Buena / Ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;276;73;964,1;0;77,2;7,3;1,45;Buena / Ona
03/03/2017;0,15;0,19;Muy buena / Oso ona;1;7;13;Muy buena / Oso ona;8;80;82;Buena / Ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;166;65;961,4;0,1;84,7;12,8;1,47;Buena / Ona
02/03/2017;0,2;0,23;Muy buena / Oso ona;6;17;41;Muy buena / Oso ona;26;49;76;Buena / Ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;183;64;975,2;0;103,1;13,7;0,38;Buena / Ona
01/03/2017;0,23;0,26;Muy buena / Oso ona;6;16;47;Muy buena / Oso ona;26;48;69;Buena / Ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;227;72;976,8;0;97,5;10,2;1,7;Buena / Ona
28/02/2017;0,18;0,23;Muy buena / Oso ona;2;15;50;Muy buena / Oso ona;18;68;78;Buena / Ona;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;275;73;971;0,1;26;9,6;2,2;Buena / Ona
27/02/2017;0,16;0,22;Muy buena / Oso ona;1;8;12;Muy buena / Oso ona;10;68;81;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;226;61;970,6;0;110;12,9;2,84;Buena / Ona
26/02/2017;0,21;0,25;Muy buena / Oso ona;2;13;42;Muy buena / Oso ona;16;48;76;Buena / Ona;16;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;300;77;978,5;0;103,6;10,7;1,02;Buena / Ona
25/02/2017;0,19;0,23;Muy buena / Oso ona;2;14;30;Muy buena / Oso ona;18;51;81;Buena / Ona;14;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;277;70;979,2;0;109,9;9,1;0,62;Buena / Ona
24/02/2017;0,17;0,2;Muy buena / Oso ona;1;11;31;Muy buena / Oso ona;13;67;79;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;333;85;979,1;0,1;57,7;8,8;1,67;Buena / Ona
23/02/2017;0,21;0,27;Muy buena / Oso ona;7;25;59;Buena / Ona;36;41;54;Muy buena / Oso ona;50;Buena / Ona;35;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;266;69;975,7;0;85,9;11,3;1,27;Mejorable / Hobetzeko modukoa
22/02/2017;0,25;0,31;Muy buena / Oso ona;9;26;63;Buena / Ona;39;29;52;Muy buena / Oso ona;30;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;216;76;980,2;0;91,7;9,8;0,47;Buena / Ona
21/02/2017;0,22;0,27;Muy buena / Oso ona;10;24;52;Buena / Ona;39;36;68;Buena / Ona;24;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;310;81;985,1;0;93,7;9;0,64;Buena / Ona
20/02/2017;0,21;0,25;Muy buena / Oso ona;3;21;50;Muy buena / Oso ona;26;58;70;Buena / Ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;292;83;987,1;0;32,7;9,8;0,83;Buena / Ona
19/02/2017;0,22;0,24;Muy buena / Oso ona;1;13;31;Muy buena / Oso ona;15;63;81;Buena / Ona;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;298;85;986,1;0;43,2;10,4;0,77;Buena / Ona
18/02/2017;0,23;0,3;Muy buena / Oso ona;3;15;30;Muy buena / Oso ona;19;53;79;Buena / Ona;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;278;79;980,9;0;94,8;9,9;0,9;Buena / Ona
17/02/2017;0,24;0,3;Muy buena / Oso ona;8;27;55;Buena / Ona;39;39;70;Buena / Ona;40;Buena / Ona;31;Buena / Ona;3;Muy buena / Oso ona;247;72;985,7;0;95,3;11;0,98;Buena / Ona
16/02/2017;0,22;0,29;Muy buena / Oso ona;10;29;84;Buena / Ona;44;43;79;Buena / Ona;31;Buena / Ona;19;Buena / Ona;3;Muy buena / Oso ona;174;68;989,3;0;87,8;12,5;0,59;Buena / Ona
15/02/2017;0,18;0,21;Muy buena / Oso ona;3;18;54;Buena / Ona;23;55;72;Buena / Ona;21;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;161;67;989;0;90,7;12,7;1,25;Buena / Ona
14/02/2017;0,22;0,31;Muy buena / Oso ona;9;21;77;Buena / Ona;35;47;67;Buena / Ona;21;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;138;71;979,9;0,2;79,9;10,6;1,08;Buena / Ona
13/02/2017;0,22;;Sin datos / Daturik gabe;5;19;65;Buena / Ona;25;58;86;Buena / Ona;21;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;138;72;965,7;3,5;20,6;11,7;3;Buena / Ona
12/02/2017;0,16;0,33;Muy buena / Oso ona;0;8;21;Muy buena / Oso ona;8;66;84;Buena / Ona;27;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;146;71;964,1;3,1;23,9;10,9;2,86;Buena / Ona
11/02/2017;0,26;0,31;Muy buena / Oso ona;5;27;50;Muy buena / Oso ona;35;37;51;Muy buena / Oso ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;235;78;972,4;3,5;24,2;7,5;0,02;Muy buena / Oso ona
10/02/2017;0,19;0,26;Muy buena / Oso ona;3;17;72;Buena / Ona;23;62;73;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;153;56;971,1;0;48,8;9,3;1,37;Buena / Ona
09/02/2017;0,2;0,22;Muy buena / Oso ona;6;25;49;Muy buena / Oso ona;33;38;68;Buena / Ona;15;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;221;85;977;1,1;67,1;6,3;0,62;Buena / Ona
08/02/2017;0,16;;Sin datos / Daturik gabe;2;11;28;Muy buena / Oso ona;15;74;85;Buena / Ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;286;85;985,4;23,3;44,7;5,9;2,92;Buena / Ona
07/02/2017;;;Sin datos / Daturik gabe;3;16;31;Muy buena / Oso ona;20;58;80;Buena / Ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;2;Muy buena / Oso ona;282;89;981,5;23,4;26,2;9,3;2,31;Buena / Ona
06/02/2017;0,31;0,43;Muy buena / Oso ona;14;36;69;Buena / Ona;58;36;82;Buena / Ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;262;91;982,3;17,8;24,1;8,5;1;Buena / Ona
05/02/2017;0,13;0,17;Muy buena / Oso ona;1;6;19;Muy buena / Oso ona;7;78;83;Buena / Ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;279;79;972,2;23,9;22,4;7,5;3,65;Buena / Ona
04/02/2017;0,19;0,22;Muy buena / Oso ona;1;11;28;Muy buena / Oso ona;12;66;79;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;236;77;966;5,7;18,1;11,9;1,98;Buena / Ona
03/02/2017;0,17;;Sin datos / Daturik gabe;1;7;14;Muy buena / Oso ona;9;79;81;Buena / Ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;205;54;966,8;1,6;52,3;12,2;3,23;Buena / Ona
02/02/2017;;;Sin datos / Daturik gabe;1;9;15;Muy buena / Oso ona;11;67;81;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;198;63;967,2;4;22,9;12,1;2,29;Buena / Ona
01/02/2017;0,18;0,27;Muy buena / Oso ona;11;20;79;Buena / Ona;38;48;66;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;186;61;972,3;0;39,9;13,9;1,34;Buena / Ona
31/01/2017;0,17;0,19;Muy buena / Oso ona;4;18;50;Muy buena / Oso ona;24;40;56;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;140;65;973,3;0;74,3;13,6;0,98;Muy buena / Oso ona
30/01/2017;0,25;0,4;Muy buena / Oso ona;20;26;63;Buena / Ona;56;27;42;Muy buena / Oso ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;116;75;977,3;0;38,9;12,8;0,55;Buena / Ona
29/01/2017;0,27;0,39;Muy buena / Oso ona;4;21;53;Buena / Ona;27;40;74;Buena / Ona;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;206;76;979,7;0,6;53,2;9,6;0,42;Buena / Ona
28/01/2017;0,2;0,29;Muy buena / Oso ona;4;21;42;Muy buena / Oso ona;27;39;60;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;;Muy buena / Oso ona
27/01/2017;0,24;0,3;Muy buena / Oso ona;4;19;68;Buena / Ona;26;57;73;Buena / Ona;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;165;70;967,4;1;29,2;9,4;1,65;Buena / Ona
26/01/2017;0,25;0,29;Muy buena / Oso ona;10;22;56;Buena / Ona;38;47;66;Buena / Ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;131;71;971,4;0;68,4;;1,7;Buena / Ona
25/01/2017;0,26;0,32;Muy buena / Oso ona;8;24;51;Buena / Ona;36;37;68;Buena / Ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;305;76;980,3;0;75,1;;0,86;Buena / Ona
24/01/2017;0,28;0,31;Muy buena / Oso ona;5;22;63;Buena / Ona;30;47;67;Buena / Ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;295;79;984,5;0;59,7;6,1;1,46;Buena / Ona
23/01/2017;0,26;0,29;Muy buena / Oso ona;3;18;54;Buena / Ona;22;47;70;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;286;79;981,4;0;51,2;7,4;1,99;Buena / Ona
22/01/2017;0,28;0,33;Muy buena / Oso ona;2;13;26;Muy buena / Oso ona;16;32;48;Muy buena / Oso ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;280;83;979,5;0,6;39,9;5,6;1,35;Muy buena / Oso ona
21/01/2017;0,28;0,38;Muy buena / Oso ona;7;23;45;Muy buena / Oso ona;35;18;29;Muy buena / Oso ona;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;253;76;979,5;0;70,3;;0,96;Muy buena / Oso ona
20/01/2017;0,33;0,38;Muy buena / Oso ona;24;31;53;Buena / Ona;68;7;13;Muy buena / Oso ona;26;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;249;79;981,4;0;74,6;;0,36;Buena / Ona
19/01/2017;0,37;0,47;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;6;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;77;86;983;0;20,5;;0,52;Muy buena / Oso ona
18/01/2017;0,28;0,4;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;4;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;17;Buena / Ona;2;Muy buena / Oso ona;24;79;983,4;0;7,9;;0,68;Buena / Ona
17/01/2017;0,18;0,21;Muy buena / Oso ona;12;8;11;Muy buena / Oso ona;26;19;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;1;Muy buena / Oso ona;6;67;984,2;1,2;69;3,4;3,54;Muy buena / Oso ona
16/01/2017;0,2;0,22;Muy buena / Oso ona;5;6;9;Muy buena / Oso ona;13;29;36;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;1;Muy buena / Oso ona;315;88;983,2;53,5;23,1;9,2;3,77;Muy buena / Oso ona
15/01/2017;0,2;0,23;Muy buena / Oso ona;8;6;8;Muy buena / Oso ona;17;22;28;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;287;86;986,7;36,8;11,7;6,8;3,21;Muy buena / Oso ona
14/01/2017;0,23;0,26;Muy buena / Oso ona;16;8;10;Muy buena / Oso ona;31;10;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;281;90;985,8;26,7;37,5;4,4;2,78;Muy buena / Oso ona
13/01/2017;0,22;;Sin datos / Daturik gabe;16;9;13;Muy buena / Oso ona;33;24;70;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;275;84;981,7;28,8;37,1;6;3,73;Buena / Ona
12/01/2017;0,19;;Sin datos / Daturik gabe;9;23;51;Buena / Ona;37;29;38;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;272;88;979,7;4,6;38,9;11,3;1,32;Buena / Ona
11/01/2017;0,19;0,26;Muy buena / Oso ona;15;9;20;Muy buena / Oso ona;32;37;78;Buena / Ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;285;92;982,5;25,5;21,5;11,3;2,58;Buena / Ona
10/01/2017;0,2;0,31;Muy buena / Oso ona;2;13;41;Muy buena / Oso ona;16;59;75;Buena / Ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;292;88;978,6;57,7;6,1;8,3;2,32;Buena / Ona
09/01/2017;0,28;0,33;Muy buena / Oso ona;15;31;68;Buena / Ona;54;28;48;Muy buena / Oso ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;272;80;987,2;0;47,4;7;0,7;Buena / Ona
08/01/2017;0,25;0,34;Muy buena / Oso ona;3;18;42;Muy buena / Oso ona;24;44;55;Muy buena / Oso ona;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;285;67;990,7;0,3;54,9;;0,54;Muy buena / Oso ona
07/01/2017;0,26;0,32;Muy buena / Oso ona;7;25;51;Buena / Ona;36;37;51;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;259;62;990,8;0;62,6;;1,1;Buena / Ona
06/01/2017;0,22;0,28;Muy buena / Oso ona;4;19;38;Muy buena / Oso ona;26;41;59;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;283;73;989,8;0;63;;1,09;Muy buena / Oso ona
05/01/2017;0,23;0,27;Muy buena / Oso ona;10;28;54;Buena / Ona;43;29;50;Muy buena / Oso ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;272;76;988,4;0;39,5;;0,86;Buena / Ona
04/01/2017;0,27;0,35;Muy buena / Oso ona;22;34;61;Buena / Ona;67;15;31;Muy buena / Oso ona;40;Buena / Ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;264;79;985,9;0;60,3;4,2;0,72;Buena / Ona
03/01/2017;0,27;0,35;Muy buena / Oso ona;17;32;54;Buena / Ona;58;14;27;Muy buena / Oso ona;34;Buena / Ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;246;76;982,6;0;71,5;;0,6;Buena / Ona
02/01/2017;0,22;0,3;Muy buena / Oso ona;16;27;46;Muy buena / Oso ona;51;14;26;Muy buena / Oso ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;;;;;;;;Muy buena / Oso ona
01/01/2017;0,2;0,29;Muy buena / Oso ona;5;16;34;Muy buena / Oso ona;23;22;39;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;223;82;982,4;0;67,3;;0,81;Muy buena / Oso ona
