Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
01/03/2017;10;30;56;Buena / Ona;45;28;56;Muy buena / Oso ona;14;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;153;73;1002,7;0;148,4;10,6;0,92;Buena / Ona
28/02/2017;5;24;58;Buena / Ona;32;48;69;Buena / Ona;12;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;270;78;997,4;0,1;34,9;9,8;2,24;Buena / Ona
27/02/2017;3;17;46;Muy buena / Oso ona;22;54;75;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;223;62;996,3;0;163,4;13,6;1,14;Buena / Ona
26/02/2017;7;23;52;Buena / Ona;34;32;68;Buena / Ona;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;247;78;1005;0;169,4;11,3;0,21;Buena / Ona
25/02/2017;11;26;66;Buena / Ona;43;30;68;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;159;71;1005,8;0;180,9;9,7;0,62;Buena / Ona
24/02/2017;9;30;57;Buena / Ona;43;41;62;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;289;88;1006,2;0;69,9;9,3;1,48;Buena / Ona
23/02/2017;18;35;52;Buena / Ona;62;20;42;Muy buena / Oso ona;40;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;298;88;1002,2;0;99,1;9,9;0,98;Buena / Ona
22/02/2017;31;36;66;Buena / Ona;84;16;41;Muy buena / Oso ona;31;Buena / Ona;21;Buena / Ona;3;Muy buena / Oso ona;230;82;1006,6;0;159,4;10,6;0,13;Buena / Ona
21/02/2017;18;29;53;Buena / Ona;58;27;61;Buena / Ona;21;Muy buena / Oso ona;17;Buena / Ona;2;Muy buena / Oso ona;272;82;1011,8;0;164,7;9,9;0,26;Buena / Ona
20/02/2017;26;38;65;Buena / Ona;77;24;64;Buena / Ona;30;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;205;84;1013,8;0;101,6;10,6;0,16;Buena / Ona
19/02/2017;9;26;60;Buena / Ona;39;48;71;Buena / Ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;296;90;1012,8;0;56,4;11,2;1,34;Buena / Ona
18/02/2017;8;22;34;Muy buena / Oso ona;34;41;76;Buena / Ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;291;84;1007,5;0;136,9;9,9;1,13;Buena / Ona
17/02/2017;24;40;82;Buena / Ona;77;22;56;Muy buena / Oso ona;30;Buena / Ona;20;Buena / Ona;2;Muy buena / Oso ona;132;73;1011,8;0;157,3;11,8;0,67;Buena / Ona
16/02/2017;14;36;75;Buena / Ona;58;31;65;Buena / Ona;24;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;156;66;1015,1;0;147;13,4;1,12;Buena / Ona
15/02/2017;11;31;70;Buena / Ona;47;37;67;Buena / Ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;179;58;1014,5;0;150,1;13,9;1,54;Buena / Ona
14/02/2017;15;31;83;Buena / Ona;53;33;67;Buena / Ona;11;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;157;60;1005,7;0,1;120,7;12,7;1,49;Buena / Ona
13/02/2017;6;20;57;Buena / Ona;30;51;78;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;147;62;991;1,6;85,1;13,7;5,06;Buena / Ona
12/02/2017;2;12;30;Muy buena / Oso ona;16;51;74;Buena / Ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;144;70;989,6;0,4;50,5;11,8;4,67;Buena / Ona
11/02/2017;12;31;53;Buena / Ona;49;22;39;Muy buena / Oso ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;141;86;999,5;3,3;53,4;7,4;0,68;Buena / Ona
10/02/2017;15;35;93;Buena / Ona;59;36;60;Muy buena / Oso ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;148;50;996,9;0;84,6;10,5;1,62;Buena / Ona
09/02/2017;13;38;66;Buena / Ona;58;21;44;Muy buena / Oso ona;15;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;145;75;1003,5;0,4;131,8;8,2;1,45;Buena / Ona
08/02/2017;9;35;66;Buena / Ona;48;43;67;Buena / Ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;296;90;1013,1;15,5;60,3;6,9;1,7;Buena / Ona
07/02/2017;8;32;66;Buena / Ona;45;34;60;Muy buena / Oso ona;13;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;291;94;1008,4;22,1;35,7;9,7;1,49;Buena / Ona
06/02/2017;22;42;74;Buena / Ona;76;20;66;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;153;99;1009,1;26,8;29,4;9,3;0,52;Buena / Ona
05/02/2017;1;10;23;Muy buena / Oso ona;12;70;78;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;281;77;999,3;22,4;52,4;8,8;3,83;Buena / Ona
04/02/2017;4;21;48;Muy buena / Oso ona;27;45;74;Buena / Ona;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;242;85;992,1;7,4;25,2;12,4;0,94;Buena / Ona
03/02/2017;1;9;33;Muy buena / Oso ona;11;76;80;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;223;46;992,3;0,1;97,6;14,6;2,67;Buena / Ona
02/02/2017;2;10;22;Muy buena / Oso ona;12;66;77;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;194;52;992,6;2,8;40;14,5;2,35;Buena / Ona
01/02/2017;9;18;78;Buena / Ona;31;45;54;Muy buena / Oso ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;186;54;997,9;0;99,6;15,8;1,79;Buena / Ona
31/01/2017;6;20;59;Buena / Ona;30;35;48;Muy buena / Oso ona;14;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;173;59;999,1;0;101,6;15;2,06;Buena / Ona
30/01/2017;12;26;53;Buena / Ona;44;25;37;Muy buena / Oso ona;8;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;131;70;1002,9;0;57,9;14,9;1,34;Buena / Ona
29/01/2017;4;20;44;Muy buena / Oso ona;26;38;60;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;143;67;1005,6;0,6;68,3;11,8;1,56;Muy buena / Oso ona
28/01/2017;14;30;58;Buena / Ona;51;23;49;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;183;79;1005,6;0;110,9;8,3;0,36;Buena / Ona
27/01/2017;7;23;63;Buena / Ona;33;47;65;Buena / Ona;13;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;145;62;993,6;1,3;43,7;10,6;3,24;Buena / Ona
26/01/2017;14;29;94;Buena / Ona;49;43;62;Buena / Ona;24;Muy buena / Oso ona;21;Buena / Ona;2;Muy buena / Oso ona;148;58;997,5;0;96,6;7,9;2,51;Buena / Ona
25/01/2017;33;41;78;Buena / Ona;92;19;45;Muy buena / Oso ona;25;Muy buena / Oso ona;20;Buena / Ona;3;Muy buena / Oso ona;149;78;1008;0;123,2;;0,89;Buena / Ona
24/01/2017;63;45;70;Buena / Ona;140;15;42;Muy buena / Oso ona;37;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;294;85;1012,1;0;85,9;5,2;0,46;Buena / Ona
23/01/2017;57;42;73;Buena / Ona;129;19;55;Muy buena / Oso ona;32;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;304;85;1008,9;0;85,2;6,7;0,98;Buena / Ona
22/01/2017;15;32;51;Buena / Ona;55;19;48;Muy buena / Oso ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;297;89;1006,9;0;74;6,5;0,74;Buena / Ona
21/01/2017;27;33;52;Buena / Ona;74;12;33;Muy buena / Oso ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;168;83;1006,8;0;101,9;;0,34;Buena / Ona
20/01/2017;49;40;66;Buena / Ona;114;7;21;Muy buena / Oso ona;32;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;150;83;1009;0;102,5;;0,51;Buena / Ona
19/01/2017;15;32;54;Buena / Ona;55;16;27;Muy buena / Oso ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;152;81;1010,9;0;23,7;2,8;0,84;Buena / Ona
18/01/2017;18;35;62;Buena / Ona;63;19;44;Muy buena / Oso ona;17;Muy buena / Oso ona;17;Buena / Ona;2;Muy buena / Oso ona;299;77;1011,6;0;14;1,9;0,84;Buena / Ona
17/01/2017;10;26;70;Buena / Ona;41;42;56;Muy buena / Oso ona;8;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;349;62;1012,4;0,5;71;5,1;1,1;Buena / Ona
16/01/2017;3;19;35;Muy buena / Oso ona;23;55;67;Buena / Ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;305;98;1011;59,1;20;9,9;3,66;Buena / Ona
15/01/2017;3;15;41;Muy buena / Oso ona;19;59;65;Buena / Ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;298;95;1014,4;23,5;21;8,1;2,37;Buena / Ona
14/01/2017;6;26;48;Muy buena / Oso ona;34;42;50;Muy buena / Oso ona;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;299;96;1013,6;19,4;45,9;5,5;1,05;Muy buena / Oso ona
13/01/2017;7;28;53;Buena / Ona;38;49;66;Buena / Ona;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;294;89;1009,3;34,6;49,5;6,6;2,14;Buena / Ona
12/01/2017;29;33;56;Buena / Ona;77;16;29;Muy buena / Oso ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;268;97;1006,7;4,9;40,1;10,6;0,63;Buena / Ona
11/01/2017;5;28;55;Buena / Ona;36;37;61;Buena / Ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;297;100;1009,6;34,2;18,3;11,7;2,82;Buena / Ona
10/01/2017;11;27;53;Buena / Ona;44;34;56;Muy buena / Oso ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;293;99;1006;48,6;8,9;8,5;2,24;Buena / Ona
09/01/2017;53;44;83;Buena / Ona;124;9;27;Muy buena / Oso ona;29;Buena / Ona;24;Buena / Ona;2;Muy buena / Oso ona;148;84;1014,4;0;81,9;7,1;0,4;Buena / Ona
08/01/2017;16;37;63;Buena / Ona;61;15;32;Muy buena / Oso ona;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;145;77;1018,5;0;72,6;;0,19;Buena / Ona
07/01/2017;26;33;66;Buena / Ona;73;12;30;Muy buena / Oso ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;157;81;1018,7;0;105,1;;0,41;Buena / Ona
06/01/2017;21;30;53;Buena / Ona;61;13;32;Muy buena / Oso ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;200;86;1017,8;0;101,5;;0,23;Buena / Ona
05/01/2017;34;40;72;Buena / Ona;92;11;28;Muy buena / Oso ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;133;83;1016,1;0;77,9;4;0,95;Buena / Ona
04/01/2017;56;37;60;Buena / Ona;123;5;14;Muy buena / Oso ona;34;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;141;88;1013,5;0;93,2;;0,35;Buena / Ona
03/01/2017;;;;Sin datos / Daturik gabe;;4;;Sin datos / Daturik gabe;33;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;152;87;1010,4;0,1;73,2;4,5;0,22;Buena / Ona
02/01/2017;11;27;50;Muy buena / Oso ona;44;21;30;Muy buena / Oso ona;15;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;149;70;1006,5;0;68,4;5,5;2,24;Muy buena / Oso ona
01/01/2017;17;27;48;Muy buena / Oso ona;53;11;24;Muy buena / Oso ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;135;80;1009,1;0;96,1;4,6;0,91;Muy buena / Oso ona
