Date;Benceno (µg/m3);CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3);ICA Estación
18/03/2017;0,35;0,23;0,28;Muy buena / Oso ona;0,03;3;21;52;Buena / Ona;25;0,28;16;Muy buena / Oso ona;2;Muy buena / Oso ona;0,64;Buena / Ona
17/03/2017;0,56;0,33;0,4;Muy buena / Oso ona;0,11;8;25;66;Buena / Ona;38;0,53;25;Muy buena / Oso ona;4;Muy buena / Oso ona;1,12;Buena / Ona
16/03/2017;0,29;0,29;0,46;Muy buena / Oso ona;0,43;19;61;110;Mejorable / Hobetzeko modukoa;91;1,88;21;Muy buena / Oso ona;3;Muy buena / Oso ona;3,24;Mejorable / Hobetzeko modukoa
15/03/2017;0,52;0,33;0,91;Muy buena / Oso ona;0,21;9;37;72;Buena / Ona;51;0,79;27;Buena / Ona;3;Muy buena / Oso ona;1,91;Buena / Ona
14/03/2017;0,52;0,47;0,82;Muy buena / Oso ona;0,09;4;20;48;Muy buena / Oso ona;26;0,39;19;Muy buena / Oso ona;2;Muy buena / Oso ona;0,68;Muy buena / Oso ona
13/03/2017;0,35;0,29;0,52;Muy buena / Oso ona;0,02;2;19;37;Muy buena / Oso ona;22;0,17;18;Muy buena / Oso ona;2;Muy buena / Oso ona;0,41;Muy buena / Oso ona
12/03/2017;0,25;0,15;0,21;Muy buena / Oso ona;0;1;11;28;Muy buena / Oso ona;13;0,1;15;Muy buena / Oso ona;1;Muy buena / Oso ona;0,24;Muy buena / Oso ona
11/03/2017;0,21;0,29;0,59;Muy buena / Oso ona;0,32;20;37;77;Buena / Ona;68;1,36;27;Buena / Ona;9;Muy buena / Oso ona;2,41;Buena / Ona
10/03/2017;0,2;0,5;0,64;Muy buena / Oso ona;1,29;68;70;109;Mejorable / Hobetzeko modukoa;174;5,02;42;Buena / Ona;11;Muy buena / Oso ona;8,95;Mejorable / Hobetzeko modukoa
09/03/2017;0,43;0,34;0,57;Muy buena / Oso ona;0,27;12;40;72;Buena / Ona;58;1,09;24;Muy buena / Oso ona;3;Muy buena / Oso ona;1,84;Buena / Ona
08/03/2017;0,25;0,23;0,29;Muy buena / Oso ona;0,09;10;26;67;Buena / Ona;41;0,48;16;Muy buena / Oso ona;1;Muy buena / Oso ona;0,94;Buena / Ona
07/03/2017;0,23;0,27;0,4;Muy buena / Oso ona;0,31;14;36;75;Buena / Ona;57;0,8;32;Buena / Ona;2;Muy buena / Oso ona;1,52;Buena / Ona
06/03/2017;0,28;0,31;0,51;Muy buena / Oso ona;0,03;7;30;77;Buena / Ona;41;0,3;27;Buena / Ona;1;Muy buena / Oso ona;0,89;Buena / Ona
05/03/2017;0,35;0,32;0,47;Muy buena / Oso ona;0,03;4;23;56;Buena / Ona;29;0,19;20;Muy buena / Oso ona;1;Muy buena / Oso ona;0,44;Buena / Ona
04/03/2017;0,31;0,23;0,32;Muy buena / Oso ona;0,05;5;30;75;Buena / Ona;38;0,27;10;Muy buena / Oso ona;1;Muy buena / Oso ona;0,55;Buena / Ona
03/03/2017;0,31;0,26;0,36;Muy buena / Oso ona;0,09;10;30;73;Buena / Ona;45;0,47;13;Muy buena / Oso ona;2;Muy buena / Oso ona;0,87;Buena / Ona
02/03/2017;0,21;0,34;0,43;Muy buena / Oso ona;0,41;34;47;91;Buena / Ona;98;1,54;20;Muy buena / Oso ona;7;Muy buena / Oso ona;3,04;Buena / Ona
01/03/2017;0,24;0,28;0,38;Muy buena / Oso ona;0,21;20;50;82;Buena / Ona;81;0,92;18;Muy buena / Oso ona;7;Muy buena / Oso ona;2,12;Buena / Ona
28/02/2017;0,32;0,21;0,28;Muy buena / Oso ona;0,05;4;32;53;Buena / Ona;38;0,35;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,87;Buena / Ona
27/02/2017;0,3;0,26;0,45;Muy buena / Oso ona;0,1;9;35;66;Buena / Ona;48;0,52;19;Muy buena / Oso ona;4;Muy buena / Oso ona;0,95;Buena / Ona
26/02/2017;0,23;0,39;0,74;Muy buena / Oso ona;0,15;18;34;57;Buena / Ona;61;0,69;27;Buena / Ona;12;Muy buena / Oso ona;1,07;Buena / Ona
25/02/2017;0,2;0,42;0,73;Muy buena / Oso ona;0,24;19;49;85;Buena / Ona;77;0,92;27;Buena / Ona;11;Muy buena / Oso ona;1,86;Buena / Ona
24/02/2017;0,35;0,24;0,26;Muy buena / Oso ona;0,09;6;33;71;Buena / Ona;42;0,3;16;Muy buena / Oso ona;3;Muy buena / Oso ona;1,31;Buena / Ona
23/02/2017;0,34;0,42;0,68;Muy buena / Oso ona;0,19;11;41;65;Buena / Ona;57;0,72;40;Buena / Ona;6;Muy buena / Oso ona;1,76;Buena / Ona
22/02/2017;0,11;0,33;0,35;Muy buena / Oso ona;0,37;23;47;64;Buena / Ona;83;0,93;28;Buena / Ona;7;Muy buena / Oso ona;2,58;Buena / Ona
21/02/2017;;0,29;0,34;Muy buena / Oso ona;;20;44;71;Buena / Ona;74;;21;Muy buena / Oso ona;5;Muy buena / Oso ona;;Buena / Ona
20/02/2017;;0,33;0,44;Muy buena / Oso ona;;14;49;77;Buena / Ona;71;;25;Muy buena / Oso ona;3;Muy buena / Oso ona;;Buena / Ona
19/02/2017;;0,28;0,54;Muy buena / Oso ona;;3;25;71;Buena / Ona;30;;16;Muy buena / Oso ona;2;Muy buena / Oso ona;;Buena / Ona
18/02/2017;0,11;0,39;0,51;Muy buena / Oso ona;0,21;19;34;58;Buena / Ona;63;0,68;23;Muy buena / Oso ona;7;Muy buena / Oso ona;1,75;Buena / Ona
17/02/2017;0,04;0,39;0,45;Muy buena / Oso ona;0,67;39;61;94;Buena / Ona;120;1,73;28;Buena / Ona;10;Muy buena / Oso ona;4,09;Buena / Ona
16/02/2017;0,07;0,3;0,4;Muy buena / Oso ona;0,33;26;55;92;Buena / Ona;94;1,38;22;Muy buena / Oso ona;5;Muy buena / Oso ona;2,55;Buena / Ona
15/02/2017;0,13;0,26;0,34;Muy buena / Oso ona;0,24;16;47;81;Buena / Ona;71;1;13;Muy buena / Oso ona;3;Muy buena / Oso ona;1,58;Buena / Ona
14/02/2017;0,11;0,28;0,35;Muy buena / Oso ona;0,23;16;53;78;Buena / Ona;77;0,89;13;Muy buena / Oso ona;6;Muy buena / Oso ona;1,63;Buena / Ona
13/02/2017;0,07;0,24;0,3;Muy buena / Oso ona;0,09;9;32;77;Buena / Ona;45;0,49;21;Muy buena / Oso ona;2;Muy buena / Oso ona;0,85;Buena / Ona
12/02/2017;0,13;0,24;0,33;Muy buena / Oso ona;0,01;4;21;38;Muy buena / Oso ona;28;0,18;20;Muy buena / Oso ona;2;Muy buena / Oso ona;0,53;Muy buena / Oso ona
11/02/2017;0,16;0,38;0,46;Muy buena / Oso ona;0,29;35;44;73;Buena / Ona;98;0,39;30;Buena / Ona;9;Muy buena / Oso ona;2,34;Buena / Ona
10/02/2017;0,11;0,31;0,41;Muy buena / Oso ona;0,29;27;57;95;Buena / Ona;98;1,13;19;Muy buena / Oso ona;6;Muy buena / Oso ona;2,14;Buena / Ona
09/02/2017;0,07;0,27;0,33;Muy buena / Oso ona;0,25;20;53;79;Buena / Ona;83;0,9;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1,86;Buena / Ona
08/02/2017;0,05;0,14;0,17;Muy buena / Oso ona;0,01;3;30;62;Buena / Ona;35;0,21;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,63;Buena / Ona
07/02/2017;0,05;0,24;0,49;Muy buena / Oso ona;0,11;10;41;84;Buena / Ona;56;0,62;14;Muy buena / Oso ona;1;Muy buena / Oso ona;1,3;Buena / Ona
06/02/2017;0,02;0,36;0,5;Muy buena / Oso ona;0,34;35;53;80;Buena / Ona;107;1,51;16;Muy buena / Oso ona;3;Muy buena / Oso ona;2,51;Buena / Ona
05/02/2017;0,01;0,13;0,3;Muy buena / Oso ona;0;1;8;14;Muy buena / Oso ona;10;0,09;9;Muy buena / Oso ona;1;Muy buena / Oso ona;0,13;Muy buena / Oso ona
04/02/2017;0,06;0,27;0,32;Muy buena / Oso ona;0,07;7;35;70;Buena / Ona;47;0,4;13;Muy buena / Oso ona;1;Muy buena / Oso ona;0,71;Buena / Ona
03/02/2017;0,02;0,2;0,23;Muy buena / Oso ona;0,01;4;20;61;Buena / Ona;26;0,15;9;Muy buena / Oso ona;1;Muy buena / Oso ona;0,42;Buena / Ona
02/02/2017;0,02;0,18;0,21;Muy buena / Oso ona;0,01;3;18;39;Muy buena / Oso ona;23;0,21;5;Muy buena / Oso ona;1;Muy buena / Oso ona;0,41;Muy buena / Oso ona
01/02/2017;0,09;0,22;0,29;Muy buena / Oso ona;0,18;13;35;77;Buena / Ona;54;0,88;12;Muy buena / Oso ona;2;Muy buena / Oso ona;1,82;Buena / Ona
31/01/2017;0,07;0,23;0,28;Muy buena / Oso ona;0,18;16;39;63;Buena / Ona;63;0,81;12;Muy buena / Oso ona;2;Muy buena / Oso ona;1,62;Buena / Ona
30/01/2017;0,09;0,3;0,38;Muy buena / Oso ona;0,18;25;44;75;Buena / Ona;82;0,87;12;Muy buena / Oso ona;2;Muy buena / Oso ona;2,05;Buena / Ona
29/01/2017;0,13;0,28;0,43;Muy buena / Oso ona;0,11;9;39;66;Buena / Ona;53;0,49;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,81;Buena / Ona
28/01/2017;0,14;0,31;0,38;Muy buena / Oso ona;0,14;17;47;93;Buena / Ona;72;0,68;16;Muy buena / Oso ona;6;Muy buena / Oso ona;1,29;Buena / Ona
27/01/2017;0,18;0,27;0,3;Muy buena / Oso ona;0,08;12;39;71;Buena / Ona;57;0,45;13;Muy buena / Oso ona;4;Muy buena / Oso ona;1,07;Buena / Ona
26/01/2017;0,21;0,3;0,34;Muy buena / Oso ona;0,23;18;49;91;Buena / Ona;77;0,89;21;Muy buena / Oso ona;7;Muy buena / Oso ona;2,05;Buena / Ona
25/01/2017;0,09;0,37;0,49;Muy buena / Oso ona;0,26;37;54;90;Buena / Ona;111;1,18;26;Buena / Ona;10;Muy buena / Oso ona;2,3;Buena / Ona
24/01/2017;0,13;0,49;0,7;Muy buena / Oso ona;0,38;50;57;88;Buena / Ona;133;1,69;29;Buena / Ona;7;Muy buena / Oso ona;2,84;Buena / Ona
23/01/2017;0,34;0,5;0,68;Muy buena / Oso ona;0,19;40;45;90;Buena / Ona;106;0,95;24;Muy buena / Oso ona;3;Muy buena / Oso ona;2,11;Buena / Ona
22/01/2017;0,34;0,48;0,8;Muy buena / Oso ona;0,17;23;45;108;Mejorable / Hobetzeko modukoa;80;0,78;25;Muy buena / Oso ona;8;Muy buena / Oso ona;1,54;Mejorable / Hobetzeko modukoa
21/01/2017;0,11;0,56;0,77;Muy buena / Oso ona;0,34;48;50;75;Buena / Ona;124;1,4;29;Buena / Ona;13;Muy buena / Oso ona;2,73;Buena / Ona
20/01/2017;0,07;0,43;0,49;Muy buena / Oso ona;0,36;52;51;79;Buena / Ona;131;1,53;32;Buena / Ona;7;Muy buena / Oso ona;3,1;Buena / Ona
19/01/2017;0,16;0,34;0,37;Muy buena / Oso ona;0,16;22;41;60;Buena / Ona;75;0,8;20;Muy buena / Oso ona;3;Muy buena / Oso ona;1,93;Buena / Ona
18/01/2017;0,21;0,26;0,31;Muy buena / Oso ona;0,03;8;30;56;Buena / Ona;43;0,25;14;Muy buena / Oso ona;1;Muy buena / Oso ona;0,7;Buena / Ona
17/01/2017;0,08;0,14;0,26;Muy buena / Oso ona;0;5;15;52;Buena / Ona;23;0,14;7;Muy buena / Oso ona;1;Muy buena / Oso ona;0,34;Buena / Ona
16/01/2017;0,02;0,22;0,26;Muy buena / Oso ona;0,07;2;15;29;Muy buena / Oso ona;19;0,31;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,29;Muy buena / Oso ona
15/01/2017;0,08;0,24;0,29;Muy buena / Oso ona;0;1;15;32;Muy buena / Oso ona;18;0,09;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,24;Muy buena / Oso ona
14/01/2017;0,09;0,23;0,26;Muy buena / Oso ona;0,03;5;34;74;Buena / Ona;42;0,28;9;Muy buena / Oso ona;3;Muy buena / Oso ona;0,51;Buena / Ona
13/01/2017;0,05;0,15;0,23;Muy buena / Oso ona;0,04;3;25;55;Buena / Ona;29;0,34;14;Muy buena / Oso ona;3;Muy buena / Oso ona;0,58;Buena / Ona
12/01/2017;0,24;0,3;0,37;Muy buena / Oso ona;0,32;34;42;75;Buena / Ona;93;1,34;21;Muy buena / Oso ona;4;Muy buena / Oso ona;2,81;Buena / Ona
11/01/2017;0,02;0,24;0,24;Muy buena / Oso ona;0,09;4;28;61;Buena / Ona;34;0,43;6;Muy buena / Oso ona;2;Muy buena / Oso ona;0,46;Buena / Ona
10/01/2017;0,1;0,28;0,53;Muy buena / Oso ona;0,07;10;33;54;Buena / Ona;49;0,5;15;Muy buena / Oso ona;5;Muy buena / Oso ona;0,83;Buena / Ona
09/01/2017;0,59;0,44;0,52;Muy buena / Oso ona;0,39;63;62;98;Buena / Ona;158;1,81;26;Buena / Ona;10;Muy buena / Oso ona;3,12;Buena / Ona
08/01/2017;0,53;0,43;0,64;Muy buena / Oso ona;0,15;32;55;80;Buena / Ona;105;0,68;25;Muy buena / Oso ona;16;Muy buena / Oso ona;1,33;Buena / Ona
07/01/2017;0,69;0,48;0,61;Muy buena / Oso ona;0,18;53;58;85;Buena / Ona;138;0,88;31;Buena / Ona;19;Muy buena / Oso ona;1,69;Buena / Ona
06/01/2017;0,53;0,38;0,49;Muy buena / Oso ona;0,17;36;44;70;Buena / Ona;99;0,8;27;Buena / Ona;16;Muy buena / Oso ona;1,58;Buena / Ona
05/01/2017;0,65;0,39;0,68;Muy buena / Oso ona;0,32;44;54;93;Buena / Ona;121;1,44;25;Muy buena / Oso ona;12;Muy buena / Oso ona;3,37;Buena / Ona
04/01/2017;0,99;0,54;0,58;Muy buena / Oso ona;0,56;84;50;83;Buena / Ona;178;2,45;39;Buena / Ona;17;Muy buena / Oso ona;5,09;Buena / Ona
03/01/2017;0,67;0,47;0,56;Muy buena / Oso ona;0,67;61;51;69;Buena / Ona;144;2,59;31;Buena / Ona;13;Muy buena / Oso ona;3,26;Buena / Ona
02/01/2017;0,22;0,3;0,39;Muy buena / Oso ona;0,13;25;42;63;Buena / Ona;79;0,62;15;Muy buena / Oso ona;8;Muy buena / Oso ona;1,2;Buena / Ona
01/01/2017;0,26;0,28;0,35;Muy buena / Oso ona;0,07;20;39;54;Buena / Ona;69;0,47;23;Muy buena / Oso ona;9;Muy buena / Oso ona;0,98;Buena / Ona
