Date;CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
09/04/2017;0,16;0,2;Muy buena / Oso ona;;;;;;;;;8;Muy buena / Oso ona;7;Muy buena / Oso ona;0;Muy buena / Oso ona;106;48;917,2;0;255,5;13,7;0,63;Muy buena / Oso ona
08/04/2017;0,17;0,21;Muy buena / Oso ona;;;;;;;;;11;Muy buena / Oso ona;9;Muy buena / Oso ona;0;Muy buena / Oso ona;178;57;914,6;0;256,3;13,2;0,58;Muy buena / Oso ona
07/04/2017;0,16;0,21;Muy buena / Oso ona;;;;;;;;;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;106;70;914,7;0;256,1;9,6;0,74;Muy buena / Oso ona
06/04/2017;0,15;0,19;Muy buena / Oso ona;;;;;;;;;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;338;84;917,7;0;188,8;7,5;0,96;Muy buena / Oso ona
05/04/2017;0,14;0,15;Muy buena / Oso ona;;;;;;;;;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0;Muy buena / Oso ona;339;94;918,7;0;44,4;5,6;3,85;Muy buena / Oso ona
04/04/2017;0,15;0,16;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;80;919,9;0;127,5;7,4;1,19;Muy buena / Oso ona
03/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;35;74;917,8;0;251,7;10;0,32;Muy buena / Oso ona
02/04/2017;0,14;0,14;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;3;97;103;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0;Muy buena / Oso ona;337;92;916,6;0;122,8;4,4;1,8;Mejorable / Hobetzeko modukoa
01/04/2017;0,14;0,14;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;4;93;106;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0;Muy buena / Oso ona;299;82;913,9;0;167,1;5,9;2,63;Mejorable / Hobetzeko modukoa
31/03/2017;0,15;0,17;Muy buena / Oso ona;0;6;8;Muy buena / Oso ona;6;97;112;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;6;Muy buena / Oso ona;0;Muy buena / Oso ona;239;68;912,7;0,1;118,1;10,6;1,28;Mejorable / Hobetzeko modukoa
30/03/2017;0,15;0,16;Muy buena / Oso ona;1;6;10;Muy buena / Oso ona;7;100;118;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0;Muy buena / Oso ona;186;62;916;0;182,6;13;1,63;Mejorable / Hobetzeko modukoa
29/03/2017;0,15;0,16;Muy buena / Oso ona;0;5;7;Muy buena / Oso ona;5;84;102;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0;Muy buena / Oso ona;211;65;919,6;0;222,1;11,3;0,5;Mejorable / Hobetzeko modukoa
28/03/2017;0,14;0,16;Muy buena / Oso ona;0;4;7;Muy buena / Oso ona;4;93;106;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0;Muy buena / Oso ona;204;70;919,1;0;190,6;9,4;1,38;Mejorable / Hobetzeko modukoa
27/03/2017;0,15;0,17;Muy buena / Oso ona;1;5;8;Muy buena / Oso ona;6;92;106;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0;Muy buena / Oso ona;193;82;910,9;0;118,5;7,8;1,82;Mejorable / Hobetzeko modukoa
26/03/2017;0,17;0,17;Muy buena / Oso ona;1;4;5;Muy buena / Oso ona;5;89;99;Buena / Ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;136;84;907;0,1;144;5,8;1,23;Buena / Ona
25/03/2017;0,16;0,18;Muy buena / Oso ona;0;3;5;Muy buena / Oso ona;4;101;106;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;0;Muy buena / Oso ona;253;90;905,2;0,2;35,2;1,3;1,94;Mejorable / Hobetzeko modukoa
24/03/2017;0,15;0,18;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;6;87;103;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;136;71;907,4;0;167,9;5,3;0,29;Mejorable / Hobetzeko modukoa
23/03/2017;0,14;0,14;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;6;90;100;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;0;Muy buena / Oso ona;206;76;902;0;131,9;;2,53;Buena / Ona
22/03/2017;0,14;0,16;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;6;89;97;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;0;Muy buena / Oso ona;203;88;903,5;0;45,5;2,8;2,3;Buena / Ona
21/03/2017;0,16;0,21;Muy buena / Oso ona;1;4;5;Muy buena / Oso ona;7;74;94;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;0;Muy buena / Oso ona;21;92;910,7;0;52,2;4,4;0,64;Buena / Ona
20/03/2017;0,16;0,19;Muy buena / Oso ona;2;5;9;Muy buena / Oso ona;8;63;80;Buena / Ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;43;81;910,7;0;208,4;7,1;0,77;Buena / Ona
19/03/2017;0,15;0,19;Muy buena / Oso ona;1;5;8;Muy buena / Oso ona;7;76;93;Buena / Ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;2;Muy buena / Oso ona;70;65;914,2;0;203,8;8,6;0,83;Buena / Ona
18/03/2017;0,16;0,22;Muy buena / Oso ona;1;5;8;Muy buena / Oso ona;8;87;101;Mejorable / Hobetzeko modukoa;12;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;45;69;917,4;0;201,2;8,2;0,48;Mejorable / Hobetzeko modukoa
17/03/2017;0,18;0,22;Muy buena / Oso ona;1;6;8;Muy buena / Oso ona;8;89;108;Mejorable / Hobetzeko modukoa;12;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;51;65;917,1;0;200,6;9,9;0,89;Mejorable / Hobetzeko modukoa
16/03/2017;0,17;0,22;Muy buena / Oso ona;2;7;9;Muy buena / Oso ona;9;86;114;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;158;62;916,4;0;199,6;10;0,59;Mejorable / Hobetzeko modukoa
15/03/2017;0,18;0,21;Muy buena / Oso ona;2;7;8;Muy buena / Oso ona;9;85;101;Mejorable / Hobetzeko modukoa;16;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;99;79;920,5;0;145,2;9,4;0,74;Mejorable / Hobetzeko modukoa
14/03/2017;0,2;0,21;Muy buena / Oso ona;1;6;8;Muy buena / Oso ona;8;91;99;Buena / Ona;19;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;75;92;924,2;0;85,3;6,7;0,33;Buena / Ona
13/03/2017;0,16;0,17;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;94;98;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;3;Muy buena / Oso ona;353;95;919,6;0,1;58,3;4,2;5,14;Buena / Ona
12/03/2017;0,16;0,21;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;91;96;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;320;87;914,1;0,1;69,9;5,7;3,6;Buena / Ona
11/03/2017;0,17;0,22;Muy buena / Oso ona;1;4;7;Muy buena / Oso ona;7;94;104;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;285;60;914;0;124,1;13,3;0,46;Mejorable / Hobetzeko modukoa
10/03/2017;0,16;0,2;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;7;90;104;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;234;41;917,8;0;183,7;15,9;0,38;Mejorable / Hobetzeko modukoa
09/03/2017;0,17;0,21;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;7;88;105;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;206;50;921;0;165,3;14,5;0,43;Mejorable / Hobetzeko modukoa
08/03/2017;0,16;0,19;Muy buena / Oso ona;2;4;9;Muy buena / Oso ona;7;65;85;Buena / Ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;166;74;921,5;0;159;10,2;0,32;Buena / Ona
07/03/2017;0,15;0,17;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;89;97;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;300;76;920,1;0;122,4;9,5;3,12;Buena / Ona
06/03/2017;0,16;0,17;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;89;102;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;283;74;916,4;0;159,1;9,7;2,5;Mejorable / Hobetzeko modukoa
05/03/2017;0,17;0,19;Muy buena / Oso ona;1;3;4;Muy buena / Oso ona;6;86;89;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;215;86;909;0;78;6,5;4,24;Buena / Ona
04/03/2017;0,15;0,15;Muy buena / Oso ona;1;4;5;Muy buena / Oso ona;6;83;96;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona;237;78;899,1;0;115,6;3,1;2,19;Buena / Ona
03/03/2017;0,13;0,17;Muy buena / Oso ona;1;5;8;Muy buena / Oso ona;8;89;97;Buena / Ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;218;74;897,5;0;56,7;7,4;2,92;Buena / Ona
02/03/2017;0,15;0,18;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;7;75;86;Buena / Ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;210;82;911;0;121,7;8,1;2,41;Buena / Ona
01/03/2017;0,16;0,17;Muy buena / Oso ona;1;4;4;Muy buena / Oso ona;6;77;85;Buena / Ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;216;84;911,4;0;92;6,1;3;Buena / Ona
28/02/2017;0,15;0,16;Muy buena / Oso ona;1;3;4;Muy buena / Oso ona;5;91;99;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;3;Muy buena / Oso ona;295;84;906;0,1;37,4;4,7;2,26;Buena / Ona
27/02/2017;0,16;0,26;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;6;87;95;Buena / Ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;215;73;906,5;0;90,7;8,1;3,53;Buena / Ona
26/02/2017;0,21;0,26;Muy buena / Oso ona;2;5;7;Muy buena / Oso ona;8;73;97;Buena / Ona;12;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;151;72;913,2;0;136;7,9;0,39;Buena / Ona
25/02/2017;0,16;0,23;Muy buena / Oso ona;1;3;7;Muy buena / Oso ona;6;74;96;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;175;67;913,7;0;143,7;9,5;0,06;Buena / Ona
24/02/2017;0,16;0,25;Muy buena / Oso ona;1;4;5;Muy buena / Oso ona;6;91;96;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;341;95;912,9;0;44,5;3,9;2,35;Buena / Ona
23/02/2017;0,2;0,25;Muy buena / Oso ona;2;7;12;Muy buena / Oso ona;10;65;78;Buena / Ona;38;Buena / Ona;25;Buena / Ona;4;Muy buena / Oso ona;46;73;910,9;0;122,7;8,4;0,58;Buena / Ona
22/02/2017;0,15;0,19;Muy buena / Oso ona;2;4;6;Muy buena / Oso ona;7;62;83;Buena / Ona;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;101;73;915,1;0;135,8;7,5;0,55;Buena / Ona
21/02/2017;0,16;0,21;Muy buena / Oso ona;1;4;8;Muy buena / Oso ona;6;78;91;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;52;87;918,7;0;102,9;6,8;0,73;Buena / Ona
20/02/2017;0,18;0,2;Muy buena / Oso ona;1;5;16;Muy buena / Oso ona;8;99;106;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;40;81;920,4;0;127,2;6,5;0,95;Mejorable / Hobetzeko modukoa
19/02/2017;0,2;0,21;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;8;100;106;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;76;88;919,7;0;69;6,5;0,17;Mejorable / Hobetzeko modukoa
18/02/2017;0,19;0,23;Muy buena / Oso ona;2;5;6;Muy buena / Oso ona;7;83;107;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;67;83;915,2;0;99,5;5,7;0,57;Mejorable / Hobetzeko modukoa
17/02/2017;0,18;0,21;Muy buena / Oso ona;2;4;6;Muy buena / Oso ona;7;59;85;Buena / Ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;151;80;920,1;0;122,9;5,8;0,17;Buena / Ona
16/02/2017;0,18;0,2;Muy buena / Oso ona;1;5;14;Muy buena / Oso ona;8;56;71;Buena / Ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;107;89;923,4;0;90,9;5,3;0,41;Buena / Ona
15/02/2017;0,18;0,22;Muy buena / Oso ona;2;5;9;Muy buena / Oso ona;8;67;78;Buena / Ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;156;81;922,8;0;114,4;6,8;1,02;Buena / Ona
14/02/2017;0,18;0,21;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;6;81;92;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;205;78;914,3;0;87,6;6,7;2,19;Buena / Ona
13/02/2017;0,15;0,16;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;83;89;Buena / Ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;147;88;901,1;2,5;41,9;6,8;2,72;Buena / Ona
12/02/2017;0,18;0,2;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;80;89;Buena / Ona;18;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;124;93;898,5;2,2;24,7;5,7;3,9;Buena / Ona
11/02/2017;0,17;0,22;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;82;88;Buena / Ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;127;93;906,2;4,1;21,8;2,6;1,2;Buena / Ona
10/02/2017;0,17;0,21;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;66;79;Buena / Ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;178;82;905,2;0;97,7;3,2;0,74;Buena / Ona
09/02/2017;0,16;0,16;Muy buena / Oso ona;2;3;6;Muy buena / Oso ona;7;76;89;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;197;78;910,7;0,1;101,8;4,1;0,47;Buena / Ona
08/02/2017;0,14;0,15;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;92;97;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;330;94;918,8;16,8;84,7;1,6;2,55;Buena / Ona
07/02/2017;0,14;0,17;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;84;94;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;301;92;915,8;3,8;43,8;6;2,22;Buena / Ona
06/02/2017;0,16;0,17;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;78;94;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;246;90;916,8;4,4;68,5;5,6;3,35;Buena / Ona
05/02/2017;0,14;0,16;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;95;98;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona;286;88;907,6;7;41,3;2,7;4,42;Buena / Ona
04/02/2017;0,16;0,19;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;92;100;Buena / Ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;265;81;902,3;5,1;20,1;8,1;2,14;Buena / Ona
03/02/2017;0,14;0,16;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;94;98;Buena / Ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;200;76;902,4;2,2;39,1;6,8;2,82;Buena / Ona
02/02/2017;0,14;0,17;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;89;99;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;186;82;903,3;3;28,7;6,6;3,22;Buena / Ona
01/02/2017;0,16;0,17;Muy buena / Oso ona;2;3;6;Muy buena / Oso ona;7;68;72;Buena / Ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;190;81;908,5;0;26,1;8;2,99;Buena / Ona
31/01/2017;0,15;0,16;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;67;73;Buena / Ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;207;78;909,3;0;65,6;8,2;3,29;Buena / Ona
30/01/2017;0,15;0,18;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;65;70;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;199;91;913,1;0;28,8;9;3,06;Buena / Ona
29/01/2017;0,17;0,21;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;73;79;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;208;91;914,6;1;52,2;6,1;3,98;Buena / Ona
28/01/2017;0,17;0,2;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;66;78;Buena / Ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;210;87;912,6;0;71,1;2,5;1,11;Buena / Ona
27/01/2017;0,2;0,24;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;77;82;Buena / Ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;172;89;902;1,3;37;3;0,97;Buena / Ona
26/01/2017;0,21;0,28;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;74;82;Buena / Ona;17;Muy buena / Oso ona;17;Buena / Ona;4;Muy buena / Oso ona;193;76;905;0;61,4;2;1,27;Buena / Ona
25/01/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;67;80;Buena / Ona;10;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;155;79;912,3;0,1;96,4;;0,18;Buena / Ona
24/01/2017;0,2;0,22;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;85;95;Buena / Ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;352;85;917,3;0;84,5;2,6;0,98;Buena / Ona
23/01/2017;0,21;0,23;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;97;98;Buena / Ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;359;84;914,7;0;73,1;3;3,21;Buena / Ona
22/01/2017;0,23;0,29;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;7;86;94;Buena / Ona;10;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;337;85;912,8;0;55,6;2,8;1,93;Buena / Ona
21/01/2017;0,24;0,29;Muy buena / Oso ona;1;5;10;Muy buena / Oso ona;7;63;75;Buena / Ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;116;81;913;0;64,3;3,4;0,24;Buena / Ona
20/01/2017;0,22;0,28;Muy buena / Oso ona;2;4;8;Muy buena / Oso ona;7;65;82;Buena / Ona;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;113;81;913,5;0;61,6;2,5;0,52;Buena / Ona
19/01/2017;0,22;0,28;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;64;74;Buena / Ona;10;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;30;88;914,1;0;49,2;;0,76;Buena / Ona
18/01/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;71;79;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;334;88;914,1;0;15,5;;3,88;Buena / Ona
17/01/2017;0,14;0,16;Muy buena / Oso ona;1;;;Sin datos / Daturik gabe;;77;82;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;330;85;915,7;7,7;44,4;;5,47;Buena / Ona
16/01/2017;0,15;0,16;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;87;94;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona;346;97;917,8;27,6;43,8;4,6;4,36;Buena / Ona
15/01/2017;0,15;0,17;Muy buena / Oso ona;1;1;2;Muy buena / Oso ona;3;92;94;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona;350;95;920,1;14,9;48,1;2,6;4,65;Buena / Ona
14/01/2017;0,14;0,17;Muy buena / Oso ona;1;1;2;Muy buena / Oso ona;3;88;90;Buena / Ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;3;Muy buena / Oso ona;336;98;918,6;11;44,6;0,4;3,54;Buena / Ona
13/01/2017;0,13;0,14;Muy buena / Oso ona;1;2;2;Muy buena / Oso ona;4;86;89;Buena / Ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;313;96;915,3;8,5;56,5;1,3;2,91;Buena / Ona
12/01/2017;0,13;0,14;Muy buena / Oso ona;1;4;8;Muy buena / Oso ona;6;51;61;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;241;92;915;1,7;50,3;6,4;1,94;Buena / Ona
11/01/2017;0,15;0,17;Muy buena / Oso ona;1;2;5;Muy buena / Oso ona;5;64;85;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;337;95;917,6;0,9;32,6;7,7;2,52;Buena / Ona
10/01/2017;0,17;0,19;Muy buena / Oso ona;1;3;5;Muy buena / Oso ona;5;82;85;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;328;90;913,6;18,8;22,1;5,5;3,83;Buena / Ona
09/01/2017;0,17;0,22;Muy buena / Oso ona;1;3;4;Muy buena / Oso ona;5;75;87;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;91;82;920,5;0;70;3,9;0,61;Buena / Ona
08/01/2017;0,17;0,21;Muy buena / Oso ona;1;3;5;Muy buena / Oso ona;5;84;93;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona;96;51;923,2;0;68,4;4,5;0,65;Buena / Ona
07/01/2017;0,15;;Sin datos / Daturik gabe;1;3;6;Muy buena / Oso ona;6;94;104;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;76;17;922,9;0;70,6;5,1;0,52;Mejorable / Hobetzeko modukoa
06/01/2017;;;Sin datos / Daturik gabe;1;2;6;Muy buena / Oso ona;4;72;82;Buena / Ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;103;53;921,4;0;79;;0,16;Buena / Ona
05/01/2017;0,15;0,18;Muy buena / Oso ona;1;2;6;Muy buena / Oso ona;4;76;89;Buena / Ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;74;60;920,3;0;50,9;3,6;0,68;Buena / Ona
04/01/2017;0,15;0,25;Muy buena / Oso ona;1;3;13;Muy buena / Oso ona;5;61;81;Buena / Ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;318;77;919,4;0;61,8;5,3;0,49;Buena / Ona
03/01/2017;0,18;0,25;Muy buena / Oso ona;1;0;0;Muy buena / Oso ona;2;57;72;Buena / Ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;252;77;916,7;0;66,2;4,9;0,09;Buena / Ona
02/01/2017;0,17;0,22;Muy buena / Oso ona;1;4;9;Muy buena / Oso ona;7;56;68;Buena / Ona;12;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;186;81;913,1;0;48,3;2,2;1,16;Buena / Ona
01/01/2017;;;Sin datos / Daturik gabe;1;2;17;Muy buena / Oso ona;4;39;56;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;187;78;914,7;0,2;72,5;;0,8;Muy buena / Oso ona
