PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;8;14;28079008_14_6;2017;10;29;42.73;V;40.38;V;52.94;V;58.89;V;54.00;V;55.46;V;56.26;V;41.83;V;44.35;V;51.45;V;56.26;V;55.44;V;58.61;V;67.25;V;70.56;V;75.40;V;70.21;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;8;20;28079008_20_59;2017;10;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;8;30;28079008_30_59;2017;10;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;8;35;28079008_35_59;2017;10;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;8;42;28079008_42_2;2017;10;29;01.39;V;01.37;V;01.35;V;01.36;V;01.36;V;01.36;V;01.35;V;01.38;V;01.37;V;01.37;V;01.37;V;01.40;V;01.39;V;01.36;V;01.37;V;01.36;V;01.35;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;8;43;28079008_43_2;2017;10;29;01.30;V;01.29;V;01.28;V;01.28;V;01.29;V;01.29;V;01.29;V;01.31;V;01.30;V;01.29;V;01.29;V;01.30;V;01.29;V;01.27;V;01.27;V;01.27;V;01.27;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;8;44;28079008_44_2;2017;10;29;00.10;V;00.08;V;00.07;V;00.08;V;00.07;V;00.07;V;00.07;V;00.08;V;00.07;V;00.08;V;00.08;V;00.10;V;00.10;V;00.09;V;00.10;V;00.09;V;00.08;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;11;7;28079011_7_8;2017;10;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00011;V;00033;V;00018;V;00018;V;00012;V;00010;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;11;8;28079011_8_8;2017;10;29;00023;V;00022;V;00011;V;00009;V;00010;V;00010;V;00013;V;00020;V;00026;V;00028;V;00030;V;00064;V;00053;V;00042;V;00035;V;00032;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;11;12;28079011_12_8;2017;10;29;00025;V;00024;V;00012;V;00011;V;00011;V;00012;V;00014;V;00022;V;00028;V;00035;V;00048;V;00115;V;00080;V;00071;V;00053;V;00047;V;00054;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;11;20;28079011_20_59;2017;10;29;000.5;V;000.5;V;000.4;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.6;V;000.9;V;001.4;V;000.9;V;000.7;V;001.1;V;000.7;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;11;30;28079011_30_59;2017;10;29;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.4;V;000.6;V;000.4;V;000.3;V;000.4;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;11;35;28079011_35_59;2017;10;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;16;6;28079016_6_48;2017;10;29;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;16;7;28079016_7_8;2017;10;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00002;V;00003;V;00003;V;00005;V;00004;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;16;8;28079016_8_8;2017;10;29;00033;V;00034;V;00011;V;00011;V;00011;V;00011;V;00018;V;00023;V;00023;V;00020;V;00019;V;00021;V;00021;V;00022;V;00021;V;00014;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;16;12;28079016_12_8;2017;10;29;00034;V;00036;V;00013;V;00012;V;00013;V;00012;V;00020;V;00025;V;00025;V;00026;V;00023;V;00026;V;00026;V;00029;V;00027;V;00016;V;00018;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;16;14;28079016_14_6;2017;10;29;50.06;V;47.14;V;67.27;V;65.78;V;61.72;V;60.98;V;51.19;V;43.31;V;42.90;V;50.30;V;60.02;V;61.61;V;68.44;V;70.02;V;74.03;V;80.60;V;75.72;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;17;1;28079017_1_38;2017;10;29;00003;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V;00003;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;17;7;28079017_7_8;2017;10;29;00011;V;00003;V;00004;V;00006;V;00003;V;00002;V;00001;V;00015;V;00052;V;00014;V;00007;V;00010;V;00008;V;00009;V;00007;V;00002;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;17;8;28079017_8_8;2017;10;29;00069;V;00051;V;00059;V;00058;V;00048;V;00045;V;00034;V;00049;V;00060;V;00040;V;00033;V;00037;V;00036;V;00038;V;00037;V;00020;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;17;12;28079017_12_8;2017;10;29;00085;V;00055;V;00065;V;00067;V;00052;V;00047;V;00036;V;00071;V;00140;V;00061;V;00043;V;00053;V;00048;V;00052;V;00049;V;00023;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;17;14;28079017_14_6;2017;10;29;16.57;V;28.34;V;16.57;V;12.73;V;15.15;V;16.04;V;20.60;V;04.96;V;04.94;V;21.44;V;38.58;V;41.79;V;49.99;V;53.54;V;55.47;V;69.94;V;66.11;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;1;28079018_1_38;2017;10;29;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;6;28079018_6_48;2017;10;29;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;7;28079018_7_8;2017;10;29;00003;V;00003;V;00007;V;00001;V;00002;V;00002;V;00005;V;00006;V;00008;V;00014;V;00016;V;00016;V;00013;V;00013;V;00010;V;00004;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;8;28079018_8_8;2017;10;29;00052;V;00056;V;00046;V;00024;V;00023;V;00026;V;00032;V;00035;V;00031;V;00032;V;00037;V;00041;V;00038;V;00044;V;00041;V;00021;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;10;28079018_10_47;2017;10;29;00026;V;00016;V;00011;V;00009;V;00008;V;00006;V;00003;V;00004;V;00011;V;00016;V;00015;V;00016;V;00018;V;00015;V;00012;V;00013;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;12;28079018_12_8;2017;10;29;00057;V;00061;V;00057;V;00026;V;00026;V;00030;V;00039;V;00043;V;00043;V;00053;V;00061;V;00065;V;00058;V;00063;V;00056;V;00027;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;14;28079018_14_6;2017;10;29;27.71;V;19.53;V;24.53;V;39.23;V;36.84;V;22.22;V;09.06;V;06.41;V;17.92;V;25.05;V;36.89;V;43.84;V;53.38;V;54.91;V;59.90;V;73.78;V;74.40;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;20;28079018_20_59;2017;10;29;003.6;V;002.6;V;003.4;V;001.8;V;001.4;V;001.4;V;001.7;V;002.3;V;002.0;V;001.6;V;001.4;V;001.4;V;001.5;V;001.4;V;001.5;V;000.9;V;000.6;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;30;28079018_30_59;2017;10;29;000.7;V;000.5;V;000.6;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.5;V;000.4;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;18;35;28079018_35_59;2017;10;29;000.5;V;000.3;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;1;28079024_1_38;2017;10;29;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;6;28079024_6_48;2017;10;29;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;7;28079024_7_8;2017;10;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00009;V;00013;V;00010;V;00007;V;00008;V;00007;V;00003;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;8;28079024_8_8;2017;10;29;00026;V;00024;V;00021;V;00013;V;00010;V;00011;V;00011;V;00013;V;00013;V;00012;V;00029;V;00028;V;00022;V;00030;V;00031;V;00015;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;9;28079024_9_47;2017;10;29;00006;V;00007;V;00006;V;00006;V;00005;V;00006;V;00006;V;00004;V;00007;V;00006;V;00007;V;00009;V;00006;V;00004;V;00009;V;00006;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;10;28079024_10_47;2017;10;29;00013;V;00014;V;00013;V;00011;V;00010;V;00010;V;00010;V;00008;V;00011;V;00012;V;00015;V;00018;V;00016;V;00015;V;00017;V;00015;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;12;28079024_12_8;2017;10;29;00028;V;00026;V;00022;V;00014;V;00012;V;00012;V;00012;V;00015;V;00018;V;00026;V;00049;V;00043;V;00032;V;00043;V;00042;V;00019;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;14;28079024_14_6;2017;10;29;47.17;V;46.63;V;47.87;V;48.83;V;48.26;V;39.85;V;27.81;V;25.61;V;18.41;V;20.24;V;40.55;V;56.10;V;66.40;V;67.62;V;70.55;V;83.81;V;86.76;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;20;28079024_20_59;2017;10;29;000.9;V;001.0;V;000.9;V;000.6;V;000.6;V;000.5;V;000.6;V;000.6;V;000.6;V;000.6;V;001.1;V;002.4;V;001.8;V;001.2;V;002.0;V;001.2;V;000.4;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;30;28079024_30_59;2017;10;29;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.4;V;000.3;V;000.4;V;000.3;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;35;28079024_35_59;2017;10;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;42;28079024_42_2;2017;10;29;01.28;V;01.29;V;01.28;V;01.30;V;01.29;V;01.33;V;01.35;V;01.39;V;01.39;V;01.41;V;01.37;V;01.33;V;01.29;V;01.31;V;01.29;V;01.25;V;01.24;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;43;28079024_43_2;2017;10;29;01.18;V;01.19;V;01.19;V;01.21;V;01.20;V;01.24;V;01.25;V;01.30;V;01.31;V;01.33;V;01.25;V;01.21;V;01.19;V;01.19;V;01.16;V;01.14;V;01.13;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;24;44;28079024_44_2;2017;10;29;00.10;V;00.09;V;00.09;V;00.09;V;00.09;V;00.09;V;00.09;V;00.09;V;00.08;V;00.09;V;00.12;V;00.13;V;00.11;V;00.12;V;00.12;V;00.10;V;00.11;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;27;7;28079027_7_8;2017;10;29;00012;V;00002;V;00002;V;00001;V;00004;V;00005;V;00005;V;00007;V;00025;V;00024;V;00017;V;00022;V;00028;V;00020;V;00008;V;00004;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;27;8;28079027_8_8;2017;10;29;00070;V;00044;V;00038;V;00024;V;00029;V;00031;V;00036;V;00036;V;00049;V;00044;V;00039;V;00048;V;00061;V;00049;V;00033;V;00022;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;27;12;28079027_12_8;2017;10;29;00088;V;00047;V;00041;V;00026;V;00035;V;00039;V;00044;V;00047;V;00087;V;00081;V;00064;V;00082;V;00104;V;00079;V;00045;V;00028;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;27;14;28079027_14_6;2017;10;29;15.21;V;32.65;V;34.11;V;38.64;V;22.59;V;25.35;V;20.83;V;19.68;V;15.29;V;20.82;V;35.59;V;35.62;V;35.49;V;44.05;V;62.16;V;72.52;V;82.09;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;35;1;28079035_1_38;2017;10;29;00008;V;00007;V;00009;V;00007;V;00006;V;00004;V;00003;V;00004;V;00005;V;00004;V;00004;V;00004;V;00003;V;00002;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;35;6;28079035_6_48;2017;10;29;000.6;V;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.5;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;35;7;28079035_7_8;2017;10;29;00007;V;00013;V;00011;V;00008;V;00007;V;00019;V;00016;V;00025;V;00065;V;00029;V;00016;V;00018;V;00018;V;00017;V;00015;V;00014;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;35;8;28079035_8_8;2017;10;29;00047;V;00061;V;00048;V;00042;V;00044;V;00055;V;00050;V;00057;V;00048;V;00041;V;00040;V;00057;V;00058;V;00062;V;00057;V;00054;V;00063;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;35;12;28079035_12_8;2017;10;29;00058;V;00080;V;00064;V;00055;V;00055;V;00084;V;00074;V;00095;V;00148;V;00085;V;00064;V;00084;V;00086;V;00088;V;00079;V;00076;V;00088;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;35;14;28079035_14_6;2017;10;29;29.58;V;22.66;V;28.74;V;30.24;V;27.35;V;13.71;V;11.31;V;08.79;V;02.36;V;15.58;V;29.49;V;24.05;V;23.25;V;28.39;V;32.31;V;33.65;V;28.46;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;36;1;28079036_1_38;2017;10;29;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00007;V;00008;V;00006;V;00004;V;00005;V;00005;V;00005;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;36;6;28079036_6_48;2017;10;29;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;36;7;28079036_7_8;2017;10;29;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00007;V;00015;V;00007;V;00007;V;00007;V;00010;V;00007;V;00007;V;00004;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;36;8;28079036_8_8;2017;10;29;00022;V;00025;V;00013;V;00009;V;00012;V;00012;V;00020;V;00033;V;00040;V;00027;V;00024;V;00026;V;00033;V;00023;V;00026;V;00018;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;36;10;28079036_10_47;2017;10;29;00012;V;00010;V;00010;V;00011;V;00010;V;00010;V;00012;V;00012;V;00014;V;00015;V;00015;V;00014;V;00011;V;00010;V;00011;V;00008;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;36;12;28079036_12_8;2017;10;29;00024;V;00027;V;00015;V;00010;V;00015;V;00015;V;00025;V;00044;V;00063;V;00038;V;00036;V;00036;V;00049;V;00034;V;00036;V;00023;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;1;28079038_1_38;2017;10;29;00002;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;7;28079038_7_8;2017;10;29;00002;V;00009;V;00003;V;00002;V;00004;V;00003;V;00004;V;00004;V;00017;V;00017;V;00016;V;00024;V;00015;V;00014;V;00016;V;00013;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;8;28079038_8_8;2017;10;29;00028;V;00042;V;00023;V;00017;V;00024;V;00022;V;00025;V;00029;V;00044;V;00040;V;00036;V;00048;V;00039;V;00037;V;00041;V;00032;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;9;28079038_9_47;2017;10;29;00007;V;00007;V;00003;V;00005;V;00005;V;00003;V;00002;V;00005;V;00006;V;00006;V;00003;V;00006;V;00010;V;00007;V;00003;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;10;28079038_10_47;2017;10;29;00011;V;00012;V;00007;V;00007;V;00007;V;00005;V;00004;V;00007;V;00010;V;00011;V;00007;V;00009;V;00014;V;00011;V;00006;V;00006;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;12;28079038_12_8;2017;10;29;00032;V;00057;V;00028;V;00020;V;00029;V;00026;V;00032;V;00035;V;00070;V;00067;V;00062;V;00085;V;00062;V;00059;V;00066;V;00051;V;00055;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;20;28079038_20_59;2017;10;29;004.2;V;002.4;V;002.0;V;001.1;V;001.0;V;001.0;V;001.0;V;001.1;V;001.5;V;002.0;V;002.0;V;002.5;V;002.3;V;001.9;V;002.2;V;002.3;V;002.7;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;30;28079038_30_59;2017;10;29;000.9;V;000.6;V;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.5;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.7;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;35;28079038_35_59;2017;10;29;000.9;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.7;V;000.7;V;000.6;V;000.7;V;000.7;V;000.9;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;6;28079039_6_48;2017;10;29;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;7;28079039_7_8;2017;10;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00008;V;00022;V;00021;V;00010;V;00017;V;00012;V;00009;V;00003;V;00004;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;8;28079039_8_8;2017;10;29;00033;V;00023;V;00013;V;00011;V;00011;V;00014;V;00019;V;00042;V;00047;V;00041;V;00033;V;00042;V;00033;V;00029;V;00019;V;00022;V;00019;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;12;28079039_12_8;2017;10;29;00034;V;00024;V;00015;V;00012;V;00013;V;00015;V;00021;V;00054;V;00080;V;00073;V;00047;V;00067;V;00052;V;00043;V;00024;V;00028;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;14;28079039_14_6;2017;10;29;47.16;V;56.70;V;66.41;V;64.84;V;61.75;V;57.63;V;51.32;V;26.17;V;14.48;V;28.94;V;48.97;V;45.40;V;59.70;V;66.42;V;76.47;V;73.11;V;74.49;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2017;10;29;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
