Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;N� Descuentos

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;39

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;2

2017.08. AGOSTO;VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;13

2017.08. AGOSTO;VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;9

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;7

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;11

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;1

2017.08. AGOSTO;ORCASITAS;USERA                                             ;USO LIBRE;11

2017.08. AGOSTO;ORCASITAS;USERA                                             ;USO LIBRE;10

2017.08. AGOSTO;SAN FERM�N;USERA                                             ;USO LIBRE;15

2017.08. AGOSTO;SAN FERM�N;USERA                                             ;USO LIBRE;21

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;4

2017.08. AGOSTO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;64

2017.08. AGOSTO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;52

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;3

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;1

2017.08. AGOSTO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;485

2017.08. AGOSTO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;367

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;8

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;3

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;29

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;188

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;132

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;20

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;159

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;83

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;88

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;88

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;USO LIBRE;5

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;5

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;116

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;55

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;57

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;106

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;99

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;2

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;91

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;74

2017.01 ENERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;3

2017.01 ENERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;1

2017.01 ENERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;20

2017.01 ENERO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;4

2017.01 ENERO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;121

2017.01 ENERO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;130

2017.01 ENERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;26

2017.01 ENERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;64

2017.01 ENERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;34

2017.01 ENERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;34

2017.01 ENERO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;1

2017.01 ENERO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;134

2017.01 ENERO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;80

2017.01 ENERO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;20

2017.01 ENERO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;45

2017.01 ENERO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;39

2017.01 ENERO;ALUCHE;LATINA                                            ;USO LIBRE;26

2017.01 ENERO;ALUCHE;LATINA                                            ;USO LIBRE;66

2017.01 ENERO;ALUCHE;LATINA                                            ;USO LIBRE;51

2017.01 ENERO;GALLUR;LATINA                                            ;USO LIBRE;7

2017.01 ENERO;GALLUR;LATINA                                            ;USO LIBRE;83

2017.01 ENERO;GALLUR;LATINA                                            ;USO LIBRE;127

2017.01 ENERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;2

2017.01 ENERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;76

2017.01 ENERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;26

2017.01 ENERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;12

2017.01 ENERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;81

2017.01 ENERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;55

2017.01 ENERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;USO LIBRE;1

2017.01 ENERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;4

2017.01 ENERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;79

2017.01 ENERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;82

2017.01 ENERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;USO LIBRE;49

2017.01 ENERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;USO LIBRE;19

2017.01 ENERO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;7

2017.01 ENERO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;19

2017.01 ENERO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;7

2017.01 ENERO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;165

2017.01 ENERO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;2

2017.01 ENERO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;1

2017.01 ENERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;USO LIBRE;70

2017.01 ENERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;USO LIBRE;48

2017.01 ENERO;ENTREV�AS;PUENTE DE VALLECAS                                ;USO LIBRE;1

2017.01 ENERO;ENTREV�AS;PUENTE DE VALLECAS                                ;USO LIBRE;37

2017.01 ENERO;ENTREV�AS;PUENTE DE VALLECAS                                ;USO LIBRE;46

2017.01 ENERO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;16

2017.01 ENERO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;2

2017.01 ENERO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;14

2017.01 ENERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;23

2017.01 ENERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;88

2017.01 ENERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;74

2017.01 ENERO;DAO�Z Y VELARDE;RETIRO                                            ;USO LIBRE;56

2017.01 ENERO;DAO�Z Y VELARDE;RETIRO                                            ;USO LIBRE;68

2017.01 ENERO;DAO�Z Y VELARDE;RETIRO                                            ;USO LIBRE;50

2017.01 ENERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;2

2017.01 ENERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;11

2017.01 ENERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;USO LIBRE;6

2017.01 ENERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;USO LIBRE;59

2017.01 ENERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;USO LIBRE;59

2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;13

2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;58

2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;52

2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;3

2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;105

2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;74

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;USO LIBRE;2

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;USO LIBRE;98

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;USO LIBRE;68

2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;23

2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;40

2017.01 ENERO;ORCASUR;USERA                                             ;USO LIBRE;1

2017.01 ENERO;ORCASUR;USERA                                             ;USO LIBRE;36

2017.01 ENERO;ORCASUR;USERA                                             ;USO LIBRE;33

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;6

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;35

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;34

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;3

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;29

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;81

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;12

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;61

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;81

2017.01 ENERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;1

2017.01 ENERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;1

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;2

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;30

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;42

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;2

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;42

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;77

2017.01 ENERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;USO LIBRE;19

2017.01 ENERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;USO LIBRE;9

2017.01 ENERO;SAN CRIST�BAL;VILLAVERDE                                        ;USO LIBRE;65

2017.01 ENERO;SAN CRIST�BAL;VILLAVERDE                                        ;USO LIBRE;29

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;2

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;8

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;7

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;29

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;213

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;133

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;16

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;155

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;106

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;9

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;113

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;88

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;130

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;92

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;27

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;133

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;106

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;3

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;133

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;84

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;10

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;44

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;57

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;2

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;147

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;141

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;43

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;77

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;55

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;32

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;143

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;87

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;9

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;26

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;20

2017.02 FEBRERO;ALUCHE;LATINA                                            ;USO LIBRE;23

2017.02 FEBRERO;ALUCHE;LATINA                                            ;USO LIBRE;66

2017.02 FEBRERO;ALUCHE;LATINA                                            ;USO LIBRE;81

2017.02 FEBRERO;GALLUR;LATINA                                            ;USO LIBRE;18

2017.02 FEBRERO;GALLUR;LATINA                                            ;USO LIBRE;82

2017.02 FEBRERO;GALLUR;LATINA                                            ;USO LIBRE;149

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;87

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;45

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;30

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;63

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;72

2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;USO LIBRE;5

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;1

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;78

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;73

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;USO LIBRE;6

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;USO LIBRE;1

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;3

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;22

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;17

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;206

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;1

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;2

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;USO LIBRE;3

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;USO LIBRE;76

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;USO LIBRE;27

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;USO LIBRE;5

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;USO LIBRE;69

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;USO LIBRE;46

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;16

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;8

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;24

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;111

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;91

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;USO LIBRE;4

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;USO LIBRE;110

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;USO LIBRE;84

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;6

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;19

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;1

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;USO LIBRE;5

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;USO LIBRE;75

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;USO LIBRE;51

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;15

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;45

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;45

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;5

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;86

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;92

2017.02 FEBRERO;TRI�NGULO DE ORO;TETUAN                                            ;USO LIBRE;130

2017.02 FEBRERO;TRI�NGULO DE ORO;TETUAN                                            ;USO LIBRE;73

2017.02 FEBRERO;ORCASITAS;USERA                                             ;USO LIBRE;16

2017.02 FEBRERO;ORCASITAS;USERA                                             ;USO LIBRE;31

2017.02 FEBRERO;ORCASUR;USERA                                             ;USO LIBRE;1

2017.02 FEBRERO;ORCASUR;USERA                                             ;USO LIBRE;20

2017.02 FEBRERO;ORCASUR;USERA                                             ;USO LIBRE;22

2017.02 FEBRERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;57

2017.02 FEBRERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;47

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;4

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;40

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;USO LIBRE;77

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;11

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;66

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;USO LIBRE;67

2017.02 FEBRERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;2

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;2

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;30

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;32

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;5

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;44

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;USO LIBRE;82

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;USO LIBRE;21

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;USO LIBRE;18

2017.02 FEBRERO;SAN CRIST�BAL;VILLAVERDE                                        ;USO LIBRE;3

2017.02 FEBRERO;SAN CRIST�BAL;VILLAVERDE                                        ;USO LIBRE;89

2017.02 FEBRERO;SAN CRIST�BAL;VILLAVERDE                                        ;USO LIBRE;35

2017.03. MARZO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;8

2017.03. MARZO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;7

2017.03. MARZO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;11

2017.03. MARZO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;42

2017.03. MARZO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;208

2017.03. MARZO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;180

2017.03. MARZO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;6

2017.03. MARZO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;207

2017.03. MARZO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;131

2017.03. MARZO;BARAJAS;BARAJAS                                           ;USO LIBRE;2

2017.03. MARZO;BARAJAS;BARAJAS                                           ;USO LIBRE;80

2017.03. MARZO;BARAJAS;BARAJAS                                           ;USO LIBRE;85

2017.03. MARZO;LA MINA;CARABANCHEL                                       ;USO LIBRE;11

2017.03. MARZO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;4

2017.03. MARZO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;177

2017.03. MARZO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;115

2017.03. MARZO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;16

2017.03. MARZO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;141

2017.03. MARZO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;151

2017.03. MARZO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;4

2017.03. MARZO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;156

2017.03. MARZO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;74

2017.03. MARZO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;16

2017.03. MARZO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;53

2017.03. MARZO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;90

2017.03. MARZO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;1

2017.03. MARZO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;126

2017.03. MARZO;LA MAS�;FUENCARRAL-ELPARDO                                ;USO LIBRE;174

2017.03. MARZO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;45

2017.03. MARZO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;68

2017.03. MARZO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;84

2017.03. MARZO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;38

2017.03. MARZO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;180

2017.03. MARZO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;100

2017.03. MARZO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;1

2017.03. MARZO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;32

2017.03. MARZO;LUIS ARAGON�S;HORTALEZA                                         ;USO LIBRE;25

2017.03. MARZO;ALUCHE;LATINA                                            ;USO LIBRE;26

2017.03. MARZO;ALUCHE;LATINA                                            ;USO LIBRE;55

2017.03. MARZO;ALUCHE;LATINA                                            ;USO LIBRE;103

2017.03. MARZO;GALLUR;LATINA                                            ;USO LIBRE;19

2017.03. MARZO;GALLUR;LATINA                                            ;USO LIBRE;150

2017.03. MARZO;GALLUR;LATINA                                            ;USO LIBRE;225

2017.03. MARZO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;1

2017.03. MARZO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;76

2017.03. MARZO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;50

2017.03. MARZO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;14

2017.03. MARZO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;47

2017.03. MARZO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;53

2017.03. MARZO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;USO LIBRE;3

2017.03. MARZO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;USO LIBRE;3

