Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;MUJER;21;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;26;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;40;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
2;MUJER;50;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
3;MUJER;51;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
2;MUJER;52;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
4;MUJER;53;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
2;MUJER;58;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;MUJER;30;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
2;MUJER;46;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
2;MUJER;48;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
2;MUJER;51;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
3;MUJER;52;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
2;MUJER;63;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
3;MUJER;64;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;ARGANZUELA;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;ARGANZUELA;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;ARGANZUELA;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;ARGANZUELA;ene-17
1;MUJER;24;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;32;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;CASA DE CAMPO;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;40;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
3;MUJER;48;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
2;MUJER;54;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
3;MUJER;57;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
2;MUJER;61;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;63;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;CERRO ALMODÓVAR;ene-17
1;MUJER;65;ADM ACTIVIDAD DIRIGIDA;CERRO ALMODÓVAR;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;CONCEPCIÓN;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;CONCEPCIÓN;ene-17
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;CONCEPCIÓN;ene-17
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;DAOÍZ Y VELARDE;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;DAOÍZ Y VELARDE;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;EL ESPINILLO;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;EL ESPINILLO;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;EL ESPINILLO;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;EL ESPINILLO;ene-17
2;MUJER;26;ADM ACTIVIDAD DIRIGIDA;ENTREVÍAS;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;ENTREVÍAS;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;ENTREVÍAS;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;ENTREVÍAS;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;ENTREVÍAS;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;FÉLIX RUBIO;ene-17
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;33;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;35;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
2;MUJER;36;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;40;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
3;MUJER;51;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;MUJER;28;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;MUJER;22;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;24;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;26;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;28;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;30;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;33;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;34;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;35;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;41;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
5;MUJER;44;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;50;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
3;MUJER;52;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;56;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
4;MUJER;61;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;16;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;27;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;28;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;30;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;39;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;43;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
3;MUJER;50;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
5;MUJER;53;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;56;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;61;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
2;MUJER;62;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;63;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;JOSÉ MARÍA CAGIGAL;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;JOSÉ MARÍA CAGIGAL;ene-17
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;JOSÉ MARÍA CAGIGAL;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;JOSÉ MARÍA CAGIGAL;ene-17
1;MUJER;41;ADM ACTIVIDAD DIRIGIDA;LA ELIPA;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;LA ELIPA;ene-17
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;LA ELIPA;ene-17
1;MUJER;22;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;40;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;MUJER;35;ADM ACTIVIDAD DIRIGIDA;LA VAGUADA;ene-17
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;MUJER;41;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
2;MUJER;62;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;MUJER;30;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;32;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
2;MUJER;37;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
2;MUJER;48;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
5;MUJER;49;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
3;MUJER;53;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
3;MUJER;54;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
3;MUJER;55;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
3;MUJER;58;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
2;MUJER;59;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
3;MUJER;60;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;MUJER;19;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;30;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;40;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;43;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
3;MUJER;45;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
5;MUJER;49;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
4;MUJER;52;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;53;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;56;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
2;MUJER;58;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;65;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;MUJER;41;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;41;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
2;MUJER;49;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
2;MUJER;51;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
2;MUJER;52;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
2;MUJER;41;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;MUJER;22;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;28;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;32;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;MUJER;40;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
4;MUJER;54;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;65;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;41;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
2;MUJER;46;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
3;MUJER;50;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
4;MUJER;51;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
3;MUJER;53;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
