Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
2;VARON;70;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
3;VARON;71;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
4;VARON;72;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
2;VARON;73;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
3;VARON;74;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
3;VARON;75;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
1;VARON;77;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
2;VARON;78;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
1;VARON;79;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
1;VARON;81;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
2;VARON;82;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
1;VARON;84;ADM USO LIBRE;ALBERTO GARCÍA;sep-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
2;MUJER;48;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
2;MUJER;52;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
2;MUJER;53;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
2;MUJER;64;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;VARON;51;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;VARON;53;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;VARON;58;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;sep-17
1;MUJER;6;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;37;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;43;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;49;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
2;MUJER;50;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;54;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;55;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;60;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;61;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;62;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;63;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;64;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;65;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
4;MUJER;66;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;67;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;69;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;70;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;12;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;18;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;40;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;41;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
3;VARON;49;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;50;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;59;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;60;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
3;VARON;63;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;64;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;66;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;71;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;73;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;VARON;77;ADM COMPLETO;ALFREDO GOYENECHE;sep-17
1;MUJER;5;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;6;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;7;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;9;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;11;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;13;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;13;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;14;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;MUJER;14;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;15;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;17;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;20;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;35;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;38;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;42;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;47;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;48;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;48;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;49;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;51;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;53;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;53;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;5;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;6;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;8;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;VARON;8;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;VARON;9;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;10;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;VARON;11;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;15;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;16;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;VARON;16;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;VARON;17;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;18;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;19;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;20;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;21;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;23;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;25;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;38;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;41;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;47;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;47;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;48;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
2;VARON;51;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;51;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;53;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;56;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;58;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;59;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;VARON;64;ADM FAMILIAR;ALFREDO GOYENECHE;sep-17
1;MUJER;6;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
3;MUJER;7;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
3;MUJER;9;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
3;MUJER;10;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;11;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;MUJER;13;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;14;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;MUJER;41;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;MUJER;45;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;MUJER;48;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;MUJER;49;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;51;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;54;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;56;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;60;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;75;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;5;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;VARON;7;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;VARON;8;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;9;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;10;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;VARON;11;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;12;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;13;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;15;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;16;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;20;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;21;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;25;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;41;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;42;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;47;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;49;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;53;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;VARON;55;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
2;VARON;57;ADM FIN DE SEMANA;ALFREDO GOYENECHE;sep-17
1;MUJER;41;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;42;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;43;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;46;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;47;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;49;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;50;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;51;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;52;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;MUJER;53;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;54;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
4;MUJER;60;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;62;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;63;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
3;MUJER;64;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
5;MUJER;65;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
8;MUJER;66;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
9;MUJER;67;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
12;MUJER;68;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
4;MUJER;69;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;70;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
5;MUJER;71;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
5;MUJER;72;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
4;MUJER;73;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;74;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;MUJER;75;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
3;MUJER;76;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;MUJER;77;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;MUJER;78;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;MUJER;79;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
3;MUJER;80;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;VARON;51;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;VARON;56;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
4;VARON;58;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;VARON;60;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;VARON;61;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;VARON;64;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
3;VARON;65;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
7;VARON;66;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
6;VARON;67;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
5;VARON;68;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
5;VARON;69;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;VARON;70;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
6;VARON;71;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
4;VARON;72;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;VARON;73;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;VARON;74;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;VARON;76;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
1;VARON;77;ADM REDUCIDO;ALFREDO GOYENECHE;sep-17
2;MUJER;16;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;MUJER;17;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
4;MUJER;18;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
6;MUJER;19;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
5;MUJER;20;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
10;MUJER;21;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;MUJER;22;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
4;MUJER;23;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
4;MUJER;24;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;25;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;MUJER;26;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;27;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;30;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;37;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;38;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;39;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;41;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;MUJER;44;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;46;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;47;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;49;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;MUJER;50;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;51;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;MUJER;52;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;MUJER;53;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;56;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;57;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;VARON;16;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
13;VARON;17;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
8;VARON;18;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
7;VARON;19;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
10;VARON;20;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
8;VARON;21;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
10;VARON;22;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
4;VARON;23;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
6;VARON;24;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
4;VARON;25;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
4;VARON;26;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;VARON;27;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;28;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;29;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;30;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;31;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;32;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;33;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;34;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;35;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;36;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;37;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;38;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;39;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;40;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;42;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;43;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;44;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;VARON;45;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;46;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
3;VARON;47;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;48;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;49;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;50;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
5;VARON;51;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
6;VARON;52;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;53;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;VARON;55;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;57;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;60;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
2;VARON;62;ADM SALA MULTITRABAJO;ALFREDO GOYENECHE;sep-17
1;MUJER;16;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;MUJER;17;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;19;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;20;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;21;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;MUJER;22;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;23;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;26;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;27;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;29;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;31;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;33;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;34;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;35;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;37;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;38;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;39;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;40;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;42;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;43;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;44;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;MUJER;45;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;46;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;47;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;48;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;49;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;50;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;51;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
5;MUJER;53;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;54;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;55;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;57;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
5;MUJER;58;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;60;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;61;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;MUJER;62;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;64;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;65;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
5;MUJER;66;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;67;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;68;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;69;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;MUJER;70;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;MUJER;71;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;72;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;73;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;74;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;MUJER;76;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;78;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;MUJER;79;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;MUJER;84;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;VARON;16;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;VARON;17;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;VARON;18;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;VARON;19;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;VARON;20;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;VARON;21;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
7;VARON;22;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
5;VARON;23;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
5;VARON;24;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
7;VARON;25;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;VARON;26;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;VARON;27;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;VARON;28;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
1;VARON;29;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;VARON;30;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;VARON;32;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;VARON;33;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;VARON;34;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;VARON;35;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
2;VARON;36;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
8;VARON;37;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
5;VARON;38;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
7;VARON;39;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
4;VARON;40;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
3;VARON;41;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
7;VARON;42;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
8;VARON;43;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
7;VARON;44;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;VARON;45;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
6;VARON;46;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
9;VARON;47;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
10;VARON;48;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
12;VARON;49;ADM USO LIBRE;ALFREDO GOYENECHE;sep-17
