Tipo de cupo ;Denominación de la clase; Año ;Mes Ocupación;Actividad deportiva;Categoría edad;Distrito;Centro deportivo;Nº Plazas Ofertadas;Nº Plazas Ocupadas;Nº Plazas Libres;Nº Plazas Ocupadas (Masculino);Nº Plazas Ocupadas (Femenino)
CERRADO;NATACION N0 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;8;4
CERRADO;NATACION N0 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;4;8
CERRADO;NATACION N0 LX 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;5;7
CERRADO;NATACION N0 LX 19:30-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;10;2;8;2
CERRADO;NATACION N0 MJ 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;4;8
CERRADO;NATACION N0 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;5;7
CERRADO;NATACION N0 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;6;6
CERRADO;NATACION N0 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;9;3
CERRADO;NATACION N0 SD 10:15-10:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;7;5
CERRADO;NATACION N0 SD 12:45-13:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;4;8
CERRADO;NATACION N0 SD 13:15-13:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;4;8
CERRADO;NATACION N0 SD 13:15-13:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;11;1;5;6
CERRADO;NATACION N0 SD 13:45-14:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;5;7
CERRADO;NATACION N0 V 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;5;7
CERRADO;NATACION N0 V 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;2;10
CERRADO;NATACION N0 V 19:30-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;12;0;7;5
CERRADO;NATACION N1 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;20;19;1;6;13
CERRADO;NATACION N1 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;19;19;0;8;11
CERRADO;NATACION N1 MJ 19:30-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;20;20;0;10;10
CERRADO;NATACION N1 V 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;20;20;0;9;11
CERRADO;NATACION N1 V 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;15;14;1;10;4
CERRADO;NATACION N1-N2 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;25;0;13;12
CERRADO;NATACION N1-N2 SD 09:45-10:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;25;0;17;8
CERRADO;NATACION N1-N2 SD 10:45-11:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;24;1;11;13
CERRADO;NATACION N1-N2 SD 12:15-12:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;25;0;11;14
CERRADO;NATACION N1-N2 SD 13:45-14:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;23;2;16;7
CERRADO;NATACION N2 LX 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;12;13;5;7
CERRADO;NATACION N2 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;16;9;3;13
CERRADO;NATACION N2 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;25;18;7;11;7
CERRADO;NATACION N0 V 16:30-17:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;HORTALEZA;12;0;12;0;0
CERRADO;NATACION COMPET. N2 LXV 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;25;0;25;0;0
CERRADO;NATACION COMPET. N2 MJV 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;29;1;28;0;1
CERRADO;NATACION N0  V 18:00-18-30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 LX 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 LX 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 LX 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 LX 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 MJ 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 MJ 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 V 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N0 V 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;NATACION N1 LX 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N1 LX 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N1 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N1 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N1 MJ 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;1;19;1;0
CERRADO;NATACION N1 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N1 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N1 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;20;0;20;0;0
CERRADO;NATACION N2 LX 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;15;0;15;0;0
CERRADO;NATACION N2 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;25;0;25;0;0
CERRADO;NATACION N2 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;15;0;15;0;0
CERRADO;NATACION N2 MJ 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;15;0;15;0;0
CERRADO;NATACION N2 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;15;0;15;0;0
CERRADO;NATACION N2 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;15;0;15;0;0
CERRADO;NATACION N0 V 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;12;0;12;0;0
CERRADO;G. COMPETICIÓN N2 LX 18:40-19:25; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;20;13;7;4;9
CERRADO;G. COMPETICIÓN N2 MJ 18:40-19:25; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;20;13;7;3;10
CERRADO;NAT. DIS. FÍS. INF.  V  16:15-16:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;3;1;2;1;0
CERRADO;NAT. DIS. FÍS. INF.  V  16:15-16:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;2;2;0;2;0
CERRADO;NAT. N-0 (6-14 AÑOS) LX 17:35-18:05; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;40;40;0;20;20
CERRADO;NAT. N-0 (6-14 AÑOS) MJ 17:35-18:05; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;40;40;0;18;22
CERRADO;NAT. N-0 (6-14 AÑOS) MJ 18:10-18:40; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;40;40;0;20;20
CERRADO;NAT. N-1 INF. (8-14 AÑOS)  MJ 18:45-19:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;45;35;10;14;21
CERRADO;NAT. N-2 INF.(8-14 AÑOS)  LX 18:45-19:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;45;36;9;15;21
CERRADO;NAT. N-2 INF.(8-14 AÑOS)  MJ 18:45-19:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;30;17;13;6;11
CERRADO;NATACION N-3  MJV 19:00-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;20;2;18;2;0
CERRADO;NATACION N-3 LXV 18:00-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;20;0;20;0;0
CERRADO;NATACION N-3 MJV18:00-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;ALUCHE;20;0;20;0;0
CERRADO;NATACION DISCA INF N0 V 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;2;0;2;0;0
CERRADO;NATACION INF. N0 LX 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;11;11;0;4;7
CERRADO;NATACION N0 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;11;1
CERRADO;NATACION N0 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;7;5
CERRADO;NATACION N0 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;11;11;0;8;3
CERRADO;NATACION N0 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;11;11;0;7;4
CERRADO;NATACION N0 SD 11:00-11:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;9;3
CERRADO;NATACION N0 SD 11:30-12:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;10;10;0;6;4
CERRADO;NATACION N0 SD 12:00-12:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;5;7
CERRADO;NATACION N0 V 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;7;5
CERRADO;NATACION N0 V 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;5;7
CERRADO;NATACION  INF.N1 LX 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;19;19;0;11;8
CERRADO;NATACION INF. N1 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;8;4
CERRADO;NATACION INF. N1 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;11;1;2;9
CERRADO;NATACION N1 MJ 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;19;19;0;10;9
CERRADO;NATACION N1 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;3;9
CERRADO;NATACION N1 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;7;5
CERRADO;NATACION N1 SD 10:30-11:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;20;16;4;10;6
CERRADO;NATACION N1 SD 11:00-11:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;20;15;5;5;10
CERRADO;NATACION N1 SD 11:30-12:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;19;13;6;7;6
CERRADO;NATACION INF. N2  LX 18:00-18:30H; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;12;12;0;5;7
CERRADO;NATACION INF. N2 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;25;18;7;7;11
CERRADO;NATACION N2 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;16;16;0;5;11
CERRADO;NATACION N2 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;25;25;0;13;12
CERRADO;NATACION N2 SD 10:30-11:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;25;19;6;9;10
CERRADO;NATACION N2 SD 12:00-12:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;25;6;19;2;4
CERRADO;NATACION N2 SD 13:15-13:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;LATINA                                            ;GALLUR;25;11;14;3;8
CERRADO;NAT INF N0 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;7;5;4;3
CERRADO;NAT INF N0 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;9;3;5;4
CERRADO;NAT INF N0 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;4;8;2;2
CERRADO;NAT INF N0 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;6;6;4;2
CERRADO;NAT INF N0 LX 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;4;8;3;1
CERRADO;NAT INF N0 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;10;2;6;4
CERRADO;NAT INF N0 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;10;2;7;3
CERRADO;NAT INF N0 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;5;7;3;2
CERRADO;NAT INF N0 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;4;8;1;3
CERRADO;NAT INF N0 MJ 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;7;5;3;4
CERRADO;NAT INF N0 SD 11:45-12:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;11;1;5;6
CERRADO;NAT INF N0 SD 10:45-11:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;11;10;1;4;6
CERRADO;NAT INF N0 SD 11:15-11:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;9;3;4;5
CERRADO;NAT INF N0 V 16:30-17:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;7;5;2;5
CERRADO;NAT INF N0 V 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;11;1;8;3
CERRADO;NAT INF N0  M-J 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;6;6;2;4
CERRADO;NAT INF N0 M-J 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;0;12;0;0
CERRADO;NAT INF N1 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;10;10;9;1
CERRADO;NAT INF N1 LX 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;14;6;6;8
CERRADO;NAT INF N1 MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;17;3;12;5
CERRADO;NAT INF N1 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;12;8;8;4
CERRADO;NAT INF N1 MJ 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;12;8;9;3
CERRADO;NAT INF N1 SD 12:15-12:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;20;0;13;7
CERRADO;NAT INF N1 SD 12:45-13:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;10;10;5;5
CERRADO;NAT INF N0 SD 12:15-12:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;12;7;5;4;3
CERRADO;NAT INF N2 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;25;20;5;7;13
CERRADO;NAT INF N2 LX 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;25;9;16;5;4
CERRADO;NAT INF N2 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;25;7;18;3;4
CERRADO;NAT INF N2 MJ 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;25;11;14;6;5
CERRADO;NAT INF N2 SD 12:45-13:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;25;15;10;7;8
CERRADO;NAT INF N2 SD 13:15-13:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;25;10;15;5;5
CERRADO;NAT INF N1 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;4;16;2;2
CERRADO;NAT INF N3 L-X-J 19:00-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;15;0;15;0;0
CERRADO;NAT INF N3 J 19:00-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;15;0;15;0;0
CERRADO;NAT INF DIS VIERNES 17:45-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;2;2;0;2;0
CERRADO;NATACION INFANTIL CB N0 V 16:15-16:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL CB N1 V 16:45-17:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;15;0;15;0;0
CERRADO;NATACION INFANTIL CES N0 L 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL CES N0 M 16:30-17:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL CES N0 V 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL CES N1 J 16:30-17:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 LX 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 LX 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 MJ 18:00-18:30 $; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 MJ 18:30-19:00 $; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;1;9;0;1
CERRADO;NATACION INFANTIL N0 MJ 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 V 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
CERRADO;NATACION INFANTIL N0 V 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;1;9;0;1
CERRADO;NATACION INFANTIL N0 V 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MONCLOA-ARAVACA                                   ;CASA DE CAMPO;10;0;10;0;0
