Tipo de cupo ;Denominación de la clase; Año ;Mes Ocupación;Actividad deportiva;Categoría edad;Distrito;Centro deportivo;Nº Plazas Ofertadas;Nº Plazas Ocupadas;Nº Plazas Libres;Nº Plazas Ocupadas (Masculino);Nº Plazas Ocupadas (Femenino)
CERRADO;ACOND FIS MAYORES CAGIGAL   1   MJ   10:45-11:45; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;34;20;14;2;18
CERRADO;FUTBOL BENJAMIN B M-J 17:30-18:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;13;12;13;0
CERRADO;FUTBOL CADETE B M-20:00-21:30 J 18:30-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;VILLAVERDE                                        ;FÉLIX RUBIO;25;23;2;23;0
CERRADO;NATACION N2 LX 18:30-19:00 (12-14 AÑOS); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;25;17;8;13;4
CERRADO;FITNESS  LX 20:00-21:00 NIVEL-M; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;37;37;0;9;28
CERRADO;ACTIVID. FISICA MAYORES  LX 11:00-12:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;HORTALEZA                                         ;LUIS ARAGONÉS;26;26;0;10;16
CERRADO;"ACONDICIONAMIENTO  FISICO&gt; 65  N0 MJ 12:00-13:00"; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;MORATALAZ                                         ;MORATALAZ;41;41;0;8;33
CERRADO;CICLO-SALA  MJ 15:00-15:45; 2.017   ;09. SEPTIEMBRE;CICLO-SALA;ADULTOS;TETUAN                                            ;TRIÁNGULO DE ORO;25;25;0;10;15
CERRADO;NATACION N0 MJ 16:00-16:45; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;MORATALAZ                                         ;MORATALAZ;11;11;0;4;7
CERRADO;NATACION N0 ALTO LX 18:00-18:30 (8-9 AÑOS); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;13;13;0;7;6
CERRADO;NATACION N0 LX 13:30-14:00; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;MORATALAZ                                         ;MORATALAZ;11;11;0;4;7
CERRADO;TENIS N0 MJ 19:00-20:00; 2.017   ;09. SEPTIEMBRE;TENIS;ADULTOS;HORTALEZA                                         ;LUIS ARAGONÉS;9;9;0;7;2
CERRADO;ACOND. FISICO MAYORES  MJ 12:00 - 13:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;CIUDAD LINEAL                                     ;CONCEPCIÓN;40;40;0;8;32
CERRADO;ACONDICIONAMIENTO FISICO LX 11:00-12:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;30;30;0;3;27
CERRADO;ACONDICIONAMIENTO FISICO V 11:00-12:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;30;30;0;6;24
CERRADO;BALONCESTO  LX 18.00-19.00; 2.017   ;09. SEPTIEMBRE;BALONCESTO;INFANTILES;MORATALAZ                                         ;MORATALAZ;35;27;8;20;7
CERRADO;BALONCESTO  MJ 17:00-18:00; 2.017   ;09. SEPTIEMBRE;BALONCESTO;INFANTILES;MORATALAZ                                         ;MORATALAZ;25;22;3;15;7
CERRADO;CICLO-SALA  VIERNES 19:00; 2.017   ;09. SEPTIEMBRE;CICLO-SALA;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;17;17;0;4;13
CERRADO;ACONDIC. FISICO N1 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;30;30;0;3;27
CERRADO;FITNESS BÁSICO LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;30;26;4;5;21
CERRADO;FITNESS BAJO T LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;35;25;10;10;15
CERRADO;FITNESS MEDIO T MJ 18:30-19:30; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;30;17;13;3;14
CERRADO;FUTBOL7 MJ 18:30 ALEV (NACIDOS 2007); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;22;20;2;20;0
CERRADO;FUTBOL ALEVIN A M 18:30-20:00/V 17:15-18:45; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;17;8;15;2
CERRADO;FUTBOL INFANTIL A M 18:30-20:00 V 18:30-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;14;11;14;0
CERRADO;FUTBOL INFANTIL B M 18:30-20:00 V 18:30-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;23;2;23;0
CERRADO;GAPP  MJ 18:05-19:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;USERA                                             ;ORCASITAS;20;15;5;6;9
CERRADO;GIMNASIA ACUATICA N0 MJ 10:00-10:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;MORATALAZ                                         ;MORATALAZ;15;15;0;2;13
CERRADO;GIMNASIA ACUATICA  LX 13:00-13:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;MORATALAZ                                         ;MORATALAZ;15;15;0;6;9
CERRADO;GIMNASIA ACUATICA MJ 13:00-13:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;MORATALAZ                                         ;MORATALAZ;15;15;0;3;12
CERRADO;KARATE-SHYTO N1(10-14) LX 18:30-19:30; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;VICALVARO                                         ;VALDEBERNARDO;25;17;8;9;8
CERRADO;NATACION N2 MJ 10:30-11:15; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;12;12;0;3;9
CERRADO;NATACION N2 MJ 20:15-21:00; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;MORATALAZ                                         ;MORATALAZ;25;18;7;10;8
CERRADO;NATACION N0 BAJO LX 18:30-19:00 (6-7 AÑOS); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;13;13;0;4;9
CERRADO;NATACION N0 BAJO MJ 18:30-19:00 (8-9 AÑOS); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;12;12;0;6;6
CERRADO;NATACION N1 LX 17:30-18:00 (7-8 AÑOS); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;15;14;1;10;4
CERRADO;NATACION N3 MJ 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;25;9;16;3;6
CERRADO;NATACION N1 MJ 11:15-11:45; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;LATINA                                            ;GALLUR;20;16;4;5;11
CERRADO;NATACION N0 V 13:00-13:30; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;MORATALAZ                                         ;MORATALAZ;10;9;1;2;7
CERRADO;NATACION NO MJ 11:30-12:00; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;MORATALAZ                                         ;MORATALAZ;10;10;0;5;5
CERRADO;PADEL DISC. N0 L 19:00-19:45; 2.017   ;09. SEPTIEMBRE;PADEL;INFANTILES;VICALVARO                                         ;VALDEBERNARDO;5;3;2;2;1
CERRADO;PILATES N0 L 20:00-21:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CHAMARTIN                                         ;PRADILLO;20;20;0;3;17
CERRADO;PILATES N1 M 18:00-19:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;15;15;0;2;13
CERRADO;ESTIRAMIENTOS-PILATES N0 V 19:00-20:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;RETIRO                                            ;DAOÍZ Y VELARDE;20;19;1;3;16
CERRADO;SALVAMENTO ACU N2 LX 17:30-18:30; 2.017   ;09. SEPTIEMBRE;SALVAMENTO ACU;INFANTILES;RETIRO                                            ;DAOÍZ Y VELARDE;15;15;0;9;6
CERRADO;TENIS N2 LX 20:00-21:00; 2.017   ;09. SEPTIEMBRE;TENIS;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;11;11;0;8;3
CERRADO;TENIS N1 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;TENIS;ADULTOS;MORATALAZ                                         ;MORATALAZ;12;6;6;5;1
CERRADO;TONIFICACIÓN  MJ 20:00-21:00; 2.017   ;09. SEPTIEMBRE;TONIFICACION;ADULTOS;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;30;24;6;5;19
CERRADO;GIMNASIA RITMICA N0 LX 17:00-18:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;MORATALAZ                                         ;MORATALAZ;44;44;0;3;41
CERRADO;"PILATES &gt;65   MJ 11:30-12:00"; 2.017   ;09. SEPTIEMBRE;PILATES;MAYORES;FUENCARRAL-ELPARDO                                ;LA MASÓ;19;19;0;6;13
CERRADO;GIMNASIA RITMICA N1 L 18:00-20:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;HORTALEZA                                         ;HORTALEZA;39;39;0;1;38
CERRADO;GIMNASIA RITMICA N1 X 18:00-20:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;HORTALEZA                                         ;HORTALEZA;39;39;0;1;38
CERRADO;GIMNASIA RITMICA N2 V 17:00-18.00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;MORATALAZ                                         ;MORATALAZ;35;35;0;2;33
CERRADO;JUDO N0 LXV 19:15-20:15 12-17 AÑOS; 2.017   ;09. SEPTIEMBRE;JUDO;INFANTILES;PUENTE DE VALLECAS                                ;PALOMERAS;22;22;0;14;8
CERRADO;GIMNASIA RITMICA N0 LX 17:00-18:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;HORTALEZA                                         ;HORTALEZA;33;33;0;0;33
CERRADO;NATACION N1/N2 M 17.30 - 18.00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;23;23;0;14;9
CERRADO;NATACION N2 SD 11:00-11:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;23;23;0;13;10
CERRADO;ATLETISMO PALOMERAS N0 LX 17:30-18:30 5-10 AÑOS; 2.017   ;09. SEPTIEMBRE;ATLETISMO;INFANTILES;MORATALAZ                                         ;MORATALAZ;37;37;0;23;14
CERRADO;ACUAGIM MJ 09.30 - 10.15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;27;27;0;1;26
CERRADO;ACT FISICA MAYORES   1   MJ   10:15-11:15; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;46;46;0;13;33
CERRADO;ACT FISICA MAYORES   2   LX   11:30-12:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;46;46;0;6;40
CERRADO;ACONDICIONAMIENTO FISICO SALUD  N0 LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA COMPENSACION/SALUD;ADULTOS;PUENTE DE VALLECAS                                ;ENTREVÍAS;18;18;0;3;15
CERRADO;PSICOMOTRICIDAD N2 LX 18:45-19:30; 2.017   ;09. SEPTIEMBRE;PSICOMOTRICIDAD;INFANTILES;RETIRO                                            ;DAOÍZ Y VELARDE;21;21;0;11;10
CERRADO;EDC BADMINTON   1   MJ   18:30-19:30; 2.017   ;09. SEPTIEMBRE;BADMINTON;JOVENES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;29;29;0;13;16
CERRADO;FUTBOL N0 LX 17:30-18:30 ALE-INF; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;LATINA                                            ;GALLUR;55;55;0;52;3
CERRADO;EC. NT/DISCAPACIDAD INTELECTUAL V 19:30-20:15; 2.017   ;09. SEPTIEMBRE;NATACION;AUSENCIA DE CATEGORIA;HORTALEZA                                         ;HORTALEZA;5;5;0;3;2
CERRADO;EC. NT/DISCAPACIDAD INTELECTUAL V 19:30-20:15; 2.017   ;09. SEPTIEMBRE;NATACION;AUSENCIA DE CATEGORIA;HORTALEZA                                         ;HORTALEZA;5;5;0;1;4
CERRADO;NATACION N1/N2 J 17.30 -18.00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;20;20;0;9;11
CERRADO;NATACION MAYORES N1 MJ 11:30-12:00; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;VICALVARO                                         ;VALDEBERNARDO;21;21;0;1;20
CERRADO;NT/PEQUES  N0  V 13:15-13:45; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;SAN BLAS                                          ;SAN BLAS;5;5;0;2;3
CERRADO;PILATES  MJ 10:00 - 11:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CIUDAD LINEAL                                     ;CONCEPCIÓN;20;20;0;1;19
CERRADO;PILATES  MJ 16:00 - 17:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CIUDAD LINEAL                                     ;CONCEPCIÓN;20;20;0;2;18
CERRADO;PILATES  MAYORES V 12:00-13:00; 2.017   ;09. SEPTIEMBRE;PILATES;MAYORES;RETIRO                                            ;LA CHOPERA;25;25;0;2;23
CERRADO;POLIDEPORTIVO INFANTIL   LX   18:15-19:15; 2.017   ;09. SEPTIEMBRE;POLIDEPORTIVA;INFANTILES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;25;25;0;18;7
CERRADO;ACT FISICA MAYORES   2   LX   10:30-11:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;44;44;0;9;35
CERRADO;ACOND. FÍSICO MAYORES MJ 11:00-12:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;RETIRO                                            ;LA CHOPERA;34;34;0;4;30
CERRADO;ACONDICIONAMIENTO FISICO N1 N2 LX 10:00-11:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;39;39;0;8;31
CERRADO;ATLETISMO PALOMERAS N0 LX 18:30-19:30 11-17 AÑOS; 2.017   ;09. SEPTIEMBRE;ATLETISMO;INFANTILES;MORATALAZ                                         ;MORATALAZ;34;34;0;10;24
CERRADO;EDC BADMINTON   0    MJ   17:30-18:30; 2.017   ;09. SEPTIEMBRE;BADMINTON;INFANTILES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;28;28;0;11;17
CERRADO;ACUAGIM MJ 11.00 - 11.45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;24;24;0;2;22
CERRADO;GIMNASIA ACUATICA MAYORES LX 11.00 - 11.30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;MAYORES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;24;24;0;3;21
CERRADO;GIMNASIA RITMICA ( 9/11) MJ 18:00 - 19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;CIUDAD LINEAL                                     ;CONCEPCIÓN;29;29;0;1;28
CERRADO;KENPO-KARATE   M-J  18:00; 2.017   ;09. SEPTIEMBRE;KARATE-KENPO;INFANTILES;ARGANZUELA                                        ;ARGANZUELA;20;20;0;12;8
CERRADO;KARATE-SHYTO N2 MJ 20:00-21:30; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;24;24;0;18;6
CERRADO;NATACION ADULT. N1 MJ 19:30 - 20:15; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;CIUDAD LINEAL                                     ;CONCEPCIÓN;19;19;0;6;13
CERRADO;NATACION N0 LXV 10:00-10:45; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;LATINA                                            ;ALUCHE;4;4;0;1;3
CERRADO;NATACION INF N0 V 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;TETUAN                                            ;PLAYA VICTORIA;14;14;0;8;6
CERRADO;NATACION N2 JUVENIL MJ 19:00-19:45; 2.017   ;09. SEPTIEMBRE;NATACION;JOVENES;MORATALAZ                                         ;MORATALAZ;29;29;0;11;18
CERRADO;PADEL JOVEN/ADULTO N1 MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;PADEL;JOVENES;PUENTE DE VALLECAS                                ;PALOMERAS;10;10;0;8;2
CERRADO;PILATES MJ 12:00-13:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CIUDAD LINEAL                                     ;CONCEPCIÓN;19;19;0;1;18
CERRADO;"ACTIVIDAD FISICA &gt; 65   MJ 11:00-12:00"; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;FUENCARRAL-ELPARDO                                ;LA MASÓ;43;43;0;14;29
CERRADO;AC. FISICO MAY HASTA 71AÑOS   MJ 11-12; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;RETIRO                                            ;DAOÍZ Y VELARDE;33;33;0;7;26
CERRADO;ACOND NADADORES JOVEN   LXV 19:45-20:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO NADADORES;JOVENES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;23;23;0;16;7
CERRADO;FITNESS  LX 19:00-20:00 NIVEL ALTO (PRUEBA NIVEL); 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;28;28;0;4;24
CERRADO;FITNESS  MJ 20:00-21:00 NIVEL-M; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;35;35;0;10;25
CERRADO;COMBI/COMPENSACION LXV 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA COMPENSACION/SALUD;ADULTOS;HORTALEZA                                         ;HORTALEZA;15;15;0;4;11
CERRADO;GIMNASIA RITMICA N1 LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;MORATALAZ                                         ;MORATALAZ;28;28;0;2;26
CERRADO;GIMNASIA RITMICA N0 LX 17:15-18:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;SAN BLAS                                          ;SAN BLAS;28;28;0;1;27
CERRADO;GIM. RITMICA N2(6-14) MJ 19:15-20:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;VICALVARO                                         ;VALDEBERNARDO;23;23;0;1;22
CERRADO;GIMNASIA SUAVE MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA SUAVE;ADULTOS;HORTALEZA                                         ;HORTALEZA;33;33;0;10;23
CERRADO;JUDO N1 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;JUDO;INFANTILES;HORTALEZA                                         ;LUIS ARAGONÉS;24;24;0;18;6
CERRADO;JUDO N1 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;JUDO;INFANTILES;MORATALAZ                                         ;MORATALAZ;28;28;0;19;9
CERRADO;KARATE-SHYTO N0 LX 18:20-19:20; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;LATINA                                            ;ALUCHE;23;23;0;10;13
CERRADO;KARATE-SHYTO N0 MJ 17.15-18.00; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;MORATALAZ                                         ;MORATALAZ;28;28;0;24;4
CERRADO;NATACION   1   MJ   19:45-20:30; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;23;23;0;4;19
CERRADO;NATACION N0 MJ 20:15-21:00; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;MORATALAZ                                         ;MORATALAZ;15;15;0;3;12
CERRADO;NATACION ADULTO N1/2 MJ 19.30 - 20.15; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;23;23;0;10;13
CERRADO;NATACION ADULTO N1/2 MJ 21.00 - 21.45; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;15;15;0;9;6
CERRADO;NATACION N0 INF LX 18:30 - 19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CARABANCHEL                                       ;LA MINA;15;15;0;4;11
CERRADO;NATACION N0 INF LX 19:00 - 19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CARABANCHEL                                       ;LA MINA;15;15;0;8;7
CERRADO;NATACION N0 INF MJ 17:30 - 18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CARABANCHEL                                       ;LA MINA;15;15;0;6;9
CERRADO;NATACION N0 L 18.30 - 19.00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;13;13;0;5;8
CERRADO;NATACION N1 V 19:00-19:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;RETIRO                                            ;DAOÍZ Y VELARDE;23;23;0;11;12
CERRADO;NATACION N0 BAJO LX 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;SAN BLAS                                          ;SAN BLAS;3;3;0;2;1
CERRADO;NATACION N0 BAJO MJ 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;SAN BLAS                                          ;SAN BLAS;3;3;0;2;1
CERRADO;NATACION MAYORES MJ 11.00 - 11.30; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;13;13;0;4;9
CERRADO;PILATES N1 (PRUEBA DE NIVEL)  MJ 11:30-12:30; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;17;17;0;4;13
CERRADO;PILATES V 10:00 - 11:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CIUDAD LINEAL                                     ;CONCEPCIÓN;18;18;0;0;18
CERRADO;PILATES N1 LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;23;23;0;1;22
CERRADO;PILATES N1 MJ 18:30-19:30; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;22;22;0;1;21
CERRADO;PSICOMOTRICIDAD N2 MJ 18:45-19:30; 2.017   ;09. SEPTIEMBRE;PSICOMOTRICIDAD;INFANTILES;RETIRO                                            ;DAOÍZ Y VELARDE;18;18;0;12;6
CERRADO;TIRO CON ARCO N0 MJ 17:30-18:30; 2.017   ;09. SEPTIEMBRE;TIRO CON ARCO;INFANTILES;MORATALAZ                                         ;MORATALAZ;18;18;0;11;7
CERRADO;ACON. FISICO MAYORES MJ 12:30-13:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;ARGANZUELA;35;35;0;9;26
CERRADO;ACTIVIDAD FÍSICA N0 MJ 11:00-12:00 (+65 AÑOS); 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;CHAMARTIN                                         ;PRADILLO;42;42;0;10;32
CERRADO;ACOND. FISICO MAYORES LX 10:00-11:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;HORTALEZA                                         ;HORTALEZA;42;42;0;8;34
CERRADO;ACONDICIONAMIENTO FISICO N0 MJ 11:30-12:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;LATINA                                            ;GALLUR;42;42;0;8;34
CERRADO;ACOND. FÍSICO MAYORES LX 10:00-11:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;RETIRO                                            ;LA CHOPERA;32;32;0;8;24
CERRADO;ATLETISMO V 18:00 -19:30; 2.017   ;09. SEPTIEMBRE;ATLETISMO;INFANTILES;MORATALAZ                                         ;MORATALAZ;52;52;0;29;23
CERRADO;BALONCESTO N1 LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;BALONCESTO;INFANTILES;TETUAN                                            ;TRIÁNGULO DE ORO;27;27;0;19;8
CERRADO;AQUARUNNING N1 V 19:00-19:45; 2.017   ;09. SEPTIEMBRE;CARRERA ACUATICA ACUARUNNING;ADULTOS;RETIRO                                            ;DAOÍZ Y VELARDE;22;22;0;1;21
CERRADO;AQUARUNNIG V 9:45-10:30; 2.017   ;09. SEPTIEMBRE;CARRERA ACUATICA ACUARUNNING;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;19;19;0;3;16
CERRADO;ESTIRAMIENTOS-RELAX N0 MJ 12:00-13:00; 2.017   ;09. SEPTIEMBRE;ESTIRAMIENTOS-RELAX;ADULTOS;HORTALEZA                                         ;HORTALEZA;22;22;0;4;18
CERRADO;FITNESS / ESTIRAMIENTOS MJ 21:00-22:00; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;CIUDAD LINEAL                                     ;PUEBLO NUEVO;20;20;0;12;8
CERRADO;GAP N0 LX 18:15-19:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;MORATALAZ                                         ;MORATALAZ;17;17;0;0;17
CERRADO;GIMNASIA ACUATICA MAYORES   1   LX   12:30-13:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;20;20;0;3;17
CERRADO;GIMNASIA ACUATICA MAYORES   1   MJ   13:00-13:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;20;20;0;3;17
