route_id, agency_id, route_short_name, route_long_name, route_type, route_url, route_color, route_text_color
4__10___,CRTM,10,Hospital del Norte-Puerta del Sur,1,http://www.crtm.es/tu-transporte-publico/metro/lineas/4__10___.aspx,005AA9,FFFFFF
