CODIGO;ZV/VP;DISTRITO;DIRECCIÓN ;COMPLEMENTO DE DIRECCIÓN ;COORD. X;COORD. Y;SISTEMA DE COORDENADAS;ESTADO;FECHA DATOS
FB_900022;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439102,7;4472337,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900027;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439496,2;4472164,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900028;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439496,8;4472164;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900029;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439497,4;4472163,2;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900024;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439477,1;4472066,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900032;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439632,3;4472069,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900031;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439631,9;4472068,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900030;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439631,4;4472068,1;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900026;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439767,7;4471993,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900025;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439767,3;4471992,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900023;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;439996,7;4471891,1;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900033;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;440127,6;4471828,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900034;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;440126,7;4471829;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900035;PARQUE HISTORICO SINGULAR O FORESTAL;CARABANCHEL;MADRID RIO;;440125,9;4471829,4;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_06-12_0000000001;ZV;USERA;JARDIN EL TORERO;;440156,3414;4471778,962;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000003;ZV;USERA;PZA. FCO RUANO;;440019,928;4471295,549;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000005;ZV;USERA;C. 3¬ EDAD Bº ZOFIO;;439209,2564;4470383,808;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000006;ZV;USERA;FRONTON Bº ZOFIO;;439163,927;4470409,219;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000011;ZV;USERA;PARQUE MESETA;;440139,536;4468982,417;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000013;ZV;USERA;PARQUE MESETA;;439779,572;4468940,141;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000014;ZV;USERA;PZA. TORRE DEL ORO;;441349,9772;4469780,865;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-12_0000000017;ZV;USERA;INST. DEP. SAN FERMIN - ESTAFETA;;441171,691;4469796,196;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000019;ZV;USERA;PARQUE DE PRADOLONGO;;440579,74;4470209,233;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000021;ZV;USERA;PARQUE DE PRADOLONGO;;439844,543;4469680,842;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000024;ZV;USERA;PARQUE DE PRADOLONGO;;439939,493;4469776,115;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000028;ZV;USERA;PARQUE DE PRADOLONGO;PARTE DE ATRÁS DE LA ERMITA, FAROLA 308;440192,84;4469664,067;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-12_0000000029;ZV;USERA;COL. DE ALMENDRALES;;440777,9675;4470606,752;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000030;ZV;USERA;ESPACIOS LIBRES Bº  ZOFIO II;;439273,752;4470667,626;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000031;ZV;USERA;ESPACIOS LIBRES Bº  ZOFIO II;;439360,299;4470737,822;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000033;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;;439593,335;4469427,478;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000039;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;;439282,902;4469275,189;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000040;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;;439149,7658;4469196,817;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000043;ZV;USERA;A.V.C. GTA. DE MALAGA - NUEVO PRADOLONGO;;440901,4561;4469613,937;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-12_0000000047;ZV;USERA;TALUD MANUEL NOYA;;439745,3994;4471426,9;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000048;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;;439581,1871;4469510,577;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000049;ZV;USERA;COL. MESETA DE ORCASITAS II;;440293,4694;4469251,833;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000050;ZV;USERA;COL. LA CHIMENEA;;440402,9732;4471234,086;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000051;ZV;USERA;PARQUE OLOF PALME;;439591,2478;4470798,339;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000052;ZV;USERA;PARQUE OLOF PALME;;439710,453;4470709,849;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000057;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;;439306,2409;4469500,336;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000059;ZV;USERA;PARQUE SAN FERMIN;;441490,9246;4470139,081;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000060;ZV;USERA;PZA. ASOCIACION MESETA DE ORCASITAS;;439993,6624;4469217,884;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000061;VP;USERA;ANTONIO SALVADOR ESQ. AMOR HERMOSO (PIEDRA);;440373,2737;4470938,742;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000062;VP;USERA;DOLORES BARRANCO FTE. Nº4 (FUENTE DE PIEDRA) (SIN SERVICIO);;440442,9531;4470744,69;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000065;VP;USERA;BEASAIN 39 - 45;;439349,4885;4468961,077;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-12_0000000066;VP;USERA;SAN NICOMEDES  12;;439515,6906;4471168,09;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FB_100001;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;PARQUE LINEAL DEL MANZANARES;;441455,1;4470016,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100002;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;PARQUE LINEAL DEL MANZANARES;;441506,2;4469909,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100003;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;PARQUE LINEAL DEL MANZANARES;;441545,9;4469581,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100007;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;PARQUE LINEAL DEL MANZANARES;;441558;4469802,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900062;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;MADRID RIO;;440427,5;4471565,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900063;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;MADRID RIO;;440907,9;4470838,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900064;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;MADRID RIO;;441263;4470401,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900065;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;MADRID RIO;;441262,9;4470402,4;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900066;PARQUE HISTORICO SINGULAR O FORESTAL;USERA;MADRID RIO;;441262,8;4470403,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_05-13_0000000055;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR JUNTO A FUENTE ORNAMENTAL PARQUE DE ENTREVÍAS;JUNTO A LAGO ORNAMENTAL;443660,5664;4469575,812;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000057;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A PASEO CENTRAL;;444530,3003;4472094,604;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000058;ZV;PUENTE VALLECAS;PUERTO DE BALBARÁN JUNTO A PISTAS;;444157,8142;4470028,664;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000059;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A CALLE RAMÓN PÉREZ DE AYALA;;444566,2867;4472500,125;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000060;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE CALLE CAMINO DE VALDERRIBAS;;444356,5485;4472289,575;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000061;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A QUIOSCO MIRADOR;;444505,5467;4472208,111;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000062;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A PISTAS DEPORTIVAS;;444410,5205;4472534,787;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000063;ZV;PUENTE VALLECAS;PUERTO DE BALBARÁN JUNTO A PISTAS;;443986,0957;4470101,146;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000065;ZV;PUENTE VALLECAS;C/EL BOSCO ENTRE LAS CALLES PÍIO FELIPE Y C/ TRAVESÍA DE HUMANES;;445277,7174;4472202,543;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000066;ZV;PUENTE VALLECAS;CALLE RAMÓN PÉREZ DE AYALA EN PISTA DEPORTIVA;;444755,366;4472508,919;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000067;ZV;PUENTE VALLECAS;C/EL BOSCO ENTRE LAS CALLES PÍO FELIPE Y C/ TRAVESÍA DE HUMANES;;445211,7427;4472279,42;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000068;ZV;PUENTE VALLECAS;PARQUE AZORÍN JUNTO A FUENTES ORNAMENTALES;;444555,356;4471481,485;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000070;ZV;PUENTE VALLECAS;PARQUE DOLORES FOLGUERAS;;444400,074;4471806,41;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000072;ZV;PUENTE VALLECAS;PLAZA DEL DOCTOR LOZANO;;444047,313;4473000,837;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000074;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON RAFAEL ALBERTI;;446092,5421;4471815,892;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000075;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE DE LOS ANDALUCES;;446303,2088;4471268,841;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000079;ZV;PUENTE VALLECAS;PLAZA DE LAS REGIONES EN ZONA PAVIMENTADA;;443174,0095;4470405,579;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000080;ZV;PUENTE VALLECAS;BULEVAR PEÑA GORBEA;;443479,4052;4472091,075;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000082;ZV;PUENTE VALLECAS;PARQUE GARRRIGUES WALKER;;443985,7888;4469210,293;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000083;ZV;PUENTE VALLECAS;PLAZA DE LAS REGIONES EN ZONA INFANTIL;;443127,0049;4470376,462;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000084;ZV;PUENTE VALLECAS;CALLE DE LOS BARROS;;443490,0316;4469831,396;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000085;ZV;PUENTE VALLECAS;CALLE POIRONCELLY CON MIGUEL DE LA ROCA;;443237,5957;4470603,554;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000086;ZV;PUENTE VALLECAS;PARQUE PAYASO FOFÓ (ZONA CANINA);EN ZONA CANINA;444199,0029;4471524,513;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000087;ZV;PUENTE VALLECAS;PARQUE AMOS ACERO;;443599,4209;4471331,407;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000088;ZV;PUENTE VALLECAS;PARQUE AMOS ACERO;;443566,743;4471341,515;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000090;ZV;PUENTE VALLECAS;PARQUE C/ TÁNGER, 2 CV C/GUILLERMO PINGARRÓN;EN ZONA CANINA;445127,2198;4471035,14;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000091;ZV;PUENTE VALLECAS;PARQUE PUERTO DEL MILAGRO;;444224,5696;4470902,308;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000092;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE ARAGONESES;;445497,4424;4470334,047;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000093;ZV;PUENTE VALLECAS;AVD DE ENTREVÍAS EN EL CRUCE CON RONDA DEL SUR;;444065,273;4469996,563;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000098;ZV;PUENTE VALLECAS;PARQUE AMÓS ACERO;;443451,7847;4471391,427;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000099;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE SAN CLAUDIO;;446335,8187;4471631,572;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000100;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE TORREMOLINOS;;445967,1525;4470685,999;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000101;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE VILLALOBOS;;445081,6378;4470261,281;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000102;ZV;PUENTE VALLECAS;CALLE DIEGO MANCHADO CON PEDRO CALLEJO;;445050,7345;4471476,547;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000103;ZV;PUENTE VALLECAS;CALLE EL BOSCO CON CALLE BENJAMÍN PALENCIA;;445555,8864;4471948,072;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000104;ZV;PUENTE VALLECAS;CALLE FELIPE DE DIEGO JUNTO A COLEGIO;;444035,3992;4470238,635;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000106;ZV;PUENTE VALLECAS;CALLE  DOCTOR BELLIDO CON PUERTO DE LA MORCUERA  (ZONA CANINA);EN ZONA CANINA;443419,2933;4470817,826;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000107;ZV;PUENTE VALLECAS;CALLE  DOCTOR BELLIDO CON PUERTO DE LA MORCUERA;EN INTERIOR DE ÁREA INFANTIL;443432,1279;4470831,396;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000108;ZV;PUENTE VALLECAS;PARQUE DE LAS VIÑAS PLATAFORMA INFERIOR;;442826,8746;4470817,668;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000109;ZV;PUENTE VALLECAS;CALLE DE PONT DEL MOLLINS CON CALLE DE LA ESCALA;EN INTERIOR DE ÁREA INFANTIL;445374,094;4471691,869;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000110;ZV;PUENTE VALLECAS;C/EL BOSCO CON RAMÓN PÉREZ DE AYALA;;444881,978;4472660,684;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000111;ZV;PUENTE VALLECAS;C/EL BOSCO CON RAMÓN PÉREZ DE AYALA  JUNTO A COLEGIO TAJAMAR;;445042,78;4472467,62;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000114;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE LEONESES;;445246,727;4470249,131;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000115;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE  ASTURIANOS;;445676,0802;4470446,649;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000117;ZV;PUENTE VALLECAS;PARQUE NOVECENTO (ZONA CANINA);;444594,6415;4469986,328;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000118;ZV;PUENTE VALLECAS;CALLE FELIPE DE DIEGO EN PARQUE INTERBLOQUE;;444141,5625;4470232,864;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000119;ZV;PUENTE VALLECAS;PARQUE MADRID SUR, PLATAFORMA SUPERIOR;;444101,5747;4471055,525;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000120;ZV;PUENTE VALLECAS;BULEVAR PEÑA GORBEA;;443540,3849;4472065,771;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000121;ZV;PUENTE VALLECAS;PARQUE DE LA CALLE RAFAELA CON CALLE ALMURADIEL;;443059,4494;4470233,299;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000122;ZV;PUENTE VALLECAS;CALLE CONSEJO DE TEVERGA JUNTO A EDIFICIOS;;442876,914;4470800,043;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000123;ZV;PUENTE VALLECAS;CALLE CONSEJO DE TEVERGA JUNTO A EDIFICIOS;;442959,6812;4470960,875;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000124;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR PARQUE DEL SOTO;;442480,4024;4470202,955;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000125;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR PARQUE DEL SOTO;;442623,7085;4470139,62;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000126;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR JUNTO A VESTUARIOS DEL CAMPO DE FUTBOL.;;443057,5592;4469858,866;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000127;ZV;PUENTE VALLECAS;PARQUE DE LAS VIÑAS PLATAFORMA INFERIOR;;442808,6183;4470851,363;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000131;VP;PUENTE VALLECAS;SIERRA CARBONERA Nº 21;;443777,3473;4471791,314;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000132;VP;PUENTE VALLECAS;ARROYO OLIVAR 148;;444591,4404;4471277,948;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000134;VP;PUENTE VALLECAS;PAYASO FOFO 31 C/V DILIGENCIA FTE GARCIA MIRANDA Nº 12;;443834,4987;4470759,37;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000135;VP;PUENTE VALLECAS;AMADEO I Nº 17;;444376,8238;4472927,285;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000137;VP;PUENTE VALLECAS;CALLE G;;446668,868;4470754,238;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000138;VP;PUENTE VALLECAS;CONCEJO DE TEVERGA ENTRE Nº 10 Y 14;;442964,8168;4470961,965;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000139;VP;PUENTE VALLECAS;VILLALOBOS 63 JUNTO KIOSCO DE LA ONCE;;445027,3367;4470516,312;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000140;VP;PUENTE VALLECAS;PICOS DE EUROPA Nº 76;;444244,1855;4471922,932;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000141;VP;PUENTE VALLECAS;GARGANTA DE AISA Nº 26;;444140,7363;4472995,389;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000143;VP;PUENTE VALLECAS;SANTANDERINA Nº 1 (VECINOS DEL POZO FTE Nº 16);;444081,0234;4469727,557;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_05-13_0000000148;VP;PUENTE VALLECAS;LUIS BUÑUEL;;443777,3473;4471791,314;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000149;VP;PUENTE VALLECAS;CONDE RODIRGUEZ SAN PEDRO  Nº  29;;443015,2015;4470925,207;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000150;VP;PUENTE VALLECAS;PLAZA DEL CINE  S/N;;444573,351;4470287,034;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_05-13_0000000151;ZV;PUENTE VALLECAS;PLAZA DE SAN DIEGO;C/ JAVIER DE MIGUEL 126;444616,503;4470864,926;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FB_100010;PARQUE HISTORICO SINGULAR O FORESTAL;PUENTE VALLECAS;PARQUE LINEAL DEL MANZANARES;;441891;4469346,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100004;PARQUE HISTORICO SINGULAR O FORESTAL;PUENTE VALLECAS;PARQUE LINEAL DEL MANZANARES;;441665,2;4469579,1;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100005;PARQUE HISTORICO SINGULAR O FORESTAL;PUENTE VALLECAS;PARQUE LINEAL DEL MANZANARES;;441857,4;4469608,4;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100006;PARQUE HISTORICO SINGULAR O FORESTAL;PUENTE VALLECAS;PARQUE LINEAL DEL MANZANARES;;441848,9;4469500;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100008;PARQUE HISTORICO SINGULAR O FORESTAL;PUENTE VALLECAS;PARQUE LINEAL DEL MANZANARES;;441710,2;4470025,1;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_100009;PARQUE HISTORICO SINGULAR O FORESTAL;PUENTE VALLECAS;PARQUE LINEAL DEL MANZANARES;;441837,5;4469717,5;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
