CODIGO;ZV/VP;DISTRITO;DIRECCIÓN ;COMPLEMENTO DE DIRECCIÓN ;COORD. X;COORD. Y;SISTEMA DE COORDENADAS;ESTADO;FECHA DATOS
FUE_01-01_0000000001;ZV;CENTRO;PLAZA COMENDADORAS;PLAZA COMENDADORAS;440001,929;4475627,276;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000004;ZV;CENTRO;PLAZA VILLA DE PARIS;PLAZA VILLA DE PARIS;441391,228;4475400,397;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000005;ZV;CENTRO;PLAZA VILLA DE PARIS;PLAZA VILLA DE PARIS;441308,837;4475430,3;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000007;ZV;CENTRO;PLAZA SAN ILDEFONSO;PLAZA SAN ILDEFONSO;440574,975;4475278,497;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000008;ZV;CENTRO;PARQUE CASINO DE LA REINA;PARQUE CASINO DE LA REINA;440295,323;4473261,096;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000009;ZV;CENTRO;PLAZA DE LOS CARROS;PLAZA DE LOS CARROS;439745,879;4473901,057;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000012;ZV;CENTRO;PARQUE DE LA CORNISA;PARQUE DE LA CORNISA;439414,194;4473699,919;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000017;ZV;CENTRO;PASEO DEL PRADO;PASEO DEL PRADO;441295,84;4474005,371;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000018;ZV;CENTRO;MERCADO PUERTA DE TOLEDO;MERCADO PUERTA DE TOLEDO;439846,928;4473395,538;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000020;ZV;CENTRO;PLAZA DOS DE MAYO;PLAZA DOS DE MAYO;440357,588;4475591,528;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000021;ZV;CENTRO;PARQUE DE ATENAS;PARQUE DE ATENAS;438976,56;447428,22;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000006;ZV;CENTRO;PLAZA CRISTINO MARTOS;PLAZA CRISTINO MARTOS;439710,682;4475452,296;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000024;ZV;CENTRO;JARDINES PLAZA GABRIEL MIRO;JARDINES PLAZA GABRIEL MIRO;439456,156;4474013,422;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000027;ZV;CENTRO;PARQUE DE ATENAS;PARQUE DE ATENAS;439114,64;4474250,46;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000029;ZV;CENTRO;PARQUE CASINO DE LA REINA;PARQUE CASINO DE LA REINA;440323,015;4473339,793;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000030;ZV;CENTRO;PARQUE CASINO DE LA REINA;PARQUE CASINO DE LA REINA;440260,289;4477319,488;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000031;VP;CENTRO;CL ARGANZUELA Nº:1;;439844,996;4473586,61;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000033;VP;CENTRO;CL SAN JUSTO Nº:1;PLAZA PUERTA CERRADA;439952,741;4474137,508;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000034;VP;CENTRO;PLAZA JESUS Nº:4;;440104,491;4473704,22;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000036;VP;CENTRO;PLAZA CASCORRO Nº:11;;441060,47;4473633,453;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000037;VP;CENTRO;PLAZA ISABEL II Nº:8;;439947,891;4474614,817;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000040;VP;CENTRO;CUESTA DE LOS CIEGOS, 2;JUNTO A LA C/ SEGOVIA;439450,618;4474128,645;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-01_0000000041;VP;CENTRO;C/ SANTA CRUZ DE MARCENADO, 18;ESQUINA C/ CONDE DUQUE (FTE FARMACIA);439913,974;4475809,248;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FB_000052;PARQUE HISTORICO SINGULAR O FORESTAL;CENTRO;JARDINES DE LA PLAZA DE ORIENTE;;439604,66;4474347,24;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000051;PARQUE HISTORICO SINGULAR O FORESTAL;CENTRO;JARDINES DE SABATINI;;439448,55;4474672,62;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900013;PARQUE HISTORICO SINGULAR O FORESTAL;CENTRO;MADRID RIO;;438776,1;4474277,1;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_900014;PARQUE HISTORICO SINGULAR O FORESTAL;CENTRO;MADRID RIO;;438732,8;4474119,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_02-02_0000000001;ZV;ARGAZUELA;ED 3/3 MENDEZ ALVARO - DELICIAS;PLAZA DEL AMANECER EN MÉNDEZ ÁLVARO Nº3;441990,303;4472503,36;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000002;ZV;ARGAZUELA;RAMIREZ DE PRADO;C/RAMIREZ DE PRADO Nº 5;441776,378;4472477,91;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000003;ZV;ARGAZUELA;Z.V. PUERTO DE  BEJAR;CALLE PUERTO DE BEJAR Nº 24;441835,785;4471325,83;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000005;ZV;ARGAZUELA;PARQUE DEL BRONCE PVF;C/BRONCE Nº 19;441762,22;4471515,4;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000007;ZV;ARGAZUELA;PARQUE DE DELICIAS;C/PÀRROCO EUSEBIO CUENCA Nº 46;441693,953;4472088,84;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000009;ZV;ARGAZUELA;PZA. LUCA DE TENA;PZA  LUCA DE TENA N º2;441258,569;4472821,82;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000010;ZV;ARGAZUELA;PZA. LUCA DE TENA;PZA  LUCA DE TENA N º13;441211,48;4472821,19;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000012;ZV;ARGAZUELA;ANTIGUA ESTACION SUR;C/PALOS DE LA FRONTERA Nº 29;441158,839;4472916,25;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000013;ZV;ARGAZUELA;ANTIGUA ESTACION SUR;C/CANARIAS Nº 22;441130,54;4472838,47;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000014;ZV;ARGAZUELA;PZA. RUTILIO GACIS;PLAZA RUTILIO GACIS Nº 2;440971,97;4471959,47;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000015;ZV;ARGAZUELA;PZA. PEÑUELAS;PLAZA DE LAS PEÑUELAS Nº 12;440483,677;4472715,84;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000016;ZV;ARGAZUELA;PARQUE PEÑUELAS;PASEO ESPERANZA Nº 25;440259,86;4472720,34;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000017;ZV;ARGAZUELA;POL. DE YESERIAS FASES II Y III;PASEO YESERÍAS 25;440057,34;4472531,48;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000019;ZV;ARGAZUELA;JARDIN DEL RASTRO;CALLE CONCEJAL BENITO MARTIN LOZANO 10;439946,389;4473205,41;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000021;ZV;ARGAZUELA;JARDIN MAESTRO PADILLA;C/SAN ALEJANDRO Nº 14;438856,114;4473100,25;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000022;ZV;ARGAZUELA;ACACIAS - PASILLO VERDE;C/ GASÓMETRO 26. DENTRO DEL PARQUE;440011,342;4472898,18;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000023;ZV;ARGAZUELA;ACACIAS - PASILLO VERDE;C/ GASÓMETRO 26. DENTRO DEL PARQUE;440011,342;4472898,18;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000024;ZV;ARGAZUELA;PARQUE IMPERIAL PVF;CALLE SANTA MARÍA LA REAL DE NIEVA N º16;439174,201;4473147,42;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000025;ZV;ARGAZUELA;MED. C/ TOLEDO;;435740,6915;4472867,472;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-02_0000000027;ZV;ARGAZUELA;MED. C/ TOLEDO;;439704,101;4473289,75;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-02_0000000028;ZV;ARGAZUELA;ED 2/8 VALDELASIERRA; C/VALDELASIERRA Nº 10;440288,737;4472309,5;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000029;ZV;ARGAZUELA;HIERRO - ANTRACITA;C/ DEL SODIO Nº 3;441526,867;4471416,29;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000030;ZV;ARGAZUELA;HIERRO - ANTRACITA;C/ DEL SODIO Nº 3;441541,696;4471382,11;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000031;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;;442097,458;4471150,24;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000033;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;;442275,77;4471379,01;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000034;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;C/VILLARROBLEDO S/N;441994,748;4471041,71;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000035;ZV;ARGAZUELA;PARQUE MIRADOR TIERNO GALVAN PVF;C/NEBULOSAS N º2;442000,51;4471905,99;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000037;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;EN LACOTA. C/TITÁN Nº 2;442235,756;4471513,78;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000038;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;EN LA COTA. C/TITÁN Nº 2;442001,649;4471220,89;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000039;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;;441912,557;4471724,84;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000040;ZV;ARGAZUELA;PARQUE ENRIQUE TIERNO GALVAN;;442110,969;4471777,3;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000042;ZV;ARGAZUELA;PARQUE DEL BRONCE PVF;C/ANTRACITA N º 51;441829,94;4471633,92;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000045;ZV;ARGAZUELA;JARDINES FERNANDO POO - TORRES MIRANDA;C/JAIME EL CONQUISTADOR Nº 6;440859,116;4472359,99;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000046;ZV;ARGAZUELA;JARDIN PARROCO SANCHEZ CAMARA ED 2-15;C/MORATINES Nº24;440326,93;4472799,04;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000047;ZV;ARGAZUELA;PARQUE PEÑUELAS;FRENTE EL Nº 31 DE PASEO ESPERANZA;440203;4472606;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000048;ZV;ARGAZUELA;CALLE DEL TEJO Nº 3;;442516,3;4472211,9;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000050;VP;ARGAZUELA;PASEO YESERIAS;FRENTE AL Nº15;439798;4472538;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-02_0000000051;VP;ARGAZUELA;J.M. DE ARGANZUELA (ENTRADA);;440840,3;4471860,8;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FAP07;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;438790,4;4473362,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP09-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439530,6;4472240;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP09-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439529,9;4472239,4;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP09-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439529,2;4472238,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP11-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439641,8;4472334,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP11-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439642,8;4472334,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP11-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439643,7;4472334,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP13-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439648;4472214,4;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP13-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439647,3;4472215;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP13-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439646,6;4472215,5;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP15-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439989,6;4472101,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP15-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439990,3;4472101,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP15-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439991;4472100,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP17-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439963,3;4471984,5;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP17-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439962,9;4471983,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP17-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439962,6;4471982,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP19-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440251,9;4471889,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP19-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440252,7;4471888,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP19-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440253,5;4471888,5;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP21-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440511,3;4471563,2;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP21-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440512,1;4471563,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP21-3;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440512,9;4471564,2;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP23-1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440535,5;4471544;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP23-2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440534,9;4471544,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP-23BIS;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;440719,6;4471640,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP25;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;441538,5;4470641,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP-D1;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439699;4472320,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FAP-D2;PARQUE HISTORICO SINGULAR O FORESTAL;ARGAZUELA;MADRID RIO;;439831,7;4472229,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_02-03_0000000001;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 6.PRÓXIMA A FUENTE ORNAMENTAL CIRCULAR;441605,4;4475629,2;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000002;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 4, JUNTO A JUEGOS INFANTILES;443994,771;4474332,31;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000005;ZV;RETIRO;PARQUE DE ROMA;PARQUE ROMA, JUNTO A CASETA DE JARDINEROS;443966,849;4474244,69;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000006;ZV;RETIRO;PARQUE DE ROMA;PARQUE ROMA, JUNTO A LA ENTRADA DE LA CALLE PEZ VOLADOR CON JUAN ESPLANDIU;443755,138;4474209,8;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000007;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 11, EN EL ROCÓDROMO;443697,684;4474656,54;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000008;ZV;RETIRO;JARDINES FEDERICO MORENO TORROBA;C/FEDERICO MORENO TORROBA Nº 11;443506,228;4473078,98;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000010;ZV;RETIRO;JARDINES Pº JOHN LENNON;C/MARQUÉS DE LOZOYA Nº 6;443620,715;4474431,73;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000011;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ARREGUI Y ARUEJ  24;443415,659;4472883,15;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000012;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ MARTINEZ CORROCHANO Nº 41;443394,562;4472988;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000013;ZV;RETIRO;JARDINES CONDE CARTAGENA - ABTAO;C/ CONDE DE CARTAGENA 16;442893,021;4473429,9;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000021;ZV;RETIRO;STA. SABINA - DR. ESQUERDO;C/SANTA SABINA Nº 6;443220,435;4473131,29;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000022;ZV;RETIRO;CENTRO DE ANCIANOS PEREZ GALDOS;;442753,028;4472684,68;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000023;ZV;RETIRO;PARQUE ANUNCIACION;C/ ANUNCIACIÓN 1 C/V AVDA. MENENDEZ PELAYO.;442745,591;4473931,55;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000024;ZV;RETIRO;PARQUE MARTIN LUTHER KING;;443285,741;4472444,54;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000028;ZV;RETIRO;PZA. VAQUERIAS;C/VAQUERÍAS 7;443524,502;4474662,34;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000030;ZV;RETIRO;Pº INFANTA ISABEL;;441898,833;4473268,25;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000032;ZV;RETIRO;PIO BAROJA - MENENDEZ PELAYO;AVDA.DE MENENDEZ PELAYO Nº67;442706,66;4474022,44;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000035;ZV;RETIRO;JARDINES JESUS APRENDIZ;;443126,273;4473642,08;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000036;ZV;RETIRO;AVDA. MEDITERRANEO (PROTECCIÓN CIVIL);C/ FEDERICO MORENO TORROBA Nº10;443510,556;4473236,45;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000039;VP;RETIRO;IBIZA Nº 16 ( EN EL BULEVAR);;442720;4474608;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000040;VP;RETIRO;IBIZA Nº 60 ( EN EL BULEVAR);;443306;4474569;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000041;VP;RETIRO;ALCALDE SAINZ DE BARANDA Nº 65 (EN EL BULEVAR);;443293,8;4474410,6;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000042;VP;RETIRO;CAVANILLES Nº 46 PASAJE;;442857,9;4473144,2;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-03_0000000043;VP;RETIRO;ALCALA Nº 50;;441426;4474747;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-03_0000000044;VP;RETIRO;ALCALDE SAINZ DE BARANDA Nº 20 (Nº 18 EN EL BULEVAR);;442735,4;4474457,9;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FB_000001;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441629,48;4474448,95;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000002;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441754,41;4474567,95;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000003;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441760,56;4474463,47;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000004;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441846,65;4474411,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000005;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441950,94;4474644,87;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000006;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442106,93;4474673,63;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000007;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442288,37;4474580,86;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000008;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442211,32;4474497,8;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000009;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442316,72;4474449,84;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000010;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441579,4;4474202,51;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000011;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441595,56;4473929,14;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000012;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441731,93;4473678,09;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
