CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCIÓN ;COORD. X;COORD. Y;SISTEMA DE COORDENADAS;LONGITUD;LATITUD;ESTADO;OBSERVACIONES;FECHA DATOS
FUE_01-01_0000000001;ZV;CENTRO;PLAZA COMENDADORAS;;439892,4997;4475419,798;"ETRS89 / UTM 
Zona 30N";-3,7086003;40,4272429;EN SERVICIO;;28/06/2017
FUE_01-01_0000000002;ZV;CENTRO;JARDINES CONDE DUQUE;;439766,5391;4475585,204;"ETRS89 / UTM 
Zona 30N";-3,7101008;40,4287238;EN SERVICIO;;28/06/2017
FUE_01-01_0000000003;ZV;CENTRO;PLAZA DE LAS SALESAS;;441077,2599;4475077,763;"ETRS89 / UTM 
Zona 30N";-3,6946026;40,4242464;EN SERVICIO;;28/06/2017
FUE_01-01_0000000004;ZV;CENTRO;PLAZA VILLA DE PARIS;;441281,789;4475192,9;"ETRS89 / UTM 
Zona 30N";-3,6922023;40,4252981;EN SERVICIO;;28/06/2017
FUE_01-01_0000000005;ZV;CENTRO;PLAZA VILLA DE PARIS;;441199,3988;4475222,805;"ETRS89 / UTM 
Zona 30N";-3,6931763;40,4255618;EN SERVICIO;;28/06/2017
FUE_01-01_0000000006;ZV;CENTRO;PLAZA CRISTINO MARTOS;;439601,2523;4475244,82;"ETRS89 / UTM 
Zona 30N";-3,7120169;40,4256456;EN SERVICIO;;28/06/2017
FUE_01-01_0000000007;ZV;CENTRO;PLAZA SAN ILDEFONSO;;440465,5389;4475071,01;"ETRS89 / UTM 
Zona 30N";-3,7018126;40,4241421;EN SERVICIO;;28/06/2017
FUE_01-01_0000000008;ZV;CENTRO;PARQUE CASINO DE LA REINA;;440185,8664;4473053,601;"ETRS89 / UTM 
Zona 30N";-3,7049195;40,4059482;EN SERVICIO;;28/06/2017
FUE_01-01_0000000009;ZV;CENTRO;PLAZA DE LOS CARROS;;439636,4322;4473693,572;"ETRS89 / UTM 
Zona 30N";-3,711455;40,4116737;EN SERVICIO;;28/06/2017
FUE_01-01_0000000012;ZV;CENTRO;PARQUE DE LA CORNISA;;439304,7466;4473492,437;"ETRS89 / UTM 
Zona 30N";-3,7153448;40,4098378;EN SERVICIO;;28/06/2017
FUE_01-01_0000000017;ZV;CENTRO;PASEO DEL PRADO;;441186,3865;4473797,868;"ETRS89 / UTM 
Zona 30N";-3,6931979;40,4127243;EN SERVICIO;;28/06/2017
FUE_01-01_0000000018;ZV;CENTRO;MERCADO PUERTA DE TOLEDO;;439737,4751;4473188,049;"ETRS89 / UTM 
Zona 30N";-3,7102162;40,4071271;EN SERVICIO;;28/06/2017
FUE_01-01_0000000020;ZV;CENTRO;PLAZA DOS DE MAYO;;440248,1564;4475384,045;"ETRS89 / UTM 
Zona 30N";-3,7044044;40,4269465;EN SERVICIO;;28/06/2017
FUE_01-01_0000000021;ZV;CENTRO;PARQUE DE ATENAS;;438867,16;4474075,74;"ETRS89 / UTM 
Zona 30N";-3,7205578;40,4150604;EN SERVICIO;;28/06/2017
FUE_01-01_0000000023;ZV;CENTRO;PLAZA DE SANTO DOMINGO;;439913,6859;4474623,727;"ETRS89 / UTM 
Zona 30N";-3,7082753;40,4200731;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;28/06/2017
FUE_01-01_0000000024;ZV;CENTRO;JARDINES PLAZA GABRIEL MIRO;;439346,7118;4473805,941;"ETRS89 / UTM 
Zona 30N";-3,7148802;40,412665;EN SERVICIO;;28/06/2017
FUE_01-01_0000000027;ZV;CENTRO;PARQUE DE ATENAS;;439005,2002;4474042,985;"ETRS89 / UTM 
Zona 30N";-3,7189277;40,4147755;EN SERVICIO;;28/06/2017
FUE_01-01_0000000028;ZV;CENTRO;PARQUE DE ATENAS;;438901,76;4474042,18;"ETRS89 / UTM 
Zona 30N";-3,7201468;40,4147606;EN SERVICIO;;28/06/2017
FUE_01-01_0000000029;ZV;CENTRO;PARQUE CASINO DE LA REINA;;440213,5592;4473132,298;"ETRS89 / UTM 
Zona 30N";-3,7046006;40,4066592;EN SERVICIO;;28/06/2017
FUE_01-01_0000000030;ZV;CENTRO;PARQUE CASINO DE LA REINA;;440150,8768;4477112,016;"ETRS89 / UTM 
Zona 30N";-3,7057139;40,4425058;EN SERVICIO;;28/06/2017
FUE_01-01_0000000031;VP;CENTRO;CL ARGANZUELA Nº:1; ;439735,5452;4473379,122;"ETRS89 / UTM 
Zona 30N";-3,7102571;40,4088482;EN SERVICIO; ;28/06/2017
FUE_01-01_0000000032;VP;CENTRO;CL MESON DE PAREDES, DEL Nº:48;CABESTREROS;440273,2651;4473434,891;"ETRS89 / UTM 
Zona 30N";-3,7039254;40,4093894;EN SERVICIO;;28/06/2017
FUE_01-01_0000000033;VP;CENTRO;CL SAN JUSTO Nº:1;PLAZA PUERTA CERRADA;439843,2957;4473930,022;"ETRS89 / UTM 
Zona 30N";-3,7090393;40,4138188;EN SERVICIO;;28/06/2017
FUE_01-01_0000000034;VP;CENTRO;PLAZA JESUS Nº:4; ;439995,0402;4473496,73;"ETRS89 / UTM 
Zona 30N";-3,7072101;40,4099264;EN SERVICIO;;28/06/2017
FUE_01-01_0000000035;VP;CENTRO;CL SANTA ISABEL Nº:48; ;440971,7427;4473907,6;"ETRS89 / UTM 
Zona 30N";-3,6957378;40,4136976;EN SERVICIO;;28/06/2017
FUE_01-01_0000000036;VP;CENTRO;PLAZA CASCORRO Nº:11; ;440951,0136;4473425,951;"ETRS89 / UTM 
Zona 30N";-3,6959374;40,4093572;EN SERVICIO;;28/06/2017
FUE_01-01_0000000037;VP;CENTRO;PLAZA ISABEL II Nº:8; ;439838,4509;4474407,334;"ETRS89 / UTM 
Zona 30N";-3,7091416;40,4181182;EN SERVICIO;;28/06/2017
FUE_01-01_0000000038;VP;CENTRO;PZA. GENERAL VARA DE REY, Nº 3; ;439894,0509;4473423,029;"ETRS89 / UTM 
Zona 30N";-3,7083933;40,4092552;EN SERVICIO;;28/06/2017
FUE_01-01_0000000039;VP;CENTRO;PZA. GABRIEL MIRO, Nº 8; ;439337,9101;4473732,938;"ETRS89 / UTM 
Zona 30N";-3,7149769;40,4120067;EN SERVICIO;;28/06/2017
FUE_01-01_0000000040;VP;CENTRO;CUESTA DE LOS CIEGOS, 2;JUNTO A LA C/ SEGOVIA;439341,1751;4473921,165;"ETRS89 / UTM 
Zona 30N";-3,7149563;40,4137026;EN SERVICIO;;28/06/2017
FUE_01-01_0000000041;VP;CENTRO;C/ SANTA CRUZ DE MARCENADO, 18;ESQUINA C/ CONDE DUQUE (FTE FARMACIA);439804,5471;4475601,772;"ETRS89 / UTM 
Zona 30N";-3,7096543;40,4288758;EN SERVICIO;;28/06/2017
FUE_01-01_0000000042;VP;CENTRO;PLAZA SANTA MARÍA SOLEDAD TORRES ACOSTA;FRENTE A CALLE LUNA, 8;440151,64;4474817,1;"ETRS89 / UTM 
Zona 30N";-3,7054888;40,4218322;EN SERVICIO;;28/06/2017
FUE_01-01_0000000043;VP;CENTRO;CALLE DEL ALMENDRO, 3; ;439844,35;4473824.59;"ETRS89 / UTM 
Zona 30N";-3,709017;40,4128691;EN SERVICIO;;28/06/2017
FB_000052;ZV;CENTRO;JARDINES DE LA PLAZA DE ORIENTE;A. 3 · LEPANTO;439604,66;4474347,24;"ETRS89 / UTM 
Zona 30N";-3,7118915;40,41756;EN SERVICIO;;28/06/2017
FB_000051;ZV;CENTRO;JARDINES DE SABATINI;A. 1 · PLATAFORMA;439448,55;4474672,62;"ETRS89 / UTM 
Zona 30N";-3,7137624;40,4204798;EN SERVICIO;;28/06/2017
FB_900013;ZV;CENTRO;MADRID RÍO;Z.06. - VIRGEN DEL PUERTO;438776,1;4474277,1;"ETRS89 / UTM 
Zona 30N";-3,7216504;40,4168676;EN SERVICIO;;28/06/2017
FB_900014;ZV;CENTRO;MADRID RÍO;Z.07. - ERMITA VIRGEN DEL PUERTO;438732,8;4474119,6;"ETRS89 / UTM 
Zona 30N";-3,7221456;40,4154456;EN SERVICIO;;28/06/2017
FUE_02-02_0000000001;ZV;ARGANZUELA;ED 3/3 MENDEZ ALVARO - DELICIAS;PLAZA DEL AMANECER EN MÉNDEZ ÁLVARO Nº3;441880,8298;4472295,841;"ETRS89 / UTM 
Zona 30N";-3,6848763;40,399242;EN SERVICIO;;28/06/2017
FUE_02-02_0000000002;ZV;ARGANZUELA;RAMIREZ DE PRADO;C/RAMIREZ DE PRADO Nº 5;441666,9056;4472270,393;"ETRS89 / UTM 
Zona 30N";-3,6873947;40,3989978;EN SERVICIO;;28/06/2017
FUE_02-02_0000000003;ZV;ARGANZUELA;Z.V. PUERTO DE  BEJAR;CALLE PUERTO DE BEJAR Nº 24;441726,2999;4471118,306;"ETRS89 / UTM 
Zona 30N";-3,6865894;40,3886234;EN SERVICIO;;28/06/2017
FUE_02-02_0000000005;ZV;ARGANZUELA;PARQUE DEL BRONCE PVF;C/BRONCE Nº 19;441652,7373;4471307,878;"ETRS89 / UTM 
Zona 30N";-3,6874734;40,390326;EN SERVICIO;;28/06/2017
FUE_02-02_0000000007;ZV;ARGANZUELA;PARQUE DE DELICIAS;C/PÀRROCO EUSEBIO CUENCA Nº 46;441584,4768;4471881,322;"ETRS89 / UTM 
Zona 30N";-3,6883302;40,395487;EN SERVICIO;;28/06/2017
FUE_02-02_0000000009;ZV;ARGANZUELA;PZA. LUCA DE TENA;PZA  LUCA DE TENA N º2;441149,1029;4472614,311;"ETRS89 / UTM 
Zona 30N";-3,6935279;40,4020595;EN SERVICIO;;28/06/2017
FUE_02-02_0000000010;ZV;ARGANZUELA;PZA. LUCA DE TENA;PZA  LUCA DE TENA N º13;441102,0141;4472613,682;"ETRS89 / UTM 
Zona 30N";-3,6940827;40,4020505;EN SERVICIO;;28/06/2017
FUE_02-02_0000000012;ZV;ARGANZUELA;ANTIGUA ESTACION SUR;C/PALOS DE LA FRONTERA Nº 29 ;441049,3744;4472708,743;"ETRS89 / UTM 
Zona 30N";-3,6947118;40,4029032;EN SERVICIO;;28/06/2017
FUE_02-02_0000000013;ZV;ARGANZUELA;ANTIGUA ESTACION SUR;C/CANARIAS Nº 22;441021,0747;4472630,963;"ETRS89 / UTM 
Zona 30N";-3,6950381;40,4022005;EN SERVICIO;;28/06/2017
FUE_02-02_0000000014;ZV;ARGANZUELA;PZA. RUTILIO GACIS;PLAZA RUTILIO GACIS Nº 2;440862,496;4471751,96;"ETRS89 / UTM 
Zona 30N";-3,696825;40,3942707;EN SERVICIO;;28/06/2017
FUE_02-02_0000000015;ZV;ARGANZUELA;PZA. PEÑUELAS;PLAZA DE LAS PEÑUELAS Nº 12;440374,2136;4472508,34;"ETRS89 / UTM 
Zona 30N";-3,702649;40,4010498;EN SERVICIO;;28/06/2017
FUE_02-02_0000000016;ZV;ARGANZUELA;PARQUE PEÑUELAS;PASEO ESPERANZA Nº 25 ;440150,3977;4472512,842;"ETRS89 / UTM 
Zona 30N";-3,7052867;40,4010743;EN SERVICIO;;28/06/2017
FUE_02-02_0000000017;ZV;ARGANZUELA;POL. DE YESERIAS FASES II Y III;PASEO YESERÍAS 25;439947,8767;4472323,984;"ETRS89 / UTM 
Zona 30N";-3,7076552;40,3993583;EN SERVICIO;;28/06/2017
FUE_02-02_0000000019;ZV;ARGANZUELA;JARDIN DEL RASTRO;Calle concejal benito martín lozano 10;439836,9336;4472997,919;"ETRS89 / UTM 
Zona 30N";-3,7090263;40,4054215;EN SERVICIO;;28/06/2017
FUE_02-02_0000000021;ZV;ARGANZUELA;JARDIN MAESTRO PADILLA;C/SAN ALEJANDRO Nº 14;438746,6629;4472892,771;"ETRS89 / UTM 
Zona 30N";-3,7218641;40,4043948;EN SERVICIO;;28/06/2017
FUE_02-02_0000000022;ZV;ARGANZUELA;ACACIAS - PASILLO VERDE;C/ GASÓMETRO 26. DENTRO DEL PARQUE;439901,8829;4472690,686;"ETRS89 / UTM 
Zona 30N";-3,7082319;40,4026585;EN SERVICIO;;28/06/2017
FUE_02-02_0000000023;ZV;ARGANZUELA;ACACIAS - PASILLO VERDE;C/ GASÓMETRO 26. DENTRO DEL PARQUE;439901,8829;4472690,686;"ETRS89 / UTM 
Zona 30N";-3,7082319;40,4026585;EN SERVICIO;;28/06/2017
FUE_02-02_0000000024;ZV;ARGANZUELA;PARQUE IMPERIAL PVF;CALLE SANTA MARÍA LA REAL DE NIEVA N º16;439064,7488;4472939,938;"ETRS89 / UTM 
Zona 30N";-3,7181203;40,404843;EN SERVICIO;;28/06/2017
FUE_02-02_0000000025;ZV;ARGANZUELA;MED. C/ TOLEDO;;435631,2566;4472660,027;"ETRS89 / UTM 
Zona 30N";-3,7585523;40,4020631;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;28/06/2017
FUE_02-02_0000000027;ZV;ARGANZUELA;MED. C/ TOLEDO;;439594,6477;4473082,262;"ETRS89 / UTM 
Zona 30N";-3,7118894;40,4061637;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;28/06/2017
FUE_02-02_0000000028;ZV;ARGANZUELA;ED 2/8 VALDELASIERRA; C/VALDELASIERRA Nº 10;440179,2701;4472102;"ETRS89 / UTM 
Zona 30N";-3,7049079;40,3973753;EN SERVICIO;;28/06/2017
FUE_02-02_0000000029;ZV;ARGANZUELA;HIERRO - ANTRACITA;C/ DEL SODIO Nº 3;441417,3844;4471208,77;"ETRS89 / UTM 
Zona 30N";-3,6902372;40,3894166;EN SERVICIO;;28/06/2017
FUE_02-02_0000000030;ZV;ARGANZUELA;HIERRO - ANTRACITA;C/ DEL SODIO Nº 3;441432,213;4471174,59;"ETRS89 / UTM 
Zona 30N";-3,6900594;40,3891097;EN SERVICIO;;28/06/2017
FUE_02-02_0000000031;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;;441987,97;4470942,712;"ETRS89 / UTM 
Zona 30N";-3,6834906;40,3870597;EN SERVICIO;;28/06/2017
FUE_02-02_0000000033;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;;442166,2839;4471171,48;"ETRS89 / UTM 
Zona 30N";-3,6814107;40,389133;EN SERVICIO;;28/06/2017
FUE_02-02_0000000034;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;C/VILLARROBLEDO S/N;441885,259;4470834,183;"ETRS89 / UTM 
Zona 30N";-3,6846907;40,3860749;EN SERVICIO;;28/06/2017
FUE_02-02_0000000035;ZV;ARGANZUELA;PARQUE MIRADOR TIERNO GALVAN PVF;C/NEBULOSAS N º2 ;441891,0304;4471698,467;"ETRS89 / UTM 
Zona 30N";-3,6847016;40,3938613;EN SERVICIO;;28/06/2017
FUE_02-02_0000000037;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;EN LACOTA. C/TITÁN Nº 2;442126,2715;4471306,252;"ETRS89 / UTM 
Zona 30N";-3,6818943;40,3903443;EN SERVICIO;;28/06/2017
FUE_02-02_0000000038;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;EN LA COTA. C/TITÁN Nº 2;441892,162;4471013,363;"ETRS89 / UTM 
Zona 30N";-3,6846258;40,3876895;EN SERVICIO;;28/06/2017
FUE_02-02_0000000039;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;;441803,0759;4471517,317;"ETRS89 / UTM 
Zona 30N";-3,6857213;40,3922232;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;28/06/2017
FUE_02-02_0000000040;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN;;442001,4877;4471569,775;"ETRS89 / UTM 
Zona 30N";-3,6833884;40,3927096;EN SERVICIO;;28/06/2017
FUE_02-02_0000000042;ZV;ARGANZUELA;PARQUE DEL BRONCE PVF;C/ANTRACITA N º 51;441720,4583;4471426,398;"ETRS89 / UTM 
Zona 30N";-3,6866864;40,3913984;EN SERVICIO;;28/06/2017
FUE_02-02_0000000045;ZV;ARGANZUELA;JARDINES FERNANDO POO - TORRES MIRANDA;C/JAIME EL CONQUISTADOR Nº 6;440749,6469;4472152,483;"ETRS89 / UTM 
Zona 30N";-3,6981919;40,3978708;EN SERVICIO;;28/06/2017
FUE_02-02_0000000046;ZV;ARGANZUELA;JARDIN PARROCO SANCHEZ CAMARA ED 2-15;C/MORATINES Nº24;440217,4683;4472591,542;"ETRS89 / UTM 
Zona 30N";-3,7045037;40,4017881;EN SERVICIO;;28/06/2017
FUE_02-02_0000000047;ZV;ARGANZUELA;PARQUE PEÑUELAS;FRENTE EL Nº 31 DE PASEO ESPERANZA;440093,5368;4472398,503;"ETRS89 / UTM 
Zona 30N";-3,7059459;40,4000401;EN SERVICIO;;28/06/2017
FUE_02-02_0000000048;ZV;ARGANZUELA;CALLE DEL TEJO Nº 3;;442406,8221;4472004,372;"ETRS89 / UTM 
Zona 30N";-3,6786521;40,3966528;EN SERVICIO;;28/06/2017
FUE_02-02_0000000049;VP;ARGANZUELA;YESERIAS FRENTE Nº 29 FLA. 24-26;;439832,5363;4472235,505;"ETRS89 / UTM 
Zona 30N";-3,709006;40,3985529;EN SERVICIO;;28/06/2017
FUE_02-02_0000000050;VP;ARGANZUELA;PASEO YESERIAS;FRENTE AL Nº15;439688,538;4472330,507;"ETRS89 / UTM 
Zona 30N";-3,7107117;40,3993984;EN SERVICIO;;28/06/2017
FUE_02-02_0000000052;ZV;ARGANZUELA;C/MENESES S/N;En zona verde cv a la avda del planetario;442125,47;4471670,41;"ETRS89 / UTM 
Zona 30N";-3,6819368;40,3936248;EN SERVICIO;;28/06/2017
FB_900020;ZV;ARGANZUELA;MADRID RÍO;Z.10. - CEDEX MARGEN IZQUIERDO;438790,4;4473362,3;"ETRS89 / UTM 
Zona 30N";-3,7213938;40,4086277;EN SERVICIO;;28/06/2017
FB_900036;ZV;ARGANZUELA;MADRID RÍO;Z.17. -  ARGANZUELA - ESQUELETO;439641,8;4472334,9;"ETRS89 / UTM 
Zona 30N";-3,7112629;40,3994346;EN SERVICIO;;28/06/2017
FB_900037;ZV;ARGANZUELA;MADRID RÍO;Z.17. -  ARGANZUELA - ESQUELETO;439643,7;4472334,7;"ETRS89 / UTM 
Zona 30N";-3,7112405;40,3994329;EN SERVICIO;;28/06/2017
FB_900038;ZV;ARGANZUELA;MADRID RÍO;Z.17. -  ARGANZUELA - ESQUELETO;439642,8;4472334,7;"ETRS89 / UTM 
Zona 30N";-3,7112511;40,3994329;EN SERVICIO;;28/06/2017
FB_900039;ZV;ARGANZUELA;MADRID RÍO;Z.17. -  ARGANZUELA - ESQUELETO;439530,6;4472240;"ETRS89 / UTM 
Zona 30N";-3,7125641;40,3985716;EN SERVICIO;;28/06/2017
FB_900040;ZV;ARGANZUELA;MADRID RÍO;Z.17. -  ARGANZUELA - ESQUELETO;439529,9;4472239,4;"ETRS89 / UTM 
Zona 30N";-3,7125723;40,3985662;EN SERVICIO;;28/06/2017
FB_900041;ZV;ARGANZUELA;MADRID RÍO;Z.17. -  ARGANZUELA - ESQUELETO;439529,2;4472238,7;"ETRS89 / UTM 
Zona 30N";-3,7125805;40,3985598;EN SERVICIO;;28/06/2017
FB_900042;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439646,6;4472215,5;"ETRS89 / UTM 
Zona 30N";-3,711195;40,3983593;EN SERVICIO;;28/06/2017
FB_900043;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439647,3;4472215;"ETRS89 / UTM 
Zona 30N";-3,7111867;40,3983549;EN SERVICIO;;28/06/2017
FB_900044;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439648;4472214,4;"ETRS89 / UTM 
Zona 30N";-3,7111784;40,3983495;EN SERVICIO;;28/06/2017
FB_900047;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439963,3;4471984,5;"ETRS89 / UTM 
Zona 30N";-3,7074415;40,3963013;EN SERVICIO;;28/06/2017
FB_900048;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439962,9;4471983,6;"ETRS89 / UTM 
Zona 30N";-3,7074462;40,3962931;EN SERVICIO;;28/06/2017
FB_900049;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439962,6;4471982,8;"ETRS89 / UTM 
Zona 30N";-3,7074496;40,3962859;EN SERVICIO;;28/06/2017
FB_900050;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439990,3;4472101,3;"ETRS89 / UTM 
Zona 30N";-3,7071344;40,3973554;EN SERVICIO;;28/06/2017
FB_900051;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439991;4472100,8;"ETRS89 / UTM 
Zona 30N";-3,7071261;40,3973509;EN SERVICIO;;28/06/2017
FB_900052;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439989,6;4472101,9;"ETRS89 / UTM 
Zona 30N";-3,7071427;40,3973607;EN SERVICIO;;28/06/2017
FB_900056;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440535,5;4471544;"ETRS89 / UTM 
Zona 30N";-3,7006584;40,3923741;EN SERVICIO;;28/06/2017
FB_900057;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440534,9;4471544,7;"ETRS89 / UTM 
Zona 30N";-3,7006655;40,3923803;EN SERVICIO;;28/06/2017
FB_900058;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440512,9;4471564,2;"ETRS89 / UTM 
Zona 30N";-3,7009265;40,3925544;EN SERVICIO;;28/06/2017
FB_900059;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440512,1;4471563,7;"ETRS89 / UTM 
Zona 30N";-3,7009359;40,3925499;EN SERVICIO;;28/06/2017
FB_900060;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440511,3;4471563,2;"ETRS89 / UTM 
Zona 30N";-3,7009453;40,3925453;EN SERVICIO;;28/06/2017
FB_900067;ZV;ARGANZUELA;MADRID RÍO;Z.28. - BMX;441538,5;4470641,9;"ETRS89 / UTM 
Zona 30N";-3,6887583;40,3843184;EN SERVICIO;;28/06/2017
FB_900068;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440719,6;4471640,9;"ETRS89 / UTM 
Zona 30N";-3,6984983;40,3932601;EN SERVICIO;;28/06/2017
;ZV;ARGANZUELA;MADRID RÍO;Z.21. - ARGANZUELA - PUENTE DE PRAGA;440251,9;4471889,3;"ETRS89 / UTM 
Zona 30N";-3,7040321;40,3954644;EN SERVICIO;;28/06/2017
;ZV;ARGANZUELA;MADRID RÍO;Z.21. - ARGANZUELA - PUENTE DE PRAGA;440252,7;4471888,9;"ETRS89 / UTM 
Zona 30N";-3,7040227;40,3954609;EN SERVICIO;;28/06/2017
;ZV;ARGANZUELA;MADRID RÍO;Z.21. - ARGANZUELA - PUENTE DE PRAGA;440253,5;4471888,5;"ETRS89 / UTM 
Zona 30N";-3,7040132;40,3954573;EN SERVICIO;;28/06/2017
;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439699;4472320,8;"ETRS89 / UTM 
Zona 30N";-3,7105875;40,3993117;EN SERVICIO;;28/06/2017
;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439831,7;4472229,9;"ETRS89 / UTM 
Zona 30N";-3,7090153;40,3985024;EN SERVICIO;;28/06/2017
FUE_02-03_0000000001;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 6.PRÓXIMA A FUENTE ORNAMENTAL CIRCULAR;441495,9624;4475421,702;"ETRS89 / UTM 
Zona 30N";-3,6896988;40,4273744;EN SERVICIO;;28/06/2017
FUE_02-03_0000000002;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 4, JUNTO A JUEGOS INFANTILES;443885,3108;4474124,772;"ETRS89 / UTM 
Zona 30N";-3,6614183;40,4158555;EN SERVICIO;;28/06/2017
FUE_02-03_0000000005;ZV;RETIRO;PARQUE DE ROMA;PARQUE ROMA, JUNTO A CASETA DE JARDINEROS;443857,388;4474037,152;"ETRS89 / UTM 
Zona 30N";-3,6617397;40,4150643;EN SERVICIO;;28/06/2017
FUE_02-03_0000000006;ZV;RETIRO;PARQUE DE ROMA;PARQUE ROMA, JUNTO A LA ENTRADA DE LA CALLE PEZ VOLADOR CON JUAN ESPLANDIU;443645,6773;4474002,265;"ETRS89 / UTM 
Zona 30N";-3,6642318;40,4147357;EN SERVICIO;;28/06/2017
FUE_02-03_0000000007;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 11, EN EL ROCÓDROMO;443588,2282;4474449,008;"ETRS89 / UTM 
Zona 30N";-3,6649485;40,4187564;EN SERVICIO;;28/06/2017
FUE_02-03_0000000008;ZV;RETIRO;JARDINES FEDERICO MORENO TORROBA;C/FEDERICO MORENO TORROBA Nº 11;443396,7563;4472871,442;"ETRS89 / UTM 
Zona 30N";-3,667065;40,4045317;EN SERVICIO;;28/06/2017
FUE_02-03_0000000010;ZV;RETIRO;JARDINES Pº JOHN LENNON;C/MARQUÉS DE LOZOYA Nº 6;443511,2571;4474224,198;"ETRS89 / UTM 
Zona 30N";-3,6658358;40,4167259;EN SERVICIO;;28/06/2017
FUE_02-03_0000000011;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ARREGUI Y ARUEJ  24;443306,1855;4472675,613;"ETRS89 / UTM 
Zona 30N";-3,6681148;40,4027614;EN SERVICIO;;28/06/2017
FUE_02-03_0000000012;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ MARTINEZ CORROCHANO Nº 41;443285,0896;4472780,463;"ETRS89 / UTM 
Zona 30N";-3,6683728;40,4037045;EN SERVICIO;;28/06/2017
FUE_02-03_0000000013;ZV;RETIRO;JARDINES CONDE CARTAGENA - ABTAO;C/ CONDE DE CARTAGENA 16;442783,5549;4473222,373;"ETRS89 / UTM 
Zona 30N";-3,6743227;40,4076512;EN SERVICIO;;28/06/2017
FUE_02-03_0000000015;ZV;RETIRO;PARQUE DE COCHERAS;C/HOYUELO Nº 11;442611,0732;4472452,101;"ETRS89 / UTM 
Zona 30N";-3,6762858;40,4007003;EN SERVICIO;;28/06/2017
FUE_02-03_0000000016;ZV;RETIRO;POLIDEPORTIVO DAOIZ Y VELARDE;;442414,4272;4472484,934;"ETRS89 / UTM 
Zona 30N";-3,6786059;40,4009825;EN SERVICIO;;28/06/2017
FUE_02-03_0000000021;ZV;RETIRO;STA. SABINA - DR. ESQUERDO;C/SANTA SABINA Nº 6;443110,9647;4472923,757;"ETRS89 / UTM 
Zona 30N";-3,6704375;40,4049836;EN SERVICIO;;28/06/2017
FUE_02-03_0000000022;ZV;RETIRO;CENTRO DE ANCIANOS PEREZ GALDOS;;442643,5544;4472477,151;"ETRS89 / UTM 
Zona 30N";-3,6759054;40,4009282;EN SERVICIO;;28/06/2017
FUE_02-03_0000000023;ZV;RETIRO;PARQUE ANUNCIACION;C/ ANUNCIACIÓN 1 C/V AVDA. MENENDEZ PELAYO. ;442636,1307;4473724,028;"ETRS89 / UTM 
Zona 30N";-3,6761052;40,4121603;EN SERVICIO;;28/06/2017
