Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
22/10/2017;03:00;2;4;Muy buena / Oso ona;8;7;Muy buena / Oso ona;2;5;Muy buena / Oso ona;226;88;1023,3;0,2;12,8;1,36
22/10/2017;02:00;5;3;Muy buena / Oso ona;10;9;Muy buena / Oso ona;2;5;Muy buena / Oso ona;244;84;1023,6;0,2;13,2;1,3
22/10/2017;01:00;5;4;Muy buena / Oso ona;11;8;Muy buena / Oso ona;2;5;Muy buena / Oso ona;227;86;1023,7;0,2;13,3;1,76
21/10/2017;24:00;6;12;Muy buena / Oso ona;21;10;Muy buena / Oso ona;7;5;Muy buena / Oso ona;224;91;1023,8;0,2;13,3;1,53
21/10/2017;23:00;4;20;Muy buena / Oso ona;26;16;Muy buena / Oso ona;6;5;Muy buena / Oso ona;180;90;1023,7;0,2;13,6;0,24
21/10/2017;22:00;4;10;Muy buena / Oso ona;16;14;Muy buena / Oso ona;2;5;Muy buena / Oso ona;262;85;1023,5;0,2;13,9;0,54
21/10/2017;21:00;3;15;Muy buena / Oso ona;20;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;232;85;1023,1;0,2;14,1;1,06
21/10/2017;20:00;2;16;Muy buena / Oso ona;19;16;Muy buena / Oso ona;2;5;Muy buena / Oso ona;231;84;1023,1;0,2;14,1;1,08
21/10/2017;19:00;6;19;Muy buena / Oso ona;28;26;Muy buena / Oso ona;3;5;Muy buena / Oso ona;258;74;1022,8;0,2;15,4;0,76
21/10/2017;18:00;3;11;Muy buena / Oso ona;16;23;Muy buena / Oso ona;2;5;Muy buena / Oso ona;265;66;1022;1,3;16,6;0,91
21/10/2017;17:00;5;9;Muy buena / Oso ona;17;22;Muy buena / Oso ona;3;5;Muy buena / Oso ona;321;65;1021,7;17,2;17;1,8
21/10/2017;16:00;3;7;Muy buena / Oso ona;11;22;Muy buena / Oso ona;2;5;Muy buena / Oso ona;309;65;1021,3;103,1;17,4;1,67
21/10/2017;15:00;3;6;Muy buena / Oso ona;10;21;Muy buena / Oso ona;2;5;Muy buena / Oso ona;311;64;1020,9;131,1;17,6;1,88
21/10/2017;14:00;3;9;Muy buena / Oso ona;13;27;Muy buena / Oso ona;2;5;Muy buena / Oso ona;330;66;1020,3;71,5;17,8;1,72
21/10/2017;13:00;3;12;Muy buena / Oso ona;17;20;Muy buena / Oso ona;2;5;Muy buena / Oso ona;241;66;1020;198,4;18,1;1,08
21/10/2017;12:00;7;22;Muy buena / Oso ona;32;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;217;70;1020,2;253,3;17,3;1,7
21/10/2017;11:00;7;22;Muy buena / Oso ona;33;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;227;79;1020,4;182,6;16,1;2,1
21/10/2017;10:00;10;31;Muy buena / Oso ona;46;11;Muy buena / Oso ona;3;5;Muy buena / Oso ona;212;88;1020,3;115,3;15,8;1,09
21/10/2017;09:00;8;23;Muy buena / Oso ona;35;12;Muy buena / Oso ona;3;5;Muy buena / Oso ona;215;90;1019,7;41,9;15,4;0,67
21/10/2017;08:00;3;9;Muy buena / Oso ona;13;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;255;90;1019,1;22,7;15,3;0,79
21/10/2017;07:00;5;13;Muy buena / Oso ona;22;16;Muy buena / Oso ona;2;5;Muy buena / Oso ona;236;88;1017,8;1,2;15,9;0,58
21/10/2017;06:00;3;5;Muy buena / Oso ona;9;17;Muy buena / Oso ona;2;6;Muy buena / Oso ona;294;85;1017,1;0,2;16,7;1,67
21/10/2017;05:00;2;4;Muy buena / Oso ona;6;17;Muy buena / Oso ona;2;5;Muy buena / Oso ona;309;81;1016,2;0,2;18;1,5
21/10/2017;04:00;3;1;Muy buena / Oso ona;4;22;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;308;86;1015,4;0,2;18,2;2,28
21/10/2017;03:00;3;6;Muy buena / Oso ona;10;33;Muy buena / Oso ona;2;5;Muy buena / Oso ona;316;73;1014;0,2;20,2;2,05
21/10/2017;02:00;5;7;Muy buena / Oso ona;15;10;Muy buena / Oso ona;2;5;Muy buena / Oso ona;222;60;1012,2;0,2;21,8;2,95
21/10/2017;01:00;4;10;Muy buena / Oso ona;16;9;Muy buena / Oso ona;2;5;Muy buena / Oso ona;208;59;1011,5;0,2;21,5;2,34
20/10/2017;24:00;4;19;Muy buena / Oso ona;25;9;Muy buena / Oso ona;2;5;Muy buena / Oso ona;225;64;1011,4;0,2;19,7;1,14
20/10/2017;23:00;4;20;Muy buena / Oso ona;26;7;Muy buena / Oso ona;3;6;Muy buena / Oso ona;203;61;1011,2;0,2;20,4;1,87
20/10/2017;22:00;8;36;Muy buena / Oso ona;48;8;Muy buena / Oso ona;3;5;Muy buena / Oso ona;189;64;1011,6;0,2;19,6;0,58
20/10/2017;21:00;11;41;Muy buena / Oso ona;58;7;Muy buena / Oso ona;3;6;Muy buena / Oso ona;203;65;1011,8;0,2;19,5;0,87
20/10/2017;20:00;37;52;Muy buena / Oso ona;109;13;Muy buena / Oso ona;13;6;Muy buena / Oso ona;241;77;1011,8;0,2;18,6;0,32
20/10/2017;19:00;60;56;Muy buena / Oso ona;149;28;Muy buena / Oso ona;11;6;Muy buena / Oso ona;292;84;1011,7;0,2;18,5;0,18
20/10/2017;18:00;45;56;Muy buena / Oso ona;125;33;Muy buena / Oso ona;7;6;Muy buena / Oso ona;247;77;1011,5;2,9;20,1;0,18
20/10/2017;17:00;15;47;Muy buena / Oso ona;70;28;Muy buena / Oso ona;3;5;Muy buena / Oso ona;293;66;1011,3;42,2;22,9;0,84
20/10/2017;16:00;14;37;Muy buena / Oso ona;58;26;Muy buena / Oso ona;2;5;Muy buena / Oso ona;326;59;1011,5;213,3;24,6;0,82
20/10/2017;15:00;30;47;Muy buena / Oso ona;93;28;Muy buena / Oso ona;3;6;Muy buena / Oso ona;359;56;1011,6;347,1;24,3;1,69
20/10/2017;14:00;12;22;Muy buena / Oso ona;40;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;235;47;1011,6;457,4;25,7;0,77
20/10/2017;13:00;19;28;Muy buena / Oso ona;57;12;Muy buena / Oso ona;4;6;Muy buena / Oso ona;212;50;1011,9;496,9;24,2;0,89
20/10/2017;12:00;27;31;Muy buena / Oso ona;72;16;Muy buena / Oso ona;4;5;Muy buena / Oso ona;273;55;1012,7;520,4;23;0,19
20/10/2017;11:00;26;30;Muy buena / Oso ona;69;25;Muy buena / Oso ona;3;6;Muy buena / Oso ona;209;68;1013,1;375,4;18,7;0,99
20/10/2017;10:00;38;39;Muy buena / Oso ona;97;31;Muy buena / Oso ona;3;7;Muy buena / Oso ona;202;74;1013,3;138,2;16,7;1,07
20/10/2017;09:00;42;37;Muy buena / Oso ona;101;31;Muy buena / Oso ona;3;6;Muy buena / Oso ona;206;77;1013,2;110,1;15,5;1,32
20/10/2017;08:00;44;40;Muy buena / Oso ona;107;27;Muy buena / Oso ona;3;6;Muy buena / Oso ona;207;78;1012,9;36,3;14,8;1,47
20/10/2017;07:00;38;39;Muy buena / Oso ona;98;23;Muy buena / Oso ona;3;6;Muy buena / Oso ona;199;78;1012,1;4,2;14,6;1,68
20/10/2017;06:00;25;36;Muy buena / Oso ona;75;20;Muy buena / Oso ona;3;5;Muy buena / Oso ona;200;78;1011,6;0,2;14,5;1,47
20/10/2017;05:00;9;25;Muy buena / Oso ona;39;14;Muy buena / Oso ona;3;5;Muy buena / Oso ona;198;79;1011,2;0,2;14,2;1,54
20/10/2017;04:00;7;17;Muy buena / Oso ona;28;14;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;202;79;1010,8;0,2;14,2;1,62
20/10/2017;03:00;6;18;Muy buena / Oso ona;28;14;Muy buena / Oso ona;3;5;Muy buena / Oso ona;200;78;1010,5;0,2;14,5;1,58
20/10/2017;02:00;3;20;Muy buena / Oso ona;25;14;Muy buena / Oso ona;2;5;Muy buena / Oso ona;203;77;1010,5;0,2;14,7;1,54
20/10/2017;01:00;2;19;Muy buena / Oso ona;22;13;Muy buena / Oso ona;2;5;Muy buena / Oso ona;200;77;1010,1;0,2;14,8;1,59
19/10/2017;24:00;2;21;Muy buena / Oso ona;24;14;Muy buena / Oso ona;2;5;Muy buena / Oso ona;206;78;1009,5;0,2;14,7;1,31
19/10/2017;23:00;6;22;Muy buena / Oso ona;32;11;Muy buena / Oso ona;3;4;Muy buena / Oso ona;197;79;1009;0,2;14,7;0,95
19/10/2017;22:00;7;28;Muy buena / Oso ona;38;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;204;82;1008,7;0,2;14,8;0,98
19/10/2017;21:00;15;43;Muy buena / Oso ona;65;16;Muy buena / Oso ona;3;5;Muy buena / Oso ona;204;85;1008,3;0,2;15;0,58
19/10/2017;20:00;16;48;Muy buena / Oso ona;73;18;Muy buena / Oso ona;4;4;Muy buena / Oso ona;210;87;1007,8;0,2;15,3;0,69
19/10/2017;19:00;22;55;Muy buena / Oso ona;89;23;Muy buena / Oso ona;7;5;Muy buena / Oso ona;205;85;1007,8;0,2;16;0,96
19/10/2017;18:00;18;51;Muy buena / Oso ona;78;22;Muy buena / Oso ona;14;5;Muy buena / Oso ona;221;78;1006,9;2,1;17,3;0,28
19/10/2017;17:00;15;45;Muy buena / Oso ona;68;18;Muy buena / Oso ona;2;5;Muy buena / Oso ona;28;70;1006,8;34,1;18,8;0,53
19/10/2017;16:00;18;44;Muy buena / Oso ona;71;17;Muy buena / Oso ona;2;4;Muy buena / Oso ona;20;65;1006,5;197,6;19,8;1,66
19/10/2017;15:00;16;33;Muy buena / Oso ona;57;14;Muy buena / Oso ona;3;4;Muy buena / Oso ona;8;64;1006,1;348,3;19,9;1,86
19/10/2017;14:00;12;27;Muy buena / Oso ona;45;15;Muy buena / Oso ona;2;5;Muy buena / Oso ona;4;63;1006,2;465,9;20,1;1,95
19/10/2017;13:00;17;36;Muy buena / Oso ona;62;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;29;63;1006,5;379,3;19,6;1,33
19/10/2017;12:00;8;19;Muy buena / Oso ona;30;10;Muy buena / Oso ona;2;5;Muy buena / Oso ona;351;62;1007,4;470,4;20,2;0,21
19/10/2017;11:00;4;13;Muy buena / Oso ona;20;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;267;68;1007,6;451,2;18,6;0,93
19/10/2017;10:00;14;28;Muy buena / Oso ona;48;11;Muy buena / Oso ona;2;5;Muy buena / Oso ona;201;79;1007,5;368,6;17,1;0,9
19/10/2017;09:00;29;42;Muy buena / Oso ona;86;17;Muy buena / Oso ona;3;5;Muy buena / Oso ona;193;90;1007,4;219,4;15,1;1,02
19/10/2017;08:00;27;51;Muy buena / Oso ona;93;16;Muy buena / Oso ona;3;4;Muy buena / Oso ona;209;94;1007,1;58,4;14,2;0,91
19/10/2017;07:00;24;54;Muy buena / Oso ona;91;14;Muy buena / Oso ona;3;5;Muy buena / Oso ona;207;96;1006,9;3,4;13,9;1,13
19/10/2017;06:00;15;49;Muy buena / Oso ona;71;12;Muy buena / Oso ona;3;4;Muy buena / Oso ona;224;95;1007;0,2;14,1;0,86
19/10/2017;05:00;3;29;Muy buena / Oso ona;33;10;Muy buena / Oso ona;2;5;Muy buena / Oso ona;223;95;1006,7;0,2;14,1;0,84
19/10/2017;04:00;2;23;Muy buena / Oso ona;27;12;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;213;95;1006,5;0,2;14,3;1,27
19/10/2017;03:00;3;20;Muy buena / Oso ona;24;11;Muy buena / Oso ona;2;5;Muy buena / Oso ona;209;95;1006,4;0,2;14,4;1,19
19/10/2017;02:00;1;18;Muy buena / Oso ona;20;12;Muy buena / Oso ona;3;5;Muy buena / Oso ona;215;95;1006,6;0,2;14,5;1,07
19/10/2017;01:00;2;16;Muy buena / Oso ona;20;11;Muy buena / Oso ona;2;5;Muy buena / Oso ona;206;95;1006,4;0,2;14,7;0,84
18/10/2017;24:00;4;16;Muy buena / Oso ona;21;11;Muy buena / Oso ona;2;4;Muy buena / Oso ona;220;95;1006,4;0,2;14,7;0,85
18/10/2017;23:00;5;13;Muy buena / Oso ona;21;7;Muy buena / Oso ona;2;4;Muy buena / Oso ona;227;95;1006,4;0,2;14,6;0,79
18/10/2017;22:00;3;21;Muy buena / Oso ona;25;12;Muy buena / Oso ona;2;6;Muy buena / Oso ona;231;94;1006,4;0,2;14,8;1,04
18/10/2017;21:00;6;26;Muy buena / Oso ona;35;11;Muy buena / Oso ona;2;4;Muy buena / Oso ona;231;95;1006;0,2;14,9;0,92
18/10/2017;20:00;22;50;Muy buena / Oso ona;84;18;Muy buena / Oso ona;3;4;Muy buena / Oso ona;224;95;1005,7;0,2;15,1;0,84
18/10/2017;19:00;21;58;Muy buena / Oso ona;90;19;Muy buena / Oso ona;3;4;Muy buena / Oso ona;230;94;1005,5;0,2;15,2;0,51
18/10/2017;18:00;19;58;Muy buena / Oso ona;88;17;Muy buena / Oso ona;5;4;Muy buena / Oso ona;182;94;1005,2;3,1;15,2;0,46
18/10/2017;17:00;6;51;Muy buena / Oso ona;60;13;Muy buena / Oso ona;3;5;Muy buena / Oso ona;240;94;1005,1;19,8;15;0,59
18/10/2017;16:00;9;44;Muy buena / Oso ona;58;12;Muy buena / Oso ona;3;5;Muy buena / Oso ona;269;94;1005,2;55;15,1;0,07
18/10/2017;15:00;25;54;Muy buena / Oso ona;92;11;Muy buena / Oso ona;3;5;Muy buena / Oso ona;42;95;1005,1;59,5;14,7;0,71
18/10/2017;14:00;9;27;Muy buena / Oso ona;41;11;Muy buena / Oso ona;3;5;Muy buena / Oso ona;355;95;1005,3;24,1;14,6;0,74
18/10/2017;13:00;6;24;Muy buena / Oso ona;33;12;Muy buena / Oso ona;3;4;Muy buena / Oso ona;325;93;1004,4;37,4;16,7;2,24
18/10/2017;12:00;20;47;Muy buena / Oso ona;77;29;Muy buena / Oso ona;5;5;Muy buena / Oso ona;292;89;1004,3;56,4;18,5;1,76
18/10/2017;11:00;26;41;Muy buena / Oso ona;80;24;Muy buena / Oso ona;5;5;Muy buena / Oso ona;312;90;1004,8;190,7;18,6;0,9
18/10/2017;10:00;43;47;Muy buena / Oso ona;112;23;Muy buena / Oso ona;6;5;Muy buena / Oso ona;358;91;1005,6;89,8;17,8;0,12
18/10/2017;09:00;16;45;Muy buena / Oso ona;69;18;Muy buena / Oso ona;3;6;Muy buena / Oso ona;252;90;1006;51,9;17,4;0,23
18/10/2017;08:00;11;44;Muy buena / Oso ona;60;21;Muy buena / Oso ona;4;5;Muy buena / Oso ona;221;88;1006,6;22;17,4;1,08
18/10/2017;07:00;45;53;Muy buena / Oso ona;121;37;Muy buena / Oso ona;8;6;Muy buena / Oso ona;239;89;1006,3;3,1;17,7;0,12
18/10/2017;06:00;28;46;Muy buena / Oso ona;89;43;Buena / Ona;12;5;Muy buena / Oso ona;255;91;1006,4;0,2;17,4;0,26
18/10/2017;05:00;12;29;Muy buena / Oso ona;47;28;Muy buena / Oso ona;3;5;Muy buena / Oso ona;315;90;1006,8;0,2;17,3;0,12
18/10/2017;04:00;4;17;Muy buena / Oso ona;22;36;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;315;88;1007,3;0,2;17,8;0,11
18/10/2017;03:00;2;16;Muy buena / Oso ona;18;42;Buena / Ona;3;4;Muy buena / Oso ona;11;87;1007,7;0,2;18,7;0,33
18/10/2017;02:00;2;16;Muy buena / Oso ona;19;62;Mejorable / Hobetzeko modukoa;3;4;Muy buena / Oso ona;110;82;1008;0,2;19,7;0,56
18/10/2017;01:00;1;5;Muy buena / Oso ona;7;20;Muy buena / Oso ona;3;4;Muy buena / Oso ona;200;57;1008,1;0,2;22,4;1,65
17/10/2017;24:00;4;14;Muy buena / Oso ona;20;25;Muy buena / Oso ona;3;4;Muy buena / Oso ona;228;75;1008,7;0,2;20,1;0,36
17/10/2017;23:00;4;19;Muy buena / Oso ona;25;61;Mejorable / Hobetzeko modukoa;3;4;Muy buena / Oso ona;263;89;1009,4;0,2;19;0,33
17/10/2017;22:00;5;14;Muy buena / Oso ona;22;62;Mejorable / Hobetzeko modukoa;3;4;Muy buena / Oso ona;343;88;1010;0,2;19,2;0,61
17/10/2017;21:00;5;18;Muy buena / Oso ona;25;62;Mejorable / Hobetzeko modukoa;3;4;Muy buena / Oso ona;353;85;1010;0,2;19,7;0,88
17/10/2017;20:00;4;24;Muy buena / Oso ona;30;65;Mejorable / Hobetzeko modukoa;3;4;Muy buena / Oso ona;336;71;1009,9;0,2;21,3;0,97
17/10/2017;19:00;5;28;Muy buena / Oso ona;35;35;Muy buena / Oso ona;2;4;Muy buena / Oso ona;208;48;1009,8;0,2;23,8;0,92
17/10/2017;18:00;3;25;Muy buena / Oso ona;30;44;Buena / Ona;2;4;Muy buena / Oso ona;203;43;1009,5;1,4;24,7;2,17
17/10/2017;17:00;5;23;Muy buena / Oso ona;29;40;Muy buena / Oso ona;2;4;Muy buena / Oso ona;203;40;1009,1;27,7;25,4;2,32
17/10/2017;16:00;5;26;Muy buena / Oso ona;34;40;Muy buena / Oso ona;3;5;Muy buena / Oso ona;217;39;1009,1;65,2;25,7;1,92
17/10/2017;15:00;3;16;Muy buena / Oso ona;20;35;Muy buena / Oso ona;2;4;Muy buena / Oso ona;212;38;1009,2;87,1;26;2,65
17/10/2017;14:00;3;21;Muy buena / Oso ona;23;25;Muy buena / Oso ona;3;5;Muy buena / Oso ona;198;38;1009,9;194;26,1;2,09
17/10/2017;13:00;2;15;Muy buena / Oso ona;17;23;Muy buena / Oso ona;3;3;Muy buena / Oso ona;207;40;1011;388;25,9;3,02
17/10/2017;12:00;1;10;Muy buena / Oso ona;13;21;Muy buena / Oso ona;3;4;Muy buena / Oso ona;207;40;1011,7;588;25,7;3,34
17/10/2017;11:00;2;13;Muy buena / Oso ona;16;25;Muy buena / Oso ona;2;4;Muy buena / Oso ona;198;44;1012,1;419,9;24,4;4,27
17/10/2017;10:00;4;12;Muy buena / Oso ona;18;24;Muy buena / Oso ona;2;5;Muy buena / Oso ona;199;48;1012,5;370,1;23,3;3,97
17/10/2017;09:00;5;16;Muy buena / Oso ona;24;26;Muy buena / Oso ona;3;5;Muy buena / Oso ona;194;52;1013,1;168,1;22,2;3,56
17/10/2017;08:00;7;25;Muy buena / Oso ona;35;25;Muy buena / Oso ona;3;4;Muy buena / Oso ona;202;51;1013,4;115,7;22,2;2,15
17/10/2017;07:00;7;26;Muy buena / Oso ona;36;27;Muy buena / Oso ona;4;5;Muy buena / Oso ona;219;51;1013,3;23,3;22,2;1,74
17/10/2017;06:00;5;25;Muy buena / Oso ona;32;22;Muy buena / Oso ona;4;5;Muy buena / Oso ona;201;49;1013,1;0,2;22,6;1,9
17/10/2017;05:00;6;23;Muy buena / Oso ona;33;13;Muy buena / Oso ona;5;4;Muy buena / Oso ona;190;59;1013,1;0,2;21,3;1,75
17/10/2017;04:00;16;21;Muy buena / Oso ona;46;22;Muy buena / Oso ona;12;;Sin datos / Daturik gabe;6;93;1013,5;0,2;14,7;0,11
17/10/2017;03:00;8;25;Muy buena / Oso ona;37;22;Muy buena / Oso ona;8;5;Muy buena / Oso ona;316;93;1014,3;0,2;15,1;0,28
17/10/2017;02:00;4;27;Muy buena / Oso ona;33;24;Muy buena / Oso ona;6;5;Muy buena / Oso ona;211;92;1015,3;0,2;15,6;0,71
17/10/2017;01:00;7;35;Muy buena / Oso ona;45;25;Muy buena / Oso ona;4;5;Muy buena / Oso ona;216;91;1016,2;0,2;16;1,43
16/10/2017;24:00;7;41;Muy buena / Oso ona;53;25;Muy buena / Oso ona;5;6;Muy buena / Oso ona;212;89;1017,1;0,2;16,8;1,08
16/10/2017;23:00;21;17;Muy buena / Oso ona;50;26;Muy buena / Oso ona;112;6;Muy buena / Oso ona;181;89;1017,8;0,2;17,8;0,57
16/10/2017;22:00;20;18;Muy buena / Oso ona;49;29;Muy buena / Oso ona;109;5;Muy buena / Oso ona;132;88;1018,4;0,2;18;0,81
16/10/2017;21:00;17;25;Muy buena / Oso ona;51;31;Muy buena / Oso ona;57;4;Muy buena / Oso ona;35;87;1018,7;0,2;18,3;0,27
16/10/2017;20:00;12;34;Muy buena / Oso ona;52;32;Muy buena / Oso ona;13;5;Muy buena / Oso ona;317;86;1018,9;0,2;18,5;0,24
16/10/2017;19:00;10;34;Muy buena / Oso ona;50;34;Muy buena / Oso ona;3;5;Muy buena / Oso ona;320;84;1019,1;0,2;18,9;0,37
16/10/2017;18:00;6;16;Muy buena / Oso ona;25;40;Muy buena / Oso ona;2;5;Muy buena / Oso ona;300;80;1018,9;3,9;19,8;0,73
16/10/2017;17:00;9;18;Muy buena / Oso ona;33;38;Muy buena / Oso ona;3;5;Muy buena / Oso ona;328;73;1018,5;50,9;21,1;1,04
16/10/2017;16:00;16;20;Muy buena / Oso ona;45;38;Muy buena / Oso ona;3;4;Muy buena / Oso ona;355;70;1018,4;217,3;22,1;2,15
16/10/2017;15:00;14;18;Muy buena / Oso ona;38;53;Buena / Ona;3;4;Muy buena / Oso ona;335;71;1018,5;363,8;22,9;1,82
16/10/2017;14:00;7;11;Muy buena / Oso ona;22;;Sin datos / Daturik gabe;2;5;Muy buena / Oso ona;331;69;1017,9;434;23,6;3,28
16/10/2017;13:00;7;10;Muy buena / Oso ona;20;38;Muy buena / Oso ona;3;4;Muy buena / Oso ona;300;38;1016,6;534,1;29,8;1,17
16/10/2017;12:00;7;17;Muy buena / Oso ona;28;26;Muy buena / Oso ona;3;4;Muy buena / Oso ona;173;41;1016,7;538,5;28,6;1,52
16/10/2017;11:00;8;17;Muy buena / Oso ona;29;30;Muy buena / Oso ona;3;5;Muy buena / Oso ona;184;45;1017;505,3;26,9;2,58
16/10/2017;10:00;7;16;Muy buena / Oso ona;27;27;Muy buena / Oso ona;2;5;Muy buena / Oso ona;196;45;1016,7;413,5;26;2,34
16/10/2017;09:00;8;18;Muy buena / Oso ona;30;31;Muy buena / Oso ona;2;5;Muy buena / Oso ona;184;49;1016,2;290,2;24,8;2,77
16/10/2017;08:00;9;23;Muy buena / Oso ona;36;35;Muy buena / Oso ona;2;4;Muy buena / Oso ona;176;49;1015,6;138,3;24,1;2,6
16/10/2017;07:00;9;28;Muy buena / Oso ona;42;33;Muy buena / Oso ona;2;5;Muy buena / Oso ona;185;51;1015;14,4;23,8;2,7
16/10/2017;06:00;7;20;Muy buena / Oso ona;31;28;Muy buena / Oso ona;2;5;Muy buena / Oso ona;191;50;1014,7;0,2;24,1;2,68
16/10/2017;05:00;5;8;Muy buena / Oso ona;16;27;Muy buena / Oso ona;3;5;Muy buena / Oso ona;169;51;1014,4;0,2;24,2;2,82
16/10/2017;04:00;4;6;Muy buena / Oso ona;12;26;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;167;52;1014,5;0,2;24,6;2,73
16/10/2017;03:00;4;3;Muy buena / Oso ona;9;29;Muy buena / Oso ona;3;5;Muy buena / Oso ona;191;52;1014,6;0,2;24,9;2,31
16/10/2017;02:00;6;2;Muy buena / Oso ona;11;31;Muy buena / Oso ona;3;4;Muy buena / Oso ona;176;51;1014,9;0,2;25,1;2,03
16/10/2017;01:00;5;1;Muy buena / Oso ona;10;36;Muy buena / Oso ona;3;5;Muy buena / Oso ona;187;51;1015,2;0,2;25,6;2,24
15/10/2017;24:00;5;1;Muy buena / Oso ona;9;31;Muy buena / Oso ona;2;5;Muy buena / Oso ona;224;51;1015,5;0,2;25,5;2,75
15/10/2017;23:00;5;3;Muy buena / Oso ona;11;32;Muy buena / Oso ona;3;4;Muy buena / Oso ona;238;51;1015,7;0,2;25,7;2,34
15/10/2017;22:00;6;3;Muy buena / Oso ona;12;42;Buena / Ona;2;4;Muy buena / Oso ona;228;50;1015,7;0,2;25,8;3,31
15/10/2017;21:00;6;10;Muy buena / Oso ona;19;31;Muy buena / Oso ona;3;4;Muy buena / Oso ona;183;49;1015,6;0,2;25,4;1,89
15/10/2017;20:00;11;28;Muy buena / Oso ona;44;33;Muy buena / Oso ona;7;4;Muy buena / Oso ona;151;52;1015,5;0,2;25;1,51
15/10/2017;19:00;20;57;Muy buena / Oso ona;87;36;Muy buena / Oso ona;5;5;Muy buena / Oso ona;137;53;1015,6;0,2;24,8;0,95
15/10/2017;18:00;10;37;Muy buena / Oso ona;53;34;Muy buena / Oso ona;4;5;Muy buena / Oso ona;145;50;1015,4;5,1;26;1,19
15/10/2017;17:00;7;23;Muy buena / Oso ona;34;33;Muy buena / Oso ona;4;4;Muy buena / Oso ona;194;47;1015,3;62,6;27,7;1,17
15/10/2017;16:00;5;11;Muy buena / Oso ona;19;33;Muy buena / Oso ona;2;4;Muy buena / Oso ona;223;45;1015,3;211,1;28,8;2,28
15/10/2017;15:00;3;6;Muy buena / Oso ona;10;32;Muy buena / Oso ona;2;5;Muy buena / Oso ona;225;44;1015,6;344,5;28,8;3,11
15/10/2017;14:00;5;4;Muy buena / Oso ona;12;31;Muy buena / Oso ona;3;4;Muy buena / Oso ona;213;44;1016;449,3;28,7;2,95
15/10/2017;13:00;3;5;Muy buena / Oso ona;9;30;Muy buena / Oso ona;3;4;Muy buena / Oso ona;214;44;1016,5;515,6;28,4;2,93
15/10/2017;12:00;1;8;Muy buena / Oso ona;10;30;Muy buena / Oso ona;2;4;Muy buena / Oso ona;211;46;1017,2;522,2;27,6;2,62
15/10/2017;11:00;5;8;Muy buena / Oso ona;17;30;Muy buena / Oso ona;2;4;Muy buena / Oso ona;207;50;1017,6;482,2;26,3;2,73
15/10/2017;10:00;5;8;Muy buena / Oso ona;16;28;Muy buena / Oso ona;2;4;Muy buena / Oso ona;207;53;1017,8;385,4;25,1;3
15/10/2017;09:00;2;9;Muy buena / Oso ona;11;27;Muy buena / Oso ona;2;4;Muy buena / Oso ona;208;57;1017,7;259,2;23,9;3,21
15/10/2017;08:00;3;9;Muy buena / Oso ona;14;25;Muy buena / Oso ona;2;4;Muy buena / Oso ona;205;59;1017,5;120,4;23,1;2,65
15/10/2017;07:00;3;7;Muy buena / Oso ona;11;24;Muy buena / Oso ona;2;4;Muy buena / Oso ona;207;59;1017,2;16,9;22,9;2,87
15/10/2017;06:00;2;8;Muy buena / Oso ona;10;24;Muy buena / Oso ona;3;4;Muy buena / Oso ona;205;59;1017,1;0,2;23;2,62
15/10/2017;05:00;1;7;Muy buena / Oso ona;9;25;Muy buena / Oso ona;3;4;Muy buena / Oso ona;209;59;1017;0,2;23,2;2,72
15/10/2017;04:00;3;5;Muy buena / Oso ona;10;24;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;215;59;1016,7;0,2;23,4;2,78
15/10/2017;03:00;4;7;Muy buena / Oso ona;13;24;Muy buena / Oso ona;3;5;Muy buena / Oso ona;202;59;1016,8;0,2;23,5;2,21
15/10/2017;02:00;3;10;Muy buena / Oso ona;14;26;Muy buena / Oso ona;3;4;Muy buena / Oso ona;199;58;1017,1;0,2;23,9;1,92
15/10/2017;01:00;2;8;Muy buena / Oso ona;11;29;Muy buena / Oso ona;3;4;Muy buena / Oso ona;208;57;1017,2;0,2;24,1;1,91
14/10/2017;24:00;1;7;Muy buena / Oso ona;9;29;Muy buena / Oso ona;3;5;Muy buena / Oso ona;219;57;1017,2;0,2;24,4;1,98
14/10/2017;23:00;4;10;Muy buena / Oso ona;16;30;Muy buena / Oso ona;3;4;Muy buena / Oso ona;204;57;1017,2;0,2;24,6;2,23
