Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;2;0;Muy buena / Oso ona;4;28;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;214;94;1022,6;0;0;10,1;0,29
29/10/2017;06:00;2;0;Muy buena / Oso ona;4;27;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;154;93;1022,8;0;0;9,4;0,34
29/10/2017;05:00;2;0;Muy buena / Oso ona;3;24;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;157;93;1022,9;0;0;9,6;0,35
29/10/2017;04:00;2;0;Muy buena / Oso ona;4;22;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;183;94;1022,9;0;0;10,1;0,28
29/10/2017;03:00;2;0;Muy buena / Oso ona;2;30;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;150;93;1023,1;0;0;9,8;0,3
29/10/2017;02:00;2;0;Muy buena / Oso ona;3;30;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;153;93;1023,5;0;0;10,1;0,32
29/10/2017;01:00;2;0;Muy buena / Oso ona;3;27;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;140;93;1023,9;0;0;10,4;0,32
28/10/2017;24:00;2;0;Muy buena / Oso ona;4;24;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;141;92;1024,2;0;0;10,9;0,33
28/10/2017;23:00;2;0;Muy buena / Oso ona;4;22;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;127;92;1024,4;0;0;11,5;0,31
28/10/2017;22:00;2;0;Muy buena / Oso ona;4;21;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;140;92;1024,6;0;0;11,8;0,28
28/10/2017;21:00;3;0;Muy buena / Oso ona;5;19;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;191;89;1024,6;0;0;12,7;0,32
28/10/2017;20:00;3;0;Muy buena / Oso ona;4;16;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;159;89;1024,6;0;0;13,3;0,3
28/10/2017;19:00;3;0;Muy buena / Oso ona;4;17;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;167;89;1024,7;0;0;13,2;0,31
28/10/2017;18:00;2;0;Muy buena / Oso ona;4;12;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;132;86;1024,5;0;0;13,7;0,34
28/10/2017;17:00;2;0;Muy buena / Oso ona;3;14;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;77;78;1024,2;0;0;16,4;0,22
28/10/2017;16:00;2;0;Muy buena / Oso ona;3;20;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;4;71;1024;0;62,3;18,3;0,27
28/10/2017;15:00;2;0;Muy buena / Oso ona;4;19;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;14;71;1024,2;0;147,4;18,5;0,42
28/10/2017;14:00;1;0;Muy buena / Oso ona;2;22;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;21;73;1024,4;0;180,8;18,6;0,46
28/10/2017;13:00;1;0;Muy buena / Oso ona;1;20;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;24;75;1025;0;105,1;18,3;0,32
28/10/2017;12:00;1;0;Muy buena / Oso ona;2;22;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;29;76;1025,7;0;199,3;18,7;0,11
28/10/2017;11:00;1;0;Muy buena / Oso ona;1;31;Muy buena / Oso ona;21;Muy buena / Oso ona;2;Muy buena / Oso ona;181;87;1026,2;0;87,3;17,3;0,14
28/10/2017;10:00;1;0;Muy buena / Oso ona;1;32;Muy buena / Oso ona;22;Muy buena / Oso ona;2;Muy buena / Oso ona;168;90;1026,3;0;23,3;16,4;0,28
28/10/2017;09:00;1;0;Muy buena / Oso ona;2;24;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;186;93;1026,2;0;0;15,7;0,33
28/10/2017;08:00;1;0;Muy buena / Oso ona;2;29;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;201;95;1026;0;0;14,7;0,34
28/10/2017;07:00;1;0;Muy buena / Oso ona;2;20;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;167;93;1025,7;0;0;14,1;0,35
28/10/2017;06:00;1;0;Muy buena / Oso ona;2;23;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;173;93;1025,7;0;0;14,7;0,29
28/10/2017;05:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
28/10/2017;04:00;2;0;Muy buena / Oso ona;3;16;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;129;92;1026;0;0;15,9;0,32
28/10/2017;03:00;2;0;Muy buena / Oso ona;3;16;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;131;90;1026,2;0;0;16,2;0,23
28/10/2017;02:00;2;0;Muy buena / Oso ona;3;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;164;89;1026,5;0;0;16,1;0,29
28/10/2017;01:00;2;0;Muy buena / Oso ona;4;12;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;156;87;1026,9;0;0;16,3;0,24
27/10/2017;24:00;2;0;Muy buena / Oso ona;2;12;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;62;83;1027,2;0;0;16,9;0,25
27/10/2017;23:00;1;0;Muy buena / Oso ona;1;16;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;27;81;1027,4;0;0;17,6;0,27
27/10/2017;22:00;1;0;Muy buena / Oso ona;1;13;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;37;79;1027,4;0;0;17,6;0,05
27/10/2017;21:00;1;0;Muy buena / Oso ona;2;13;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;106;84;1027,2;0;0;17,3;0,18
27/10/2017;20:00;1;0;Muy buena / Oso ona;1;18;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;25;86;1027,1;0;0;17,8;0,28
27/10/2017;19:00;3;0;Muy buena / Oso ona;4;20;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;30;84;1027;0;0;18,2;0,29
27/10/2017;18:00;3;0;Muy buena / Oso ona;5;22;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;24;85;1026,9;0;0;18,5;0,21
27/10/2017;17:00;4;0;Muy buena / Oso ona;5;22;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;253;82;1026,8;0;0;19,1;0,12
27/10/2017;16:00;3;0;Muy buena / Oso ona;6;25;Muy buena / Oso ona;19;Muy buena / Oso ona;2;Muy buena / Oso ona;256;85;1026,9;0;0;19,3;0,11
27/10/2017;15:00;4;0;Muy buena / Oso ona;6;28;Muy buena / Oso ona;22;Muy buena / Oso ona;2;Muy buena / Oso ona;51;87;1026,9;0;55,7;19,2;0,09
27/10/2017;14:00;3;0;Muy buena / Oso ona;4;29;Muy buena / Oso ona;23;Muy buena / Oso ona;2;Muy buena / Oso ona;51;85;1027;0;59,3;19,4;0,08
27/10/2017;13:00;3;0;Muy buena / Oso ona;5;28;Muy buena / Oso ona;21;Muy buena / Oso ona;2;Muy buena / Oso ona;299;81;1027,1;0;59,2;19,8;0,09
27/10/2017;12:00;13;0;Muy buena / Oso ona;20;81;Mejorable / Hobetzeko modukoa;30;Buena / Ona;2;Muy buena / Oso ona;184;75;1027,4;0;138,2;19,7;0,11
27/10/2017;11:00;16;0;Muy buena / Oso ona;26;47;Buena / Ona;29;Buena / Ona;3;Muy buena / Oso ona;241;77;1027,5;0;178;17,8;0,29
27/10/2017;10:00;16;0;Muy buena / Oso ona;24;40;Muy buena / Oso ona;27;Buena / Ona;3;Muy buena / Oso ona;204;83;1027,5;0;40,8;15,7;0,27
27/10/2017;09:00;19;0;Muy buena / Oso ona;29;47;Buena / Ona;31;Buena / Ona;3;Muy buena / Oso ona;191;84;1027,2;0;6,9;15,1;0,31
27/10/2017;08:00;18;0;Muy buena / Oso ona;28;34;Muy buena / Oso ona;23;Muy buena / Oso ona;3;Muy buena / Oso ona;193;85;1027;0;0;14,4;0,31
27/10/2017;07:00;11;0;Muy buena / Oso ona;16;29;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona;189;86;1026,6;0;0;14,1;0,3
27/10/2017;06:00;7;0;Muy buena / Oso ona;11;26;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;259;88;1026,5;0;0;13,4;0,08
27/10/2017;05:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
27/10/2017;04:00;4;0;Muy buena / Oso ona;6;21;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;84;92;1025,6;0;0;11,8;0,21
27/10/2017;03:00;3;0;Muy buena / Oso ona;5;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;94;91;1025,7;0;0;12;0,35
27/10/2017;02:00;3;0;Muy buena / Oso ona;5;18;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;101;91;1025,9;0;0;12,2;0,35
27/10/2017;01:00;2;0;Muy buena / Oso ona;3;25;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;110;91;1026;0;0;12,4;0,31
26/10/2017;24:00;2;0;Muy buena / Oso ona;3;21;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;146;91;1025,9;0;0;12,8;0,31
26/10/2017;23:00;2;0;Muy buena / Oso ona;3;23;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;138;91;1025,5;0;0;13,2;0,32
26/10/2017;22:00;2;0;Muy buena / Oso ona;3;24;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;144;91;1025,1;0;0;13,5;0,26
26/10/2017;21:00;3;0;Muy buena / Oso ona;4;22;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;130;90;1024,5;0;0;14,3;0,32
26/10/2017;20:00;2;0;Muy buena / Oso ona;3;23;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;146;90;1024,2;0;0;15;0,34
26/10/2017;19:00;3;0;Muy buena / Oso ona;4;21;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;157;87;1023,9;0;0;15,8;0,33
26/10/2017;18:00;2;0;Muy buena / Oso ona;4;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;136;81;1023,1;0;0;17,3;0,33
26/10/2017;17:00;3;0;Muy buena / Oso ona;4;24;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;149;69;1022,6;0;0;20,5;0,06
26/10/2017;16:00;2;0;Muy buena / Oso ona;4;23;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;13;54;1022,1;0;138,2;24,1;0,32
26/10/2017;15:00;3;5;Muy buena / Oso ona;9;38;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;236;58;1021,9;0;338,7;24,4;0,06
26/10/2017;14:00;1;0;Muy buena / Oso ona;2;44;Buena / Ona;22;Muy buena / Oso ona;2;Muy buena / Oso ona;26;65;1022;0;448,3;23,4;0,28
26/10/2017;13:00;0;0;Muy buena / Oso ona;1;43;Buena / Ona;19;Muy buena / Oso ona;2;Muy buena / Oso ona;15;65;1021,9;0;452,2;23,4;0,29
26/10/2017;12:00;1;1;Muy buena / Oso ona;3;40;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;15;61;1021,5;0;533,3;24,1;0,43
26/10/2017;11:00;5;22;Muy buena / Oso ona;29;32;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;29;61;1020,7;0;448,6;24,1;0,56
26/10/2017;10:00;2;14;Muy buena / Oso ona;18;19;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;157;43;1019,7;0;421,6;26;0,15
26/10/2017;09:00;41;27;Muy buena / Oso ona;90;22;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;189;61;1019,2;0;275,9;20,8;0,29
26/10/2017;08:00;117;46;Muy buena / Oso ona;226;32;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona;185;86;1018,7;0;43,1;14,2;0,27
