Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
26/10/2017;07:00;91;38;Muy buena / Oso ona;179;19;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;212;88;1018;0;0;13,2;0,25
26/10/2017;06:00;40;29;Muy buena / Oso ona;90;17;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;210;89;1017,4;0;0;13,3;0,3
26/10/2017;05:00;17;23;Muy buena / Oso ona;48;23;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;216;88;1017;0;0;13,5;0,31
26/10/2017;04:00;7;16;Muy buena / Oso ona;27;39;Muy buena / Oso ona;26;Buena / Ona;2;Muy buena / Oso ona;182;88;1016,9;0;0;13,9;0,22
26/10/2017;03:00;4;14;Muy buena / Oso ona;20;43;Buena / Ona;29;Buena / Ona;2;Muy buena / Oso ona;171;89;1016,6;0;0;14;0,15
26/10/2017;02:00;4;16;Muy buena / Oso ona;22;23;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;211;88;1016,5;0;0;14,3;0,18
26/10/2017;01:00;2;16;Muy buena / Oso ona;19;25;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;170;91;1016,7;0;0;13,9;0,24
25/10/2017;24:00;3;24;Muy buena / Oso ona;28;20;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;182;91;1017,1;0;0;14,1;0,28
25/10/2017;23:00;7;29;Muy buena / Oso ona;40;24;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;169;91;1017,2;0;0;14,4;0,28
25/10/2017;22:00;17;34;Muy buena / Oso ona;59;28;Muy buena / Oso ona;19;Muy buena / Oso ona;2;Muy buena / Oso ona;182;91;1017;0;0;14,7;0,29
25/10/2017;21:00;20;41;Muy buena / Oso ona;70;29;Muy buena / Oso ona;19;Muy buena / Oso ona;2;Muy buena / Oso ona;54;88;1016,7;0;0;15,7;0,24
25/10/2017;20:00;22;47;Muy buena / Oso ona;81;39;Muy buena / Oso ona;26;Buena / Ona;2;Muy buena / Oso ona;189;89;1016,7;0;0;16;0,22
25/10/2017;19:00;12;40;Muy buena / Oso ona;59;30;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;162;88;1017;0;0;16;0,3
25/10/2017;18:00;6;34;Muy buena / Oso ona;44;19;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;134;86;1016,9;0;0;17,7;0,34
25/10/2017;17:00;8;43;Muy buena / Oso ona;56;28;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;29;75;1016,6;0;0;20,6;0,19
25/10/2017;16:00;5;41;Muy buena / Oso ona;48;42;Buena / Ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;18;59;1016,4;0;160;24,3;0,31
25/10/2017;15:00;6;37;Muy buena / Oso ona;45;41;Buena / Ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;20;56;1016,3;0;381,6;25,2;0,23
25/10/2017;14:00;5;33;Muy buena / Oso ona;39;40;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;11;53;1016,5;0;447,2;25,1;0,29
25/10/2017;13:00;11;47;Muy buena / Oso ona;64;36;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;18;47;1016,9;0;523;27;0,3
25/10/2017;12:00;6;37;Muy buena / Oso ona;47;22;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;43;45;1017,6;0;550;25,5;0,19
25/10/2017;11:00;18;36;Muy buena / Oso ona;63;22;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;134;53;1018;0;460,9;23,1;0,21
25/10/2017;10:00;34;32;Muy buena / Oso ona;84;38;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;172;64;1018,3;0;413,8;20;0,33
25/10/2017;09:00;52;29;Muy buena / Oso ona;109;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;131;78;1018,1;0;276,2;16,2;0,29
25/10/2017;08:00;58;28;Muy buena / Oso ona;117;20;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;108;92;1017,6;0;47,4;11,8;0,32
25/10/2017;07:00;42;29;Muy buena / Oso ona;94;16;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;137;92;1016,9;0;0;11,4;0,33
25/10/2017;06:00;10;21;Muy buena / Oso ona;37;13;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;141;92;1016,7;0;0;11,6;0,32
25/10/2017;05:00;12;20;Muy buena / Oso ona;38;13;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;157;92;1016,5;0;0;11,8;0,31
25/10/2017;04:00;5;18;Muy buena / Oso ona;27;12;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;168;90;1016,2;0;0;12,7;0,18
25/10/2017;03:00;6;18;Muy buena / Oso ona;26;12;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;172;92;1016,5;0;0;12,8;0,21
25/10/2017;02:00;3;14;Muy buena / Oso ona;19;12;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;168;92;1016,8;0;0;12,6;0,32
25/10/2017;01:00;5;13;Muy buena / Oso ona;20;13;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;153;92;1016,8;0;0;13,1;0,31
24/10/2017;24:00;12;18;Muy buena / Oso ona;37;14;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;159;92;1017;0;0;13,4;0,32
24/10/2017;23:00;19;20;Muy buena / Oso ona;49;17;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;139;92;1017,3;0;0;13,8;0,34
24/10/2017;22:00;31;22;Muy buena / Oso ona;70;18;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;163;92;1017,2;0;0;14,3;0,3
24/10/2017;21:00;37;24;Muy buena / Oso ona;81;19;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;139;91;1016,8;0;0;14,8;0,3
24/10/2017;20:00;43;31;Muy buena / Oso ona;98;23;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;166;89;1016,5;0;0;15,6;0,28
24/10/2017;19:00;40;42;Muy buena / Oso ona;103;29;Muy buena / Oso ona;20;Muy buena / Oso ona;4;Muy buena / Oso ona;153;87;1016,6;0;0;16,2;0,33
24/10/2017;18:00;40;49;Muy buena / Oso ona;111;22;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;155;80;1016,5;0;0;17,9;0,32
24/10/2017;17:00;67;63;Muy buena / Oso ona;166;27;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;53;66;1016,4;0;0;21,6;0,3
24/10/2017;16:00;36;60;Muy buena / Oso ona;116;32;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;12;51;1016,3;0;131,6;25,4;0,32
24/10/2017;15:00;20;54;Muy buena / Oso ona;85;35;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;22;47;1016,3;0;314,3;25,9;0,31
24/10/2017;14:00;14;38;Muy buena / Oso ona;60;20;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;45;42;1016,5;0;423,6;26,5;0,15
24/10/2017;13:00;11;31;Muy buena / Oso ona;47;15;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;141;39;1016,9;0;446,3;25,4;0,3
24/10/2017;12:00;12;31;Muy buena / Oso ona;50;18;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;167;43;1017,7;0;488,2;22,8;0,22
24/10/2017;11:00;16;32;Muy buena / Oso ona;57;18;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;172;48;1018,6;0;446,9;20;0,32
24/10/2017;10:00;20;29;Muy buena / Oso ona;60;19;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;147;56;1019,2;0;357,9;17,8;0,29
24/10/2017;09:00;31;34;Muy buena / Oso ona;81;23;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;190;67;1019,5;0;258,3;14,1;0,32
24/10/2017;08:00;56;37;Muy buena / Oso ona;123;19;Muy buena / Oso ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;193;84;1019,6;0;50,6;10,5;0,23
24/10/2017;07:00;52;38;Muy buena / Oso ona;117;17;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;196;86;1019,7;0;0;9,9;0,33
24/10/2017;06:00;21;24;Muy buena / Oso ona;55;14;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;141;91;1020;0;0;9,3;0,17
24/10/2017;05:00;14;21;Muy buena / Oso ona;42;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;144;91;1020,4;0;0;9,7;0,17
24/10/2017;04:00;7;14;Muy buena / Oso ona;25;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;197;91;1020,6;0;0;10;0,11
24/10/2017;03:00;7;15;Muy buena / Oso ona;25;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;127;90;1020,8;0;0;10,6;0,16
24/10/2017;02:00;3;14;Muy buena / Oso ona;20;12;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;207;90;1021,2;0;0;11,1;0,14
24/10/2017;01:00;1;14;Muy buena / Oso ona;15;13;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;227;90;1021,6;0;0;11,5;0,35
23/10/2017;24:00;1;15;Muy buena / Oso ona;16;12;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;170;92;1022;0;0;11,1;0,25
23/10/2017;23:00;3;19;Muy buena / Oso ona;24;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;100;92;1022,2;0;0;11,4;0,19
23/10/2017;22:00;8;24;Muy buena / Oso ona;35;14;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;112;91;1022;0;0;12;0,23
23/10/2017;21:00;9;26;Muy buena / Oso ona;41;15;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;128;91;1021,7;0;0;12,6;0,29
23/10/2017;20:00;16;34;Muy buena / Oso ona;59;15;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;133;90;1021,5;0;0;13,4;0,13
23/10/2017;19:00;23;42;Muy buena / Oso ona;78;15;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;145;89;1021,4;0;0;14,2;0,34
23/10/2017;18:00;10;37;Muy buena / Oso ona;52;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;147;84;1021,2;0;0;15,5;0,32
23/10/2017;17:00;13;43;Muy buena / Oso ona;63;21;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;225;70;1021,2;0;0;18,5;0,06
23/10/2017;16:00;4;22;Muy buena / Oso ona;28;22;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;16;55;1021,4;0;143;21,2;0,26
23/10/2017;15:00;4;16;Muy buena / Oso ona;22;21;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;22;56;1021,6;0;382,2;21,3;0,48
23/10/2017;14:00;3;18;Muy buena / Oso ona;22;19;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;6;55;1021,7;0;448,3;21,5;0,49
23/10/2017;13:00;3;18;Muy buena / Oso ona;22;16;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;9;53;1021,6;0;528,7;21,4;0,28
23/10/2017;12:00;3;16;Muy buena / Oso ona;21;11;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;180;54;1021,6;0;501,4;20,1;0,28
23/10/2017;11:00;10;27;Muy buena / Oso ona;43;16;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;164;62;1022,2;0;448,3;18,7;0,23
23/10/2017;10:00;14;28;Muy buena / Oso ona;49;22;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;157;72;1022,7;0;366,7;16,3;0,27
23/10/2017;09:00;17;31;Muy buena / Oso ona;58;14;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;178;78;1022,8;0;216;14,3;0,29
23/10/2017;08:00;42;41;Muy buena / Oso ona;106;16;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;228;90;1022,5;0;30,5;11,6;0,39
23/10/2017;07:00;57;43;Muy buena / Oso ona;129;18;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;221;92;1022,4;0;0;10,8;0,33
23/10/2017;06:00;27;34;Muy buena / Oso ona;75;16;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;231;93;1022,7;0;0;10,9;0,34
23/10/2017;05:00;8;22;Muy buena / Oso ona;34;16;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;216;93;1022,7;0;0;11,1;0,3
