Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;0,53;"Muy buena / ";0,42;21;23;Muy buena / Oso ona;56;10;Muy buena / Oso ona
29/10/2017;06:00;0,46;"Muy buena / ";0,4;14;23;Muy buena / Oso ona;44;9;Muy buena / Oso ona
29/10/2017;05:00;0,27;"Muy buena / ";0,38;5;19;Muy buena / Oso ona;26;9;Muy buena / Oso ona
29/10/2017;04:00;0,43;"Muy buena / ";0,39;9;22;Muy buena / Oso ona;35;8;Muy buena / Oso ona
29/10/2017;03:00;0,44;"Muy buena / ";0,39;7;24;Muy buena / Oso ona;35;7;Muy buena / Oso ona
29/10/2017;02:00;0,45;"Muy buena / ";0,36;10;28;Muy buena / Oso ona;43;7;Muy buena / Oso ona
29/10/2017;01:00;0,4;"Muy buena / ";0,33;7;30;Muy buena / Oso ona;40;8;Muy buena / Oso ona
28/10/2017;24:00;0,45;"Muy buena / ";0,3;9;35;Muy buena / Oso ona;48;7;Muy buena / Oso ona
28/10/2017;23:00;0,38;"Muy buena / ";0,28;5;38;Muy buena / Oso ona;46;7;Muy buena / Oso ona
28/10/2017;22:00;0,37;"Muy buena / ";0,26;3;41;Muy buena / Oso ona;46;8;Muy buena / Oso ona
28/10/2017;21:00;0,34;"Muy buena / ";0,24;7;49;Muy buena / Oso ona;59;11;Muy buena / Oso ona
28/10/2017;20:00;0,4;"Muy buena / ";0,22;7;58;Muy buena / Oso ona;70;10;Muy buena / Oso ona
28/10/2017;19:00;0,26;"Muy buena / ";0,19;4;34;Muy buena / Oso ona;39;12;Muy buena / Oso ona
28/10/2017;18:00;0,15;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;14;8;Muy buena / Oso ona
28/10/2017;17:00;0,18;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;20;3;Muy buena / Oso ona
28/10/2017;16:00;0,19;"Muy buena / ";0,18;1;13;Muy buena / Oso ona;14;10;Muy buena / Oso ona
28/10/2017;15:00;0,21;"Muy buena / ";0,18;2;13;Muy buena / Oso ona;16;9;Muy buena / Oso ona
28/10/2017;14:00;0,16;"Muy buena / ";0,18;1;11;Muy buena / Oso ona;13;12;Muy buena / Oso ona
28/10/2017;13:00;0,15;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;13;8;Muy buena / Oso ona
28/10/2017;12:00;0,17;"Muy buena / ";0,18;3;15;Muy buena / Oso ona;20;10;Muy buena / Oso ona
28/10/2017;11:00;0,17;"Muy buena / ";0,18;2;15;Muy buena / Oso ona;16;9;Muy buena / Oso ona
28/10/2017;10:00;0,17;"Muy buena / ";0,18;2;12;Muy buena / Oso ona;16;12;Muy buena / Oso ona
28/10/2017;09:00;0,19;"Muy buena / ";0,18;5;21;Muy buena / Oso ona;28;13;Muy buena / Oso ona
28/10/2017;08:00;0,2;"Muy buena / ";0,18;6;26;Muy buena / Oso ona;36;13;Muy buena / Oso ona
28/10/2017;07:00;0,24;"Muy buena / ";0,18;2;35;Muy buena / Oso ona;39;12;Muy buena / Oso ona
28/10/2017;06:00;0,16;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;11;8;Muy buena / Oso ona
28/10/2017;05:00;0,15;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;5;6;Muy buena / Oso ona
28/10/2017;04:00;0,15;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;4;6;Muy buena / Oso ona
28/10/2017;03:00;0,15;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;6;10;Muy buena / Oso ona
28/10/2017;02:00;0,22;"Muy buena / ";0,26;;;Sin datos / Daturik gabe;11;8;Muy buena / Oso ona
28/10/2017;01:00;0,23;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;11;8;Muy buena / Oso ona
27/10/2017;24:00;0,23;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;14;10;Muy buena / Oso ona
27/10/2017;23:00;0,21;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;11;5;Muy buena / Oso ona
27/10/2017;22:00;0,2;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;12;11;Muy buena / Oso ona
27/10/2017;21:00;0,25;"Muy buena / ";0,26;;;Sin datos / Daturik gabe;21;8;Muy buena / Oso ona
27/10/2017;20:00;0,35;"Muy buena / ";0,3;5;41;Muy buena / Oso ona;49;25;Muy buena / Oso ona
27/10/2017;19:00;0,29;"Muy buena / ";0,38;5;34;Muy buena / Oso ona;42;18;Muy buena / Oso ona
27/10/2017;18:00;0,24;"Muy buena / ";0,43;6;28;Muy buena / Oso ona;36;15;Muy buena / Oso ona
27/10/2017;17:00;0,23;"Muy buena / ";0,47;5;26;Muy buena / Oso ona;34;17;Muy buena / Oso ona
27/10/2017;16:00;0,2;"Muy buena / ";0,52;4;20;Muy buena / Oso ona;25;13;Muy buena / Oso ona
27/10/2017;15:00;0,26;"Muy buena / ";0,55;10;40;Muy buena / Oso ona;54;24;Muy buena / Oso ona
27/10/2017;14:00;0,54;"Muy buena / ";0,56;46;68;Muy buena / Oso ona;139;38;Muy buena / Oso ona
27/10/2017;13:00;0,57;"Muy buena / ";0,52;48;66;Muy buena / Oso ona;139;32;Muy buena / Oso ona
27/10/2017;12:00;0,85;"Muy buena / ";0,48;47;57;Muy buena / Oso ona;129;35;Muy buena / Oso ona
27/10/2017;11:00;0,69;"Muy buena / ";0,4;74;63;Muy buena / Oso ona;176;43;Buena / Ona
27/10/2017;10:00;0,53;"Muy buena / ";0,33;79;50;Muy buena / Oso ona;171;58;Buena / Ona
27/10/2017;09:00;0,57;"Muy buena / ";0,3;85;46;Muy buena / Oso ona;176;61;Mejorable / Hobetzeko modukoa
27/10/2017;08:00;0,38;"Muy buena / ";0,25;122;44;Muy buena / Oso ona;231;58;Buena / Ona
