Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
28/08/2017;01:00;2;11;Muy buena / Oso ona;14;40;"Muy buena / ";32;16;Muy buena / Oso ona;161;79;1003,9;0;0,6;20,7;0,77
27/08/2017;24:00;2;14;Muy buena / Oso ona;17;43;"Muy buena / ";33;14;Muy buena / Oso ona;228;75;1003,6;0;0,6;21,8;1,55
27/08/2017;23:00;3;13;Muy buena / Oso ona;17;36;"Muy buena / ";33;10;Muy buena / Oso ona;221;78;1003,4;0;0,6;21,6;0,99
27/08/2017;22:00;4;15;Muy buena / Oso ona;21;26;"Muy buena / ";33;13;Muy buena / Oso ona;244;83;1004,1;0;0,6;21,1;1,2
27/08/2017;21:00;5;20;Muy buena / Oso ona;27;24;"Muy buena / ";34;14;Muy buena / Oso ona;239;83;1004,1;0;0,7;21,5;1,29
27/08/2017;20:00;6;20;Muy buena / Oso ona;29;24;"Muy buena / ";35;14;Muy buena / Oso ona;234;83;1003,9;0;0,7;22,1;1,78
27/08/2017;19:00;6;19;Muy buena / Oso ona;28;26;"Muy buena / ";35;12;Muy buena / Oso ona;224;82;1004;0;19,8;22,8;1,19
27/08/2017;18:00;4;11;Muy buena / Oso ona;18;45;"Muy buena / ";35;16;Muy buena / Oso ona;238;77;1004,5;0;110,9;23,8;1,12
27/08/2017;17:00;4;8;Muy buena / Oso ona;14;52;"Muy buena / ";32;7;Muy buena / Oso ona;258;74;1005,4;0;128,2;24,1;0,75
27/08/2017;16:00;4;10;Muy buena / Oso ona;17;;"Sin datos / ";26;19;Muy buena / Oso ona;148;90;1006,3;0,5;304,3;21,5;0,61
27/08/2017;15:00;5;16;Muy buena / Oso ona;24;32;"Muy buena / ";25;20;Muy buena / Oso ona;185;88;1007,9;0,7;25,6;22,3;0,8
27/08/2017;14:00;5;11;Muy buena / Oso ona;19;31;"Muy buena / ";24;22;Muy buena / Oso ona;188;87;1006,4;0,1;85,5;23;0,7
27/08/2017;13:00;5;14;Muy buena / Oso ona;21;31;"Muy buena / ";22;32;Muy buena / Oso ona;139;82;1005,9;0,1;91,3;23,8;0,59
27/08/2017;12:00;7;20;Muy buena / Oso ona;30;27;"Muy buena / ";20;34;Muy buena / Oso ona;114;78;1005,5;0;114,5;24,3;0,33
27/08/2017;11:00;8;24;Muy buena / Oso ona;36;25;"Muy buena / ";19;30;Muy buena / Oso ona;6;69;1005,4;0;109,7;25,2;0,11
27/08/2017;10:00;11;23;Muy buena / Oso ona;39;23;"Muy buena / ";18;28;Muy buena / Oso ona;54;71;1005,4;0;142,4;24,2;0,3
27/08/2017;09:00;9;22;Muy buena / Oso ona;35;18;"Muy buena / ";18;33;Muy buena / Oso ona;273;72;1004,3;0;97,8;23,4;0,52
27/08/2017;08:00;7;20;Muy buena / Oso ona;31;19;"Muy buena / ";18;27;Muy buena / Oso ona;232;77;1003,8;0;129,4;21,5;0,52
27/08/2017;07:00;6;17;Muy buena / Oso ona;26;19;"Muy buena / ";17;22;Muy buena / Oso ona;241;83;1003,5;0;66,4;19,2;0,75
27/08/2017;06:00;5;15;Muy buena / Oso ona;23;15;"Muy buena / ";18;18;Muy buena / Oso ona;250;87;1003,1;0;4,1;18,5;0,64
27/08/2017;05:00;4;13;Muy buena / Oso ona;19;16;"Muy buena / ";20;14;Muy buena / Oso ona;255;87;1003;0;0,7;18,8;0,5
27/08/2017;04:00;4;12;Muy buena / Oso ona;18;15;"Muy buena / ";23;14;Muy buena / Oso ona;251;87;1003,4;0;0,7;19,2;0,83
27/08/2017;03:00;3;11;Muy buena / Oso ona;16;18;"Muy buena / ";28;16;Muy buena / Oso ona;257;86;1003,6;0;0,7;19,7;0,58
27/08/2017;02:00;2;12;Muy buena / Oso ona;15;21;"Muy buena / ";33;10;Muy buena / Oso ona;244;86;1003,6;0;0,7;20;0,75
27/08/2017;01:00;3;12;Muy buena / Oso ona;16;17;"Muy buena / ";40;9;Muy buena / Oso ona;247;89;1003,8;0;0,7;20,3;0,6
26/08/2017;24:00;3;14;Muy buena / Oso ona;18;18;"Muy buena / ";48;10;Muy buena / Oso ona;222;88;1004;0;0,7;20,7;0,23
26/08/2017;23:00;3;15;Muy buena / Oso ona;19;22;"Muy buena / ";48;10;Muy buena / Oso ona;175;88;1004;0;0,7;21,1;0,09
26/08/2017;22:00;4;12;Muy buena / Oso ona;18;29;"Muy buena / ";52;9;Muy buena / Oso ona;246;87;1004,6;0;0,7;21,6;0,78
26/08/2017;21:00;3;11;Muy buena / Oso ona;15;39;"Muy buena / ";60;10;Muy buena / Oso ona;343;87;1004,3;0;0,7;21,6;0,12
26/08/2017;20:00;4;8;Muy buena / Oso ona;13;49;"Muy buena / ";66;10;Muy buena / Oso ona;39;86;1004,2;0;0,8;21,8;1,22
26/08/2017;19:00;4;7;Muy buena / Oso ona;13;56;"Muy buena / ";68;8;Muy buena / Oso ona;43;84;1003,8;0;14,9;22,4;2,64
26/08/2017;18:00;3;7;Muy buena / Oso ona;11;65;"Buena / ";67;7;Muy buena / Oso ona;40;80;1003,5;0;154,9;23,4;4,24
26/08/2017;17:00;3;7;Muy buena / Oso ona;11;74;"Buena / ";62;6;Muy buena / Oso ona;40;78;1003,1;0;243,1;24,3;4,71
26/08/2017;16:00;4;8;Muy buena / Oso ona;14;;"Sin datos / ";56;11;Muy buena / Oso ona;39;72;1002,4;0;241,2;27;4,93
26/08/2017;15:00;3;9;Muy buena / Oso ona;13;75;"Buena / ";52;19;Muy buena / Oso ona;;;;;;;
26/08/2017;14:00;3;9;Muy buena / Oso ona;14;77;"Buena / ";49;22;Muy buena / Oso ona;37;70;1002,8;0;341,3;27,7;2,93
26/08/2017;13:00;4;9;Muy buena / Oso ona;14;76;"Buena / ";43;25;Muy buena / Oso ona;;;;;;;
26/08/2017;12:00;5;11;Muy buena / Oso ona;18;60;"Muy buena / ";39;25;Muy buena / Oso ona;43;67;1003,1;0;840,7;27,4;2,38
26/08/2017;11:00;6;9;Muy buena / Oso ona;18;47;"Muy buena / ";36;22;Muy buena / Oso ona;40;72;1003,6;0;593,7;25,5;1,81
26/08/2017;10:00;5;8;Muy buena / Oso ona;16;40;"Muy buena / ";36;11;Muy buena / Oso ona;37;71;1003,9;0;519,4;24,6;0,45
26/08/2017;09:00;6;9;Muy buena / Oso ona;18;36;"Muy buena / ";36;11;Muy buena / Oso ona;258;79;1004,2;0;321;22,4;0,72
26/08/2017;08:00;6;10;Muy buena / Oso ona;18;29;"Muy buena / ";38;7;Muy buena / Oso ona;262;86;1004,3;0;116,2;20,9;1,03
26/08/2017;07:00;4;9;Muy buena / Oso ona;14;24;"Muy buena / ";39;4;Muy buena / Oso ona;69;92;1004,2;0;64,7;19,9;0,46
26/08/2017;06:00;3;8;Muy buena / Oso ona;12;32;"Muy buena / ";43;4;Muy buena / Oso ona;38;93;1004,1;0;6,6;19,7;0,57
26/08/2017;05:00;2;6;Muy buena / Oso ona;9;40;"Muy buena / ";45;4;Muy buena / Oso ona;33;93;1004,1;0;0,7;19,8;0,7
26/08/2017;04:00;2;5;Muy buena / Oso ona;8;41;"Muy buena / ";47;4;Muy buena / Oso ona;47;93;1004,3;0;0,7;19,9;1,03
26/08/2017;03:00;2;5;Muy buena / Oso ona;8;44;"Muy buena / ";48;4;Muy buena / Oso ona;29;93;1004,8;0;0,7;19,8;0,82
26/08/2017;02:00;2;5;Muy buena / Oso ona;8;45;"Muy buena / ";50;5;Muy buena / Oso ona;25;93;1005,3;0;0,7;19,8;0,98
26/08/2017;01:00;2;5;Muy buena / Oso ona;8;46;"Muy buena / ";52;4;Muy buena / Oso ona;53;94;1005,6;0;0,7;19,7;1,18
25/08/2017;24:00;2;6;Muy buena / Oso ona;9;50;"Muy buena / ";55;4;Muy buena / Oso ona;53;95;1005,9;0;0,7;19,7;1,39
25/08/2017;23:00;4;6;Muy buena / Oso ona;11;50;"Muy buena / ";55;5;Muy buena / Oso ona;51;94;1006,4;0;0,7;19,8;1,16
25/08/2017;22:00;3;7;Muy buena / Oso ona;10;48;"Muy buena / ";56;6;Muy buena / Oso ona;40;94;1006,5;0;0,7;19,8;1,07
25/08/2017;21:00;4;6;Muy buena / Oso ona;11;53;"Muy buena / ";58;9;Muy buena / Oso ona;37;93;1006,4;0;0,7;20;1,28
25/08/2017;20:00;3;7;Muy buena / Oso ona;12;53;"Muy buena / ";60;7;Muy buena / Oso ona;41;93;1005,9;0;0,7;20,1;1,55
25/08/2017;19:00;4;7;Muy buena / Oso ona;14;56;"Muy buena / ";61;6;Muy buena / Oso ona;47;92;1005,5;0;4,6;20,2;2,6
25/08/2017;18:00;4;9;Muy buena / Oso ona;15;59;"Muy buena / ";61;16;Muy buena / Oso ona;45;88;1005,2;0;24,5;20,9;2,87
25/08/2017;17:00;4;8;Muy buena / Oso ona;14;65;"Buena / ";59;14;Muy buena / Oso ona;46;81;1005;0;75,4;21,9;2,67
25/08/2017;16:00;4;6;Muy buena / Oso ona;12;;"Sin datos / ";55;17;Muy buena / Oso ona;40;79;1004,9;0;129,6;22,5;2,95
25/08/2017;15:00;4;5;Muy buena / Oso ona;11;66;"Buena / ";50;15;Muy buena / Oso ona;42;76;1004,7;0;455,3;23,3;4,3
25/08/2017;14:00;4;6;Muy buena / Oso ona;12;64;"Buena / ";46;16;Muy buena / Oso ona;43;75;1004,6;0;805,1;23,6;4,62
25/08/2017;13:00;4;6;Muy buena / Oso ona;12;63;"Buena / ";39;17;Muy buena / Oso ona;42;73;1004,8;0;833,2;24,3;4,06
25/08/2017;12:00;5;9;Muy buena / Oso ona;17;60;"Muy buena / ";33;16;Muy buena / Oso ona;48;73;1005,2;0;862,6;24,2;3,64
25/08/2017;11:00;6;13;Muy buena / Oso ona;22;54;"Muy buena / ";29;17;Muy buena / Oso ona;49;73;1005,7;0;790,1;23,9;3,1
25/08/2017;10:00;7;13;Muy buena / Oso ona;23;47;"Muy buena / ";28;15;Muy buena / Oso ona;44;76;1005,9;0;671;22,9;2,18
25/08/2017;09:00;5;9;Muy buena / Oso ona;17;42;"Muy buena / ";27;10;Muy buena / Oso ona;36;83;1006;0;337,7;21,2;1,01
25/08/2017;08:00;7;12;Muy buena / Oso ona;22;20;"Muy buena / ";27;8;Muy buena / Oso ona;61;91;1006;0;99;19,6;0,99
25/08/2017;07:00;7;16;Muy buena / Oso ona;27;15;"Muy buena / ";28;9;Muy buena / Oso ona;65;93;1006;0;49,7;19;1,03
25/08/2017;06:00;6;16;Muy buena / Oso ona;24;12;"Muy buena / ";33;7;Muy buena / Oso ona;70;93;1005,8;0;7,7;19;0,66
25/08/2017;05:00;4;9;Muy buena / Oso ona;15;17;"Muy buena / ";39;6;Muy buena / Oso ona;67;92;1005,8;0;0,7;19,4;0,14
25/08/2017;04:00;2;7;Muy buena / Oso ona;10;28;"Muy buena / ";45;6;Muy buena / Oso ona;263;92;1006,1;0;0,6;19,8;0,42
25/08/2017;03:00;2;5;Muy buena / Oso ona;8;39;"Muy buena / ";49;7;Muy buena / Oso ona;264;92;1006,4;0;0,6;20;0,84
25/08/2017;02:00;2;5;Muy buena / Oso ona;8;42;"Muy buena / ";53;8;Muy buena / Oso ona;266;92;1006,8;0;0,6;20,1;0,71
25/08/2017;01:00;2;5;Muy buena / Oso ona;8;43;"Muy buena / ";56;7;Muy buena / Oso ona;270;92;1007;0;0,6;20;0,4
24/08/2017;24:00;3;5;Muy buena / Oso ona;9;46;"Muy buena / ";60;6;Muy buena / Oso ona;58;92;1007,4;0;0,6;19,9;0,69
24/08/2017;23:00;3;5;Muy buena / Oso ona;9;50;"Muy buena / ";60;5;Muy buena / Oso ona;33;93;1007,6;0;0,6;19,9;1,11
24/08/2017;22:00;2;5;Muy buena / Oso ona;8;53;"Muy buena / ";62;3;Muy buena / Oso ona;27;92;1007,7;0;0,6;20,2;1,33
24/08/2017;21:00;3;7;Muy buena / Oso ona;11;57;"Muy buena / ";65;10;Muy buena / Oso ona;34;89;1007,5;0;0,7;20,8;1,26
24/08/2017;20:00;3;8;Muy buena / Oso ona;13;61;"Buena / ";67;12;Muy buena / Oso ona;46;87;1007;0;0,7;21;1,93
24/08/2017;19:00;3;8;Muy buena / Oso ona;12;62;"Buena / ";68;10;Muy buena / Oso ona;44;87;1006,3;0;4,9;21,4;2,79
24/08/2017;18:00;3;10;Muy buena / Oso ona;14;65;"Buena / ";68;16;Muy buena / Oso ona;40;78;1005,7;0;34;22,9;2,57
24/08/2017;17:00;3;9;Muy buena / Oso ona;13;71;"Buena / ";67;18;Muy buena / Oso ona;42;73;1005,4;0;86,6;23,7;2,3
24/08/2017;16:00;3;9;Muy buena / Oso ona;13;;"Sin datos / ";64;15;Muy buena / Oso ona;40;70;1005;0;201,5;24,4;2,81
24/08/2017;15:00;4;7;Muy buena / Oso ona;12;81;"Buena / ";58;20;Muy buena / Oso ona;40;68;1004,9;0;445,8;25;3,56
24/08/2017;14:00;4;5;Muy buena / Oso ona;12;75;"Buena / ";54;20;Muy buena / Oso ona;43;69;1004,9;0;798;24,8;3,99
24/08/2017;13:00;4;6;Muy buena / Oso ona;11;67;"Buena / ";47;23;Muy buena / Oso ona;47;73;1004,8;0;863,1;24,6;4,49
24/08/2017;12:00;4;9;Muy buena / Oso ona;15;69;"Buena / ";44;25;Muy buena / Oso ona;47;71;1005,1;0;851,1;25;4,15
24/08/2017;11:00;8;14;Muy buena / Oso ona;26;63;"Buena / ";41;24;Muy buena / Oso ona;42;68;1005,7;0;803,7;25;2,61
24/08/2017;10:00;7;13;Muy buena / Oso ona;23;59;"Muy buena / ";40;16;Muy buena / Oso ona;55;69;1006,3;0;671,8;24,2;1,78
24/08/2017;09:00;9;12;Muy buena / Oso ona;26;49;"Muy buena / ";40;23;Muy buena / Oso ona;35;77;1006,4;0;433,4;22,5;1,4
24/08/2017;08:00;8;14;Muy buena / Oso ona;27;27;"Muy buena / ";41;12;Muy buena / Oso ona;50;87;1006,3;0;171,7;20,7;0,76
24/08/2017;07:00;6;13;Muy buena / Oso ona;22;20;"Muy buena / ";45;13;Muy buena / Oso ona;61;92;1006,1;0;71,2;19,6;0,82
24/08/2017;06:00;4;12;Muy buena / Oso ona;18;24;"Muy buena / ";50;11;Muy buena / Oso ona;82;91;1005,8;0;6,7;19,6;0,54
24/08/2017;05:00;3;8;Muy buena / Oso ona;12;40;"Muy buena / ";54;10;Muy buena / Oso ona;47;91;1006;0;0,7;20;0,55
24/08/2017;04:00;2;5;Muy buena / Oso ona;8;47;"Muy buena / ";57;8;Muy buena / Oso ona;42;92;1006,2;0;0,6;20;1,08
24/08/2017;03:00;2;5;Muy buena / Oso ona;8;54;"Muy buena / ";58;10;Muy buena / Oso ona;33;91;1006,6;0;0,6;20,1;1,08
24/08/2017;02:00;2;5;Muy buena / Oso ona;8;56;"Muy buena / ";59;19;Muy buena / Oso ona;42;89;1006,8;0;0,6;20,3;1,01
24/08/2017;01:00;2;5;Muy buena / Oso ona;8;56;"Muy buena / ";60;20;Muy buena / Oso ona;356;86;1006,8;0;0,6;20,6;0,35
23/08/2017;24:00;2;6;Muy buena / Oso ona;9;58;"Muy buena / ";60;21;Muy buena / Oso ona;45;87;1007,3;0;0,6;20,7;1,25
23/08/2017;23:00;3;6;Muy buena / Oso ona;9;59;"Muy buena / ";61;18;Muy buena / Oso ona;39;85;1007,6;0;0,6;20,9;1,19
23/08/2017;22:00;2;6;Muy buena / Oso ona;9;62;"Buena / ";61;17;Muy buena / Oso ona;36;85;1007,4;0;0,6;20,8;1,36
23/08/2017;21:00;3;7;Muy buena / Oso ona;11;59;"Muy buena / ";62;22;Muy buena / Oso ona;48;83;1007,1;0;0,7;21;1,84
23/08/2017;20:00;3;7;Muy buena / Oso ona;12;60;"Muy buena / ";63;21;Muy buena / Oso ona;42;80;1007,4;0;0,8;21,3;1,45
23/08/2017;19:00;5;9;Muy buena / Oso ona;16;59;"Muy buena / ";63;19;Muy buena / Oso ona;44;79;1007;0;9,5;21,6;2,5
23/08/2017;18:00;4;9;Muy buena / Oso ona;15;60;"Muy buena / ";61;18;Muy buena / Oso ona;43;76;1006,9;0;56,2;22,2;2,7
23/08/2017;17:00;5;8;Muy buena / Oso ona;15;62;"Buena / ";59;22;Muy buena / Oso ona;44;75;1006,8;0;215,8;22,8;3,17
23/08/2017;16:00;5;8;Muy buena / Oso ona;16;;"Sin datos / ";56;23;Muy buena / Oso ona;46;73;1007;0;347,3;23,4;3,32
23/08/2017;15:00;5;6;Muy buena / Oso ona;13;65;"Buena / ";52;26;Muy buena / Oso ona;40;73;1007,2;0;508,9;23,6;3,01
23/08/2017;14:00;5;7;Muy buena / Oso ona;14;67;"Buena / ";46;27;Muy buena / Oso ona;42;73;1007,5;0;455,1;23,4;3,23
23/08/2017;13:00;4;6;Muy buena / Oso ona;12;66;"Buena / ";40;27;Muy buena / Oso ona;43;71;1007,6;0;469,7;23,9;3,35
23/08/2017;12:00;5;9;Muy buena / Oso ona;17;61;"Buena / ";35;26;Muy buena / Oso ona;46;66;1007,7;0;611;24,4;2,86
23/08/2017;11:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";31;;Sin datos / Daturik gabe;46;67;;;;23,7;2,23
23/08/2017;10:00;7;13;Muy buena / Oso ona;24;48;"Muy buena / ";29;24;Muy buena / Oso ona;47;67;1008,5;0;312,6;23,3;1,26
23/08/2017;09:00;5;15;Muy buena / Oso ona;22;44;"Muy buena / ";29;21;Muy buena / Oso ona;347;66;1008,5;0;237,4;23,3;0,06
23/08/2017;08:00;6;18;Muy buena / Oso ona;28;30;"Muy buena / ";30;19;Muy buena / Oso ona;233;79;1008,7;0;168,1;20,5;0,43
23/08/2017;07:00;7;19;Muy buena / Oso ona;30;20;"Muy buena / ";31;19;Muy buena / Oso ona;241;86;1008,8;0;59,3;19,1;0,96
23/08/2017;06:00;6;17;Muy buena / Oso ona;26;18;"Muy buena / ";39;18;Muy buena / Oso ona;240;87;1008,9;0;4,5;18,7;0,49
23/08/2017;05:00;4;12;Muy buena / Oso ona;18;22;"Muy buena / ";47;16;Muy buena / Oso ona;217;88;1008,7;0;0,7;18,3;0,34
23/08/2017;04:00;3;9;Muy buena / Oso ona;13;27;"Muy buena / ";54;15;Muy buena / Oso ona;219;89;1008,8;0;0,6;18,1;0,34
23/08/2017;03:00;2;7;Muy buena / Oso ona;10;32;"Muy buena / ";61;13;Muy buena / Oso ona;258;88;1009;0;0,6;18,1;0,62
23/08/2017;02:00;2;7;Muy buena / Oso ona;10;37;"Muy buena / ";69;14;Muy buena / Oso ona;249;86;1009;0;0,6;18,7;0,34
23/08/2017;01:00;2;7;Muy buena / Oso ona;10;46;"Muy buena / ";76;15;Muy buena / Oso ona;211;85;1009,1;0;0,6;19,4;0,26
22/08/2017;24:00;2;7;Muy buena / Oso ona;10;58;"Muy buena / ";82;15;Muy buena / Oso ona;250;80;1009,2;0;0,6;20,5;0,64
22/08/2017;23:00;2;6;Muy buena / Oso ona;9;69;"Buena / ";82;23;Muy buena / Oso ona;282;83;1009,2;0;0,6;21,2;0,61
22/08/2017;22:00;2;6;Muy buena / Oso ona;9;75;"Buena / ";84;32;Muy buena / Oso ona;34;84;1008,9;0;0,6;21,5;1,4
22/08/2017;21:00;3;7;Muy buena / Oso ona;11;78;"Buena / ";89;31;Muy buena / Oso ona;42;82;1008,5;0;0,7;21,9;1,72
22/08/2017;20:00;4;6;Muy buena / Oso ona;12;80;"Buena / ";95;31;Muy buena / Oso ona;41;81;1007,8;0;1;22,1;1,84
22/08/2017;19:00;4;8;Muy buena / Oso ona;13;87;"Buena / ";102;32;Muy buena / Oso ona;37;79;1007,3;0;27,2;22,5;2,08
22/08/2017;18:00;3;7;Muy buena / Oso ona;12;90;"Buena / ";105;30;Muy buena / Oso ona;47;77;1007,1;0;152,9;23,2;2,93
22/08/2017;17:00;3;7;Muy buena / Oso ona;11;92;"Buena / ";104;32;Muy buena / Oso ona;46;77;1006,8;0;272,5;23,8;4,13
22/08/2017;16:00;3;7;Muy buena / Oso ona;11;;"Sin datos / ";96;40;Muy buena / Oso ona;45;73;1006,1;0;343,3;24,9;5,07
22/08/2017;15:00;3;8;Muy buena / Oso ona;11;99;"Buena / ";87;45;Buena / Ona;44;71;1005,8;0;502,4;25,8;5,65
22/08/2017;14:00;4;7;Muy buena / Oso ona;13;107;"Buena / ";78;49;Buena / Ona;43;63;1005,6;0;794,2;27,3;5,46
22/08/2017;13:00;4;8;Muy buena / Oso ona;13;116;"Buena / ";70;28;Muy buena / Oso ona;41;53;1005,5;0;861,3;28,8;4,41
22/08/2017;12:00;4;10;Muy buena / Oso ona;16;117;"Buena / ";63;29;Muy buena / Oso ona;40;55;1005,3;0;857;28,9;4,89
22/08/2017;11:00;5;17;Muy buena / Oso ona;24;105;"Buena / ";56;46;Buena / Ona;38;55;1005,2;0;796,6;29,7;3,74
22/08/2017;10:00;5;17;Muy buena / Oso ona;25;85;"Buena / ";49;31;Muy buena / Oso ona;15;40;1004,9;0;678;32,3;0,47
22/08/2017;09:00;12;37;Muy buena / Oso ona;55;48;"Muy buena / ";44;18;Muy buena / Oso ona;248;48;1004,7;0;369,1;30;1,24
22/08/2017;08:00;17;43;Muy buena / Oso ona;68;28;"Muy buena / ";43;33;Muy buena / Oso ona;232;61;1004,4;0;87,6;26,6;0,68
22/08/2017;07:00;21;51;Muy buena / Oso ona;82;17;"Muy buena / ";45;27;Muy buena / Oso ona;240;67;1004;0;46;23,8;0,71
22/08/2017;06:00;6;31;Muy buena / Oso ona;40;40;"Muy buena / ";48;20;Muy buena / Oso ona;236;65;1003,5;0;12,4;24;0,87
22/08/2017;05:00;3;17;Muy buena / Oso ona;22;62;"Buena / ";49;20;Muy buena / Oso ona;250;57;1003,1;0;0,7;26,2;2,07
22/08/2017;04:00;3;13;Muy buena / Oso ona;17;65;"Buena / ";48;19;Muy buena / Oso ona;229;54;1002,8;0;0,6;26,4;1,27
22/08/2017;03:00;2;11;Muy buena / Oso ona;14;45;"Muy buena / ";49;9;Muy buena / Oso ona;211;70;1003,1;0;0,6;20,7;0,63
22/08/2017;02:00;2;11;Muy buena / Oso ona;14;44;"Muy buena / ";58;8;Muy buena / Oso ona;240;76;1003,2;0;0,6;19,8;0,85
22/08/2017;01:00;2;12;Muy buena / Oso ona;15;42;"Muy buena / ";71;9;Muy buena / Oso ona;233;83;1003,3;0;0,6;19,5;0,49
21/08/2017;24:00;2;16;Muy buena / Oso ona;19;40;"Muy buena / ";86;11;Muy buena / Oso ona;240;84;1003,5;0;0,5;19,8;0,58
21/08/2017;23:00;3;20;Muy buena / Oso ona;24;42;"Muy buena / ";92;12;Muy buena / Oso ona;199;83;1003,7;0;0,5;20,4;0,44
21/08/2017;22:00;3;24;Muy buena / Oso ona;29;47;"Muy buena / ";100;14;Muy buena / Oso ona;164;80;1003,9;0;0,6;21,6;0,54
21/08/2017;21:00;3;30;Muy buena / Oso ona;35;56;"Muy buena / ";113;18;Muy buena / Oso ona;250;77;1003,8;0;0,7;23,1;0,75
21/08/2017;20:00;4;33;Muy buena / Oso ona;38;72;"Buena / ";121;24;Muy buena / Oso ona;215;69;1003,5;0;1,2;25,6;0,36
21/08/2017;19:00;4;24;Muy buena / Oso ona;30;121;"Mejorable / ";123;25;Muy buena / Oso ona;45;55;1003,2;0;15;29,2;1,03
21/08/2017;18:00;3;17;Muy buena / Oso ona;22;150;"Mejorable / ";114;22;Muy buena / Oso ona;38;48;1003,2;0;197,2;31,2;2,54
21/08/2017;17:00;2;15;Muy buena / Oso ona;18;156;"Mejorable / ";98;21;Muy buena / Oso ona;;;;;;;
21/08/2017;16:00;4;15;Muy buena / Oso ona;20;;"Sin datos / ";79;26;Muy buena / Oso ona;;;;;;;
21/08/2017;15:00;4;16;Muy buena / Oso ona;22;145;"Mejorable / ";70;29;Muy buena / Oso ona;40;47;1004,6;0;532,7;31;3,78
21/08/2017;14:00;5;17;Muy buena / Oso ona;24;121;"Mejorable / ";62;31;Muy buena / Oso ona;38;50;1005,4;0;884,5;30,3;3,9
21/08/2017;13:00;4;15;Muy buena / Oso ona;21;107;"Buena / ";47;31;Muy buena / Oso ona;38;50;1006,1;0;953,4;29,9;3,47
21/08/2017;12:00;5;14;Muy buena / Oso ona;22;85;"Buena / ";35;28;Muy buena / Oso ona;42;48;1007;0;944,9;28,8;2,81
21/08/2017;11:00;6;13;Muy buena / Oso ona;23;65;"Buena / ";26;23;Muy buena / Oso ona;53;47;1007,9;0;879,9;27;1,46
21/08/2017;10:00;5;12;Muy buena / Oso ona;21;56;"Muy buena / ";20;14;Muy buena / Oso ona;183;51;1008,7;0;753,5;23,9;0,37
21/08/2017;09:00;7;15;Muy buena / Oso ona;26;39;"Muy buena / ";15;13;Muy buena / Oso ona;227;64;1009,5;0;403,8;20,1;0,33
21/08/2017;08:00;13;18;Muy buena / Oso ona;37;20;"Muy buena / ";13;17;Muy buena / Oso ona;143;77;1010,2;0;36,6;16,4;0,5
21/08/2017;07:00;22;15;Muy buena / Oso ona;48;7;"Muy buena / ";15;12;Muy buena / Oso ona;230;90;1010,7;0;21,9;12,9;0,69
21/08/2017;06:00;13;16;Muy buena / Oso ona;36;5;"Muy buena / ";18;9;Muy buena / Oso ona;175;93;1011;0;6,4;12,2;0,3
21/08/2017;05:00;7;11;Muy buena / Oso ona;22;8;"Muy buena / ";22;7;Muy buena / Oso ona;193;93;1011,1;0;0,7;12,5;0,38
21/08/2017;04:00;4;9;Muy buena / Oso ona;15;12;"Muy buena / ";27;7;Muy buena / Oso ona;213;92;1011,5;0;0,6;12,9;0,4
21/08/2017;03:00;2;8;Muy buena / Oso ona;11;16;"Muy buena / ";33;7;Muy buena / Oso ona;220;92;1012;0;0,6;13,4;0,51
21/08/2017;02:00;2;8;Muy buena / Oso ona;11;19;"Muy buena / ";40;6;Muy buena / Oso ona;215;91;1012,6;0;0,6;13,7;0,47
21/08/2017;01:00;2;8;Muy buena / Oso ona;11;24;"Muy buena / ";48;7;Muy buena / Oso ona;148;90;1013,1;0;0,6;14,2;0,54
20/08/2017;24:00;3;9;Muy buena / Oso ona;14;26;"Muy buena / ";54;8;Muy buena / Oso ona;198;88;1013,4;0;0,6;14,9;0,4
20/08/2017;23:00;2;10;Muy buena / Oso ona;13;33;"Muy buena / ";58;9;Muy buena / Oso ona;138;85;1013,7;0;0,6;15,4;0,5
20/08/2017;22:00;3;12;Muy buena / Oso ona;16;38;"Muy buena / ";62;10;Muy buena / Oso ona;128;82;1013,8;0;0,6;16,4;0,42
20/08/2017;21:00;3;10;Muy buena / Oso ona;15;45;"Muy buena / ";68;12;Muy buena / Oso ona;119;77;1013,9;0;0,7;17,6;0,74
20/08/2017;20:00;3;10;Muy buena / Oso ona;15;63;"Buena / ";73;14;Muy buena / Oso ona;62;70;1013,7;0;1,5;19,2;1,5
20/08/2017;19:00;3;7;Muy buena / Oso ona;11;73;"Buena / ";76;14;Muy buena / Oso ona;51;62;1013,4;0;18,3;20,8;1,8
20/08/2017;18:00;3;7;Muy buena / Oso ona;10;76;"Buena / ";76;11;Muy buena / Oso ona;37;58;1013,4;0;207,9;21,9;2,87
20/08/2017;17:00;4;5;Muy buena / Oso ona;11;75;"Buena / ";74;12;Muy buena / Oso ona;43;56;1013,6;0;318,8;22,4;3,8
20/08/2017;16:00;3;6;Muy buena / Oso ona;9;;"Sin datos / ";71;12;Muy buena / Oso ona;44;55;1013,9;0;306,8;22,7;3,89
