Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
25/10/2017;17:00;0,34;"Muy buena / ";0,43;7;46;Muy buena / Oso ona;57;36;Muy buena / Oso ona;249;78;1022,2;17,5;0,44
25/10/2017;16:00;0,32;"Muy buena / ";0,48;6;35;Muy buena / Oso ona;45;37;Muy buena / Oso ona;344;72;1022,2;20,4;0,77
25/10/2017;15:00;0,36;"Muy buena / ";0,53;11;36;Muy buena / Oso ona;52;32;Muy buena / Oso ona;35;67;1022,2;21;1,64
25/10/2017;14:00;0,38;"Muy buena / ";0,59;10;31;Muy buena / Oso ona;46;52;Buena / Ona;42;61;1022,4;21,6;1,96
25/10/2017;13:00;0,39;"Muy buena / ";0,6;11;28;Muy buena / Oso ona;44;79;Mejorable / Hobetzeko modukoa;26;61;1022,8;21,8;1,73
25/10/2017;12:00;0,48;"Muy buena / ";0,59;72;66;Muy buena / Oso ona;177;;Sin datos / Daturik gabe;31;51;1023,2;23,3;1,33
25/10/2017;11:00;0,53;"Muy buena / ";0,56;114;78;Muy buena / Oso ona;252;;Sin datos / Daturik gabe;24;53;1023,7;21,4;1,06
25/10/2017;10:00;0,64;"Muy buena / ";0,57;174;75;Muy buena / Oso ona;342;;Sin datos / Daturik gabe;98;67;1023,7;18,3;1,4
25/10/2017;09:00;0,76;"Muy buena / ";0,57;203;72;Muy buena / Oso ona;383;55;Buena / Ona;139;73;1023,7;16,7;0,55
25/10/2017;08:00;0,7;"Muy buena / ";0,55;116;56;Muy buena / Oso ona;234;45;Buena / Ona;185;83;1023,3;13,6;0,56
25/10/2017;07:00;0,89;"Muy buena / ";0,54;100;55;Muy buena / Oso ona;207;31;Muy buena / Oso ona;205;86;1022,8;12;1,61
25/10/2017;06:00;0,39;"Muy buena / ";0,5;41;46;Muy buena / Oso ona;110;23;Muy buena / Oso ona;211;86;1022,6;12;0,88
25/10/2017;05:00;0,31;"Muy buena / ";0,49;17;40;Muy buena / Oso ona;66;27;Muy buena / Oso ona;202;86;1022,5;12,3;0,73
25/10/2017;04:00;0,31;"Muy buena / ";0,47;8;40;Muy buena / Oso ona;52;39;Muy buena / Oso ona;202;85;1022,4;12,4;1,07
25/10/2017;03:00;0,55;"Muy buena / ";0,45;17;48;Muy buena / Oso ona;74;41;Buena / Ona;202;85;1022,4;12,8;1,42
25/10/2017;02:00;0,65;"Muy buena / ";0,39;20;51;Muy buena / Oso ona;82;40;Muy buena / Oso ona;213;85;1022,2;12,9;1,05
25/10/2017;01:00;0,61;"Muy buena / ";0,33;16;52;Muy buena / Oso ona;76;39;Muy buena / Oso ona;216;83;1022,2;13,5;0,99
24/10/2017;24:00;0,63;"Muy buena / ";0,27;16;55;Muy buena / Oso ona;80;35;Muy buena / Oso ona;210;84;1022,5;13,6;1,39
24/10/2017;23:00;0,55;"Muy buena / ";0,22;17;56;Muy buena / Oso ona;82;28;Muy buena / Oso ona;210;85;1022,8;13,8;1,77
24/10/2017;22:00;0,33;"Muy buena / ";0,19;12;52;Muy buena / Oso ona;71;16;Muy buena / Oso ona;207;86;1023;14,1;1,79
24/10/2017;21:00;0,15;"Muy buena / ";0,19;2;25;Muy buena / Oso ona;28;17;Muy buena / Oso ona;211;86;1023,1;14,1;2,73
24/10/2017;20:00;0,14;"Muy buena / ";0,24;2;16;Muy buena / Oso ona;19;21;Muy buena / Oso ona;222;83;1022,9;14,8;3,06
24/10/2017;19:00;0,13;"Muy buena / ";0,27;2;19;Muy buena / Oso ona;22;24;Muy buena / Oso ona;217;79;1022,9;16,1;1,81
24/10/2017;18:00;0,15;"Muy buena / ";0,3;2;20;Muy buena / Oso ona;23;25;Muy buena / Oso ona;216;76;1022,7;17,5;1,85
24/10/2017;17:00;0,14;"Muy buena / ";0,33;2;15;Muy buena / Oso ona;19;40;Muy buena / Oso ona;234;60;1022,5;19,2;0,81
24/10/2017;16:00;0,21;"Muy buena / ";0,38;6;34;Muy buena / Oso ona;43;48;Buena / Ona;252;55;1022,2;22,1;0,69
24/10/2017;15:00;0,25;"Muy buena / ";0,41;11;39;Muy buena / Oso ona;57;40;Muy buena / Oso ona;271;53;1021,6;24,2;0,52
24/10/2017;14:00;0,39;"Muy buena / ";0,45;19;47;Muy buena / Oso ona;76;34;Muy buena / Oso ona;333;46;1021,5;25,2;1,45
24/10/2017;13:00;0,5;"Muy buena / ";0,46;35;58;Muy buena / Oso ona;111;32;Muy buena / Oso ona;114;32;1021,8;26,8;2,04
24/10/2017;12:00;0,37;"Muy buena / ";0,46;39;56;Muy buena / Oso ona;116;38;Muy buena / Oso ona;112;35;1022,5;24,2;2,02
24/10/2017;11:00;0,35;"Muy buena / ";0,48;45;56;Muy buena / Oso ona;124;41;Buena / Ona;110;44;1023,2;21,4;1,4
24/10/2017;10:00;0,46;"Muy buena / ";0,49;70;57;Muy buena / Oso ona;163;38;Muy buena / Oso ona;162;57;1023,8;17,8;1,15
24/10/2017;09:00;0,47;"Muy buena / ";0,5;81;56;Muy buena / Oso ona;181;32;Muy buena / Oso ona;162;64;1024,2;14,8;2,28
24/10/2017;08:00;0,47;"Muy buena / ";0,53;79;56;Muy buena / Oso ona;178;25;Muy buena / Oso ona;180;75;1024,4;12,1;1,79
24/10/2017;07:00;0,56;"Muy buena / ";0,56;43;52;Muy buena / Oso ona;119;24;Muy buena / Oso ona;178;79;1024,4;10,6;1,57
24/10/2017;06:00;0,54;"Muy buena / ";0,58;41;48;Muy buena / Oso ona;111;25;Muy buena / Oso ona;194;84;1024,8;10,1;2,04
24/10/2017;05:00;0,49;"Muy buena / ";0,54;16;42;Muy buena / Oso ona;66;29;Muy buena / Oso ona;209;85;1025,1;10;1,84
24/10/2017;04:00;0,51;"Muy buena / ";0,51;8;39;Muy buena / Oso ona;52;30;Muy buena / Oso ona;204;86;1025,4;10,1;1,51
24/10/2017;03:00;0,45;"Muy buena / ";0,5;8;41;Muy buena / Oso ona;53;27;Muy buena / Oso ona;178;85;1025,8;10,5;1,22
24/10/2017;02:00;0,56;"Muy buena / ";0,46;9;43;Muy buena / Oso ona;56;26;Muy buena / Oso ona;162;85;1026,3;10,8;1,09
24/10/2017;01:00;0,72;"Muy buena / ";0,41;25;49;Muy buena / Oso ona;87;31;Muy buena / Oso ona;182;84;1026,8;11;1,25
23/10/2017;24:00;0,69;"Muy buena / ";0,35;21;51;Muy buena / Oso ona;82;28;Muy buena / Oso ona;199;83;1027,4;11,5;1,64
23/10/2017;23:00;0,68;"Muy buena / ";0,28;21;54;Muy buena / Oso ona;87;21;Muy buena / Oso ona;207;83;1027,6;11,8;2,03
23/10/2017;22:00;0,22;"Muy buena / ";0,22;7;46;Muy buena / Oso ona;57;22;Muy buena / Oso ona;209;82;1027,4;12,3;1,67
23/10/2017;21:00;0,22;"Muy buena / ";0,22;3;46;Muy buena / Oso ona;51;28;Muy buena / Oso ona;200;82;1027,1;12,9;2,69
23/10/2017;20:00;0,44;"Muy buena / ";0,22;2;39;Muy buena / Oso ona;43;21;Muy buena / Oso ona;207;82;1027,2;12,6;3,21
23/10/2017;19:00;0,19;"Muy buena / ";0,19;2;27;Muy buena / Oso ona;30;18;Muy buena / Oso ona;209;80;1027,1;13,3;2,85
23/10/2017;18:00;0,16;"Muy buena / ";0,2;2;19;Muy buena / Oso ona;22;20;Muy buena / Oso ona;212;76;1027;14,3;2,64
23/10/2017;17:00;0,19;"Muy buena / ";0,21;2;12;Muy buena / Oso ona;15;18;Muy buena / Oso ona;245;67;1027;16,3;0,91
23/10/2017;16:00;0,17;"Muy buena / ";0,22;2;13;Muy buena / Oso ona;16;16;Muy buena / Oso ona;287;57;1027,3;19,2;1,15
23/10/2017;15:00;0,16;"Muy buena / ";0,24;3;10;Muy buena / Oso ona;14;16;Muy buena / Oso ona;2;57;1027,3;20,1;0,96
23/10/2017;14:00;0,19;"Muy buena / ";0,25;3;9;Muy buena / Oso ona;14;21;Muy buena / Oso ona;26;57;1027,6;20,5;2,03
23/10/2017;13:00;0,25;"Muy buena / ";0,25;13;26;Muy buena / Oso ona;45;26;Muy buena / Oso ona;27;54;1027,4;20,9;2,1
23/10/2017;12:00;0,25;"Muy buena / ";0,25;24;39;Muy buena / Oso ona;76;28;Muy buena / Oso ona;80;53;1027,3;19,7;2,15
23/10/2017;11:00;0,26;"Muy buena / ";0,24;44;46;Muy buena / Oso ona;114;28;Muy buena / Oso ona;145;64;1027,5;18;1,31
23/10/2017;10:00;0,26;"Muy buena / ";0,23;55;48;Muy buena / Oso ona;133;25;Muy buena / Oso ona;143;72;1028;15,4;1,25
23/10/2017;09:00;0,27;"Muy buena / ";0,22;59;46;Muy buena / Oso ona;135;17;Muy buena / Oso ona;154;82;1028,4;13,2;1,21
23/10/2017;08:00;0,28;"Muy buena / ";0,21;62;48;Muy buena / Oso ona;143;14;Muy buena / Oso ona;180;89;1028,1;10,9;1,36
23/10/2017;07:00;0,25;"Muy buena / ";0,2;30;51;Muy buena / Oso ona;97;13;Muy buena / Oso ona;188;91;1027,6;9,7;1,83
23/10/2017;06:00;0,22;"Muy buena / ";0,19;11;45;Muy buena / Oso ona;62;12;Muy buena / Oso ona;201;92;1028;9,8;2,12
23/10/2017;05:00;0,2;"Muy buena / ";0,18;3;33;Muy buena / Oso ona;38;11;Muy buena / Oso ona;199;91;1028,3;9,7;1,98
23/10/2017;04:00;0,19;"Muy buena / ";0,18;2;24;Muy buena / Oso ona;27;11;Muy buena / Oso ona;203;91;1028,1;10;2
23/10/2017;03:00;0,16;"Muy buena / ";0,18;2;16;Muy buena / Oso ona;18;12;Muy buena / Oso ona;185;90;1028,1;10,5;1,3
23/10/2017;02:00;0,19;"Muy buena / ";0,18;2;14;Muy buena / Oso ona;16;13;Muy buena / Oso ona;189;90;1028,5;10,7;2,03
23/10/2017;01:00;0,19;"Muy buena / ";0,18;2;13;Muy buena / Oso ona;16;11;Muy buena / Oso ona;189;90;1029,2;10,8;2,2
22/10/2017;24:00;0,18;"Muy buena / ";0,19;2;13;Muy buena / Oso ona;15;6;Muy buena / Oso ona;193;88;1029,7;11,2;1,99
22/10/2017;23:00;0,18;"Muy buena / ";0,19;2;14;Muy buena / Oso ona;17;9;Muy buena / Oso ona;196;88;1030;11,5;2,37
22/10/2017;22:00;0,19;"Muy buena / ";0,19;2;20;Muy buena / Oso ona;23;14;Muy buena / Oso ona;198;85;1030;12,2;3,2
22/10/2017;21:00;0,2;"Muy buena / ";0,19;2;16;Muy buena / Oso ona;20;15;Muy buena / Oso ona;201;81;1030,1;13,6;2,21
22/10/2017;20:00;0,2;"Muy buena / ";0,19;2;23;Muy buena / Oso ona;26;17;Muy buena / Oso ona;228;79;1030,1;14,3;1,6
22/10/2017;19:00;0,18;"Muy buena / ";0,19;2;10;Muy buena / Oso ona;13;18;Muy buena / Oso ona;233;77;1030,2;15;1,76
22/10/2017;18:00;0,18;"Muy buena / ";0,19;2;4;Muy buena / Oso ona;7;20;Muy buena / Oso ona;231;73;1029,9;15,7;1,42
22/10/2017;17:00;0,2;"Muy buena / ";0,19;2;5;Muy buena / Oso ona;8;22;Muy buena / Oso ona;259;73;1029,7;16;0,55
22/10/2017;16:00;0,19;"Muy buena / ";0,19;2;3;Muy buena / Oso ona;6;21;Muy buena / Oso ona;300;71;1029,7;16,4;1,11
22/10/2017;15:00;0,19;"Muy buena / ";0,2;2;4;Muy buena / Oso ona;7;19;Muy buena / Oso ona;300;71;998,1;16,9;0,39
22/10/2017;14:00;0,2;"Muy buena / ";0,2;2;4;Muy buena / Oso ona;7;17;Muy buena / Oso ona;357;72;946,5;16,3;1,09
22/10/2017;13:00;0,19;"Muy buena / ";0,2;2;4;Muy buena / Oso ona;7;11;Muy buena / Oso ona;324;68;988,2;16,7;1,34
22/10/2017;12:00;0,2;"Muy buena / ";0,2;2;4;Muy buena / Oso ona;7;9;Muy buena / Oso ona;287;71;1030,8;15,9;1,64
22/10/2017;11:00;0,19;"Muy buena / ";0,2;2;7;Muy buena / Oso ona;11;11;Muy buena / Oso ona;237;80;1030,9;15;1,91
22/10/2017;10:00;0,2;"Muy buena / ";0,2;2;6;Muy buena / Oso ona;9;18;Muy buena / Oso ona;255;85;1031;13,8;1,35
22/10/2017;09:00;0,19;"Muy buena / ";0,2;2;7;Muy buena / Oso ona;10;23;Muy buena / Oso ona;267;89;1030,7;13,1;1,46
22/10/2017;08:00;0,23;"Muy buena / ";0,19;2;5;Muy buena / Oso ona;8;19;Muy buena / Oso ona;257;84;1030,5;13,2;1,72
22/10/2017;07:00;0,18;"Muy buena / ";0,19;2;4;Muy buena / Oso ona;7;18;Muy buena / Oso ona;244;77;1029,5;13,9;1,21
22/10/2017;06:00;0,19;"Muy buena / ";0,19;2;4;Muy buena / Oso ona;6;16;Muy buena / Oso ona;260;78;1029,5;13,8;1,46
22/10/2017;05:00;0,2;"Muy buena / ";0,18;1;5;Muy buena / Oso ona;7;15;Muy buena / Oso ona;244;84;1028,9;13,2;1,16
22/10/2017;04:00;0,21;"Muy buena / ";0,18;1;3;Muy buena / Oso ona;6;22;Muy buena / Oso ona;272;87;1029;13,1;1,09
22/10/2017;03:00;0,21;"Muy buena / ";0,17;1;4;Muy buena / Oso ona;7;23;Muy buena / Oso ona;263;82;1029,1;13,6;1,39
22/10/2017;02:00;0,17;"Muy buena / ";0,17;2;6;Muy buena / Oso ona;8;20;Muy buena / Oso ona;268;79;1029;14;1,43
22/10/2017;01:00;0,16;"Muy buena / ";0,17;1;5;Muy buena / Oso ona;8;27;Muy buena / Oso ona;274;73;1029,1;14,7;1,68
21/10/2017;24:00;0,17;"Muy buena / ";0,17;1;3;Muy buena / Oso ona;6;29;Muy buena / Oso ona;274;74;1029,3;14,7;1,62
