Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;0,24;"Muy buena / ";0,22;3;29;Muy buena / Oso ona;33;11;Muy buena / Oso ona;180;92;1028,8;10,5;1,77
29/10/2017;06:00;0,22;"Muy buena / ";0,22;2;24;Muy buena / Oso ona;28;12;Muy buena / Oso ona;184;92;1028,9;10,5;2,27
29/10/2017;05:00;0,22;"Muy buena / ";0,21;2;21;Muy buena / Oso ona;24;12;Muy buena / Oso ona;181;91;1028,9;10,6;1,65
29/10/2017;04:00;0,22;"Muy buena / ";0,21;2;16;Muy buena / Oso ona;19;12;Muy buena / Oso ona;184;91;1028,9;10,7;1,93
29/10/2017;03:00;0,21;"Muy buena / ";0,21;2;16;Muy buena / Oso ona;19;14;Muy buena / Oso ona;182;89;1029,2;11;1,73
29/10/2017;02:00;0,23;"Muy buena / ";0,2;2;22;Muy buena / Oso ona;25;14;Muy buena / Oso ona;180;88;1029,5;11,7;1,34
29/10/2017;01:00;0,23;"Muy buena / ";0,2;2;20;Muy buena / Oso ona;23;11;Muy buena / Oso ona;172;87;1029,8;12,2;1,6
28/10/2017;24:00;0,22;"Muy buena / ";0,2;2;16;Muy buena / Oso ona;19;11;Muy buena / Oso ona;196;88;1030,2;12;3,05
28/10/2017;23:00;0,21;"Muy buena / ";0,19;2;15;Muy buena / Oso ona;19;12;Muy buena / Oso ona;207;86;1030,6;12,1;3,67
28/10/2017;22:00;0,2;"Muy buena / ";0,19;2;14;Muy buena / Oso ona;18;12;Muy buena / Oso ona;217;83;1030,7;12,6;2,74
28/10/2017;21:00;0,2;"Muy buena / ";0,19;3;11;Muy buena / Oso ona;15;12;Muy buena / Oso ona;215;81;1030,7;12,8;2,54
28/10/2017;20:00;0,18;"Muy buena / ";0,19;3;13;Muy buena / Oso ona;17;11;Muy buena / Oso ona;213;77;1030,7;14,1;2,07
28/10/2017;19:00;0,19;"Muy buena / ";0,19;3;12;Muy buena / Oso ona;17;11;Muy buena / Oso ona;214;73;1030,8;15,5;1,25
28/10/2017;18:00;0,21;"Muy buena / ";0,18;2;13;Muy buena / Oso ona;17;11;Muy buena / Oso ona;197;76;1030,5;15,9;1,41
28/10/2017;17:00;0,18;"Muy buena / ";0,18;2;4;Muy buena / Oso ona;7;12;Muy buena / Oso ona;18;73;1030,3;17,3;1,89
28/10/2017;16:00;0,19;"Muy buena / ";0,18;2;3;Muy buena / Oso ona;6;13;Muy buena / Oso ona;29;74;1030,3;18;2,17
28/10/2017;15:00;0,19;"Muy buena / ";0,17;2;4;Muy buena / Oso ona;7;15;Muy buena / Oso ona;33;77;1030,3;18,3;2,57
28/10/2017;14:00;0,17;"Muy buena / ";0,17;2;4;Muy buena / Oso ona;7;14;Muy buena / Oso ona;22;75;1030,4;18,6;2,76
28/10/2017;13:00;0,18;"Muy buena / ";0,17;2;5;Muy buena / Oso ona;9;14;Muy buena / Oso ona;21;74;1031;19;1,86
28/10/2017;12:00;0,18;"Muy buena / ";0,17;2;9;Muy buena / Oso ona;12;15;Muy buena / Oso ona;313;80;1031,8;18,3;1,08
28/10/2017;11:00;0,17;"Muy buena / ";0,16;2;5;Muy buena / Oso ona;8;15;Muy buena / Oso ona;340;78;1032,2;18,6;1,86
28/10/2017;10:00;0,18;"Muy buena / ";0,16;2;6;Muy buena / Oso ona;10;22;Muy buena / Oso ona;322;82;1032,2;17,7;0,82
28/10/2017;09:00;0,17;"Muy buena / ";0,16;2;8;Muy buena / Oso ona;11;33;Muy buena / Oso ona;234;85;1032,2;17,4;0,55
28/10/2017;08:00;0,17;"Muy buena / ";0,16;3;9;Muy buena / Oso ona;14;22;Muy buena / Oso ona;230;87;1031,9;16,5;1,01
28/10/2017;07:00;0,15;"Muy buena / ";0,15;2;9;Muy buena / Oso ona;12;14;Muy buena / Oso ona;220;88;1031,9;15,9;1,6
28/10/2017;06:00;0,17;"Muy buena / ";0,16;2;12;Muy buena / Oso ona;15;17;Muy buena / Oso ona;220;86;1032;16,4;1,14
28/10/2017;05:00;0,16;"Muy buena / ";0,16;2;14;Muy buena / Oso ona;17;16;Muy buena / Oso ona;39;84;1032,2;17,2;0,54
28/10/2017;04:00;0,16;"Muy buena / ";0,16;2;11;Muy buena / Oso ona;14;17;Muy buena / Oso ona;2;84;1032,4;17,2;1,4
28/10/2017;03:00;0,15;"Muy buena / ";0,16;2;7;Muy buena / Oso ona;10;13;Muy buena / Oso ona;348;84;1032,6;17,2;0,79
28/10/2017;02:00;0,13;"Muy buena / ";0,16;2;8;Muy buena / Oso ona;11;9;Muy buena / Oso ona;345;80;1033;17,3;1,01
28/10/2017;01:00;0,16;"Muy buena / ";0,16;2;19;Muy buena / Oso ona;22;13;Muy buena / Oso ona;331;79;1033,3;17,4;1,35
27/10/2017;24:00;0,14;"Muy buena / ";0,16;2;12;Muy buena / Oso ona;14;16;Muy buena / Oso ona;338;80;1033,5;17,5;1,02
27/10/2017;23:00;0,18;"Muy buena / ";0,16;3;31;Muy buena / Oso ona;35;14;Muy buena / Oso ona;354;78;1033,9;17,7;2,45
27/10/2017;22:00;0,18;"Muy buena / ";0,16;3;30;Muy buena / Oso ona;34;18;Muy buena / Oso ona;359;79;1034;17,7;2,78
27/10/2017;21:00;0,16;"Muy buena / ";0,17;2;21;Muy buena / Oso ona;24;26;Muy buena / Oso ona;9;84;1033,7;17,7;2,15
27/10/2017;20:00;0,15;"Muy buena / ";0,19;2;12;Muy buena / Oso ona;15;32;Muy buena / Oso ona;17;84;1033,6;17,8;1,98
27/10/2017;19:00;0,16;"Muy buena / ";0,24;2;11;Muy buena / Oso ona;14;30;Muy buena / Oso ona;6;86;1033,6;17,8;1,68
27/10/2017;18:00;0,15;"Muy buena / ";0,29;2;13;Muy buena / Oso ona;16;26;Muy buena / Oso ona;340;85;1033,5;18,2;1,46
27/10/2017;17:00;0,15;"Muy buena / ";0,34;2;15;Muy buena / Oso ona;19;30;Muy buena / Oso ona;342;83;1033,3;18,6;1,48
27/10/2017;16:00;0,16;"Muy buena / ";0,4;3;20;Muy buena / Oso ona;25;30;Muy buena / Oso ona;351;82;1033,4;19;1,47
27/10/2017;15:00;0,17;"Muy buena / ";0,46;4;21;Muy buena / Oso ona;26;47;Buena / Ona;340;83;1033,3;19,2;1,31
27/10/2017;14:00;0,25;"Muy buena / ";0,49;4;18;Muy buena / Oso ona;24;74;Mejorable / Hobetzeko modukoa;338;80;1033,3;19,8;1,44
27/10/2017;13:00;0,37;"Muy buena / ";0,51;38;63;Muy buena / Oso ona;121;84;Mejorable / Hobetzeko modukoa;353;72;1033,6;20,4;1,61
27/10/2017;12:00;0,55;"Muy buena / ";0,5;122;77;Muy buena / Oso ona;263;;Sin datos / Daturik gabe;74;68;1033,6;20,2;1,31
27/10/2017;11:00;0,51;"Muy buena / ";0,47;139;73;Muy buena / Oso ona;286;;Sin datos / Daturik gabe;118;74;1033,6;18,8;1,07
27/10/2017;10:00;0,57;"Muy buena / ";0,44;200;75;Muy buena / Oso ona;382;;Sin datos / Daturik gabe;113;78;1033,6;16,8;2
27/10/2017;09:00;0,62;"Muy buena / ";0,39;220;76;Muy buena / Oso ona;414;;Sin datos / Daturik gabe;114;84;1033,4;15,6;1,69
27/10/2017;08:00;0,65;"Muy buena / ";0,32;285;82;Muy buena / Oso ona;518;61;Mejorable / Hobetzeko modukoa;117;90;1032,9;14,6;1,46
27/10/2017;07:00;0,45;"Muy buena / ";0,26;149;65;Muy buena / Oso ona;293;48;Buena / Ona;152;92;1032,6;13,5;0,98
27/10/2017;06:00;0,36;"Muy buena / ";0,22;46;48;Muy buena / Oso ona;118;44;Buena / Ona;184;91;1032,3;12,5;0,61
27/10/2017;05:00;0,32;"Muy buena / ";0,19;18;45;Muy buena / Oso ona;72;36;Muy buena / Oso ona;176;91;1031,9;12,5;0,62
27/10/2017;04:00;0,33;"Muy buena / ";0,17;10;41;Muy buena / Oso ona;57;34;Muy buena / Oso ona;177;90;1031,3;12,8;0,56
27/10/2017;03:00;0,23;"Muy buena / ";0,16;4;37;Muy buena / Oso ona;42;34;Muy buena / Oso ona;193;90;1031,3;13,2;0,76
27/10/2017;02:00;0,14;"Muy buena / ";0,15;3;35;Muy buena / Oso ona;39;25;Muy buena / Oso ona;173;90;1031,4;13,7;0,96
27/10/2017;01:00;0,14;"Muy buena / ";0,15;2;31;Muy buena / Oso ona;35;16;Muy buena / Oso ona;174;90;1031,5;13,9;1,71
26/10/2017;24:00;0,13;"Muy buena / ";0,16;2;31;Muy buena / Oso ona;34;19;Muy buena / Oso ona;200;90;1031,6;13,9;2,36
26/10/2017;23:00;0,13;"Muy buena / ";0,17;2;26;Muy buena / Oso ona;29;20;Muy buena / Oso ona;202;89;1031,4;13,9;2,51
26/10/2017;22:00;0,13;"Muy buena / ";0,18;2;28;Muy buena / Oso ona;32;20;Muy buena / Oso ona;209;86;1031;14,5;1,95
26/10/2017;21:00;0,16;"Muy buena / ";0,2;2;34;Muy buena / Oso ona;37;17;Muy buena / Oso ona;208;86;1030,3;15;2,46
26/10/2017;20:00;0,2;"Muy buena / ";0,22;2;26;Muy buena / Oso ona;30;15;Muy buena / Oso ona;210;83;1029,9;15,4;2,95
26/10/2017;19:00;0,18;"Muy buena / ";0,22;2;14;Muy buena / Oso ona;17;19;Muy buena / Oso ona;215;81;1029,6;16,2;2,48
26/10/2017;18:00;0,19;"Muy buena / ";0,24;2;14;Muy buena / Oso ona;18;20;Muy buena / Oso ona;216;74;1029,1;17,3;2,04
26/10/2017;17:00;0,19;"Muy buena / ";0,26;2;5;Muy buena / Oso ona;7;22;Muy buena / Oso ona;234;67;1028,7;19,1;0,84
26/10/2017;16:00;0,2;"Muy buena / ";0,28;2;9;Muy buena / Oso ona;12;26;Muy buena / Oso ona;271;61;1028,3;21,6;0,59
26/10/2017;15:00;0,22;"Muy buena / ";0,29;2;16;Muy buena / Oso ona;19;37;Muy buena / Oso ona;308;58;1027,9;22,8;1,18
26/10/2017;14:00;0,29;"Muy buena / ";0,3;2;17;Muy buena / Oso ona;20;35;Muy buena / Oso ona;304;57;1027,7;24,1;0,95
26/10/2017;13:00;0,28;"Muy buena / ";0,3;3;15;Muy buena / Oso ona;19;33;Muy buena / Oso ona;324;54;1027,6;23,7;1,52
26/10/2017;12:00;;"Sin datos / ";0,31;4;20;Muy buena / Oso ona;27;;Sin datos / Daturik gabe;323;60;1027,6;22,3;2,12
26/10/2017;11:00;0,31;"Muy buena / ";0,33;8;33;Muy buena / Oso ona;46;36;Muy buena / Oso ona;336;61;1027,3;21,4;1,82
26/10/2017;10:00;0,33;"Muy buena / ";0,33;12;66;Muy buena / Oso ona;84;70;Mejorable / Hobetzeko modukoa;38;72;1026,8;19,9;0,97
26/10/2017;09:00;0,33;"Muy buena / ";0,32;13;44;Muy buena / Oso ona;64;;Sin datos / Daturik gabe;47;77;1026,2;19,1;0,75
26/10/2017;08:00;0,27;"Muy buena / ";0,31;12;33;Muy buena / Oso ona;51;64;Mejorable / Hobetzeko modukoa;296;80;1025,1;17,5;0,92
26/10/2017;07:00;0,26;"Muy buena / ";0,34;16;50;Muy buena / Oso ona;75;36;Muy buena / Oso ona;320;57;1023,6;18,7;0,95
26/10/2017;06:00;0,3;"Muy buena / ";0,35;12;51;Muy buena / Oso ona;68;36;Muy buena / Oso ona;160;51;1022,8;18,6;1,02
26/10/2017;05:00;0,38;"Muy buena / ";0,35;10;45;Muy buena / Oso ona;61;38;Muy buena / Oso ona;147;53;1022,3;18,4;0,69
26/10/2017;04:00;0,5;"Muy buena / ";0,35;2;37;Muy buena / Oso ona;40;29;Muy buena / Oso ona;189;56;1021,9;18;1,52
26/10/2017;03:00;0,29;"Muy buena / ";0,32;2;26;Muy buena / Oso ona;28;17;Muy buena / Oso ona;187;54;1022;18,8;1,9
26/10/2017;02:00;0,2;"Muy buena / ";0,32;2;23;Muy buena / Oso ona;26;14;Muy buena / Oso ona;207;59;1022,2;18,1;3,56
26/10/2017;01:00;0,3;"Muy buena / ";0,33;4;30;Muy buena / Oso ona;37;22;Muy buena / Oso ona;210;68;1022,2;17,1;2,4
25/10/2017;24:00;0,46;"Muy buena / ";0,34;14;60;Muy buena / Oso ona;81;28;Muy buena / Oso ona;197;86;1022,4;15,2;1,87
25/10/2017;23:00;0,39;"Muy buena / ";0,32;29;60;Muy buena / Oso ona;104;32;Muy buena / Oso ona;214;89;1022,7;14,4;1,55
25/10/2017;22:00;0,32;"Muy buena / ";0,32;8;60;Muy buena / Oso ona;73;32;Muy buena / Oso ona;218;90;1022,8;14,7;1,82
25/10/2017;21:00;0,37;"Muy buena / ";0,32;16;65;Muy buena / Oso ona;89;29;Muy buena / Oso ona;223;89;1022,6;14,6;1,83
25/10/2017;20:00;0,27;"Muy buena / ";0,33;6;59;Muy buena / Oso ona;68;23;Muy buena / Oso ona;219;88;1022,2;14,8;2,02
25/10/2017;19:00;0,3;"Muy buena / ";0,35;3;40;Muy buena / Oso ona;45;25;Muy buena / Oso ona;216;87;1022,2;15,1;2,6
25/10/2017;18:00;0,26;"Muy buena / ";0,38;3;39;Muy buena / Oso ona;43;30;Muy buena / Oso ona;220;83;1022,2;16,3;1,68
