Date;Hour;D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
02/06/2017;20:00;312;91;1014,4;16,8;2,83
02/06/2017;19:00;324;92;1014,8;17;3,49
02/06/2017;18:00;315;92;1014,9;17,1;2,7
02/06/2017;17:00;311;96;1014,4;16,8;5,81
02/06/2017;16:00;314;96;1014,2;16,8;5,5
02/06/2017;15:00;314;94;1014,4;17,1;5,12
02/06/2017;14:00;319;92;1013,9;17,5;5,69
02/06/2017;13:00;319;91;1014,3;17,7;5,77
02/06/2017;12:00;318;91;1014,4;17,8;5,8
02/06/2017;11:00;337;93;1014,4;18;5,18
02/06/2017;10:00;336;92;1014,2;18,2;4,5
02/06/2017;09:00;336;93;1014,3;18,1;4,28
02/06/2017;08:00;312;93;1014,2;18;4,87
02/06/2017;07:00;315;90;1013,5;18,5;3,81
02/06/2017;06:00;177;93;1012,7;18,5;1,64
02/06/2017;05:00;113;93;1012,9;18,5;0,69
02/06/2017;04:00;8;93;1013,4;18,4;0,84
02/06/2017;03:00;71;93;1013,3;18,3;0,99
02/06/2017;02:00;51;93;1013,4;18,4;1,39
02/06/2017;01:00;333;92;1013,7;18,6;1,41
01/06/2017;24:00;309;93;1014;18,6;1,87
01/06/2017;23:00;344;94;1014,1;18,5;1,5
01/06/2017;22:00;39;94;1014,2;18,6;1,93
01/06/2017;21:00;6;92;1013,9;18,8;3,2
01/06/2017;20:00;343;89;1013,4;19,4;2,53
01/06/2017;19:00;326;91;1013,3;19,1;3,51
01/06/2017;18:00;324;89;1013,2;19,3;4,26
01/06/2017;17:00;308;86;1013;19,8;5,9
01/06/2017;16:00;310;80;1012,6;20,4;7,1
01/06/2017;15:00;311;78;1012,4;21;6,7
01/06/2017;14:00;307;79;1012,7;20,9;7,21
01/06/2017;13:00;306;74;1012,9;21,8;6,85
01/06/2017;12:00;313;75;1013,3;21,6;5,63
01/06/2017;11:00;320;75;1013,7;21,1;5,5
01/06/2017;10:00;335;73;1013,7;22,1;2,28
01/06/2017;09:00;144;73;1014;22,2;1,68
01/06/2017;08:00;127;81;1014,3;20;1,78
01/06/2017;07:00;145;88;1014,2;17,9;3,29
01/06/2017;06:00;152;91;1014,3;17,2;1,88
01/06/2017;05:00;156;92;1014;16,9;1,01
01/06/2017;04:00;150;92;1013,9;16,9;1,45
01/06/2017;03:00;147;92;1014,2;17,1;1,72
01/06/2017;02:00;157;91;1014,7;17,3;1,65
01/06/2017;01:00;156;91;1014,9;17,4;1,62
31/05/2017;24:00;156;89;1015,2;18;1,25
31/05/2017;23:00;333;88;1015,6;18,2;0,37
31/05/2017;22:00;283;87;1015,7;18,3;1,27
31/05/2017;21:00;296;87;1015,1;18,4;2,91
31/05/2017;20:00;297;85;1014,6;18,7;4,7
31/05/2017;19:00;301;83;1014,1;19,3;4,88
31/05/2017;18:00;297;83;1013,6;19,5;5,51
31/05/2017;17:00;297;81;1013,4;20;6,08
31/05/2017;16:00;299;78;1013,3;20,6;5,85
31/05/2017;15:00;306;76;1013,5;20,8;5,06
31/05/2017;14:00;303;75;1013,9;20,9;4,89
31/05/2017;13:00;304;76;1014,6;20,4;5,11
31/05/2017;12:00;303;76;1015,1;19,9;4,65
31/05/2017;11:00;318;79;1015,3;19,3;4,12
31/05/2017;10:00;320;80;1015,5;19,2;3,37
31/05/2017;09:00;38;73;1015,7;20,4;0,95
31/05/2017;08:00;62;75;1016;20;0,9
31/05/2017;07:00;90;81;1016,2;19,2;0,65
31/05/2017;06:00;136;85;1016;17,5;1,07
31/05/2017;05:00;119;84;1015,7;17,4;0,99
31/05/2017;04:00;115;84;1015,7;17,5;0,9
31/05/2017;03:00;83;84;1015,9;17,4;0,68
31/05/2017;02:00;77;83;1016,2;17,6;0,87
31/05/2017;01:00;105;84;1016,4;17,5;0,69
30/05/2017;24:00;155;84;1016,4;17,4;0,96
30/05/2017;23:00;309;86;1016,3;17,2;0,88
30/05/2017;22:00;308;85;1016,3;17,2;2,06
30/05/2017;21:00;292;87;1016,1;17,4;2,25
30/05/2017;20:00;299;85;1015,6;17,5;3,48
30/05/2017;19:00;344;83;1015,5;17,7;3,55
30/05/2017;18:00;348;82;1015,2;17,8;3,85
30/05/2017;17:00;359;81;1015,3;17,8;4,68
30/05/2017;16:00;3;79;1015,3;17,9;4,8
30/05/2017;15:00;344;80;1015,2;18;3,56
30/05/2017;14:00;335;85;1015,3;17,5;3,71
30/05/2017;13:00;346;85;1015,5;17,4;4,33
30/05/2017;12:00;334;83;1015,6;17,5;4,02
30/05/2017;11:00;336;84;1015,5;17,3;3,08
30/05/2017;10:00;331;89;1015,3;16,9;2,39
30/05/2017;09:00;333;95;1015,3;16,3;1,56
30/05/2017;08:00;292;96;1014,9;16;1,06
30/05/2017;07:00;23;96;1014,4;16;1,35
30/05/2017;06:00;40;95;1013,9;16,3;0,7
30/05/2017;05:00;7;92;1013,5;16,4;1,93
30/05/2017;04:00;343;89;1013,2;16,8;1,95
30/05/2017;03:00;27;87;1013,2;17,1;0,51
30/05/2017;02:00;282;87;1013,2;17,1;0,7
30/05/2017;01:00;20;89;1013,5;17;0,87
29/05/2017;24:00;19;92;1013,7;16,8;1,04
29/05/2017;23:00;356;94;1014;16,7;2,15
29/05/2017;22:00;332;93;1013,8;16,8;2,56
29/05/2017;21:00;332;93;1013,1;16,9;2,65
29/05/2017;20:00;4;92;1012,6;16,9;2,76
29/05/2017;19:00;319;94;1012,6;16,9;2,71
29/05/2017;18:00;14;94;1012,6;16,8;2,42
29/05/2017;17:00;318;94;1011,9;16,9;3,73
29/05/2017;16:00;319;95;1011,8;16,7;3,82
29/05/2017;15:00;320;95;1011,8;16,7;4,06
29/05/2017;14:00;311;95;1011,7;16,8;4,59
29/05/2017;13:00;307;92;1011,4;17,1;5,88
29/05/2017;12:00;311;89;1011,1;17,6;4,38
29/05/2017;11:00;342;92;1011,3;17,3;3,61
29/05/2017;10:00;340;94;1011,1;16,9;2,9
29/05/2017;09:00;351;96;1011;16,7;2,53
29/05/2017;08:00;14;97;1010,9;16,5;1,71
29/05/2017;07:00;67;97;1010,5;16,4;1
29/05/2017;06:00;22;97;1010,3;16,2;1,43
29/05/2017;05:00;350;97;1010,1;16,2;2,87
29/05/2017;04:00;34;97;1009,9;16,5;0,81
29/05/2017;03:00;106;97;1010,1;16,5;0,59
29/05/2017;02:00;337;96;1010,3;16,5;2,2
29/05/2017;01:00;22;96;1010,2;16,6;1
28/05/2017;24:00;5;95;1010,6;16,7;1,22
28/05/2017;23:00;72;95;1010,6;16,8;1,54
28/05/2017;22:00;336;95;1011,1;16,9;1,67
28/05/2017;21:00;326;95;1011;16,7;3,07
28/05/2017;20:00;314;95;1009,9;16,8;3,69
28/05/2017;19:00;340;95;1009,7;16,7;2,56
28/05/2017;18:00;340;96;1009,4;16,5;3,1
28/05/2017;17:00;327;96;1009,4;16,5;4,38
28/05/2017;16:00;347;96;1009,1;16,5;4,2
28/05/2017;15:00;349;95;1009,2;16,6;4,58
28/05/2017;14:00;358;93;1009,2;17,1;4,34
28/05/2017;13:00;339;89;1009,1;17,9;4,35
28/05/2017;12:00;338;83;1009;19,3;3,25
28/05/2017;11:00;98;69;1008,8;22,9;0,37
28/05/2017;10:00;210;81;1009;20,5;0,2
28/05/2017;09:00;350;93;1009;18,1;0,82
28/05/2017;08:00;338;95;1009,1;16,9;1,69
28/05/2017;07:00;346;96;1008,9;16,6;4,04
28/05/2017;06:00;357;96;1008,5;16,7;1,95
28/05/2017;05:00;32;96;1008,4;16,7;1,5
28/05/2017;04:00;37;96;1008,2;16,9;1,29
28/05/2017;03:00;23;95;1007,9;17;1,62
28/05/2017;02:00;77;95;1008,1;17,1;0,98
28/05/2017;01:00;50;95;1008,5;17,1;1,43
27/05/2017;24:00;44;94;1008,9;17,3;1,52
27/05/2017;23:00;332;93;1009,1;17,6;3,27
27/05/2017;22:00;341;92;1008,6;17,9;4,23
27/05/2017;21:00;316;92;1007,6;18,4;3,25
27/05/2017;20:00;1;89;1008,2;18,8;1,56
27/05/2017;19:00;8;87;1007;19,1;1,43
27/05/2017;18:00;36;85;1006,6;19,6;0,75
27/05/2017;17:00;15;83;1006,6;20,2;1,16
27/05/2017;16:00;1;81;1007;20,4;1,09
27/05/2017;15:00;21;78;1007,4;21,2;1,31
27/05/2017;14:00;335;76;1008,2;21,3;3,08
27/05/2017;13:00;326;75;1008,6;21,2;4,48
27/05/2017;12:00;324;76;1009,2;20,5;4,26
27/05/2017;11:00;337;77;1009,6;20,3;3,03
27/05/2017;10:00;114;73;1010,2;20,7;1,27
27/05/2017;09:00;149;79;1010,7;18,9;2,09
27/05/2017;08:00;71;82;1011;19,2;0,82
27/05/2017;07:00;113;90;1011;17,2;1,26
27/05/2017;06:00;142;92;1010,9;16,2;1,49
27/05/2017;05:00;149;92;1010,6;16,1;1,15
27/05/2017;04:00;145;91;1010,3;16,4;1,73
27/05/2017;03:00;155;91;1009,9;16,6;2,19
27/05/2017;02:00;137;90;1009,9;16,8;2,2
27/05/2017;01:00;161;90;1010;17,1;1,97
26/05/2017;24:00;160;90;1010,5;17,3;2,24
26/05/2017;23:00;147;90;1010,9;17,1;2,91
26/05/2017;22:00;136;86;1010,9;17,7;3,34
26/05/2017;21:00;146;84;1010,9;17,7;1,52
26/05/2017;20:00;22;82;1011;18;1,04
26/05/2017;19:00;314;80;1012,2;18,7;4,39
26/05/2017;18:00;306;84;1010,1;18,2;8,99
26/05/2017;17:00;353;86;1008,6;18,3;5,52
26/05/2017;16:00;11;86;1007,6;18,2;4,68
26/05/2017;15:00;23;83;1007,6;18,6;5,31
26/05/2017;14:00;8;77;1007,8;19,8;5,74
26/05/2017;13:00;6;80;1007,7;19,5;5,63
26/05/2017;12:00;353;78;1007,5;20;5,52
26/05/2017;11:00;354;75;1007,2;20,5;4,67
26/05/2017;10:00;355;76;1007,1;20,4;3,13
26/05/2017;09:00;334;67;1006,5;22,6;2,14
26/05/2017;08:00;145;60;1006,5;23,6;2,77
26/05/2017;07:00;149;67;1006,5;21,8;3,03
26/05/2017;06:00;172;69;1006,3;21,3;2,12
26/05/2017;05:00;179;69;1006,2;21,3;1,7
26/05/2017;04:00;176;66;1006,2;21,8;1,5
26/05/2017;03:00;151;68;1006;21,6;4,22
26/05/2017;02:00;148;68;1006,2;21,6;6,03
26/05/2017;01:00;143;67;1006,9;22,2;3,97
25/05/2017;24:00;181;57;1007,3;24,5;2,17
25/05/2017;23:00;282;52;1009,1;25,1;3,88
25/05/2017;22:00;159;68;1009,9;22,5;1,57
25/05/2017;21:00;135;80;1008,6;19,8;0,35
25/05/2017;20:00;359;78;1007,9;20,2;4,91
25/05/2017;19:00;320;73;1007;21,8;8,09
25/05/2017;18:00;336;63;1005,5;23,8;3,72
25/05/2017;17:00;37;55;1005,5;25,8;1,01
25/05/2017;16:00;18;52;1005,6;26,2;3,11
25/05/2017;15:00;8;49;1006;27,3;2,84
25/05/2017;14:00;352;49;1006,5;27,3;3,77
25/05/2017;13:00;43;65;1007;24,2;1,57
25/05/2017;12:00;9;57;1007,3;25,6;2,79
25/05/2017;11:00;142;38;1007,5;31,2;4,12
25/05/2017;10:00;145;42;1007,8;29,4;5,32
25/05/2017;09:00;156;48;1008,2;27,4;4,8
25/05/2017;08:00;154;59;1008,5;24,4;4,15
25/05/2017;07:00;170;71;1008,5;21,9;2,09
25/05/2017;06:00;173;82;1008,6;19,8;2,56
25/05/2017;05:00;175;83;1008,6;19,6;3,15
25/05/2017;04:00;176;84;1008,9;19,9;2,6
25/05/2017;03:00;183;84;1009,1;20,2;2
25/05/2017;02:00;171;84;1009,4;20,2;2,09
25/05/2017;01:00;168;81;1009,9;20,6;1,95
24/05/2017;24:00;165;78;1010,4;21,1;1,54
24/05/2017;23:00;157;76;1010,8;20,9;0,97
24/05/2017;22:00;320;79;1011,1;20,1;0,01
24/05/2017;21:00;21;82;1011,2;19,4;0,81
24/05/2017;20:00;30;79;1011,1;19,8;1,25
24/05/2017;19:00;21;72;1011,1;21,8;1,35
24/05/2017;18:00;356;70;1011,2;22,5;1,63
24/05/2017;17:00;349;70;1011,7;22;2,58
24/05/2017;16:00;321;71;1012,1;21,7;4,78
24/05/2017;15:00;314;73;1012,8;21;5,86
24/05/2017;14:00;312;74;1013,4;20,8;5,79
24/05/2017;13:00;310;73;1013,9;20,8;5,86
24/05/2017;12:00;316;75;1014,5;20,1;4,85
24/05/2017;11:00;325;75;1015,2;19,7;4,37
24/05/2017;10:00;128;67;1015,7;21,1;0,52
24/05/2017;09:00;138;73;1016,3;19,2;1,91
24/05/2017;08:00;137;78;1016,7;17,6;2,67
24/05/2017;07:00;135;80;1016,9;16,9;2,83
24/05/2017;06:00;142;81;1016,9;16,7;2,1
24/05/2017;05:00;157;82;1016,9;16,6;2,01
24/05/2017;04:00;175;82;1017,2;16,4;1,98
24/05/2017;03:00;186;83;1017,5;16,3;1,94
24/05/2017;02:00;158;85;1017,9;16,1;2,07
24/05/2017;01:00;122;85;1018,3;16;2,01
23/05/2017;24:00;139;85;1018,5;15,9;1,75
23/05/2017;23:00;131;84;1018,8;15,8;2,53
23/05/2017;22:00;314;84;1018,9;16,2;0,37
23/05/2017;21:00;289;83;1018,6;16,4;1,05
23/05/2017;20:00;275;81;1018,3;16,7;1,78
23/05/2017;19:00;308;79;1018,1;17,4;2,99
23/05/2017;18:00;306;76;1018;17,6;4,01
23/05/2017;17:00;304;74;1018,1;17,8;4,55
23/05/2017;16:00;318;73;1018,4;17,9;4,08
23/05/2017;15:00;329;73;1018,7;17,7;4,29
23/05/2017;14:00;334;75;1019;17,3;5,57
23/05/2017;13:00;347;71;1019,4;17,3;5,29
23/05/2017;12:00;353;72;1019,7;16,7;5,71
23/05/2017;11:00;355;71;1019,8;16,7;4,72
23/05/2017;10:00;93;63;1020;18,1;1,21
23/05/2017;09:00;102;66;1020,1;17,5;1,82
23/05/2017;08:00;107;70;1020;16,4;0,78
23/05/2017;07:00;8;72;1019,7;15,7;0,72
23/05/2017;06:00;282;75;1019,3;15,3;1,1
23/05/2017;05:00;276;76;1019;15,2;1,01
23/05/2017;04:00;295;76;1018,8;15,1;1,27
23/05/2017;03:00;285;76;1018,6;15,3;1,16
23/05/2017;02:00;290;77;1018,8;15,4;2,36
23/05/2017;01:00;291;76;1019;15,5;2,59
22/05/2017;24:00;294;79;1018,9;15,3;2,83
22/05/2017;23:00;318;81;1018,7;15,3;3,95
22/05/2017;22:00;333;83;1018,6;15,3;4,17
22/05/2017;21:00;320;81;1018;15,4;4,79
22/05/2017;20:00;323;84;1017,4;15,3;6,14
22/05/2017;19:00;321;83;1016,7;15,3;8,15
22/05/2017;18:00;324;82;1016,2;15,7;7,02
22/05/2017;17:00;330;83;1016,2;15,8;6,63
22/05/2017;16:00;327;82;1016;16,1;6,29
22/05/2017;15:00;332;83;1015,8;16,1;6,29
22/05/2017;14:00;343;85;1015,8;16;6,58
22/05/2017;13:00;337;84;1015,2;16,3;7
22/05/2017;12:00;327;82;1014,7;16,7;7,31
22/05/2017;11:00;321;82;1014;16,8;8,27
22/05/2017;10:00;328;84;1013,2;16,7;6,54
22/05/2017;09:00;323;84;1012,6;16,9;7,43
22/05/2017;08:00;320;78;1011,8;17,8;6,31
22/05/2017;07:00;337;69;1010,6;20;3,66
22/05/2017;06:00;356;71;1009,3;19,4;0,35
22/05/2017;05:00;161;70;1008,6;19,4;2,57
22/05/2017;04:00;203;61;1008,7;21,1;0,89
22/05/2017;03:00;329;64;1008,7;20,8;2,38
22/05/2017;02:00;311;65;1008,1;20,9;0,61
22/05/2017;01:00;302;49;1007;24,4;2,92
21/05/2017;24:00;141;46;1006,2;25,3;1,05
21/05/2017;23:00;136;45;1006;25,6;3,06
21/05/2017;22:00;167;41;1006;26,8;3,77
21/05/2017;21:00;154;43;1005,9;26,5;3,31
21/05/2017;20:00;167;43;1005,7;27,3;2,55
21/05/2017;19:00;138;40;1005,7;28,6;1,28
21/05/2017;18:00;133;41;1006;28,9;2,05
21/05/2017;17:00;144;38;1006,5;28,8;2,26
21/05/2017;16:00;172;35;1006,9;29,4;2,01
21/05/2017;15:00;160;34;1007,4;29,8;3,81
21/05/2017;14:00;141;35;1008,3;29;3,6
21/05/2017;13:00;181;34;1009,2;29,2;2,78
21/05/2017;12:00;143;37;1010,1;27;4,09
21/05/2017;11:00;147;42;1011;24,7;4,59
21/05/2017;10:00;136;47;1011,9;22,8;3,97
21/05/2017;09:00;144;60;1012,5;19,1;4,4
21/05/2017;08:00;145;71;1013;15,5;3,3
21/05/2017;07:00;166;77;1013,3;13,8;2,59
21/05/2017;06:00;176;82;1013,6;12,7;2,47
21/05/2017;05:00;152;83;1014;12,4;2,65
21/05/2017;04:00;162;82;1014,7;12,4;2,9
21/05/2017;03:00;158;82;1015,6;12,6;3,13
21/05/2017;02:00;145;81;1016,3;12,9;3,9
21/05/2017;01:00;142;77;1017,3;13,2;3,82
20/05/2017;24:00;133;74;1018,1;13,8;2,82
20/05/2017;23:00;139;70;1018,7;14,3;2,29
20/05/2017;22:00;131;65;1019,1;15,1;3,6
20/05/2017;21:00;140;64;1019,3;15,6;3,19
20/05/2017;20:00;103;62;1019,3;16,4;1,28
20/05/2017;19:00;76;56;1019,2;17,6;1,71
20/05/2017;18:00;46;52;1019,2;18;2,3
20/05/2017;17:00;6;55;1019,4;17,2;4,07
20/05/2017;16:00;340;55;1019,7;16,8;5,1
20/05/2017;15:00;8;57;1020,2;16,2;5,51
20/05/2017;14:00;343;63;1020,6;16;4,32
20/05/2017;13:00;349;67;1020,9;15,6;3,69
20/05/2017;12:00;359;70;1021,3;15,2;3,66
20/05/2017;11:00;2;76;1021,2;14,7;4,23
20/05/2017;10:00;355;74;1021;14,9;3,78
20/05/2017;09:00;352;71;1020,8;14,9;3,6
20/05/2017;08:00;306;76;1020,4;15;0,74
20/05/2017;07:00;282;83;1020,2;13,4;2,11
20/05/2017;06:00;281;87;1019,8;12,9;3,16
20/05/2017;05:00;277;88;1019,1;12,9;1,77
20/05/2017;04:00;270;80;1018,5;12,9;0,71
20/05/2017;03:00;171;80;1018,3;12,2;2,21
20/05/2017;02:00;169;80;1018,6;12;2,09
20/05/2017;01:00;161;81;1019;11,7;2,04
19/05/2017;24:00;154;80;1019;12;2,03
19/05/2017;23:00;171;75;1019,1;12,6;1,27
19/05/2017;22:00;194;70;1019,1;13,5;0,93
19/05/2017;21:00;270;67;1018,9;14;1,12
19/05/2017;20:00;309;68;1018,7;14,5;1,73
19/05/2017;19:00;318;66;1018,5;14,9;5,2
19/05/2017;18:00;310;62;1018,4;15,1;6,23
19/05/2017;17:00;313;64;1018,4;14,9;7,94
19/05/2017;16:00;310;65;1018,3;14,7;9,38
19/05/2017;15:00;313;63;1018,1;15;9,3
19/05/2017;14:00;314;64;1018;14,8;10,76
19/05/2017;13:00;319;66;1017,9;14,5;9,13
19/05/2017;12:00;317;70;1017,9;14;7,51
19/05/2017;11:00;316;64;1017,8;14,3;6,74
19/05/2017;10:00;298;57;1017,4;14,8;4,73
19/05/2017;09:00;295;59;1017,2;14,2;3,45
19/05/2017;08:00;291;64;1017,1;13,5;2,45
19/05/2017;07:00;297;64;1016,7;13,4;2,9
19/05/2017;06:00;269;69;1016,3;12,2;1,39
19/05/2017;05:00;247;71;1015,8;12;1,27
19/05/2017;04:00;215;78;1015,8;11,5;1,01
19/05/2017;03:00;243;73;1015,9;12;0,89
19/05/2017;02:00;278;71;1016;12,3;1,13
19/05/2017;01:00;284;73;1016,1;12;1,69
18/05/2017;24:00;269;74;1016,3;11,8;2,08
18/05/2017;23:00;272;72;1016,8;12;2,14
18/05/2017;22:00;288;74;1017,1;11,8;3,72
18/05/2017;21:00;292;74;1016,8;13,2;5,55
18/05/2017;20:00;293;77;1016,2;13,3;4,28
18/05/2017;19:00;304;72;1015,8;14,2;6,19
18/05/2017;18:00;301;69;1015,4;14,6;7,24
18/05/2017;17:00;314;71;1015,2;14,6;9,04
18/05/2017;16:00;310;67;1014,8;14,7;9,44
18/05/2017;15:00;314;65;1014,6;14,8;9,33
18/05/2017;14:00;305;68;1014,7;14,7;8,85
18/05/2017;13:00;300;73;1014,5;14,3;7,06
18/05/2017;12:00;294;75;1014,5;14;4,55
18/05/2017;11:00;291;79;1014,6;12,6;3,89
18/05/2017;10:00;284;85;1014,6;12,2;2,95
18/05/2017;09:00;291;88;1014,2;11,9;4,21
18/05/2017;08:00;287;87;1014,2;12,3;4,51
18/05/2017;07:00;308;87;1013,6;12,4;6,21
18/05/2017;06:00;308;94;1012,7;12,5;9
18/05/2017;05:00;309;96;1012,4;13,2;7,45
18/05/2017;04:00;303;95;1012,2;13,6;6,26
18/05/2017;03:00;305;94;1012,5;13,9;6,62
18/05/2017;02:00;295;85;1012,6;15,2;4,7
18/05/2017;01:00;294;86;1012,9;15,2;4,35
17/05/2017;24:00;295;91;1013,3;15,3;3,84
17/05/2017;23:00;332;94;1013,3;15,4;1,84
17/05/2017;22:00;57;94;1013,3;15,4;0,57
17/05/2017;21:00;28;93;1013,3;15,6;0,27
17/05/2017;20:00;138;93;1013,5;15,5;1,17
17/05/2017;19:00;140;94;1013,8;15;2,26
17/05/2017;18:00;91;93;1014,1;14,7;0,92
17/05/2017;17:00;341;93;1014,6;14,7;2,49
17/05/2017;16:00;319;90;1014,6;15,3;5,29
17/05/2017;15:00;315;82;1014,6;15,9;4,58
17/05/2017;14:00;314;86;1014,4;16;5,55
17/05/2017;13:00;314;85;1014,3;16,8;6,43
17/05/2017;12:00;348;89;1014;16,8;4,84
17/05/2017;11:00;356;84;1014,1;17,4;4,32
17/05/2017;10:00;2;83;1013,9;17,4;3,88
17/05/2017;09:00;353;84;1014,1;17;4
17/05/2017;08:00;329;84;1014,2;17,1;3,2
17/05/2017;07:00;9;79;1013,9;17,3;1,04
17/05/2017;06:00;140;79;1014;16,9;1,11
17/05/2017;05:00;153;80;1014,2;16,9;1,67
17/05/2017;04:00;171;82;1014,8;16,9;1,21
17/05/2017;03:00;153;85;1015,5;17,1;1,97
17/05/2017;02:00;147;86;1016,6;17,6;1,19
17/05/2017;01:00;50;87;1017,6;17,7;0,66
16/05/2017;24:00;50;86;1018,3;17,9;0,55
16/05/2017;23:00;28;86;1018,8;17,8;0,63
16/05/2017;22:00;41;86;1018,9;17,8;0,77
16/05/2017;21:00;8;78;1018,8;18,5;2,09
16/05/2017;20:00;324;67;1018,6;19,3;2,78
16/05/2017;19:00;313;70;1018,3;19,3;4,04
16/05/2017;18:00;318;65;1017,7;19,9;5,42
16/05/2017;17:00;345;73;1017,5;19,2;4,78
16/05/2017;16:00;359;76;1017,7;19,2;5,09
16/05/2017;15:00;344;71;1018,2;19,4;4,76
16/05/2017;14:00;352;73;1018,4;19,4;4,6
16/05/2017;13:00;337;73;1018,7;19,4;4,03
16/05/2017;12:00;332;71;1018,8;20,2;3,99
16/05/2017;11:00;320;60;1019,2;22,1;4,23
16/05/2017;10:00;156;52;1019,3;24,3;2,3
16/05/2017;09:00;150;62;1019,7;22;2,54
16/05/2017;08:00;148;69;1020,1;19,4;3,14
16/05/2017;07:00;150;74;1020,2;17,8;2,37
16/05/2017;06:00;155;79;1020,1;16,8;1,41
16/05/2017;05:00;162;79;1019,9;16,9;1,69
16/05/2017;04:00;155;77;1020;17,3;1,35
16/05/2017;03:00;170;77;1020;17,2;1,68
16/05/2017;02:00;157;75;1020,2;17,6;0,86
16/05/2017;01:00;157;75;1020,6;17,9;0,86
15/05/2017;24:00;155;77;1020,9;18;1,63
15/05/2017;23:00;166;83;1021;18;1,68
15/05/2017;22:00;139;91;1021,3;17,3;0,95
15/05/2017;21:00;12;90;1021,4;17,1;1,89
15/05/2017;20:00;357;88;1021,1;17,4;3,14
15/05/2017;19:00;13;79;1020,8;18,2;3,2
15/05/2017;18:00;21;66;1020,5;19,8;1,65
15/05/2017;17:00;1;65;1020,6;19,5;3,31
15/05/2017;16:00;5;67;1020,7;19,1;4,14
15/05/2017;15:00;339;65;1020,8;19,6;4,41
15/05/2017;14:00;343;62;1020,8;19,9;4,92
15/05/2017;13:00;344;61;1021;20,2;5,22
15/05/2017;12:00;327;59;1021;20,3;4,84
15/05/2017;11:00;324;54;1021;21,1;4,07
15/05/2017;10:00;347;61;1021,2;20,5;2,27
15/05/2017;09:00;132;46;1021,1;23,5;1,52
15/05/2017;08:00;151;51;1021;21;2,32
15/05/2017;07:00;152;59;1020,7;18,5;5,35
15/05/2017;06:00;168;65;1020,2;17,1;3,59
15/05/2017;05:00;164;72;1019,9;16;2,11
15/05/2017;04:00;180;72;1019,8;16,3;2,54
15/05/2017;03:00;179;73;1019,8;16,6;2,11
15/05/2017;02:00;178;72;1019,9;17,2;2,28
15/05/2017;01:00;180;72;1020,1;17,6;1,9
14/05/2017;24:00;176;71;1020;18,1;1,39
14/05/2017;23:00;168;69;1019,9;18,6;1,69
14/05/2017;22:00;156;70;1020;18,7;1,35
14/05/2017;21:00;137;74;1019,9;17,9;0,36
14/05/2017;20:00;47;74;1019,4;17,7;0,4
14/05/2017;19:00;339;66;1018,8;19,5;0,98
14/05/2017;18:00;305;63;1018,4;20;4,55
14/05/2017;17:00;303;58;1018;21,3;4,68
14/05/2017;16:00;297;53;1017,8;21,8;4,94
14/05/2017;15:00;297;54;1017,9;21,7;5,52
14/05/2017;14:00;303;57;1018;21,5;5,14
14/05/2017;13:00;319;57;1018,2;21;3,88
14/05/2017;12:00;317;58;1018,6;20,1;3,84
14/05/2017;11:00;288;50;1018,6;21,7;2,12
14/05/2017;10:00;133;51;1018,4;21;2,88
14/05/2017;09:00;132;57;1018;19,3;4,03
14/05/2017;08:00;136;67;1017,9;17,2;3,81
14/05/2017;07:00;147;77;1017,6;14,8;3,73
14/05/2017;06:00;166;83;1016,9;13,7;2,02
14/05/2017;05:00;161;84;1016,2;13,8;1,85
14/05/2017;04:00;161;80;1015,7;14,9;1,37
14/05/2017;03:00;272;75;1015,3;15,5;0,28
14/05/2017;02:00;329;78;1014,8;15,6;0,73
14/05/2017;01:00;16;76;1014,4;16,1;1,34
13/05/2017;24:00;329;64;1013,8;18;0,86
13/05/2017;23:00;208;61;1013,2;18,6;1,4
13/05/2017;22:00;148;68;1012,6;17,9;1,67
13/05/2017;21:00;145;64;1012,1;18,5;1,87
13/05/2017;20:00;103;63;1011,3;19,2;0,56
13/05/2017;19:00;31;57;1010,7;20;1,22
13/05/2017;18:00;317;54;1010,4;20,4;2,58
13/05/2017;17:00;300;53;1010,3;20,2;3,25
13/05/2017;16:00;299;57;1010,3;19,4;4,56
13/05/2017;15:00;301;58;1010,5;19,1;4,61
13/05/2017;14:00;332;61;1010,7;18;5,2
13/05/2017;13:00;337;63;1010,6;17,8;4,97
13/05/2017;12:00;331;61;1010,7;17,3;3,79
13/05/2017;11:00;358;62;1010,6;17,5;1,27
13/05/2017;10:00;85;63;1010,5;17,1;1,38
13/05/2017;09:00;88;72;1010,4;16,8;0,92
13/05/2017;08:00;343;87;1010,1;14,5;1,39
13/05/2017;07:00;321;92;1009,6;13,8;2,83
13/05/2017;06:00;51;90;1008,6;14,4;0,81
13/05/2017;05:00;172;89;1008;14,4;0,28
13/05/2017;04:00;48;88;1007,6;14,5;0,68
13/05/2017;03:00;35;88;1007,1;14,6;0,35
13/05/2017;02:00;142;87;1006,4;14,6;1,95
13/05/2017;01:00;145;87;1006,2;14,6;3,49
12/05/2017;24:00;151;86;1006,2;14,9;3,05
12/05/2017;23:00;152;86;1006,3;15;2,55
12/05/2017;22:00;177;87;1005,9;15;0,87
12/05/2017;21:00;282;87;1005,3;14,9;2,37
12/05/2017;20:00;304;86;1004;15,4;5,27
12/05/2017;19:00;314;79;1002,4;16,5;3,19
