Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3)
12/08/2017;17:00;80;"Buena / ";77
12/08/2017;16:00;82;"Buena / ";75
12/08/2017;15:00;86;"Buena / ";72
12/08/2017;14:00;89;"Buena / ";69
12/08/2017;13:00;77;"Buena / ";67
12/08/2017;12:00;72;"Buena / ";66
12/08/2017;11:00;66;"Buena / ";65
12/08/2017;10:00;63;"Buena / ";65
12/08/2017;09:00;63;"Buena / ";67
12/08/2017;08:00;60;"Muy buena / ";68
12/08/2017;07:00;63;"Buena / ";69
12/08/2017;06:00;;"Sin datos / ";70
12/08/2017;05:00;67;"Buena / ";69
12/08/2017;04:00;67;"Buena / ";68
12/08/2017;03:00;68;"Buena / ";68
12/08/2017;02:00;72;"Buena / ";69
12/08/2017;01:00;70;"Buena / ";70
11/08/2017;24:00;73;"Buena / ";71
11/08/2017;23:00;70;"Buena / ";73
11/08/2017;22:00;65;"Buena / ";75
11/08/2017;21:00;61;"Buena / ";77
11/08/2017;20:00;68;"Buena / ";80
11/08/2017;19:00;74;"Buena / ";81
11/08/2017;18:00;80;"Buena / ";81
11/08/2017;17:00;81;"Buena / ";81
11/08/2017;16:00;83;"Buena / ";79
11/08/2017;15:00;85;"Buena / ";77
11/08/2017;14:00;84;"Buena / ";75
11/08/2017;13:00;83;"Buena / ";72
11/08/2017;12:00;80;"Buena / ";71
11/08/2017;11:00;74;"Buena / ";69
11/08/2017;10:00;76;"Buena / ";69
11/08/2017;09:00;68;"Buena / ";69
11/08/2017;08:00;69;"Buena / ";70
11/08/2017;07:00;68;"Buena / ";70
11/08/2017;06:00;;"Sin datos / ";70
11/08/2017;05:00;63;"Buena / ";72
11/08/2017;04:00;70;"Buena / ";74
11/08/2017;03:00;75;"Buena / ";76
11/08/2017;02:00;75;"Buena / ";76
11/08/2017;01:00;75;"Buena / ";76
10/08/2017;24:00;69;"Buena / ";76
10/08/2017;23:00;63;"Buena / ";76
10/08/2017;22:00;76;"Buena / ";78
10/08/2017;21:00;84;"Buena / ";77
10/08/2017;20:00;82;"Buena / ";76
10/08/2017;19:00;80;"Buena / ";74
10/08/2017;18:00;73;"Buena / ";73
10/08/2017;17:00;76;"Buena / ";72
10/08/2017;16:00;73;"Buena / ";72
10/08/2017;15:00;76;"Buena / ";72
10/08/2017;14:00;75;"Buena / ";71
10/08/2017;13:00;73;"Buena / ";71
10/08/2017;12:00;65;"Buena / ";70
10/08/2017;11:00;69;"Buena / ";71
10/08/2017;10:00;70;"Buena / ";72
10/08/2017;09:00;73;"Buena / ";72
10/08/2017;08:00;73;"Buena / ";72
10/08/2017;07:00;71;"Buena / ";72
10/08/2017;06:00;;"Sin datos / ";71
10/08/2017;05:00;69;"Buena / ";71
10/08/2017;04:00;72;"Buena / ";72
10/08/2017;03:00;72;"Buena / ";72
10/08/2017;02:00;71;"Buena / ";72
10/08/2017;01:00;71;"Buena / ";73
09/08/2017;24:00;72;"Buena / ";74
09/08/2017;23:00;70;"Buena / ";75
09/08/2017;22:00;70;"Buena / ";77
09/08/2017;21:00;78;"Buena / ";78
09/08/2017;20:00;70;"Buena / ";78
09/08/2017;19:00;75;"Buena / ";80
09/08/2017;18:00;76;"Buena / ";80
09/08/2017;17:00;81;"Buena / ";80
09/08/2017;16:00;81;"Buena / ";79
09/08/2017;15:00;81;"Buena / ";77
09/08/2017;14:00;78;"Buena / ";75
09/08/2017;13:00;83;"Buena / ";72
09/08/2017;12:00;82;"Buena / ";71
09/08/2017;11:00;74;"Buena / ";67
09/08/2017;10:00;77;"Buena / ";65
09/08/2017;09:00;78;"Buena / ";62
09/08/2017;08:00;66;"Buena / ";59
09/08/2017;07:00;59;"Muy buena / ";58
09/08/2017;06:00;;"Sin datos / ";58
09/08/2017;05:00;64;"Buena / ";57
09/08/2017;04:00;59;"Muy buena / ";57
09/08/2017;03:00;55;"Muy buena / ";56
09/08/2017;02:00;61;"Buena / ";57
09/08/2017;01:00;55;"Muy buena / ";59
08/08/2017;24:00;55;"Muy buena / ";62
08/08/2017;23:00;57;"Muy buena / ";63
08/08/2017;22:00;57;"Muy buena / ";66
08/08/2017;21:00;56;"Muy buena / ";68
08/08/2017;20:00;51;"Muy buena / ";70
08/08/2017;19:00;62;"Buena / ";72
08/08/2017;18:00;72;"Buena / ";73
08/08/2017;17:00;76;"Buena / ";72
08/08/2017;16:00;76;"Buena / ";71
08/08/2017;15:00;74;"Buena / ";70
08/08/2017;14:00;74;"Buena / ";70
08/08/2017;13:00;73;"Buena / ";71
08/08/2017;12:00;66;"Buena / ";70
08/08/2017;11:00;74;"Buena / ";72
08/08/2017;10:00;65;"Buena / ";73
08/08/2017;09:00;68;"Buena / ";75
08/08/2017;08:00;68;"Buena / ";77
08/08/2017;07:00;75;"Buena / ";79
08/08/2017;06:00;;"Sin datos / ";79
08/08/2017;05:00;81;"Buena / ";79
08/08/2017;04:00;80;"Buena / ";79
08/08/2017;03:00;80;"Buena / ";78
08/08/2017;02:00;80;"Buena / ";77
08/08/2017;01:00;79;"Buena / ";76
07/08/2017;24:00;80;"Buena / ";75
07/08/2017;23:00;79;"Buena / ";75
07/08/2017;22:00;74;"Buena / ";77
07/08/2017;21:00;78;"Buena / ";80
07/08/2017;20:00;75;"Buena / ";83
07/08/2017;19:00;73;"Buena / ";85
07/08/2017;18:00;71;"Buena / ";87
07/08/2017;17:00;74;"Buena / ";87
07/08/2017;16:00;78;"Buena / ";87
07/08/2017;15:00;91;"Buena / ";86
07/08/2017;14:00;101;"Buena / ";80
07/08/2017;13:00;100;"Buena / ";74
07/08/2017;12:00;95;"Buena / ";71
07/08/2017;11:00;82;"Buena / ";68
07/08/2017;10:00;77;"Buena / ";69
07/08/2017;09:00;73;"Buena / ";70
07/08/2017;08:00;65;"Buena / ";72
07/08/2017;07:00;49;"Muy buena / ";74
07/08/2017;06:00;;"Sin datos / ";80
07/08/2017;05:00;51;"Muy buena / ";86
07/08/2017;04:00;79;"Buena / ";86
07/08/2017;03:00;86;"Buena / ";87
07/08/2017;02:00;85;"Buena / ";87
07/08/2017;01:00;88;"Buena / ";86
06/08/2017;24:00;87;"Buena / ";84
06/08/2017;23:00;90;"Buena / ";82
06/08/2017;22:00;87;"Buena / ";80
06/08/2017;21:00;88;"Buena / ";77
06/08/2017;20:00;87;"Buena / ";76
06/08/2017;19:00;84;"Buena / ";74
06/08/2017;18:00;81;"Buena / ";72
06/08/2017;17:00;71;"Buena / ";70
06/08/2017;16:00;68;"Buena / ";69
06/08/2017;15:00;70;"Buena / ";68
06/08/2017;14:00;70;"Buena / ";67
06/08/2017;13:00;75;"Buena / ";66
06/08/2017;12:00;69;"Buena / ";65
06/08/2017;11:00;68;"Buena / ";64
06/08/2017;10:00;66;"Buena / ";64
06/08/2017;09:00;62;"Buena / ";64
06/08/2017;08:00;63;"Buena / ";65
06/08/2017;07:00;63;"Buena / ";66
06/08/2017;06:00;;"Sin datos / ";67
06/08/2017;05:00;65;"Buena / ";67
06/08/2017;04:00;66;"Buena / ";67
06/08/2017;03:00;68;"Buena / ";68
06/08/2017;02:00;68;"Buena / ";68
06/08/2017;01:00;69;"Buena / ";68
05/08/2017;24:00;68;"Buena / ";68
05/08/2017;23:00;67;"Buena / ";68
05/08/2017;22:00;65;"Buena / ";69
05/08/2017;21:00;67;"Buena / ";69
05/08/2017;20:00;69;"Buena / ";68
05/08/2017;19:00;68;"Buena / ";66
05/08/2017;18:00;68;"Buena / ";65
05/08/2017;17:00;69;"Buena / ";64
05/08/2017;16:00;72;"Buena / ";63
05/08/2017;15:00;70;"Buena / ";61
05/08/2017;14:00;65;"Buena / ";59
05/08/2017;13:00;59;"Muy buena / ";57
05/08/2017;12:00;58;"Muy buena / ";56
05/08/2017;11:00;59;"Muy buena / ";54
05/08/2017;10:00;60;"Muy buena / ";53
05/08/2017;09:00;59;"Muy buena / ";51
05/08/2017;08:00;55;"Muy buena / ";49
05/08/2017;07:00;53;"Muy buena / ";48
05/08/2017;06:00;;"Sin datos / ";47
05/08/2017;05:00;45;"Muy buena / ";47
05/08/2017;04:00;45;"Muy buena / ";47
05/08/2017;03:00;47;"Muy buena / ";48
05/08/2017;02:00;46;"Muy buena / ";47
05/08/2017;01:00;48;"Muy buena / ";47
04/08/2017;24:00;46;"Muy buena / ";48
04/08/2017;23:00;47;"Muy buena / ";51
04/08/2017;22:00;50;"Muy buena / ";55
04/08/2017;21:00;49;"Muy buena / ";61
04/08/2017;20:00;46;"Muy buena / ";68
04/08/2017;19:00;45;"Muy buena / ";73
04/08/2017;18:00;45;"Muy buena / ";77
04/08/2017;17:00;56;"Muy buena / ";80
04/08/2017;16:00;68;"Buena / ";82
04/08/2017;15:00;79;"Buena / ";83
04/08/2017;14:00;101;"Buena / ";80
04/08/2017;13:00;104;"Buena / ";75
04/08/2017;12:00;89;"Buena / ";70
04/08/2017;11:00;75;"Buena / ";66
04/08/2017;10:00;71;"Buena / ";64
04/08/2017;09:00;72;"Buena / ";63
04/08/2017;08:00;74;"Buena / ";62
04/08/2017;07:00;54;"Muy buena / ";60
04/08/2017;06:00;;"Sin datos / ";62
04/08/2017;05:00;66;"Buena / ";63
04/08/2017;04:00;57;"Muy buena / ";64
04/08/2017;03:00;60;"Muy buena / ";65
04/08/2017;02:00;68;"Buena / ";69
04/08/2017;01:00;63;"Buena / ";74
03/08/2017;24:00;64;"Buena / ";78
03/08/2017;23:00;67;"Buena / ";80
03/08/2017;22:00;65;"Buena / ";82
03/08/2017;21:00;65;"Buena / ";86
03/08/2017;20:00;70;"Buena / ";91
03/08/2017;19:00;88;"Buena / ";95
03/08/2017;18:00;97;"Buena / ";97
03/08/2017;17:00;96;"Buena / ";95
03/08/2017;16:00;88;"Buena / ";91
03/08/2017;15:00;88;"Buena / ";89
03/08/2017;14:00;93;"Buena / ";87
03/08/2017;13:00;108;"Buena / ";83
03/08/2017;12:00;105;"Buena / ";79
03/08/2017;11:00;99;"Buena / ";75
03/08/2017;10:00;82;"Buena / ";70
03/08/2017;09:00;67;"Buena / ";67
03/08/2017;08:00;66;"Buena / ";68
03/08/2017;07:00;76;"Buena / ";68
03/08/2017;06:00;;"Sin datos / ";65
03/08/2017;05:00;71;"Buena / ";66
03/08/2017;04:00;74;"Buena / ";67
03/08/2017;03:00;66;"Buena / ";67
03/08/2017;02:00;65;"Buena / ";69
03/08/2017;01:00;69;"Buena / ";72
02/08/2017;24:00;66;"Buena / ";75
02/08/2017;23:00;60;"Muy buena / ";79
02/08/2017;22:00;63;"Buena / ";86
02/08/2017;21:00;71;"Buena / ";94
02/08/2017;20:00;76;"Buena / ";98
02/08/2017;19:00;81;"Buena / ";100
02/08/2017;18:00;83;"Buena / ";99
02/08/2017;17:00;93;"Buena / ";96
02/08/2017;16:00;104;"Buena / ";91
02/08/2017;15:00;118;"Buena / ";85
02/08/2017;14:00;123;"Mejorable / ";77
02/08/2017;13:00;107;"Buena / ";68
02/08/2017;12:00;92;"Buena / ";62
02/08/2017;11:00;69;"Buena / ";55
02/08/2017;10:00;62;"Buena / ";54
02/08/2017;09:00;55;"Muy buena / ";54
02/08/2017;08:00;54;"Muy buena / ";54
02/08/2017;07:00;52;"Muy buena / ";55
02/08/2017;06:00;;"Sin datos / ";57
02/08/2017;05:00;49;"Muy buena / ";59
02/08/2017;04:00;43;"Muy buena / ";59
02/08/2017;03:00;57;"Muy buena / ";61
02/08/2017;02:00;65;"Buena / ";62
02/08/2017;01:00;57;"Muy buena / ";62
01/08/2017;24:00;66;"Buena / ";64
01/08/2017;23:00;65;"Buena / ";65
01/08/2017;22:00;65;"Buena / ";65
01/08/2017;21:00;60;"Muy buena / ";64
01/08/2017;20:00;59;"Muy buena / ";65
01/08/2017;19:00;63;"Buena / ";65
01/08/2017;18:00;65;"Buena / ";65
01/08/2017;17:00;68;"Buena / ";64
01/08/2017;16:00;71;"Buena / ";62
01/08/2017;15:00;70;"Buena / ";61
01/08/2017;14:00;57;"Muy buena / ";59
01/08/2017;13:00;63;"Buena / ";60
01/08/2017;12:00;66;"Buena / ";59
01/08/2017;11:00;61;"Buena / ";58
01/08/2017;10:00;54;"Muy buena / ";58
01/08/2017;09:00;55;"Muy buena / ";59
01/08/2017;08:00;58;"Muy buena / ";60
01/08/2017;07:00;59;"Muy buena / ";61
01/08/2017;06:00;;"Sin datos / ";62
01/08/2017;05:00;59;"Muy buena / ";62
01/08/2017;04:00;60;"Muy buena / ";61
01/08/2017;03:00;60;"Muy buena / ";61
01/08/2017;02:00;60;"Muy buena / ";60
01/08/2017;01:00;64;"Buena / ";59
31/07/2017;24:00;66;"Buena / ";58
31/07/2017;23:00;65;"Buena / ";58
31/07/2017;22:00;61;"Buena / ";57
31/07/2017;21:00;58;"Muy buena / ";57
31/07/2017;20:00;57;"Muy buena / ";57
31/07/2017;19:00;57;"Muy buena / ";57
31/07/2017;18:00;54;"Muy buena / ";57
31/07/2017;17:00;53;"Muy buena / ";57
31/07/2017;16:00;56;"Muy buena / ";58
31/07/2017;15:00;58;"Muy buena / ";59
31/07/2017;14:00;59;"Muy buena / ";60
31/07/2017;13:00;62;"Buena / ";60
31/07/2017;12:00;55;"Muy buena / ";59
31/07/2017;11:00;56;"Muy buena / ";60
31/07/2017;10:00;55;"Muy buena / ";61
31/07/2017;09:00;63;"Buena / ";62
31/07/2017;08:00;65;"Buena / ";61
31/07/2017;07:00;61;"Buena / ";60
31/07/2017;06:00;;"Sin datos / ";60
31/07/2017;05:00;60;"Muy buena / ";61
31/07/2017;04:00;58;"Muy buena / ";62
31/07/2017;03:00;63;"Buena / ";63
31/07/2017;02:00;61;"Buena / ";63
31/07/2017;01:00;59;"Muy buena / ";63
30/07/2017;24:00;63;"Buena / ";63
30/07/2017;23:00;61;"Buena / ";62
30/07/2017;22:00;62;"Buena / ";60
30/07/2017;21:00;67;"Buena / ";59
30/07/2017;20:00;66;"Buena / ";58
30/07/2017;19:00;62;"Buena / ";58
30/07/2017;18:00;62;"Buena / ";58
30/07/2017;17:00;59;"Muy buena / ";58
30/07/2017;16:00;53;"Muy buena / ";59
30/07/2017;15:00;51;"Muy buena / ";61
30/07/2017;14:00;54;"Muy buena / ";66
30/07/2017;13:00;57;"Muy buena / ";69
30/07/2017;12:00;62;"Buena / ";71
30/07/2017;11:00;63;"Buena / ";72
30/07/2017;10:00;63;"Buena / ";73
30/07/2017;09:00;66;"Buena / ";75
30/07/2017;08:00;75;"Buena / ";75
30/07/2017;07:00;85;"Buena / ";75
30/07/2017;06:00;;"Sin datos / ";74
30/07/2017;05:00;82;"Buena / ";71
30/07/2017;04:00;73;"Buena / ";70
30/07/2017;03:00;70;"Buena / ";70
30/07/2017;02:00;72;"Buena / ";70
30/07/2017;01:00;71;"Buena / ";71
29/07/2017;24:00;74;"Buena / ";74
29/07/2017;23:00;74;"Buena / ";77
29/07/2017;22:00;65;"Buena / ";82
29/07/2017;21:00;65;"Buena / ";90
29/07/2017;20:00;72;"Buena / ";99
29/07/2017;19:00;72;"Buena / ";104
29/07/2017;18:00;79;"Buena / ";109
29/07/2017;17:00;91;"Buena / ";113
29/07/2017;16:00;98;"Buena / ";116
29/07/2017;15:00;116;"Buena / ";117
29/07/2017;14:00;129;"Mejorable / ";116
29/07/2017;13:00;131;"Mejorable / ";115
29/07/2017;12:00;117;"Buena / ";113
29/07/2017;11:00;112;"Buena / ";112
29/07/2017;10:00;107;"Buena / ";112
29/07/2017;09:00;114;"Buena / ";112
29/07/2017;08:00;110;"Buena / ";111
29/07/2017;07:00;109;"Buena / ";112
29/07/2017;06:00;;"Sin datos / ";107
29/07/2017;05:00;108;"Buena / ";98
29/07/2017;04:00;111;"Buena / ";91
29/07/2017;03:00;111;"Buena / ";83
29/07/2017;02:00;111;"Buena / ";76
29/07/2017;01:00;107;"Buena / ";69
28/07/2017;24:00;102;"Buena / ";65
28/07/2017;23:00;82;"Buena / ";67
28/07/2017;22:00;64;"Buena / ";66
28/07/2017;21:00;54;"Muy buena / ";67
28/07/2017;20:00;50;"Muy buena / ";67
28/07/2017;19:00;63;"Buena / ";67
28/07/2017;18:00;66;"Buena / ";64
28/07/2017;17:00;74;"Buena / ";61
28/07/2017;16:00;80;"Buena / ";58
28/07/2017;15:00;80;"Buena / ";53
28/07/2017;14:00;68;"Buena / ";48
28/07/2017;13:00;56;"Muy buena / ";45
28/07/2017;12:00;47;"Muy buena / ";44
28/07/2017;11:00;41;"Muy buena / ";43
28/07/2017;10:00;45;"Muy buena / ";43
28/07/2017;09:00;45;"Muy buena / ";44
28/07/2017;08:00;44;"Muy buena / ";44
28/07/2017;07:00;41;"Muy buena / ";44
28/07/2017;06:00;;"Sin datos / ";46
28/07/2017;05:00;38;"Muy buena / ";47
28/07/2017;04:00;43;"Muy buena / ";47
28/07/2017;03:00;43;"Muy buena / ";48
28/07/2017;02:00;46;"Muy buena / ";49
28/07/2017;01:00;49;"Muy buena / ";50
27/07/2017;24:00;53;"Muy buena / ";51
27/07/2017;23:00;54;"Muy buena / ";54
27/07/2017;22:00;48;"Muy buena / ";59
27/07/2017;21:00;49;"Muy buena / ";64
27/07/2017;20:00;48;"Muy buena / ";71
27/07/2017;19:00;52;"Muy buena / ";75
27/07/2017;18:00;52;"Muy buena / ";77
27/07/2017;17:00;54;"Muy buena / ";80
27/07/2017;16:00;75;"Buena / ";82
27/07/2017;15:00;90;"Buena / ";81
27/07/2017;14:00;93;"Buena / ";78
27/07/2017;13:00;100;"Buena / ";75
27/07/2017;12:00;84;"Buena / ";71
27/07/2017;11:00;68;"Buena / ";72
27/07/2017;10:00;76;"Buena / ";74
27/07/2017;09:00;70;"Buena / ";72
27/07/2017;08:00;67;"Buena / ";72
27/07/2017;07:00;69;"Buena / ";73
27/07/2017;06:00;;"Sin datos / ";75
27/07/2017;05:00;91;"Buena / ";76
27/07/2017;04:00;91;"Buena / ";75
27/07/2017;03:00;78;"Buena / ";72
27/07/2017;02:00;66;"Buena / ";72
27/07/2017;01:00;71;"Buena / ";76
26/07/2017;24:00;79;"Buena / ";79
26/07/2017;23:00;78;"Buena / ";81
26/07/2017;22:00;74;"Buena / ";83
26/07/2017;21:00;65;"Buena / ";85
26/07/2017;20:00;69;"Buena / ";89
26/07/2017;19:00;82;"Buena / ";89
26/07/2017;18:00;94;"Buena / ";87
26/07/2017;17:00;94;"Buena / ";83
26/07/2017;16:00;94;"Buena / ";80
26/07/2017;15:00;94;"Buena / ";78
26/07/2017;14:00;91;"Buena / ";75
26/07/2017;13:00;91;"Buena / ";72
26/07/2017;12:00;72;"Buena / ";69
26/07/2017;11:00;63;"Buena / ";69
26/07/2017;10:00;67;"Buena / ";71
26/07/2017;09:00;70;"Buena / ";71
26/07/2017;08:00;75;"Buena / ";72
26/07/2017;07:00;70;"Buena / ";71
26/07/2017;06:00;;"Sin datos / ";71
26/07/2017;05:00;66;"Buena / ";72
26/07/2017;04:00;76;"Buena / ";70
26/07/2017;03:00;73;"Buena / ";66
26/07/2017;02:00;71;"Buena / ";65
26/07/2017;01:00;72;"Buena / ";64
25/07/2017;24:00;70;"Buena / ";63
25/07/2017;23:00;68;"Buena / ";63
25/07/2017;22:00;70;"Buena / ";63
25/07/2017;21:00;61;"Buena / ";63
25/07/2017;20:00;50;"Muy buena / ";64
25/07/2017;19:00;62;"Buena / ";66
25/07/2017;18:00;67;"Buena / ";67
25/07/2017;17:00;64;"Buena / ";67
25/07/2017;16:00;63;"Buena / ";67
25/07/2017;15:00;70;"Buena / ";66
25/07/2017;14:00;67;"Buena / ";66
25/07/2017;13:00;66;"Buena / ";66
25/07/2017;12:00;68;"Buena / ";66
25/07/2017;11:00;68;"Buena / ";66
25/07/2017;10:00;66;"Buena / ";67
25/07/2017;09:00;65;"Buena / ";67
25/07/2017;08:00;60;"Muy buena / ";67
25/07/2017;07:00;65;"Buena / ";68
25/07/2017;06:00;;"Sin datos / ";68
25/07/2017;05:00;65;"Buena / ";66
25/07/2017;04:00;69;"Buena / ";65
25/07/2017;03:00;73;"Buena / ";64
25/07/2017;02:00;67;"Buena / ";61
25/07/2017;01:00;63;"Buena / ";58
24/07/2017;24:00;62;"Buena / ";56
24/07/2017;23:00;63;"Buena / ";54
24/07/2017;22:00;63;"Buena / ";53
24/07/2017;21:00;60;"Muy buena / ";51
24/07/2017;20:00;57;"Muy buena / ";51
24/07/2017;19:00;52;"Muy buena / ";50
24/07/2017;18:00;49;"Muy buena / ";50
24/07/2017;17:00;45;"Muy buena / ";50
24/07/2017;16:00;46;"Muy buena / ";51
24/07/2017;15:00;50;"Muy buena / ";51
24/07/2017;14:00;52;"Muy buena / ";52
24/07/2017;13:00;54;"Muy buena / ";51
24/07/2017;12:00;54;"Muy buena / ";51
24/07/2017;11:00;50;"Muy buena / ";49
24/07/2017;10:00;50;"Muy buena / ";48
24/07/2017;09:00;51;"Muy buena / ";46
24/07/2017;08:00;49;"Muy buena / ";44
24/07/2017;07:00;52;"Muy buena / ";43
24/07/2017;06:00;;"Sin datos / ";43
24/07/2017;05:00;40;"Muy buena / ";43
24/07/2017;04:00;41;"Muy buena / ";44
24/07/2017;03:00;40;"Muy buena / ";43
24/07/2017;02:00;38;"Muy buena / ";45
24/07/2017;01:00;39;"Muy buena / ";49
23/07/2017;24:00;40;"Muy buena / ";55
23/07/2017;23:00;49;"Muy buena / ";59
23/07/2017;22:00;53;"Muy buena / ";64
23/07/2017;21:00;47;"Muy buena / ";68
23/07/2017;20:00;38;"Muy buena / ";73
23/07/2017;19:00;48;"Muy buena / ";79
23/07/2017;18:00;70;"Buena / ";82
23/07/2017;17:00;82;"Buena / ";82
23/07/2017;16:00;85;"Buena / ";80
23/07/2017;15:00;87;"Buena / ";77
23/07/2017;14:00;88;"Buena / ";72
23/07/2017;13:00;87;"Buena / ";68
23/07/2017;12:00;84;"Buena / ";65
23/07/2017;11:00;73;"Buena / ";61
23/07/2017;10:00;67;"Buena / ";59
23/07/2017;09:00;68;"Buena / ";58
23/07/2017;08:00;60;"Muy buena / ";57
23/07/2017;07:00;51;"Muy buena / ";57
23/07/2017;06:00;;"Sin datos / ";58
23/07/2017;05:00;52;"Muy buena / ";59
23/07/2017;04:00;56;"Muy buena / ";59
23/07/2017;03:00;55;"Muy buena / ";59
23/07/2017;02:00;60;"Muy buena / ";59
23/07/2017;01:00;64;"Buena / ";59
22/07/2017;24:00;63;"Buena / ";59
22/07/2017;23:00;61;"Buena / ";61
22/07/2017;22:00;55;"Muy buena / ";64
22/07/2017;21:00;60;"Muy buena / ";67
22/07/2017;20:00;59;"Muy buena / ";70
22/07/2017;19:00;55;"Muy buena / ";72
22/07/2017;18:00;58;"Muy buena / ";75
22/07/2017;17:00;68;"Buena / ";76
22/07/2017;16:00;75;"Buena / ";77
22/07/2017;15:00;80;"Buena / ";76
22/07/2017;14:00;80;"Buena / ";75
22/07/2017;13:00;84;"Buena / ";74
22/07/2017;12:00;79;"Buena / ";72
22/07/2017;11:00;72;"Buena / ";72
22/07/2017;10:00;70;"Buena / ";72
22/07/2017;09:00;72;"Buena / ";72
22/07/2017;08:00;73;"Buena / ";72
22/07/2017;07:00;71;"Buena / ";72
22/07/2017;06:00;;"Sin datos / ";73
22/07/2017;05:00;75;"Buena / ";73
22/07/2017;04:00;75;"Buena / ";69
22/07/2017;03:00;72;"Buena / ";65
22/07/2017;02:00;76;"Buena / ";62
22/07/2017;01:00;72;"Buena / ";59
21/07/2017;24:00;71;"Buena / ";57
21/07/2017;23:00;72;"Buena / ";57
21/07/2017;22:00;68;"Buena / ";53
21/07/2017;21:00;48;"Muy buena / ";50
21/07/2017;20:00;46;"Muy buena / ";51
21/07/2017;19:00;52;"Muy buena / ";52
21/07/2017;18:00;57;"Muy buena / ";52
21/07/2017;17:00;58;"Muy buena / ";52
21/07/2017;16:00;51;"Muy buena / ";50
21/07/2017;15:00;42;"Muy buena / ";51
21/07/2017;14:00;45;"Muy buena / ";52
21/07/2017;13:00;56;"Muy buena / ";53
21/07/2017;12:00;57;"Muy buena / ";52
21/07/2017;11:00;53;"Muy buena / ";53
21/07/2017;10:00;50;"Muy buena / ";54
21/07/2017;09:00;48;"Muy buena / ";56
21/07/2017;08:00;54;"Muy buena / ";59
21/07/2017;07:00;54;"Muy buena / ";60
21/07/2017;06:00;;"Sin datos / ";62
21/07/2017;05:00;59;"Muy buena / ";64
21/07/2017;04:00;59;"Muy buena / ";65
21/07/2017;03:00;61;"Buena / ";66
21/07/2017;02:00;66;"Buena / ";68
21/07/2017;01:00;70;"Buena / ";69
20/07/2017;24:00;69;"Buena / ";68
20/07/2017;23:00;66;"Buena / ";68
20/07/2017;22:00;64;"Buena / ";69
20/07/2017;21:00;68;"Buena / ";69
20/07/2017;20:00;70;"Buena / ";68
20/07/2017;19:00;72;"Buena / ";67
20/07/2017;18:00;70;"Buena / ";66
20/07/2017;17:00;67;"Buena / ";64
20/07/2017;16:00;67;"Buena / ";62
20/07/2017;15:00;72;"Buena / ";59
20/07/2017;14:00;65;"Buena / ";56
20/07/2017;13:00;62;"Buena / ";54
20/07/2017;12:00;63;"Buena / ";52
20/07/2017;11:00;62;"Buena / ";50
20/07/2017;10:00;53;"Muy buena / ";49
20/07/2017;09:00;49;"Muy buena / ";49
20/07/2017;08:00;46;"Muy buena / ";49
20/07/2017;07:00;48;"Muy buena / ";50
20/07/2017;06:00;;"Sin datos / ";50
20/07/2017;05:00;55;"Muy buena / ";53
20/07/2017;04:00;49;"Muy buena / ";57
20/07/2017;03:00;51;"Muy buena / ";62
20/07/2017;02:00;55;"Muy buena / ";65
20/07/2017;01:00;50;"Muy buena / ";67
19/07/2017;24:00;49;"Muy buena / ";72
19/07/2017;23:00;48;"Muy buena / ";74
19/07/2017;22:00;63;"Buena / ";80
19/07/2017;21:00;85;"Buena / ";83
19/07/2017;20:00;80;"Buena / ";84
19/07/2017;19:00;72;"Buena / ";84
19/07/2017;18:00;70;"Buena / ";84
19/07/2017;17:00;83;"Buena / ";82
19/07/2017;16:00;91;"Buena / ";78
19/07/2017;15:00;92;"Buena / ";74
19/07/2017;14:00;93;"Buena / ";69
19/07/2017;13:00;91;"Buena / ";66
19/07/2017;12:00;77;"Buena / ";62
19/07/2017;11:00;71;"Buena / ";60
19/07/2017;10:00;56;"Muy buena / ";60
19/07/2017;09:00;53;"Muy buena / ";64
19/07/2017;08:00;57;"Muy buena / ";68
19/07/2017;07:00;56;"Muy buena / ";70
19/07/2017;06:00;;"Sin datos / ";75
19/07/2017;05:00;60;"Muy buena / ";76
19/07/2017;04:00;63;"Buena / ";75
19/07/2017;03:00;73;"Buena / ";74
19/07/2017;02:00;79;"Buena / ";75
19/07/2017;01:00;86;"Buena / ";79
18/07/2017;24:00;84;"Buena / ";82
18/07/2017;23:00;84;"Buena / ";88
18/07/2017;22:00;71;"Buena / ";93
18/07/2017;21:00;67;"Buena / ";99
18/07/2017;20:00;60;"Muy buena / ";105
18/07/2017;19:00;81;"Buena / ";112
18/07/2017;18:00;103;"Buena / ";116
18/07/2017;17:00;110;"Buena / ";117
18/07/2017;16:00;124;"Mejorable / ";116
18/07/2017;15:00;124;"Mejorable / ";113
18/07/2017;14:00;120;"Buena / ";111
18/07/2017;13:00;120;"Buena / ";109
18/07/2017;12:00;117;"Buena / ";108
18/07/2017;11:00;111;"Buena / ";107
18/07/2017;10:00;107;"Buena / ";107
18/07/2017;09:00;104;"Buena / ";108
18/07/2017;08:00;100;"Buena / ";109
18/07/2017;07:00;105;"Buena / ";111
18/07/2017;06:00;;"Sin datos / ";112
18/07/2017;05:00;114;"Buena / ";113
18/07/2017;04:00;113;"Buena / ";113
18/07/2017;03:00;113;"Buena / ";114
18/07/2017;02:00;113;"Buena / ";116
18/07/2017;01:00;111;"Buena / ";118
