Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3)
21/05/2017;19:00;115;"Buena / ";105
21/05/2017;18:00;110;"Buena / ";102
21/05/2017;17:00;104;"Buena / ";99
21/05/2017;16:00;98;"Buena / ";96
21/05/2017;15:00;102;"Buena / ";94
21/05/2017;14:00;105;"Buena / ";90
21/05/2017;13:00;103;"Buena / ";87
21/05/2017;12:00;100;"Buena / ";84
21/05/2017;11:00;97;"Buena / ";81
21/05/2017;10:00;86;"Buena / ";79
21/05/2017;09:00;79;"Buena / ";78
21/05/2017;08:00;79;"Buena / ";79
21/05/2017;07:00;74;"Buena / ";79
21/05/2017;06:00;;"Sin datos / ";82
21/05/2017;05:00;89;"Buena / ";84
21/05/2017;04:00;78;"Buena / ";84
21/05/2017;03:00;80;"Buena / ";83
21/05/2017;02:00;84;"Buena / ";82
21/05/2017;01:00;82;"Buena / ";82
20/05/2017;24:00;92;"Buena / ";83
20/05/2017;23:00;95;"Buena / ";83
20/05/2017;22:00;87;"Buena / ";83
20/05/2017;21:00;79;"Buena / ";82
20/05/2017;20:00;75;"Buena / ";82
20/05/2017;19:00;75;"Buena / ";82
20/05/2017;18:00;81;"Buena / ";81
20/05/2017;17:00;86;"Buena / ";79
20/05/2017;16:00;88;"Buena / ";76
20/05/2017;15:00;89;"Buena / ";73
20/05/2017;14:00;86;"Buena / ";69
20/05/2017;13:00;77;"Buena / ";64
20/05/2017;12:00;70;"Buena / ";62
20/05/2017;11:00;70;"Buena / ";63
20/05/2017;10:00;66;"Buena / ";64
20/05/2017;09:00;65;"Buena / ";65
20/05/2017;08:00;63;"Buena / ";67
20/05/2017;07:00;52;"Muy buena / ";68
20/05/2017;06:00;;"Sin datos / ";73
20/05/2017;05:00;72;"Buena / ";79
20/05/2017;04:00;76;"Buena / ";79
20/05/2017;03:00;75;"Buena / ";80
20/05/2017;02:00;76;"Buena / ";82
20/05/2017;01:00;79;"Buena / ";85
19/05/2017;24:00;88;"Buena / ";86
19/05/2017;23:00;85;"Buena / ";87
19/05/2017;22:00;83;"Buena / ";87
19/05/2017;21:00;81;"Buena / ";88
19/05/2017;20:00;84;"Buena / ";89
19/05/2017;19:00;88;"Buena / ";89
19/05/2017;18:00;92;"Buena / ";88
19/05/2017;17:00;91;"Buena / ";87
19/05/2017;16:00;90;"Buena / ";86
19/05/2017;15:00;90;"Buena / ";84
19/05/2017;14:00;87;"Buena / ";82
19/05/2017;13:00;86;"Buena / ";80
19/05/2017;12:00;84;"Buena / ";80
19/05/2017;11:00;85;"Buena / ";78
19/05/2017;10:00;82;"Buena / ";76
19/05/2017;09:00;80;"Buena / ";74
19/05/2017;08:00;80;"Buena / ";74
19/05/2017;07:00;69;"Buena / ";73
19/05/2017;06:00;;"Sin datos / ";75
19/05/2017;05:00;67;"Buena / ";76
19/05/2017;04:00;71;"Buena / ";77
19/05/2017;03:00;73;"Buena / ";78
19/05/2017;02:00;69;"Buena / ";79
19/05/2017;01:00;79;"Buena / ";80
18/05/2017;24:00;75;"Buena / ";81
18/05/2017;23:00;82;"Buena / ";82
18/05/2017;22:00;79;"Buena / ";83
18/05/2017;21:00;85;"Buena / ";83
18/05/2017;20:00;76;"Buena / ";83
18/05/2017;19:00;80;"Buena / ";85
18/05/2017;18:00;81;"Buena / ";86
18/05/2017;17:00;85;"Buena / ";86
18/05/2017;16:00;87;"Buena / ";86
18/05/2017;15:00;88;"Buena / ";87
18/05/2017;14:00;81;"Buena / ";86
18/05/2017;13:00;87;"Buena / ";87
18/05/2017;12:00;93;"Buena / ";86
18/05/2017;11:00;85;"Buena / ";84
18/05/2017;10:00;81;"Buena / ";83
18/05/2017;09:00;88;"Buena / ";82
18/05/2017;08:00;91;"Buena / ";79
18/05/2017;07:00;83;"Buena / ";77
18/05/2017;06:00;;"Sin datos / ";74
18/05/2017;05:00;86;"Buena / ";72
18/05/2017;04:00;74;"Buena / ";73
18/05/2017;03:00;81;"Buena / ";72
18/05/2017;02:00;73;"Buena / ";69
18/05/2017;01:00;65;"Buena / ";68
17/05/2017;24:00;60;"Muy buena / ";70
17/05/2017;23:00;64;"Buena / ";70
17/05/2017;22:00;75;"Buena / ";73
17/05/2017;21:00;79;"Buena / ";75
17/05/2017;20:00;67;"Buena / ";74
17/05/2017;19:00;58;"Muy buena / ";72
17/05/2017;18:00;68;"Buena / ";72
17/05/2017;17:00;76;"Buena / ";75
17/05/2017;16:00;76;"Buena / ";77
17/05/2017;15:00;86;"Buena / ";79
17/05/2017;14:00;90;"Buena / ";79
17/05/2017;13:00;73;"Buena / ";78
17/05/2017;12:00;50;"Muy buena / ";79
17/05/2017;11:00;58;"Muy buena / ";86
17/05/2017;10:00;92;"Buena / ";96
17/05/2017;09:00;91;"Buena / ";101
17/05/2017;08:00;89;"Buena / ";108
17/05/2017;07:00;85;"Buena / ";111
17/05/2017;06:00;;"Sin datos / ";118
17/05/2017;05:00;101;"Buena / ";119
17/05/2017;04:00;104;"Buena / ";116
17/05/2017;03:00;124;"Mejorable / ";118
17/05/2017;02:00;128;"Mejorable / ";119
17/05/2017;01:00;138;"Mejorable / ";121
16/05/2017;24:00;124;"Mejorable / ";122
16/05/2017;23:00;127;"Mejorable / ";124
16/05/2017;22:00;94;"Buena / ";124
16/05/2017;21:00;94;"Buena / ";131
16/05/2017;20:00;124;"Mejorable / ";136
16/05/2017;19:00;131;"Mejorable / ";136
16/05/2017;18:00;139;"Mejorable / ";134
16/05/2017;17:00;143;"Mejorable / ";130
16/05/2017;16:00;136;"Mejorable / ";125
16/05/2017;15:00;134;"Mejorable / ";119
16/05/2017;14:00;143;"Mejorable / ";113
16/05/2017;13:00;138;"Mejorable / ";108
16/05/2017;12:00;123;"Mejorable / ";104
16/05/2017;11:00;117;"Buena / ";102
16/05/2017;10:00;108;"Buena / ";102
16/05/2017;09:00;101;"Buena / ";102
16/05/2017;08:00;88;"Buena / ";104
16/05/2017;07:00;87;"Buena / ";107
16/05/2017;06:00;;"Sin datos / ";112
16/05/2017;05:00;105;"Buena / ";114
16/05/2017;04:00;108;"Buena / ";114
16/05/2017;03:00;114;"Buena / ";115
16/05/2017;02:00;112;"Buena / ";115
16/05/2017;01:00;115;"Buena / ";116
15/05/2017;24:00;120;"Buena / ";116
15/05/2017;23:00;120;"Buena / ";117
15/05/2017;22:00;117;"Buena / ";117
15/05/2017;21:00;115;"Buena / ";117
15/05/2017;20:00;115;"Buena / ";117
15/05/2017;19:00;114;"Buena / ";116
15/05/2017;18:00;116;"Buena / ";114
15/05/2017;17:00;118;"Buena / ";110
15/05/2017;16:00;119;"Buena / ";107
15/05/2017;15:00;119;"Buena / ";104
15/05/2017;14:00;116;"Buena / ";101
15/05/2017;13:00;115;"Buena / ";97
15/05/2017;12:00;110;"Buena / ";94
15/05/2017;11:00;100;"Buena / ";92
15/05/2017;10:00;86;"Buena / ";91
15/05/2017;09:00;93;"Buena / ";93
15/05/2017;08:00;95;"Buena / ";95
15/05/2017;07:00;89;"Buena / ";95
15/05/2017;06:00;;"Sin datos / ";98
15/05/2017;05:00;88;"Buena / ";101
15/05/2017;04:00;93;"Buena / ";100
15/05/2017;03:00;96;"Buena / ";100
15/05/2017;02:00;100;"Buena / ";99
15/05/2017;01:00;102;"Buena / ";98
14/05/2017;24:00;108;"Buena / ";98
14/05/2017;23:00;109;"Buena / ";98
14/05/2017;22:00;103;"Buena / ";97
14/05/2017;21:00;97;"Buena / ";96
14/05/2017;20:00;92;"Buena / ";95
14/05/2017;19:00;88;"Buena / ";94
14/05/2017;18:00;92;"Buena / ";94
14/05/2017;17:00;102;"Buena / ";92
14/05/2017;16:00;101;"Buena / ";89
14/05/2017;15:00;98;"Buena / ";84
14/05/2017;14:00;94;"Buena / ";80
14/05/2017;13:00;91;"Buena / ";76
14/05/2017;12:00;89;"Buena / ";74
14/05/2017;11:00;83;"Buena / ";72
14/05/2017;10:00;81;"Buena / ";72
14/05/2017;09:00;72;"Buena / ";72
14/05/2017;08:00;67;"Buena / ";73
14/05/2017;07:00;64;"Buena / ";75
14/05/2017;06:00;;"Sin datos / ";79
14/05/2017;05:00;72;"Buena / ";84
14/05/2017;04:00;74;"Buena / ";85
14/05/2017;03:00;81;"Buena / ";88
14/05/2017;02:00;82;"Buena / ";90
14/05/2017;01:00;83;"Buena / ";92
13/05/2017;24:00;82;"Buena / ";93
13/05/2017;23:00;89;"Buena / ";94
13/05/2017;22:00;94;"Buena / ";95
13/05/2017;21:00;95;"Buena / ";95
13/05/2017;20:00;93;"Buena / ";94
13/05/2017;19:00;94;"Buena / ";94
13/05/2017;18:00;94;"Buena / ";94
13/05/2017;17:00;94;"Buena / ";93
13/05/2017;16:00;96;"Buena / ";91
13/05/2017;15:00;96;"Buena / ";87
13/05/2017;14:00;94;"Buena / ";84
13/05/2017;13:00;92;"Buena / ";80
13/05/2017;12:00;93;"Buena / ";78
13/05/2017;11:00;92;"Buena / ";73
13/05/2017;10:00;85;"Buena / ";70
13/05/2017;09:00;77;"Buena / ";69
13/05/2017;08:00;68;"Buena / ";70
13/05/2017;07:00;67;"Buena / ";71
13/05/2017;06:00;;"Sin datos / ";72
13/05/2017;05:00;54;"Muy buena / ";75
13/05/2017;04:00;61;"Buena / ";75
13/05/2017;03:00;72;"Buena / ";79
13/05/2017;02:00;78;"Buena / ";79
13/05/2017;01:00;83;"Buena / ";80
12/05/2017;24:00;78;"Buena / ";80
12/05/2017;23:00;75;"Buena / ";82
12/05/2017;22:00;82;"Buena / ";84
12/05/2017;21:00;77;"Buena / ";86
12/05/2017;20:00;83;"Buena / ";88
12/05/2017;19:00;78;"Buena / ";89
12/05/2017;18:00;82;"Buena / ";90
12/05/2017;17:00;85;"Buena / ";90
12/05/2017;16:00;91;"Buena / ";90
12/05/2017;15:00;95;"Buena / ";89
12/05/2017;14:00;94;"Buena / ";87
12/05/2017;13:00;95;"Buena / ";86
12/05/2017;12:00;93;"Buena / ";84
12/05/2017;11:00;88;"Buena / ";84
12/05/2017;10:00;82;"Buena / ";85
12/05/2017;09:00;84;"Buena / ";86
12/05/2017;08:00;80;"Buena / ";86
12/05/2017;07:00;81;"Buena / ";87
12/05/2017;06:00;;"Sin datos / ";89
12/05/2017;05:00;89;"Buena / ";91
12/05/2017;04:00;92;"Buena / ";91
12/05/2017;03:00;91;"Buena / ";90
12/05/2017;02:00;89;"Buena / ";88
12/05/2017;01:00;89;"Buena / ";86
11/05/2017;24:00;89;"Buena / ";83
11/05/2017;23:00;93;"Buena / ";83
11/05/2017;22:00;92;"Buena / ";82
11/05/2017;21:00;90;"Buena / ";83
11/05/2017;20:00;87;"Buena / ";83
11/05/2017;19:00;75;"Buena / ";85
11/05/2017;18:00;77;"Buena / ";88
11/05/2017;17:00;70;"Buena / ";90
11/05/2017;16:00;76;"Buena / ";94
11/05/2017;15:00;88;"Buena / ";96
11/05/2017;14:00;98;"Buena / ";96
11/05/2017;13:00;96;"Buena / ";95
11/05/2017;12:00;96;"Buena / ";94
11/05/2017;11:00;100;"Buena / ";93
11/05/2017;10:00;98;"Buena / ";91
11/05/2017;09:00;98;"Buena / ";90
11/05/2017;08:00;92;"Buena / ";90
11/05/2017;07:00;89;"Buena / ";90
11/05/2017;06:00;;"Sin datos / ";90
11/05/2017;05:00;84;"Buena / ";93
11/05/2017;04:00;85;"Buena / ";94
11/05/2017;03:00;90;"Buena / ";96
11/05/2017;02:00;91;"Buena / ";96
11/05/2017;01:00;97;"Buena / ";98
10/05/2017;24:00;95;"Buena / ";99
10/05/2017;23:00;91;"Buena / ";101
10/05/2017;22:00;103;"Buena / ";103
10/05/2017;21:00;101;"Buena / ";103
10/05/2017;20:00;96;"Buena / ";103
10/05/2017;19:00;95;"Buena / ";103
10/05/2017;18:00;101;"Buena / ";102
10/05/2017;17:00;107;"Buena / ";101
10/05/2017;16:00;111;"Buena / ";99
10/05/2017;15:00;107;"Buena / ";97
10/05/2017;14:00;105;"Buena / ";96
10/05/2017;13:00;98;"Buena / ";95
10/05/2017;12:00;97;"Buena / ";94
10/05/2017;11:00;92;"Buena / ";95
10/05/2017;10:00;88;"Buena / ";98
10/05/2017;09:00;96;"Buena / ";102
10/05/2017;08:00;95;"Buena / ";104
10/05/2017;07:00;95;"Buena / ";105
10/05/2017;06:00;;"Sin datos / ";107
10/05/2017;05:00;103;"Buena / ";110
10/05/2017;04:00;107;"Buena / ";110
10/05/2017;03:00;111;"Buena / ";109
10/05/2017;02:00;115;"Buena / ";105
10/05/2017;01:00;107;"Buena / ";101
09/05/2017;24:00;108;"Buena / ";99
09/05/2017;23:00;104;"Buena / ";98
09/05/2017;22:00;113;"Buena / ";97
09/05/2017;21:00;116;"Buena / ";96
09/05/2017;20:00;97;"Buena / ";94
09/05/2017;19:00;85;"Buena / ";95
09/05/2017;18:00;87;"Buena / ";96
09/05/2017;17:00;91;"Buena / ";96
09/05/2017;16:00;91;"Buena / ";98
09/05/2017;15:00;95;"Buena / ";99
09/05/2017;14:00;103;"Buena / ";100
09/05/2017;13:00;105;"Buena / ";100
09/05/2017;12:00;100;"Buena / ";100
09/05/2017;11:00;93;"Buena / ";101
09/05/2017;10:00;92;"Buena / ";103
09/05/2017;09:00;102;"Buena / ";106
09/05/2017;08:00;104;"Buena / ";107
09/05/2017;07:00;102;"Buena / ";107
09/05/2017;06:00;;"Sin datos / ";105
09/05/2017;05:00;107;"Buena / ";102
09/05/2017;04:00;106;"Buena / ";100
09/05/2017;03:00;109;"Buena / ";98
09/05/2017;02:00;113;"Buena / ";96
09/05/2017;01:00;110;"Buena / ";94
08/05/2017;24:00;109;"Buena / ";92
08/05/2017;23:00;99;"Buena / ";91
08/05/2017;22:00;82;"Buena / ";93
08/05/2017;21:00;86;"Buena / ";96
08/05/2017;20:00;89;"Buena / ";97
08/05/2017;19:00;91;"Buena / ";98
08/05/2017;18:00;93;"Buena / ";96
08/05/2017;17:00;93;"Buena / ";94
08/05/2017;16:00;98;"Buena / ";92
08/05/2017;15:00;102;"Buena / ";89
08/05/2017;14:00;103;"Buena / ";87
08/05/2017;13:00;99;"Buena / ";84
08/05/2017;12:00;;"Sin datos / ";84
08/05/2017;11:00;84;"Buena / ";85
08/05/2017;10:00;77;"Buena / ";88
08/05/2017;09:00;81;"Buena / ";90
08/05/2017;08:00;82;"Buena / ";91
08/05/2017;07:00;82;"Buena / ";93
08/05/2017;06:00;;"Sin datos / ";94
08/05/2017;05:00;95;"Buena / ";94
08/05/2017;04:00;95;"Buena / ";93
08/05/2017;03:00;95;"Buena / ";93
08/05/2017;02:00;96;"Buena / ";92
08/05/2017;01:00;93;"Buena / ";92
07/05/2017;24:00;89;"Buena / ";93
07/05/2017;23:00;91;"Buena / ";94
07/05/2017;22:00;94;"Buena / ";95
07/05/2017;21:00;93;"Buena / ";95
07/05/2017;20:00;91;"Buena / ";96
07/05/2017;19:00;92;"Buena / ";96
07/05/2017;18:00;96;"Buena / ";97
07/05/2017;17:00;97;"Buena / ";96
07/05/2017;16:00;98;"Buena / ";96
07/05/2017;15:00;97;"Buena / ";95
07/05/2017;14:00;96;"Buena / ";94
07/05/2017;13:00;98;"Buena / ";93
07/05/2017;12:00;96;"Buena / ";93
07/05/2017;11:00;94;"Buena / ";92
07/05/2017;10:00;93;"Buena / ";92
07/05/2017;09:00;93;"Buena / ";93
07/05/2017;08:00;91;"Buena / ";93
07/05/2017;07:00;89;"Buena / ";93
07/05/2017;06:00;;"Sin datos / ";93
07/05/2017;05:00;95;"Buena / ";93
07/05/2017;04:00;94;"Buena / ";93
07/05/2017;03:00;94;"Buena / ";93
07/05/2017;02:00;95;"Buena / ";93
07/05/2017;01:00;93;"Buena / ";93
06/05/2017;24:00;92;"Buena / ";94
06/05/2017;23:00;91;"Buena / ";95
06/05/2017;22:00;91;"Buena / ";96
06/05/2017;21:00;92;"Buena / ";97
06/05/2017;20:00;94;"Buena / ";97
06/05/2017;19:00;92;"Buena / ";97
06/05/2017;18:00;97;"Buena / ";97
06/05/2017;17:00;101;"Buena / ";96
06/05/2017;16:00;102;"Buena / ";94
06/05/2017;15:00;99;"Buena / ";92
06/05/2017;14:00;96;"Buena / ";89
06/05/2017;13:00;93;"Buena / ";87
06/05/2017;12:00;93;"Buena / ";87
06/05/2017;11:00;94;"Buena / ";85
06/05/2017;10:00;92;"Buena / ";84
06/05/2017;09:00;86;"Buena / ";82
06/05/2017;08:00;80;"Buena / ";80
06/05/2017;07:00;81;"Buena / ";80
06/05/2017;06:00;;"Sin datos / ";78
06/05/2017;05:00;86;"Buena / ";80
06/05/2017;04:00;85;"Buena / ";82
06/05/2017;03:00;82;"Buena / ";81
06/05/2017;02:00;79;"Buena / ";82
06/05/2017;01:00;73;"Buena / ";85
05/05/2017;24:00;63;"Buena / ";91
05/05/2017;23:00;71;"Buena / ";93
05/05/2017;22:00;87;"Buena / ";98
05/05/2017;21:00;94;"Buena / ";101
05/05/2017;20:00;83;"Buena / ";102
05/05/2017;19:00;89;"Buena / ";104
05/05/2017;18:00;100;"Buena / ";106
05/05/2017;17:00;111;"Buena / ";106
05/05/2017;16:00;112;"Buena / ";105
05/05/2017;15:00;111;"Buena / ";104
05/05/2017;14:00;107;"Buena / ";104
05/05/2017;13:00;104;"Buena / ";104
05/05/2017;12:00;101;"Buena / ";104
05/05/2017;11:00;99;"Buena / ";106
05/05/2017;10:00;101;"Buena / ";108
05/05/2017;09:00;102;"Buena / ";108
05/05/2017;08:00;106;"Buena / ";109
05/05/2017;07:00;108;"Buena / ";110
05/05/2017;06:00;;"Sin datos / ";109
05/05/2017;05:00;111;"Buena / ";107
05/05/2017;04:00;113;"Buena / ";105
05/05/2017;03:00;113;"Buena / ";102
05/05/2017;02:00;106;"Buena / ";99
05/05/2017;01:00;107;"Buena / ";97
04/05/2017;24:00;108;"Buena / ";95
04/05/2017;23:00;104;"Buena / ";96
04/05/2017;22:00;99;"Buena / ";96
04/05/2017;21:00;94;"Buena / ";96
04/05/2017;20:00;94;"Buena / ";96
04/05/2017;19:00;88;"Buena / ";96
04/05/2017;18:00;91;"Buena / ";95
04/05/2017;17:00;97;"Buena / ";94
04/05/2017;16:00;100;"Buena / ";92
04/05/2017;15:00;103;"Buena / ";89
04/05/2017;14:00;101;"Buena / ";83
04/05/2017;13:00;97;"Buena / ";78
04/05/2017;12:00;88;"Buena / ";75
04/05/2017;11:00;83;"Buena / ";70
04/05/2017;10:00;86;"Buena / ";68
04/05/2017;09:00;79;"Buena / ";65
04/05/2017;08:00;72;"Buena / ";64
04/05/2017;07:00;58;"Muy buena / ";63
04/05/2017;06:00;;"Sin datos / ";66
04/05/2017;05:00;51;"Muy buena / ";69
04/05/2017;04:00;57;"Muy buena / ";69
04/05/2017;03:00;64;"Buena / ";73
04/05/2017;02:00;68;"Buena / ";75
04/05/2017;01:00;72;"Buena / ";78
03/05/2017;24:00;71;"Buena / ";81
03/05/2017;23:00;77;"Buena / ";83
03/05/2017;22:00;74;"Buena / ";85
03/05/2017;21:00;74;"Buena / ";87
03/05/2017;20:00;81;"Buena / ";88
03/05/2017;19:00;82;"Buena / ";88
03/05/2017;18:00;89;"Buena / ";85
03/05/2017;17:00;91;"Buena / ";81
03/05/2017;16:00;92;"Buena / ";77
03/05/2017;15:00;93;"Buena / ";73
03/05/2017;14:00;94;"Buena / ";70
03/05/2017;13:00;84;"Buena / ";67
03/05/2017;12:00;75;"Buena / ";65
03/05/2017;11:00;63;"Buena / ";66
03/05/2017;10:00;52;"Muy buena / ";68
03/05/2017;09:00;65;"Buena / ";71
03/05/2017;08:00;54;"Muy buena / ";73
03/05/2017;07:00;71;"Buena / ";76
03/05/2017;06:00;;"Sin datos / ";77
03/05/2017;05:00;77;"Buena / ";78
03/05/2017;04:00;79;"Buena / ";77
03/05/2017;03:00;77;"Buena / ";76
03/05/2017;02:00;76;"Buena / ";76
03/05/2017;01:00;78;"Buena / ";76
02/05/2017;24:00;81;"Buena / ";77
02/05/2017;23:00;79;"Buena / ";76
02/05/2017;22:00;76;"Buena / ";75
02/05/2017;21:00;73;"Buena / ";76
02/05/2017;20:00;74;"Buena / ";77
02/05/2017;19:00;75;"Buena / ";78
02/05/2017;18:00;80;"Buena / ";78
02/05/2017;17:00;79;"Buena / ";77
02/05/2017;16:00;72;"Buena / ";76
02/05/2017;15:00;68;"Buena / ";77
02/05/2017;14:00;84;"Buena / ";78
02/05/2017;13:00;83;"Buena / ";78
02/05/2017;12:00;79;"Buena / ";77
02/05/2017;11:00;78;"Buena / ";78
02/05/2017;10:00;72;"Buena / ";78
02/05/2017;09:00;73;"Buena / ";79
02/05/2017;08:00;76;"Buena / ";80
02/05/2017;07:00;82;"Buena / ";80
02/05/2017;06:00;;"Sin datos / ";81
02/05/2017;05:00;82;"Buena / ";81
02/05/2017;04:00;83;"Buena / ";81
02/05/2017;03:00;78;"Buena / ";81
02/05/2017;02:00;78;"Buena / ";82
02/05/2017;01:00;81;"Buena / ";83
01/05/2017;24:00;89;"Buena / ";84
01/05/2017;23:00;85;"Buena / ";85
01/05/2017;22:00;80;"Buena / ";87
01/05/2017;21:00;85;"Buena / ";89
01/05/2017;20:00;83;"Buena / ";90
01/05/2017;19:00;83;"Buena / ";91
01/05/2017;18:00;81;"Buena / ";92
01/05/2017;17:00;91;"Buena / ";92
01/05/2017;16:00;95;"Buena / ";91
01/05/2017;15:00;95;"Buena / ";88
01/05/2017;14:00;95;"Buena / ";85
01/05/2017;13:00;94;"Buena / ";83
01/05/2017;12:00;95;"Buena / ";82
01/05/2017;11:00;90;"Buena / ";83
01/05/2017;10:00;81;"Buena / ";84
01/05/2017;09:00;79;"Buena / ";87
01/05/2017;08:00;73;"Buena / ";90
01/05/2017;07:00;76;"Buena / ";93
01/05/2017;06:00;;"Sin datos / ";96
01/05/2017;05:00;100;"Buena / ";99
01/05/2017;04:00;102;"Buena / ";99
01/05/2017;03:00;100;"Buena / ";99
01/05/2017;02:00;99;"Buena / ";99
01/05/2017;01:00;101;"Buena / ";100
30/04/2017;24:00;100;"Buena / ";100
30/04/2017;23:00;97;"Buena / ";101
30/04/2017;22:00;96;"Buena / ";100
30/04/2017;21:00;99;"Buena / ";100
30/04/2017;20:00;101;"Buena / ";100
30/04/2017;19:00;98;"Buena / ";99
30/04/2017;18:00;108;"Buena / ";96
30/04/2017;17:00;104;"Buena / ";91
30/04/2017;16:00;101;"Buena / ";87
30/04/2017;15:00;95;"Buena / ";86
30/04/2017;14:00;95;"Buena / ";85
30/04/2017;13:00;95;"Buena / ";85
30/04/2017;12:00;95;"Buena / ";83
30/04/2017;11:00;77;"Buena / ";82
30/04/2017;10:00;67;"Buena / ";82
30/04/2017;09:00;71;"Buena / ";84
30/04/2017;08:00;90;"Buena / ";86
30/04/2017;07:00;88;"Buena / ";85
30/04/2017;06:00;;"Sin datos / ";86
30/04/2017;05:00;87;"Buena / ";87
30/04/2017;04:00;83;"Buena / ";88
30/04/2017;03:00;82;"Buena / ";89
30/04/2017;02:00;80;"Buena / ";90
30/04/2017;01:00;83;"Buena / ";93
29/04/2017;24:00;89;"Buena / ";96
29/04/2017;23:00;95;"Buena / ";97
29/04/2017;22:00;97;"Buena / ";98
29/04/2017;21:00;93;"Buena / ";98
29/04/2017;20:00;92;"Buena / ";100
29/04/2017;19:00;93;"Buena / ";101
29/04/2017;18:00;98;"Buena / ";102
29/04/2017;17:00;102;"Buena / ";102
29/04/2017;16:00;103;"Buena / ";101
29/04/2017;15:00;103;"Buena / ";99
29/04/2017;14:00;103;"Buena / ";96
29/04/2017;13:00;102;"Buena / ";94
29/04/2017;12:00;101;"Buena / ";92
29/04/2017;11:00;100;"Buena / ";89
29/04/2017;10:00;99;"Buena / ";86
29/04/2017;09:00;94;"Buena / ";85
29/04/2017;08:00;86;"Buena / ";85
29/04/2017;07:00;83;"Buena / ";85
29/04/2017;06:00;;"Sin datos / ";87
29/04/2017;05:00;76;"Buena / ";89
29/04/2017;04:00;77;"Buena / ";90
29/04/2017;03:00;82;"Buena / ";93
29/04/2017;02:00;92;"Buena / ";96
29/04/2017;01:00;91;"Buena / ";98
28/04/2017;24:00;94;"Buena / ";100
28/04/2017;23:00;98;"Buena / ";101
28/04/2017;22:00;94;"Buena / ";102
28/04/2017;21:00;97;"Buena / ";103
28/04/2017;20:00;97;"Buena / ";104
28/04/2017;19:00;102;"Buena / ";104
28/04/2017;18:00;105;"Buena / ";103
28/04/2017;17:00;108;"Buena / ";102
28/04/2017;16:00;107;"Buena / ";100
28/04/2017;15:00;106;"Buena / ";98
28/04/2017;14:00;105;"Buena / ";96
28/04/2017;13:00;101;"Buena / ";94
28/04/2017;12:00;94;"Buena / ";93
28/04/2017;11:00;95;"Buena / ";92
28/04/2017;10:00;98;"Buena / ";92
28/04/2017;09:00;95;"Buena / ";92
28/04/2017;08:00;92;"Buena / ";92
28/04/2017;07:00;86;"Buena / ";92
28/04/2017;06:00;;"Sin datos / ";94
28/04/2017;05:00;93;"Buena / ";95
28/04/2017;04:00;92;"Buena / ";95
28/04/2017;03:00;94;"Buena / ";96
28/04/2017;02:00;95;"Buena / ";96
28/04/2017;01:00;98;"Buena / ";97
27/04/2017;24:00;97;"Buena / ";97
27/04/2017;23:00;94;"Buena / ";98
27/04/2017;22:00;95;"Buena / ";98
27/04/2017;21:00;95;"Buena / ";97
27/04/2017;20:00;98;"Buena / ";97
27/04/2017;19:00;98;"Buena / ";96
27/04/2017;18:00;98;"Buena / ";95
27/04/2017;17:00;101;"Buena / ";93
27/04/2017;16:00;101;"Buena / ";92
27/04/2017;15:00;95;"Buena / ";91
27/04/2017;14:00;93;"Buena / ";92
27/04/2017;13:00;92;"Buena / ";92
27/04/2017;12:00;93;"Buena / ";92
27/04/2017;11:00;85;"Buena / ";92
27/04/2017;10:00;83;"Buena / ";94
27/04/2017;09:00;90;"Buena / ";97
27/04/2017;08:00;100;"Buena / ";100
27/04/2017;07:00;100;"Buena / ";100
27/04/2017;06:00;;"Sin datos / ";102
27/04/2017;05:00;75;"Buena / ";105
27/04/2017;04:00;98;"Buena / ";104
27/04/2017;03:00;98;"Buena / ";104
27/04/2017;02:00;105;"Buena / ";103
27/04/2017;01:00;108;"Buena / ";101
26/04/2017;24:00;109;"Buena / ";99
26/04/2017;23:00;110;"Buena / ";98
26/04/2017;22:00;108;"Buena / ";95
26/04/2017;21:00;104;"Buena / ";94
26/04/2017;20:00;98;"Buena / ";92
26/04/2017;19:00;90;"Buena / ";91
26/04/2017;18:00;91;"Buena / ";90
26/04/2017;17:00;91;"Buena / ";89
26/04/2017;16:00;95;"Buena / ";88
26/04/2017;15:00;95;"Buena / ";87
26/04/2017;14:00;88;"Buena / ";87
26/04/2017;13:00;90;"Buena / ";89
26/04/2017;12:00;85;"Buena / ";89
26/04/2017;11:00;81;"Buena / ";90
26/04/2017;10:00;83;"Buena / ";91
26/04/2017;09:00;88;"Buena / ";91
26/04/2017;08:00;87;"Buena / ";92
26/04/2017;07:00;97;"Buena / ";93
26/04/2017;06:00;;"Sin datos / ";92
26/04/2017;05:00;99;"Buena / ";92
26/04/2017;04:00;97;"Buena / ";91
26/04/2017;03:00;86;"Buena / ";91
26/04/2017;02:00;85;"Buena / ";93
26/04/2017;01:00;95;"Buena / ";93
25/04/2017;24:00;102;"Buena / ";94
25/04/2017;23:00;92;"Buena / ";95
25/04/2017;22:00;94;"Buena / ";96
25/04/2017;21:00;91;"Buena / ";96
25/04/2017;20:00;95;"Buena / ";96
25/04/2017;19:00;97;"Buena / ";93
25/04/2017;18:00;90;"Buena / ";88
25/04/2017;17:00;96;"Buena / ";84
25/04/2017;16:00;104;"Buena / ";84
25/04/2017;15:00;104;"Buena / ";83
25/04/2017;14:00;92;"Buena / ";81
25/04/2017;13:00;87;"Buena / ";82
