Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
23/01/2017;24:00;33;48;Muy buena / Oso ona;98;32;Muy buena / Oso ona;30;Buena / Ona;8;88;1019,8;0;0,2;4,4;0,18
23/01/2017;23:00;34;51;Muy buena / Oso ona;103;41;Buena / Ona;31;Buena / Ona;30;88;1019,7;0;0,5;4,7;0,32
23/01/2017;22:00;74;68;Muy buena / Oso ona;181;40;Muy buena / Oso ona;30;Buena / Ona;19;86;1019,4;0;0,9;5,6;0,25
23/01/2017;21:00;83;81;Muy buena / Oso ona;208;34;Muy buena / Oso ona;25;Muy buena / Oso ona;46;82;1019,2;0;0,7;6,9;0,27
23/01/2017;20:00;44;73;Muy buena / Oso ona;141;31;Muy buena / Oso ona;21;Muy buena / Oso ona;15;80;1018,9;0;1,1;7,6;0,2
23/01/2017;19:00;20;64;Muy buena / Oso ona;94;27;Muy buena / Oso ona;17;Muy buena / Oso ona;357;72;1018,6;0;1,2;9;0,01
23/01/2017;18:00;2;35;Muy buena / Oso ona;38;26;Muy buena / Oso ona;16;Muy buena / Oso ona;352;69;1018,2;0;1,9;9,4;0,23
23/01/2017;17:00;2;18;Muy buena / Oso ona;21;27;Muy buena / Oso ona;13;Muy buena / Oso ona;323;69;1017,7;0;30,1;9,7;1,13
23/01/2017;16:00;1;12;Muy buena / Oso ona;13;21;Muy buena / Oso ona;11;Muy buena / Oso ona;323;66;1017,4;0;108,7;10,6;1,6
23/01/2017;15:00;1;10;Muy buena / Oso ona;11;20;Muy buena / Oso ona;10;Muy buena / Oso ona;326;66;1017;0;167,3;11,1;1,9
23/01/2017;14:00;1;8;Muy buena / Oso ona;10;21;Muy buena / Oso ona;3;Muy buena / Oso ona;323;64;1016,5;0;329,6;11,7;2,44
23/01/2017;13:00;2;14;Muy buena / Oso ona;18;23;Muy buena / Oso ona;8;Muy buena / Oso ona;304;67;1016,3;0;466,5;12,1;2,67
23/01/2017;12:00;4;16;Muy buena / Oso ona;21;34;Muy buena / Oso ona;29;Buena / Ona;314;70;1017,2;0;303;11,4;2,02
23/01/2017;11:00;154;73;Muy buena / Oso ona;308;64;Mejorable / Hobetzeko modukoa;34;Buena / Ona;311;73;1017,2;0,1;263,6;10,6;0,25
23/01/2017;10:00;198;67;Muy buena / Oso ona;369;53;Buena / Ona;35;Buena / Ona;338;85;1016,8;0;161,3;7,2;0,03
23/01/2017;09:00;193;61;Muy buena / Oso ona;356;34;Muy buena / Oso ona;22;Muy buena / Oso ona;26;91;1017,1;0;35;5,2;0,21
23/01/2017;08:00;186;61;Muy buena / Oso ona;345;30;Muy buena / Oso ona;14;Muy buena / Oso ona;5;92;1016,8;0;2,6;4,6;0,1
23/01/2017;07:00;86;50;Muy buena / Oso ona;182;23;Muy buena / Oso ona;12;Muy buena / Oso ona;360;92;1016,5;0;0,1;4,9;0,05
23/01/2017;06:00;33;37;Muy buena / Oso ona;87;21;Muy buena / Oso ona;14;Muy buena / Oso ona;2;92;1016,3;0;0,1;5,1;0,17
23/01/2017;05:00;16;31;Muy buena / Oso ona;55;19;Muy buena / Oso ona;14;Muy buena / Oso ona;360;91;1016,3;0;0,1;5,7;0,17
23/01/2017;04:00;11;32;Muy buena / Oso ona;48;21;Muy buena / Oso ona;14;Muy buena / Oso ona;5;90;1016,3;0;0;6,1;0,25
23/01/2017;03:00;3;31;Muy buena / Oso ona;35;26;Muy buena / Oso ona;16;Muy buena / Oso ona;8;91;1016,3;0;0,2;6,5;0,28
23/01/2017;02:00;1;33;Muy buena / Oso ona;34;26;Muy buena / Oso ona;15;Muy buena / Oso ona;360;89;1016,2;0;0,2;7,5;0,05
23/01/2017;01:00;3;39;Muy buena / Oso ona;42;29;Muy buena / Oso ona;16;Muy buena / Oso ona;57;85;1016,4;0,1;0,1;8,1;0,34
22/01/2017;24:00;0;22;Muy buena / Oso ona;22;28;Muy buena / Oso ona;15;Muy buena / Oso ona;298;80;1016,6;0;0,1;9;0,45
22/01/2017;23:00;2;39;Muy buena / Oso ona;41;28;Muy buena / Oso ona;24;Muy buena / Oso ona;305;83;1016,5;0;0;8,8;0,44
22/01/2017;22:00;26;61;Muy buena / Oso ona;101;37;Muy buena / Oso ona;27;Buena / Ona;33;82;1016,4;0;0,2;8,8;0,2
22/01/2017;21:00;22;69;Muy buena / Oso ona;103;32;Muy buena / Oso ona;21;Muy buena / Oso ona;351;80;1016,2;0;0,7;9;0,06
22/01/2017;20:00;10;67;Muy buena / Oso ona;81;28;Muy buena / Oso ona;19;Muy buena / Oso ona;350;79;1016,1;0;0,8;9,2;0,22
22/01/2017;19:00;1;44;Muy buena / Oso ona;45;27;Muy buena / Oso ona;16;Muy buena / Oso ona;347;79;1015,9;0;0,9;9,3;0,22
22/01/2017;18:00;1;23;Muy buena / Oso ona;24;22;Muy buena / Oso ona;12;Muy buena / Oso ona;320;76;1015,5;0;1,4;9,8;0,63
22/01/2017;17:00;0;12;Muy buena / Oso ona;12;15;Muy buena / Oso ona;9;Muy buena / Oso ona;319;73;1015,5;0;26,9;10,7;0,78
22/01/2017;16:00;0;7;Muy buena / Oso ona;7;18;Muy buena / Oso ona;8;Muy buena / Oso ona;323;71;1015,1;0;111,7;11,1;1,52
22/01/2017;15:00;1;6;Muy buena / Oso ona;8;22;Muy buena / Oso ona;8;Muy buena / Oso ona;322;68;1014,8;0;176,9;11,3;1,76
22/01/2017;14:00;1;7;Muy buena / Oso ona;9;25;Muy buena / Oso ona;16;Muy buena / Oso ona;322;69;1014,8;0;275,3;11,6;1,77
22/01/2017;13:00;4;17;Muy buena / Oso ona;23;41;Buena / Ona;25;Muy buena / Oso ona;311;70;1015;0;406,6;12;1,21
22/01/2017;12:00;17;33;Muy buena / Oso ona;58;45;Buena / Ona;20;Muy buena / Oso ona;319;72;1015,9;0;267,7;9,9;0,2
22/01/2017;11:00;21;25;Muy buena / Oso ona;57;39;Muy buena / Oso ona;14;Muy buena / Oso ona;19;74;1015,6;0;308,6;8,4;0,17
22/01/2017;10:00;32;25;Muy buena / Oso ona;74;37;Muy buena / Oso ona;17;Muy buena / Oso ona;41;87;1015,5;0;174,7;4,8;0,14
22/01/2017;09:00;36;26;Muy buena / Oso ona;81;38;Muy buena / Oso ona;25;Muy buena / Oso ona;7;91;1015,4;0;39,2;3,5;0,22
22/01/2017;08:00;17;26;Muy buena / Oso ona;51;34;Muy buena / Oso ona;28;Buena / Ona;22;90;1015,3;0;1,3;3,8;0,12
22/01/2017;07:00;6;28;Muy buena / Oso ona;37;29;Muy buena / Oso ona;26;Buena / Ona;74;89;1015,1;0;0;4,2;0,64
22/01/2017;06:00;7;28;Muy buena / Oso ona;38;27;Muy buena / Oso ona;20;Muy buena / Oso ona;86;90;1014,9;0;0,1;4,1;0,95
22/01/2017;05:00;14;30;Muy buena / Oso ona;51;28;Muy buena / Oso ona;23;Muy buena / Oso ona;81;90;1014,9;0;0;4,1;0,56
22/01/2017;04:00;30;27;Muy buena / Oso ona;73;28;Muy buena / Oso ona;25;Muy buena / Oso ona;19;90;1014,9;0;0;3,8;0,11
22/01/2017;03:00;35;28;Muy buena / Oso ona;82;30;Muy buena / Oso ona;23;Muy buena / Oso ona;345;92;1014,9;0;0;3,2;0,21
22/01/2017;02:00;38;29;Muy buena / Oso ona;88;34;Muy buena / Oso ona;22;Muy buena / Oso ona;346;91;1015;0;0;2,9;0,16
22/01/2017;01:00;48;34;Muy buena / Oso ona;108;33;Muy buena / Oso ona;21;Muy buena / Oso ona;55;94;1015,3;0;0,2;1,9;0,28
21/01/2017;24:00;53;38;Muy buena / Oso ona;119;37;Muy buena / Oso ona;23;Muy buena / Oso ona;47;93;1015,5;0;0,2;2,3;0,28
21/01/2017;23:00;61;40;Muy buena / Oso ona;133;38;Muy buena / Oso ona;27;Buena / Ona;9;92;1015,7;0;0,4;2,6;0,19
21/01/2017;22:00;56;44;Muy buena / Oso ona;130;38;Muy buena / Oso ona;29;Buena / Ona;5;93;1015,7;0;0,7;2,8;0,3
21/01/2017;21:00;55;50;Muy buena / Oso ona;134;40;Muy buena / Oso ona;31;Buena / Ona;11;91;1015,6;0;0,8;3,8;0,11
21/01/2017;20:00;52;54;Muy buena / Oso ona;133;33;Muy buena / Oso ona;24;Muy buena / Oso ona;60;90;1015,4;0;0,8;4,9;0,26
21/01/2017;19:00;42;58;Muy buena / Oso ona;123;34;Muy buena / Oso ona;28;Buena / Ona;55;87;1015;0;0,9;6,4;0,2
21/01/2017;18:00;19;55;Muy buena / Oso ona;83;32;Muy buena / Oso ona;21;Muy buena / Oso ona;353;80;1014,7;0;2;8,2;0,18
21/01/2017;17:00;1;27;Muy buena / Oso ona;28;24;Muy buena / Oso ona;21;Muy buena / Oso ona;336;74;1014,4;0;33,7;9,3;0,37
21/01/2017;16:00;3;24;Muy buena / Oso ona;28;28;Muy buena / Oso ona;;Sin datos / Daturik gabe;315;73;1014,4;0;71,6;9,5;1,17
21/01/2017;15:00;9;30;Muy buena / Oso ona;44;38;Muy buena / Oso ona;31;Buena / Ona;316;62;1013,8;0;319,6;11,3;1,97
21/01/2017;14:00;22;46;Muy buena / Oso ona;80;33;Muy buena / Oso ona;19;Muy buena / Oso ona;269;48;1013,2;0;459,4;13,5;0,68
21/01/2017;13:00;18;37;Muy buena / Oso ona;65;28;Muy buena / Oso ona;13;Muy buena / Oso ona;346;47;1013,7;0;497,1;13,3;0,22
21/01/2017;12:00;18;34;Muy buena / Oso ona;62;28;Muy buena / Oso ona;9;Muy buena / Oso ona;35;54;1014,5;0;488,8;10,8;0,29
21/01/2017;11:00;24;35;Muy buena / Oso ona;71;27;Muy buena / Oso ona;8;Muy buena / Oso ona;58;61;1015,1;0;340,2;8,3;0,42
21/01/2017;10:00;37;41;Muy buena / Oso ona;98;25;Muy buena / Oso ona;7;Muy buena / Oso ona;23;70;1015,3;0;200,5;5,3;0,13
21/01/2017;09:00;38;38;Muy buena / Oso ona;96;27;Muy buena / Oso ona;17;Muy buena / Oso ona;59;78;1015;0;79,6;2,9;0,37
21/01/2017;08:00;47;39;Muy buena / Oso ona;111;27;Muy buena / Oso ona;21;Muy buena / Oso ona;352;86;1015;0;2,3;0,8;0,16
21/01/2017;07:00;31;36;Muy buena / Oso ona;84;30;Muy buena / Oso ona;22;Muy buena / Oso ona;40;87;1014,6;0;0,3;0,6;0,39
21/01/2017;06:00;21;36;Muy buena / Oso ona;68;28;Muy buena / Oso ona;23;Muy buena / Oso ona;31;85;1014,5;0;0,3;1;0,23
21/01/2017;05:00;11;36;Muy buena / Oso ona;52;30;Muy buena / Oso ona;21;Muy buena / Oso ona;59;84;1015;0;0,2;1,5;0,44
21/01/2017;04:00;11;38;Muy buena / Oso ona;55;30;Muy buena / Oso ona;28;Buena / Ona;74;84;1015,5;0;0,2;1,6;0,6
21/01/2017;03:00;15;40;Muy buena / Oso ona;63;34;Muy buena / Oso ona;30;Buena / Ona;77;86;1015,7;0;0,1;1,4;0,57
21/01/2017;02:00;21;41;Muy buena / Oso ona;72;37;Muy buena / Oso ona;31;Buena / Ona;85;86;1015,9;0;0,2;1,6;1,18
21/01/2017;01:00;29;42;Muy buena / Oso ona;86;40;Muy buena / Oso ona;31;Buena / Ona;85;87;1016;0;0,2;1,6;1,17
20/01/2017;24:00;34;50;Muy buena / Oso ona;102;45;Buena / Ona;25;Muy buena / Oso ona;93;84;1016,3;0;0,4;2,5;1,14
20/01/2017;23:00;26;52;Muy buena / Oso ona;92;42;Buena / Ona;25;Muy buena / Oso ona;103;83;1016,7;0;0,3;3,2;0,8
20/01/2017;22:00;18;53;Muy buena / Oso ona;80;37;Muy buena / Oso ona;27;Buena / Ona;96;82;1016,7;0;0,5;3,4;0,92
20/01/2017;21:00;48;57;Muy buena / Oso ona;130;40;Muy buena / Oso ona;30;Buena / Ona;86;83;1016,7;0;0,4;3,7;0,73
20/01/2017;20:00;100;68;Muy buena / Oso ona;222;45;Buena / Ona;31;Buena / Ona;67;85;1016,6;0;0,8;3,8;0,32
20/01/2017;19:00;103;79;Muy buena / Oso ona;237;42;Buena / Ona;26;Buena / Ona;36;81;1016,3;0;1,1;4,9;0,2
20/01/2017;18:00;60;73;Muy buena / Oso ona;165;40;Muy buena / Oso ona;27;Buena / Ona;356;73;1016,1;0;1,6;6,9;0,25
20/01/2017;17:00;26;59;Muy buena / Oso ona;100;35;Muy buena / Oso ona;33;Buena / Ona;314;68;1015,8;0;31,8;7,9;0,6
20/01/2017;16:00;12;40;Muy buena / Oso ona;59;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;309;53;1015,7;0;168,3;10;0,68
20/01/2017;15:00;17;42;Muy buena / Oso ona;67;33;Muy buena / Oso ona;25;Muy buena / Oso ona;221;46;1015,7;0;359;10,1;0,2
20/01/2017;14:00;29;42;Muy buena / Oso ona;86;43;Buena / Ona;24;Muy buena / Oso ona;28;50;1015,8;0;456,8;9,1;0,19
20/01/2017;13:00;48;44;Muy buena / Oso ona;118;48;Buena / Ona;26;Buena / Ona;50;58;1016,6;0;498,7;7,5;0,26
20/01/2017;12:00;70;47;Muy buena / Oso ona;154;45;Buena / Ona;25;Muy buena / Oso ona;82;67;1017,3;0;474,5;4,9;0,59
20/01/2017;11:00;76;44;Muy buena / Oso ona;160;44;Buena / Ona;24;Muy buena / Oso ona;54;72;1018,1;0;327,4;3,3;0,38
20/01/2017;10:00;93;44;Muy buena / Oso ona;187;47;Buena / Ona;34;Buena / Ona;70;82;1018,1;0;169,6;0,7;0,7
20/01/2017;09:00;165;55;Muy buena / Oso ona;308;47;Buena / Ona;35;Buena / Ona;80;88;1018,2;0;37;;0,57
20/01/2017;08:00;126;49;Muy buena / Oso ona;242;37;Muy buena / Oso ona;26;Buena / Ona;40;90;1018;0;0,9;;0,21
20/01/2017;07:00;73;38;Muy buena / Oso ona;149;29;Muy buena / Oso ona;20;Muy buena / Oso ona;34;91;1018;0;0;;0,12
20/01/2017;06:00;48;33;Muy buena / Oso ona;107;26;Muy buena / Oso ona;18;Muy buena / Oso ona;342;91;1017,8;0;0;;0,07
20/01/2017;05:00;33;28;Muy buena / Oso ona;79;27;Muy buena / Oso ona;21;Muy buena / Oso ona;47;92;1018;0;0;;0,31
20/01/2017;04:00;23;27;Muy buena / Oso ona;61;30;Muy buena / Oso ona;22;Muy buena / Oso ona;2;93;1018,5;0;0;;0,26
20/01/2017;03:00;28;30;Muy buena / Oso ona;72;22;Muy buena / Oso ona;15;Muy buena / Oso ona;17;92;1018,9;0;0;;0,24
20/01/2017;02:00;27;34;Muy buena / Oso ona;75;21;Muy buena / Oso ona;13;Muy buena / Oso ona;358;91;1018,6;0;0;;0,2
20/01/2017;01:00;50;35;Muy buena / Oso ona;111;27;Muy buena / Oso ona;15;Muy buena / Oso ona;16;91;1018,6;0;0,2;;0,12
19/01/2017;24:00;53;40;Muy buena / Oso ona;121;30;Muy buena / Oso ona;20;Muy buena / Oso ona;315;91;1019,2;0;0,1;;0,1
19/01/2017;23:00;61;49;Muy buena / Oso ona;142;23;Muy buena / Oso ona;16;Muy buena / Oso ona;51;89;1019,4;0;0,2;;0,3
19/01/2017;22:00;63;52;Muy buena / Oso ona;149;31;Muy buena / Oso ona;19;Muy buena / Oso ona;22;88;1019,4;0;0,6;;0,24
19/01/2017;21:00;68;56;Muy buena / Oso ona;160;36;Muy buena / Oso ona;26;Buena / Ona;57;85;1019,3;0;0,5;1,2;0,13
19/01/2017;20:00;56;59;Muy buena / Oso ona;144;30;Muy buena / Oso ona;20;Muy buena / Oso ona;64;76;1019,3;0;0,5;3;0,65
19/01/2017;19:00;63;66;Muy buena / Oso ona;163;24;Muy buena / Oso ona;16;Muy buena / Oso ona;64;74;1019,3;0;1;3,4;0,51
19/01/2017;18:00;20;57;Muy buena / Oso ona;87;17;Muy buena / Oso ona;15;Muy buena / Oso ona;80;69;1018,9;0;1,7;3,9;0,61
19/01/2017;17:00;5;31;Muy buena / Oso ona;39;17;Muy buena / Oso ona;9;Muy buena / Oso ona;70;61;1018,6;0;23,5;5,2;0,81
19/01/2017;16:00;3;23;Muy buena / Oso ona;27;21;Muy buena / Oso ona;9;Muy buena / Oso ona;82;59;1018,3;0;81,1;5,8;0,95
19/01/2017;15:00;6;28;Muy buena / Oso ona;37;18;Muy buena / Oso ona;11;Muy buena / Oso ona;82;62;1018,3;0;117,1;5,9;0,88
19/01/2017;14:00;5;23;Muy buena / Oso ona;30;29;Muy buena / Oso ona;14;Muy buena / Oso ona;93;63;1018,4;0;126,9;5,4;1,02
19/01/2017;13:00;12;34;Muy buena / Oso ona;52;31;Muy buena / Oso ona;14;Muy buena / Oso ona;82;70;1018,8;0;117,5;4,8;0,96
19/01/2017;12:00;14;35;Muy buena / Oso ona;55;29;Muy buena / Oso ona;17;Muy buena / Oso ona;85;73;1019,4;0;93,5;4,3;0,99
19/01/2017;11:00;19;38;Muy buena / Oso ona;67;30;Muy buena / Oso ona;17;Muy buena / Oso ona;89;76;1019,8;0;64,7;3,7;1,04
19/01/2017;10:00;29;42;Muy buena / Oso ona;86;35;Muy buena / Oso ona;18;Muy buena / Oso ona;77;78;1019,8;0;27,8;3,2;1,3
19/01/2017;09:00;40;45;Muy buena / Oso ona;105;28;Muy buena / Oso ona;18;Muy buena / Oso ona;83;80;1019,6;0;6,3;3;1,03
19/01/2017;08:00;33;46;Muy buena / Oso ona;96;21;Muy buena / Oso ona;15;Muy buena / Oso ona;78;79;1019,4;0;0,9;3;0,76
19/01/2017;07:00;32;43;Muy buena / Oso ona;92;25;Muy buena / Oso ona;13;Muy buena / Oso ona;91;80;1019,2;0;0,6;3;0,76
19/01/2017;06:00;2;28;Muy buena / Oso ona;31;21;Muy buena / Oso ona;13;Muy buena / Oso ona;84;79;1019,3;0;0,8;2,9;0,76
19/01/2017;05:00;1;21;Muy buena / Oso ona;22;21;Muy buena / Oso ona;13;Muy buena / Oso ona;64;78;1019,6;0;0,7;3,1;0,69
19/01/2017;04:00;0;18;Muy buena / Oso ona;18;21;Muy buena / Oso ona;13;Muy buena / Oso ona;80;79;1019,8;0;0,6;3;0,61
19/01/2017;03:00;0;14;Muy buena / Oso ona;14;18;Muy buena / Oso ona;13;Muy buena / Oso ona;81;78;1020,1;0;0,7;3;0,7
19/01/2017;02:00;0;13;Muy buena / Oso ona;13;19;Muy buena / Oso ona;8;Muy buena / Oso ona;93;76;1020,1;0;0,8;3;0,85
19/01/2017;01:00;0;18;Muy buena / Oso ona;18;21;Muy buena / Oso ona;13;Muy buena / Oso ona;93;76;1020,1;0;0,7;3,1;0,96
18/01/2017;24:00;3;33;Muy buena / Oso ona;37;24;Muy buena / Oso ona;14;Muy buena / Oso ona;90;78;1020,2;0;0,8;3,1;0,9
18/01/2017;23:00;1;27;Muy buena / Oso ona;29;25;Muy buena / Oso ona;12;Muy buena / Oso ona;4;76;1020,2;0;0,7;3,7;0,14
18/01/2017;22:00;3;38;Muy buena / Oso ona;42;23;Muy buena / Oso ona;13;Muy buena / Oso ona;356;73;1020,3;0;0,8;4;0,09
18/01/2017;21:00;6;44;Muy buena / Oso ona;54;27;Muy buena / Oso ona;14;Muy buena / Oso ona;60;72;1020,3;0;0,8;3,5;0,31
18/01/2017;20:00;18;51;Muy buena / Oso ona;78;19;Muy buena / Oso ona;11;Muy buena / Oso ona;90;73;1020,1;0;1;3,6;0,28
18/01/2017;19:00;2;26;Muy buena / Oso ona;29;18;Muy buena / Oso ona;14;Muy buena / Oso ona;13;66;1020;0;1,1;4,3;0,12
18/01/2017;18:00;1;32;Muy buena / Oso ona;33;20;Muy buena / Oso ona;10;Muy buena / Oso ona;7;69;1019,8;0;1,2;4;0,1
18/01/2017;17:00;3;24;Muy buena / Oso ona;29;15;Muy buena / Oso ona;10;Muy buena / Oso ona;29;68;1019,6;0;3,7;4;0,16
18/01/2017;16:00;4;19;Muy buena / Oso ona;24;13;Muy buena / Oso ona;10;Muy buena / Oso ona;3;67;1019,4;0;14,1;4;0,41
18/01/2017;15:00;3;15;Muy buena / Oso ona;20;14;Muy buena / Oso ona;10;Muy buena / Oso ona;355;66;1019;0;47,2;3,9;0,64
18/01/2017;14:00;4;13;Muy buena / Oso ona;19;12;Muy buena / Oso ona;9;Muy buena / Oso ona;358;66;1019,2;0;27,9;3,7;0,66
18/01/2017;13:00;4;18;Muy buena / Oso ona;23;17;Muy buena / Oso ona;8;Muy buena / Oso ona;360;65;1019,6;0;37,1;4,1;0,2
18/01/2017;12:00;3;20;Muy buena / Oso ona;25;19;Muy buena / Oso ona;7;Muy buena / Oso ona;358;65;1020,3;0;30,6;3,7;0,23
18/01/2017;11:00;4;18;Muy buena / Oso ona;24;14;Muy buena / Oso ona;7;Muy buena / Oso ona;359;65;1020,9;0;23,9;3,3;0,5
18/01/2017;10:00;39;42;Muy buena / Oso ona;102;21;Muy buena / Oso ona;11;Muy buena / Oso ona;357;68;1021;0;12,1;2,7;0,29
18/01/2017;09:00;166;73;Muy buena / Oso ona;327;22;Muy buena / Oso ona;11;Muy buena / Oso ona;355;81;1021;0;5,9;1,3;0,15
18/01/2017;08:00;85;46;Muy buena / Oso ona;177;19;Muy buena / Oso ona;13;Muy buena / Oso ona;25;85;1020,6;0;1,8;0,4;0,09
18/01/2017;07:00;72;49;Muy buena / Oso ona;159;17;Muy buena / Oso ona;7;Muy buena / Oso ona;13;85;1020,3;0;0,5;0,4;0,12
18/01/2017;06:00;21;40;Muy buena / Oso ona;73;14;Muy buena / Oso ona;5;Muy buena / Oso ona;39;83;1020,2;0;0,5;0,4;0,24
18/01/2017;05:00;1;27;Muy buena / Oso ona;28;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;52;80;1020,5;0;0,6;0,8;0,33
18/01/2017;04:00;0;16;Muy buena / Oso ona;16;11;Muy buena / Oso ona;9;Muy buena / Oso ona;57;77;1020,6;0;1;1,3;0,22
18/01/2017;03:00;0;13;Muy buena / Oso ona;13;12;Muy buena / Oso ona;10;Muy buena / Oso ona;80;68;1020,9;0;1;2,6;0,78
18/01/2017;02:00;0;6;Muy buena / Oso ona;6;10;Muy buena / Oso ona;5;Muy buena / Oso ona;72;56;1020,8;0;1;4,4;1,12
18/01/2017;01:00;0;3;Muy buena / Oso ona;3;8;Muy buena / Oso ona;3;Muy buena / Oso ona;355;47;1021;0;1,5;5;0,42
17/01/2017;24:00;0;3;Muy buena / Oso ona;3;8;Muy buena / Oso ona;3;Muy buena / Oso ona;11;46;1021,3;0;1,3;5;0,6
17/01/2017;23:00;0;4;Muy buena / Oso ona;4;11;Muy buena / Oso ona;2;Muy buena / Oso ona;20;46;1021,7;0;1,2;5,3;0,96
17/01/2017;22:00;0;4;Muy buena / Oso ona;5;12;Muy buena / Oso ona;0;Muy buena / Oso ona;11;45;1021,8;0;1,4;5,6;1,25
17/01/2017;21:00;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;46;1021,8;0;1,5;5,6;0,76
17/01/2017;20:00;2;14;Muy buena / Oso ona;16;9;Muy buena / Oso ona;3;Muy buena / Oso ona;360;51;1021,9;0;1,4;5,5;0,82
17/01/2017;19:00;2;22;Muy buena / Oso ona;25;10;Muy buena / Oso ona;6;Muy buena / Oso ona;360;52;1022,1;0;1,9;4,9;0,48
17/01/2017;18:00;4;24;Muy buena / Oso ona;29;11;Muy buena / Oso ona;10;Muy buena / Oso ona;356;49;1022;0;2,4;5,2;0,56
17/01/2017;17:00;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;42;1022,1;0;42,8;6,7;1,22
17/01/2017;16:00;1;5;Muy buena / Oso ona;7;10;Muy buena / Oso ona;2;Muy buena / Oso ona;5;40;1022,2;0;187,1;7,4;1,51
17/01/2017;15:00;1;5;Muy buena / Oso ona;7;7;Muy buena / Oso ona;4;Muy buena / Oso ona;354;42;1021,9;0;395,4;7,5;1,79
17/01/2017;14:00;1;4;Muy buena / Oso ona;6;10;Muy buena / Oso ona;4;Muy buena / Oso ona;354;38;1021,7;0;497,8;7,6;2,02
17/01/2017;13:00;2;7;Muy buena / Oso ona;10;9;Muy buena / Oso ona;0;Muy buena / Oso ona;26;45;1021,8;0;523,6;7,7;1,29
17/01/2017;12:00;2;7;Muy buena / Oso ona;10;9;Muy buena / Oso ona;0;Muy buena / Oso ona;12;51;1022,4;0;385,8;7,6;0,99
17/01/2017;11:00;2;11;Muy buena / Oso ona;14;16;Muy buena / Oso ona;4;Muy buena / Oso ona;38;61;1023,1;0;175,2;6;0,86
17/01/2017;10:00;62;44;Muy buena / Oso ona;139;28;Muy buena / Oso ona;10;Muy buena / Oso ona;348;73;1022,9;0;66,4;4,5;0,45
17/01/2017;09:00;102;73;Muy buena / Oso ona;229;20;Muy buena / Oso ona;10;Muy buena / Oso ona;355;85;1022,2;0;30,8;3,5;0,05
17/01/2017;08:00;76;69;Muy buena / Oso ona;186;8;Muy buena / Oso ona;4;Muy buena / Oso ona;346;83;1021,5;0;2,8;3,6;0,23
17/01/2017;07:00;22;45;Muy buena / Oso ona;77;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;57;75;1021;0;1;4,8;0,36
17/01/2017;06:00;1;14;Muy buena / Oso ona;15;8;Muy buena / Oso ona;3;Muy buena / Oso ona;50;81;1020,5;0;1;5,8;0,47
17/01/2017;05:00;1;13;Muy buena / Oso ona;13;8;Muy buena / Oso ona;2;Muy buena / Oso ona;275;88;1020,1;0;0,3;6,6;0,21
17/01/2017;04:00;0;3;Muy buena / Oso ona;3;4;Muy buena / Oso ona;0;Muy buena / Oso ona;35;90;1019,9;0;0,5;6,5;0,34
17/01/2017;03:00;0;2;Muy buena / Oso ona;2;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;70;91;1019,5;0;0,6;6,2;2,47
17/01/2017;02:00;0;2;Muy buena / Oso ona;2;4;Muy buena / Oso ona;0;Muy buena / Oso ona;53;93;1018,6;0,1;0,5;7,8;1,98
17/01/2017;01:00;0;2;Muy buena / Oso ona;2;8;Muy buena / Oso ona;1;Muy buena / Oso ona;351;95;1018,2;0,8;0,3;9,8;1,56
16/01/2017;24:00;0;2;Muy buena / Oso ona;2;9;Muy buena / Oso ona;4;Muy buena / Oso ona;326;96;1018,6;1,8;0,3;10,3;1,95
16/01/2017;23:00;0;2;Muy buena / Oso ona;2;8;Muy buena / Oso ona;0;Muy buena / Oso ona;332;96;1019;2,6;0,3;10,2;1,58
16/01/2017;22:00;0;3;Muy buena / Oso ona;3;5;Muy buena / Oso ona;0;Muy buena / Oso ona;318;97;1019,1;3,4;0,3;10,3;2,45
16/01/2017;21:00;0;3;Muy buena / Oso ona;3;5;Muy buena / Oso ona;0;Muy buena / Oso ona;322;97;1019,3;2,2;0,4;10,2;2
16/01/2017;20:00;1;5;Muy buena / Oso ona;6;8;Muy buena / Oso ona;3;Muy buena / Oso ona;325;97;1019,6;2,7;0,3;10,3;1,94
16/01/2017;19:00;1;5;Muy buena / Oso ona;6;5;Muy buena / Oso ona;2;Muy buena / Oso ona;320;97;1019,6;1,7;0,3;10,1;2,14
16/01/2017;18:00;1;8;Muy buena / Oso ona;10;10;Muy buena / Oso ona;3;Muy buena / Oso ona;325;97;1019,6;3;0,6;10,2;2,08
16/01/2017;17:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;3;Muy buena / Oso ona;320;95;1019,5;1,5;10,4;10,4;2,52
