Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;0,71;"Muy buena / ";0,77;25;29;Muy buena / Oso ona;66;4;"Muy buena / ";4;16;Muy buena / Oso ona;8;Muy buena / Oso ona
29/10/2017;06:00;0,76;"Muy buena / ";0,79;22;31;Muy buena / Oso ona;64;4;"Muy buena / ";4;15;Muy buena / Oso ona;8;Muy buena / Oso ona
29/10/2017;05:00;0,76;"Muy buena / ";0,79;23;30;Muy buena / Oso ona;65;4;"Muy buena / ";4;22;Muy buena / Oso ona;8;Muy buena / Oso ona
29/10/2017;04:00;0,75;"Muy buena / ";0,79;19;31;Muy buena / Oso ona;61;4;"Muy buena / ";6;18;Muy buena / Oso ona;6;Muy buena / Oso ona
29/10/2017;03:00;0,78;"Muy buena / ";0,78;16;34;Muy buena / Oso ona;58;4;"Muy buena / ";6;14;Muy buena / Oso ona;5;Muy buena / Oso ona
29/10/2017;02:00;0,82;"Muy buena / ";0,75;18;37;Muy buena / Oso ona;65;4;"Muy buena / ";9;17;Muy buena / Oso ona;7;Muy buena / Oso ona
29/10/2017;01:00;0,85;"Muy buena / ";0,67;23;41;Muy buena / Oso ona;76;4;"Muy buena / ";15;18;Muy buena / Oso ona;7;Muy buena / Oso ona
28/10/2017;24:00;0,84;"Muy buena / ";0,59;44;49;Muy buena / Oso ona;116;4;"Muy buena / ";22;22;Muy buena / Oso ona;5;Muy buena / Oso ona
28/10/2017;23:00;0,83;"Muy buena / ";0,56;45;55;Muy buena / Oso ona;124;4;"Muy buena / ";26;20;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;22:00;0,8;"Muy buena / ";0,49;53;67;Muy buena / Oso ona;148;6;"Muy buena / ";33;16;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;21:00;0,76;"Muy buena / ";0,44;35;61;Muy buena / Oso ona;113;13;"Muy buena / ";40;15;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;20:00;0,68;"Muy buena / ";0,36;38;70;Muy buena / Oso ona;128;9;"Muy buena / ";43;17;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;19:00;0,55;"Muy buena / ";0,29;19;60;Muy buena / Oso ona;88;25;"Muy buena / ";49;13;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;18:00;0,28;"Muy buena / ";0,24;12;47;Muy buena / Oso ona;64;42;"Muy buena / ";51;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;17:00;0,29;"Muy buena / ";0,24;8;37;Muy buena / Oso ona;49;52;"Muy buena / ";48;13;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;16:00;0,28;"Muy buena / ";0,24;6;32;Muy buena / Oso ona;42;57;"Muy buena / ";41;19;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;15:00;;"Sin datos / ";0,25;5;29;Muy buena / Oso ona;36;59;"Muy buena / ";32;16;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;14:00;0,12;"Muy buena / ";0,24;8;28;Muy buena / Oso ona;40;60;"Muy buena / ";24;12;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;13:00;0,18;"Muy buena / ";0,23;13;37;Muy buena / Oso ona;56;;"Sin datos / ";20;13;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;12:00;0,19;"Muy buena / ";0,23;18;42;Muy buena / Oso ona;69;46;"Muy buena / ";25;19;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;11:00;0,22;"Muy buena / ";0,22;20;50;Muy buena / Oso ona;80;35;"Muy buena / ";30;26;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;10:00;0,26;"Muy buena / ";0,21;28;56;Muy buena / Oso ona;99;23;"Muy buena / ";35;24;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;09:00;0,31;"Muy buena / ";0,2;51;63;Muy buena / Oso ona;140;9;"Muy buena / ";41;22;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;08:00;0,31;"Muy buena / ";0,18;46;62;Muy buena / Oso ona;132;6;"Muy buena / ";49;19;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;07:00;0,21;"Muy buena / ";0,16;22;58;Muy buena / Oso ona;92;13;"Muy buena / ";55;14;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;06:00;0,15;"Muy buena / ";0,15;6;43;Muy buena / Oso ona;52;34;"Muy buena / ";61;14;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;05:00;0,19;"Muy buena / ";0,19;1;31;Muy buena / Oso ona;32;53;"Muy buena / ";63;17;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;04:00;0,15;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;20;67;"Buena / ";61;14;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;03:00;0,11;"Muy buena / ";0,27;;;Sin datos / Daturik gabe;16;75;"Buena / ";55;15;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;02:00;0,14;"Muy buena / ";0,29;;;Sin datos / Daturik gabe;20;74;"Buena / ";49;15;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;01:00;0,15;"Muy buena / ";0,32;1;25;Muy buena / Oso ona;25;68;"Buena / ";44;16;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;24:00;0,16;"Muy buena / ";0,34;5;27;Muy buena / Oso ona;35;64;"Buena / ";38;15;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;23:00;0,19;"Muy buena / ";0,33;9;36;Muy buena / Oso ona;50;55;"Muy buena / ";37;11;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;22:00;0,44;"Muy buena / ";0,34;8;38;Muy buena / Oso ona;50;47;"Muy buena / ";35;17;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;21:00;0,45;"Muy buena / ";0,32;15;44;Muy buena / Oso ona;67;38;"Muy buena / ";33;18;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;20:00;0,45;"Muy buena / ";0,31;19;58;Muy buena / Oso ona;86;27;"Muy buena / ";32;24;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;19:00;0,22;"Muy buena / ";0,31;14;54;Muy buena / Oso ona;75;35;"Muy buena / ";29;25;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;18:00;0,34;"Muy buena / ";0,35;20;55;Muy buena / Oso ona;85;35;"Muy buena / ";24;24;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;17:00;0,3;"Muy buena / ";0,38;28;62;Muy buena / Oso ona;105;27;"Muy buena / ";19;26;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;16:00;0,25;"Muy buena / ";0,4;28;56;Muy buena / Oso ona;99;35;"Muy buena / ";15;30;Muy buena / Oso ona;5;Muy buena / Oso ona
27/10/2017;15:00;;"Sin datos / ";0,44;30;56;Muy buena / Oso ona;102;33;"Muy buena / ";10;36;Muy buena / Oso ona;5;Muy buena / Oso ona
27/10/2017;14:00;0,26;"Muy buena / ";0,48;40;59;Muy buena / Oso ona;120;;"Sin datos / ";5;37;Muy buena / Oso ona;7;Muy buena / Oso ona
27/10/2017;13:00;0,4;"Muy buena / ";0,47;71;67;Muy buena / Oso ona;175;20;"Muy buena / ";5;48;Buena / Ona;13;Muy buena / Oso ona
27/10/2017;12:00;0,44;"Muy buena / ";0,46;120;68;Muy buena / Oso ona;252;8;"Muy buena / ";5;60;Buena / Ona;18;Muy buena / Oso ona
27/10/2017;11:00;0,49;"Muy buena / ";0,44;144;55;Muy buena / Oso ona;276;6;"Muy buena / ";4;58;Buena / Ona;21;Muy buena / Oso ona
27/10/2017;10:00;0,53;"Muy buena / ";0,41;173;53;Muy buena / Oso ona;319;5;"Muy buena / ";4;53;Buena / Ona;18;Muy buena / Oso ona
27/10/2017;09:00;0,49;"Muy buena / ";0,38;174;50;Muy buena / Oso ona;316;4;"Muy buena / ";4;55;Buena / Ona;15;Muy buena / Oso ona
27/10/2017;08:00;0,53;"Muy buena / ";0,36;173;49;Muy buena / Oso ona;314;4;"Muy buena / ";4;49;Buena / Ona;12;Muy buena / Oso ona
27/10/2017;07:00;0,51;"Muy buena / ";0,33;157;49;Muy buena / Oso ona;290;4;"Muy buena / ";4;37;Muy buena / Oso ona;10;Muy buena / Oso ona
27/10/2017;06:00;0,38;"Muy buena / ";0,31;110;46;Muy buena / Oso ona;214;4;"Muy buena / ";4;29;Muy buena / Oso ona;8;Muy buena / Oso ona
27/10/2017;05:00;0,32;"Muy buena / ";0,31;71;43;Muy buena / Oso ona;152;4;"Muy buena / ";4;27;Muy buena / Oso ona;10;Muy buena / Oso ona
27/10/2017;04:00;0,28;"Muy buena / ";0,33;45;40;Muy buena / Oso ona;108;4;"Muy buena / ";4;22;Muy buena / Oso ona;8;Muy buena / Oso ona
27/10/2017;03:00;0,25;"Muy buena / ";0,36;28;40;Muy buena / Oso ona;82;4;"Muy buena / ";4;22;Muy buena / Oso ona;8;Muy buena / Oso ona
27/10/2017;02:00;0,27;"Muy buena / ";0,38;29;43;Muy buena / Oso ona;87;4;"Muy buena / ";4;24;Muy buena / Oso ona;7;Muy buena / Oso ona
27/10/2017;01:00;0,31;"Muy buena / ";0,41;39;46;Muy buena / Oso ona;105;4;"Muy buena / ";4;28;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;24:00;0,32;"Muy buena / ";0,41;52;54;Muy buena / Oso ona;133;4;"Muy buena / ";7;26;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;23:00;0,35;"Muy buena / ";0,39;51;57;Muy buena / Oso ona;135;4;"Muy buena / ";13;27;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;22:00;0,39;"Muy buena / ";0,37;72;64;Muy buena / Oso ona;175;4;"Muy buena / ";14;32;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;21:00;0,49;"Muy buena / ";0,37;107;75;Muy buena / Oso ona;238;4;"Muy buena / ";16;31;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;20:00;0,48;"Muy buena / ";0,35;84;73;Muy buena / Oso ona;202;4;"Muy buena / ";24;27;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;19:00;0,4;"Muy buena / ";;60;74;Muy buena / Oso ona;165;4;"Muy buena / ";33;28;Muy buena / Oso ona;7;Muy buena / Oso ona
26/10/2017;18:00;0,43;"Muy buena / ";;63;94;Muy buena / Oso ona;190;4;"Muy buena / ";37;39;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;17:00;0,35;"Muy buena / ";;33;80;Muy buena / Oso ona;131;27;"Muy buena / ";38;33;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;16:00;0,22;"Muy buena / ";;16;60;Muy buena / Oso ona;84;52;"Muy buena / ";35;32;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;15:00;;"Sin datos / ";;10;50;Muy buena / Oso ona;66;;"Sin datos / ";27;35;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;14:00;;"Sin datos / ";;9;48;Muy buena / Oso ona;62;78;"Buena / ";24;36;Muy buena / Oso ona;8;Muy buena / Oso ona
26/10/2017;13:00;0,18;"Muy buena / ";;23;60;Muy buena / Oso ona;94;55;"Muy buena / ";22;45;Buena / Ona;11;Muy buena / Oso ona
26/10/2017;12:00;;"Sin datos / ";;29;51;Muy buena / Oso ona;95;58;"Muy buena / ";15;35;Muy buena / Oso ona;12;Muy buena / Oso ona
26/10/2017;11:00;;"Sin datos / ";;61;52;Muy buena / Oso ona;146;24;"Muy buena / ";8;58;Buena / Ona;9;Muy buena / Oso ona
26/10/2017;10:00;;"Sin datos / ";;74;51;Muy buena / Oso ona;164;14;"Muy buena / ";6;72;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona
26/10/2017;09:00;;"Sin datos / ";;158;70;Muy buena / Oso ona;312;8;"Muy buena / ";5;71;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona
26/10/2017;08:00;;"Sin datos / ";;301;94;Muy buena / Oso ona;555;5;"Muy buena / ";4;41;Buena / Ona;6;Muy buena / Oso ona
26/10/2017;07:00;;"Sin datos / ";;243;85;Muy buena / Oso ona;457;4;"Muy buena / ";4;33;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;06:00;;"Sin datos / ";;161;72;Muy buena / Oso ona;318;4;"Muy buena / ";4;27;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;05:00;;"Sin datos / ";;67;57;Muy buena / Oso ona;159;4;"Muy buena / ";4;21;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;04:00;;"Sin datos / ";;34;52;Muy buena / Oso ona;103;4;"Muy buena / ";4;17;Muy buena / Oso ona;3;Muy buena / Oso ona
26/10/2017;03:00;;"Sin datos / ";;21;48;Muy buena / Oso ona;80;5;"Muy buena / ";4;17;Muy buena / Oso ona;3;Muy buena / Oso ona
26/10/2017;02:00;;"Sin datos / ";;29;49;Muy buena / Oso ona;94;3;"Muy buena / ";4;20;Muy buena / Oso ona;4;Muy buena / Oso ona
