Date;Hour;Benceno (µg/m3);Etilbenceno (µg/m3);Ortoxileno (µg/m3);Tolueno (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
02/04/2017;10:00;0,32;0,27;1,14;0,96;327;80;1021,3;0,4;180,5;11,1;2,05
02/04/2017;09:00;0,37;0,23;0,97;0,72;339;80;1021;0,1;71,8;10,7;1,35
02/04/2017;08:00;0,39;0,22;0,97;0,69;286;80;1020,5;0;52,5;10,7;1,02
02/04/2017;07:00;0,4;0,22;0,9;0,59;306;84;1020,2;0,1;12,1;10,1;1,38
02/04/2017;06:00;0,5;0,22;0,84;0,58;313;83;1019,7;0,1;0,6;10,1;1,6
02/04/2017;05:00;0,42;0,22;0,84;0,54;310;85;1019,2;0,1;0,3;10,2;1,47
02/04/2017;04:00;0,32;0,22;0,84;0,52;325;79;1018,9;0,3;0,3;10,7;2,05
02/04/2017;03:00;0,37;0,22;0,95;0,69;284;73;1018,8;0;0,3;11,4;1,45
02/04/2017;02:00;0,46;0,22;0,99;0,63;289;74;1019,2;0;0,3;11,4;1,2
02/04/2017;01:00;0,43;0,23;0,95;0,73;320;77;1019,5;0;0,3;11,6;2,12
01/04/2017;24:00;0,4;0,27;1,11;0,92;317;80;1019,6;0,1;0,3;11,1;1,31
01/04/2017;23:00;0,45;0,3;1,28;1,06;294;79;1019,7;0;0,3;11,5;1,07
01/04/2017;22:00;0,45;0,29;1,28;0,88;280;84;1019,8;0,2;0,3;11;1,09
01/04/2017;21:00;0,56;0,29;1,21;0,81;310;82;1019,7;0,3;0,3;11,4;1,44
01/04/2017;20:00;0,5;0,29;1,11;0,77;324;72;1019,1;0;0,3;12,5;2,09
01/04/2017;19:00;0,45;0,29;1,01;0,69;326;68;1018,7;0;9,1;12,9;2,35
01/04/2017;18:00;0,32;0,25;0,97;0,63;326;63;1018,3;0;39;13,4;2,97
01/04/2017;17:00;0,33;0,24;0,94;0,57;335;65;1017,8;0;114,8;13,8;3,64
01/04/2017;16:00;0,39;0,22;0,9;0,53;323;59;1017,6;0;205,9;14,2;3,62
01/04/2017;15:00;0,42;0,23;1,01;0,58;331;59;1017;0;403,2;14,8;4,23
01/04/2017;14:00;0,34;0,23;0,97;0,6;328;69;1017,3;0,1;494,7;13,6;2,84
01/04/2017;13:00;;;;;313;56;1017;0;318,7;15;2,84
01/04/2017;12:00;;;;;291;61;1017,5;0;441,5;13,5;2,49
01/04/2017;11:00;0,29;0,26;1,04;0,75;282;62;1017,4;0;366,6;13,2;2,23
01/04/2017;10:00;0,33;0,31;1,18;1,06;279;67;1017,5;0;248,7;11,9;2,07
01/04/2017;09:00;0,37;0,26;1,11;1,2;288;70;1016,8;0,1;95,2;11,7;1,46
01/04/2017;08:00;0,31;0,26;1,04;1,04;302;66;1016,1;0,1;60,9;12;1,41
01/04/2017;07:00;0,3;0,32;1,35;1,64;283;70;1015,3;0;24,9;11,5;1,33
01/04/2017;06:00;0,36;0,4;1,6;2,04;177;85;1014,9;0;0,7;9,2;0,78
01/04/2017;05:00;0,39;0,39;1,67;2,08;177;81;1015;0;0,3;9,6;0,51
01/04/2017;04:00;0,43;0,44;1,7;1,89;196;75;1014,9;0;0,3;10,4;0,39
01/04/2017;03:00;0,51;0,43;1,85;2,06;192;82;1015,1;0;0,3;10,3;0,54
01/04/2017;02:00;0,45;0,49;1,83;1,93;191;87;1015,4;0;0,3;10,6;0,4
01/04/2017;01:00;0,45;0,41;1,75;2;210;86;1015,6;0;0,3;10,9;0,27
31/03/2017;24:00;0,39;0,33;1,47;1,56;137;85;1015,3;0,1;0,3;11,1;0,19
31/03/2017;23:00;0,55;0,47;1,81;1,57;176;81;1015,1;0;0,3;11,4;0,4
31/03/2017;22:00;0,59;0,44;1,78;1,63;304;79;1015,2;0;0,3;11,7;0,62
31/03/2017;21:00;0,86;0,38;1,63;1,59;262;82;1014,1;0;0,3;11,6;0,62
31/03/2017;20:00;0,42;0,52;2,02;1,8;262;79;1014,9;0,7;0,3;12,2;0,58
31/03/2017;19:00;0,39;0,49;1,79;1,6;332;74;1013,6;0,1;0,8;14,1;0,81
31/03/2017;18:00;0,39;0,53;1,9;1,54;330;71;1013,1;0;31,6;14,8;1,66
31/03/2017;17:00;0,34;0,46;1,73;1,49;323;70;1012,5;0;111,6;15,7;2,19
31/03/2017;16:00;0,41;0,56;2,03;1,75;319;68;1011,7;0;191,4;16,3;2,65
31/03/2017;15:00;0,46;0,65;2,53;2,63;330;63;1011,5;0;366,4;18;2,68
31/03/2017;14:00;0,33;0,43;1,71;1,84;299;44;1011,4;0;547,2;21,3;1,45
31/03/2017;13:00;;;;;185;43;1012,3;0;429,3;22,1;0,91
31/03/2017;12:00;;;;;130;59;1013,7;0;802;19,3;0,26
31/03/2017;11:00;0,82;1,22;4,64;8,25;101;75;1014,7;0;430;16,4;0,42
31/03/2017;10:00;0,75;1,21;4,94;10,65;166;83;1015,6;0;214,6;14,8;0,51
31/03/2017;09:00;0,86;1,34;5,5;13,63;199;78;1015,7;0,1;58,5;14,6;0,33
31/03/2017;08:00;0,88;1,07;4,47;7,72;276;72;1015,6;0;63,2;15,1;0,56
31/03/2017;07:00;0,97;1,02;4,13;4,94;339;77;1015,3;0;14,4;13,9;0,27
31/03/2017;06:00;0,71;0,79;2,83;3,52;18;76;1015,2;0;0,7;14;0,23
31/03/2017;05:00;0,52;0,56;2,26;2,34;25;73;1015,1;0;0,3;14,4;0,13
31/03/2017;04:00;0,54;0,59;2,25;1,99;235;72;1015;0;0,3;14,8;0,33
31/03/2017;03:00;0,56;0,48;1,83;1,41;13;70;1015;0;0,3;15,2;0,23
31/03/2017;02:00;0,36;0,45;1,49;1,29;33;69;1015,1;0;0,3;15,5;0,57
31/03/2017;01:00;0,41;0,53;2,08;1,63;351;65;1014,8;0;0,3;16,4;1,57
30/03/2017;24:00;0,32;0,46;1,8;1,59;321;48;1014;0;0,3;20;1,75
30/03/2017;23:00;0,38;0,53;2,03;1,67;199;44;1013,1;0;0,3;20,7;0,6
30/03/2017;22:00;0,58;0,49;1,9;1,62;155;46;1012,9;0;0,3;20,6;0,64
30/03/2017;21:00;0,45;0,53;1,77;1,71;130;45;1012,8;0;0,3;21,3;0,46
30/03/2017;20:00;0,37;0,52;2,08;2,04;159;42;1012,2;0;0,3;22,5;0,98
30/03/2017;19:00;0,38;0,75;2,76;3,38;162;43;1012,1;0;4,2;22,8;0,77
30/03/2017;18:00;0,3;0,73;2,8;4,38;179;36;1012,1;0;40,9;24,2;0,76
30/03/2017;17:00;0,24;0,44;1,76;2,79;178;34;1012,2;0;95,2;25;0,8
30/03/2017;16:00;0,23;0,37;1,44;5,18;178;34;1012,5;0;182,3;25,2;1,47
30/03/2017;15:00;0,25;0,44;1,85;1,44;171;34;1013,2;0;397,4;25,9;2,05
30/03/2017;14:00;0,28;0,43;1,87;2,23;200;35;1014,1;0;440,5;25,6;0,73
30/03/2017;13:00;;;;;180;35;1014,8;0;372,1;24,7;0,98
30/03/2017;12:00;;;;;175;37;1015,4;0;419,4;23,9;1,67
30/03/2017;11:00;0,63;0,73;2,9;2,59;174;38;1016;0;554;23,7;1,29
30/03/2017;10:00;0,56;0,83;3,31;3,27;66;44;1016,6;0;442,5;21,6;0,3
30/03/2017;09:00;0,41;0,62;2,5;2,95;158;54;1017,1;0;327,9;18,2;0,44
30/03/2017;08:00;0,41;0,48;1,82;2,7;174;61;1017,3;0;194;15,1;1,2
30/03/2017;07:00;0,43;0,49;1,84;1,95;178;63;1017,4;0;42;14;1,5
30/03/2017;06:00;0,42;0,53;1,97;1,64;178;59;1017,2;0;1;15,4;1,29
30/03/2017;05:00;1,15;0,68;2,26;1,84;149;57;1017,1;0;0,3;16,1;0,76
30/03/2017;04:00;0,55;0,53;2,05;1,66;107;59;1017,3;0;0,3;15,5;0,53
30/03/2017;03:00;0,39;0,59;2,3;1,84;180;65;1017,8;0;0,3;13,9;1,37
30/03/2017;02:00;0,4;0,64;2,45;2,06;180;65;1018,2;0;0,3;14,1;1,34
30/03/2017;01:00;0,42;0,68;2,64;2,5;176;63;1018,6;0;0,3;14,7;1,35
29/03/2017;24:00;0,5;0,81;2,99;3;164;63;1018,8;0;0,3;15;1,32
29/03/2017;23:00;0,54;0,97;3,53;3,46;165;64;1019;0;0,3;15,4;1,36
29/03/2017;22:00;0,7;1,18;4,42;3,94;171;64;1019,1;0;0,3;16,1;1,09
29/03/2017;21:00;1,01;2,35;8,91;6,49;191;60;1018,9;0;0,3;17,3;0,75
29/03/2017;20:00;0,75;1,35;5,27;5,15;327;55;1018,5;0;0,3;18,8;0,18
29/03/2017;19:00;0,75;1,25;4,98;4,58;340;48;1018,1;0;5;20,5;0,48
29/03/2017;18:00;0,64;1,04;3,95;3,49;343;44;1017,7;0;32,4;22,2;0,94
29/03/2017;17:00;0,7;0,93;3,7;2,88;339;39;1017,4;0;91,8;24,1;1,34
29/03/2017;16:00;0,4;1,01;4,23;2,98;334;37;1017,6;0;167,1;24,4;1,48
29/03/2017;15:00;0,41;0,88;3,56;2,47;339;37;1018,1;0;364,7;23,9;1,5
29/03/2017;14:00;0,4;0,84;3,27;2,02;356;37;1018,7;0;747,8;24,2;1,29
29/03/2017;13:00;;;;;20;33;1019,6;0;485;25,1;0,47
29/03/2017;12:00;;;;;98;35;1020,5;0;803,3;24;0,16
29/03/2017;11:00;0,72;1,1;4,17;3,58;186;38;1021,1;0;719,5;22,3;0,78
29/03/2017;10:00;0,84;1,05;3,7;3,55;103;47;1021,4;0;507,3;19;0,48
29/03/2017;09:00;0,61;1,02;3,88;4,4;157;52;1021,6;0;415;16,4;1,02
29/03/2017;08:00;0,67;1,03;3,94;4,75;162;59;1021,5;0;184,5;13,6;1,51
29/03/2017;07:00;0,57;0,81;2,93;2,88;164;63;1021,4;0;43,4;12;1,26
29/03/2017;06:00;0,46;0,75;2,73;2,61;159;63;1021,2;0;1;11,9;1,03
29/03/2017;05:00;0,43;0,72;2,73;2,61;167;64;1021,1;0;0,3;11,7;1,51
29/03/2017;04:00;0,41;0,72;2,6;2,53;164;63;1021,1;0;0,3;12;1,51
29/03/2017;03:00;0,42;0,75;2,8;2,72;164;63;1021,4;0;0,3;12,1;1,71
29/03/2017;02:00;0,44;0,77;2,85;2,85;164;63;1021,7;0;0,3;12,5;1,41
29/03/2017;01:00;0,48;0,81;2,93;3,12;160;61;1022;0;0,3;13,1;1,41
28/03/2017;24:00;0,5;0,86;3,1;3,7;157;61;1022,2;0;0,3;13,5;1,33
28/03/2017;23:00;0,58;0,97;3,53;4,44;165;62;1022,3;0;0,3;13,7;0,88
28/03/2017;22:00;0,72;1,03;3,86;5,33;164;63;1022,1;0;0,3;13,9;0,97
28/03/2017;21:00;0,84;1,08;4,37;5,44;173;65;1022;0;0,3;14,2;0,72
28/03/2017;20:00;0,88;1,01;4,31;3,45;188;62;1021,6;0;0,3;15,7;0,4
28/03/2017;19:00;0,84;0,86;3,41;2,85;321;60;1021,1;0;7;17;0,76
28/03/2017;18:00;0,65;0,84;3,37;2,91;333;52;1020,7;0;31,7;19,1;1,11
28/03/2017;17:00;0,62;0,87;3,44;2,75;322;49;1020,4;0;90,5;19,9;1,13
28/03/2017;16:00;0,45;0,67;2,67;2,05;321;46;1020,5;0;147,5;20,2;1,23
28/03/2017;15:00;0,39;0,74;3;2,1;338;42;1020,6;0;370,5;20;1,6
28/03/2017;14:00;0,37;0,65;2,55;1,72;336;42;1020,9;0;768,7;20,2;1,25
28/03/2017;13:00;;;;;211;34;1021,5;0;500,1;20,9;0,73
28/03/2017;12:00;;;;;211;34;1022;0;805,1;19,7;1,08
28/03/2017;11:00;0,47;0,69;3,15;2,24;22;41;1022,5;0;712;18,4;0,44
28/03/2017;10:00;0,45;0,7;3,23;2,64;193;47;1022,4;0;494,8;17,1;0,85
28/03/2017;09:00;0,63;0,97;4,08;4;181;52;1022;0;398;15,4;0,91
28/03/2017;08:00;0,89;1,28;5,13;7,49;194;60;1021,4;0;182,9;13,5;0,34
28/03/2017;07:00;0,45;0,4;1,65;1,11;151;61;1020,7;0;34,8;12,6;0,4
28/03/2017;06:00;0,43;0,32;1,34;0,91;231;59;1019,9;0;0,7;13,3;0,12
28/03/2017;05:00;0,31;0,32;1,23;0,8;194;58;1019;0;0,3;13,6;0,66
28/03/2017;04:00;0,4;0,38;1,49;1,21;194;59;1018,3;0;0,3;13,9;0,97
28/03/2017;03:00;0,47;0,45;1,6;1,75;169;64;1018,1;0;0,3;13,4;0,53
28/03/2017;02:00;0,61;0,62;2,29;2,68;152;67;1018,1;0;0,3;12,8;0,54
28/03/2017;01:00;0,83;0,93;3,66;4,25;137;72;1017,9;0;0,3;12;0,31
27/03/2017;24:00;0,86;1,03;4,07;4,29;64;75;1017,7;0;0,3;11;0,13
27/03/2017;23:00;0,58;0,74;2,96;3,06;3;73;1017,7;0;0,3;11;0,48
27/03/2017;22:00;0,51;0,75;2,95;2,06;180;67;1017,4;0;0,3;12,1;0,81
27/03/2017;21:00;0,51;0,71;3,09;2,1;232;61;1016,9;0;0,3;14;0,33
27/03/2017;20:00;0,43;0,59;2,37;1,76;312;60;1016;0;0,3;14,8;0,71
27/03/2017;19:00;0,37;0,53;2,25;1,48;329;57;1015;0;5,9;15,7;1,56
27/03/2017;18:00;0,28;0,48;2,06;1,14;281;46;1014;0;34,1;18,1;0,73
27/03/2017;17:00;0,25;0,45;1,95;1,26;209;38;1013,1;0;105,3;19,9;1,56
27/03/2017;16:00;0,27;0,5;1,98;1,81;202;37;1012,5;0;257,7;20,5;1,41
27/03/2017;15:00;0,29;0,52;2,22;2,16;213;41;1012;0;229,7;19,7;1,23
27/03/2017;14:00;0,28;0,44;1,87;1,46;181;41;1011,8;0;484,9;20,3;1,34
27/03/2017;13:00;;;;;168;40;1011,8;0;479,9;20,3;1,18
27/03/2017;12:00;;;;;197;43;1011,7;0;748,7;19,1;1,26
27/03/2017;11:00;;;;;198;46;1011,5;0;600,3;17,8;1,47
27/03/2017;10:00
27/03/2017;09:00;0,84;0,13;1,59;1,61;98;54;1010,6;0;360,6;14,7;0,29
27/03/2017;08:00;1,51;0,13;1,34;1,81;121;57;1010,2;0;128,1;13,6;0,43
27/03/2017;07:00;0,67;0,13;1,12;1,26;83;57;1009,5;0;14,2;13,4;0,36
27/03/2017;06:00;0,33;0,13;0,59;0,63;125;56;1009;0;0,4;13,8;0,6
27/03/2017;05:00;0,24;0,13;0,7;0,39;185;55;1009;0;0,3;14,2;1,29
27/03/2017;04:00;0,36;0,13;0,51;0,39;177;53;1008,8;0;0,3;14,7;0,87
27/03/2017;03:00;0,45;0,13;0,73;0,38;84;53;1008,7;0;0,3;14,7;0,41
27/03/2017;02:00;0,3;0,13;0,59;0,4;130;54;1008,3;0;0,3;14,9;0,53
27/03/2017;01:00;0,47;0,13;0,87;0,38;176;54;1008,2;0;0,3;14,6;0,56
26/03/2017;24:00;0,38;0,13;1,17;0,57;60;56;1008,5;0;0,3;14,3;0,45
26/03/2017;23:00;0,13;0,13;0,32;0,14;149;53;1008,6;0;0,3;14,8;0,45
26/03/2017;22:00;0,12;0,13;0,12;0;167;49;1008,6;0;0,3;15,4;1,67
26/03/2017;21:00;0,15;0,13;0,24;0,09;161;49;1008,8;0;0,3;15,7;2,16
26/03/2017;20:00;0,15;0,13;0,37;0,13;159;51;1008,6;0;0,3;15,9;1,99
26/03/2017;19:00;0,18;0,13;1,14;0,51;162;53;1008,4;0;5;16,3;2,27
26/03/2017;18:00;0,37;0,23;1,18;1,03;169;68;1008,3;0;46,3;15,2;0,68
26/03/2017;17:00;0,2;0,13;0,74;0,42;163;79;1008,4;0;112;13,6;0,1
26/03/2017;16:00;0,19;0,13;0,9;0,26;152;79;1009,1;0;169,1;12,9;0,3
26/03/2017;15:00;0,2;0,13;0,67;0,12;219;55;1009,3;0,2;98;15,9;1,46
26/03/2017;14:00;;;;;171;41;1008,9;0;454;18,8;1,33
26/03/2017;13:00;;;;;166;45;1009,5;0;414,2;18;1,19
26/03/2017;12:00;0,22;0,13;0,53;0,33;162;50;1010,1;0;364,9;16,3;0,93
26/03/2017;11:00;0,2;0,13;0,64;0,27;171;51;1010,5;0;395,7;15,5;1,22
26/03/2017;10:00;0,38;0,13;0,66;0,36;170;53;1010,4;0;414,3;14,4;1,38
26/03/2017;09:00;0,5;0,13;0,67;0,58;59;63;1010;0;387,7;12,2;0,5
26/03/2017;08:00;0,4;0,13;0,54;0,54;78;68;1009,9;0;137,5;10,4;0,36
26/03/2017;07:00;0,45;0,13;0,84;0,52;58;70;1009,5;0;12,4;9,4;0,63
26/03/2017;06:00;0,56;0,13;0,49;0,54;71;72;1009;0;0,4;9;0,63
26/03/2017;05:00;0,55;0,13;0,52;0,58;63;74;1009,1;0;0,3;8,7;0,4
26/03/2017;04:00;0,48;0,13;0,56;0,47;38;75;1008,8;0;0,3;8,5;0,47
26/03/2017;03:00;0,5;0,13;0,42;0,42;69;74;1008,8;0;0,3;8,6;0,66
26/03/2017;02:00;0,2;0,13;0,36;0,2;150;71;1009;0;0,3;8,9;0,94
26/03/2017;01:00;0,24;0,13;0,38;0,4;170;73;1008,9;0;0,3;8,6;1,39
25/03/2017;24:00;0,22;0,13;0,74;0,53;181;74;1008,6;0;0,3;8,3;1,56
25/03/2017;23:00;0,35;0,13;0,88;0,81;174;84;1008,8;0;0,3;7,5;0,63
25/03/2017;22:00;0,17;0,13;0,78;0,63;155;87;1008,8;0,1;0,3;7,1;0,54
25/03/2017;21:00;0,2;0,13;0,59;0,4;168;86;1008,4;0,2;0,3;7,2;1,23
25/03/2017;20:00;0,2;0,13;0,99;0,38;165;86;1007,9;0,3;0,3;7,1;0,79
25/03/2017;19:00;0,22;0,13;1,58;0,48;168;86;1007,4;0,5;1,8;7,1;0,99
25/03/2017;18:00;0,27;0,13;1,5;0,81;178;88;1006,9;0,2;13,2;7,3;1,01
25/03/2017;17:00;0,32;0,13;1,31;0,85;157;88;1006,5;0,4;14,3;7,9;0,66
25/03/2017;16:00;0,3;0,13;1,34;0,99;199;90;1006,2;0,1;26,7;8;0,75
25/03/2017;15:00;0,42;0,13;1,64;1,22;169;90;1006,4;0,2;36,4;7,8;0,73
25/03/2017;14:00;;;;;131;91;1006,7;0,1;48,5;8,2;0,31
25/03/2017;13:00;;;;;123;91;1007,2;0,2;65,4;8,3;0,16
25/03/2017;12:00;0,32;1,3;5,75;4,77;166;91;1007,7;0,4;61,6;8;0,24
25/03/2017;11:00;0,62;0,39;3,18;3,49;165;90;1007,9;0,4;47,9;8;0,3
25/03/2017;10:00;0,37;0,31;1,96;2,59;132;90;1007,9;0,4;39,5;7,9;0,21
25/03/2017;09:00;0,25;0,13;1,04;1,01;241;90;1008,3;0,5;15,8;7,9;0,18
25/03/2017;08:00;0,28;0,13;1,08;1,05;303;90;1008,9;0,5;7,1;7,7;1,3
25/03/2017;07:00;0,26;0,13;1,25;1,15;292;90;1009,1;0,2;1,8;7,9;1,04
25/03/2017;06:00;0,37;0,18;1,6;1,51;297;90;1009,4;0,3;0,3;8;1,13
25/03/2017;05:00;0,33;0,29;1,6;1,58;307;89;1009,7;0,3;0,3;7,8;0,18
25/03/2017;04:00;0,32;0,16;1,48;1,38;174;88;1010,4;0,3;0,3;7,7;0,24
25/03/2017;03:00;0,54;0,39;2,18;2,2;202;84;1011,4;0,3;0,3;7,9;0,62
25/03/2017;02:00;0,43;0,43;2,5;2,49;64;76;1011,8;0,3;0,3;8,5;0,34
25/03/2017;01:00;0,41;0,52;2,69;2,47;178;73;1012,5;0;0,3;8,4;0,37
24/03/2017;24:00;0,49;0,56;2,85;2,17;178;71;1012,9;0;0,3;8,5;0,24
24/03/2017;23:00;0,49;0,45;2,61;1,74;187;69;1013,1;0;0,3;9,1;0,29
24/03/2017;22:00;0,55;0,49;3,38;1,61;236;68;1013,4;0;0,3;9,6;0,71
24/03/2017;21:00;0,54;0,3;6,34;1,61;246;65;1013,9;0;0,3;10,2;0,38
24/03/2017;20:00;0,54;0,13;3,78;1,65;38;62;1013,6;0;0,3;10,7;0,64
24/03/2017;19:00;0,74;0,3;2,12;1,67;38;59;1013,3;0;8,7;11,4;1,15
24/03/2017;18:00;0,59;0,19;1,33;2,02;42;53;1013;0;62,3;13,1;1,01
24/03/2017;17:00;0,32;0,13;1,1;3,58;35;49;1012,6;0;127,4;13,2;1,94
24/03/2017;16:00;0,25;0,13;0,99;1,48;24;46;1012,1;0;148,3;13,6;1,74
24/03/2017;15:00;0,32;0,13;1,21;0,88;35;47;1012;0;235,8;13,7;1,98
24/03/2017;14:00;;;;;33;49;1012,1;0;779,4;13,6;2
24/03/2017;13:00;;;;;357;44;1012,5;0;360,7;13,5;1,04
24/03/2017;12:00;0,58;0,77;3,74;3,95;67;44;1012,8;0;529,6;13,1;0,23
24/03/2017;11:00;0,74;0,78;3,83;2,93;66;48;1013;0;631;12,2;0,52
24/03/2017;10:00;0,65;1,18;5,34;5,81;166;55;1013;0;436,4;10,5;0,38
24/03/2017;09:00;0,46;0,51;2,54;3,73;177;68;1012,6;0;327,2;6,2;0,7
24/03/2017;08:00;0,39;0,18;1,58;2,52;169;75;1012,1;0;76,8;3,2;1,46
24/03/2017;07:00;0,37;0,13;1,4;2,04;166;77;1011,2;0;11,8;2,6;1,71
24/03/2017;06:00;0,41;0,19;2,1;2,2;170;76;1010,4;0;0,4;2,6;1,45
24/03/2017;05:00;0,42;0,18;1,67;2;157;73;1009,9;0;0,3;3,6;1,13
24/03/2017;04:00;0,29;0,13;1,23;1,59;172;75;1009,4;0;0,3;3;1,53
24/03/2017;03:00;0,32;0,13;1,34;1,62;173;73;1009,4;0;0,3;3,5;1,71
24/03/2017;02:00;0,33;0,21;1,85;1,84;174;71;1009,4;0;0,3;4;1,73
24/03/2017;01:00;0,39;0,26;2,62;1,97;181;68;1009,2;0;0,3;4,6;1,36
23/03/2017;24:00;0,53;0,64;3,17;2,56;184;63;1009;0;0,3;5,8;0,94
23/03/2017;23:00;0,76;0,9;3,86;3,48;182;61;1008,6;0;0,3;6,5;1
23/03/2017;22:00;1,08;1,04;4,46;4,01;187;59;1007,9;0;0,3;7,1;0,27
23/03/2017;21:00;2,08;1,16;5,18;3,77;181;54;1007,3;0;0,3;7,9;0,49
23/03/2017;20:00;0,32;0,9;4,31;1,74;186;47;1006,5;0;0,3;9,3;0,1
23/03/2017;19:00;0,28;0,72;3,34;1,65;200;39;1005,7;0;2,9;11,3;0,56
23/03/2017;18:00;0,23;0,13;1,32;0,55;185;32;1005;0;21;14,2;0,57
23/03/2017;17:00;0,2;0,13;1,23;0,47;230;32;1004,5;0;103,8;13,7;1,38
23/03/2017;16:00;0,2;0,13;1;0,49;220;33;1004,3;0;198,2;13,8;1,37
23/03/2017;15:00;0,19;0,13;1,11;0,5;216;36;1004,6;0;291,7;13;1,61
23/03/2017;14:00;;;;;221;38;1005;0;793,7;12,7;1,58
23/03/2017;13:00;;;;;230;42;1005,5;0;387,7;11,5;1,59
23/03/2017;12:00;0,23;0,13;1,13;0,95;203;45;1005,6;0;782,8;11,2;1,42
23/03/2017;11:00;0,24;0,13;0,86;1,14;177;50;1005,7;0;685,6;10,2;1,4
23/03/2017;10:00;0,27;0,21;0,98;0,54;203;55;1005,8;0;386,3;8,5;1,38
23/03/2017;09:00;0,25;0,19;0,83;0,56;200;59;1005,8;0;379,2;7,1;1,33
23/03/2017;08:00;0,28;0,13;1,03;0,51;201;64;1005,6;0;135,8;6;1,2
23/03/2017;07:00;0,29;0,13;0,77;0,6;188;70;1005,4;0;17,1;4,6;0,8
23/03/2017;06:00;0,38;0,13;0,84;0,9;184;76;1004,9;0;0,4;4,3;1,04
23/03/2017;05:00;0,24;0,13;0,95;1,02;158;87;1004,9;0;0,3;3,5;0,46
23/03/2017;04:00;0,21;0,21;1,03;0,96;162;87;1005,1;0;0,3;3,5;0,49
23/03/2017;03:00;0,28;0,13;0,97;0,96;169;86;1005,5;0;0,3;4;1,05
23/03/2017;02:00;0,31;0,13;0,95;0,81;157;85;1005,8;0;0,3;4,5;0,51
23/03/2017;01:00;0,25;0,13;0,72;0,52;163;85;1006,1;0;0,3;4,8;0,58
22/03/2017;24:00;0,33;0,13;1,95;1,4;176;85;1006,5;0,1;0,3;4,8;1,09
22/03/2017;23:00;0,41;0,13;2,25;1,82;220;86;1006,9;0;0,3;5,5;0,12
22/03/2017;22:00;0,43;0,13;2,29;2,23;313;87;1006,8;0,2;0,3;5,5;0,65
22/03/2017;21:00;0,48;0,23;2,31;2,15;212;88;1006,1;0,1;0,3;5,2;0,34
22/03/2017;20:00;0,7;0,23;2,18;1,84;178;86;1005,7;0;0,3;5,2;0,54
22/03/2017;19:00;0,91;0,5;2,54;2,48;258;84;1005,7;0,3;1,2;5,7;0,69
22/03/2017;18:00;2,15;0,57;2,87;3,42;320;81;1004,9;0,4;7,6;7,8;0,68
22/03/2017;17:00;1,55;0,42;2,35;2,87;69;82;1004,7;0;66,5;8,3;0,16
22/03/2017;16:00;0,32;0,65;3,3;2,01;29;84;1005,1;0,1;147,7;8;0,75
22/03/2017;15:00;0,28;0,36;2,53;1,49;327;80;1005,5;0,2;53,2;8,8;1,14
22/03/2017;14:00;;;;;344;78;1005,9;0;111,2;9,1;0,74
22/03/2017;13:00;;;;;348;79;1006,4;0;109,6;9;1,35
22/03/2017;12:00;0,26;0,25;2,07;1,74;351;78;1006,9;0,1;93,3;8,9;1,01
22/03/2017;11:00;0,23;0,13;1,97;2,09;343;75;1007,4;0;74,9;9,7;1,6
22/03/2017;10:00;0,2;0,13;1,2;1,43;267;55;1007,7;0;114,8;11,1;0,91
22/03/2017;09:00;0,19;0,13;1,21;0,73;225;52;1007,4;0;97,4;10,7;2,01
22/03/2017;08:00;0,15;0,13;0,92;0,49;198;51;1006,7;0;73,4;10,4;2,2
22/03/2017;07:00;0,18;0,13;1;0,7;198;53;1006,2;0;8,5;10;2,16
22/03/2017;06:00;0,22;0,13;1,08;1,05;195;56;1006,5;0;0,4;9,9;1,58
22/03/2017;05:00;0,29;0,13;1,22;1,61;177;82;1007,2;0;0,3;7,3;1,49
22/03/2017;04:00;0,34;0,13;1,53;1,74;165;87;1008,3;0;0,3;6,9;1,31
22/03/2017;03:00;0,61;0,52;2,62;2,35;149;88;1009,4;0;0,3;7;0,54
22/03/2017;02:00;0,46;0,49;2,83;2,26;170;88;1010,3;0;0,3;7,3;0,96
22/03/2017;01:00;1;0,22;2,49;2,44;156;88;1011,6;0;0,3;7,9;0,8
21/03/2017;24:00;0,55;0,57;3,07;2,81;162;88;1012,9;0;0,3;8,2;0,61
21/03/2017;23:00;0,95;0,66;3,57;3,67;171;88;1013,8;0;0,3;8;1,03
21/03/2017;22:00;1,89;1,03;4,33;5,32;182;87;1014,6;0;0,3;8,5;0,66
21/03/2017;21:00;3,98;1,12;4,96;6,62;169;86;1015;0;0,3;9,2;0,4
21/03/2017;20:00;0,97;1,13;5,39;4,85;65;85;1015,1;0;0,3;9,4;0,17
21/03/2017;19:00;0,32;1,11;4,85;3,42;174;80;1015,2;0;4,1;9,9;0,25
21/03/2017;18:00;0,34;1,08;4,53;2,89;285;80;1015,4;0;23,5;10,1;0,19
21/03/2017;17:00;0,29;1,36;5,62;3,53;338;81;1015,5;0;58,1;10;0,58
21/03/2017;16:00;0,31;0,68;3,27;1,87;286;82;1015,8;0,1;68,2;9,7;1,21
21/03/2017;15:00;0,37;0,4;2,97;1,61;317;77;1015,6;0;63,1;10,4;1,37
21/03/2017;14:00;;;;;314;79;1015,7;0;110,4;10,7;1,25
21/03/2017;13:00;;;;;331;85;1016,2;0;159,2;10,2;1,68
