Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
05/07/2017;03:00;0;4;Muy buena / Oso ona;4;95;"Buena / ";70;9;Muy buena / Oso ona;4;Muy buena / Oso ona;173;22;997,4;0;0;30;2,68
05/07/2017;02:00;0;5;Muy buena / Oso ona;5;92;"Buena / ";66;11;Muy buena / Oso ona;4;Muy buena / Oso ona;183;25;997,7;0;0;29,7;2,11
05/07/2017;01:00;0;7;Muy buena / Oso ona;7;86;"Buena / ";63;12;Muy buena / Oso ona;6;Muy buena / Oso ona;191;29;998,1;0;0;30,2;1,34
04/07/2017;24:00;1;9;Muy buena / Oso ona;10;79;"Buena / ";63;4;Muy buena / Oso ona;5;Muy buena / Oso ona;189;30;998,3;0;0;30,5;1,11
04/07/2017;23:00;3;25;Muy buena / Oso ona;29;55;"Muy buena / ";64;13;Muy buena / Oso ona;3;Muy buena / Oso ona;170;42;998,5;0;0;28,7;0,84
04/07/2017;22:00;1;49;Muy buena / Oso ona;51;26;"Muy buena / ";64;16;Muy buena / Oso ona;3;Muy buena / Oso ona;202;67;998,5;0;0;26,6;0,04
04/07/2017;21:00;1;33;Muy buena / Oso ona;35;47;"Muy buena / ";69;15;Muy buena / Oso ona;3;Muy buena / Oso ona;93;64;998,4;0;0,1;27,6;0,75
04/07/2017;20:00;1;30;Muy buena / Oso ona;32;63;"Buena / ";72;16;Muy buena / Oso ona;3;Muy buena / Oso ona;95;61;998,2;0;48,5;28,7;1,57
04/07/2017;19:00;1;34;Muy buena / Oso ona;36;68;"Buena / ";71;18;Muy buena / Oso ona;3;Muy buena / Oso ona;93;56;998,3;0;344,8;30,5;1,38
04/07/2017;18:00;1;31;Muy buena / Oso ona;33;79;"Buena / ";71;20;Muy buena / Oso ona;3;Muy buena / Oso ona;90;51;998,6;0;634,6;31,8;1,09
04/07/2017;17:00;2;28;Muy buena / Oso ona;31;80;"Buena / ";;15;Muy buena / Oso ona;3;Muy buena / Oso ona;27;52;999,3;0;840,5;31,4;0,53
04/07/2017;16:00;2;19;Muy buena / Oso ona;22;77;"Buena / ";;18;Muy buena / Oso ona;3;Muy buena / Oso ona;341;56;1000,2;0;948,3;30,4;0,56
04/07/2017;15:00;2;11;Muy buena / Oso ona;14;75;"Buena / ";;18;Muy buena / Oso ona;3;Muy buena / Oso ona;350;62;1001;0;945,5;28;0,91
04/07/2017;14:00;3;15;Muy buena / Oso ona;19;62;"Buena / ";;14;Muy buena / Oso ona;3;Muy buena / Oso ona;358;66;1001,8;0;903,3;26,4;1,09
04/07/2017;13:00;4;15;Muy buena / Oso ona;21;54;"Muy buena / ";;13;Muy buena / Oso ona;3;Muy buena / Oso ona;331;71;1002,6;0;986,9;24,6;0,57
04/07/2017;12:00;5;12;Muy buena / Oso ona;19;46;"Muy buena / ";;23;Muy buena / Oso ona;3;Muy buena / Oso ona;321;75;1003,2;0;960,6;23;1,11
04/07/2017;11:00;8;18;Muy buena / Oso ona;31;;"Sin datos / ";;28;Muy buena / Oso ona;3;Muy buena / Oso ona;308;76;1003,8;0;884,8;22;1,2
04/07/2017;10:00;13;20;Muy buena / Oso ona;40;20;"Muy buena / ";;25;Muy buena / Oso ona;3;Muy buena / Oso ona;317;75;1004,4;0;910,9;21,6;1,14
04/07/2017;09:00;15;21;Muy buena / Oso ona;43;14;"Muy buena / ";9;13;Muy buena / Oso ona;3;Muy buena / Oso ona;113;75;1005;0;877,5;21,5;0,66
04/07/2017;08:00;13;14;Muy buena / Oso ona;34;11;"Muy buena / ";7;14;Muy buena / Oso ona;3;Muy buena / Oso ona;126;84;1005,4;0;751,7;18,9;1,21
04/07/2017;07:00;14;16;Muy buena / Oso ona;37;7;"Muy buena / ";;9;Muy buena / Oso ona;3;Muy buena / Oso ona;125;93;1005,8;0;485,2;16,7;1,48
04/07/2017;06:00;8;13;Muy buena / Oso ona;25;6;"Muy buena / ";;11;Muy buena / Oso ona;3;Muy buena / Oso ona;162;98;1006,2;0;54,9;15,6;1,07
04/07/2017;05:00;3;16;Muy buena / Oso ona;20;5;"Muy buena / ";;4;Muy buena / Oso ona;3;Muy buena / Oso ona;166;97;1006,5;0;4,6;15,5;1,09
04/07/2017;04:00;3;15;Muy buena / Oso ona;19;4;"Muy buena / ";6;7;Muy buena / Oso ona;3;Muy buena / Oso ona;177;96;1006,9;0;0;15,4;0,77
04/07/2017;03:00;3;14;Muy buena / Oso ona;18;5;"Muy buena / ";8;9;Muy buena / Oso ona;3;Muy buena / Oso ona;178;96;1007,4;0;0;15,7;0,95
04/07/2017;02:00;4;16;Muy buena / Oso ona;22;3;"Muy buena / ";10;7;Muy buena / Oso ona;3;Muy buena / Oso ona;184;94;1007,8;0;0;16;0,58
04/07/2017;01:00;8;15;Muy buena / Oso ona;27;3;"Muy buena / ";12;11;Muy buena / Oso ona;3;Muy buena / Oso ona;189;92;1008,3;0;0;16,2;0,47
03/07/2017;24:00;5;15;Muy buena / Oso ona;22;5;"Muy buena / ";15;5;Muy buena / Oso ona;3;Muy buena / Oso ona;197;89;1008,8;0;0;16,8;0,1
03/07/2017;23:00;5;15;Muy buena / Oso ona;22;8;"Muy buena / ";17;6;Muy buena / Oso ona;3;Muy buena / Oso ona;199;87;1009,3;0;0;17,3;0,34
03/07/2017;22:00;3;17;Muy buena / Oso ona;22;7;"Muy buena / ";19;11;Muy buena / Oso ona;3;Muy buena / Oso ona;276;88;1009,6;0;0;17,5;0,88
03/07/2017;21:00;4;14;Muy buena / Oso ona;20;9;"Muy buena / ";21;5;Muy buena / Oso ona;3;Muy buena / Oso ona;286;86;1009,7;0;0,2;18;1,01
03/07/2017;20:00;2;9;Muy buena / Oso ona;12;17;"Muy buena / ";24;4;Muy buena / Oso ona;3;Muy buena / Oso ona;348;80;1009,9;0;31,8;18,7;0,57
03/07/2017;19:00;2;10;Muy buena / Oso ona;13;20;"Muy buena / ";26;6;Muy buena / Oso ona;3;Muy buena / Oso ona;350;78;1010,3;0;161,5;19,7;0,64
03/07/2017;18:00;2;7;Muy buena / Oso ona;10;22;"Muy buena / ";27;7;Muy buena / Oso ona;3;Muy buena / Oso ona;350;80;1010,4;0;220,9;19,9;0,86
03/07/2017;17:00;2;6;Muy buena / Oso ona;9;24;"Muy buena / ";28;7;Muy buena / Oso ona;3;Muy buena / Oso ona;349;79;1010,6;0;834,7;20,7;1,68
03/07/2017;16:00;2;6;Muy buena / Oso ona;9;28;"Muy buena / ";28;5;Muy buena / Oso ona;3;Muy buena / Oso ona;349;78;1011;0;1074,7;20,7;1,64
03/07/2017;15:00;2;7;Muy buena / Oso ona;10;24;"Muy buena / ";25;6;Muy buena / Oso ona;3;Muy buena / Oso ona;351;81;1011,5;0;899,1;20,2;1,22
03/07/2017;14:00;2;6;Muy buena / Oso ona;9;25;"Muy buena / ";22;3;Muy buena / Oso ona;3;Muy buena / Oso ona;354;81;1011,9;0;904,7;20,1;1,42
03/07/2017;13:00;2;7;Muy buena / Oso ona;10;29;"Muy buena / ";19;2;Muy buena / Oso ona;3;Muy buena / Oso ona;3;82;1012,2;0;1052;19,6;1,27
03/07/2017;12:00;2;7;Muy buena / Oso ona;10;36;"Muy buena / ";14;5;Muy buena / Oso ona;3;Muy buena / Oso ona;335;80;1012,8;0;982,4;19,4;1,22
03/07/2017;11:00;3;6;Muy buena / Oso ona;11;;"Sin datos / ";9;13;Muy buena / Oso ona;3;Muy buena / Oso ona;313;80;1013,2;0;872,9;18,9;1,31
03/07/2017;10:00;8;13;Muy buena / Oso ona;25;30;"Muy buena / ";9;15;Muy buena / Oso ona;3;Muy buena / Oso ona;336;77;1013,4;0;514,6;19,3;0,92
03/07/2017;09:00;15;23;Muy buena / Oso ona;46;15;"Muy buena / ";10;17;Muy buena / Oso ona;3;Muy buena / Oso ona;343;75;1013,7;0;445,1;19,6;0,27
03/07/2017;08:00;44;28;Muy buena / Oso ona;95;7;"Muy buena / ";9;15;Muy buena / Oso ona;3;Muy buena / Oso ona;145;83;1013,9;0;472,1;16,8;0,44
03/07/2017;07:00;27;27;Muy buena / Oso ona;68;4;"Muy buena / ";9;12;Muy buena / Oso ona;3;Muy buena / Oso ona;141;89;1014;0;60,5;14,9;0,6
03/07/2017;06:00;24;25;Muy buena / Oso ona;62;3;"Muy buena / ";11;7;Muy buena / Oso ona;3;Muy buena / Oso ona;196;91;1013,8;0;18,8;14,1;0,58
03/07/2017;05:00;6;20;Muy buena / Oso ona;29;4;"Muy buena / ";15;5;Muy buena / Oso ona;3;Muy buena / Oso ona;186;92;1013,9;0;1,1;13,6;0,56
03/07/2017;04:00;6;18;Muy buena / Oso ona;28;5;"Muy buena / ";21;8;Muy buena / Oso ona;3;Muy buena / Oso ona;223;91;1013,9;0;0;13,4;0,51
03/07/2017;03:00;2;11;Muy buena / Oso ona;13;18;"Muy buena / ";28;11;Muy buena / Oso ona;3;Muy buena / Oso ona;184;92;1014;0;0;13,1;0,88
03/07/2017;02:00;1;11;Muy buena / Oso ona;13;17;"Muy buena / ";31;5;Muy buena / Oso ona;3;Muy buena / Oso ona;152;92;1014,3;0;0;13,1;1,13
03/07/2017;01:00;1;12;Muy buena / Oso ona;14;18;"Muy buena / ";36;9;Muy buena / Oso ona;3;Muy buena / Oso ona;153;91;1014,7;0;0;13,6;0,95
02/07/2017;24:00;1;14;Muy buena / Oso ona;16;19;"Muy buena / ";41;13;Muy buena / Oso ona;3;Muy buena / Oso ona;181;91;1015;0;0;14,1;0,76
02/07/2017;23:00;2;21;Muy buena / Oso ona;24;18;"Muy buena / ";43;10;Muy buena / Oso ona;3;Muy buena / Oso ona;214;90;1015,1;0;0;15;0,75
02/07/2017;22:00;1;19;Muy buena / Oso ona;22;24;"Muy buena / ";48;8;Muy buena / Oso ona;3;Muy buena / Oso ona;209;89;1015,4;0;0;15,8;0,52
02/07/2017;21:00;1;9;Muy buena / Oso ona;11;44;"Muy buena / ";53;7;Muy buena / Oso ona;3;Muy buena / Oso ona;318;87;1015,3;0;0,2;16,5;0,55
02/07/2017;20:00;1;8;Muy buena / Oso ona;10;46;"Muy buena / ";55;6;Muy buena / Oso ona;3;Muy buena / Oso ona;289;85;1015,2;0;10,1;16,9;0,45
02/07/2017;19:00;1;6;Muy buena / Oso ona;7;51;"Muy buena / ";56;11;Muy buena / Oso ona;3;Muy buena / Oso ona;326;83;1015,3;0;61,4;17,8;0,86
02/07/2017;18:00;1;5;Muy buena / Oso ona;6;50;"Muy buena / ";57;11;Muy buena / Oso ona;3;Muy buena / Oso ona;346;80;1015,2;0;230,5;18,5;0,76
02/07/2017;17:00;0;4;Muy buena / Oso ona;4;55;"Muy buena / ";58;6;Muy buena / Oso ona;3;Muy buena / Oso ona;322;82;1015,3;0;329,2;18,3;1,14
02/07/2017;16:00;0;4;Muy buena / Oso ona;5;57;"Muy buena / ";59;9;Muy buena / Oso ona;3;Muy buena / Oso ona;324;82;1015,6;0;378;18,6;1,41
02/07/2017;15:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";57;14;Muy buena / Oso ona;3;Muy buena / Oso ona;331;80;1015,8;0;548,1;18,8;1,41
02/07/2017;14:00;0;5;Muy buena / Oso ona;5;62;"Buena / ";53;5;Muy buena / Oso ona;3;Muy buena / Oso ona;323;79;1015,9;0;605,7;18,6;1,75
02/07/2017;13:00;1;4;Muy buena / Oso ona;6;59;"Muy buena / ";44;2;Muy buena / Oso ona;3;Muy buena / Oso ona;325;78;1016,2;0;595,8;18,6;1,68
02/07/2017;12:00;1;4;Muy buena / Oso ona;6;58;"Muy buena / ";36;3;Muy buena / Oso ona;3;Muy buena / Oso ona;327;77;1016,4;0;701,8;18,5;1,69
02/07/2017;11:00;1;4;Muy buena / Oso ona;6;;"Sin datos / ";29;11;Muy buena / Oso ona;3;Muy buena / Oso ona;326;77;1016,3;0;951,4;18,3;1,93
02/07/2017;10:00;1;6;Muy buena / Oso ona;8;57;"Muy buena / ";27;21;Muy buena / Oso ona;3;Muy buena / Oso ona;327;80;1016,2;0;995;17,7;2,19
02/07/2017;09:00;2;7;Muy buena / Oso ona;9;51;"Muy buena / ";26;9;Muy buena / Oso ona;3;Muy buena / Oso ona;323;83;1016,1;0;318,2;16,9;1,52
02/07/2017;08:00;3;9;Muy buena / Oso ona;14;36;"Muy buena / ";23;6;Muy buena / Oso ona;3;Muy buena / Oso ona;271;82;1016,2;0;240,5;16,4;0,42
02/07/2017;07:00;5;16;Muy buena / Oso ona;24;26;"Muy buena / ";20;11;Muy buena / Oso ona;3;Muy buena / Oso ona;228;86;1016;0;178,4;14,7;0,77
02/07/2017;06:00;7;23;Muy buena / Oso ona;33;11;"Muy buena / ";19;14;Muy buena / Oso ona;3;Muy buena / Oso ona;202;88;1015,7;0;28,3;13,9;0,61
02/07/2017;05:00;11;27;Muy buena / Oso ona;44;6;"Muy buena / ";25;13;Muy buena / Oso ona;3;Muy buena / Oso ona;201;88;1015,4;0;2,1;13,6;0,62
02/07/2017;04:00;4;21;Muy buena / Oso ona;27;17;"Muy buena / ";32;10;Muy buena / Oso ona;3;Muy buena / Oso ona;216;89;1015,3;0;0;13,7;0,93
02/07/2017;03:00;3;21;Muy buena / Oso ona;26;16;"Muy buena / ";37;11;Muy buena / Oso ona;3;Muy buena / Oso ona;234;89;1015,2;0;0;13,5;1,06
02/07/2017;02:00;1;17;Muy buena / Oso ona;20;22;"Muy buena / ";40;10;Muy buena / Oso ona;3;Muy buena / Oso ona;235;89;1015,5;0;0;13,7;1,1
02/07/2017;01:00;1;9;Muy buena / Oso ona;11;33;"Muy buena / ";45;9;Muy buena / Oso ona;3;Muy buena / Oso ona;246;89;1015,6;0;0;13,8;1,72
01/07/2017;24:00;1;10;Muy buena / Oso ona;12;32;"Muy buena / ";48;10;Muy buena / Oso ona;2;Muy buena / Oso ona;255;89;1015,9;0;0;13,8;1,4
01/07/2017;23:00;1;9;Muy buena / Oso ona;10;39;"Muy buena / ";49;8;Muy buena / Oso ona;3;Muy buena / Oso ona;260;87;1016;0;0;14,6;1,19
01/07/2017;22:00;0;6;Muy buena / Oso ona;7;52;"Muy buena / ";52;12;Muy buena / Oso ona;3;Muy buena / Oso ona;290;85;1015,8;0;0;15,2;1,3
01/07/2017;21:00;0;6;Muy buena / Oso ona;6;53;"Muy buena / ";53;11;Muy buena / Oso ona;3;Muy buena / Oso ona;300;81;1015,4;0;0,1;15,5;1,29
01/07/2017;20:00;1;7;Muy buena / Oso ona;9;49;"Muy buena / ";53;9;Muy buena / Oso ona;3;Muy buena / Oso ona;288;82;1014,9;0;23,3;15,6;1,55
01/07/2017;19:00;1;10;Muy buena / Oso ona;12;43;"Muy buena / ";55;9;Muy buena / Oso ona;3;Muy buena / Oso ona;239;85;1015;0;33,6;15,4;0,58
01/07/2017;18:00;1;5;Muy buena / Oso ona;6;53;"Muy buena / ";56;11;Muy buena / Oso ona;3;Muy buena / Oso ona;314;87;1015;0,1;45,2;15;1,74
01/07/2017;17:00;0;6;Muy buena / Oso ona;7;54;"Muy buena / ";57;11;Muy buena / Oso ona;3;Muy buena / Oso ona;302;75;1014,8;0;94,7;16,3;1,61
01/07/2017;16:00;0;5;Muy buena / Oso ona;6;57;"Muy buena / ";57;11;Muy buena / Oso ona;3;Muy buena / Oso ona;298;76;1014,8;0;112,9;16;1,64
01/07/2017;15:00;0;5;Muy buena / Oso ona;6;55;"Muy buena / ";57;12;Muy buena / Oso ona;3;Muy buena / Oso ona;296;79;1014,7;0;80;15,6;2,02
01/07/2017;14:00;0;5;Muy buena / Oso ona;5;57;"Muy buena / ";57;13;Muy buena / Oso ona;3;Muy buena / Oso ona;297;81;1014,3;0;83,7;15,4;2,21
01/07/2017;13:00;0;5;Muy buena / Oso ona;5;59;"Muy buena / ";58;6;Muy buena / Oso ona;3;Muy buena / Oso ona;304;86;1014;0;118;14,9;2,06
01/07/2017;12:00;0;6;Muy buena / Oso ona;7;58;"Muy buena / ";58;7;Muy buena / Oso ona;3;Muy buena / Oso ona;290;88;1013,8;0,1;110;14,1;2,6
01/07/2017;11:00;1;5;Muy buena / Oso ona;6;;"Sin datos / ";58;11;Muy buena / Oso ona;3;Muy buena / Oso ona;293;94;1013,1;0,4;74,8;13,7;3,12
01/07/2017;10:00;0;6;Muy buena / Oso ona;7;56;"Muy buena / ";58;12;Muy buena / Oso ona;3;Muy buena / Oso ona;292;89;1012,2;0;67,4;14,6;2,87
01/07/2017;09:00;1;7;Muy buena / Oso ona;8;55;"Muy buena / ";58;6;Muy buena / Oso ona;3;Muy buena / Oso ona;282;94;1011,8;0,1;44,8;13,5;2,76
01/07/2017;08:00;0;6;Muy buena / Oso ona;7;57;"Muy buena / ";58;13;Muy buena / Oso ona;3;Muy buena / Oso ona;288;92;1011,4;0,9;32,7;13,7;2,18
01/07/2017;07:00;0;6;Muy buena / Oso ona;6;56;"Muy buena / ";58;8;Muy buena / Oso ona;3;Muy buena / Oso ona;276;94;1010,7;0,5;24,3;13;2,58
01/07/2017;06:00;0;5;Muy buena / Oso ona;5;58;"Muy buena / ";59;8;Muy buena / Oso ona;3;Muy buena / Oso ona;276;94;1010,3;0,5;7,2;13;2,36
01/07/2017;05:00;0;4;Muy buena / Oso ona;4;60;"Muy buena / ";60;7;Muy buena / Oso ona;3;Muy buena / Oso ona;289;94;1009,8;0,4;0,9;13,3;2,55
01/07/2017;04:00;0;4;Muy buena / Oso ona;4;58;"Muy buena / ";59;10;Muy buena / Oso ona;3;Muy buena / Oso ona;276;93;1009,6;0,2;0;13;2,31
01/07/2017;03:00;0;5;Muy buena / Oso ona;5;58;"Muy buena / ";58;12;Muy buena / Oso ona;3;Muy buena / Oso ona;267;92;1009,5;0;0;13,1;2,26
01/07/2017;02:00;0;4;Muy buena / Oso ona;4;58;"Muy buena / ";58;10;Muy buena / Oso ona;2;Muy buena / Oso ona;269;93;1009,5;0;0;12,9;2,1
01/07/2017;01:00;0;5;Muy buena / Oso ona;5;58;"Muy buena / ";58;8;Muy buena / Oso ona;3;Muy buena / Oso ona;266;93;1009,7;0,5;0;12,6;1,8
30/06/2017;24:00;0;6;Muy buena / Oso ona;6;62;"Buena / ";59;12;Muy buena / Oso ona;3;Muy buena / Oso ona;276;86;1009,7;0,3;0;13,5;2,24
30/06/2017;23:00;0;7;Muy buena / Oso ona;7;63;"Buena / ";59;14;Muy buena / Oso ona;3;Muy buena / Oso ona;271;79;1009,5;0;0;14,4;2,09
30/06/2017;22:00;0;7;Muy buena / Oso ona;8;64;"Buena / ";59;12;Muy buena / Oso ona;3;Muy buena / Oso ona;280;79;1009,5;0;0;14,6;2,2
30/06/2017;21:00;1;15;Muy buena / Oso ona;17;54;"Muy buena / ";58;13;Muy buena / Oso ona;3;Muy buena / Oso ona;272;81;1009;0,1;0,1;14,3;2,1
30/06/2017;20:00;1;14;Muy buena / Oso ona;16;53;"Muy buena / ";58;7;Muy buena / Oso ona;3;Muy buena / Oso ona;276;77;1008,5;0;2,9;15;1,82
30/06/2017;19:00;1;13;Muy buena / Oso ona;15;53;"Muy buena / ";59;8;Muy buena / Oso ona;3;Muy buena / Oso ona;273;81;1008,2;0;34,7;14,7;2,24
30/06/2017;18:00;1;7;Muy buena / Oso ona;8;63;"Buena / ";59;8;Muy buena / Oso ona;3;Muy buena / Oso ona;290;84;1007,6;0,1;132,1;14,7;2,72
30/06/2017;17:00;1;8;Muy buena / Oso ona;9;60;"Muy buena / ";57;11;Muy buena / Oso ona;2;Muy buena / Oso ona;291;81;1006,9;0,1;95,9;15,4;2,21
30/06/2017;16:00;1;7;Muy buena / Oso ona;8;62;"Buena / ";53;11;Muy buena / Oso ona;3;Muy buena / Oso ona;288;73;1006,5;0;228,4;16,9;2,53
30/06/2017;15:00;1;8;Muy buena / Oso ona;10;59;"Muy buena / ";51;7;Muy buena / Oso ona;3;Muy buena / Oso ona;285;79;1006,2;0,1;334,6;16,1;2,45
30/06/2017;14:00;1;9;Muy buena / Oso ona;11;57;"Muy buena / ";44;10;Muy buena / Oso ona;3;Muy buena / Oso ona;284;84;1005,7;0,2;196,5;15,7;2,61
30/06/2017;13:00;1;9;Muy buena / Oso ona;11;56;"Muy buena / ";37;9;Muy buena / Oso ona;3;Muy buena / Oso ona;286;84;1005,1;0,6;153,8;15,8;2,76
30/06/2017;12:00;1;8;Muy buena / Oso ona;10;58;"Muy buena / ";33;9;Muy buena / Oso ona;3;Muy buena / Oso ona;288;71;1004,4;0;408,7;18;2,34
30/06/2017;11:00;3;12;Muy buena / Oso ona;17;;"Sin datos / ";27;7;Muy buena / Oso ona;3;Muy buena / Oso ona;274;79;1003,8;0;389,3;17;2,4
30/06/2017;10:00;4;15;Muy buena / Oso ona;20;44;"Muy buena / ";25;7;Muy buena / Oso ona;3;Muy buena / Oso ona;272;81;1003,4;0,2;139,6;15,8;2,2
30/06/2017;09:00;5;19;Muy buena / Oso ona;27;32;"Muy buena / ";20;10;Muy buena / Oso ona;3;Muy buena / Oso ona;248;81;1003;0;119;15,3;1,89
30/06/2017;08:00;9;26;Muy buena / Oso ona;40;21;"Muy buena / ";17;8;Muy buena / Oso ona;3;Muy buena / Oso ona;243;85;1002,3;0;83,2;14,2;1,37
30/06/2017;07:00;17;33;Muy buena / Oso ona;59;9;"Muy buena / ";19;9;Muy buena / Oso ona;3;Muy buena / Oso ona;235;87;1001,6;0;29;13,3;1,25
30/06/2017;06:00;9;31;Muy buena / Oso ona;44;10;"Muy buena / ";22;9;Muy buena / Oso ona;3;Muy buena / Oso ona;240;87;1001,1;0,1;12,6;13,1;1,14
30/06/2017;05:00;2;18;Muy buena / Oso ona;21;32;"Muy buena / ";28;9;Muy buena / Oso ona;3;Muy buena / Oso ona;258;85;1000,6;0,1;0,8;13,1;1,46
30/06/2017;04:00;3;18;Muy buena / Oso ona;22;26;"Muy buena / ";32;16;Muy buena / Oso ona;4;Muy buena / Oso ona;249;78;1000;0,1;0;14,1;0,99
30/06/2017;03:00;10;33;Muy buena / Oso ona;48;10;"Muy buena / ";37;15;Muy buena / Oso ona;5;Muy buena / Oso ona;234;75;999,8;0;0;14,3;1,21
30/06/2017;02:00;14;35;Muy buena / Oso ona;55;9;"Muy buena / ";44;16;Muy buena / Oso ona;4;Muy buena / Oso ona;238;76;1000,2;0;0;14;1,21
30/06/2017;01:00;6;30;Muy buena / Oso ona;39;15;"Muy buena / ";50;13;Muy buena / Oso ona;3;Muy buena / Oso ona;229;77;1000,6;0;0;13,9;1,16
29/06/2017;24:00;4;24;Muy buena / Oso ona;31;28;"Muy buena / ";55;16;Muy buena / Oso ona;3;Muy buena / Oso ona;237;73;1000,7;0;0;14,4;1,12
29/06/2017;23:00;0;14;Muy buena / Oso ona;15;49;"Muy buena / ";59;17;Muy buena / Oso ona;3;Muy buena / Oso ona;260;69;1000,6;0;0;15,1;1,49
29/06/2017;22:00;1;11;Muy buena / Oso ona;13;56;"Muy buena / ";61;16;Muy buena / Oso ona;3;Muy buena / Oso ona;256;66;1000,4;0;0;15,8;1,75
29/06/2017;21:00;0;8;Muy buena / Oso ona;8;62;"Buena / ";62;12;Muy buena / Oso ona;3;Muy buena / Oso ona;279;66;999,8;0;0,1;16,3;1,8
29/06/2017;20:00;0;5;Muy buena / Oso ona;6;65;"Buena / ";63;12;Muy buena / Oso ona;3;Muy buena / Oso ona;304;66;999,2;0;12,2;16,8;2,39
29/06/2017;19:00;0;6;Muy buena / Oso ona;6;64;"Buena / ";62;17;Muy buena / Oso ona;3;Muy buena / Oso ona;307;70;999;0;83,4;17,1;2,4
29/06/2017;18:00;1;6;Muy buena / Oso ona;7;62;"Buena / ";62;17;Muy buena / Oso ona;3;Muy buena / Oso ona;293;71;998,8;0;419,3;17,3;2,41
29/06/2017;17:00;3;13;Muy buena / Oso ona;18;50;"Muy buena / ";61;11;Muy buena / Oso ona;3;Muy buena / Oso ona;270;82;998,9;0,5;315,9;15,4;1,18
29/06/2017;16:00;1;6;Muy buena / Oso ona;7;62;"Buena / ";61;8;Muy buena / Oso ona;3;Muy buena / Oso ona;302;65;998,7;0,1;251,3;17,8;1,85
29/06/2017;15:00;1;6;Muy buena / Oso ona;8;63;"Buena / ";61;7;Muy buena / Oso ona;3;Muy buena / Oso ona;284;69;998,7;0;624,7;17,5;1,41
29/06/2017;14:00;0;5;Muy buena / Oso ona;5;67;"Buena / ";57;17;Muy buena / Oso ona;3;Muy buena / Oso ona;309;64;998,6;0;513,7;18,3;2,91
29/06/2017;13:00;1;4;Muy buena / Oso ona;6;67;"Buena / ";54;12;Muy buena / Oso ona;3;Muy buena / Oso ona;318;61;998,5;0;614,7;18,5;2,96
29/06/2017;12:00;1;5;Muy buena / Oso ona;7;63;"Buena / ";50;16;Muy buena / Oso ona;3;Muy buena / Oso ona;312;60;998,6;0;650;18,7;2,62
29/06/2017;11:00;1;7;Muy buena / Oso ona;9;;"Sin datos / ";49;9;Muy buena / Oso ona;3;Muy buena / Oso ona;293;57;998,6;0;256;18;2,12
29/06/2017;10:00;1;7;Muy buena / Oso ona;9;56;"Muy buena / ";50;3;Muy buena / Oso ona;3;Muy buena / Oso ona;293;56;998,2;0;220,3;17,6;2,58
29/06/2017;09:00;1;10;Muy buena / Oso ona;12;51;"Muy buena / ";49;5;Muy buena / Oso ona;3;Muy buena / Oso ona;289;57;998;0;264,5;17,2;3,15
29/06/2017;08:00;3;20;Muy buena / Oso ona;24;39;"Muy buena / ";50;4;Muy buena / Oso ona;3;Muy buena / Oso ona;274;58;997,9;0;140,3;16,7;2,16
29/06/2017;07:00;2;20;Muy buena / Oso ona;23;38;"Muy buena / ";52;5;Muy buena / Oso ona;3;Muy buena / Oso ona;266;60;997,7;0;82;16,3;2,04
29/06/2017;06:00;1;12;Muy buena / Oso ona;14;46;"Muy buena / ";54;6;Muy buena / Oso ona;3;Muy buena / Oso ona;278;61;997,6;0;43,5;15,9;2,31
29/06/2017;05:00;1;10;Muy buena / Oso ona;11;48;"Muy buena / ";56;6;Muy buena / Oso ona;3;Muy buena / Oso ona;256;62;997,4;0;3,5;15,8;1,9
29/06/2017;04:00;0;9;Muy buena / Oso ona;9;53;"Muy buena / ";58;8;Muy buena / Oso ona;3;Muy buena / Oso ona;279;63;997,3;0;0;16,1;2,43
29/06/2017;03:00;0;7;Muy buena / Oso ona;7;56;"Muy buena / ";59;8;Muy buena / Oso ona;3;Muy buena / Oso ona;278;64;997,4;0;0;16,1;2,47
29/06/2017;02:00;0;9;Muy buena / Oso ona;10;53;"Muy buena / ";59;8;Muy buena / Oso ona;3;Muy buena / Oso ona;276;64;997,6;0;0;16;2,37
29/06/2017;01:00;0;7;Muy buena / Oso ona;7;56;"Muy buena / ";60;13;Muy buena / Oso ona;2;Muy buena / Oso ona;278;67;997,7;0;0;16,3;2,76
28/06/2017;24:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";61;12;Muy buena / Oso ona;3;Muy buena / Oso ona;291;68;997,7;0;0;16,7;2,73
28/06/2017;23:00;0;3;Muy buena / Oso ona;3;61;"Buena / ";61;9;Muy buena / Oso ona;3;Muy buena / Oso ona;294;74;997,7;0;0;16,4;2,87
28/06/2017;22:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";62;13;Muy buena / Oso ona;3;Muy buena / Oso ona;286;75;997,5;0;0;16,4;3,32
28/06/2017;21:00;0;2;Muy buena / Oso ona;2;60;"Muy buena / ";62;21;Muy buena / Oso ona;3;Muy buena / Oso ona;295;70;996,4;0;0;17,1;4,81
