Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);V.vien (m/s);Tº (ºC)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;2;13;Muy buena / Oso ona;16;11;Muy buena / Oso ona;;;;;;240;93;1024,3;0,94;
29/10/2017;06:00;1;11;Muy buena / Oso ona;13;12;Muy buena / Oso ona;;;;;;228;93;1024,4;1,63;
29/10/2017;05:00;1;12;Muy buena / Oso ona;13;12;Muy buena / Oso ona;;;;;;232;94;1024,4;0,93;
29/10/2017;04:00;1;9;Muy buena / Oso ona;11;14;Muy buena / Oso ona;;;;;;263;95;1024,4;0,49;
29/10/2017;03:00;1;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona;;;;;;259;94;1024,6;0,77;
29/10/2017;02:00;1;11;Muy buena / Oso ona;13;12;Muy buena / Oso ona;;;;;;244;94;1024,9;0,42;
29/10/2017;01:00;2;14;Muy buena / Oso ona;16;11;Muy buena / Oso ona;;;;;;333;94;1025,2;0,11;
28/10/2017;24:00;2;15;Muy buena / Oso ona;18;13;Muy buena / Oso ona;;;;;;335;93;1025,6;0,08;
28/10/2017;23:00;3;21;Muy buena / Oso ona;25;10;Muy buena / Oso ona;;;;;;286;93;1025,9;0,35;
28/10/2017;22:00;3;21;Muy buena / Oso ona;24;15;Muy buena / Oso ona;;;;;;253;92;1025,9;0,53;
28/10/2017;21:00;2;21;Muy buena / Oso ona;24;18;Muy buena / Oso ona;;;;;;259;90;1025,9;0,57;
28/10/2017;20:00;2;20;Muy buena / Oso ona;24;14;Muy buena / Oso ona;;;;;;254;87;1025,8;0,46;
28/10/2017;19:00;1;15;Muy buena / Oso ona;17;14;Muy buena / Oso ona;;;;;;307;82;1025,8;0,2;
28/10/2017;18:00;2;15;Muy buena / Oso ona;18;21;Muy buena / Oso ona;;;;;;13;76;1025,5;0,41;
28/10/2017;17:00;1;10;Muy buena / Oso ona;11;16;Muy buena / Oso ona;;;;;;19;75;1025,1;0,46;
28/10/2017;16:00;1;8;Muy buena / Oso ona;10;17;Muy buena / Oso ona;;;;;;51;74;1025;0,65;
28/10/2017;15:00;1;8;Muy buena / Oso ona;10;16;Muy buena / Oso ona;;;;;;68;74;1024,9;0,95;
28/10/2017;14:00;1;8;Muy buena / Oso ona;10;11;Muy buena / Oso ona;;;;;;82;73;1025,1;0,98;
28/10/2017;13:00;2;13;Muy buena / Oso ona;16;11;Muy buena / Oso ona;;;;;;111;82;1025,8;0,69;
28/10/2017;12:00;2;17;Muy buena / Oso ona;20;13;Muy buena / Oso ona;;;;;;196;92;1026,6;0,49;
28/10/2017;11:00;5;26;Muy buena / Oso ona;33;13;Muy buena / Oso ona;;;;;;273;95;1027,1;0,26;
28/10/2017;10:00;4;27;Muy buena / Oso ona;34;11;Muy buena / Oso ona;;;;;;181;96;1027,1;0,13;
28/10/2017;09:00;5;23;Muy buena / Oso ona;31;10;Muy buena / Oso ona;;;;;;184;96;1027,1;0,02;
28/10/2017;08:00;4;21;Muy buena / Oso ona;26;10;Muy buena / Oso ona;;;;;;226;96;1027;0,29;
28/10/2017;07:00;2;13;Muy buena / Oso ona;17;12;Muy buena / Oso ona;;;;;;254;96;1027;0,35;
28/10/2017;06:00;1;9;Muy buena / Oso ona;10;13;Muy buena / Oso ona;;;;;;235;96;1027;0,22;
28/10/2017;05:00;1;7;Muy buena / Oso ona;9;13;Muy buena / Oso ona;;;;;;26;96;1027,2;0,15;
28/10/2017;04:00;1;7;Muy buena / Oso ona;8;16;Muy buena / Oso ona;;;;;;359;96;1027,3;0,19;
28/10/2017;03:00;1;7;Muy buena / Oso ona;9;17;Muy buena / Oso ona;;;;;;350;95;1027,5;0,13;
28/10/2017;02:00;1;7;Muy buena / Oso ona;8;15;Muy buena / Oso ona;;;;;;357;95;1027,9;0,07;
28/10/2017;01:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;;;;;;340;95;1028,3;0,11;
27/10/2017;24:00;1;9;Muy buena / Oso ona;10;9;Muy buena / Oso ona;;;;;;291;94;1028,6;0,07;
27/10/2017;23:00;1;13;Muy buena / Oso ona;15;14;Muy buena / Oso ona;;;;;;289;94;1028,8;0,17;
27/10/2017;22:00;1;15;Muy buena / Oso ona;17;17;Muy buena / Oso ona;;;;;;355;92;1028,8;0,14;
27/10/2017;21:00;2;20;Muy buena / Oso ona;21;19;Muy buena / Oso ona;;;;;;110;91;1028,6;0,61;
27/10/2017;20:00;1;18;Muy buena / Oso ona;20;25;Muy buena / Oso ona;;;;;;90;90;1028,5;0,61;
27/10/2017;19:00;1;18;Muy buena / Oso ona;19;17;Muy buena / Oso ona;;;;;;120;86;1028,4;0,85;
27/10/2017;18:00;1;26;Muy buena / Oso ona;28;23;Muy buena / Oso ona;;;;;;109;86;1028,3;0,78;
27/10/2017;17:00;1;23;Muy buena / Oso ona;24;30;Muy buena / Oso ona;;;;;;84;85;1028,1;0,54;
27/10/2017;16:00;2;28;Muy buena / Oso ona;30;29;Muy buena / Oso ona;;;;;;106;82;1028,2;0,56;
27/10/2017;15:00;2;25;Muy buena / Oso ona;28;31;Muy buena / Oso ona;;;;;;75;82;1028,1;1,06;
27/10/2017;14:00;5;31;Muy buena / Oso ona;38;25;Muy buena / Oso ona;;;;;;89;76;1028,1;1,39;
27/10/2017;13:00;8;35;Muy buena / Oso ona;48;18;Muy buena / Oso ona;;;;;;92;70;1028,2;0,56;
27/10/2017;12:00;9;26;Muy buena / Oso ona;40;15;Muy buena / Oso ona;;;;;;231;74;1028,6;0,73;
27/10/2017;11:00;7;21;Muy buena / Oso ona;32;13;Muy buena / Oso ona;;;;;;211;80;1029;0,89;
27/10/2017;10:00;7;21;Muy buena / Oso ona;31;14;Muy buena / Oso ona;;;;;;217;87;1029;1,37;
27/10/2017;09:00;7;21;Muy buena / Oso ona;32;17;Muy buena / Oso ona;;;;;;218;91;1028,9;1,87;
27/10/2017;08:00;9;24;Muy buena / Oso ona;37;17;Muy buena / Oso ona;;;;;;207;93;1028,5;1,39;
27/10/2017;07:00;13;27;Muy buena / Oso ona;46;15;Muy buena / Oso ona;;;;;;206;93;1028,1;0,75;
27/10/2017;06:00;7;24;Muy buena / Oso ona;36;19;Muy buena / Oso ona;;;;;;209;93;1027,7;0,57;
27/10/2017;05:00;3;19;Muy buena / Oso ona;24;17;Muy buena / Oso ona;;;;;;169;93;1027,2;0,27;
27/10/2017;04:00;1;13;Muy buena / Oso ona;15;16;Muy buena / Oso ona;;;;;;220;93;1026,7;0,96;
27/10/2017;03:00;1;12;Muy buena / Oso ona;13;18;Muy buena / Oso ona;;;;;;218;93;1026,7;0,64;
27/10/2017;02:00;1;12;Muy buena / Oso ona;14;13;Muy buena / Oso ona;;;;;;168;94;1026,8;0,45;
27/10/2017;01:00;1;15;Muy buena / Oso ona;16;15;Muy buena / Oso ona;;;;;;86;93;1027;0,14;
26/10/2017;24:00;1;19;Muy buena / Oso ona;21;18;Muy buena / Oso ona;;;;;;298;93;1027;0,18;
26/10/2017;23:00;2;23;Muy buena / Oso ona;25;18;Muy buena / Oso ona;;;;;;32;92;1026,7;0,09;
26/10/2017;22:00;2;28;Muy buena / Oso ona;31;20;Muy buena / Oso ona;;;;;;41;91;1026,1;0,1;
26/10/2017;21:00;5;37;Muy buena / Oso ona;44;24;Muy buena / Oso ona;;;;;;259;90;1025,6;0,32;
26/10/2017;20:00;7;39;Muy buena / Oso ona;49;25;Muy buena / Oso ona;;;;;;258;89;1025,1;0,35;
26/10/2017;19:00;7;41;Muy buena / Oso ona;52;28;Muy buena / Oso ona;;;;;;248;85;1024,9;0,42;
26/10/2017;18:00;3;37;Muy buena / Oso ona;41;36;Muy buena / Oso ona;;;;;;248;79;1024,3;0,59;
26/10/2017;17:00;4;41;Muy buena / Oso ona;47;33;Muy buena / Oso ona;;;;;;233;67;1023,6;0,58;
26/10/2017;16:00;3;35;Muy buena / Oso ona;40;29;Muy buena / Oso ona;;;;;;65;57;1023;0,77;
26/10/2017;15:00;3;28;Muy buena / Oso ona;34;31;Muy buena / Oso ona;;;;;;62;56;1022,5;1,4;
26/10/2017;14:00;4;31;Muy buena / Oso ona;37;34;Muy buena / Oso ona;;;;;;77;55;1022,3;1,62;
26/10/2017;13:00;9;55;Muy buena / Oso ona;69;37;Muy buena / Oso ona;;;;;;81;57;1022,3;1,34;
26/10/2017;12:00;11;50;Muy buena / Oso ona;66;46;Buena / Ona;;;;;;82;57;1022,2;1,69;
26/10/2017;11:00;22;51;Muy buena / Oso ona;84;41;Buena / Ona;;;;;;97;65;1021,9;1,3;
26/10/2017;10:00;40;52;Muy buena / Oso ona;113;14;Muy buena / Oso ona;;;;;;140;70;1021,6;0,51;
26/10/2017;09:00;30;44;Muy buena / Oso ona;90;10;Muy buena / Oso ona;;;;;;149;66;1021,1;0,18;
26/10/2017;08:00;9;41;Muy buena / Oso ona;55;18;Muy buena / Oso ona;;;;;;258;74;1020,1;0,27;
26/10/2017;07:00;26;48;Muy buena / Oso ona;88;16;Muy buena / Oso ona;;;;;;58;84;1019,3;0,03;
26/10/2017;06:00;4;34;Muy buena / Oso ona;39;13;Muy buena / Oso ona;;;;;;134;86;1018,6;0,21;
26/10/2017;05:00;2;23;Muy buena / Oso ona;26;14;Muy buena / Oso ona;;;;;;166;93;1018,3;0,03;
26/10/2017;04:00;2;15;Muy buena / Oso ona;19;14;Muy buena / Oso ona;;;;;;33;93;1017,8;0,11;
26/10/2017;03:00;1;16;Muy buena / Oso ona;17;18;Muy buena / Oso ona;;;;;;293;92;1017,9;0,1;
26/10/2017;02:00;1;19;Muy buena / Oso ona;21;19;Muy buena / Oso ona;;;;;;358;92;1017,9;0,09;
26/10/2017;01:00;1;22;Muy buena / Oso ona;24;18;Muy buena / Oso ona;;;;;;294;92;1017,9;0,16;
25/10/2017;24:00;3;32;Muy buena / Oso ona;36;16;Muy buena / Oso ona;;;;;;350;92;1017,9;0,07;
25/10/2017;23:00;4;40;Muy buena / Oso ona;45;19;Muy buena / Oso ona;;;;;;70;92;1017,7;0,14;
25/10/2017;22:00;12;42;Muy buena / Oso ona;60;27;Muy buena / Oso ona;;;;;;20;92;1017,9;0,07;
25/10/2017;21:00;30;51;Muy buena / Oso ona;97;29;Muy buena / Oso ona;;;;;;18;91;1017,6;0,04;
25/10/2017;20:00;29;57;Muy buena / Oso ona;100;33;Muy buena / Oso ona;;;;;;249;90;1017,5;0,36;
25/10/2017;19:00;25;56;Muy buena / Oso ona;94;43;Buena / Ona;;;;;;253;87;1017,4;0,14;
25/10/2017;18:00;19;61;Muy buena / Oso ona;90;51;Buena / Ona;;;;;;238;80;1017,3;0,22;
25/10/2017;17:00;15;70;Muy buena / Oso ona;93;46;Buena / Ona;;;;;;37;66;1017;0,15;
25/10/2017;16:00;14;64;Muy buena / Oso ona;85;51;Buena / Ona;;;;;;91;56;1016,6;1,15;
25/10/2017;15:00;20;62;Muy buena / Oso ona;91;47;Buena / Ona;;;;;;87;52;1016,3;1,61;
25/10/2017;14:00;38;75;Muy buena / Oso ona;133;29;Muy buena / Oso ona;;;;;;84;43;1016,3;1,55;
25/10/2017;13:00;26;59;Muy buena / Oso ona;98;19;Muy buena / Oso ona;;;;;;63;40;1017;1,36;
25/10/2017;12:00;16;38;Muy buena / Oso ona;62;9;Muy buena / Oso ona;;;;;;171;44;1017,8;0,63;
25/10/2017;11:00;11;24;Muy buena / Oso ona;41;9;Muy buena / Oso ona;;;;;;190;57;1018,5;0,41;
25/10/2017;10:00;12;21;Muy buena / Oso ona;39;6;Muy buena / Oso ona;;;;;;205;69;1019,1;0,7;
25/10/2017;09:00;15;22;Muy buena / Oso ona;46;9;Muy buena / Oso ona;;;;;;208;82;1019,4;0,88;
25/10/2017;08:00;18;26;Muy buena / Oso ona;54;16;Muy buena / Oso ona;;;;;;213;90;1019,3;0,55;
25/10/2017;07:00;13;29;Muy buena / Oso ona;49;16;Muy buena / Oso ona;;;;;;240;91;1018,7;0,67;
25/10/2017;06:00;6;27;Muy buena / Oso ona;36;15;Muy buena / Oso ona;;;;;;233;91;1018,4;0,2;
25/10/2017;05:00;4;26;Muy buena / Oso ona;32;14;Muy buena / Oso ona;;;;;;174;90;1018,3;0,3;
25/10/2017;04:00;1;25;Muy buena / Oso ona;27;16;Muy buena / Oso ona;;;;;;219;89;1018,1;0,33;
25/10/2017;03:00;1;23;Muy buena / Oso ona;25;16;Muy buena / Oso ona;;;;;;136;89;1018,1;0,29;
25/10/2017;02:00;1;27;Muy buena / Oso ona;29;17;Muy buena / Oso ona;;;;;;172;91;1018;0,33;
25/10/2017;01:00;1;27;Muy buena / Oso ona;29;15;Muy buena / Oso ona;;;;;;186;92;1018;0,14;
24/10/2017;24:00;2;30;Muy buena / Oso ona;34;17;Muy buena / Oso ona;;;;;;110;92;1018,2;0,13;
24/10/2017;23:00;5;40;Muy buena / Oso ona;48;20;Muy buena / Oso ona;;;;;;251;92;1018,4;0,14;
24/10/2017;22:00;10;42;Muy buena / Oso ona;57;24;Muy buena / Oso ona;;;;;;283;91;1018,5;0,22;
24/10/2017;21:00;18;44;Muy buena / Oso ona;71;24;Muy buena / Oso ona;;;;;;252;90;1018,4;0,22;
24/10/2017;20:00;16;47;Muy buena / Oso ona;72;29;Muy buena / Oso ona;;;;;;256;87;1018,1;0,09;
