Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
19/10/2017;17:00;;;Sin datos / Daturik gabe;9;63;"Buena / ";54;231;56;960,7;64,8;17,3;5,65
19/10/2017;16:00;;;Sin datos / Daturik gabe;9;61;"Buena / ";54;230;56;960,5;168,6;17,4;4,33
19/10/2017;15:00;1;7;Muy buena / Oso ona;8;56;"Muy buena / ";52;202;59;960,2;450,8;17,4;5,71
19/10/2017;14:00;;;Sin datos / Daturik gabe;4;57;"Muy buena / ";54;208;61;960,4;539;16,8;6,32
19/10/2017;13:00;1;3;Muy buena / Oso ona;5;48;"Muy buena / ";56;231;68;960,9;932,5;16;3,9
19/10/2017;12:00;2;7;Muy buena / Oso ona;10;51;"Muy buena / ";58;187;69;961,4;1101;15,2;5,49
19/10/2017;11:00;2;6;Muy buena / Oso ona;9;55;"Muy buena / ";59;213;69;962;1068,5;14,4;3,58
19/10/2017;10:00;7;19;Muy buena / Oso ona;30;42;"Muy buena / ";60;236;76;961,9;894,2;13,5;3,61
19/10/2017;09:00;;;Sin datos / Daturik gabe;5;;"Sin datos / ";64;254;74;961,6;609,5;13;4,29
19/10/2017;08:00;;;Sin datos / Daturik gabe;7;71;"Buena / ";65;259;73;961,3;260,7;12,8;5,59
19/10/2017;07:00;;;Sin datos / Daturik gabe;7;68;"Buena / ";65;261;78;961,1;5;12,1;5,17
19/10/2017;06:00;;;Sin datos / Daturik gabe;5;67;"Buena / ";64;268;81;960,8;0;12,1;5,8
19/10/2017;05:00;;;Sin datos / Daturik gabe;6;63;"Buena / ";62;267;83;960,7;0;11,9;6,01
19/10/2017;04:00;;;Sin datos / Daturik gabe;8;59;"Muy buena / ";60;274;83;960,8;0;11,7;4,75
19/10/2017;03:00;;;Sin datos / Daturik gabe;6;64;"Buena / ";61;277;81;960,9;0;12,1;4,99
19/10/2017;02:00;;;Sin datos / Daturik gabe;4;67;"Buena / ";60;268;81;960,7;0;12,1;6,08
19/10/2017;01:00;;;Sin datos / Daturik gabe;4;65;"Buena / ";60;268;83;960,6;0;11,9;6,68
18/10/2017;24:00;;;Sin datos / Daturik gabe;6;63;"Buena / ";60;271;83;960,7;0;11,8;6,23
18/10/2017;23:00;;;Sin datos / Daturik gabe;6;63;"Buena / ";59;269;85;960,7;0;11,7;6,08
18/10/2017;22:00;;;Sin datos / Daturik gabe;16;51;"Muy buena / ";58;276;87;960,9;0;11,7;6,16
18/10/2017;21:00;;;Sin datos / Daturik gabe;15;53;"Muy buena / ";59;289;89;960,7;0;11,7;7,02
18/10/2017;20:00;;;Sin datos / Daturik gabe;7;61;"Buena / ";59;293;94;960,4;0;11,2;8,27
18/10/2017;19:00;;;Sin datos / Daturik gabe;7;61;"Buena / ";59;300;97;960,2;0;11,2;9,01
18/10/2017;18:00;;;Sin datos / Daturik gabe;5;66;"Buena / ";61;304;96;959,8;0,6;11,3;9
18/10/2017;17:00;;;Sin datos / Daturik gabe;7;62;"Buena / ";;307;90;959,6;13,8;12,3;8,42
18/10/2017;16:00;;;Sin datos / Daturik gabe;9;57;"Muy buena / ";;307;87;959,5;51,3;12,8;7,46
18/10/2017;15:00;1;13;Muy buena / Oso ona;14;54;"Muy buena / ";;289;85;959,5;57,7;12,7;5,5
18/10/2017;14:00;;;Sin datos / Daturik gabe;10;;"Sin datos / ";;275;80;959,4;73,4;12,9;4,05
18/10/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";;266;83;;94,3;12,5;3,75
18/10/2017;12:00;;;Sin datos / Daturik gabe;5;70;"Buena / ";;262;78;960;54,9;13;5,87
18/10/2017;11:00;;;Sin datos / Daturik gabe;8;71;"Buena / ";77;260;69;960,2;45,8;14,1;5,13
18/10/2017;10:00;;;Sin datos / Daturik gabe;11;;"Sin datos / ";76;223;63;960,2;31,9;15,4;6,35
18/10/2017;09:00;1;16;Muy buena / Oso ona;17;65;"Buena / ";74;207;62;960,7;59,3;15,6;5,9
18/10/2017;08:00;;;Sin datos / Daturik gabe;8;79;"Buena / ";72;219;59;960,6;25,1;16,1;9,4
18/10/2017;07:00;;;Sin datos / Daturik gabe;9;78;"Buena / ";71;231;59;960,5;3,9;16,1;10,89
18/10/2017;06:00;;;Sin datos / Daturik gabe;7;81;"Buena / ";67;220;58;960,8;0;16,2;8,69
18/10/2017;05:00;;;Sin datos / Daturik gabe;7;77;"Buena / ";61;204;61;961,4;0;16,3;7,22
18/10/2017;04:00;;;Sin datos / Daturik gabe;5;75;"Buena / ";56;220;63;961,9;0;16,5;6,2
18/10/2017;03:00;;;Sin datos / Daturik gabe;7;65;"Buena / ";53;225;68;962,3;0;16,8;6,16
18/10/2017;02:00;;;Sin datos / Daturik gabe;8;62;"Buena / ";50;217;71;962,8;0;17;5,22
18/10/2017;01:00;;;Sin datos / Daturik gabe;6;61;"Buena / ";48;209;71;963,2;0;17,5;6,19
17/10/2017;24:00;;;Sin datos / Daturik gabe;8;58;"Muy buena / ";47;225;74;963,6;0;17,3;7,05
17/10/2017;23:00;;;Sin datos / Daturik gabe;13;47;"Muy buena / ";49;208;82;964,2;0;16,4;7,84
17/10/2017;22:00;1;19;Muy buena / Oso ona;19;39;"Muy buena / ";51;196;95;964,6;0;14,6;1,52
17/10/2017;21:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";57;;;;;;
17/10/2017;20:00;;;Sin datos / Daturik gabe;7;54;"Muy buena / ";59;239;95;964,8;0;14,7;0,39
17/10/2017;19:00;;;Sin datos / Daturik gabe;11;48;"Muy buena / ";61;324;92;965;0;15,1;0,26
17/10/2017;18:00;;;Sin datos / Daturik gabe;11;48;"Muy buena / ";63;292;89;964,9;1,3;15,7;0,91
17/10/2017;17:00;;;Sin datos / Daturik gabe;9;52;"Muy buena / ";66;353;86;964,7;20,6;16;4,88
17/10/2017;16:00;1;7;Muy buena / Oso ona;9;62;"Buena / ";67;346;68;964,5;48,5;19;2,29
17/10/2017;15:00;;;Sin datos / Daturik gabe;10;67;"Buena / ";67;248;56;964,7;49,7;21;3,65
17/10/2017;14:00;1;11;Muy buena / Oso ona;12;70;"Buena / ";68;182;53;964,4;98;21,5;10,45
17/10/2017;13:00;;;Sin datos / Daturik gabe;8;73;"Buena / ";67;185;53;965,1;144,1;21,3;11,78
17/10/2017;12:00;;;Sin datos / Daturik gabe;7;71;"Buena / ";69;186;54;966;322,2;21,1;10,82
17/10/2017;11:00;1;5;Muy buena / Oso ona;7;;"Sin datos / ";70;198;59;966,5;733,7;20;10,75
17/10/2017;10:00;1;5;Muy buena / Oso ona;7;69;"Buena / ";70;197;61;967,2;601,6;19,2;10,59
17/10/2017;09:00;1;13;Muy buena / Oso ona;14;61;"Buena / ";70;185;65;967,4;450,2;18,5;7,42
17/10/2017;08:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";71;;;;;;
17/10/2017;07:00;;;Sin datos / Daturik gabe;13;69;"Buena / ";71;185;66;967,2;11,7;18,2;10,54
17/10/2017;06:00;;;Sin datos / Daturik gabe;17;68;"Buena / ";71;191;64;967,3;0;18,8;10,42
17/10/2017;05:00;;;Sin datos / Daturik gabe;6;81;"Buena / ";70;189;61;967,3;0;19,6;13,97
17/10/2017;04:00;;;Sin datos / Daturik gabe;7;78;"Buena / ";65;198;60;967,6;0;19,6;12,68
17/10/2017;03:00;;;Sin datos / Daturik gabe;8;72;"Buena / ";62;195;59;967,9;0;20,1;15,62
17/10/2017;02:00;;;Sin datos / Daturik gabe;8;68;"Buena / ";59;194;61;968,9;0;20;12,59
17/10/2017;01:00;;;Sin datos / Daturik gabe;8;62;"Buena / ";58;184;68;969,7;0;19,2;8,79
16/10/2017;24:00;;;Sin datos / Daturik gabe;10;58;"Muy buena / ";57;154;85;970,5;0;16,1;7,04
16/10/2017;23:00;;;Sin datos / Daturik gabe;8;65;"Buena / ";56;138;96;971,5;0;14,7;6,13
16/10/2017;22:00;;;Sin datos / Daturik gabe;6;61;"Buena / ";54;125;94;972,4;0;14,5;4,71
16/10/2017;21:00;;;Sin datos / Daturik gabe;10;51;"Muy buena / ";51;86;97;972,8;0;14,4;4,01
16/10/2017;20:00;;;Sin datos / Daturik gabe;7;54;"Muy buena / ";51;60;96;973,2;0;14,7;3,3
16/10/2017;19:00;;;Sin datos / Daturik gabe;9;55;"Muy buena / ";52;35;97;973,4;0;14,9;2,79
16/10/2017;18:00;;;Sin datos / Daturik gabe;8;58;"Muy buena / ";53;27;96;973,3;2,8;15;3,02
16/10/2017;17:00;1;9;Muy buena / Oso ona;10;55;"Muy buena / ";53;17;93;973,1;77,7;15,3;4,46
16/10/2017;16:00;2;14;Muy buena / Oso ona;16;51;"Muy buena / ";54;15;90;973;257,7;15,7;4,37
16/10/2017;15:00;3;14;Muy buena / Oso ona;18;43;"Muy buena / ";56;12;89;973;553,5;16,1;4,5
16/10/2017;14:00;2;8;Muy buena / Oso ona;11;42;"Muy buena / ";59;3;83;972,9;787;16,9;6,07
16/10/2017;13:00;1;2;Muy buena / Oso ona;4;52;"Muy buena / ";63;338;80;972,9;873,6;17,8;6,28
16/10/2017;12:00;2;5;Muy buena / Oso ona;8;61;"Buena / ";65;321;79;973,1;912,9;18,5;7,73
16/10/2017;11:00;1;6;Muy buena / Oso ona;8;60;"Muy buena / ";66;247;56;972,7;912,9;22;4,62
16/10/2017;10:00;1;5;Muy buena / Oso ona;7;62;"Buena / ";68;241;57;971,1;807,5;21,2;13,2
16/10/2017;09:00;1;6;Muy buena / Oso ona;8;63;"Buena / ";70;239;59;970,3;519,5;20,6;15,78
16/10/2017;08:00;1;5;Muy buena / Oso ona;7;66;"Buena / ";71;242;62;969,4;208,4;19,9;17,1
16/10/2017;07:00;;;Sin datos / Daturik gabe;6;69;"Buena / ";72;246;62;969;16;20,1;14,06
16/10/2017;06:00;;;Sin datos / Daturik gabe;7;70;"Buena / ";73;236;57;968,8;0;21;11,28
16/10/2017;05:00;1;8;Muy buena / Oso ona;9;67;"Buena / ";74;140;61;969;0;20,5;3,37
16/10/2017;04:00;;;Sin datos / Daturik gabe;5;73;"Buena / ";74;208;60;968,7;0;21,1;7,31
16/10/2017;03:00;;;Sin datos / Daturik gabe;5;75;"Buena / ";73;184;60;968,9;0;21,4;5,02
16/10/2017;02:00;;;Sin datos / Daturik gabe;5;76;"Buena / ";72;182;60;969,2;0;21,8;6,94
16/10/2017;01:00;;;Sin datos / Daturik gabe;4;75;"Buena / ";70;190;61;969,4;0;21,8;12,6
15/10/2017;24:00;;;Sin datos / Daturik gabe;5;76;"Buena / ";68;182;60;969,6;0;21,9;14,49
15/10/2017;23:00;;;Sin datos / Daturik gabe;6;76;"Buena / ";66;193;58;969,7;0;22,1;13,89
15/10/2017;22:00;;;Sin datos / Daturik gabe;5;75;"Buena / ";63;188;57;969,8;0;22,4;16,18
15/10/2017;21:00;;;Sin datos / Daturik gabe;7;70;"Buena / ";59;183;54;970,2;0;23;7,77
15/10/2017;20:00;;;Sin datos / Daturik gabe;8;66;"Buena / ";57;190;46;970,2;0;24,8;7,07
15/10/2017;19:00;;;Sin datos / Daturik gabe;9;63;"Buena / ";56;185;45;969,9;0;25,2;8,92
15/10/2017;18:00;;;Sin datos / Daturik gabe;10;64;"Buena / ";55;189;45;969,7;5,1;25,6;8,89
15/10/2017;17:00;;;Sin datos / Daturik gabe;10;61;"Buena / ";54;169;43;970;76,9;26;5,31
15/10/2017;16:00;;;Sin datos / Daturik gabe;7;52;"Muy buena / ";55;168;43;970,2;433,2;26,3;4,76
15/10/2017;15:00;1;5;Muy buena / Oso ona;7;49;"Muy buena / ";57;162;47;970,5;449,1;26,2;5,84
15/10/2017;14:00;;;Sin datos / Daturik gabe;6;47;"Muy buena / ";61;186;47;970,8;619,5;25,5;6,04
15/10/2017;13:00;;;Sin datos / Daturik gabe;5;;"Sin datos / ";65;225;43;971;169;24,9;10,02
15/10/2017;12:00;;;Sin datos / Daturik gabe;5;55;"Muy buena / ";68;228;46;971,6;564,6;24,2;8,31
15/10/2017;11:00;;;Sin datos / Daturik gabe;4;59;"Muy buena / ";69;237;42;971,6;566,2;24,4;13,37
15/10/2017;10:00;;;Sin datos / Daturik gabe;6;60;"Muy buena / ";72;227;46;971,8;580;23,2;10,2
15/10/2017;09:00;;;Sin datos / Daturik gabe;4;67;"Buena / ";74;238;45;971,4;258,8;23,2;13,87
15/10/2017;08:00;;;Sin datos / Daturik gabe;4;67;"Buena / ";77;241;45;971,2;96,6;23,2;11,13
15/10/2017;07:00;;;Sin datos / Daturik gabe;4;73;"Buena / ";78;235;46;970,8;11,2;23;13,02
15/10/2017;06:00;;;Sin datos / Daturik gabe;4;74;"Buena / ";79;234;49;970,7;0;22,6;12,93
15/10/2017;05:00;;;Sin datos / Daturik gabe;4;76;"Buena / ";81;231;50;970,6;0;22,5;14,07
15/10/2017;04:00;;;Sin datos / Daturik gabe;4;78;"Buena / ";82;231;52;970,6;0;22,5;13,04
15/10/2017;03:00;;;Sin datos / Daturik gabe;5;79;"Buena / ";82;227;53;970,9;0;22,6;11,9
15/10/2017;02:00;;;Sin datos / Daturik gabe;5;81;"Buena / ";82;231;50;971,3;0;23,1;11,61
15/10/2017;01:00;;;Sin datos / Daturik gabe;5;84;"Buena / ";83;230;48;971,4;0;23,6;11,75
14/10/2017;24:00;;;Sin datos / Daturik gabe;6;84;"Buena / ";83;223;51;971,8;0;23,2;9,31
14/10/2017;23:00;;;Sin datos / Daturik gabe;6;84;"Buena / ";82;222;52;971,8;0;23,3;9,49
14/10/2017;22:00;;;Sin datos / Daturik gabe;6;84;"Buena / ";79;221;51;971,8;0;23,7;10,51
14/10/2017;21:00;;;Sin datos / Daturik gabe;8;83;"Buena / ";78;219;49;971,7;0;24,2;10,23
14/10/2017;20:00;;;Sin datos / Daturik gabe;12;77;"Buena / ";78;198;52;971,8;0;23,9;7,86
14/10/2017;19:00;;;Sin datos / Daturik gabe;11;84;"Buena / ";76;174;52;971,7;0;24,3;6,83
14/10/2017;18:00;;;Sin datos / Daturik gabe;12;86;"Buena / ";71;176;50;971,4;20,5;24,9;6,59
14/10/2017;17:00;;;Sin datos / Daturik gabe;12;82;"Buena / ";66;181;47;971,2;345,1;25,7;7,5
14/10/2017;16:00;;;Sin datos / Daturik gabe;8;72;"Buena / ";64;178;48;971,3;689,4;25,8;6,12
14/10/2017;15:00;;;Sin datos / Daturik gabe;7;64;"Buena / ";60;181;50;971,5;842,6;25,4;4,92
14/10/2017;14:00;;;Sin datos / Daturik gabe;6;;"Sin datos / ";54;170;53;971,8;864,3;25;3,56
14/10/2017;13:00;;;Sin datos / Daturik gabe;7;61;"Buena / ";50;183;56;972,3;955;24;4,11
14/10/2017;12:00;1;7;Muy buena / Oso ona;9;69;"Buena / ";48;206;57;973;1086,6;23,1;6,38
14/10/2017;11:00;6;22;Muy buena / Oso ona;31;50;"Muy buena / ";43;196;67;973,4;1057,1;21,3;2,44
14/10/2017;10:00;2;12;Muy buena / Oso ona;15;61;"Buena / ";41;204;68;973,5;862,2;20,7;2,49
14/10/2017;09:00;1;10;Muy buena / Oso ona;11;65;"Buena / ";37;207;69;973,2;582,5;20,2;7,53
14/10/2017;08:00;1;16;Muy buena / Oso ona;17;51;"Muy buena / ";34;215;73;973;275,7;19,2;6,3
14/10/2017;07:00;1;28;Muy buena / Oso ona;29;28;"Muy buena / ";31;191;93;972,9;25;15,7;5,14
14/10/2017;06:00;1;23;Muy buena / Oso ona;24;25;"Muy buena / ";34;142;100;973,1;0;14;3,93
14/10/2017;05:00;1;17;Muy buena / Oso ona;18;31;"Muy buena / ";38;153;100;973,3;0;14;2,64
14/10/2017;04:00;1;15;Muy buena / Oso ona;16;31;"Muy buena / ";41;150;99;973,7;0;14,1;1,61
14/10/2017;03:00;1;13;Muy buena / Oso ona;13;35;"Muy buena / ";44;177;99;974;0;14,2;2,08
14/10/2017;02:00;1;16;Muy buena / Oso ona;17;33;"Muy buena / ";48;183;98;974,6;0;14,3;1,58
14/10/2017;01:00;1;14;Muy buena / Oso ona;15;37;"Muy buena / ";53;152;98;974,8;0;14,4;1,61
13/10/2017;24:00;1;15;Muy buena / Oso ona;16;42;"Muy buena / ";56;184;97;975;0;14,4;1,04
13/10/2017;23:00;;;Sin datos / Daturik gabe;16;48;"Muy buena / ";56;186;97;975,2;0;14,5;1,18
13/10/2017;22:00;;;Sin datos / Daturik gabe;11;51;"Muy buena / ";57;183;97;975,2;0;14,6;1,66
13/10/2017;21:00;;;Sin datos / Daturik gabe;16;54;"Muy buena / ";59;210;96;975,3;0;14,7;1,68
13/10/2017;20:00;;;Sin datos / Daturik gabe;17;53;"Muy buena / ";55;212;95;975,1;0;14,8;1,09
13/10/2017;19:00;;;Sin datos / Daturik gabe;15;61;"Buena / ";52;180;94;974,8;0;14,8;1,23
13/10/2017;18:00;;;Sin datos / Daturik gabe;11;65;"Buena / ";46;323;97;974,5;3,2;14,8;2,27
13/10/2017;17:00;1;17;Muy buena / Oso ona;18;58;"Muy buena / ";46;360;97;974,1;29,4;14,9;4,16
13/10/2017;16:00;1;17;Muy buena / Oso ona;18;60;"Muy buena / ";50;1;95;974;133,8;15,1;4,9
13/10/2017;15:00;2;14;Muy buena / Oso ona;17;;"Sin datos / ";55;2;93;973,8;397,9;15,4;5,27
13/10/2017;14:00;3;15;Muy buena / Oso ona;19;51;"Muy buena / ";61;360;83;973,8;739;16,7;3,74
13/10/2017;13:00;7;24;Muy buena / Oso ona;34;34;"Muy buena / ";66;163;68;973,8;951,8;20,8;0,14
13/10/2017;12:00;10;28;Muy buena / Oso ona;44;33;"Muy buena / ";74;168;61;974,2;1048,4;21,7;2,73
13/10/2017;11:00;32;50;Muy buena / Oso ona;98;23;"Muy buena / ";83;171;54;974,4;1012,4;21,4;1,55
13/10/2017;10:00;22;36;Muy buena / Oso ona;69;47;"Muy buena / ";93;197;48;974,3;815;21,3;1,89
13/10/2017;09:00;2;17;Muy buena / Oso ona;20;73;"Buena / ";96;212;46;974,1;483,2;21,1;1,44
13/10/2017;08:00;;;Sin datos / Daturik gabe;14;82;"Buena / ";97;190;43;973,7;156,4;21,1;1,26
13/10/2017;07:00;;;Sin datos / Daturik gabe;10;92;"Buena / ";98;234;41;973,3;18,1;21,2;0,56
13/10/2017;06:00;;;Sin datos / Daturik gabe;5;98;"Buena / ";97;198;39;973,1;0;21,9;1,95
13/10/2017;05:00;;;Sin datos / Daturik gabe;6;100;"Buena / ";94;206;35;972,9;0;22,3;3,01
13/10/2017;04:00;;;Sin datos / Daturik gabe;4;102;"Buena / ";90;198;34;972,8;0;22,5;2,97
13/10/2017;03:00;;;Sin datos / Daturik gabe;4;103;"Buena / ";86;211;35;973;0;22,7;4,07
13/10/2017;02:00;;;Sin datos / Daturik gabe;4;101;"Buena / ";83;214;33;973,2;0;23;6,16
13/10/2017;01:00;;;Sin datos / Daturik gabe;6;94;"Buena / ";81;213;33;973,3;0;22,6;4,8
12/10/2017;24:00;;;Sin datos / Daturik gabe;8;90;"Buena / ";78;191;33;973,5;0;22,9;6,24
12/10/2017;23:00;;;Sin datos / Daturik gabe;7;87;"Buena / ";77;169;41;973,9;0;22,9;5,62
12/10/2017;22:00;;;Sin datos / Daturik gabe;9;78;"Buena / ";72;167;59;974,1;0;21,4;4,43
12/10/2017;21:00;;;Sin datos / Daturik gabe;7;77;"Buena / ";69;160;69;974,3;0;20,6;2,33
12/10/2017;20:00;;;Sin datos / Daturik gabe;7;71;"Buena / ";65;142;71;974;0;20,5;5,18
12/10/2017;19:00;1;6;Muy buena / Oso ona;8;79;"Buena / ";63;131;77;973,9;0;19,6;5,04
12/10/2017;18:00;1;6;Muy buena / Oso ona;8;85;"Buena / ";60;130;69;973,8;18;20,4;3,23
12/10/2017;17:00;1;11;Muy buena / Oso ona;11;70;"Buena / ";56;127;67;973,5;303,3;21,6;1,84
12/10/2017;16:00;1;13;Muy buena / Oso ona;15;65;"Buena / ";57;136;64;973,5;666,8;21,2;0,75
12/10/2017;15:00;3;14;Muy buena / Oso ona;18;54;"Muy buena / ";59;259;71;973,6;877,1;20,8;0,78
12/10/2017;14:00;5;18;Muy buena / Oso ona;26;48;"Muy buena / ";61;247;68;974;890,4;20,1;0,8
12/10/2017;13:00;5;19;Muy buena / Oso ona;27;46;"Muy buena / ";65;219;67;974,4;1009,1;19,3;1,04
12/10/2017;12:00;3;13;Muy buena / Oso ona;18;53;"Muy buena / ";69;177;62;974,8;1122,3;18,4;1,07
12/10/2017;11:00;3;13;Muy buena / Oso ona;18;57;"Muy buena / ";72;185;57;974,9;1089,2;18,5;3,55
12/10/2017;10:00;2;10;Muy buena / Oso ona;13;57;"Muy buena / ";74;173;67;974,9;899,5;17,1;3,04
12/10/2017;09:00;;;Sin datos / Daturik gabe;4;73;"Buena / ";75;144;73;974,9;586,6;16,5;2,5
12/10/2017;08:00;;;Sin datos / Daturik gabe;3;80;"Buena / ";75;142;83;974,8;235,5;15,2;4,36
12/10/2017;07:00;;;Sin datos / Daturik gabe;4;77;"Buena / ";74;146;89;974,5;19;14,1;6,6
12/10/2017;06:00;;;Sin datos / Daturik gabe;4;76;"Buena / ";74;148;86;974,5;0;14,6;5,59
12/10/2017;05:00;;;Sin datos / Daturik gabe;4;75;"Buena / ";73;125;85;974,4;0;14,5;3,28
12/10/2017;04:00;;;Sin datos / Daturik gabe;4;77;"Buena / ";73;119;85;974,3;0;14,4;2,15
12/10/2017;03:00;;;Sin datos / Daturik gabe;4;75;"Buena / ";74;113;86;974,3;0;14,4;2,34
12/10/2017;02:00;;;Sin datos / Daturik gabe;11;67;"Buena / ";75;123;87;974,5;0;14,4;2,08
12/10/2017;01:00;;;Sin datos / Daturik gabe;8;70;"Buena / ";77;150;87;974,6;0;14,3;1,61
11/10/2017;24:00;;;Sin datos / Daturik gabe;4;77;"Buena / ";80;4;86;974,6;0;14;0,2
11/10/2017;23:00;;;Sin datos / Daturik gabe;4;77;"Buena / ";80;352;87;974,7;0;14,5;1,44
11/10/2017;22:00;;;Sin datos / Daturik gabe;8;69;"Buena / ";81;357;88;974,8;0;14,6;2,61
11/10/2017;21:00;;;Sin datos / Daturik gabe;4;77;"Buena / ";81;348;86;974,6;0;14,8;3,94
11/10/2017;20:00;;;Sin datos / Daturik gabe;6;82;"Buena / ";80;312;87;974,3;0;14,8;4,2
11/10/2017;19:00;;;Sin datos / Daturik gabe;5;82;"Buena / ";76;334;90;973,7;0;14,8;5,87
11/10/2017;18:00;;;Sin datos / Daturik gabe;3;85;"Buena / ";74;328;91;972,9;6,6;15;7,24
11/10/2017;17:00;1;2;Muy buena / Oso ona;4;85;"Buena / ";74;329;90;972,1;158,8;15,4;7,32
11/10/2017;16:00;1;2;Muy buena / Oso ona;4;83;"Buena / ";74;335;89;971,6;503,8;15,8;5,53
11/10/2017;15:00;1;4;Muy buena / Oso ona;6;82;"Buena / ";73;332;86;971,3;662,5;16,3;5,04
11/10/2017;14:00;1;6;Muy buena / Oso ona;8;74;"Buena / ";73;339;71;971;711,7;17,7;4,35
11/10/2017;13:00;1;11;Muy buena / Oso ona;12;69;"Buena / ";74;330;54;971;829,6;18,7;5,75
11/10/2017;12:00;7;31;Muy buena / Oso ona;42;48;"Muy buena / ";76;308;47;970,9;899,2;20,1;1,77
11/10/2017;11:00;3;16;Muy buena / Oso ona;20;70;"Buena / ";80;251;34;970,5;931,3;20,9;4,93
11/10/2017;10:00;1;11;Muy buena / Oso ona;11;83;"Buena / ";82;253;30;969,8;793;20,9;7,56
11/10/2017;09:00;1;10;Muy buena / Oso ona;11;80;"Buena / ";82;234;32;968,9;507,2;20,3;11,44
11/10/2017;08:00;;;Sin datos / Daturik gabe;12;78;"Buena / ";83;235;31;968,5;205;20,7;10,52
11/10/2017;07:00;;;Sin datos / Daturik gabe;8;83;"Buena / ";83;236;29;968;18,1;21,4;13,66
11/10/2017;06:00;;;Sin datos / Daturik gabe;8;80;"Buena / ";82;236;34;968,1;0;20,8;11,27
11/10/2017;05:00;;;Sin datos / Daturik gabe;7;83;"Buena / ";81;231;34;968,1;0;21,2;9,64
11/10/2017;04:00;;;Sin datos / Daturik gabe;5;86;"Buena / ";79;231;34;968,3;0;21,6;8,21
11/10/2017;03:00;;;Sin datos / Daturik gabe;6;84;"Buena / ";78;234;34;968,5;0;22,1;7,73
11/10/2017;02:00;;;Sin datos / Daturik gabe;7;83;"Buena / ";76;230;36;968,9;0;21,9;7,36
11/10/2017;01:00;;;Sin datos / Daturik gabe;6;85;"Buena / ";76;222;35;969,1;0;22,1;4,03
10/10/2017;24:00;;;Sin datos / Daturik gabe;6;80;"Buena / ";74;204;39;969,3;0;21,6;2,15
10/10/2017;23:00;;;Sin datos / Daturik gabe;9;71;"Buena / ";72;168;47;969,7;0;20,6;1,14
10/10/2017;22:00;;;Sin datos / Daturik gabe;9;73;"Buena / ";70;162;56;970;0;20,1;2,03
10/10/2017;21:00;;;Sin datos / Daturik gabe;9;70;"Buena / ";66;159;66;970;0;19,4;3,23
10/10/2017;20:00;;;Sin datos / Daturik gabe;7;78;"Buena / ";62;149;82;970;0;17,5;4,02
10/10/2017;19:00;;;Sin datos / Daturik gabe;13;75;"Buena / ";57;157;81;970;0;17;2,43
10/10/2017;18:00;1;10;Muy buena / Oso ona;11;;"Sin datos / ";54;78;76;969,8;55,7;17,4;0,8
10/10/2017;17:00;1;12;Muy buena / Oso ona;13;71;"Buena / ";49;317;78;969,6;443,6;17,7;0,71
10/10/2017;16:00;1;10;Muy buena / Oso ona;12;60;"Muy buena / ";50;80;76;969,6;720,4;18;0,9
10/10/2017;15:00;3;15;Muy buena / Oso ona;19;54;"Muy buena / ";51;358;79;969,8;720;17,5;0,63
10/10/2017;14:00;5;19;Muy buena / Oso ona;26;46;"Muy buena / ";52;173;75;970,1;663;17;1,48
10/10/2017;13:00;5;15;Muy buena / Oso ona;23;45;"Muy buena / ";55;137;73;970,7;875,7;16,3;1,78
10/10/2017;12:00;10;23;Muy buena / Oso ona;38;38;"Muy buena / ";56;104;77;971,3;1103,9;15,8;2,17
10/10/2017;11:00;2;9;Muy buena / Oso ona;13;53;"Muy buena / ";57;133;78;971,7;1142,1;15,8;2,24
10/10/2017;10:00;6;11;Muy buena / Oso ona;21;46;"Muy buena / ";57;122;76;972;960,2;16,1;1,57
10/10/2017;09:00;;;Sin datos / Daturik gabe;6;58;"Muy buena / ";55;129;80;971,8;666,4;15,4;2,46
10/10/2017;08:00;;;Sin datos / Daturik gabe;4;64;"Buena / ";54;137;83;971,5;357,6;14,7;3,85
10/10/2017;07:00;;;Sin datos / Daturik gabe;3;67;"Buena / ";53;137;86;971,1;63,2;14;4,65
10/10/2017;06:00;;;Sin datos / Daturik gabe;3;67;"Buena / ";48;137;86;970,7;0;13,8;4,18
10/10/2017;05:00;;;Sin datos / Daturik gabe;8;54;"Muy buena / ";48;134;79;970,4;0;13,7;3,25
10/10/2017;04:00;;;Sin datos / Daturik gabe;12;49;"Muy buena / ";49;123;80;970,4;0;13,5;2,13
10/10/2017;03:00;;;Sin datos / Daturik gabe;18;47;"Muy buena / ";52;45;84;970,6;0;13,5;0,67
10/10/2017;02:00;2;34;Muy buena / Oso ona;33;34;"Muy buena / ";53;60;83;970,9;0;13,4;0,77
10/10/2017;01:00;;;Sin datos / Daturik gabe;17;50;"Muy buena / ";;13;83;971,2;0;13,3;1,14
09/10/2017;24:00;;;Sin datos / Daturik gabe;17;57;"Muy buena / ";;223;82;971,2;0;13,5;0,87
09/10/2017;23:00;1;35;Muy buena / Oso ona;31;37;"Muy buena / ";57;261;85;971,6;0;13,3;1,04
