Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;CH4 (mg/m3);HCNM (mg/m3 HEX);D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
26/10/2017;04:00;3;16;Muy buena / Oso ona;20;52;"Muy buena / ";53;11;Muy buena / Oso ona;4;Muy buena / Oso ona;;;311;50;984,3;19,9;0,5
26/10/2017;03:00;3;10;Muy buena / Oso ona;14;59;"Muy buena / ";49;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;36;49;984,4;20,2;0,24
26/10/2017;02:00;2;8;Muy buena / Oso ona;12;61;"Buena / ";43;11;Muy buena / Oso ona;3;Muy buena / Oso ona;;;272;51;984,5;19,8;1,38
26/10/2017;01:00;3;16;Muy buena / Oso ona;20;52;"Muy buena / ";40;9;Muy buena / Oso ona;4;Muy buena / Oso ona;;;305;52;984,5;19,8;0,76
25/10/2017;24:00;3;9;Muy buena / Oso ona;13;60;"Muy buena / ";;10;Muy buena / Oso ona;3;Muy buena / Oso ona;;;301;50;984,5;20,6;1,23
25/10/2017;23:00;4;19;Muy buena / Oso ona;25;52;"Muy buena / ";36;9;Muy buena / Oso ona;5;Muy buena / Oso ona;;;264;46;984,4;22,1;0,42
25/10/2017;22:00;3;16;Muy buena / Oso ona;20;51;"Muy buena / ";31;12;Muy buena / Oso ona;6;Muy buena / Oso ona;;;266;52;984,6;21,2;0,47
25/10/2017;21:00;3;21;Muy buena / Oso ona;25;44;"Muy buena / ";27;16;Muy buena / Oso ona;9;Muy buena / Oso ona;;;285;54;984,3;21,3;1,14
25/10/2017;20:00;3;36;Muy buena / Oso ona;41;27;"Muy buena / ";25;21;Muy buena / Oso ona;10;Muy buena / Oso ona;;;261;60;984,1;21;1,55
25/10/2017;19:00;3;49;Muy buena / Oso ona;54;15;"Muy buena / ";24;26;Muy buena / Oso ona;12;Muy buena / Oso ona;;;162;71;984;19,1;0,63
25/10/2017;18:00;5;54;Muy buena / Oso ona;63;;"Sin datos / ";26;30;Muy buena / Oso ona;9;Muy buena / Oso ona;;;112;73;984;18,7;1,04
25/10/2017;17:00;9;48;Muy buena / Oso ona;61;18;"Muy buena / ";28;29;Muy buena / Oso ona;11;Muy buena / Oso ona;;;38;65;984;20,6;0,12
25/10/2017;16:00;16;47;Muy buena / Oso ona;73;24;"Muy buena / ";29;32;Muy buena / Oso ona;9;Muy buena / Oso ona;;;358;58;983,8;22,3;0,46
25/10/2017;15:00;21;47;Muy buena / Oso ona;80;27;"Muy buena / ";32;41;Buena / Ona;9;Muy buena / Oso ona;;;330;58;983,7;22,4;0,91
25/10/2017;14:00;29;51;Muy buena / Oso ona;97;27;"Muy buena / ";34;29;Muy buena / Oso ona;9;Muy buena / Oso ona;;;346;51;984;24;1,22
25/10/2017;13:00;23;41;Muy buena / Oso ona;77;27;"Muy buena / ";37;18;Muy buena / Oso ona;8;Muy buena / Oso ona;;;43;46;984,4;24,7;0,71
25/10/2017;12:00;29;43;Muy buena / Oso ona;88;22;"Muy buena / ";39;12;Muy buena / Oso ona;7;Muy buena / Oso ona;;;35;46;985;23,8;0,64
25/10/2017;11:00;23;36;Muy buena / Oso ona;71;27;"Muy buena / ";43;9;Muy buena / Oso ona;7;Muy buena / Oso ona;;;75;50;985,3;21,4;0,35
25/10/2017;10:00;18;25;Muy buena / Oso ona;52;40;"Muy buena / ";44;6;Muy buena / Oso ona;6;Muy buena / Oso ona;;;286;53;985,2;19,3;0,69
25/10/2017;09:00;10;26;Muy buena / Oso ona;41;34;"Muy buena / ";46;2;Muy buena / Oso ona;7;Muy buena / Oso ona;;;90;55;985;19,3;0,14
25/10/2017;08:00;3;13;Muy buena / Oso ona;18;51;"Muy buena / ";47;6;Muy buena / Oso ona;5;Muy buena / Oso ona;;;247;53;984,7;18,2;0,67
25/10/2017;07:00;3;18;Muy buena / Oso ona;22;47;"Muy buena / ";47;11;Muy buena / Oso ona;8;Muy buena / Oso ona;;;243;56;984,1;17;0,86
25/10/2017;06:00;3;16;Muy buena / Oso ona;21;47;"Muy buena / ";44;11;Muy buena / Oso ona;7;Muy buena / Oso ona;;;116;58;984,1;16,6;0,57
25/10/2017;05:00;3;20;Muy buena / Oso ona;25;45;"Muy buena / ";41;7;Muy buena / Oso ona;11;Muy buena / Oso ona;;;277;55;984;17,7;0,87
25/10/2017;04:00;3;15;Muy buena / Oso ona;19;49;"Muy buena / ";37;10;Muy buena / Oso ona;5;Muy buena / Oso ona;;;274;56;983,9;17,6;1,57
25/10/2017;03:00;3;31;Muy buena / Oso ona;36;37;"Muy buena / ";32;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;182;63;984;16,9;0,13
25/10/2017;02:00;3;14;Muy buena / Oso ona;19;54;"Muy buena / ";28;5;Muy buena / Oso ona;7;Muy buena / Oso ona;;;258;58;983,9;18,2;1,13
25/10/2017;01:00;3;21;Muy buena / Oso ona;25;48;"Muy buena / ";23;9;Muy buena / Oso ona;11;Muy buena / Oso ona;;;242;59;984;18,4;1,27
24/10/2017;24:00;3;28;Muy buena / Oso ona;32;44;"Muy buena / ";19;15;Muy buena / Oso ona;15;Muy buena / Oso ona;;;240;63;984,2;17,6;1,11
24/10/2017;23:00;3;49;Muy buena / Oso ona;54;27;"Muy buena / ";19;13;Muy buena / Oso ona;22;Muy buena / Oso ona;;;250;65;984,6;17,5;0,98
24/10/2017;22:00;3;49;Muy buena / Oso ona;54;27;"Muy buena / ";21;14;Muy buena / Oso ona;26;Muy buena / Oso ona;;;262;66;984,7;17,5;0,84
24/10/2017;21:00;4;62;Muy buena / Oso ona;68;19;"Muy buena / ";;18;Muy buena / Oso ona;28;Muy buena / Oso ona;;;167;75;984,7;16,1;0,41
24/10/2017;20:00;7;75;Muy buena / Oso ona;85;13;"Muy buena / ";;20;Muy buena / Oso ona;39;Muy buena / Oso ona;;;166;73;984,5;16,5;0,54
24/10/2017;19:00;14;86;Muy buena / Oso ona;107;9;"Muy buena / ";;23;Muy buena / Oso ona;33;Muy buena / Oso ona;;;242;74;984,6;17,1;0,43
24/10/2017;18:00;4;63;Muy buena / Oso ona;69;18;"Muy buena / ";;23;Muy buena / Oso ona;25;Muy buena / Oso ona;;;296;72;984,5;17,5;0,87
24/10/2017;17:00;9;58;Muy buena / Oso ona;72;;"Sin datos / ";;29;Muy buena / Oso ona;20;Muy buena / Oso ona;;;353;63;983,5;19,9;1,88
24/10/2017;16:00;17;57;Muy buena / Oso ona;82;29;"Muy buena / ";;33;Muy buena / Oso ona;11;Muy buena / Oso ona;;;345;54;982,1;23;2,59
24/10/2017;15:00;12;42;Muy buena / Oso ona;60;;"Sin datos / ";47;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;98;47;981,6;25;1,52
24/10/2017;14:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";51;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;98;44;981,4;25,1;1,26
24/10/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";49;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;83;41;981,4;24,9;0,79
24/10/2017;12:00;20;34;Muy buena / Oso ona;66;29;"Muy buena / ";51;4;Muy buena / Oso ona;5;Muy buena / Oso ona;;;71;48;982,7;23,5;0,53
24/10/2017;11:00;11;21;Muy buena / Oso ona;39;42;"Muy buena / ";54;2;Muy buena / Oso ona;3;Muy buena / Oso ona;;;325;47;982,6;21,2;0,24
24/10/2017;10:00;7;11;Muy buena / Oso ona;22;57;"Muy buena / ";58;2;Muy buena / Oso ona;2;Muy buena / Oso ona;;;255;47;985,6;19;0,76
24/10/2017;09:00;7;12;Muy buena / Oso ona;23;53;"Muy buena / ";57;4;Muy buena / Oso ona;2;Muy buena / Oso ona;;;259;49;985,7;17,3;0,54
24/10/2017;08:00;4;7;Muy buena / Oso ona;12;62;"Buena / ";57;2;Muy buena / Oso ona;2;Muy buena / Oso ona;;;260;49;985,6;15,5;0,93
24/10/2017;07:00;3;9;Muy buena / Oso ona;14;63;"Buena / ";56;8;Muy buena / Oso ona;3;Muy buena / Oso ona;;;262;49;985,6;14,4;1,3
24/10/2017;06:00;3;30;Muy buena / Oso ona;35;38;"Muy buena / ";52;7;Muy buena / Oso ona;5;Muy buena / Oso ona;;;305;55;985,8;13,9;0,47
24/10/2017;05:00;3;12;Muy buena / Oso ona;17;60;"Muy buena / ";53;5;Muy buena / Oso ona;3;Muy buena / Oso ona;;;242;55;986,1;13,7;0,61
24/10/2017;04:00;3;9;Muy buena / Oso ona;15;60;"Muy buena / ";51;5;Muy buena / Oso ona;4;Muy buena / Oso ona;;;202;61;986,3;12,9;0,24
24/10/2017;03:00;3;6;Muy buena / Oso ona;11;67;"Buena / ";49;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;256;56;986,7;14,1;1,31
24/10/2017;02:00;3;13;Muy buena / Oso ona;18;53;"Muy buena / ";47;17;Muy buena / Oso ona;5;Muy buena / Oso ona;;;258;65;987,2;13,6;1,88
24/10/2017;01:00;3;19;Muy buena / Oso ona;24;49;"Muy buena / ";47;15;Muy buena / Oso ona;6;Muy buena / Oso ona;;;260;67;987,6;13,3;1,05
23/10/2017;24:00;3;21;Muy buena / Oso ona;25;47;"Muy buena / ";46;9;Muy buena / Oso ona;7;Muy buena / Oso ona;;;261;70;988,2;13;0,35
23/10/2017;23:00;3;31;Muy buena / Oso ona;36;37;"Muy buena / ";46;12;Muy buena / Oso ona;8;Muy buena / Oso ona;;;156;73;988,4;13,2;0,06
23/10/2017;22:00;3;26;Muy buena / Oso ona;31;44;"Muy buena / ";47;10;Muy buena / Oso ona;9;Muy buena / Oso ona;;;213;69;988,1;14,1;0,49
23/10/2017;21:00;3;21;Muy buena / Oso ona;26;48;"Muy buena / ";48;10;Muy buena / Oso ona;10;Muy buena / Oso ona;;;254;69;988,1;14,4;0,84
23/10/2017;20:00;3;25;Muy buena / Oso ona;31;46;"Muy buena / ";46;14;Muy buena / Oso ona;11;Muy buena / Oso ona;;;278;71;988,1;14,9;1,35
23/10/2017;19:00;3;31;Muy buena / Oso ona;36;49;"Muy buena / ";42;10;Muy buena / Oso ona;11;Muy buena / Oso ona;;;134;73;988,2;14,8;0,52
23/10/2017;18:00;3;23;Muy buena / Oso ona;27;57;"Muy buena / ";38;14;Muy buena / Oso ona;10;Muy buena / Oso ona;;;99;71;988,1;14,9;0,18
23/10/2017;17:00;6;39;Muy buena / Oso ona;47;40;"Muy buena / ";34;14;Muy buena / Oso ona;5;Muy buena / Oso ona;;;348;73;988,1;16,3;1,41
23/10/2017;16:00;7;29;Muy buena / Oso ona;40;;"Sin datos / ";36;11;Muy buena / Oso ona;6;Muy buena / Oso ona;;;337;70;988,3;17,4;2,19
23/10/2017;15:00;9;26;Muy buena / Oso ona;39;45;"Muy buena / ";37;11;Muy buena / Oso ona;6;Muy buena / Oso ona;;;350;70;988,2;17,9;1,71
23/10/2017;14:00;9;23;Muy buena / Oso ona;36;45;"Muy buena / ";40;9;Muy buena / Oso ona;4;Muy buena / Oso ona;;;356;67;988,4;18,5;1,99
23/10/2017;13:00;12;23;Muy buena / Oso ona;40;40;"Muy buena / ";40;11;Muy buena / Oso ona;4;Muy buena / Oso ona;;;354;65;988,3;19;1,2
23/10/2017;12:00;21;28;Muy buena / Oso ona;61;23;"Muy buena / ";40;11;Muy buena / Oso ona;4;Muy buena / Oso ona;;;34;73;988,3;17,6;0,61
23/10/2017;11:00;33;36;Muy buena / Oso ona;86;23;"Muy buena / ";42;5;Muy buena / Oso ona;3;Muy buena / Oso ona;;;12;81;988,4;15,6;0,51
23/10/2017;10:00;23;25;Muy buena / Oso ona;60;35;"Muy buena / ";46;2;Muy buena / Oso ona;2;Muy buena / Oso ona;;;316;83;988,8;13,9;0,43
23/10/2017;09:00;8;14;Muy buena / Oso ona;25;47;"Muy buena / ";49;2;Muy buena / Oso ona;2;Muy buena / Oso ona;;;270;85;989;11,7;0,97
23/10/2017;08:00;8;13;Muy buena / Oso ona;24;46;"Muy buena / ";52;3;Muy buena / Oso ona;2;Muy buena / Oso ona;;;256;91;988,7;9,8;1,54
23/10/2017;07:00;3;5;Muy buena / Oso ona;9;60;"Muy buena / ";53;5;Muy buena / Oso ona;2;Muy buena / Oso ona;;;259;91;988,4;9,8;1,01
23/10/2017;06:00;3;14;Muy buena / Oso ona;19;46;"Muy buena / ";53;5;Muy buena / Oso ona;2;Muy buena / Oso ona;;;275;96;988,6;9,3;0,93
23/10/2017;05:00;5;21;Muy buena / Oso ona;28;38;"Muy buena / ";57;3;Muy buena / Oso ona;2;Muy buena / Oso ona;;;239;97;988,9;9,3;0,43
23/10/2017;04:00;3;15;Muy buena / Oso ona;20;41;"Muy buena / ";61;6;Muy buena / Oso ona;2;Muy buena / Oso ona;;;239;97;988,6;9,3;0,17
23/10/2017;03:00;3;6;Muy buena / Oso ona;10;52;"Muy buena / ";65;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;274;96;988,7;9,6;1,03
23/10/2017;02:00;3;5;Muy buena / Oso ona;10;62;"Buena / ";68;16;Muy buena / Oso ona;2;Muy buena / Oso ona;;;264;94;989,1;10,1;1,12
23/10/2017;01:00;3;5;Muy buena / Oso ona;9;70;"Buena / ";69;12;Muy buena / Oso ona;2;Muy buena / Oso ona;;;262;91;989,7;10,8;1,07
22/10/2017;24:00;3;8;Muy buena / Oso ona;13;65;"Buena / ";68;9;Muy buena / Oso ona;3;Muy buena / Oso ona;;;255;93;990,1;11,1;0,77
22/10/2017;23:00;3;9;Muy buena / Oso ona;14;62;"Buena / ";67;6;Muy buena / Oso ona;3;Muy buena / Oso ona;;;227;94;990,4;10,9;0,46
22/10/2017;22:00;3;6;Muy buena / Oso ona;11;73;"Buena / ";68;8;Muy buena / Oso ona;7;Muy buena / Oso ona;;;254;88;990,4;12;0,88
