Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;CH4 (mg/m3);HCNM (mg/m3 HEX);D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;3;4;Muy buena / Oso ona;9;53;"Muy buena / ";58;7;Muy buena / Oso ona;2;Muy buena / Oso ona;;;261;98;992,8;11,5;0,93
29/10/2017;06:00;3;4;Muy buena / Oso ona;8;57;"Muy buena / ";60;2;Muy buena / Oso ona;2;Muy buena / Oso ona;;;261;98;992,7;11,3;0,79
29/10/2017;05:00;3;4;Muy buena / Oso ona;9;55;"Muy buena / ";61;10;Muy buena / Oso ona;1;Muy buena / Oso ona;;;281;99;992,3;10,9;1,07
29/10/2017;04:00;4;4;Muy buena / Oso ona;10;61;"Buena / ";62;10;Muy buena / Oso ona;2;Muy buena / Oso ona;;;259;96;991,7;11,4;0,93
29/10/2017;03:00;4;5;Muy buena / Oso ona;11;58;"Muy buena / ";62;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;272;96;991,3;11,3;1,43
29/10/2017;02:00;4;6;Muy buena / Oso ona;11;63;"Buena / ";63;12;Muy buena / Oso ona;1;Muy buena / Oso ona;;;262;93;993;11,9;1,16
29/10/2017;01:00;4;6;Muy buena / Oso ona;12;58;"Muy buena / ";62;14;Muy buena / Oso ona;2;Muy buena / Oso ona;;;269;95;993,7;11,5;1,24
28/10/2017;24:00;4;5;Muy buena / Oso ona;10;67;"Buena / ";62;10;Muy buena / Oso ona;2;Muy buena / Oso ona;;;241;90;993,8;12,5;1,38
28/10/2017;23:00;3;5;Muy buena / Oso ona;11;67;"Buena / ";62;14;Muy buena / Oso ona;2;Muy buena / Oso ona;;;251;89;994,5;12,6;0,95
28/10/2017;22:00;3;9;Muy buena / Oso ona;13;62;"Buena / ";61;7;Muy buena / Oso ona;2;Muy buena / Oso ona;;;253;89;994,6;12,8;0,66
28/10/2017;21:00;3;16;Muy buena / Oso ona;20;62;"Buena / ";61;13;Muy buena / Oso ona;2;Muy buena / Oso ona;;;59;90;994;12,6;0,2
28/10/2017;20:00;3;9;Muy buena / Oso ona;14;66;"Buena / ";60;8;Muy buena / Oso ona;2;Muy buena / Oso ona;;;88;87;993,8;13,4;0,4
28/10/2017;19:00;3;10;Muy buena / Oso ona;14;63;"Buena / ";59;9;Muy buena / Oso ona;2;Muy buena / Oso ona;;;99;85;994,4;13,7;0,38
28/10/2017;18:00;3;8;Muy buena / Oso ona;12;61;"Buena / ";56;15;Muy buena / Oso ona;2;Muy buena / Oso ona;;;89;88;994,3;13,9;0,53
28/10/2017;17:00;2;10;Muy buena / Oso ona;14;58;"Muy buena / ";53;18;Muy buena / Oso ona;1;Muy buena / Oso ona;;;84;93;993,7;14,9;0,49
28/10/2017;16:00;3;7;Muy buena / Oso ona;11;60;"Muy buena / ";53;18;Muy buena / Oso ona;2;Muy buena / Oso ona;;;34;92;994,3;16,1;0,88
28/10/2017;15:00;2;7;Muy buena / Oso ona;11;61;"Buena / ";53;11;Muy buena / Oso ona;2;Muy buena / Oso ona;;;15;92;993,1;15,8;1,27
28/10/2017;14:00;3;7;Muy buena / Oso ona;12;60;"Muy buena / ";53;5;Muy buena / Oso ona;2;Muy buena / Oso ona;;;9;90;994,1;16,5;1,12
28/10/2017;13:00;3;8;Muy buena / Oso ona;13;55;"Muy buena / ";53;4;Muy buena / Oso ona;2;Muy buena / Oso ona;;;19;94;994,2;16,3;0,72
28/10/2017;12:00;4;12;Muy buena / Oso ona;17;54;"Muy buena / ";54;12;Muy buena / Oso ona;2;Muy buena / Oso ona;;;355;100;995,1;15,7;1,79
28/10/2017;11:00;5;25;Muy buena / Oso ona;32;40;"Muy buena / ";56;14;Muy buena / Oso ona;2;Muy buena / Oso ona;;;341;100;995,7;15,1;1,6
28/10/2017;10:00;5;26;Muy buena / Oso ona;34;38;"Muy buena / ";60;12;Muy buena / Oso ona;2;Muy buena / Oso ona;;;342;100;995,4;14,8;1,4
28/10/2017;09:00;3;9;Muy buena / Oso ona;14;57;"Muy buena / ";63;7;Muy buena / Oso ona;2;Muy buena / Oso ona;;;331;100;995,1;14,9;1,53
28/10/2017;08:00;3;12;Muy buena / Oso ona;17;55;"Muy buena / ";65;9;Muy buena / Oso ona;2;Muy buena / Oso ona;;;304;100;995,2;14,4;0,96
28/10/2017;07:00;3;5;Muy buena / Oso ona;9;63;"Buena / ";66;20;Muy buena / Oso ona;2;Muy buena / Oso ona;;;268;100;995,7;14,2;1
28/10/2017;06:00;3;6;Muy buena / Oso ona;11;62;"Buena / ";66;17;Muy buena / Oso ona;2;Muy buena / Oso ona;;;260;100;995,5;13,9;1,12
28/10/2017;05:00;3;7;Muy buena / Oso ona;12;64;"Buena / ";66;6;Muy buena / Oso ona;2;Muy buena / Oso ona;;;329;100;995,4;14;1,69
28/10/2017;04:00;3;6;Muy buena / Oso ona;11;68;"Buena / ";66;15;Muy buena / Oso ona;2;Muy buena / Oso ona;;;329;100;995,9;14,2;1,63
28/10/2017;03:00;3;5;Muy buena / Oso ona;10;70;"Buena / ";65;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;335;99;995,4;14,4;1,98
28/10/2017;02:00;3;6;Muy buena / Oso ona;10;67;"Buena / ";;10;Muy buena / Oso ona;2;Muy buena / Oso ona;;;323;98;996,6;14,4;2,28
28/10/2017;01:00;3;6;Muy buena / Oso ona;10;68;"Buena / ";;6;Muy buena / Oso ona;3;Muy buena / Oso ona;;;329;97;996,4;14,5;2,18
27/10/2017;24:00;3;5;Muy buena / Oso ona;9;71;"Buena / ";;3;Muy buena / Oso ona;2;Muy buena / Oso ona;;;331;97;997,3;14,6;2,54
27/10/2017;23:00;3;6;Muy buena / Oso ona;11;66;"Buena / ";56;9;Muy buena / Oso ona;2;Muy buena / Oso ona;;;330;96;996,5;14,7;2,32
27/10/2017;22:00;3;8;Muy buena / Oso ona;12;61;"Buena / ";53;17;Muy buena / Oso ona;2;Muy buena / Oso ona;;;341;100;996,4;14,6;1,98
27/10/2017;21:00;3;9;Muy buena / Oso ona;13;59;"Muy buena / ";51;21;Muy buena / Oso ona;2;Muy buena / Oso ona;;;338;100;996,2;14,6;1,26
27/10/2017;20:00;3;12;Muy buena / Oso ona;16;;"Sin datos / ";47;15;Muy buena / Oso ona;3;Muy buena / Oso ona;;;340;100;994,7;14,9;1,75
27/10/2017;19:00;4;13;Muy buena / Oso ona;18;50;"Muy buena / ";48;14;Muy buena / Oso ona;2;Muy buena / Oso ona;;;328;99;993,9;15,4;2,51
27/10/2017;18:00;3;14;Muy buena / Oso ona;19;47;"Muy buena / ";49;17;Muy buena / Oso ona;3;Muy buena / Oso ona;;;329;99;993,9;15,5;2,5
27/10/2017;17:00;3;11;Muy buena / Oso ona;16;52;"Muy buena / ";49;11;Muy buena / Oso ona;3;Muy buena / Oso ona;;;332;98;993,8;15,7;2,78
27/10/2017;16:00;3;15;Muy buena / Oso ona;19;48;"Muy buena / ";48;15;Muy buena / Oso ona;3;Muy buena / Oso ona;;;326;93;993,9;16,1;2,72
27/10/2017;15:00;3;14;Muy buena / Oso ona;19;50;"Muy buena / ";50;13;Muy buena / Oso ona;4;Muy buena / Oso ona;;;328;94;993,8;16,4;2,51
27/10/2017;14:00;4;17;Muy buena / Oso ona;24;50;"Muy buena / ";49;22;Muy buena / Oso ona;4;Muy buena / Oso ona;;;332;89;993,9;16,9;2,7
27/10/2017;13:00;8;29;Muy buena / Oso ona;41;36;"Muy buena / ";49;26;Muy buena / Oso ona;5;Muy buena / Oso ona;;;327;82;994;17,8;1,72
27/10/2017;12:00;4;10;Muy buena / Oso ona;15;55;"Muy buena / ";51;15;Muy buena / Oso ona;4;Muy buena / Oso ona;;;294;81;994,2;17,9;1
27/10/2017;11:00;3;7;Muy buena / Oso ona;12;56;"Muy buena / ";50;10;Muy buena / Oso ona;4;Muy buena / Oso ona;;;263;84;994,3;16,7;0,97
27/10/2017;10:00;3;10;Muy buena / Oso ona;15;44;"Muy buena / ";49;10;Muy buena / Oso ona;5;Muy buena / Oso ona;;;286;89;994,2;15,4;1,14
27/10/2017;09:00;3;9;Muy buena / Oso ona;14;47;"Muy buena / ";49;14;Muy buena / Oso ona;5;Muy buena / Oso ona;;;255;92;994;15,1;1,06
27/10/2017;08:00;3;7;Muy buena / Oso ona;12;58;"Muy buena / ";50;12;Muy buena / Oso ona;6;Muy buena / Oso ona;;;239;93;993,5;15,2;0,49
27/10/2017;07:00;7;21;Muy buena / Oso ona;31;48;"Muy buena / ";48;13;Muy buena / Oso ona;10;Muy buena / Oso ona;;;344;89;993,1;15,2;0,85
27/10/2017;06:00;4;15;Muy buena / Oso ona;21;51;"Muy buena / ";49;11;Muy buena / Oso ona;10;Muy buena / Oso ona;;;274;84;992,7;15,2;1,1
27/10/2017;05:00;3;10;Muy buena / Oso ona;15;50;"Muy buena / ";49;16;Muy buena / Oso ona;8;Muy buena / Oso ona;;;257;85;992,3;14,3;1,68
27/10/2017;04:00;3;11;Muy buena / Oso ona;16;46;"Muy buena / ";50;16;Muy buena / Oso ona;9;Muy buena / Oso ona;;;282;85;991,9;14,3;1,29
27/10/2017;03:00;3;12;Muy buena / Oso ona;17;46;"Muy buena / ";51;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;;;286;86;991,9;14,5;1,36
27/10/2017;02:00;3;12;Muy buena / Oso ona;17;49;"Muy buena / ";52;24;Muy buena / Oso ona;7;Muy buena / Oso ona;;;253;86;992,1;14,8;1,06
27/10/2017;01:00;3;13;Muy buena / Oso ona;18;49;"Muy buena / ";;20;Muy buena / Oso ona;8;Muy buena / Oso ona;;;266;84;992,3;15,4;0,93
26/10/2017;24:00;3;22;Muy buena / Oso ona;27;45;"Muy buena / ";;15;Muy buena / Oso ona;8;Muy buena / Oso ona;;;256;82;992,3;16;0,53
26/10/2017;23:00;3;17;Muy buena / Oso ona;21;49;"Muy buena / ";55;12;Muy buena / Oso ona;7;Muy buena / Oso ona;;;253;82;992,1;15,9;1,09
26/10/2017;22:00;3;13;Muy buena / Oso ona;17;55;"Muy buena / ";59;11;Muy buena / Oso ona;7;Muy buena / Oso ona;;;271;78;991,7;16,1;1,15
26/10/2017;21:00;3;13;Muy buena / Oso ona;18;55;"Muy buena / ";62;21;Muy buena / Oso ona;7;Muy buena / Oso ona;;;237;80;991,2;16,4;0,58
26/10/2017;20:00;3;16;Muy buena / Oso ona;21;54;"Muy buena / ";62;17;Muy buena / Oso ona;7;Muy buena / Oso ona;;;193;83;990,9;16,3;0,31
26/10/2017;19:00;3;13;Muy buena / Oso ona;18;;"Sin datos / ";63;18;Muy buena / Oso ona;8;Muy buena / Oso ona;;;245;79;990,7;17,2;0,61
26/10/2017;18:00;3;17;Muy buena / Oso ona;21;57;"Muy buena / ";59;21;Muy buena / Oso ona;6;Muy buena / Oso ona;;;317;78;990,4;17,4;1,5
26/10/2017;17:00;3;23;Muy buena / Oso ona;28;56;"Muy buena / ";57;20;Muy buena / Oso ona;5;Muy buena / Oso ona;;;322;73;989,9;18,8;1,83
26/10/2017;16:00;4;24;Muy buena / Oso ona;30;61;"Buena / ";57;14;Muy buena / Oso ona;4;Muy buena / Oso ona;;;326;69;989,7;19,8;2,32
26/10/2017;15:00;4;17;Muy buena / Oso ona;22;73;"Buena / ";57;17;Muy buena / Oso ona;5;Muy buena / Oso ona;;;334;65;989,3;20,5;1,85
26/10/2017;14:00;5;21;Muy buena / Oso ona;28;74;"Buena / ";54;22;Muy buena / Oso ona;6;Muy buena / Oso ona;;;332;65;989,1;20,7;2,5
26/10/2017;13:00;8;32;Muy buena / Oso ona;45;55;"Muy buena / ";52;18;Muy buena / Oso ona;6;Muy buena / Oso ona;;;341;68;989,1;20,2;1,62
26/10/2017;12:00;6;23;Muy buena / Oso ona;33;57;"Muy buena / ";52;23;Muy buena / Oso ona;7;Muy buena / Oso ona;;;356;65;988,9;19,3;2,23
26/10/2017;11:00;12;25;Muy buena / Oso ona;43;36;"Muy buena / ";51;21;Muy buena / Oso ona;4;Muy buena / Oso ona;;;349;66;988,6;19,6;1,35
26/10/2017;10:00;9;26;Muy buena / Oso ona;39;42;"Muy buena / ";54;9;Muy buena / Oso ona;4;Muy buena / Oso ona;;;287;61;988,1;19,7;0,8
26/10/2017;09:00;5;14;Muy buena / Oso ona;21;54;"Muy buena / ";57;5;Muy buena / Oso ona;3;Muy buena / Oso ona;;;261;49;987,4;19,7;1,81
26/10/2017;08:00;3;7;Muy buena / Oso ona;11;61;"Buena / ";56;6;Muy buena / Oso ona;2;Muy buena / Oso ona;;;246;46;986,5;19,8;2,42
26/10/2017;07:00;3;14;Muy buena / Oso ona;18;53;"Muy buena / ";56;11;Muy buena / Oso ona;3;Muy buena / Oso ona;;;251;48;985,7;19,4;1,08
26/10/2017;06:00;3;15;Muy buena / Oso ona;19;54;"Muy buena / ";55;8;Muy buena / Oso ona;3;Muy buena / Oso ona;;;190;47;985,1;20,1;0,24
26/10/2017;05:00;3;11;Muy buena / Oso ona;15;58;"Muy buena / ";55;11;Muy buena / Oso ona;3;Muy buena / Oso ona;;;8;47;984,7;20,4;0,05
