Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3)
25/09/2017;20:00;0,18;0,19;"Muy buena / ";0,18;;4;32;Muy buena / Oso ona;37;0,35;10;Muy buena / Oso ona;3;Muy buena / Oso ona;0,78
25/09/2017;19:00;0,23;0,19;"Muy buena / ";0,19;;5;33;Muy buena / Oso ona;40;0,35;12;Muy buena / Oso ona;4;Muy buena / Oso ona;0,86
25/09/2017;18:00;0,14;0,18;"Muy buena / ";0,21;;6;32;Muy buena / Oso ona;41;0,35;12;Muy buena / Oso ona;4;Muy buena / Oso ona;0,63
25/09/2017;17:00;0,13;0,16;"Muy buena / ";0,24;;6;21;Muy buena / Oso ona;29;0,18;4;Muy buena / Oso ona;3;Muy buena / Oso ona;0,43
25/09/2017;16:00;0,17;0,15;"Muy buena / ";0,27;;6;18;Muy buena / Oso ona;27;0,46;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,86
25/09/2017;15:00;0,23;0,2;"Muy buena / ";0,3;;7;26;Muy buena / Oso ona;36;0,53;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,91
25/09/2017;14:00;0,17;0,18;"Muy buena / ";0,32;;6;18;Muy buena / Oso ona;27;0,29;17;Muy buena / Oso ona;4;Muy buena / Oso ona;1,14
25/09/2017;13:00;0,12;0,2;"Muy buena / ";0,33;;6;18;Muy buena / Oso ona;27;0,41;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,16
25/09/2017;12:00;0,16;0,25;"Muy buena / ";0,32;0,18;9;19;Muy buena / Oso ona;33;0,66;17;Muy buena / Oso ona;5;Muy buena / Oso ona;1,17
25/09/2017;11:00;0,32;0,4;"Muy buena / ";0,31;0,27;17;33;Muy buena / Oso ona;59;1,15;28;Muy buena / Oso ona;4;Muy buena / Oso ona;1,58
25/09/2017;10:00;0,12;0,43;"Muy buena / ";0,28;0,37;27;52;Muy buena / Oso ona;92;1,6;41;Buena / Ona;5;Muy buena / Oso ona;3,12
25/09/2017;09:00;0,28;0,35;"Muy buena / ";0,26;0,51;56;53;Muy buena / Oso ona;139;1,82;41;Buena / Ona;5;Muy buena / Oso ona;4,41
25/09/2017;08:00;0,1;0,39;"Muy buena / ";0,23;0,32;87;56;Muy buena / Oso ona;189;1,43;35;Muy buena / Oso ona;4;Muy buena / Oso ona;2,91
25/09/2017;07:00;0,25;0,36;"Muy buena / ";0,2;0,25;74;55;Muy buena / Oso ona;168;1,02;26;Muy buena / Oso ona;3;Muy buena / Oso ona;2,34
25/09/2017;06:00;0,21;0,25;"Muy buena / ";0,16;;23;43;Muy buena / Oso ona;78;0,53;19;Muy buena / Oso ona;2;Muy buena / Oso ona;1,24
25/09/2017;05:00;0,13;0,17;"Muy buena / ";0,14;;3;20;Muy buena / Oso ona;24;0,11;14;Muy buena / Oso ona;2;Muy buena / Oso ona;0,52
25/09/2017;04:00;0,12;0,15;"Muy buena / ";0,15;;2;10;Muy buena / Oso ona;12;0,09;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,69
25/09/2017;03:00;0,08;0,16;"Muy buena / ";0,16;;2;8;Muy buena / Oso ona;10;0,13;15;Muy buena / Oso ona;2;Muy buena / Oso ona;0,79
25/09/2017;02:00;0,22;0,11;"Muy buena / ";0,17;;2;12;Muy buena / Oso ona;14;0,29;20;Muy buena / Oso ona;2;Muy buena / Oso ona;0,84
25/09/2017;01:00;;0,11;"Muy buena / ";0,18;;1;13;Muy buena / Oso ona;14;;16;Muy buena / Oso ona;2;Muy buena / Oso ona;
24/09/2017;24:00;0,34;0,11;"Muy buena / ";0,2;;2;14;Muy buena / Oso ona;16;0,11;7;Muy buena / Oso ona;2;Muy buena / Oso ona;0,32
24/09/2017;23:00;0,07;0,1;"Muy buena / ";0,2;;2;7;Muy buena / Oso ona;9;0,09;3;Muy buena / Oso ona;2;Muy buena / Oso ona;0,3
24/09/2017;22:00;0,16;0,16;"Muy buena / ";0,22;;2;11;Muy buena / Oso ona;14;0,22;14;Muy buena / Oso ona;1;Muy buena / Oso ona;0,38
24/09/2017;21:00;0,13;0,23;"Muy buena / ";0,24;;2;15;Muy buena / Oso ona;18;0,09;16;Muy buena / Oso ona;2;Muy buena / Oso ona;0,38
24/09/2017;20:00;0,11;0,22;"Muy buena / ";0,24;;2;13;Muy buena / Oso ona;16;0,09;18;Muy buena / Oso ona;2;Muy buena / Oso ona;0,28
24/09/2017;19:00;0,13;0,22;"Muy buena / ";0,31;;3;15;Muy buena / Oso ona;18;0,13;33;Muy buena / Oso ona;2;Muy buena / Oso ona;0,35
24/09/2017;18:00;0,23;0,24;"Muy buena / ";0,32;;3;18;Muy buena / Oso ona;21;0,18;38;Muy buena / Oso ona;3;Muy buena / Oso ona;0,57
24/09/2017;17:00;0,2;0,23;"Muy buena / ";0,33;;4;16;Muy buena / Oso ona;22;0,09;25;Muy buena / Oso ona;6;Muy buena / Oso ona;0,48
24/09/2017;16:00;0,32;0,24;"Muy buena / ";0,34;;4;19;Muy buena / Oso ona;25;0,16;25;Muy buena / Oso ona;11;Muy buena / Oso ona;0,54
24/09/2017;15:00;0,25;0,25;"Muy buena / ";0,34;;4;16;Muy buena / Oso ona;22;0,32;24;Muy buena / Oso ona;8;Muy buena / Oso ona;0,68
24/09/2017;14:00;0,29;0,26;"Muy buena / ";0,34;;5;16;Muy buena / Oso ona;23;0,37;26;Muy buena / Oso ona;7;Muy buena / Oso ona;0,72
24/09/2017;13:00;15,9;0,3;"Muy buena / ";0,34;20,97;7;21;Muy buena / Oso ona;32;42,3;33;Muy buena / Oso ona;7;Muy buena / Oso ona;19,66
24/09/2017;12:00;0,66;0,72;"Muy buena / ";0,34;0,34;20;38;Muy buena / Oso ona;69;1,52;33;Muy buena / Oso ona;7;Muy buena / Oso ona;3,45
24/09/2017;11:00;0,29;0,36;"Muy buena / ";0,28;0,23;32;49;Muy buena / Oso ona;98;1,01;33;Muy buena / Oso ona;10;Muy buena / Oso ona;1,8
24/09/2017;10:00;0,35;0,29;"Muy buena / ";0,27;0,18;32;43;Muy buena / Oso ona;92;0,85;27;Muy buena / Oso ona;11;Muy buena / Oso ona;1,47
24/09/2017;09:00;0,24;0,29;"Muy buena / ";0,27;0,18;28;35;Muy buena / Oso ona;77;0,67;29;Muy buena / Oso ona;13;Muy buena / Oso ona;1,2
24/09/2017;08:00;0,03;0,29;"Muy buena / ";0,29;0,18;21;32;Muy buena / Oso ona;64;0,66;29;Muy buena / Oso ona;9;Muy buena / Oso ona;1,2
24/09/2017;07:00;0,08;0,25;"Muy buena / ";0,29;0,13;14;35;Muy buena / Oso ona;56;0,71;28;Muy buena / Oso ona;7;Muy buena / Oso ona;0,13
24/09/2017;06:00;0,17;0,26;"Muy buena / ";0,31;0,18;9;35;Muy buena / Oso ona;49;0,72;28;Muy buena / Oso ona;7;Muy buena / Oso ona;0,31
24/09/2017;05:00;0,11;0,26;"Muy buena / ";0,33;0,18;9;35;Muy buena / Oso ona;48;0,67;27;Muy buena / Oso ona;6;Muy buena / Oso ona;0,33
24/09/2017;04:00;0,07;0,26;"Muy buena / ";0,39;0,18;7;35;Muy buena / Oso ona;45;0,66;29;Muy buena / Oso ona;6;Muy buena / Oso ona;1,25
24/09/2017;03:00;0,06;0,29;"Muy buena / ";0,42;0,18;6;34;Muy buena / Oso ona;42;0,9;26;Muy buena / Oso ona;4;Muy buena / Oso ona;1,47
24/09/2017;02:00;0,15;0,36;"Muy buena / ";0,41;0,22;5;32;Muy buena / Oso ona;39;1,1;26;Muy buena / Oso ona;3;Muy buena / Oso ona;1,81
24/09/2017;01:00;;0,42;"Muy buena / ";0,38;;7;39;Muy buena / Oso ona;49;;20;Muy buena / Oso ona;2;Muy buena / Oso ona;
23/09/2017;24:00;0,3;0,4;"Muy buena / ";0,34;;7;44;Muy buena / Oso ona;55;0,8;15;Muy buena / Oso ona;2;Muy buena / Oso ona;1,65
23/09/2017;23:00;0,38;0,4;"Muy buena / ";0,32;;4;33;Muy buena / Oso ona;38;0,35;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,75
23/09/2017;22:00;0,24;0,38;"Muy buena / ";0,3;;3;24;Muy buena / Oso ona;27;0,35;8;Muy buena / Oso ona;2;Muy buena / Oso ona;0,76
23/09/2017;21:00;0,12;0,61;"Muy buena / ";0,28;;3;27;Muy buena / Oso ona;31;0,35;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,8
23/09/2017;20:00;0,5;0,43;"Muy buena / ";0,23;;4;30;Muy buena / Oso ona;35;0,35;33;Muy buena / Oso ona;2;Muy buena / Oso ona;0,78
23/09/2017;19:00;0,62;0,25;"Muy buena / ";0,2;;4;27;Muy buena / Oso ona;32;0,35;37;Muy buena / Oso ona;2;Muy buena / Oso ona;0,68
23/09/2017;18:00;0,24;0,15;"Muy buena / ";0,2;;3;22;Muy buena / Oso ona;26;0,35;29;Muy buena / Oso ona;3;Muy buena / Oso ona;0,57
23/09/2017;17:00;0,21;0,17;"Muy buena / ";0,2;;5;22;Muy buena / Oso ona;29;0,29;18;Muy buena / Oso ona;2;Muy buena / Oso ona;0,73
23/09/2017;16:00;0,21;0,2;"Muy buena / ";0,21;;7;22;Muy buena / Oso ona;32;0,36;14;Muy buena / Oso ona;2;Muy buena / Oso ona;0,85
23/09/2017;15:00;0,15;0,23;"Muy buena / ";0,22;;14;29;Muy buena / Oso ona;49;0,31;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,96
23/09/2017;14:00;0,17;0,22;"Muy buena / ";0,23;;10;22;Muy buena / Oso ona;37;0,33;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,65
23/09/2017;13:00;0,17;0,21;"Muy buena / ";0,23;;5;13;Muy buena / Oso ona;20;0,35;16;Muy buena / Oso ona;2;Muy buena / Oso ona;0,66
23/09/2017;12:00;0,2;0,2;"Muy buena / ";0,24;0,2;9;21;Muy buena / Oso ona;35;0,85;18;Muy buena / Oso ona;2;Muy buena / Oso ona;1,61
23/09/2017;11:00;0,23;0,21;"Muy buena / ";0,24;;11;27;Muy buena / Oso ona;45;0,51;17;Muy buena / Oso ona;3;Muy buena / Oso ona;1,4
23/09/2017;10:00;0,19;0,2;"Muy buena / ";0,25;;9;24;Muy buena / Oso ona;37;0,56;14;Muy buena / Oso ona;3;Muy buena / Oso ona;1,2
23/09/2017;09:00;0,35;0,22;"Muy buena / ";0,25;0,18;13;31;Muy buena / Oso ona;51;0,66;21;Muy buena / Oso ona;3;Muy buena / Oso ona;1,68
23/09/2017;08:00;0,42;0,27;"Muy buena / ";0,26;0,18;36;47;Muy buena / Oso ona;101;0,85;24;Muy buena / Oso ona;4;Muy buena / Oso ona;2,08
23/09/2017;07:00;0,23;0,28;"Muy buena / ";0,26;;22;43;Muy buena / Oso ona;76;0,51;21;Muy buena / Oso ona;4;Muy buena / Oso ona;2,3
23/09/2017;06:00;0,26;0,26;"Muy buena / ";0,27;0,18;15;34;Muy buena / Oso ona;56;0,66;25;Muy buena / Oso ona;3;Muy buena / Oso ona;5,53
23/09/2017;05:00;0,22;0,27;"Muy buena / ";0,27;0,15;11;27;Muy buena / Oso ona;43;0,53;25;Muy buena / Oso ona;3;Muy buena / Oso ona;1,07
23/09/2017;04:00;0,13;0,24;"Muy buena / ";0,26;0,12;5;24;Muy buena / Oso ona;32;0,64;22;Muy buena / Oso ona;2;Muy buena / Oso ona;0,99
23/09/2017;03:00;0,23;0,22;"Muy buena / ";0,27;0,18;4;18;Muy buena / Oso ona;23;0,66;21;Muy buena / Oso ona;2;Muy buena / Oso ona;1,2
23/09/2017;02:00;0,17;0,24;"Muy buena / ";0,27;0,25;5;22;Muy buena / Oso ona;29;1,04;30;Muy buena / Oso ona;2;Muy buena / Oso ona;2,14
23/09/2017;01:00;;0,31;"Muy buena / ";0,27;;15;32;Muy buena / Oso ona;54;;25;Muy buena / Oso ona;2;Muy buena / Oso ona;
22/09/2017;24:00;0,15;0,36;"Muy buena / ";0,25;0,35;23;40;Muy buena / Oso ona;75;1,54;21;Muy buena / Oso ona;2;Muy buena / Oso ona;3,38
22/09/2017;23:00;0,38;0,31;"Muy buena / ";0,25;0,25;20;45;Muy buena / Oso ona;75;0,91;15;Muy buena / Oso ona;2;Muy buena / Oso ona;1,86
22/09/2017;22:00;0,3;0,25;"Muy buena / ";0,24;0,18;5;38;Muy buena / Oso ona;45;0,77;17;Muy buena / Oso ona;2;Muy buena / Oso ona;1,4
22/09/2017;21:00;0,35;0,26;"Muy buena / ";0,25;0,27;5;44;Muy buena / Oso ona;52;1,13;24;Muy buena / Oso ona;1;Muy buena / Oso ona;2,09
22/09/2017;20:00;0,27;0,27;"Muy buena / ";0,24;0,23;12;54;Muy buena / Oso ona;72;1,03;21;Muy buena / Oso ona;2;Muy buena / Oso ona;2,01
22/09/2017;19:00;0,3;0,25;"Muy buena / ";0,24;0,21;6;52;Muy buena / Oso ona;61;1,01;19;Muy buena / Oso ona;2;Muy buena / Oso ona;1,9
22/09/2017;18:00;0,31;0,22;"Muy buena / ";0,24;0,2;5;47;Muy buena / Oso ona;54;0,92;16;Muy buena / Oso ona;2;Muy buena / Oso ona;1,77
22/09/2017;17:00;0,14;0,21;"Muy buena / ";0,24;;8;42;Muy buena / Oso ona;54;0,6;17;Muy buena / Oso ona;2;Muy buena / Oso ona;1,22
22/09/2017;16:00;0,16;0,26;"Muy buena / ";0,27;;7;25;Muy buena / Oso ona;35;0,35;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,58
22/09/2017;15:00;0,19;0,21;"Muy buena / ";0,3;;6;23;Muy buena / Oso ona;32;0,16;14;Muy buena / Oso ona;2;Muy buena / Oso ona;0,51
22/09/2017;14:00;0,21;0,35;"Muy buena / ";0,4;;5;23;Muy buena / Oso ona;31;0,35;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,65
22/09/2017;13:00;0,25;0,17;"Muy buena / ";0,41;0,19;5;21;Muy buena / Oso ona;29;0,67;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,87
22/09/2017;12:00;0,29;0,24;"Muy buena / ";0,46;;9;36;Muy buena / Oso ona;50;0,75;12;Muy buena / Oso ona;2;Muy buena / Oso ona;1,82
22/09/2017;11:00;0,3;0,26;"Muy buena / ";0,48;0,16;10;30;Muy buena / Oso ona;45;0,56;12;Muy buena / Oso ona;1;Muy buena / Oso ona;0,87
22/09/2017;10:00;0,3;0,27;"Muy buena / ";0,52;;7;35;Muy buena / Oso ona;45;0,53;13;Muy buena / Oso ona;1;Muy buena / Oso ona;1,15
22/09/2017;09:00;0,45;0,44;"Muy buena / ";0,56;0,17;6;27;Muy buena / Oso ona;36;0,56;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,94
22/09/2017;08:00;0,4;0,5;"Muy buena / ";0,59;;6;34;Muy buena / Oso ona;43;1,94;8;Muy buena / Oso ona;2;Muy buena / Oso ona;3,42
22/09/2017;07:00;0,31;0,98;"Muy buena / ";0,6;;5;25;Muy buena / Oso ona;33;0,11;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0,43
22/09/2017;06:00;0,42;0,43;"Muy buena / ";0,52;;3;16;Muy buena / Oso ona;20;0,16;4;Muy buena / Oso ona;1;Muy buena / Oso ona;0,22
22/09/2017;05:00;0,22;0,58;"Muy buena / ";0,53;;2;9;Muy buena / Oso ona;12;0,09;2;Muy buena / Oso ona;2;Muy buena / Oso ona;0,2
22/09/2017;04:00;0,49;0,46;"Muy buena / ";0,57;;2;5;Muy buena / Oso ona;9;0,09;3;Muy buena / Oso ona;2;Muy buena / Oso ona;0,23
22/09/2017;03:00;0,39;0,54;"Muy buena / ";0,6;;2;4;Muy buena / Oso ona;7;0,3;20;Muy buena / Oso ona;1;Muy buena / Oso ona;0,58
22/09/2017;02:00;0,9;0,9;"Muy buena / ";0,57;0,21;3;17;Muy buena / Oso ona;20;0,86;24;Muy buena / Oso ona;2;Muy buena / Oso ona;1,98
22/09/2017;01:00;;0,63;"Muy buena / ";0,53;;3;27;Muy buena / Oso ona;31;;16;Muy buena / Oso ona;2;Muy buena / Oso ona;
21/09/2017;24:00;0,27;0,41;"Muy buena / ";0,48;0,31;6;40;Muy buena / Oso ona;48;1,3;16;Muy buena / Oso ona;2;Muy buena / Oso ona;2,49
21/09/2017;23:00;0,4;0,45;"Muy buena / ";0,47;0,31;10;50;Muy buena / Oso ona;64;1,45;14;Muy buena / Oso ona;3;Muy buena / Oso ona;2,92
21/09/2017;22:00;0,49;0,51;"Muy buena / ";0,45;0,21;12;55;Muy buena / Oso ona;73;0,97;17;Muy buena / Oso ona;2;Muy buena / Oso ona;1,93
21/09/2017;21:00;0,66;0,81;"Muy buena / ";0,44;0,18;6;42;Muy buena / Oso ona;50;0,78;17;Muy buena / Oso ona;2;Muy buena / Oso ona;1,33
21/09/2017;20:00;0,32;0,66;"Muy buena / ";0,41;;5;44;Muy buena / Oso ona;52;0,45;19;Muy buena / Oso ona;2;Muy buena / Oso ona;0,9
21/09/2017;19:00;0,22;0,34;"Muy buena / ";0,43;;4;24;Muy buena / Oso ona;29;0,43;14;Muy buena / Oso ona;2;Muy buena / Oso ona;0,7
21/09/2017;18:00;0,14;0,31;"Muy buena / ";0,45;;4;16;Muy buena / Oso ona;22;0,18;8;Muy buena / Oso ona;2;Muy buena / Oso ona;0,4
21/09/2017;17:00;0,13;0,31;"Muy buena / ";0,48;;4;13;Muy buena / Oso ona;19;0,33;10;Muy buena / Oso ona;3;Muy buena / Oso ona;0,41
21/09/2017;16:00;0,2;0,33;"Muy buena / ";0,5;;4;11;Muy buena / Oso ona;17;0,43;13;Muy buena / Oso ona;3;Muy buena / Oso ona;0,65
21/09/2017;15:00;0,15;0,36;"Muy buena / ";0,52;0,17;5;13;Muy buena / Oso ona;20;0,56;15;Muy buena / Oso ona;3;Muy buena / Oso ona;0,71
21/09/2017;14:00;0,31;0,42;"Muy buena / ";0,53;0,33;6;16;Muy buena / Oso ona;25;1,4;28;Muy buena / Oso ona;4;Muy buena / Oso ona;0,98
21/09/2017;13:00;0,68;0,57;"Muy buena / ";0,52;0,42;10;27;Muy buena / Oso ona;42;1,66;33;Muy buena / Oso ona;6;Muy buena / Oso ona;2,03
21/09/2017;12:00;0,56;0,76;"Muy buena / ";0,49;0,45;13;34;Muy buena / Oso ona;53;2,27;38;Muy buena / Oso ona;13;Muy buena / Oso ona;4,06
21/09/2017;11:00;0,48;0,57;"Muy buena / ";0,43;1,13;48;55;Muy buena / Oso ona;128;4,39;44;Buena / Ona;16;Muy buena / Oso ona;8,78
21/09/2017;10:00;0,21;0,55;"Muy buena / ";0,39;1,57;87;59;Muy buena / Oso ona;192;5,56;41;Buena / Ona;11;Muy buena / Oso ona;10,74
21/09/2017;09:00;0,36;0,48;"Muy buena / ";0,37;0,97;89;52;Muy buena / Oso ona;187;3,93;42;Buena / Ona;15;Muy buena / Oso ona;6,41
21/09/2017;08:00;0,13;0,44;"Muy buena / ";0,35;0,73;108;47;Muy buena / Oso ona;213;2,97;42;Buena / Ona;12;Muy buena / Oso ona;5,99
21/09/2017;07:00;0,21;0,44;"Muy buena / ";0,33;0,43;105;43;Muy buena / Oso ona;203;1,75;29;Muy buena / Oso ona;10;Muy buena / Oso ona;4,27
21/09/2017;06:00;0,4;0,36;"Muy buena / ";0,32;0,31;56;38;Muy buena / Oso ona;123;1,15;29;Muy buena / Oso ona;8;Muy buena / Oso ona;2,84
21/09/2017;05:00;0,06;0,31;"Muy buena / ";0,33;0,31;26;35;Muy buena / Oso ona;74;1,19;29;Muy buena / Oso ona;7;Muy buena / Oso ona;2,39
21/09/2017;04:00;0,37;0,28;"Muy buena / ";0,36;0,33;22;34;Muy buena / Oso ona;68;1,23;25;Muy buena / Oso ona;7;Muy buena / Oso ona;2,73
21/09/2017;03:00;0,42;0,27;"Muy buena / ";0,37;0,44;16;34;Muy buena / Oso ona;58;1,45;27;Muy buena / Oso ona;6;Muy buena / Oso ona;2,97
21/09/2017;02:00;0,13;0,28;"Muy buena / ";0,38;0,44;15;38;Muy buena / Oso ona;61;1,6;30;Muy buena / Oso ona;6;Muy buena / Oso ona;2,83
21/09/2017;01:00;;0,33;"Muy buena / ";0,36;;27;40;Muy buena / Oso ona;81;;24;Muy buena / Oso ona;5;Muy buena / Oso ona;
20/09/2017;24:00;0,25;0,35;"Muy buena / ";0,34;0,5;24;43;Muy buena / Oso ona;80;2,1;19;Muy buena / Oso ona;5;Muy buena / Oso ona;3,57
20/09/2017;23:00;0,32;0,37;"Muy buena / ";0,33;0,71;22;49;Muy buena / Oso ona;82;2,78;19;Muy buena / Oso ona;5;Muy buena / Oso ona;4,03
20/09/2017;22:00;0,47;0,4;"Muy buena / ";0,3;0,95;25;56;Muy buena / Oso ona;93;3,87;20;Muy buena / Oso ona;4;Muy buena / Oso ona;5,66
20/09/2017;21:00;0,52;0,49;"Muy buena / ";0,26;0,55;55;69;Muy buena / Oso ona;154;2,24;13;Muy buena / Oso ona;3;Muy buena / Oso ona;5,05
20/09/2017;20:00;0,39;0,33;"Muy buena / ";0,23;0,37;9;54;Muy buena / Oso ona;68;1,41;13;Muy buena / Oso ona;3;Muy buena / Oso ona;2,27
20/09/2017;19:00;0,51;0,37;"Muy buena / ";0,21;0,35;8;66;Muy buena / Oso ona;77;1,38;16;Muy buena / Oso ona;3;Muy buena / Oso ona;2,58
20/09/2017;18:00;0,47;0,22;"Muy buena / ";0,19;0,2;9;47;Muy buena / Oso ona;60;0,74;21;Muy buena / Oso ona;2;Muy buena / Oso ona;1,19
20/09/2017;17:00;0,35;0,2;"Muy buena / ";0,2;0,22;8;37;Muy buena / Oso ona;49;0,83;19;Muy buena / Oso ona;3;Muy buena / Oso ona;1,25
20/09/2017;16:00;0,25;0,24;"Muy buena / ";0,22;0,13;9;32;Muy buena / Oso ona;46;0,52;19;Muy buena / Oso ona;3;Muy buena / Oso ona;0,93
20/09/2017;15:00;0,31;0,13;"Muy buena / ";0,23;0,1;;;Sin datos / Daturik gabe;41;0,37;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,83
20/09/2017;14:00;;0,15;"Muy buena / ";0,26;0,19;;;Sin datos / Daturik gabe;;0,61;13;Muy buena / Oso ona;3;Muy buena / Oso ona;1,44
20/09/2017;13:00;;0,18;"Muy buena / ";0,28;0,18;;;Sin datos / Daturik gabe;;0,77;16;Muy buena / Oso ona;4;Muy buena / Oso ona;1,71
20/09/2017;12:00;0,16;0,19;"Muy buena / ";0,29;0,29;75;45;Muy buena / Oso ona;159;1,27;24;Muy buena / Oso ona;4;Muy buena / Oso ona;2,41
20/09/2017;11:00;;0,25;"Muy buena / ";0,29;0,38;79;46;Muy buena / Oso ona;166;1,5;23;Muy buena / Oso ona;5;Muy buena / Oso ona;3,24
20/09/2017;10:00;;0,27;"Muy buena / ";0,29;0,44;92;43;Muy buena / Oso ona;183;1,67;23;Muy buena / Oso ona;7;Muy buena / Oso ona;4,04
20/09/2017;09:00;0,25;0,34;"Muy buena / ";0,29;0,53;;;Sin datos / Daturik gabe;201;2,08;31;Muy buena / Oso ona;11;Muy buena / Oso ona;3,64
20/09/2017;08:00;0,16;0,33;"Muy buena / ";0,28;0,4;;;Sin datos / Daturik gabe;;1,66;32;Muy buena / Oso ona;9;Muy buena / Oso ona;4,19
20/09/2017;07:00;;0,33;"Muy buena / ";0,27;21,05;109;42;Muy buena / Oso ona;208;42,69;28;Muy buena / Oso ona;7;Muy buena / Oso ona;20,6
20/09/2017;06:00;15,65;0,31;"Muy buena / ";0,26;20,94;76;38;Muy buena / Oso ona;153;42,22;24;Muy buena / Oso ona;7;Muy buena / Oso ona;19,46
20/09/2017;05:00;0,12;0,26;"Muy buena / ";0,26;0,18;48;32;Muy buena / Oso ona;105;0,66;21;Muy buena / Oso ona;6;Muy buena / Oso ona;0,21
20/09/2017;04:00;0,23;0,23;"Muy buena / ";0,26;0,18;38;31;Muy buena / Oso ona;89;0,76;21;Muy buena / Oso ona;6;Muy buena / Oso ona;1,03
20/09/2017;03:00;0,26;0,23;"Muy buena / ";0,26;0,18;35;32;Muy buena / Oso ona;85;0,78;17;Muy buena / Oso ona;6;Muy buena / Oso ona;1,18
20/09/2017;02:00;0,37;0,24;"Muy buena / ";0,25;0,18;27;30;Muy buena / Oso ona;70;0,92;28;Muy buena / Oso ona;5;Muy buena / Oso ona;1,4
20/09/2017;01:00;;0,25;"Muy buena / ";0,24;;25;35;Muy buena / Oso ona;73;;29;Muy buena / Oso ona;6;Muy buena / Oso ona;
19/09/2017;24:00;;0,28;"Muy buena / ";0,24;0,25;22;37;Muy buena / Oso ona;69;1,1;26;Muy buena / Oso ona;5;Muy buena / Oso ona;1,47
19/09/2017;23:00;0,12;0,29;"Muy buena / ";0,25;0,31;23;43;Muy buena / Oso ona;79;1,32;21;Muy buena / Oso ona;3;Muy buena / Oso ona;2,45
19/09/2017;22:00;0,18;0,3;"Muy buena / ";0,23;0,25;28;59;Muy buena / Oso ona;102;1,02;10;Muy buena / Oso ona;2;Muy buena / Oso ona;2,2
19/09/2017;21:00;0,27;0,25;"Muy buena / ";0,22;;19;44;Muy buena / Oso ona;72;0,45;5;Muy buena / Oso ona;2;Muy buena / Oso ona;0,98
19/09/2017;20:00;0,24;0,24;"Muy buena / ";0,22;;13;35;Muy buena / Oso ona;55;0,31;2;Muy buena / Oso ona;2;Muy buena / Oso ona;0,86
19/09/2017;19:00;0,13;0,21;"Muy buena / ";0,21;;11;21;Muy buena / Oso ona;38;0,09;5;Muy buena / Oso ona;2;Muy buena / Oso ona;0,39
19/09/2017;18:00;0,13;0,19;"Muy buena / ";0,2;;11;15;Muy buena / Oso ona;31;0,09;6;Muy buena / Oso ona;2;Muy buena / Oso ona;0,39
19/09/2017;17:00;0,21;0,25;"Muy buena / ";0,21;;12;12;Muy buena / Oso ona;29;0,2;6;Muy buena / Oso ona;2;Muy buena / Oso ona;0,49
19/09/2017;16:00;0,14;0,25;"Muy buena / ";0,22;;13;17;Muy buena / Oso ona;36;0,22;2;Muy buena / Oso ona;2;Muy buena / Oso ona;0,43
19/09/2017;15:00;0,13;0,19;"Muy buena / ";0,23;;10;13;Muy buena / Oso ona;29;0,11;3;Muy buena / Oso ona;2;Muy buena / Oso ona;0,28
19/09/2017;14:00;0,12;0,2;"Muy buena / ";0,24;;12;13;Muy buena / Oso ona;30;0,09;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0,27
19/09/2017;13:00;0,12;0,22;"Muy buena / ";0,25;;12;12;Muy buena / Oso ona;30;0,2;6;Muy buena / Oso ona;2;Muy buena / Oso ona;0,32
19/09/2017;12:00;0,13;0,15;"Muy buena / ";0,25;0,28;12;13;Muy buena / Oso ona;31;0,8;4;Muy buena / Oso ona;3;Muy buena / Oso ona;0,47
19/09/2017;11:00;0,13;0,17;"Muy buena / ";0,27;0,2;18;25;Muy buena / Oso ona;52;0,97;13;Muy buena / Oso ona;5;Muy buena / Oso ona;1,42
19/09/2017;10:00;0,37;0,25;"Muy buena / ";0,28;0,31;42;47;Muy buena / Oso ona;110;1,3;19;Muy buena / Oso ona;8;Muy buena / Oso ona;2,58
19/09/2017;09:00;;0,29;"Muy buena / ";0,28;0,43;64;48;Muy buena / Oso ona;145;1,74;25;Muy buena / Oso ona;6;Muy buena / Oso ona;2,72
19/09/2017;08:00;;0,34;"Muy buena / ";0,36;0,41;79;50;Muy buena / Oso ona;171;1,62;25;Muy buena / Oso ona;4;Muy buena / Oso ona;2,7
