Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
11/02/2017;06:00;1;3;Muy buena / Oso ona;5;10;Muy buena / Oso ona;;
11/02/2017;05:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;;
11/02/2017;04:00;1;2;Muy buena / Oso ona;4;10;Muy buena / Oso ona;;
11/02/2017;03:00;1;2;Muy buena / Oso ona;4;11;Muy buena / Oso ona;;
11/02/2017;02:00;1;4;Muy buena / Oso ona;6;13;Muy buena / Oso ona;;
11/02/2017;01:00;1;5;Muy buena / Oso ona;7;12;Muy buena / Oso ona;;
10/02/2017;24:00;1;7;Muy buena / Oso ona;9;14;Muy buena / Oso ona;;
10/02/2017;23:00;2;22;Muy buena / Oso ona;25;18;Muy buena / Oso ona;;
10/02/2017;22:00;2;21;Muy buena / Oso ona;24;20;Muy buena / Oso ona;;
10/02/2017;21:00;2;29;Muy buena / Oso ona;31;21;Muy buena / Oso ona;;
10/02/2017;20:00;1;16;Muy buena / Oso ona;18;17;Muy buena / Oso ona;;
10/02/2017;19:00;1;18;Muy buena / Oso ona;20;15;Muy buena / Oso ona;;
10/02/2017;18:00;1;17;Muy buena / Oso ona;19;16;Muy buena / Oso ona;;
10/02/2017;17:00;1;14;Muy buena / Oso ona;16;13;Muy buena / Oso ona;;
10/02/2017;16:00;2;12;Muy buena / Oso ona;15;13;Muy buena / Oso ona;;
10/02/2017;15:00;3;10;Muy buena / Oso ona;14;12;Muy buena / Oso ona;;
10/02/2017;14:00;2;9;Muy buena / Oso ona;12;11;Muy buena / Oso ona;;
10/02/2017;13:00;2;9;Muy buena / Oso ona;12;13;Muy buena / Oso ona;;
10/02/2017;12:00;3;8;Muy buena / Oso ona;12;11;Muy buena / Oso ona;;
10/02/2017;11:00;3;11;Muy buena / Oso ona;14;12;Muy buena / Oso ona;;
10/02/2017;10:00;2;11;Muy buena / Oso ona;15;11;Muy buena / Oso ona;;
10/02/2017;09:00;2;12;Muy buena / Oso ona;14;9;Muy buena / Oso ona;;
10/02/2017;08:00;1;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;;
10/02/2017;07:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;;
10/02/2017;06:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;;
10/02/2017;05:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;;
10/02/2017;04:00;1;14;Muy buena / Oso ona;16;9;Muy buena / Oso ona;;
10/02/2017;03:00;1;32;Muy buena / Oso ona;34;11;Muy buena / Oso ona;;
10/02/2017;02:00;4;43;Muy buena / Oso ona;49;14;Muy buena / Oso ona;;
10/02/2017;01:00;5;31;Muy buena / Oso ona;38;13;Muy buena / Oso ona;;
09/02/2017;24:00;3;35;Muy buena / Oso ona;40;13;Muy buena / Oso ona;;
09/02/2017;23:00;10;48;Muy buena / Oso ona;63;19;Muy buena / Oso ona;;
09/02/2017;22:00;51;62;Muy buena / Oso ona;140;30;Muy buena / Oso ona;;
09/02/2017;21:00;31;62;Muy buena / Oso ona;110;24;Muy buena / Oso ona;;
09/02/2017;20:00;20;67;Muy buena / Oso ona;97;24;Muy buena / Oso ona;;
09/02/2017;19:00;6;50;Muy buena / Oso ona;59;22;Muy buena / Oso ona;;
09/02/2017;18:00;4;42;Muy buena / Oso ona;48;17;Muy buena / Oso ona;;
09/02/2017;17:00;3;24;Muy buena / Oso ona;27;8;Muy buena / Oso ona;;
09/02/2017;16:00;2;15;Muy buena / Oso ona;18;6;Muy buena / Oso ona;;
09/02/2017;15:00;4;15;Muy buena / Oso ona;21;9;Muy buena / Oso ona;;
09/02/2017;14:00;5;15;Muy buena / Oso ona;22;7;Muy buena / Oso ona;;
09/02/2017;13:00;2;8;Muy buena / Oso ona;11;5;Muy buena / Oso ona;;
09/02/2017;12:00;10;28;Muy buena / Oso ona;43;8;Muy buena / Oso ona;;
09/02/2017;11:00;12;34;Muy buena / Oso ona;52;12;Muy buena / Oso ona;;
09/02/2017;10:00;3;19;Muy buena / Oso ona;24;4;Muy buena / Oso ona;;
09/02/2017;09:00;4;25;Muy buena / Oso ona;30;4;Muy buena / Oso ona;;
09/02/2017;08:00;41;61;Muy buena / Oso ona;124;12;Muy buena / Oso ona;;
09/02/2017;07:00;8;33;Muy buena / Oso ona;45;7;Muy buena / Oso ona;;
09/02/2017;06:00;1;12;Muy buena / Oso ona;14;5;Muy buena / Oso ona;;
09/02/2017;05:00;1;10;Muy buena / Oso ona;12;6;Muy buena / Oso ona;;
09/02/2017;04:00;1;5;Muy buena / Oso ona;7;6;Muy buena / Oso ona;;
09/02/2017;03:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;;
09/02/2017;02:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;;
09/02/2017;01:00;1;9;Muy buena / Oso ona;11;5;Muy buena / Oso ona;;
08/02/2017;24:00;1;14;Muy buena / Oso ona;16;6;Muy buena / Oso ona;;
08/02/2017;23:00;1;21;Muy buena / Oso ona;23;7;Muy buena / Oso ona;;
08/02/2017;22:00;1;28;Muy buena / Oso ona;30;6;Muy buena / Oso ona;;
08/02/2017;21:00;1;34;Muy buena / Oso ona;36;7;Muy buena / Oso ona;;
08/02/2017;20:00;3;41;Muy buena / Oso ona;46;9;Muy buena / Oso ona;;
08/02/2017;19:00;6;45;Muy buena / Oso ona;55;8;Muy buena / Oso ona;;
08/02/2017;18:00;4;39;Muy buena / Oso ona;45;7;Muy buena / Oso ona;;
08/02/2017;17:00;4;41;Muy buena / Oso ona;47;9;Muy buena / Oso ona;;
08/02/2017;16:00;4;28;Muy buena / Oso ona;34;6;Muy buena / Oso ona;;
08/02/2017;15:00;5;24;Muy buena / Oso ona;32;4;Muy buena / Oso ona;;
08/02/2017;14:00;5;22;Muy buena / Oso ona;30;7;Muy buena / Oso ona;;
08/02/2017;13:00;6;24;Muy buena / Oso ona;33;7;Muy buena / Oso ona;;
08/02/2017;12:00;6;24;Muy buena / Oso ona;32;10;Muy buena / Oso ona;;
08/02/2017;11:00;6;27;Muy buena / Oso ona;36;7;Muy buena / Oso ona;;
08/02/2017;10:00;4;31;Muy buena / Oso ona;38;10;Muy buena / Oso ona;;
08/02/2017;09:00;5;44;Muy buena / Oso ona;52;10;Muy buena / Oso ona;;
08/02/2017;08:00;4;39;Muy buena / Oso ona;44;7;Muy buena / Oso ona;;
08/02/2017;07:00;2;25;Muy buena / Oso ona;29;10;Muy buena / Oso ona;;
08/02/2017;06:00;1;10;Muy buena / Oso ona;12;4;Muy buena / Oso ona;;
08/02/2017;05:00;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;;
08/02/2017;04:00;1;5;Muy buena / Oso ona;7;4;Muy buena / Oso ona;;
08/02/2017;03:00;1;4;Muy buena / Oso ona;6;2;Muy buena / Oso ona;;
08/02/2017;02:00;1;4;Muy buena / Oso ona;6;3;Muy buena / Oso ona;;
08/02/2017;01:00;1;3;Muy buena / Oso ona;5;4;Muy buena / Oso ona;;
07/02/2017;24:00;1;4;Muy buena / Oso ona;6;5;Muy buena / Oso ona;;
07/02/2017;23:00;1;7;Muy buena / Oso ona;9;4;Muy buena / Oso ona;;
07/02/2017;22:00;1;11;Muy buena / Oso ona;13;8;Muy buena / Oso ona;;
07/02/2017;21:00;1;22;Muy buena / Oso ona;24;8;Muy buena / Oso ona;;
07/02/2017;20:00;2;21;Muy buena / Oso ona;24;5;Muy buena / Oso ona;;
07/02/2017;19:00;3;24;Muy buena / Oso ona;28;7;Muy buena / Oso ona;;
07/02/2017;18:00;5;37;Muy buena / Oso ona;44;12;Muy buena / Oso ona;;
07/02/2017;17:00;3;29;Muy buena / Oso ona;33;8;Muy buena / Oso ona;;
07/02/2017;16:00;3;29;Muy buena / Oso ona;33;6;Muy buena / Oso ona;;
07/02/2017;15:00;5;30;Muy buena / Oso ona;37;9;Muy buena / Oso ona;;
07/02/2017;14:00;4;30;Muy buena / Oso ona;36;10;Muy buena / Oso ona;;
07/02/2017;13:00;3;23;Muy buena / Oso ona;27;13;Muy buena / Oso ona;;
07/02/2017;12:00;2;12;Muy buena / Oso ona;15;11;Muy buena / Oso ona;;
07/02/2017;11:00;4;19;Muy buena / Oso ona;24;14;Muy buena / Oso ona;;
07/02/2017;10:00;2;31;Muy buena / Oso ona;34;15;Muy buena / Oso ona;;
07/02/2017;09:00;3;31;Muy buena / Oso ona;36;10;Muy buena / Oso ona;;
07/02/2017;08:00;19;50;Muy buena / Oso ona;79;13;Muy buena / Oso ona;;
07/02/2017;07:00;3;40;Muy buena / Oso ona;44;12;Muy buena / Oso ona;;
07/02/2017;06:00;1;13;Muy buena / Oso ona;15;11;Muy buena / Oso ona;;
07/02/2017;05:00;1;7;Muy buena / Oso ona;9;13;Muy buena / Oso ona;;
07/02/2017;04:00;1;4;Muy buena / Oso ona;6;12;Muy buena / Oso ona;;
07/02/2017;03:00;1;2;Muy buena / Oso ona;4;11;Muy buena / Oso ona;;
07/02/2017;02:00;1;4;Muy buena / Oso ona;6;13;Muy buena / Oso ona;;
07/02/2017;01:00;1;20;Muy buena / Oso ona;22;12;Muy buena / Oso ona;;
06/02/2017;24:00;5;29;Muy buena / Oso ona;36;13;Muy buena / Oso ona;;
06/02/2017;23:00;16;45;Muy buena / Oso ona;69;12;Muy buena / Oso ona;;
06/02/2017;22:00;8;46;Muy buena / Oso ona;58;13;Muy buena / Oso ona;;
06/02/2017;21:00;59;60;Muy buena / Oso ona;151;21;Muy buena / Oso ona;;
06/02/2017;20:00;36;58;Muy buena / Oso ona;113;18;Muy buena / Oso ona;;
06/02/2017;19:00;17;51;Muy buena / Oso ona;76;15;Muy buena / Oso ona;;
06/02/2017;18:00;15;51;Muy buena / Oso ona;74;13;Muy buena / Oso ona;;
06/02/2017;17:00;30;55;Muy buena / Oso ona;101;14;Muy buena / Oso ona;;
06/02/2017;16:00;17;44;Muy buena / Oso ona;69;13;Muy buena / Oso ona;;
06/02/2017;15:00;12;42;Muy buena / Oso ona;60;11;Muy buena / Oso ona;;
06/02/2017;14:00;14;50;Muy buena / Oso ona;71;11;Muy buena / Oso ona;;
06/02/2017;13:00;9;42;Muy buena / Oso ona;56;10;Muy buena / Oso ona;;
06/02/2017;12:00;5;28;Muy buena / Oso ona;36;9;Muy buena / Oso ona;;
06/02/2017;11:00;5;24;Muy buena / Oso ona;32;7;Muy buena / Oso ona;;
06/02/2017;10:00;5;35;Muy buena / Oso ona;42;8;Muy buena / Oso ona;;
06/02/2017;09:00;2;28;Muy buena / Oso ona;31;7;Muy buena / Oso ona;;
06/02/2017;08:00;2;28;Muy buena / Oso ona;31;6;Muy buena / Oso ona;;
06/02/2017;07:00;1;19;Muy buena / Oso ona;21;5;Muy buena / Oso ona;;
06/02/2017;06:00;1;9;Muy buena / Oso ona;11;7;Muy buena / Oso ona;;
06/02/2017;05:00;1;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;;
06/02/2017;04:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;;
06/02/2017;03:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;;
06/02/2017;02:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;;
06/02/2017;01:00;1;3;Muy buena / Oso ona;5;5;Muy buena / Oso ona;;
05/02/2017;24:00;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;;
05/02/2017;23:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;;
05/02/2017;22:00;1;9;Muy buena / Oso ona;11;8;Muy buena / Oso ona;;
05/02/2017;21:00;1;16;Muy buena / Oso ona;18;13;Muy buena / Oso ona;;
05/02/2017;20:00;1;15;Muy buena / Oso ona;17;14;Muy buena / Oso ona;;
05/02/2017;19:00;2;16;Muy buena / Oso ona;20;13;Muy buena / Oso ona;;
05/02/2017;18:00;1;14;Muy buena / Oso ona;16;10;Muy buena / Oso ona;;
05/02/2017;17:00;1;13;Muy buena / Oso ona;16;4;Muy buena / Oso ona;;
05/02/2017;16:00;2;13;Muy buena / Oso ona;16;6;Muy buena / Oso ona;;
05/02/2017;15:00;2;8;Muy buena / Oso ona;11;6;Muy buena / Oso ona;;
05/02/2017;14:00;2;8;Muy buena / Oso ona;11;5;Muy buena / Oso ona;;
05/02/2017;13:00;2;10;Muy buena / Oso ona;13;5;Muy buena / Oso ona;;
05/02/2017;12:00;2;9;Muy buena / Oso ona;12;4;Muy buena / Oso ona;;
05/02/2017;11:00;2;11;Muy buena / Oso ona;14;6;Muy buena / Oso ona;;
05/02/2017;10:00;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;;
05/02/2017;09:00;1;5;Muy buena / Oso ona;7;6;Muy buena / Oso ona;;
05/02/2017;08:00;1;9;Muy buena / Oso ona;11;5;Muy buena / Oso ona;;
05/02/2017;07:00;1;11;Muy buena / Oso ona;13;6;Muy buena / Oso ona;;
05/02/2017;06:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;;
05/02/2017;05:00;1;3;Muy buena / Oso ona;5;4;Muy buena / Oso ona;;
05/02/2017;04:00;1;2;Muy buena / Oso ona;4;5;Muy buena / Oso ona;;
05/02/2017;03:00;1;2;Muy buena / Oso ona;4;3;Muy buena / Oso ona;;
05/02/2017;02:00;1;4;Muy buena / Oso ona;6;6;Muy buena / Oso ona;;
05/02/2017;01:00;1;2;Muy buena / Oso ona;4;6;Muy buena / Oso ona;;
04/02/2017;24:00;1;2;Muy buena / Oso ona;4;6;Muy buena / Oso ona;;
04/02/2017;23:00;1;3;Muy buena / Oso ona;5;6;Muy buena / Oso ona;;
04/02/2017;22:00;1;4;Muy buena / Oso ona;6;6;Muy buena / Oso ona;;
04/02/2017;21:00;1;6;Muy buena / Oso ona;8;4;Muy buena / Oso ona;;
04/02/2017;20:00;1;7;Muy buena / Oso ona;9;4;Muy buena / Oso ona;;
04/02/2017;19:00;1;8;Muy buena / Oso ona;10;4;Muy buena / Oso ona;;
04/02/2017;18:00;1;10;Muy buena / Oso ona;12;4;Muy buena / Oso ona;;
04/02/2017;17:00;1;14;Muy buena / Oso ona;16;6;Muy buena / Oso ona;;
04/02/2017;16:00;1;17;Muy buena / Oso ona;19;4;Muy buena / Oso ona;;
04/02/2017;15:00;2;21;Muy buena / Oso ona;25;4;Muy buena / Oso ona;;
04/02/2017;14:00;2;22;Muy buena / Oso ona;24;4;Muy buena / Oso ona;;
04/02/2017;13:00;1;11;Muy buena / Oso ona;13;4;Muy buena / Oso ona;;
04/02/2017;12:00;1;9;Muy buena / Oso ona;11;4;Muy buena / Oso ona;;
04/02/2017;11:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;;
04/02/2017;10:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;;
04/02/2017;09:00;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;;
04/02/2017;08:00;1;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona;;
04/02/2017;07:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;;
04/02/2017;06:00;1;3;Muy buena / Oso ona;5;9;Muy buena / Oso ona;;
04/02/2017;05:00;1;1;Muy buena / Oso ona;3;7;Muy buena / Oso ona;;
04/02/2017;04:00;1;2;Muy buena / Oso ona;4;5;Muy buena / Oso ona;;
04/02/2017;03:00;1;2;Muy buena / Oso ona;4;12;Muy buena / Oso ona;;
04/02/2017;02:00;1;2;Muy buena / Oso ona;4;10;Muy buena / Oso ona;;
04/02/2017;01:00;1;2;Muy buena / Oso ona;4;10;Muy buena / Oso ona;;
03/02/2017;24:00;1;2;Muy buena / Oso ona;4;9;Muy buena / Oso ona;;
03/02/2017;23:00;1;2;Muy buena / Oso ona;4;4;Muy buena / Oso ona;;
03/02/2017;22:00;1;5;Muy buena / Oso ona;7;4;Muy buena / Oso ona;;
03/02/2017;21:00;1;7;Muy buena / Oso ona;9;6;Muy buena / Oso ona;;
03/02/2017;20:00;1;12;Muy buena / Oso ona;14;10;Muy buena / Oso ona;;
03/02/2017;19:00;1;28;Muy buena / Oso ona;30;20;Muy buena / Oso ona;;
03/02/2017;18:00;1;18;Muy buena / Oso ona;20;17;Muy buena / Oso ona;;
03/02/2017;17:00;1;10;Muy buena / Oso ona;12;17;Muy buena / Oso ona;;
03/02/2017;16:00;1;10;Muy buena / Oso ona;12;17;Muy buena / Oso ona;;
03/02/2017;15:00;2;9;Muy buena / Oso ona;11;15;Muy buena / Oso ona;;
03/02/2017;14:00;2;9;Muy buena / Oso ona;12;13;Muy buena / Oso ona;;
03/02/2017;13:00;2;8;Muy buena / Oso ona;11;14;Muy buena / Oso ona;;
03/02/2017;12:00;2;7;Muy buena / Oso ona;10;13;Muy buena / Oso ona;;
03/02/2017;11:00;2;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;;
03/02/2017;10:00;1;7;Muy buena / Oso ona;9;10;Muy buena / Oso ona;;
03/02/2017;09:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;;
03/02/2017;08:00;1;5;Muy buena / Oso ona;7;9;Muy buena / Oso ona;;
03/02/2017;07:00;1;6;Muy buena / Oso ona;8;4;Muy buena / Oso ona;;
03/02/2017;06:00;1;3;Muy buena / Oso ona;5;4;Muy buena / Oso ona;;
03/02/2017;05:00;1;4;Muy buena / Oso ona;6;4;Muy buena / Oso ona;;
03/02/2017;04:00;1;3;Muy buena / Oso ona;5;4;Muy buena / Oso ona;;
03/02/2017;03:00;1;2;Muy buena / Oso ona;4;7;Muy buena / Oso ona;;
03/02/2017;02:00;1;2;Muy buena / Oso ona;4;9;Muy buena / Oso ona;;
03/02/2017;01:00;1;2;Muy buena / Oso ona;4;9;Muy buena / Oso ona;;
02/02/2017;24:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;;
02/02/2017;23:00;1;5;Muy buena / Oso ona;7;7;Muy buena / Oso ona;;
02/02/2017;22:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;;
02/02/2017;21:00;1;9;Muy buena / Oso ona;11;7;Muy buena / Oso ona;;
02/02/2017;20:00;1;10;Muy buena / Oso ona;12;7;Muy buena / Oso ona;;
02/02/2017;19:00;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;;
02/02/2017;18:00;1;8;Muy buena / Oso ona;10;5;Muy buena / Oso ona;;
02/02/2017;17:00;1;9;Muy buena / Oso ona;11;7;Muy buena / Oso ona;;
02/02/2017;16:00;1;8;Muy buena / Oso ona;11;6;Muy buena / Oso ona;;
02/02/2017;15:00;1;10;Muy buena / Oso ona;12;5;Muy buena / Oso ona;;
02/02/2017;14:00;2;12;Muy buena / Oso ona;15;6;Muy buena / Oso ona;;
02/02/2017;13:00;2;18;Muy buena / Oso ona;21;7;Muy buena / Oso ona;;
02/02/2017;12:00;2;12;Muy buena / Oso ona;15;4;Muy buena / Oso ona;;
02/02/2017;11:00;1;11;Muy buena / Oso ona;13;5;Muy buena / Oso ona;;
02/02/2017;10:00;1;10;Muy buena / Oso ona;12;4;Muy buena / Oso ona;;
02/02/2017;09:00;1;16;Muy buena / Oso ona;19;4;Muy buena / Oso ona;;
02/02/2017;08:00;1;13;Muy buena / Oso ona;15;3;Muy buena / Oso ona;;
02/02/2017;07:00;1;17;Muy buena / Oso ona;19;3;Muy buena / Oso ona;;
02/02/2017;06:00;1;7;Muy buena / Oso ona;9;5;Muy buena / Oso ona;;
02/02/2017;05:00;1;7;Muy buena / Oso ona;9;3;Muy buena / Oso ona;;
02/02/2017;04:00;1;5;Muy buena / Oso ona;7;3;Muy buena / Oso ona;;
02/02/2017;03:00;1;4;Muy buena / Oso ona;6;3;Muy buena / Oso ona;;
02/02/2017;02:00;1;3;Muy buena / Oso ona;5;3;Muy buena / Oso ona;;
02/02/2017;01:00;1;3;Muy buena / Oso ona;5;3;Muy buena / Oso ona;;
01/02/2017;24:00;1;5;Muy buena / Oso ona;7;7;Muy buena / Oso ona;;
01/02/2017;23:00;1;10;Muy buena / Oso ona;12;7;Muy buena / Oso ona;;
01/02/2017;22:00;1;17;Muy buena / Oso ona;19;7;Muy buena / Oso ona;;
01/02/2017;21:00;2;28;Muy buena / Oso ona;31;9;Muy buena / Oso ona;;
01/02/2017;20:00;3;38;Muy buena / Oso ona;43;8;Muy buena / Oso ona;;
01/02/2017;19:00;1;24;Muy buena / Oso ona;26;5;Muy buena / Oso ona;;
01/02/2017;18:00;2;20;Muy buena / Oso ona;22;6;Muy buena / Oso ona;;
01/02/2017;17:00;2;19;Muy buena / Oso ona;22;6;Muy buena / Oso ona;;
01/02/2017;16:00;2;15;Muy buena / Oso ona;18;3;Muy buena / Oso ona;;
01/02/2017;15:00;2;19;Muy buena / Oso ona;22;4;Muy buena / Oso ona;;
01/02/2017;14:00;2;13;Muy buena / Oso ona;16;;Sin datos / Daturik gabe;;
01/02/2017;13:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;
01/02/2017;12:00;5;15;Muy buena / Oso ona;23;15;Muy buena / Oso ona;;
01/02/2017;11:00;4;10;Muy buena / Oso ona;16;15;Muy buena / Oso ona;;
01/02/2017;10:00;20;24;Muy buena / Oso ona;54;19;Muy buena / Oso ona;;
01/02/2017;09:00;47;31;Muy buena / Oso ona;103;36;Muy buena / Oso ona;;
01/02/2017;08:00;91;37;Muy buena / Oso ona;176;51;Buena / Ona;;
01/02/2017;07:00;58;28;Muy buena / Oso ona;117;34;Muy buena / Oso ona;;
01/02/2017;06:00;22;22;Muy buena / Oso ona;55;24;Muy buena / Oso ona;;
01/02/2017;05:00;11;19;Muy buena / Oso ona;35;22;Muy buena / Oso ona;;
01/02/2017;04:00;6;18;Muy buena / Oso ona;28;23;Muy buena / Oso ona;;
01/02/2017;03:00;11;20;Muy buena / Oso ona;36;26;Muy buena / Oso ona;;
01/02/2017;02:00;11;21;Muy buena / Oso ona;37;20;Muy buena / Oso ona;;
01/02/2017;01:00;7;20;Muy buena / Oso ona;30;15;Muy buena / Oso ona;;
31/01/2017;24:00;8;22;Muy buena / Oso ona;35;14;Muy buena / Oso ona;;
31/01/2017;23:00;17;27;Muy buena / Oso ona;53;19;Muy buena / Oso ona;;
31/01/2017;22:00;42;34;Muy buena / Oso ona;98;26;Muy buena / Oso ona;;
31/01/2017;21:00;77;36;Muy buena / Oso ona;154;43;Buena / Ona;;
31/01/2017;20:00;48;32;Muy buena / Oso ona;105;37;Muy buena / Oso ona;;
31/01/2017;19:00;93;43;Muy buena / Oso ona;185;66;Mejorable / Hobetzeko modukoa;;
31/01/2017;18:00;62;40;Muy buena / Oso ona;134;39;Muy buena / Oso ona;;
31/01/2017;17:00;28;31;Muy buena / Oso ona;75;35;Muy buena / Oso ona;;
31/01/2017;16:00;2;11;Muy buena / Oso ona;14;12;Muy buena / Oso ona;;
31/01/2017;15:00;2;6;Muy buena / Oso ona;9;10;Muy buena / Oso ona;;
31/01/2017;14:00;2;5;Muy buena / Oso ona;8;6;Muy buena / Oso ona;;
31/01/2017;13:00;2;4;Muy buena / Oso ona;7;6;Muy buena / Oso ona;;
31/01/2017;12:00;2;6;Muy buena / Oso ona;9;5;Muy buena / Oso ona;;
31/01/2017;11:00;10;14;Muy buena / Oso ona;29;17;Muy buena / Oso ona;;
31/01/2017;10:00;57;30;Muy buena / Oso ona;117;46;Buena / Ona;;
31/01/2017;09:00;21;22;Muy buena / Oso ona;55;22;Muy buena / Oso ona;;
31/01/2017;08:00;55;29;Muy buena / Oso ona;113;24;Muy buena / Oso ona;;
31/01/2017;07:00;31;24;Muy buena / Oso ona;71;13;Muy buena / Oso ona;;
31/01/2017;06:00;4;15;Muy buena / Oso ona;21;7;Muy buena / Oso ona;;
31/01/2017;05:00;1;5;Muy buena / Oso ona;7;6;Muy buena / Oso ona;;
31/01/2017;04:00;1;2;Muy buena / Oso ona;4;7;Muy buena / Oso ona;;
31/01/2017;03:00;1;2;Muy buena / Oso ona;4;6;Muy buena / Oso ona;;
31/01/2017;02:00;1;2;Muy buena / Oso ona;4;6;Muy buena / Oso ona;;
31/01/2017;01:00;1;2;Muy buena / Oso ona;4;5;Muy buena / Oso ona;;
30/01/2017;24:00;1;2;Muy buena / Oso ona;4;4;Muy buena / Oso ona;;
30/01/2017;23:00;1;4;Muy buena / Oso ona;6;4;Muy buena / Oso ona;;
30/01/2017;22:00;1;8;Muy buena / Oso ona;10;5;Muy buena / Oso ona;;
30/01/2017;21:00;1;10;Muy buena / Oso ona;12;6;Muy buena / Oso ona;;
30/01/2017;20:00;1;11;Muy buena / Oso ona;13;6;Muy buena / Oso ona;;
30/01/2017;19:00;1;16;Muy buena / Oso ona;18;7;Muy buena / Oso ona;;
30/01/2017;18:00;1;16;Muy buena / Oso ona;18;9;Muy buena / Oso ona;;
30/01/2017;17:00;1;14;Muy buena / Oso ona;16;7;Muy buena / Oso ona;;
30/01/2017;16:00;2;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;;
30/01/2017;15:00;2;7;Muy buena / Oso ona;10;5;Muy buena / Oso ona;;
30/01/2017;14:00;2;7;Muy buena / Oso ona;10;4;Muy buena / Oso ona;;
30/01/2017;13:00;2;8;Muy buena / Oso ona;10;4;Muy buena / Oso ona;;
30/01/2017;12:00;1;8;Muy buena / Oso ona;10;5;Muy buena / Oso ona;;
30/01/2017;11:00;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;;
30/01/2017;10:00;1;9;Muy buena / Oso ona;11;7;Muy buena / Oso ona;;
30/01/2017;09:00;1;9;Muy buena / Oso ona;12;7;Muy buena / Oso ona;;
30/01/2017;08:00;14;25;Muy buena / Oso ona;46;18;Muy buena / Oso ona;;
30/01/2017;07:00;16;27;Muy buena / Oso ona;51;14;Muy buena / Oso ona;;
30/01/2017;06:00;7;24;Muy buena / Oso ona;35;14;Muy buena / Oso ona;;
30/01/2017;05:00;4;19;Muy buena / Oso ona;25;10;Muy buena / Oso ona;;
30/01/2017;04:00;1;15;Muy buena / Oso ona;17;7;Muy buena / Oso ona;;
30/01/2017;03:00;1;11;Muy buena / Oso ona;13;4;Muy buena / Oso ona;;
30/01/2017;02:00;1;10;Muy buena / Oso ona;12;7;Muy buena / Oso ona;;
30/01/2017;01:00;2;22;Muy buena / Oso ona;26;8;Muy buena / Oso ona;;
29/01/2017;24:00;3;23;Muy buena / Oso ona;28;8;Muy buena / Oso ona;;
29/01/2017;23:00;5;26;Muy buena / Oso ona;34;10;Muy buena / Oso ona;;
29/01/2017;22:00;13;34;Muy buena / Oso ona;53;13;Muy buena / Oso ona;;
29/01/2017;21:00;11;24;Muy buena / Oso ona;40;7;Muy buena / Oso ona;;
29/01/2017;20:00;1;11;Muy buena / Oso ona;13;5;Muy buena / Oso ona;;
29/01/2017;19:00;2;20;Muy buena / Oso ona;23;6;Muy buena / Oso ona;;
29/01/2017;18:00;1;12;Muy buena / Oso ona;14;4;Muy buena / Oso ona;;
29/01/2017;17:00;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;;
29/01/2017;16:00;1;6;Muy buena / Oso ona;8;6;Muy buena / Oso ona;;
29/01/2017;15:00;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;;
29/01/2017;14:00;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;;
29/01/2017;13:00;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;;
29/01/2017;12:00;1;4;Muy buena / Oso ona;6;5;Muy buena / Oso ona;;
29/01/2017;11:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;;
29/01/2017;10:00;1;4;Muy buena / Oso ona;6;7;Muy buena / Oso ona;;
