Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
22/06/2017;02:00;;"Sin datos / ";;238;71;953;0;0,1;21,8;0,45
22/06/2017;01:00;67;"Buena / ";106;206;69;953,2;0;0,1;22,7;0,27
21/06/2017;24:00;74;"Buena / ";109;237;67;953,3;0;0;23,3;0,55
21/06/2017;23:00;79;"Buena / ";113;255;63;953,4;0;0,1;24,6;0,11
21/06/2017;22:00;82;"Buena / ";118;213;63;953,4;0;0;24,9;0,69
21/06/2017;21:00;93;"Buena / ";122;207;58;953,1;0;0;26,4;0,87
21/06/2017;20:00;127;"Mejorable / ";123;;;;0;30,1;;
21/06/2017;19:00;132;"Mejorable / ";121;;;;0;76,1;;
21/06/2017;18:00;124;"Mejorable / ";117;;;;0;168,1;;
21/06/2017;17:00;128;"Mejorable / ";113;;;;0;326,8;;
21/06/2017;16:00;138;"Mejorable / ";105;;;;0;578,7;;
21/06/2017;15:00;119;"Buena / ";93;;;;0;802,9;;
21/06/2017;14:00;112;"Buena / ";81;;;;0;867,9;;
21/06/2017;13:00;106;"Buena / ";69;;;;0;910,6;;
21/06/2017;12:00;106;"Buena / ";59;;;;0;539,6;;
21/06/2017;11:00;100;"Buena / ";51;;;;0;729;;
21/06/2017;10:00;91;"Buena / ";43;;;;0;592,4;;
21/06/2017;09:00;65;"Buena / ";36;;;;0;550,1;;
21/06/2017;08:00;44;"Muy buena / ";32;;;;0;394,9;;
21/06/2017;07:00;20;"Muy buena / ";;26;68;952,9;0;233,4;21,3;0,3
21/06/2017;06:00;16;"Muy buena / ";;318;72;953;0;90,9;20;0,26
21/06/2017;05:00;31;"Muy buena / ";;197;75;953;0;5,7;19,4;0,03
21/06/2017;04:00;39;"Muy buena / ";;281;75;952,9;0;0;19,6;0,29
21/06/2017;03:00;40;"Muy buena / ";;228;73;953;0;0;20,4;0,16
21/06/2017;02:00;;"Sin datos / ";;262;73;953,3;0;0;20,3;0,65
21/06/2017;01:00;70;"Buena / ";106;140;70;953,6;0;0;21,3;0,34
20/06/2017;24:00;78;"Buena / ";109;171;66;953,8;0;0;22;0,35
20/06/2017;23:00;76;"Buena / ";111;247;63;954,1;0;0;22,8;0,32
20/06/2017;22:00;76;"Buena / ";115;215;63;954;0;0;23,3;0,68
20/06/2017;21:00;85;"Buena / ";118;222;60;953,7;0;0;24,4;0,97
20/06/2017;20:00;120;"Buena / ";120;;;;0;22,6;;
20/06/2017;19:00;146;"Mejorable / ";116;;;;0;40,9;;
20/06/2017;18:00;131;"Mejorable / ";106;;;;0;107,3;;
20/06/2017;17:00;132;"Mejorable / ";94;;;;0;325,5;;
20/06/2017;16:00;121;"Mejorable / ";89;;;;0;634,5;;
20/06/2017;15:00;108;"Buena / ";77;;;;0;808,9;;
20/06/2017;14:00;102;"Buena / ";65;;;;0;887,1;;
20/06/2017;13:00;100;"Buena / ";56;;;;0;915,9;;
20/06/2017;12:00;91;"Buena / ";49;;;;0;557,5;;
20/06/2017;11:00;60;"Muy buena / ";43;;;;0;729,3;;
20/06/2017;10:00;;"Sin datos / ";38;;;;;411,5;;
20/06/2017;09:00;;"Sin datos / ";38;321;67;951,9;;98,6;21,8;0,43
20/06/2017;08:00;36;"Muy buena / ";38;323;66;951,7;0;134,6;21,7;0,43
20/06/2017;07:00;25;"Muy buena / ";;215;76;951;0;178,4;19,4;0,37
20/06/2017;06:00;38;"Muy buena / ";;84;75;951,1;0;48,5;19,1;0,43
20/06/2017;05:00;56;"Muy buena / ";;199;73;951,1;0;4,4;18,8;1,27
20/06/2017;04:00;43;"Muy buena / ";;252;75;951;0;0;18,3;1,18
20/06/2017;03:00;29;"Muy buena / ";;300;82;950,9;0;0;18,2;0,19
20/06/2017;02:00;;"Sin datos / ";;355;78;951;0;0,1;19,1;0,31
20/06/2017;01:00;60;"Muy buena / ";88;279;76;951,3;0;0,1;19;1,17
19/06/2017;24:00;65;"Buena / ";92;234;72;951,3;0;0;19,5;1,33
19/06/2017;23:00;67;"Buena / ";95;229;84;951,4;0;0;18,4;0,69
19/06/2017;22:00;77;"Buena / ";101;148;88;952,9;0;0;18;0,6
19/06/2017;21:00;94;"Buena / ";105;264;86;954,5;0,3;0;17,7;2,87
19/06/2017;20:00;82;"Buena / ";107;269;91;954,3;0,5;0;17,8;1,77
19/06/2017;19:00;98;"Buena / ";110;268;80;952,7;2,5;3,7;19,7;7,23
19/06/2017;18:00;109;"Buena / ";110;;;;0;81,7;;
19/06/2017;17:00;118;"Buena / ";108;;;;0;211,4;;
19/06/2017;16:00;116;"Buena / ";105;;;;0;249,9;;
19/06/2017;15:00;114;"Buena / ";101;;;;0;722,1;;
19/06/2017;14:00;112;"Buena / ";92;;;;0;941,5;;
19/06/2017;13:00;109;"Buena / ";82;;;;0;1019,5;;
19/06/2017;12:00;101;"Buena / ";73;;;;0;549,3;;
19/06/2017;11:00;99;"Buena / ";68;;;;0;847,5;;
19/06/2017;10:00;94;"Buena / ";62;;;;0;604,7;;
19/06/2017;09:00;91;"Buena / ";58;;;;0;616,3;;
19/06/2017;08:00;88;"Buena / ";52;;;;0;442;;
19/06/2017;07:00;45;"Muy buena / ";;296;61;948,4;0;260,7;21,7;0,62
19/06/2017;06:00;25;"Muy buena / ";;275;63;948,3;0;102,1;21,5;0,53
19/06/2017;05:00;41;"Muy buena / ";;269;67;948,3;0;6,9;20,6;0,76
19/06/2017;04:00;62;"Buena / ";;85;60;948,1;0;0;22;0,93
19/06/2017;03:00;51;"Muy buena / ";;245;77;948;0;0;20,1;0,87
19/06/2017;02:00;;"Sin datos / ";;258;80;947,8;0;0,1;20;0,8
19/06/2017;01:00;43;"Muy buena / ";86;241;80;948;0;0;19,8;0,99
18/06/2017;24:00;56;"Muy buena / ";91;238;76;948,3;0;0;20,9;0,56
18/06/2017;23:00;60;"Muy buena / ";94;185;73;948,5;0;0;22;0,11
18/06/2017;22:00;64;"Buena / ";99;227;71;948,4;0;0,1;22,8;0,66
18/06/2017;21:00;81;"Buena / ";105;267;62;948,1;0;0;25,3;0,58
18/06/2017;20:00;97;"Buena / ";108;323;55;947,8;0;33,9;27,3;1,3
18/06/2017;19:00;106;"Buena / ";109;;;;0;61;;
18/06/2017;18:00;110;"Buena / ";109;;;;0;174,4;;
18/06/2017;17:00;116;"Buena / ";109;;;;0;451,1;;
18/06/2017;16:00;114;"Buena / ";104;;;;0;676,3;;
18/06/2017;15:00;107;"Buena / ";96;;;;0;812,2;;
18/06/2017;14:00;105;"Buena / ";89;;;;0;973,7;;
18/06/2017;13:00;106;"Buena / ";82;;;;0;1048,2;;
18/06/2017;12:00;108;"Buena / ";75;;;;0;547,4;;
18/06/2017;11:00;107;"Buena / ";69;;;;0;863,3;;
18/06/2017;10:00;107;"Buena / ";63;;;;0;608,8;;
18/06/2017;09:00;77;"Buena / ";57;;;;0;616,6;;
18/06/2017;08:00;48;"Muy buena / ";54;68;62;948,7;0;441,6;19,8;0,56
18/06/2017;07:00;53;"Muy buena / ";;10;70;949;0;265,5;17,3;0,29
18/06/2017;06:00;48;"Muy buena / ";;272;77;949,4;0;108,1;15,1;0,41
18/06/2017;05:00;49;"Muy buena / ";;255;80;949,6;0;8,1;14,5;0,21
18/06/2017;04:00;61;"Buena / ";;80;78;949,7;0;0;15,4;0,72
18/06/2017;03:00;63;"Buena / ";;59;73;950;0;0;16,4;0,09
18/06/2017;02:00;;"Sin datos / ";;198;73;950,5;0;0;16,6;0,55
18/06/2017;01:00;67;"Buena / ";93;216;74;951,1;0;0;16,6;0,69
17/06/2017;24:00;70;"Buena / ";94;192;71;951,5;0;0;17,7;0,74
17/06/2017;23:00;74;"Buena / ";94;214;70;952;0;0;18,4;1,26
17/06/2017;22:00;102;"Buena / ";98;16;60;952,3;0;0;21,2;0,95
17/06/2017;21:00;104;"Buena / ";97;10;58;951,8;0;0;22,3;1,78
17/06/2017;20:00;96;"Buena / ";96;12;53;951,4;0;41,1;23,8;2,45
17/06/2017;19:00;91;"Buena / ";96;;;;0;63,1;;
17/06/2017;18:00;92;"Buena / ";95;;;;0;175,5;;
17/06/2017;17:00;97;"Buena / ";94;;;;0;465,9;;
17/06/2017;16:00;98;"Buena / ";89;;;;0;707;;
17/06/2017;15:00;100;"Buena / ";82;;;;0;827,9;;
17/06/2017;14:00;100;"Buena / ";74;;;;0;991,7;;
17/06/2017;13:00;96;"Buena / ";64;;;;0;1073,1;;
17/06/2017;12:00;93;"Buena / ";56;;;;0;555,8;;
17/06/2017;11:00;85;"Buena / ";49;;;;0;879;;
17/06/2017;10:00;79;"Buena / ";44;;;;0;611,4;;
17/06/2017;09:00;63;"Buena / ";39;;;;0;621,7;;
17/06/2017;08:00;43;"Muy buena / ";35;79;70;954;0;451,1;18,7;0,65
17/06/2017;07:00;32;"Muy buena / ";;73;76;954,4;0;272,1;16,9;0,6
17/06/2017;06:00;23;"Muy buena / ";;51;78;954,7;0;104,8;16;0,29
17/06/2017;05:00;31;"Muy buena / ";;251;87;955,2;0;7,3;14;0,29
17/06/2017;04:00;36;"Muy buena / ";;228;88;955,5;0;0;13,8;0,79
17/06/2017;03:00;42;"Muy buena / ";;241;86;955,8;0;0,1;14,8;0,77
17/06/2017;02:00;;"Sin datos / ";;281;83;956,1;0;0;16,3;0,87
17/06/2017;01:00;45;"Muy buena / ";59;268;86;956,4;0;0,1;16,3;0,7
16/06/2017;24:00;41;"Muy buena / ";62;274;86;956,5;0;0;16,2;0,75
16/06/2017;23:00;42;"Muy buena / ";64;244;85;956,6;0;0;16;0,68
16/06/2017;22:00;54;"Muy buena / ";69;322;81;956,5;0;0;17,1;0,87
16/06/2017;21:00;54;"Muy buena / ";73;331;80;956,4;0;0,1;17,4;1,22
16/06/2017;20:00;63;"Buena / ";75;354;75;956;0;35,8;18,7;1,99
16/06/2017;19:00;67;"Buena / ";77;6;70;955,7;0;71,3;20,2;2,64
16/06/2017;18:00;72;"Buena / ";77;;;;0;192,9;;
16/06/2017;17:00;80;"Buena / ";76;;;;0;472,4;;
16/06/2017;16:00;83;"Buena / ";74;;;;0;798,1;;
16/06/2017;15:00;82;"Buena / ";71;;;;0;888,7;;
16/06/2017;14:00;81;"Buena / ";67;;;;0;975,1;;
16/06/2017;13:00;75;"Buena / ";64;;;;0;1029,3;;
16/06/2017;12:00;72;"Buena / ";62;;;;0;550,3;;
16/06/2017;11:00;70;"Buena / ";60;;;;0;722,4;;
16/06/2017;10:00;66;"Buena / ";59;20;72;956,8;0;344,3;18,4;1,68
16/06/2017;09:00;61;"Buena / ";58;25;78;957,1;0;233,7;17,3;1,91
16/06/2017;08:00;57;"Muy buena / ";57;22;82;957;0;133,4;16,4;1,84
16/06/2017;07:00;53;"Muy buena / ";;5;84;956,8;0;42,7;15,7;1,5
16/06/2017;06:00;55;"Muy buena / ";;359;86;956,4;0;12,4;15,3;1,52
16/06/2017;05:00;60;"Muy buena / ";;11;86;956,1;0;0,7;15,3;1,57
16/06/2017;04:00;59;"Muy buena / ";;13;89;956,1;0;0,2;15,1;1,76
16/06/2017;03:00;58;"Muy buena / ";;9;88;956,2;0;0,1;15,3;1,18
16/06/2017;02:00;;"Sin datos / ";;13;89;956,6;0;0,1;15,3;1,36
16/06/2017;01:00;55;"Muy buena / ";55;342;89;957;0;0,1;15,4;1,29
15/06/2017;24:00;56;"Muy buena / ";57;354;90;957;0;0,1;15,3;1,28
15/06/2017;23:00;55;"Muy buena / ";59;16;90;956,9;0;0,1;15,4;1,93
15/06/2017;22:00;57;"Muy buena / ";61;15;88;956,8;0;0,2;15,6;1,67
15/06/2017;21:00;55;"Muy buena / ";63;6;88;956,6;0;0,1;15,7;1,37
15/06/2017;20:00;52;"Muy buena / ";65;357;89;956,7;0;4,5;15,7;1,14
15/06/2017;19:00;50;"Muy buena / ";67;4;92;956,1;0;20,6;15,6;1,29
15/06/2017;18:00;58;"Muy buena / ";69;1;92;954,8;0;46,6;15,4;2,03
15/06/2017;17:00;70;"Buena / ";69;10;88;954,7;0;67,1;15,9;2,86
15/06/2017;16:00;74;"Buena / ";67;7;83;954,5;0;102,1;16,9;2,64
15/06/2017;15:00;74;"Buena / ";62;7;79;954,1;0;220,2;17,6;2,92
15/06/2017;14:00;74;"Buena / ";58;12;78;953,9;0;483,5;18,1;3,1
15/06/2017;13:00;71;"Buena / ";55;15;77;953,5;0;527,3;18,4;2,93
15/06/2017;12:00;67;"Buena / ";53;12;75;953,4;0;413,9;18,8;2,03
15/06/2017;11:00;63;"Buena / ";51;13;81;953,6;0;274,9;17,4;2,33
15/06/2017;10:00;61;"Buena / ";50;17;83;953,4;0;151,7;16,8;2,07
15/06/2017;09:00;52;"Muy buena / ";49;11;85;953;0;114,5;16,3;2,26
15/06/2017;08:00;37;"Muy buena / ";48;5;86;952,6;0;60;16,2;1,7
15/06/2017;07:00;39;"Muy buena / ";;15;88;951,9;0;29,3;16,3;2,02
15/06/2017;06:00;52;"Muy buena / ";;16;88;951,3;0;12,3;16,5;1,73
15/06/2017;05:00;53;"Muy buena / ";;20;87;951;0;0,6;16,8;1,34
15/06/2017;04:00;52;"Muy buena / ";;19;88;950,7;0;0,1;16,9;1,39
15/06/2017;03:00;57;"Muy buena / ";;356;87;950,6;0;0,1;17,4;1,06
15/06/2017;02:00;;"Sin datos / ";;352;86;950,6;0;0,1;17,6;0,97
15/06/2017;01:00;57;"Muy buena / ";75;5;86;950,9;0;0,1;17,7;1,13
14/06/2017;24:00;60;"Muy buena / ";80;8;88;950,9;0;0,1;17,8;1,81
14/06/2017;23:00;65;"Buena / ";84;359;87;950,8;0;0;18;1,79
14/06/2017;22:00;64;"Buena / ";91;1;89;950,6;0;0,1;18;1,88
14/06/2017;21:00;66;"Buena / ";100;350;87;950;0;0,1;18,8;2,21
14/06/2017;20:00;73;"Buena / ";107;5;84;949,1;0;16,8;20,2;2,88
14/06/2017;19:00;85;"Buena / ";110;14;77;948,4;0;79,1;22,1;3,41
14/06/2017;18:00;97;"Buena / ";110;;;;0;192,6;;
14/06/2017;17:00;107;"Buena / ";106;;;;0;440,2;;
14/06/2017;16:00;114;"Buena / ";99;;;;0;736,2;;
14/06/2017;15:00;119;"Buena / ";90;;;;0;828,2;;
14/06/2017;14:00;137;"Mejorable / ";80;;;;0;916,6;;
14/06/2017;13:00;120;"Buena / ";69;;;;0;973,9;;
14/06/2017;12:00;102;"Buena / ";58;;;;0;537,1;;
14/06/2017;11:00;84;"Buena / ";52;;;;0;803,2;;
14/06/2017;10:00;62;"Buena / ";46;;;;0;570,4;;
14/06/2017;09:00;50;"Muy buena / ";43;;;;0;567,7;;
14/06/2017;08:00;42;"Muy buena / ";42;71;76;947,5;0;363,2;20;0,51
14/06/2017;07:00;45;"Muy buena / ";;89;85;948,2;0;110,4;18,3;0,79
14/06/2017;06:00;43;"Muy buena / ";;201;86;948,2;0;40,6;18,1;0,22
14/06/2017;05:00;38;"Muy buena / ";;192;88;947,9;0;1,8;17,5;0,6
14/06/2017;04:00;48;"Muy buena / ";;320;87;947,6;0;0;17,5;0,51
14/06/2017;03:00;38;"Muy buena / ";;214;87;947,5;0;0,1;17,3;0,12
14/06/2017;02:00;;"Sin datos / ";;317;86;947,3;0;0,1;17,3;0,55
14/06/2017;01:00;31;"Muy buena / ";67;355;81;947,3;0;0,1;17,5;0,2
13/06/2017;24:00;38;"Muy buena / ";70;267;80;947,7;0;0,1;17,8;0,21
13/06/2017;23:00;45;"Muy buena / ";73;275;78;947,8;0;0;18,3;0,24
13/06/2017;22:00;52;"Muy buena / ";79;220;78;947,8;0;0,1;18,4;0,74
13/06/2017;21:00;70;"Buena / ";84;6;73;947,5;0;0,1;19,6;1,01
13/06/2017;20:00;72;"Buena / ";87;349;74;947,5;0;18,5;20,2;1,22
13/06/2017;19:00;80;"Buena / ";89;9;71;947,8;0;75,6;20,7;2,2
13/06/2017;18:00;83;"Buena / ";90;;;;0;196,7;;
13/06/2017;17:00;87;"Buena / ";88;;;;0;457,8;;
13/06/2017;16:00;95;"Buena / ";82;;;;0;546,4;;
13/06/2017;15:00;93;"Buena / ";74;;;;0;602;;
13/06/2017;14:00;92;"Buena / ";66;;;;0;614,7;;
13/06/2017;13:00;93;"Buena / ";58;;;;0;693,9;;
13/06/2017;12:00;91;"Buena / ";50;;;;0;545,1;;
13/06/2017;11:00;89;"Buena / ";44;;;;0;793,1;;
13/06/2017;10:00;65;"Buena / ";39;;;;0;594,6;;
13/06/2017;09:00;38;"Muy buena / ";35;;;;0;618,9;;
13/06/2017;08:00;29;"Muy buena / ";37;280;74;946,1;0;419,5;18,9;0,69
13/06/2017;07:00;29;"Muy buena / ";38;230;86;946,8;0;189,6;16,2;0,61
13/06/2017;06:00;28;"Muy buena / ";41;259;89;947,7;0;15,9;15,4;0,49
13/06/2017;05:00;29;"Muy buena / ";44;257;90;948;0;0,8;15,2;0,82
13/06/2017;04:00;40;"Muy buena / ";44;318;87;948,3;0;0;15,9;0,49
13/06/2017;03:00;45;"Muy buena / ";44;348;86;948,5;0;0;15,9;0,58
13/06/2017;02:00;;"Sin datos / ";45;356;85;948,7;0;0;15,8;0,73
13/06/2017;01:00;51;"Muy buena / ";45;357;84;949,2;0;0;16;0,88
12/06/2017;24:00;50;"Muy buena / ";45;6;85;949,6;0;0;16,1;0,96
12/06/2017;23:00;46;"Muy buena / ";46;5;88;950,1;0;0;16,1;1,23
12/06/2017;22:00;40;"Muy buena / ";48;355;89;950,1;0;0;16,4;1,48
12/06/2017;21:00;38;"Muy buena / ";50;357;87;950;0;0;17;1,18
12/06/2017;20:00;44;"Muy buena / ";52;350;86;950,1;0;0,8;17,2;1,41
12/06/2017;19:00;48;"Muy buena / ";53;338;83;950;0;24,8;17,8;1,68
12/06/2017;18:00;50;"Muy buena / ";52;349;79;949,9;0;88,9;18,6;1,85
12/06/2017;17:00;52;"Muy buena / ";50;;;;0;409,2;;
12/06/2017;16:00;53;"Muy buena / ";47;;;;0;697,6;;
12/06/2017;15:00;57;"Muy buena / ";44;;;;0;838,4;;
12/06/2017;14:00;57;"Muy buena / ";40;;;;0;916,9;;
12/06/2017;13:00;56;"Muy buena / ";36;;;;0;953;;
12/06/2017;12:00;49;"Muy buena / ";33;;;;0;593,2;;
12/06/2017;11:00;41;"Muy buena / ";31;;;;0;521,7;;
12/06/2017;10:00;35;"Muy buena / ";29;21;71;952;0;299,9;19,5;0,79
12/06/2017;09:00;28;"Muy buena / ";28;28;80;952,3;0;283,5;17,8;1,63
12/06/2017;08:00;25;"Muy buena / ";28;30;84;952,9;0;140,1;16,8;1,92
12/06/2017;07:00;25;"Muy buena / ";;18;87;953;0;95,4;16,3;1,46
12/06/2017;06:00;30;"Muy buena / ";;13;89;953,2;0;23,7;15,7;2,09
12/06/2017;05:00;31;"Muy buena / ";;12;89;953,3;0;3;15,6;1,93
12/06/2017;04:00;30;"Muy buena / ";;15;89;953,4;0;0,1;15,5;1,86
12/06/2017;03:00;29;"Muy buena / ";;17;89;953,7;0;0,1;15,7;1,43
12/06/2017;02:00;;"Sin datos / ";;18;90;954;0;0,2;15,5;1,46
12/06/2017;01:00;40;"Muy buena / ";57;22;90;954,3;0;0,1;15,4;1,57
11/06/2017;24:00;49;"Muy buena / ";58;14;91;954,5;0;0,1;15,4;2,02
11/06/2017;23:00;56;"Muy buena / ";61;1;90;954,7;0;0,1;15,8;1,66
11/06/2017;22:00;56;"Muy buena / ";64;2;89;954,5;0;0,1;16,1;1,37
11/06/2017;21:00;55;"Muy buena / ";68;3;89;954,1;0;0,1;16,1;1,54
11/06/2017;20:00;54;"Muy buena / ";72;8;88;953,7;0;0,5;16,2;1,92
11/06/2017;19:00;57;"Muy buena / ";76;12;87;953,4;0;6,6;16,6;2,62
11/06/2017;18:00;62;"Buena / ";79;12;82;953,1;0;29,4;17,3;2,97
11/06/2017;17:00;69;"Buena / ";81;6;76;952,6;0;109,7;18,4;3,18
11/06/2017;16:00;76;"Buena / ";80;5;67;952;0;435,6;20,2;3,1
11/06/2017;15:00;83;"Buena / ";77;;;;0;822,6;;
11/06/2017;14:00;89;"Buena / ";72;;;;0;918,5;;
11/06/2017;13:00;89;"Buena / ";67;;;;0;975;;
11/06/2017;12:00;81;"Buena / ";63;;;;0;541,3;;
11/06/2017;11:00;85;"Buena / ";59;;;;0;816;;
11/06/2017;10:00;73;"Buena / ";54;;;;0;571,7;;
11/06/2017;09:00;60;"Muy buena / ";51;;;;0;570,2;;
11/06/2017;08:00;53;"Muy buena / ";50;268;78;950,4;0;291,8;19,8;0,53
11/06/2017;07:00;47;"Muy buena / ";;279;88;950,7;0;97,5;17,6;0,95
11/06/2017;06:00;50;"Muy buena / ";;248;89;950,6;0;18,2;17,2;0,62
11/06/2017;05:00;51;"Muy buena / ";;227;87;950,6;0;1,3;17,1;0,8
11/06/2017;04:00;53;"Muy buena / ";;246;84;950,8;0;0;17,5;0,61
11/06/2017;03:00;45;"Muy buena / ";;200;85;951;0;0,1;17,2;0,95
11/06/2017;02:00;;"Sin datos / ";;208;83;951,2;0;0,1;17,1;0,77
11/06/2017;01:00;62;"Buena / ";76;337;80;951,4;0;0;17,9;0,65
10/06/2017;24:00;68;"Buena / ";78;360;80;951,7;0;0,1;18,1;0,81
10/06/2017;23:00;69;"Buena / ";80;335;79;952;0;0,1;18,3;0,83
10/06/2017;22:00;73;"Buena / ";82;336;79;952;0;0,1;18,7;1,35
10/06/2017;21:00;75;"Buena / ";83;340;75;951,7;0;0,1;19,9;1,93
10/06/2017;20:00;77;"Buena / ";84;339;70;951,2;0;30,2;21,6;1,91
10/06/2017;19:00;77;"Buena / ";85;337;66;950,9;0;76,6;23,2;1,75
10/06/2017;18:00;84;"Buena / ";84;;;;0;193;;
10/06/2017;17:00;89;"Buena / ";81;;;;0;469,1;;
10/06/2017;16:00;92;"Buena / ";75;;;;0;684,9;;
10/06/2017;15:00;86;"Buena / ";69;;;;0;643,8;;
10/06/2017;14:00;82;"Buena / ";64;;;;0;874,7;;
10/06/2017;13:00;83;"Buena / ";59;;;;0;926,4;;
10/06/2017;12:00;84;"Buena / ";55;;;;0;531,7;;
10/06/2017;11:00;72;"Buena / ";51;;;;0;803,5;;
10/06/2017;10:00;56;"Muy buena / ";48;;;;0;582,7;;
10/06/2017;09:00;46;"Muy buena / ";46;;;;0;526,2;;
10/06/2017;08:00;45;"Muy buena / ";46;300;78;951,3;0;174,2;18,7;0,39
10/06/2017;07:00;45;"Muy buena / ";;316;84;951,2;0;85,2;17,3;0,4
10/06/2017;06:00;44;"Muy buena / ";;195;89;951,2;0;27,5;16,2;0,78
10/06/2017;05:00;46;"Muy buena / ";;205;90;951;0;1,3;16,1;1,21
10/06/2017;04:00;52;"Muy buena / ";;202;86;950,9;0;0,1;16,9;0,57
10/06/2017;03:00;46;"Muy buena / ";;198;85;950,8;0;0,1;17,1;0,78
10/06/2017;02:00;;"Sin datos / ";;231;83;951,1;0;0,1;17,4;0,41
10/06/2017;01:00;61;"Buena / ";66;13;81;951,3;0;0,1;17,7;0,55
09/06/2017;24:00;60;"Muy buena / ";66;4;82;951,5;0;0,1;17,4;0,9
09/06/2017;23:00;58;"Muy buena / ";67;12;82;951,6;0;0,1;17,3;1,02
09/06/2017;22:00;61;"Buena / ";70;12;81;951,7;0;0,1;17,4;1,6
09/06/2017;21:00;64;"Buena / ";72;349;78;951,4;0;0,1;17,8;1,4
09/06/2017;20:00;69;"Buena / ";74;5;76;951;0;11,7;18;1,75
09/06/2017;19:00;71;"Buena / ";73;13;72;950,4;0;65,1;19;2,39
09/06/2017;18:00;70;"Buena / ";71;10;69;950;0;196,5;19,8;2,5
09/06/2017;17:00;68;"Buena / ";70;;;;0;457;;
09/06/2017;16:00;74;"Buena / ";68;;;;0;749,4;;
09/06/2017;15:00;81;"Buena / ";64;;;;0;835,6;;
09/06/2017;14:00;81;"Buena / ";58;;;;0;925,7;;
09/06/2017;13:00;76;"Buena / ";49;;;;0;785,6;;
09/06/2017;12:00;63;"Buena / ";42;;;;0;486,6;;
09/06/2017;11:00;58;"Muy buena / ";37;;;;0;534,2;;
09/06/2017;10:00;55;"Muy buena / ";33;37;73;949,5;0;363,1;17,4;0,62
09/06/2017;09:00;58;"Muy buena / ";30;86;77;949,4;0;291,5;15,8;0,98
09/06/2017;08:00;41;"Muy buena / ";26;77;80;949,7;0;144,4;14,6;0,84
09/06/2017;07:00;30;"Muy buena / ";;350;80;949,3;0;78,6;14;0,39
09/06/2017;06:00;14;"Muy buena / ";;352;86;948,8;0;44,9;12,8;0,23
09/06/2017;05:00;19;"Muy buena / ";;241;91;948,3;0;4,8;11,8;0,59
09/06/2017;04:00;23;"Muy buena / ";;211;90;948,1;0;0,1;12,2;0,44
09/06/2017;03:00;26;"Muy buena / ";;359;88;948,1;0;0,1;12,9;0,33
09/06/2017;02:00;;"Sin datos / ";;352;86;948;0;0,1;13,4;0,12
09/06/2017;01:00;41;"Muy buena / ";68;236;85;948,2;0;0,1;13,6;0,4
08/06/2017;24:00;56;"Muy buena / ";72;311;84;948,4;0;0,1;13,9;0,94
08/06/2017;23:00;59;"Muy buena / ";74;221;83;948,3;0;0,1;13,8;0,79
08/06/2017;22:00;67;"Buena / ";78;54;80;948,9;0,3;0,6;14,5;1,35
08/06/2017;21:00;69;"Buena / ";81;359;75;948,8;0;0,1;15,4;1,5
08/06/2017;20:00;60;"Muy buena / ";82;22;81;947,9;0;4,2;15,9;1,38
08/06/2017;19:00;64;"Buena / ";85;13;81;947,1;0;47,4;17,1;2,45
08/06/2017;18:00;88;"Buena / ";87;74;64;945,3;0;51,2;21,1;0,98
08/06/2017;17:00;95;"Buena / ";85;153;48;945,1;0;73,3;24,4;2,29
08/06/2017;16:00;89;"Buena / ";79;172;51;945,2;0;126,7;25,7;4,09
08/06/2017;15:00;91;"Buena / ";72;;;;0;618,8;;
08/06/2017;14:00;88;"Buena / ";62;;;;0;682,9;;
08/06/2017;13:00;84;"Buena / ";52;;;;0;956,5;;
08/06/2017;12:00;78;"Buena / ";44;;;;0;574,6;;
08/06/2017;11:00;82;"Buena / ";36;;;;0;781,7;;
08/06/2017;10:00;73;"Buena / ";29;;;;0;590,3;;
08/06/2017;09:00;50;"Muy buena / ";22;;;;0;606,5;;
08/06/2017;08:00;26;"Muy buena / ";18;297;54;948,2;0;432,7;20,7;0,58
08/06/2017;07:00;13;"Muy buena / ";;331;66;948,6;0;262,4;16,9;0,44
08/06/2017;06:00;10;"Muy buena / ";;334;73;948,8;0;100,8;15,1;0,21
08/06/2017;05:00;17;"Muy buena / ";;274;83;949,1;0;7,3;12,9;0,52
08/06/2017;04:00;19;"Muy buena / ";;259;84;949,4;0;0,1;13;0,63
08/06/2017;03:00;21;"Muy buena / ";;276;82;949,8;0;0,1;13,3;0,43
08/06/2017;02:00;;"Sin datos / ";;236;82;950,3;0;0,1;13,4;0,65
08/06/2017;01:00;29;"Muy buena / ";59;258;80;950,6;0;0,1;13,9;0,66
07/06/2017;24:00;37;"Muy buena / ";62;292;76;950,9;0;0;14,7;0,3
07/06/2017;23:00;39;"Muy buena / ";65;262;72;951,2;0;0;15,9;0,25
07/06/2017;22:00;42;"Muy buena / ";71;254;70;951,5;0;0,1;16,4;0,53
07/06/2017;21:00;37;"Muy buena / ";76;286;62;951,5;0;0;18,7;0,29
07/06/2017;20:00;76;"Buena / ";82;34;48;951,4;0;34,8;22,4;1,15
07/06/2017;19:00;77;"Buena / ";82;;;;0;56,9;;
07/06/2017;18:00;81;"Buena / ";81;;;;0;181,3;;
07/06/2017;17:00;84;"Buena / ";80;;;;0;484;;
07/06/2017;16:00;86;"Buena / ";76;;;;0;812,1;;
