Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
06/09/2017;04:00;60;"Muy buena / ";63;276;96;965,8;0,1;16,2;5,46
06/09/2017;03:00;;"Sin datos / ";64;293;95;965,9;0;16,2;5,79
06/09/2017;02:00;61;"Buena / ";64;289;95;966,1;0;16,4;5,15
06/09/2017;01:00;62;"Buena / ";65;301;95;966,2;0;16,6;5,42
05/09/2017;24:00;60;"Muy buena / ";66;304;94;966,4;0;16,8;5,11
05/09/2017;23:00;62;"Buena / ";67;287;94;966,5;0;16,6;3,99
05/09/2017;22:00;67;"Buena / ";67;287;94;966,5;0;16,7;3,93
05/09/2017;21:00;68;"Buena / ";67;283;92;966,4;0;16,9;3,48
05/09/2017;20:00;67;"Buena / ";67;295;88;966,2;0;17;2,12
05/09/2017;19:00;66;"Buena / ";66;314;89;965,7;0;17;2,77
05/09/2017;18:00;67;"Buena / ";64;321;81;965,2;0;18,2;1,28
05/09/2017;17:00;69;"Buena / ";63;325;82;965;0;18;1,32
05/09/2017;16:00;69;"Buena / ";61;322;81;964,9;0;17,8;2,72
05/09/2017;15:00;64;"Buena / ";58;324;86;964,8;0;17,3;1,61
05/09/2017;14:00;65;"Buena / ";55;331;82;964,5;0;17,9;2,61
05/09/2017;13:00;65;"Buena / ";53;338;82;963,9;0;18;1,75
05/09/2017;12:00;61;"Buena / ";51;324;86;963,7;0;17,8;2,3
05/09/2017;11:00;55;"Muy buena / ";51;345;86;963,4;0;17,6;1,94
05/09/2017;10:00;55;"Muy buena / ";50;346;83;962,8;0;17,6;1,15
05/09/2017;09:00;50;"Muy buena / ";51;9;87;962,3;0;16,7;0,93
05/09/2017;08:00;45;"Muy buena / ";52;135;92;962,1;0;15,9;2,38
05/09/2017;07:00;46;"Muy buena / ";54;218;92;962,3;0;15,7;0,97
05/09/2017;06:00;49;"Muy buena / ";56;296;94;962,2;0;15,9;3,34
05/09/2017;05:00;48;"Muy buena / ";57;305;90;961,8;0;15,8;3,24
05/09/2017;04:00;56;"Muy buena / ";57;307;83;961,7;0;16,5;2,43
05/09/2017;03:00;;"Sin datos / ";57;318;80;961,8;0;16,9;2,55
05/09/2017;02:00;61;"Buena / ";58;321;74;961,6;0;17,6;1,79
05/09/2017;01:00;62;"Buena / ";57;351;72;961,5;0;17,7;0,52
04/09/2017;24:00;59;"Muy buena / ";57;269;72;961,5;0;17,7;0,53
04/09/2017;23:00;55;"Muy buena / ";57;208;81;961,6;0;17,1;1,91
04/09/2017;22:00;58;"Muy buena / ";57;232;81;961,6;0;17;2,46
04/09/2017;21:00;50;"Muy buena / ";58;219;83;961,6;0;16,9;2,72
04/09/2017;20:00;57;"Muy buena / ";59;220;87;961,3;0;16,6;3,33
04/09/2017;19:00;60;"Muy buena / ";59;241;87;960,9;0;16,7;2,55
04/09/2017;18:00;58;"Muy buena / ";58;271;87;960,7;0;17,1;2,98
04/09/2017;17:00;58;"Muy buena / ";57;292;87;960,5;0;17,3;2,93
04/09/2017;16:00;58;"Muy buena / ";56;278;88;960,3;0;17,1;3,81
04/09/2017;15:00;60;"Muy buena / ";54;281;91;960,1;0;16,9;5,93
04/09/2017;14:00;60;"Muy buena / ";52;278;92;960;0;16,9;5,56
04/09/2017;13:00;62;"Buena / ";50;277;89;959,6;0;17;7,04
04/09/2017;12:00;55;"Muy buena / ";48;266;89;959,3;0;16,8;7,24
04/09/2017;11:00;52;"Muy buena / ";46;267;87;958,8;0;17;6,54
04/09/2017;10:00;50;"Muy buena / ";45;252;83;958,3;0;17,2;6,45
04/09/2017;09:00;51;"Muy buena / ";44;250;84;957,6;0;16,8;6,35
04/09/2017;08:00;44;"Muy buena / ";44;253;86;957;0;16,2;7,51
04/09/2017;07:00;41;"Muy buena / ";44;264;84;956,3;0;16,3;8,18
04/09/2017;06:00;44;"Muy buena / ";45;256;80;955,5;0;16,9;10,27
04/09/2017;05:00;44;"Muy buena / ";44;224;79;955;0;17,1;6,21
04/09/2017;04:00;44;"Muy buena / ";43;186;80;955;0,2;16,9;2,62
04/09/2017;03:00;;"Sin datos / ";46;320;79;955,1;0,4;17;0,69
04/09/2017;02:00;43;"Muy buena / ";48;26;74;955;0;17,5;0,66
04/09/2017;01:00;49;"Muy buena / ";50;77;75;954,9;0,1;17,4;0,6
03/09/2017;24:00;45;"Muy buena / ";52;276;73;954,9;0;17,7;0,32
03/09/2017;23:00;44;"Muy buena / ";57;250;70;955;0;18;0,79
03/09/2017;22:00;39;"Muy buena / ";64;76;65;954,9;0,1;18,7;0,84
03/09/2017;21:00;38;"Muy buena / ";72;244;67;955,4;0;18,8;0,84
03/09/2017;20:00;63;"Buena / ";78;285;68;955,5;0;18,7;3,1
03/09/2017;19:00;60;"Muy buena / ";80;287;65;954,9;0;19,1;2,85
03/09/2017;18:00;58;"Muy buena / ";83;260;64;954,8;0;19,5;2,06
03/09/2017;17:00;69;"Buena / ";85;269;61;955,2;0;19,7;3,81
03/09/2017;16:00;86;"Buena / ";87;245;53;955,5;0;20,1;5,43
03/09/2017;15:00;100;"Buena / ";86;265;43;956;0;19,7;4,19
03/09/2017;14:00;98;"Buena / ";85;271;40;956,3;0;19,5;4,76
03/09/2017;13:00;86;"Buena / ";84;257;46;956,7;0;19,3;3,88
03/09/2017;12:00;85;"Buena / ";84;251;43;956,9;0;18,8;3,89
03/09/2017;11:00;80;"Buena / ";84;241;47;957;0;18,1;5,37
03/09/2017;10:00;77;"Buena / ";85;235;55;957,2;0;17,4;5,52
03/09/2017;09:00;80;"Buena / ";86;241;54;957,4;0;17,2;5,34
03/09/2017;08:00;81;"Buena / ";86;249;48;957,5;0;17,2;6,35
03/09/2017;07:00;89;"Buena / ";86;232;40;957,2;0;17,3;4,2
03/09/2017;06:00;91;"Buena / ";85;224;35;957,2;0;17,6;2,87
03/09/2017;05:00;89;"Buena / ";83;235;38;957,5;0;17,2;3,07
03/09/2017;04:00;88;"Buena / ";83;226;47;957,9;0;16,6;2,18
03/09/2017;03:00;;"Sin datos / ";83;114;62;958,4;0;15,5;1,67
03/09/2017;02:00;81;"Buena / ";84;84;75;959,2;0;14,5;4,51
03/09/2017;01:00;84;"Buena / ";84;85;78;959,8;0;14,4;5,59
02/09/2017;24:00;80;"Buena / ";84;92;75;960,5;0;14,8;6,55
02/09/2017;23:00;79;"Buena / ";84;100;74;961,1;0;15,1;6,93
02/09/2017;22:00;81;"Buena / ";84;96;78;961,6;0;14,7;7,4
02/09/2017;21:00;87;"Buena / ";83;92;78;962;0;14,6;7,22
02/09/2017;20:00;88;"Buena / ";81;88;69;962,3;0;14,6;5,35
02/09/2017;19:00;89;"Buena / ";79;80;67;962,3;0;14,8;4,97
02/09/2017;18:00;86;"Buena / ";77;70;73;962,6;0;15,1;2,44
02/09/2017;17:00;81;"Buena / ";73;340;80;963,1;0;15,3;1,69
02/09/2017;16:00;81;"Buena / ";70;303;80;963,6;0;15,1;2,48
02/09/2017;15:00;76;"Buena / ";67;305;77;964,1;0;15;2,99
02/09/2017;14:00;74;"Buena / ";65;288;77;964,7;0;14,6;4,27
02/09/2017;13:00;74;"Buena / ";66;275;77;965,1;0;14,2;6,86
02/09/2017;12:00;74;"Buena / ";67;276;80;965,3;0;13,7;6,4
02/09/2017;11:00;71;"Buena / ";68;278;83;965,4;0;13,5;7,82
02/09/2017;10:00;52;"Muy buena / ";67;261;87;965,3;0;13;7,5
02/09/2017;09:00;57;"Muy buena / ";71;261;86;965;0;12,8;7,9
02/09/2017;08:00;61;"Buena / ";73;266;84;964,8;0;12,9;8,14
02/09/2017;07:00;59;"Muy buena / ";76;266;84;964,5;0;12,9;8,69
02/09/2017;06:00;78;"Buena / ";78;281;77;964,3;0;13,7;8,36
02/09/2017;05:00;82;"Buena / ";78;293;75;964,3;0;13,7;7,95
02/09/2017;04:00;80;"Buena / ";78;303;75;964,3;0;13,7;7,29
02/09/2017;03:00;;"Sin datos / ";77;312;78;964,6;0;13,8;7,28
02/09/2017;02:00;77;"Buena / ";77;314;77;964,8;0;13,8;6,04
02/09/2017;01:00;77;"Buena / ";78;319;78;965;0;13,9;6,92
01/09/2017;24:00;77;"Buena / ";78;313;80;964,9;0;14,1;7,89
01/09/2017;23:00;77;"Buena / ";78;306;80;965;0;14,1;7,62
01/09/2017;22:00;77;"Buena / ";78;313;84;964,8;0;14;7,33
01/09/2017;21:00;78;"Buena / ";78;305;80;964,5;0;14,3;7,15
01/09/2017;20:00;78;"Buena / ";78;313;82;964,1;0;14,2;7,78
01/09/2017;19:00;78;"Buena / ";78;313;85;963,5;0;14,2;8,77
01/09/2017;18:00;78;"Buena / ";78;300;91;963,1;0,3;13,7;8,41
01/09/2017;17:00;80;"Buena / ";78;274;89;963;0,4;12,7;8,09
01/09/2017;16:00;79;"Buena / ";77;277;87;963;0,1;13,6;11
01/09/2017;15:00;78;"Buena / ";75;277;83;963;0;14,3;10,25
01/09/2017;14:00;76;"Buena / ";73;278;87;963,2;0,2;13,6;7,48
01/09/2017;13:00;77;"Buena / ";73;272;85;963,4;0;13,5;8,51
01/09/2017;12:00;77;"Buena / ";73;273;86;963,4;0;13,7;6,67
01/09/2017;11:00;77;"Buena / ";73;293;82;963,4;0;13,7;4,59
01/09/2017;10:00;77;"Buena / ";73;281;82;963,5;0;14,3;3,17
01/09/2017;09:00;74;"Buena / ";73;324;88;963,1;0;13,5;3,43
01/09/2017;08:00;61;"Buena / ";74;302;92;962,6;0;13;4,81
01/09/2017;07:00;63;"Buena / ";77;260;90;962,2;0;13;7,17
01/09/2017;06:00;77;"Buena / ";80;229;84;962,1;0,2;13,2;5,51
01/09/2017;05:00;79;"Buena / ";81;233;78;962,1;0;13,7;1,43
01/09/2017;04:00;77;"Buena / ";81;256;83;962,3;0;13,5;2,64
01/09/2017;03:00;;"Sin datos / ";82;268;84;962,5;0;13,5;2,99
01/09/2017;02:00;79;"Buena / ";82;286;81;962,7;0;13,7;1,55
01/09/2017;01:00;83;"Buena / ";82;314;79;962,9;0;13,9;1,96
31/08/2017;24:00;82;"Buena / ";82;352;76;963;0;14,1;2,45
31/08/2017;23:00;84;"Buena / ";83;2;79;963,2;0;14;2,53
31/08/2017;22:00;83;"Buena / ";83;351;81;963,4;0;14;3,64
31/08/2017;21:00;82;"Buena / ";83;346;81;963,3;0;14,1;4,16
31/08/2017;20:00;82;"Buena / ";82;348;80;962,9;0;14,2;4,46
31/08/2017;19:00;81;"Buena / ";81;349;80;962,5;0;14,3;4,18
31/08/2017;18:00;80;"Buena / ";80;350;78;962,2;0;14,7;3,6
31/08/2017;17:00;81;"Buena / ";79;342;76;962,2;0;14,9;3,44
31/08/2017;16:00;87;"Buena / ";77;346;75;962,2;0;14,8;3,34
31/08/2017;15:00;86;"Buena / ";74;340;74;962,3;0;15,1;3,48
31/08/2017;14:00;84;"Buena / ";73;340;74;962,4;0;15,1;2,38
31/08/2017;13:00;77;"Buena / ";72;350;79;962,6;0;15,2;3,1
31/08/2017;12:00;74;"Buena / ";72;14;78;962,7;0;15,1;1,99
31/08/2017;11:00;69;"Buena / ";73;27;80;962,7;0;14,7;0,95
31/08/2017;10:00;71;"Buena / ";73;75;77;962,6;0;14,8;2,18
31/08/2017;09:00;66;"Buena / ";74;77;87;962,2;0;13,1;5,14
31/08/2017;08:00;68;"Buena / ";75;70;94;961,8;0;12,6;6,83
31/08/2017;07:00;75;"Buena / ";76;21;92;961,4;0;13;5,79
31/08/2017;06:00;78;"Buena / ";76;343;83;961,1;0;13,6;5,11
31/08/2017;05:00;76;"Buena / ";76;333;81;960,8;0;14;4,77
31/08/2017;04:00;77;"Buena / ";75;338;80;960,6;0;13,9;4,97
31/08/2017;03:00;;"Sin datos / ";74;329;85;960,4;0;13,6;5,74
31/08/2017;02:00;76;"Buena / ";73;332;93;960,2;0,1;12,9;5,53
31/08/2017;01:00;75;"Buena / ";73;301;87;960,2;0;14,1;6,77
30/08/2017;24:00;77;"Buena / ";73;307;87;960,1;0;13,8;7,5
30/08/2017;23:00;76;"Buena / ";73;293;96;959,6;0,1;13,3;8,45
30/08/2017;22:00;74;"Buena / ";74;297;96;959,2;0,1;14,5;9,05
30/08/2017;21:00;70;"Buena / ";76;295;96;958,5;1,6;14,9;7,05
30/08/2017;20:00;68;"Buena / ";78;318;96;958,1;1,2;15,1;2,94
30/08/2017;19:00;68;"Buena / ";80;317;96;957,5;0,5;15,2;4,73
30/08/2017;18:00;77;"Buena / ";83;315;95;956,2;1,2;15,4;9,74
30/08/2017;17:00;73;"Buena / ";83;325;95;955,3;3,7;16,8;8,03
30/08/2017;16:00;78;"Buena / ";84;354;94;954,4;0,1;17,4;5,97
30/08/2017;15:00;83;"Buena / ";84;352;94;954,7;0;17,6;4,21
30/08/2017;14:00;89;"Buena / ";84;326;90;954,8;0;18;3,62
30/08/2017;13:00;90;"Buena / ";85;329;88;954,9;0;18,1;3,94
30/08/2017;12:00;85;"Buena / ";85;309;78;955,1;0;19,7;0,44
30/08/2017;11:00;85;"Buena / ";86;319;83;955,5;0;18,4;2,05
30/08/2017;10:00;83;"Buena / ";86;277;79;955,3;0;18,5;0,92
30/08/2017;09:00;77;"Buena / ";86;270;76;955,5;0;18,8;2,39
30/08/2017;08:00;82;"Buena / ";87;266;78;955,5;0;18,6;3,31
30/08/2017;07:00;84;"Buena / ";87;249;80;955,2;0;18,1;2,13
30/08/2017;06:00;91;"Buena / ";86;286;85;955;0;17,4;2,21
30/08/2017;05:00;90;"Buena / ";85;291;92;955,1;0;16,6;3,18
30/08/2017;04:00;92;"Buena / ";84;280;93;955,1;0;16,6;2,18
30/08/2017;03:00;;"Sin datos / ";84;231;95;955,4;0;16,8;1,19
30/08/2017;02:00;88;"Buena / ";85;288;96;955,6;0;17;2,33
30/08/2017;01:00;85;"Buena / ";88;279;95;955,9;0;17,2;4,68
29/08/2017;24:00;78;"Buena / ";91;277;95;955,8;0;17,6;4,79
29/08/2017;23:00;80;"Buena / ";95;287;94;955,7;0;17,7;2,96
29/08/2017;22:00;81;"Buena / ";95;293;94;955,3;0;17,9;3,12
29/08/2017;21:00;83;"Buena / ";96;307;91;955,3;0;18;3,16
29/08/2017;20:00;91;"Buena / ";94;261;80;955,1;0;20,1;0,43
29/08/2017;19:00;96;"Buena / ";90;87;75;954,7;0;20,1;4,2
29/08/2017;18:00;107;"Buena / ";86;78;79;954,7;0;20,5;7,33
29/08/2017;17:00;111;"Buena / ";80;78;81;954,6;0;20,8;7
29/08/2017;16:00;108;"Buena / ";73;69;79;954,6;0;20,7;4,69
29/08/2017;15:00;86;"Buena / ";67;29;77;954,6;0;20,6;1,69
29/08/2017;14:00;83;"Buena / ";65;333;81;955,3;0;19,8;1,22
29/08/2017;13:00;73;"Buena / ";64;275;75;955,4;0;20,9;0,1
29/08/2017;12:00;59;"Muy buena / ";65;184;74;955,9;0;20,1;1,87
29/08/2017;11:00;61;"Buena / ";67;168;78;955,9;0;19;1,91
29/08/2017;10:00;59;"Muy buena / ";68;146;71;956,4;0,3;19,8;5,11
29/08/2017;09:00;54;"Muy buena / ";71;160;69;956;0;20,3;3,74
29/08/2017;08:00;64;"Buena / ";74;191;70;955,6;0;20;3,84
29/08/2017;07:00;63;"Buena / ";74;195;70;955,3;0;19,7;3,52
29/08/2017;06:00;78;"Buena / ";77;211;71;955;0;19,4;1,85
29/08/2017;05:00;79;"Buena / ";78;159;69;954,8;0;19,8;2,71
29/08/2017;04:00;81;"Buena / ";78;192;66;955;0;19,7;0,16
29/08/2017;03:00;;"Sin datos / ";79;145;65;955,1;0;19,8;4,25
29/08/2017;02:00;80;"Buena / ";80;122;77;955,3;0,8;18,9;4
29/08/2017;01:00;72;"Buena / ";79;173;90;956,4;1,1;17,6;4,14
28/08/2017;24:00;63;"Buena / ";82;187;87;956,4;0,8;18,3;6,78
28/08/2017;23:00;85;"Buena / ";86;121;77;955,7;0;19,8;3,24
28/08/2017;22:00;84;"Buena / ";88;69;78;956,2;0;19,7;4,53
28/08/2017;21:00;81;"Buena / ";90;107;68;955,9;0;21;4,01
28/08/2017;20:00;87;"Buena / ";90;46;60;956;0;22,5;5,41
28/08/2017;19:00;84;"Buena / ";88;95;56;956,3;0,1;23,1;4,05
28/08/2017;18:00;78;"Buena / ";87;159;64;956,2;0,4;22,5;7,69
28/08/2017;17:00;92;"Buena / ";86;243;50;955,6;0;24,6;5,6
28/08/2017;16:00;98;"Buena / ";84;285;52;955,3;0;23,9;4,59
28/08/2017;15:00;98;"Buena / ";80;301;61;955,7;0;23,6;3,09
28/08/2017;14:00;98;"Buena / ";77;85;55;955,5;0;25,5;8,18
28/08/2017;13:00;84;"Buena / ";75;90;47;955,7;0;26;6,1
28/08/2017;12:00;74;"Buena / ";74;149;47;956,9;0;25,4;1,97
28/08/2017;11:00;70;"Buena / ";74;162;48;957,4;0;25;3,31
28/08/2017;10:00;71;"Buena / ";75;156;46;957,3;0;24,9;4,78
28/08/2017;09:00;75;"Buena / ";75;134;44;957;0;25,2;6,24
28/08/2017;08:00;70;"Buena / ";76;144;45;956,6;0;24,6;6,47
28/08/2017;07:00;76;"Buena / ";77;147;50;956,5;0;23,2;3,38
28/08/2017;06:00;78;"Buena / ";77;152;50;956,2;0;23,2;3,87
28/08/2017;05:00;77;"Buena / ";77;146;50;955,9;0;23;4,63
28/08/2017;04:00;75;"Buena / ";77;174;50;955,9;0;23;2,22
28/08/2017;03:00;;"Sin datos / ";78;256;54;956,1;0;22,3;4,11
28/08/2017;02:00;75;"Buena / ";76;212;51;955,9;0;22,9;2,98
28/08/2017;01:00;78;"Buena / ";74;155;47;955,6;0;23,9;4,19
27/08/2017;24:00;78;"Buena / ";71;157;48;955,1;0;24;7,78
27/08/2017;23:00;77;"Buena / ";67;148;50;955,1;0;23,7;6,72
27/08/2017;22:00;79;"Buena / ";66;158;49;955,6;0;24;9,8
27/08/2017;21:00;79;"Buena / ";64;148;51;955,3;0;23,7;10,76
27/08/2017;20:00;78;"Buena / ";63;157;55;954,8;0;22,9;13,18
27/08/2017;19:00;63;"Buena / ";63;140;62;955,1;0;22,3;10,33
27/08/2017;18:00;60;"Muy buena / ";65;114;70;955,7;0;21,4;9,04
27/08/2017;17:00;55;"Muy buena / ";66;111;75;957,1;0;20,5;5,36
27/08/2017;16:00;47;"Muy buena / ";68;192;82;958,4;0,1;19,4;4,71
27/08/2017;15:00;63;"Buena / ";71;241;68;958,5;0,5;20,9;9,6
27/08/2017;14:00;65;"Buena / ";73;266;58;957,8;0;22,4;5,04
27/08/2017;13:00;76;"Buena / ";74;311;45;957,2;0;24,4;4,04
27/08/2017;12:00;75;"Buena / ";74;273;44;957,5;0;24,8;5,6
27/08/2017;11:00;75;"Buena / ";75;240;44;957,5;0;25,4;3,54
27/08/2017;10:00;71;"Buena / ";75;235;43;957,2;0;25,5;2,53
27/08/2017;09:00;71;"Buena / ";76;154;42;956,2;0;26;6,29
27/08/2017;08:00;72;"Buena / ";77;152;39;955,7;0;26;5,49
27/08/2017;07:00;75;"Buena / ";79;174;40;955,3;0;25,7;4,41
27/08/2017;06:00;78;"Buena / ";80;155;39;954,6;0;26,1;8,28
27/08/2017;05:00;77;"Buena / ";80;149;38;954,6;0;26,6;7,32
27/08/2017;04:00;78;"Buena / ";77;154;40;955;0;26;9,28
27/08/2017;03:00;;"Sin datos / ";76;164;40;955,3;0;26;8,05
27/08/2017;02:00;80;"Buena / ";77;167;39;955,3;0;26,5;8,02
27/08/2017;01:00;82;"Buena / ";76;156;37;955,2;0;26,8;11,66
26/08/2017;24:00;84;"Buena / ";75;152;39;955,3;0;26,1;12,69
26/08/2017;23:00;82;"Buena / ";75;150;43;955,5;0;25,2;11,46
26/08/2017;22:00;74;"Buena / ";76;147;47;955,9;0;25,1;12,75
26/08/2017;21:00;62;"Buena / ";79;127;59;955,7;0;25,7;9,09
26/08/2017;20:00;69;"Buena / ";80;110;84;955,7;0;22,7;6,21
26/08/2017;19:00;83;"Buena / ";79;151;90;955,7;0;19,5;1,67
26/08/2017;18:00;73;"Buena / ";75;298;90;955,5;0;18,7;1,82
26/08/2017;17:00;72;"Buena / ";72;71;66;955,3;0;24,5;1,74
26/08/2017;16:00;83;"Buena / ";69;124;43;955,4;0;28,1;1,53
26/08/2017;15:00;95;"Buena / ";67;168;39;955,6;0;28,4;1,55
26/08/2017;14:00;91;"Buena / ";63;155;38;955,4;0;28,4;3,68
26/08/2017;13:00;75;"Buena / ";60;152;39;955,3;0;27,9;6,41
26/08/2017;12:00;56;"Muy buena / ";60;151;45;955,5;0;26,2;8,49
26/08/2017;11:00;51;"Muy buena / ";62;152;53;955,7;0;24,2;7,67
26/08/2017;10:00;52;"Muy buena / ";63;151;65;955,7;0;21,8;3,95
26/08/2017;09:00;52;"Muy buena / ";64;128;75;955,6;0;20,2;2,88
26/08/2017;08:00;62;"Buena / ";65;87;87;955,6;0;18;3,54
26/08/2017;07:00;67;"Buena / ";64;91;89;955,4;0;17,5;4,68
26/08/2017;06:00;68;"Buena / ";63;92;90;955,4;0;17,3;4,2
26/08/2017;05:00;75;"Buena / ";61;85;90;955,5;0;16,9;3,88
26/08/2017;04:00;65;"Buena / ";59;77;95;955,7;0;16,8;3,1
26/08/2017;03:00;;"Sin datos / ";57;79;96;956,2;0;16,8;2,89
26/08/2017;02:00;62;"Buena / ";57;65;96;956,6;0;16,7;2,78
26/08/2017;01:00;56;"Muy buena / ";57;38;96;957;0,1;16,6;1,86
25/08/2017;24:00;56;"Muy buena / ";57;358;96;957,3;0,1;16,7;1,43
25/08/2017;23:00;57;"Muy buena / ";58;341;96;957,8;0;16,7;1,91
25/08/2017;22:00;58;"Muy buena / ";59;330;96;957,7;0;16,7;2,55
25/08/2017;21:00;57;"Muy buena / ";61;328;96;957,6;0;16,7;2,2
25/08/2017;20:00;55;"Muy buena / ";62;339;96;957,2;0;16,7;1,91
25/08/2017;19:00;57;"Muy buena / ";63;321;96;956,9;0;16,8;2,05
25/08/2017;18:00;57;"Muy buena / ";63;321;95;956,7;0;16,7;2,59
25/08/2017;17:00;60;"Muy buena / ";63;332;95;956,6;0;17;2,55
25/08/2017;16:00;63;"Buena / ";62;332;94;956,6;0;17,3;2,96
25/08/2017;15:00;67;"Buena / ";61;336;93;956,6;0;17,6;2,22
25/08/2017;14:00;68;"Buena / ";60;334;91;956,7;0;17,8;2,79
25/08/2017;13:00;65;"Buena / ";59;358;90;956,8;0;18,1;1,6
25/08/2017;12:00;64;"Buena / ";58;358;92;957,1;0;17,5;2,16
25/08/2017;11:00;61;"Buena / ";58;100;83;957,4;0;19,9;0,29
25/08/2017;10:00;54;"Muy buena / ";57;118;81;957,4;0;19,9;0,85
25/08/2017;09:00;50;"Muy buena / ";57;83;89;957,2;0;18,1;2,38
25/08/2017;08:00;57;"Muy buena / ";57;87;89;957,2;0;17,7;6,04
25/08/2017;07:00;59;"Muy buena / ";56;82;93;957,2;0;16,7;5,09
25/08/2017;06:00;61;"Buena / ";56;84;91;957,2;0;16,8;2,39
25/08/2017;05:00;59;"Muy buena / ";56;54;92;957,2;0;16,6;1,25
25/08/2017;04:00;61;"Buena / ";57;298;94;957,5;0;16,1;0,53
25/08/2017;03:00;;"Sin datos / ";57;257;96;957,7;0;16,3;1,87
25/08/2017;02:00;50;"Muy buena / ";59;267;96;958,1;0;16,6;2,52
25/08/2017;01:00;50;"Muy buena / ";61;284;96;958,3;0;16,6;2,23
24/08/2017;24:00;53;"Muy buena / ";64;277;96;958,7;0;16,6;3,35
24/08/2017;23:00;59;"Muy buena / ";67;282;96;958,9;0;16,5;4,27
24/08/2017;22:00;60;"Muy buena / ";69;307;96;958,9;0;16,6;3,52
24/08/2017;21:00;63;"Buena / ";72;307;96;958,8;0;16,8;4,58
24/08/2017;20:00;66;"Buena / ";74;306;96;958,3;0;16,8;4,85
24/08/2017;19:00;69;"Buena / ";74;310;95;957,5;0;17;5,94
24/08/2017;18:00;70;"Buena / ";73;306;94;956,9;0;17,6;6,37
24/08/2017;17:00;73;"Buena / ";70;305;83;956,7;0;18,1;5,09
24/08/2017;16:00;78;"Buena / ";67;325;80;956,4;0;18,9;3,79
24/08/2017;15:00;75;"Buena / ";65;333;83;956,5;0;19,3;3,51
24/08/2017;14:00;80;"Buena / ";63;345;79;956,7;0;19,6;3,34
24/08/2017;13:00;79;"Buena / ";61;44;80;956,8;0;20,2;2,29
24/08/2017;12:00;70;"Buena / ";60;48;80;957,3;0;20;1,29
24/08/2017;11:00;57;"Muy buena / ";60;102;80;957,7;0;20,2;1,11
24/08/2017;10:00;44;"Muy buena / ";60;97;88;958;0;18,6;0,28
24/08/2017;09:00;54;"Muy buena / ";64;323;92;957,8;0;17,5;0,95
24/08/2017;08:00;57;"Muy buena / ";66;324;92;957,6;0;16,9;1,72
24/08/2017;07:00;61;"Buena / ";68;8;93;957,4;0;16,6;1,65
24/08/2017;06:00;68;"Buena / ";67;71;92;957,3;0;16,5;1,35
24/08/2017;05:00;69;"Buena / ";65;87;91;957,4;0;16,6;0,94
24/08/2017;04:00;68;"Buena / ";64;347;90;957,7;0;16,8;0,97
24/08/2017;03:00;;"Sin datos / ";63;314;89;958;0;16,8;1,14
24/08/2017;02:00;70;"Buena / ";63;344;89;958,1;0;17;0,97
24/08/2017;01:00;71;"Buena / ";62;33;90;958;0;17;1,7
23/08/2017;24:00;69;"Buena / ";62;66;92;958,6;0;16,5;3,4
23/08/2017;23:00;55;"Muy buena / ";62;72;96;958,9;0;16,2;3,54
23/08/2017;22:00;52;"Muy buena / ";63;79;96;958,6;0;16,5;4,11
23/08/2017;21:00;61;"Buena / ";65;57;95;958,9;0;16,6;2,02
23/08/2017;20:00;65;"Buena / ";66;359;95;958,7;0;16,6;1,87
23/08/2017;19:00;64;"Buena / ";66;5;92;958,4;0;16,9;1,79
23/08/2017;18:00;62;"Buena / ";65;109;86;958,3;0;18,6;1,79
23/08/2017;17:00;66;"Buena / ";65;87;87;958,3;0;18,4;4,25
23/08/2017;16:00;69;"Buena / ";63;72;86;958,8;0;18,1;2,89
23/08/2017;15:00;67;"Buena / ";62;74;83;959,1;0;18,7;1,05
23/08/2017;14:00;66;"Buena / ";61;17;86;959,3;0;17,8;1,73
23/08/2017;13:00;68;"Buena / ";59;6;89;959,4;0;17,3;3,29
23/08/2017;12:00;65;"Buena / ";58;19;87;959,3;0;18;1,65
23/08/2017;11:00;60;"Muy buena / ";57;45;81;959,6;0;18,7;0,28
23/08/2017;10:00;58;"Muy buena / ";56;57;83;959,9;0;18,2;0,4
23/08/2017;09:00;53;"Muy buena / ";58;82;85;959,9;0;17,5;0,79
23/08/2017;08:00;55;"Muy buena / ";60;287;89;959,8;0;16,6;0,59
23/08/2017;07:00;59;"Muy buena / ";62;288;90;959,8;0;16,4;1,36
23/08/2017;06:00;57;"Muy buena / ";64;272;93;959,8;0;15,9;2,62
23/08/2017;05:00;55;"Muy buena / ";66;267;92;959,6;0;15,9;3,98
23/08/2017;04:00;57;"Muy buena / ";69;270;92;959,5;0;16;4,57
23/08/2017;03:00;;"Sin datos / ";72;270;92;959,7;0;15,9;4,7
23/08/2017;02:00;67;"Buena / ";73;261;96;960;0;15,7;3,83
23/08/2017;01:00;68;"Buena / ";75;274;97;960,1;0;16,3;5,66
22/08/2017;24:00;70;"Buena / ";77;274;97;960,1;0;16,7;7,97
22/08/2017;23:00;71;"Buena / ";80;279;97;960,3;0;16,8;7,93
22/08/2017;22:00;74;"Buena / ";83;280;96;960,1;0;17;7,94
22/08/2017;21:00;77;"Buena / ";87;281;96;959,7;0;17,3;7,04
22/08/2017;20:00;76;"Buena / ";91;274;96;959;0;17,1;5,1
