Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA
15/10/2017;22:00;5;32;Muy buena / Oso ona;39;26;Muy buena / Oso ona
15/10/2017;21:00;6;29;Muy buena / Oso ona;37;25;Muy buena / Oso ona
15/10/2017;20:00;7;29;Muy buena / Oso ona;41;27;Muy buena / Oso ona
15/10/2017;19:00;7;38;Muy buena / Oso ona;49;26;Muy buena / Oso ona
15/10/2017;18:00;7;40;Muy buena / Oso ona;51;26;Muy buena / Oso ona
15/10/2017;17:00;6;26;Muy buena / Oso ona;35;35;Muy buena / Oso ona
15/10/2017;16:00;4;10;Muy buena / Oso ona;16;32;Muy buena / Oso ona
15/10/2017;15:00;3;5;Muy buena / Oso ona;10;27;Muy buena / Oso ona
15/10/2017;14:00;2;5;Muy buena / Oso ona;8;25;Muy buena / Oso ona
15/10/2017;13:00;3;4;Muy buena / Oso ona;9;27;Muy buena / Oso ona
15/10/2017;12:00;4;6;Muy buena / Oso ona;11;24;Muy buena / Oso ona
15/10/2017;11:00;4;7;Muy buena / Oso ona;14;24;Muy buena / Oso ona
15/10/2017;10:00;4;12;Muy buena / Oso ona;18;20;Muy buena / Oso ona
15/10/2017;09:00;8;29;Muy buena / Oso ona;41;25;Muy buena / Oso ona
15/10/2017;08:00;9;31;Muy buena / Oso ona;44;24;Muy buena / Oso ona
15/10/2017;07:00;11;25;Muy buena / Oso ona;42;24;Muy buena / Oso ona
15/10/2017;06:00;5;13;Muy buena / Oso ona;21;19;Muy buena / Oso ona
15/10/2017;05:00;4;12;Muy buena / Oso ona;18;20;Muy buena / Oso ona
15/10/2017;04:00;5;15;Muy buena / Oso ona;22;23;Muy buena / Oso ona
15/10/2017;03:00;4;20;Muy buena / Oso ona;26;22;Muy buena / Oso ona
15/10/2017;02:00;6;22;Muy buena / Oso ona;30;23;Muy buena / Oso ona
15/10/2017;01:00;10;21;Muy buena / Oso ona;36;25;Muy buena / Oso ona
14/10/2017;24:00;9;24;Muy buena / Oso ona;37;27;Muy buena / Oso ona
14/10/2017;23:00;6;21;Muy buena / Oso ona;30;27;Muy buena / Oso ona
14/10/2017;22:00;11;27;Muy buena / Oso ona;43;29;Muy buena / Oso ona
14/10/2017;21:00;6;22;Muy buena / Oso ona;31;28;Muy buena / Oso ona
14/10/2017;20:00;11;30;Muy buena / Oso ona;47;31;Muy buena / Oso ona
14/10/2017;19:00;13;33;Muy buena / Oso ona;53;32;Muy buena / Oso ona
14/10/2017;18:00;9;32;Muy buena / Oso ona;45;35;Muy buena / Oso ona
14/10/2017;17:00;6;28;Muy buena / Oso ona;37;34;Muy buena / Oso ona
14/10/2017;16:00;5;20;Muy buena / Oso ona;28;46;Buena / Ona
14/10/2017;15:00;4;9;Muy buena / Oso ona;14;31;Muy buena / Oso ona
14/10/2017;14:00;5;7;Muy buena / Oso ona;14;30;Muy buena / Oso ona
14/10/2017;13:00;4;8;Muy buena / Oso ona;14;28;Muy buena / Oso ona
14/10/2017;12:00;5;15;Muy buena / Oso ona;23;25;Muy buena / Oso ona
14/10/2017;11:00;8;23;Muy buena / Oso ona;35;22;Muy buena / Oso ona
14/10/2017;10:00;13;24;Muy buena / Oso ona;44;34;Muy buena / Oso ona
14/10/2017;09:00;15;21;Muy buena / Oso ona;43;32;Muy buena / Oso ona
14/10/2017;08:00;22;21;Muy buena / Oso ona;54;35;Muy buena / Oso ona
14/10/2017;07:00;24;22;Muy buena / Oso ona;59;30;Muy buena / Oso ona
14/10/2017;06:00;10;23;Muy buena / Oso ona;39;20;Muy buena / Oso ona
14/10/2017;05:00;5;19;Muy buena / Oso ona;27;18;Muy buena / Oso ona
14/10/2017;04:00;4;12;Muy buena / Oso ona;19;25;Muy buena / Oso ona
14/10/2017;03:00;4;11;Muy buena / Oso ona;17;26;Muy buena / Oso ona
14/10/2017;02:00;3;7;Muy buena / Oso ona;12;29;Muy buena / Oso ona
14/10/2017;01:00;4;17;Muy buena / Oso ona;22;30;Muy buena / Oso ona
13/10/2017;24:00;8;25;Muy buena / Oso ona;37;33;Muy buena / Oso ona
13/10/2017;23:00;7;31;Muy buena / Oso ona;42;32;Muy buena / Oso ona
13/10/2017;22:00;4;23;Muy buena / Oso ona;28;34;Muy buena / Oso ona
13/10/2017;21:00;4;16;Muy buena / Oso ona;21;34;Muy buena / Oso ona
13/10/2017;20:00;4;15;Muy buena / Oso ona;21;40;Muy buena / Oso ona
13/10/2017;19:00;4;22;Muy buena / Oso ona;29;41;Buena / Ona
13/10/2017;18:00;5;23;Muy buena / Oso ona;30;44;Buena / Ona
13/10/2017;17:00;5;21;Muy buena / Oso ona;28;42;Buena / Ona
13/10/2017;16:00;5;21;Muy buena / Oso ona;28;47;Buena / Ona
13/10/2017;15:00;6;26;Muy buena / Oso ona;35;46;Buena / Ona
13/10/2017;14:00;5;18;Muy buena / Oso ona;26;35;Muy buena / Oso ona
13/10/2017;13:00;7;18;Muy buena / Oso ona;28;32;Muy buena / Oso ona
13/10/2017;12:00;12;32;Muy buena / Oso ona;50;29;Muy buena / Oso ona
13/10/2017;11:00;20;39;Muy buena / Oso ona;70;34;Muy buena / Oso ona
13/10/2017;10:00;54;39;Muy buena / Oso ona;121;43;Buena / Ona
13/10/2017;09:00;59;29;Muy buena / Oso ona;120;44;Buena / Ona
13/10/2017;08:00;90;29;Muy buena / Oso ona;166;44;Buena / Ona
13/10/2017;07:00;84;26;Muy buena / Oso ona;155;37;Muy buena / Oso ona
13/10/2017;06:00;68;25;Muy buena / Oso ona;129;36;Muy buena / Oso ona
13/10/2017;05:00;31;19;Muy buena / Oso ona;67;29;Muy buena / Oso ona
13/10/2017;04:00;13;15;Muy buena / Oso ona;35;26;Muy buena / Oso ona
13/10/2017;03:00;8;13;Muy buena / Oso ona;26;23;Muy buena / Oso ona
13/10/2017;02:00;7;12;Muy buena / Oso ona;22;24;Muy buena / Oso ona
13/10/2017;01:00;8;13;Muy buena / Oso ona;25;25;Muy buena / Oso ona
12/10/2017;24:00;9;12;Muy buena / Oso ona;25;24;Muy buena / Oso ona
12/10/2017;23:00;9;14;Muy buena / Oso ona;28;25;Muy buena / Oso ona
12/10/2017;22:00;10;14;Muy buena / Oso ona;29;25;Muy buena / Oso ona
12/10/2017;21:00;14;20;Muy buena / Oso ona;41;26;Muy buena / Oso ona
12/10/2017;20:00;16;26;Muy buena / Oso ona;50;29;Muy buena / Oso ona
12/10/2017;19:00;15;43;Muy buena / Oso ona;65;32;Muy buena / Oso ona
12/10/2017;18:00;5;29;Muy buena / Oso ona;37;33;Muy buena / Oso ona
12/10/2017;17:00;5;21;Muy buena / Oso ona;28;40;Muy buena / Oso ona
12/10/2017;16:00;6;18;Muy buena / Oso ona;27;42;Buena / Ona
12/10/2017;15:00;7;22;Muy buena / Oso ona;32;42;Buena / Ona
12/10/2017;14:00;4;11;Muy buena / Oso ona;17;29;Muy buena / Oso ona
12/10/2017;13:00;6;15;Muy buena / Oso ona;24;30;Muy buena / Oso ona
12/10/2017;12:00;8;15;Muy buena / Oso ona;27;33;Muy buena / Oso ona
12/10/2017;11:00;10;16;Muy buena / Oso ona;30;28;Muy buena / Oso ona
12/10/2017;10:00;10;16;Muy buena / Oso ona;31;30;Muy buena / Oso ona
12/10/2017;09:00;18;15;Muy buena / Oso ona;42;24;Muy buena / Oso ona
12/10/2017;08:00;12;10;Muy buena / Oso ona;28;19;Muy buena / Oso ona
12/10/2017;07:00;12;11;Muy buena / Oso ona;29;17;Muy buena / Oso ona
12/10/2017;06:00;9;11;Muy buena / Oso ona;24;17;Muy buena / Oso ona
12/10/2017;05:00;8;9;Muy buena / Oso ona;20;17;Muy buena / Oso ona
12/10/2017;04:00;7;7;Muy buena / Oso ona;17;18;Muy buena / Oso ona
12/10/2017;03:00;7;8;Muy buena / Oso ona;19;22;Muy buena / Oso ona
12/10/2017;02:00;8;11;Muy buena / Oso ona;23;21;Muy buena / Oso ona
12/10/2017;01:00;11;14;Muy buena / Oso ona;32;18;Muy buena / Oso ona
11/10/2017;24:00;11;14;Muy buena / Oso ona;30;18;Muy buena / Oso ona
11/10/2017;23:00;9;19;Muy buena / Oso ona;33;20;Muy buena / Oso ona
11/10/2017;22:00;7;19;Muy buena / Oso ona;29;21;Muy buena / Oso ona
11/10/2017;21:00;13;29;Muy buena / Oso ona;48;24;Muy buena / Oso ona
11/10/2017;20:00;11;43;Muy buena / Oso ona;60;24;Muy buena / Oso ona
11/10/2017;19:00;7;41;Muy buena / Oso ona;52;30;Muy buena / Oso ona
11/10/2017;18:00;8;28;Muy buena / Oso ona;41;33;Muy buena / Oso ona
11/10/2017;17:00;6;20;Muy buena / Oso ona;29;36;Muy buena / Oso ona
11/10/2017;16:00;6;17;Muy buena / Oso ona;26;23;Muy buena / Oso ona
11/10/2017;15:00;6;19;Muy buena / Oso ona;28;35;Muy buena / Oso ona
11/10/2017;14:00;6;21;Muy buena / Oso ona;30;40;Muy buena / Oso ona
11/10/2017;13:00;7;23;Muy buena / Oso ona;35;18;Muy buena / Oso ona
11/10/2017;12:00;13;32;Muy buena / Oso ona;52;20;Muy buena / Oso ona
11/10/2017;11:00;43;42;Muy buena / Oso ona;108;31;Muy buena / Oso ona
11/10/2017;10:00;54;32;Muy buena / Oso ona;115;45;Buena / Ona
11/10/2017;09:00;62;26;Muy buena / Oso ona;121;40;Muy buena / Oso ona
11/10/2017;08:00;76;22;Muy buena / Oso ona;138;29;Muy buena / Oso ona
11/10/2017;07:00;71;24;Muy buena / Oso ona;132;24;Muy buena / Oso ona
11/10/2017;06:00;57;22;Muy buena / Oso ona;109;24;Muy buena / Oso ona
11/10/2017;05:00;29;19;Muy buena / Oso ona;63;21;Muy buena / Oso ona
11/10/2017;04:00;22;20;Muy buena / Oso ona;54;24;Muy buena / Oso ona
11/10/2017;03:00;15;20;Muy buena / Oso ona;43;23;Muy buena / Oso ona
11/10/2017;02:00;6;16;Muy buena / Oso ona;25;15;Muy buena / Oso ona
11/10/2017;01:00;9;11;Muy buena / Oso ona;24;13;Muy buena / Oso ona
10/10/2017;24:00;6;13;Muy buena / Oso ona;23;14;Muy buena / Oso ona
10/10/2017;23:00;6;9;Muy buena / Oso ona;19;13;Muy buena / Oso ona
10/10/2017;22:00;8;12;Muy buena / Oso ona;24;13;Muy buena / Oso ona
10/10/2017;21:00;17;20;Muy buena / Oso ona;46;17;Muy buena / Oso ona
10/10/2017;20:00;18;25;Muy buena / Oso ona;53;18;Muy buena / Oso ona
10/10/2017;19:00;24;44;Muy buena / Oso ona;81;20;Muy buena / Oso ona
10/10/2017;18:00;10;49;Muy buena / Oso ona;65;25;Muy buena / Oso ona
10/10/2017;17:00;12;39;Muy buena / Oso ona;57;27;Muy buena / Oso ona
10/10/2017;16:00;13;36;Muy buena / Oso ona;55;31;Muy buena / Oso ona
10/10/2017;15:00;10;26;Muy buena / Oso ona;41;25;Muy buena / Oso ona
10/10/2017;14:00;10;22;Muy buena / Oso ona;37;23;Muy buena / Oso ona
10/10/2017;13:00;7;16;Muy buena / Oso ona;27;13;Muy buena / Oso ona
10/10/2017;12:00;12;19;Muy buena / Oso ona;36;15;Muy buena / Oso ona
10/10/2017;11:00;20;20;Muy buena / Oso ona;50;18;Muy buena / Oso ona
10/10/2017;10:00;20;20;Muy buena / Oso ona;51;21;Muy buena / Oso ona
10/10/2017;09:00;13;17;Muy buena / Oso ona;37;19;Muy buena / Oso ona
10/10/2017;08:00;12;15;Muy buena / Oso ona;33;25;Muy buena / Oso ona
10/10/2017;07:00;9;15;Muy buena / Oso ona;28;10;Muy buena / Oso ona
10/10/2017;06:00;10;19;Muy buena / Oso ona;34;10;Muy buena / Oso ona
10/10/2017;05:00;6;16;Muy buena / Oso ona;24;11;Muy buena / Oso ona
10/10/2017;04:00;4;11;Muy buena / Oso ona;18;10;Muy buena / Oso ona
10/10/2017;03:00;4;10;Muy buena / Oso ona;17;13;Muy buena / Oso ona
10/10/2017;02:00;6;13;Muy buena / Oso ona;22;15;Muy buena / Oso ona
10/10/2017;01:00;4;8;Muy buena / Oso ona;15;15;Muy buena / Oso ona
09/10/2017;24:00;4;10;Muy buena / Oso ona;16;14;Muy buena / Oso ona
09/10/2017;23:00;6;13;Muy buena / Oso ona;22;15;Muy buena / Oso ona
09/10/2017;22:00;10;15;Muy buena / Oso ona;30;15;Muy buena / Oso ona
09/10/2017;21:00;17;25;Muy buena / Oso ona;51;19;Muy buena / Oso ona
09/10/2017;20:00;20;42;Muy buena / Oso ona;73;16;Muy buena / Oso ona
09/10/2017;19:00;6;35;Muy buena / Oso ona;45;16;Muy buena / Oso ona
09/10/2017;18:00;7;23;Muy buena / Oso ona;33;16;Muy buena / Oso ona
09/10/2017;17:00;8;29;Muy buena / Oso ona;41;20;Muy buena / Oso ona
09/10/2017;16:00;9;25;Muy buena / Oso ona;39;20;Muy buena / Oso ona
09/10/2017;15:00;8;22;Muy buena / Oso ona;34;23;Muy buena / Oso ona
09/10/2017;14:00;8;19;Muy buena / Oso ona;31;19;Muy buena / Oso ona
09/10/2017;13:00;9;20;Muy buena / Oso ona;34;11;Muy buena / Oso ona
09/10/2017;12:00;10;17;Muy buena / Oso ona;33;20;Muy buena / Oso ona
09/10/2017;11:00;23;28;Muy buena / Oso ona;63;24;Muy buena / Oso ona
09/10/2017;10:00;43;23;Muy buena / Oso ona;89;30;Muy buena / Oso ona
09/10/2017;09:00;43;21;Muy buena / Oso ona;87;30;Muy buena / Oso ona
09/10/2017;08:00;42;21;Muy buena / Oso ona;85;26;Muy buena / Oso ona
09/10/2017;07:00;46;22;Muy buena / Oso ona;93;22;Muy buena / Oso ona
09/10/2017;06:00;36;21;Muy buena / Oso ona;76;19;Muy buena / Oso ona
09/10/2017;05:00;14;19;Muy buena / Oso ona;40;17;Muy buena / Oso ona
09/10/2017;04:00;13;18;Muy buena / Oso ona;38;18;Muy buena / Oso ona
09/10/2017;03:00;7;14;Muy buena / Oso ona;25;13;Muy buena / Oso ona
09/10/2017;02:00;7;9;Muy buena / Oso ona;20;12;Muy buena / Oso ona
09/10/2017;01:00;9;13;Muy buena / Oso ona;27;14;Muy buena / Oso ona
08/10/2017;24:00;10;11;Muy buena / Oso ona;26;13;Muy buena / Oso ona
08/10/2017;23:00;8;13;Muy buena / Oso ona;24;14;Muy buena / Oso ona
08/10/2017;22:00;10;15;Muy buena / Oso ona;31;14;Muy buena / Oso ona
08/10/2017;21:00;10;21;Muy buena / Oso ona;35;16;Muy buena / Oso ona
08/10/2017;20:00;15;33;Muy buena / Oso ona;56;19;Muy buena / Oso ona
08/10/2017;19:00;7;36;Muy buena / Oso ona;46;17;Muy buena / Oso ona
08/10/2017;18:00;4;25;Muy buena / Oso ona;31;18;Muy buena / Oso ona
08/10/2017;17:00;5;16;Muy buena / Oso ona;24;16;Muy buena / Oso ona
08/10/2017;16:00;4;10;Muy buena / Oso ona;15;15;Muy buena / Oso ona
08/10/2017;15:00;4;10;Muy buena / Oso ona;16;20;Muy buena / Oso ona
08/10/2017;14:00;4;10;Muy buena / Oso ona;16;19;Muy buena / Oso ona
08/10/2017;13:00;6;11;Muy buena / Oso ona;19;13;Muy buena / Oso ona
08/10/2017;12:00;8;14;Muy buena / Oso ona;26;11;Muy buena / Oso ona
08/10/2017;11:00;16;18;Muy buena / Oso ona;43;18;Muy buena / Oso ona
08/10/2017;10:00;19;13;Muy buena / Oso ona;42;19;Muy buena / Oso ona
08/10/2017;09:00;19;15;Muy buena / Oso ona;44;19;Muy buena / Oso ona
08/10/2017;08:00;10;12;Muy buena / Oso ona;27;16;Muy buena / Oso ona
08/10/2017;07:00;6;11;Muy buena / Oso ona;20;12;Muy buena / Oso ona
08/10/2017;06:00;6;12;Muy buena / Oso ona;21;13;Muy buena / Oso ona
08/10/2017;05:00;6;16;Muy buena / Oso ona;25;18;Muy buena / Oso ona
08/10/2017;04:00;5;15;Muy buena / Oso ona;23;13;Muy buena / Oso ona
08/10/2017;03:00;7;16;Muy buena / Oso ona;27;12;Muy buena / Oso ona
08/10/2017;02:00;7;15;Muy buena / Oso ona;26;13;Muy buena / Oso ona
08/10/2017;01:00;11;14;Muy buena / Oso ona;30;15;Muy buena / Oso ona
07/10/2017;24:00;14;15;Muy buena / Oso ona;36;15;Muy buena / Oso ona
07/10/2017;23:00;16;15;Muy buena / Oso ona;40;16;Muy buena / Oso ona
07/10/2017;22:00;10;17;Muy buena / Oso ona;31;16;Muy buena / Oso ona
07/10/2017;21:00;18;22;Muy buena / Oso ona;49;18;Muy buena / Oso ona
07/10/2017;20:00;13;32;Muy buena / Oso ona;52;17;Muy buena / Oso ona
07/10/2017;19:00;5;43;Muy buena / Oso ona;50;17;Muy buena / Oso ona
07/10/2017;18:00;5;23;Muy buena / Oso ona;30;18;Muy buena / Oso ona
07/10/2017;17:00;13;18;Muy buena / Oso ona;37;17;Muy buena / Oso ona
07/10/2017;16:00;5;12;Muy buena / Oso ona;19;16;Muy buena / Oso ona
07/10/2017;15:00;5;12;Muy buena / Oso ona;19;15;Muy buena / Oso ona
07/10/2017;14:00;6;13;Muy buena / Oso ona;22;19;Muy buena / Oso ona
07/10/2017;13:00;9;15;Muy buena / Oso ona;29;14;Muy buena / Oso ona
07/10/2017;12:00;10;15;Muy buena / Oso ona;29;15;Muy buena / Oso ona
07/10/2017;11:00;15;16;Muy buena / Oso ona;38;13;Muy buena / Oso ona
07/10/2017;10:00;15;15;Muy buena / Oso ona;37;16;Muy buena / Oso ona
07/10/2017;09:00;23;20;Muy buena / Oso ona;55;20;Muy buena / Oso ona
07/10/2017;08:00;13;15;Muy buena / Oso ona;35;14;Muy buena / Oso ona
07/10/2017;07:00;9;12;Muy buena / Oso ona;26;10;Muy buena / Oso ona
07/10/2017;06:00;6;11;Muy buena / Oso ona;21;11;Muy buena / Oso ona
07/10/2017;05:00;7;14;Muy buena / Oso ona;25;13;Muy buena / Oso ona
07/10/2017;04:00;5;11;Muy buena / Oso ona;19;12;Muy buena / Oso ona
07/10/2017;03:00;5;16;Muy buena / Oso ona;23;12;Muy buena / Oso ona
07/10/2017;02:00;5;13;Muy buena / Oso ona;20;12;Muy buena / Oso ona
07/10/2017;01:00;8;17;Muy buena / Oso ona;28;12;Muy buena / Oso ona
06/10/2017;24:00;8;15;Muy buena / Oso ona;27;17;Muy buena / Oso ona
06/10/2017;23:00;9;12;Muy buena / Oso ona;26;16;Muy buena / Oso ona
06/10/2017;22:00;10;20;Muy buena / Oso ona;34;18;Muy buena / Oso ona
06/10/2017;21:00;17;29;Muy buena / Oso ona;55;18;Muy buena / Oso ona
06/10/2017;20:00;10;35;Muy buena / Oso ona;49;19;Muy buena / Oso ona
06/10/2017;19:00;7;22;Muy buena / Oso ona;32;18;Muy buena / Oso ona
06/10/2017;18:00;10;21;Muy buena / Oso ona;35;15;Muy buena / Oso ona
06/10/2017;17:00;7;18;Muy buena / Oso ona;30;10;Muy buena / Oso ona
06/10/2017;16:00;9;19;Muy buena / Oso ona;33;12;Muy buena / Oso ona
06/10/2017;15:00;8;18;Muy buena / Oso ona;30;14;Muy buena / Oso ona
06/10/2017;14:00;6;12;Muy buena / Oso ona;21;9;Muy buena / Oso ona
06/10/2017;13:00;9;17;Muy buena / Oso ona;30;6;Muy buena / Oso ona
06/10/2017;12:00;11;20;Muy buena / Oso ona;37;8;Muy buena / Oso ona
06/10/2017;11:00;27;36;Muy buena / Oso ona;78;18;Muy buena / Oso ona
06/10/2017;10:00;11;23;Muy buena / Oso ona;39;12;Muy buena / Oso ona
06/10/2017;09:00;10;23;Muy buena / Oso ona;38;18;Muy buena / Oso ona
06/10/2017;08:00;16;34;Muy buena / Oso ona;59;18;Muy buena / Oso ona
06/10/2017;07:00;58;45;Muy buena / Oso ona;134;28;Muy buena / Oso ona
06/10/2017;06:00;15;29;Muy buena / Oso ona;51;15;Muy buena / Oso ona
06/10/2017;05:00;4;19;Muy buena / Oso ona;25;13;Muy buena / Oso ona
06/10/2017;04:00;3;12;Muy buena / Oso ona;16;12;Muy buena / Oso ona
06/10/2017;03:00;3;4;Muy buena / Oso ona;8;12;Muy buena / Oso ona
06/10/2017;02:00;2;2;Muy buena / Oso ona;5;11;Muy buena / Oso ona
06/10/2017;01:00;2;2;Muy buena / Oso ona;5;13;Muy buena / Oso ona
05/10/2017;24:00;2;4;Muy buena / Oso ona;6;14;Muy buena / Oso ona
05/10/2017;23:00;2;6;Muy buena / Oso ona;9;14;Muy buena / Oso ona
05/10/2017;22:00;3;9;Muy buena / Oso ona;14;15;Muy buena / Oso ona
05/10/2017;21:00;3;13;Muy buena / Oso ona;17;14;Muy buena / Oso ona
05/10/2017;20:00;4;13;Muy buena / Oso ona;19;12;Muy buena / Oso ona
05/10/2017;19:00;5;17;Muy buena / Oso ona;25;13;Muy buena / Oso ona
05/10/2017;18:00;6;17;Muy buena / Oso ona;26;10;Muy buena / Oso ona
05/10/2017;17:00;10;21;Muy buena / Oso ona;36;16;Muy buena / Oso ona
05/10/2017;16:00;9;19;Muy buena / Oso ona;33;16;Muy buena / Oso ona
05/10/2017;15:00;8;14;Muy buena / Oso ona;25;16;Muy buena / Oso ona
05/10/2017;14:00;20;23;Muy buena / Oso ona;53;21;Muy buena / Oso ona
05/10/2017;13:00;29;22;Muy buena / Oso ona;66;21;Muy buena / Oso ona
05/10/2017;12:00;21;20;Muy buena / Oso ona;51;22;Muy buena / Oso ona
05/10/2017;11:00;27;18;Muy buena / Oso ona;59;23;Muy buena / Oso ona
05/10/2017;10:00;22;15;Muy buena / Oso ona;48;22;Muy buena / Oso ona
05/10/2017;09:00;36;22;Muy buena / Oso ona;76;22;Muy buena / Oso ona
05/10/2017;08:00;39;20;Muy buena / Oso ona;80;26;Muy buena / Oso ona
05/10/2017;07:00;51;17;Muy buena / Oso ona;94;35;Muy buena / Oso ona
05/10/2017;06:00;54;13;Muy buena / Oso ona;96;28;Muy buena / Oso ona
05/10/2017;05:00;27;12;Muy buena / Oso ona;54;22;Muy buena / Oso ona
05/10/2017;04:00;10;9;Muy buena / Oso ona;25;18;Muy buena / Oso ona
05/10/2017;03:00;7;8;Muy buena / Oso ona;18;20;Muy buena / Oso ona
05/10/2017;02:00;4;6;Muy buena / Oso ona;13;14;Muy buena / Oso ona
05/10/2017;01:00;4;7;Muy buena / Oso ona;13;15;Muy buena / Oso ona
04/10/2017;24:00;5;10;Muy buena / Oso ona;18;21;Muy buena / Oso ona
04/10/2017;23:00;6;13;Muy buena / Oso ona;22;21;Muy buena / Oso ona
04/10/2017;22:00;14;16;Muy buena / Oso ona;37;26;Muy buena / Oso ona
04/10/2017;21:00;25;19;Muy buena / Oso ona;56;31;Muy buena / Oso ona
04/10/2017;20:00;27;25;Muy buena / Oso ona;66;27;Muy buena / Oso ona
04/10/2017;19:00;20;37;Muy buena / Oso ona;66;23;Muy buena / Oso ona
04/10/2017;18:00;15;35;Muy buena / Oso ona;58;24;Muy buena / Oso ona
04/10/2017;17:00;16;31;Muy buena / Oso ona;55;28;Muy buena / Oso ona
04/10/2017;16:00;16;27;Muy buena / Oso ona;51;26;Muy buena / Oso ona
04/10/2017;15:00;13;20;Muy buena / Oso ona;39;24;Muy buena / Oso ona
04/10/2017;14:00;16;20;Muy buena / Oso ona;44;24;Muy buena / Oso ona
04/10/2017;13:00;18;20;Muy buena / Oso ona;47;25;Muy buena / Oso ona
04/10/2017;12:00;17;18;Muy buena / Oso ona;44;23;Muy buena / Oso ona
04/10/2017;11:00;28;18;Muy buena / Oso ona;61;22;Muy buena / Oso ona
04/10/2017;10:00;17;13;Muy buena / Oso ona;39;18;Muy buena / Oso ona
04/10/2017;09:00;25;13;Muy buena / Oso ona;51;21;Muy buena / Oso ona
04/10/2017;08:00;52;15;Muy buena / Oso ona;95;27;Muy buena / Oso ona
04/10/2017;07:00;74;16;Muy buena / Oso ona;130;23;Muy buena / Oso ona
04/10/2017;06:00;45;15;Muy buena / Oso ona;84;15;Muy buena / Oso ona
04/10/2017;05:00;36;14;Muy buena / Oso ona;69;14;Muy buena / Oso ona
04/10/2017;04:00;21;13;Muy buena / Oso ona;45;9;Muy buena / Oso ona
04/10/2017;03:00;13;14;Muy buena / Oso ona;34;8;Muy buena / Oso ona
04/10/2017;02:00;3;11;Muy buena / Oso ona;15;4;Muy buena / Oso ona
04/10/2017;01:00;3;12;Muy buena / Oso ona;16;5;Muy buena / Oso ona
03/10/2017;24:00;5;14;Muy buena / Oso ona;21;9;Muy buena / Oso ona
03/10/2017;23:00;12;19;Muy buena / Oso ona;38;18;Muy buena / Oso ona
03/10/2017;22:00;17;14;Muy buena / Oso ona;39;19;Muy buena / Oso ona
03/10/2017;21:00;21;18;Muy buena / Oso ona;51;13;Muy buena / Oso ona
03/10/2017;20:00;15;20;Muy buena / Oso ona;43;12;Muy buena / Oso ona
03/10/2017;19:00;10;23;Muy buena / Oso ona;38;10;Muy buena / Oso ona
03/10/2017;18:00;10;24;Muy buena / Oso ona;40;12;Muy buena / Oso ona
03/10/2017;17:00;14;21;Muy buena / Oso ona;42;11;Muy buena / Oso ona
03/10/2017;16:00;11;16;Muy buena / Oso ona;33;12;Muy buena / Oso ona
03/10/2017;15:00;11;13;Muy buena / Oso ona;30;12;Muy buena / Oso ona
03/10/2017;14:00;11;14;Muy buena / Oso ona;30;14;Muy buena / Oso ona
03/10/2017;13:00;12;13;Muy buena / Oso ona;31;10;Muy buena / Oso ona
03/10/2017;12:00;14;14;Muy buena / Oso ona;35;11;Muy buena / Oso ona
03/10/2017;11:00;18;13;Muy buena / Oso ona;40;15;Muy buena / Oso ona
03/10/2017;10:00;44;17;Muy buena / Oso ona;84;28;Muy buena / Oso ona
03/10/2017;09:00;66;20;Muy buena / Oso ona;121;29;Muy buena / Oso ona
03/10/2017;08:00;74;20;Muy buena / Oso ona;133;30;Muy buena / Oso ona
03/10/2017;07:00;61;20;Muy buena / Oso ona;113;28;Muy buena / Oso ona
03/10/2017;06:00;66;20;Muy buena / Oso ona;121;24;Muy buena / Oso ona
03/10/2017;05:00;27;15;Muy buena / Oso ona;57;11;Muy buena / Oso ona
03/10/2017;04:00;15;12;Muy buena / Oso ona;34;10;Muy buena / Oso ona
03/10/2017;03:00;4;7;Muy buena / Oso ona;12;4;Muy buena / Oso ona
03/10/2017;02:00;6;6;Muy buena / Oso ona;14;12;Muy buena / Oso ona
03/10/2017;01:00;11;7;Muy buena / Oso ona;24;15;Muy buena / Oso ona
02/10/2017;24:00;6;8;Muy buena / Oso ona;18;13;Muy buena / Oso ona
02/10/2017;23:00;7;12;Muy buena / Oso ona;23;11;Muy buena / Oso ona
02/10/2017;22:00;16;20;Muy buena / Oso ona;45;15;Muy buena / Oso ona
02/10/2017;21:00;26;30;Muy buena / Oso ona;70;16;Muy buena / Oso ona
02/10/2017;20:00;7;37;Muy buena / Oso ona;48;9;Muy buena / Oso ona
02/10/2017;19:00;12;32;Muy buena / Oso ona;51;9;Muy buena / Oso ona
02/10/2017;18:00;11;35;Muy buena / Oso ona;51;11;Muy buena / Oso ona
02/10/2017;17:00;9;27;Muy buena / Oso ona;41;10;Muy buena / Oso ona
02/10/2017;16:00;14;23;Muy buena / Oso ona;46;9;Muy buena / Oso ona
02/10/2017;15:00;14;25;Muy buena / Oso ona;47;9;Muy buena / Oso ona
02/10/2017;14:00;18;29;Muy buena / Oso ona;57;13;Muy buena / Oso ona
02/10/2017;13:00;29;33;Muy buena / Oso ona;77;;Sin datos / Daturik gabe
02/10/2017;12:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe
02/10/2017;11:00;31;37;Muy buena / Oso ona;84;11;Muy buena / Oso ona
