Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
01/03/2017;22:00;34;72;Muy buena / Oso ona;123;29;Muy buena / Oso ona;4;Muy buena / Oso ona;77;74;1006,8;0,2;11,3;0,47
01/03/2017;21:00;13;71;Muy buena / Oso ona;90;28;Muy buena / Oso ona;4;Muy buena / Oso ona;123;69;1006;0,2;12,6;0,42
01/03/2017;20:00;9;68;Muy buena / Oso ona;82;25;Muy buena / Oso ona;4;Muy buena / Oso ona;359;63;1005,8;0,2;13,6;0,58
01/03/2017;19:00;5;71;Muy buena / Oso ona;78;26;Muy buena / Oso ona;5;Muy buena / Oso ona;323;60;1005,2;0,6;14;1,31
01/03/2017;18:00;8;55;Muy buena / Oso ona;67;30;Muy buena / Oso ona;7;Muy buena / Oso ona;311;56;1004,4;21,8;15;3,06
01/03/2017;17:00;6;33;Muy buena / Oso ona;42;26;Muy buena / Oso ona;7;Muy buena / Oso ona;309;51;1003,5;161,6;16,9;3,16
01/03/2017;16:00;2;10;Muy buena / Oso ona;13;4;Muy buena / Oso ona;7;Muy buena / Oso ona;229;43;1003,2;327,1;18,8;2,58
01/03/2017;15:00;3;10;Muy buena / Oso ona;15;5;Muy buena / Oso ona;7;Muy buena / Oso ona;191;45;1002,9;363,7;17,8;3,32
01/03/2017;14:00;3;11;Muy buena / Oso ona;15;9;Muy buena / Oso ona;8;Muy buena / Oso ona;192;47;1003,4;408,4;17,4;3,12
01/03/2017;13:00;2;8;Muy buena / Oso ona;11;7;Muy buena / Oso ona;8;Muy buena / Oso ona;210;47;1003,6;515,7;17;3,19
01/03/2017;12:00;3;9;Muy buena / Oso ona;13;9;Muy buena / Oso ona;9;Muy buena / Oso ona;218;50;1004,5;435,3;16;3,04
01/03/2017;11:00;10;22;Muy buena / Oso ona;37;7;Muy buena / Oso ona;9;Muy buena / Oso ona;177;55;1005;387;14,4;2,22
01/03/2017;10:00;27;47;Muy buena / Oso ona;89;14;Muy buena / Oso ona;7;Muy buena / Oso ona;145;62;1005,5;208,8;12;1,62
01/03/2017;09:00;50;61;Muy buena / Oso ona;138;21;Muy buena / Oso ona;7;Muy buena / Oso ona;179;76;1005,2;151,9;8,3;2,73
01/03/2017;08:00;71;64;Muy buena / Oso ona;172;25;Muy buena / Oso ona;7;Muy buena / Oso ona;178;83;1004,9;74,7;6,4;3,4
01/03/2017;07:00;33;59;Muy buena / Oso ona;109;37;Muy buena / Oso ona;6;Muy buena / Oso ona;168;82;1004,9;2;6,1;2,72
01/03/2017;06:00;12;53;Muy buena / Oso ona;70;25;Muy buena / Oso ona;6;Muy buena / Oso ona;162;83;1005,1;0,2;6;3,31
01/03/2017;05:00;6;45;Muy buena / Oso ona;54;26;Muy buena / Oso ona;6;Muy buena / Oso ona;134;85;1005;0,2;5,8;2,75
01/03/2017;04:00;3;40;Muy buena / Oso ona;45;30;Muy buena / Oso ona;5;Muy buena / Oso ona;164;87;1005;0,2;5,7;2,48
01/03/2017;03:00;3;38;Muy buena / Oso ona;42;33;Muy buena / Oso ona;5;Muy buena / Oso ona;138;87;1005,7;0,2;5,8;2,65
01/03/2017;02:00;4;41;Muy buena / Oso ona;47;37;Muy buena / Oso ona;5;Muy buena / Oso ona;158;90;1006,1;0,2;5,8;2,45
01/03/2017;01:00;2;35;Muy buena / Oso ona;38;41;Buena / Ona;5;Muy buena / Oso ona;156;89;1006;0,2;6,3;2,61
28/02/2017;24:00;13;42;Muy buena / Oso ona;61;36;Muy buena / Oso ona;4;Muy buena / Oso ona;147;88;1006,1;0,1;7;2,65
28/02/2017;23:00;8;59;Muy buena / Oso ona;70;33;Muy buena / Oso ona;4;Muy buena / Oso ona;115;88;1006,3;0,1;7,6;1,58
28/02/2017;22:00;8;67;Muy buena / Oso ona;79;34;Muy buena / Oso ona;4;Muy buena / Oso ona;131;87;1006,2;0,1;7,9;1,64
28/02/2017;21:00;5;62;Muy buena / Oso ona;69;30;Muy buena / Oso ona;4;Muy buena / Oso ona;137;85;1006,1;0,2;8,2;1,89
28/02/2017;20:00;3;56;Muy buena / Oso ona;60;25;Muy buena / Oso ona;3;Muy buena / Oso ona;154;80;1005,6;0,1;9,2;0,65
28/02/2017;19:00;1;31;Muy buena / Oso ona;33;17;Muy buena / Oso ona;3;Muy buena / Oso ona;280;72;1005,1;0,3;9,7;1,7
28/02/2017;18:00;4;39;Muy buena / Oso ona;44;15;Muy buena / Oso ona;4;Muy buena / Oso ona;307;75;1004;10,6;9,7;1,78
28/02/2017;17:00;5;48;Muy buena / Oso ona;55;11;Muy buena / Oso ona;4;Muy buena / Oso ona;331;83;1003,2;97,1;9,5;0,87
28/02/2017;16:00;3;27;Muy buena / Oso ona;30;18;Muy buena / Oso ona;4;Muy buena / Oso ona;326;87;1002,9;89,1;8,4;3,1
28/02/2017;15:00;3;21;Muy buena / Oso ona;25;14;Muy buena / Oso ona;4;Muy buena / Oso ona;322;81;1001,9;119,8;8,7;4,74
28/02/2017;14:00;3;21;Muy buena / Oso ona;26;6;Muy buena / Oso ona;4;Muy buena / Oso ona;312;75;1000,8;148,1;9;3,98
28/02/2017;13:00;2;20;Muy buena / Oso ona;23;14;Muy buena / Oso ona;4;Muy buena / Oso ona;325;88;1000,4;104,1;7,8;4,38
28/02/2017;12:00;4;32;Muy buena / Oso ona;38;12;Muy buena / Oso ona;3;Muy buena / Oso ona;334;91;999,5;79,6;8,6;3,8
28/02/2017;11:00;6;35;Muy buena / Oso ona;44;11;Muy buena / Oso ona;4;Muy buena / Oso ona;323;80;998;84,9;10,9;2,02
28/02/2017;10:00;2;15;Muy buena / Oso ona;18;4;Muy buena / Oso ona;4;Muy buena / Oso ona;295;66;996,9;84,1;12,2;2,63
28/02/2017;09:00;1;8;Muy buena / Oso ona;10;4;Muy buena / Oso ona;4;Muy buena / Oso ona;250;62;996,4;62;12,4;2,66
28/02/2017;08:00;1;8;Muy buena / Oso ona;10;5;Muy buena / Oso ona;4;Muy buena / Oso ona;265;55;996;16,5;13,1;3,4
28/02/2017;07:00;1;5;Muy buena / Oso ona;7;2;Muy buena / Oso ona;4;Muy buena / Oso ona;258;49;994,9;0,6;13,6;4,41
28/02/2017;06:00;1;2;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;251;49;994,9;0,1;13,5;5,33
28/02/2017;05:00;1;2;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;247;50;994,6;0,1;13,2;5,78
28/02/2017;04:00;2;8;Muy buena / Oso ona;10;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;234;53;994,8;0,1;12,6;4,46
28/02/2017;03:00;3;38;Muy buena / Oso ona;43;34;Muy buena / Oso ona;4;Muy buena / Oso ona;148;89;995,8;0,2;8,6;1,49
28/02/2017;02:00;1;29;Muy buena / Oso ona;30;34;Muy buena / Oso ona;3;Muy buena / Oso ona;169;93;996,9;0,1;8,5;1,63
28/02/2017;01:00;2;31;Muy buena / Oso ona;34;33;Muy buena / Oso ona;4;Muy buena / Oso ona;142;91;997,5;0,1;9,4;1,19
27/02/2017;24:00;2;34;Muy buena / Oso ona;36;29;Muy buena / Oso ona;4;Muy buena / Oso ona;141;92;997,8;0,1;9,9;0,92
27/02/2017;23:00;2;42;Muy buena / Oso ona;45;36;Muy buena / Oso ona;4;Muy buena / Oso ona;142;88;998,2;0,1;11,2;0,33
27/02/2017;22:00;2;36;Muy buena / Oso ona;38;39;Muy buena / Oso ona;4;Muy buena / Oso ona;144;81;998,3;0,2;11,9;1,11
27/02/2017;21:00;2;48;Muy buena / Oso ona;51;43;Buena / Ona;4;Muy buena / Oso ona;138;81;998,3;0,1;12,2;1,25
27/02/2017;20:00;1;27;Muy buena / Oso ona;28;34;Muy buena / Oso ona;5;Muy buena / Oso ona;26;67;998,2;0,1;13,4;1,12
27/02/2017;19:00;3;37;Muy buena / Oso ona;41;30;Muy buena / Oso ona;4;Muy buena / Oso ona;6;66;997,9;0,2;13,4;1,38
27/02/2017;18:00;2;24;Muy buena / Oso ona;26;24;Muy buena / Oso ona;4;Muy buena / Oso ona;9;70;997,6;7,7;13,1;1,67
27/02/2017;17:00;1;12;Muy buena / Oso ona;13;25;Muy buena / Oso ona;5;Muy buena / Oso ona;338;74;997,2;61,2;13,1;3,51
27/02/2017;16:00;2;14;Muy buena / Oso ona;16;46;Buena / Ona;5;Muy buena / Oso ona;325;66;996,8;189,9;15,1;4
27/02/2017;15:00;1;4;Muy buena / Oso ona;6;7;Muy buena / Oso ona;5;Muy buena / Oso ona;258;36;996,3;353,7;19,7;5,35
27/02/2017;14:00;1;7;Muy buena / Oso ona;9;5;Muy buena / Oso ona;6;Muy buena / Oso ona;230;36;996;455,3;19,8;3,51
27/02/2017;13:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;6;Muy buena / Oso ona;217;38;996,5;495,3;18,8;4,8
27/02/2017;12:00;2;7;Muy buena / Oso ona;10;17;Muy buena / Oso ona;7;Muy buena / Oso ona;221;40;997,4;478,8;17,6;5,21
27/02/2017;11:00;2;9;Muy buena / Oso ona;12;19;Muy buena / Oso ona;7;Muy buena / Oso ona;211;43;998,1;428,7;16,5;4,95
27/02/2017;10:00;3;11;Muy buena / Oso ona;15;22;Muy buena / Oso ona;7;Muy buena / Oso ona;200;48;998,8;339,1;15,3;4,85
27/02/2017;09:00;5;26;Muy buena / Oso ona;34;19;Muy buena / Oso ona;6;Muy buena / Oso ona;173;53;999,7;203,1;14,3;2,6
27/02/2017;08:00;13;52;Muy buena / Oso ona;72;18;Muy buena / Oso ona;5;Muy buena / Oso ona;158;56;1000,8;56,3;13,5;1,22
27/02/2017;07:00;10;38;Muy buena / Oso ona;52;13;Muy buena / Oso ona;5;Muy buena / Oso ona;248;59;1000,4;1,9;12,9;1,28
27/02/2017;06:00;32;41;Muy buena / Oso ona;90;27;Muy buena / Oso ona;5;Muy buena / Oso ona;266;77;1000,3;0,1;9,8;0,22
27/02/2017;05:00;14;37;Muy buena / Oso ona;58;36;Muy buena / Oso ona;5;Muy buena / Oso ona;148;81;999,6;0,1;9,3;1,29
27/02/2017;04:00;11;32;Muy buena / Oso ona;48;54;Buena / Ona;5;Muy buena / Oso ona;152;91;999,8;0,1;7,9;1,54
27/02/2017;03:00;8;34;Muy buena / Oso ona;46;44;Buena / Ona;5;Muy buena / Oso ona;170;90;1001;0,1;8,5;2,75
27/02/2017;02:00;3;32;Muy buena / Oso ona;36;31;Muy buena / Oso ona;5;Muy buena / Oso ona;177;88;1002,4;0,1;9,3;2,47
27/02/2017;01:00;2;32;Muy buena / Oso ona;35;42;Buena / Ona;5;Muy buena / Oso ona;154;85;1003,3;0,2;10,2;2,14
26/02/2017;24:00;3;40;Muy buena / Oso ona;45;24;Muy buena / Oso ona;4;Muy buena / Oso ona;165;81;1004,5;0,2;11,4;1,62
26/02/2017;23:00;1;28;Muy buena / Oso ona;29;17;Muy buena / Oso ona;4;Muy buena / Oso ona;130;75;1004,9;0,2;12,5;1,24
26/02/2017;22:00;13;55;Muy buena / Oso ona;73;19;Muy buena / Oso ona;5;Muy buena / Oso ona;127;74;1005,4;0,2;13,1;1,16
26/02/2017;21:00;4;52;Muy buena / Oso ona;57;9;Muy buena / Oso ona;5;Muy buena / Oso ona;23;71;1006;0,2;14,2;0,21
26/02/2017;20:00;2;35;Muy buena / Oso ona;37;8;Muy buena / Oso ona;5;Muy buena / Oso ona;337;73;1006,3;0,2;13,7;0,62
26/02/2017;19:00;1;23;Muy buena / Oso ona;25;12;Muy buena / Oso ona;5;Muy buena / Oso ona;15;73;1006,5;0,6;13,4;0,95
26/02/2017;18:00;2;8;Muy buena / Oso ona;11;17;Muy buena / Oso ona;6;Muy buena / Oso ona;31;68;1006,2;18,2;14,4;1,61
26/02/2017;17:00;1;8;Muy buena / Oso ona;9;15;Muy buena / Oso ona;7;Muy buena / Oso ona;322;63;1006,2;136,5;15,4;2,15
26/02/2017;16:00;1;9;Muy buena / Oso ona;10;16;Muy buena / Oso ona;8;Muy buena / Oso ona;315;61;1006,4;271,7;15,4;3,54
26/02/2017;15:00;1;8;Muy buena / Oso ona;10;18;Muy buena / Oso ona;10;Muy buena / Oso ona;317;58;1006,3;371,1;16,1;3,6
26/02/2017;14:00;2;8;Muy buena / Oso ona;11;19;Muy buena / Oso ona;11;Muy buena / Oso ona;330;55;1006,4;432,9;17,2;1,99
26/02/2017;13:00;3;11;Muy buena / Oso ona;15;24;Muy buena / Oso ona;12;Muy buena / Oso ona;338;52;1007;485,1;17,8;1,07
26/02/2017;12:00;5;16;Muy buena / Oso ona;23;39;Muy buena / Oso ona;14;Muy buena / Oso ona;340;50;1007,9;455,4;18,1;0,05
26/02/2017;11:00;10;28;Muy buena / Oso ona;43;46;Buena / Ona;11;Muy buena / Oso ona;81;65;1008,6;370,6;14,3;0,47
26/02/2017;10:00;20;36;Muy buena / Oso ona;66;42;Buena / Ona;10;Muy buena / Oso ona;168;76;1008,9;315,8;11,2;1,47
26/02/2017;09:00;27;31;Muy buena / Oso ona;72;37;Muy buena / Oso ona;7;Muy buena / Oso ona;143;83;1009,4;197,7;8,4;1,66
26/02/2017;08:00;25;34;Muy buena / Oso ona;72;50;Buena / Ona;7;Muy buena / Oso ona;152;86;1009,6;57;7,2;1,58
26/02/2017;07:00;29;38;Muy buena / Oso ona;82;63;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;154;88;1009,4;2,2;7;2,08
26/02/2017;06:00;18;35;Muy buena / Oso ona;63;51;Buena / Ona;6;Muy buena / Oso ona;129;87;1009,4;0,2;7;1,5
26/02/2017;05:00;17;33;Muy buena / Oso ona;58;69;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;140;88;1009,3;0,2;6,5;2,01
26/02/2017;04:00;18;33;Muy buena / Oso ona;60;53;Buena / Ona;5;Muy buena / Oso ona;156;90;1009,3;0,2;6,3;1,38
26/02/2017;03:00;12;37;Muy buena / Oso ona;54;43;Buena / Ona;5;Muy buena / Oso ona;129;90;1009,2;0,2;6,6;0,8
26/02/2017;02:00;15;42;Muy buena / Oso ona;64;58;Buena / Ona;5;Muy buena / Oso ona;154;88;1009,2;0,2;7,1;1,69
26/02/2017;01:00;14;45;Muy buena / Oso ona;66;40;Muy buena / Oso ona;5;Muy buena / Oso ona;167;87;1009,3;0,2;7,4;1,68
25/02/2017;24:00;20;51;Muy buena / Oso ona;81;39;Muy buena / Oso ona;6;Muy buena / Oso ona;156;84;1009,3;0,2;8,3;1,54
25/02/2017;23:00;30;58;Muy buena / Oso ona;104;45;Buena / Ona;6;Muy buena / Oso ona;161;82;1009,2;0,2;9;1,12
25/02/2017;22:00;36;61;Muy buena / Oso ona;116;50;Buena / Ona;7;Muy buena / Oso ona;150;77;1009;0,2;10;1,19
25/02/2017;21:00;33;60;Muy buena / Oso ona;110;56;Buena / Ona;7;Muy buena / Oso ona;146;74;1008,4;0,2;11;1,19
25/02/2017;20:00;35;75;Muy buena / Oso ona;128;50;Buena / Ona;8;Muy buena / Oso ona;142;67;1007,7;0,2;12,5;0,9
25/02/2017;19:00;13;82;Muy buena / Oso ona;102;53;Buena / Ona;11;Muy buena / Oso ona;330;57;1007,1;0,7;14,2;0,64
25/02/2017;18:00;6;70;Muy buena / Oso ona;79;45;Buena / Ona;18;Muy buena / Oso ona;306;50;1006,4;29,7;16,3;1,5
25/02/2017;17:00;4;28;Muy buena / Oso ona;34;31;Muy buena / Oso ona;23;Muy buena / Oso ona;326;43;1005,8;122,9;18,1;1,49
25/02/2017;16:00;6;35;Muy buena / Oso ona;45;26;Muy buena / Oso ona;15;Muy buena / Oso ona;303;39;1005,6;250;18,7;1,41
25/02/2017;15:00;8;30;Muy buena / Oso ona;42;19;Muy buena / Oso ona;10;Muy buena / Oso ona;303;39;1005,6;382,7;18;2,48
25/02/2017;14:00;6;23;Muy buena / Oso ona;33;5;Muy buena / Oso ona;9;Muy buena / Oso ona;311;38;1005,7;441,1;18,7;0,88
25/02/2017;13:00;5;16;Muy buena / Oso ona;23;3;Muy buena / Oso ona;9;Muy buena / Oso ona;128;43;1006;486,7;17,5;1,02
25/02/2017;12:00;8;21;Muy buena / Oso ona;33;4;Muy buena / Oso ona;8;Muy buena / Oso ona;137;49;1006,5;468,9;14,2;2,35
25/02/2017;11:00;11;26;Muy buena / Oso ona;43;10;Muy buena / Oso ona;8;Muy buena / Oso ona;163;63;1007,1;415,8;10,8;2,62
25/02/2017;10:00;16;32;Muy buena / Oso ona;56;9;Muy buena / Oso ona;7;Muy buena / Oso ona;180;75;1007,8;322,3;7,5;2,96
25/02/2017;09:00;17;32;Muy buena / Oso ona;58;24;Muy buena / Oso ona;5;Muy buena / Oso ona;179;85;1008,3;187,5;4,8;3,71
25/02/2017;08:00;11;32;Muy buena / Oso ona;50;33;Muy buena / Oso ona;4;Muy buena / Oso ona;178;95;1008,9;33,5;3;3,45
25/02/2017;07:00;9;34;Muy buena / Oso ona;48;34;Muy buena / Oso ona;4;Muy buena / Oso ona;167;99;1008,9;1,3;2,5;3,43
25/02/2017;06:00;13;35;Muy buena / Oso ona;54;37;Muy buena / Oso ona;4;Muy buena / Oso ona;160;100;1009,1;0,2;2,6;3,11
25/02/2017;05:00;17;35;Muy buena / Oso ona;61;43;Buena / Ona;4;Muy buena / Oso ona;172;100;1009,5;0,2;2,8;2,77
25/02/2017;04:00;21;32;Muy buena / Oso ona;63;47;Buena / Ona;4;Muy buena / Oso ona;145;100;1009,9;0,2;3,2;2,44
25/02/2017;03:00;8;32;Muy buena / Oso ona;44;35;Muy buena / Oso ona;3;Muy buena / Oso ona;158;98;1010,5;0,2;3,6;1,81
25/02/2017;02:00;6;32;Muy buena / Oso ona;41;32;Muy buena / Oso ona;4;Muy buena / Oso ona;150;95;1011,2;0,1;4,5;1,61
25/02/2017;01:00;5;38;Muy buena / Oso ona;46;30;Muy buena / Oso ona;3;Muy buena / Oso ona;148;92;1011,8;0,1;5,3;1,47
24/02/2017;24:00;7;45;Muy buena / Oso ona;56;28;Muy buena / Oso ona;3;Muy buena / Oso ona;165;92;1011,9;0,1;5,9;1,28
24/02/2017;23:00;11;54;Muy buena / Oso ona;69;30;Muy buena / Oso ona;3;Muy buena / Oso ona;134;89;1012;0,1;6,7;1,26
24/02/2017;22:00;12;64;Muy buena / Oso ona;82;28;Muy buena / Oso ona;3;Muy buena / Oso ona;128;85;1011,8;0,1;7,4;1,16
24/02/2017;21:00;5;47;Muy buena / Oso ona;54;24;Muy buena / Oso ona;3;Muy buena / Oso ona;116;80;1011,7;0,1;8,5;0,38
24/02/2017;20:00;1;31;Muy buena / Oso ona;32;20;Muy buena / Oso ona;3;Muy buena / Oso ona;27;73;1011,5;0,2;9,5;0,5
24/02/2017;19:00;3;48;Muy buena / Oso ona;53;20;Muy buena / Oso ona;3;Muy buena / Oso ona;6;73;1011,3;0,4;9,6;0,8
24/02/2017;18:00;2;22;Muy buena / Oso ona;24;16;Muy buena / Oso ona;4;Muy buena / Oso ona;26;69;1010,6;20,6;10,1;1,99
24/02/2017;17:00;1;13;Muy buena / Oso ona;14;11;Muy buena / Oso ona;4;Muy buena / Oso ona;21;63;1009,9;75,5;10,9;2,45
24/02/2017;16:00;2;10;Muy buena / Oso ona;12;8;Muy buena / Oso ona;4;Muy buena / Oso ona;13;60;1009,5;165,4;11,4;2,22
24/02/2017;15:00;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;4;Muy buena / Oso ona;33;70;1009,3;185,8;11,1;2,22
24/02/2017;14:00;2;13;Muy buena / Oso ona;16;14;Muy buena / Oso ona;4;Muy buena / Oso ona;350;72;1008,9;302,3;11;2,14
24/02/2017;13:00;2;11;Muy buena / Oso ona;13;10;Muy buena / Oso ona;4;Muy buena / Oso ona;13;67;1009,2;217,1;11,3;2,31
24/02/2017;12:00;8;30;Muy buena / Oso ona;42;13;Muy buena / Oso ona;4;Muy buena / Oso ona;350;77;1008,9;354,6;11,2;1,91
24/02/2017;11:00;10;48;Muy buena / Oso ona;63;16;Muy buena / Oso ona;4;Muy buena / Oso ona;310;91;1009,3;215,1;9,7;1,73
24/02/2017;10:00;7;43;Muy buena / Oso ona;53;23;Muy buena / Oso ona;4;Muy buena / Oso ona;328;93;1009,3;99,7;9;2,2
24/02/2017;09:00;11;68;Muy buena / Oso ona;84;20;Muy buena / Oso ona;4;Muy buena / Oso ona;22;87;1008,7;65,9;9,7;0,76
24/02/2017;08:00;13;74;Muy buena / Oso ona;93;16;Muy buena / Oso ona;4;Muy buena / Oso ona;352;92;1008,3;20,6;9,4;0,64
24/02/2017;07:00;1;28;Muy buena / Oso ona;30;11;Muy buena / Oso ona;4;Muy buena / Oso ona;324;94;1007,8;0,3;8,7;1,52
24/02/2017;06:00;1;13;Muy buena / Oso ona;14;10;Muy buena / Oso ona;4;Muy buena / Oso ona;343;97;1007,6;0,1;8,6;2,46
24/02/2017;05:00;1;11;Muy buena / Oso ona;12;6;Muy buena / Oso ona;4;Muy buena / Oso ona;320;98;1006,9;0,1;8,9;1,48
24/02/2017;04:00;1;6;Muy buena / Oso ona;7;18;Muy buena / Oso ona;4;Muy buena / Oso ona;341;97;1006,6;0,1;9,1;2,17
24/02/2017;03:00;1;18;Muy buena / Oso ona;19;44;Buena / Ona;5;Muy buena / Oso ona;18;95;1006,1;0,1;9,9;0,8
24/02/2017;02:00;2;24;Muy buena / Oso ona;27;46;Buena / Ona;5;Muy buena / Oso ona;146;86;1005,9;0,1;10,8;0,78
24/02/2017;01:00;1;24;Muy buena / Oso ona;25;30;Muy buena / Oso ona;6;Muy buena / Oso ona;138;81;1005,9;0,1;11,2;1,39
23/02/2017;24:00;1;22;Muy buena / Oso ona;23;22;Muy buena / Oso ona;5;Muy buena / Oso ona;123;81;1006,1;0,1;11,1;1,39
23/02/2017;23:00;1;21;Muy buena / Oso ona;22;22;Muy buena / Oso ona;5;Muy buena / Oso ona;87;82;1006,4;0,1;11,1;0,6
23/02/2017;22:00;1;20;Muy buena / Oso ona;21;22;Muy buena / Oso ona;5;Muy buena / Oso ona;42;76;1006,5;0,1;11,5;1,14
23/02/2017;21:00;1;31;Muy buena / Oso ona;32;13;Muy buena / Oso ona;5;Muy buena / Oso ona;321;68;1006,2;0,1;12,1;1,27
23/02/2017;20:00;2;33;Muy buena / Oso ona;35;19;Muy buena / Oso ona;5;Muy buena / Oso ona;323;69;1005,8;0,1;12,1;2,08
23/02/2017;19:00;3;26;Muy buena / Oso ona;30;23;Muy buena / Oso ona;5;Muy buena / Oso ona;16;74;1005,3;0,2;11,8;2,68
23/02/2017;18:00;3;29;Muy buena / Oso ona;33;31;Muy buena / Oso ona;5;Muy buena / Oso ona;19;75;1004,8;8,6;12;2,22
23/02/2017;17:00;5;27;Muy buena / Oso ona;34;43;Buena / Ona;5;Muy buena / Oso ona;22;77;1004,4;37,8;12,1;2,59
23/02/2017;16:00;3;24;Muy buena / Oso ona;28;54;Buena / Ona;6;Muy buena / Oso ona;357;75;1004,2;92,1;12,4;2,45
23/02/2017;15:00;4;21;Muy buena / Oso ona;28;60;Buena / Ona;5;Muy buena / Oso ona;8;75;1004,1;167,8;12,4;2,57
23/02/2017;14:00;6;28;Muy buena / Oso ona;37;46;Buena / Ona;6;Muy buena / Oso ona;335;73;1004,2;254,5;12,7;2,4
23/02/2017;13:00;6;21;Muy buena / Oso ona;29;41;Buena / Ona;6;Muy buena / Oso ona;341;74;1004,5;313,7;12,7;2
23/02/2017;12:00;9;25;Muy buena / Oso ona;38;56;Buena / Ona;5;Muy buena / Oso ona;331;75;1004,9;366,5;12,3;2,12
23/02/2017;11:00;28;47;Muy buena / Oso ona;89;64;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;314;75;1005;286,6;12,4;0,43
23/02/2017;10:00;26;51;Muy buena / Oso ona;91;75;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;29;83;1005,4;112,9;10,8;0,52
23/02/2017;09:00;129;68;Muy buena / Oso ona;266;84;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;134;85;1005,6;48,7;10,6;0,38
23/02/2017;08:00;73;62;Muy buena / Oso ona;174;89;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;152;90;1005,2;14,9;9,4;0,36
23/02/2017;07:00;34;59;Muy buena / Oso ona;112;98;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;332;94;1004,6;0,3;8,9;0,97
23/02/2017;06:00;17;54;Muy buena / Oso ona;80;85;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;328;96;1004,1;0,1;8,1;1,26
23/02/2017;05:00;34;47;Muy buena / Oso ona;100;63;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;61;95;1003,9;0,1;8;0,37
23/02/2017;04:00;24;49;Muy buena / Oso ona;85;64;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;66;97;1004;0,1;7,7;0,44
23/02/2017;03:00;22;53;Muy buena / Oso ona;87;71;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;117;97;1004,3;0,1;7,9;1,14
23/02/2017;02:00;22;56;Muy buena / Oso ona;89;72;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;157;97;1005;0,1;8,3;1,31
23/02/2017;01:00;3;51;Muy buena / Oso ona;56;71;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;140;97;1005,5;0,1;8,7;1,74
22/02/2017;24:00;9;61;Muy buena / Oso ona;73;57;Buena / Ona;5;Muy buena / Oso ona;166;93;1006;0,2;9,6;1,12
22/02/2017;23:00;1;44;Muy buena / Oso ona;45;50;Buena / Ona;5;Muy buena / Oso ona;66;92;1006,7;0,1;10,2;0,46
22/02/2017;22:00;3;46;Muy buena / Oso ona;51;57;Buena / Ona;5;Muy buena / Oso ona;32;93;1007;0,1;9,7;1
22/02/2017;21:00;2;51;Muy buena / Oso ona;54;54;Buena / Ona;5;Muy buena / Oso ona;325;93;1007,1;0,1;10;1,56
22/02/2017;20:00;5;63;Muy buena / Oso ona;70;48;Buena / Ona;5;Muy buena / Oso ona;313;89;1007,1;0,1;10,8;1,62
22/02/2017;19:00;5;70;Muy buena / Oso ona;78;55;Buena / Ona;5;Muy buena / Oso ona;326;82;1007;0,4;11,8;2,62
22/02/2017;18:00;25;84;Muy buena / Oso ona;122;62;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;311;73;1006,6;17,8;13,9;2,82
22/02/2017;17:00;26;72;Muy buena / Oso ona;111;59;Buena / Ona;5;Muy buena / Oso ona;311;65;1006,3;107,3;16,3;2,68
22/02/2017;16:00;28;66;Muy buena / Oso ona;109;50;Buena / Ona;6;Muy buena / Oso ona;308;58;1006,4;250,9;17,9;2,52
22/02/2017;15:00;12;36;Muy buena / Oso ona;55;20;Muy buena / Oso ona;6;Muy buena / Oso ona;281;49;1006,8;360,3;19,3;1,02
22/02/2017;14:00;9;27;Muy buena / Oso ona;42;21;Muy buena / Oso ona;5;Muy buena / Oso ona;151;52;1007,4;401,1;18,3;1,44
22/02/2017;13:00;11;30;Muy buena / Oso ona;47;28;Muy buena / Oso ona;5;Muy buena / Oso ona;148;56;1008,4;407,2;16,9;1,55
22/02/2017;12:00;17;34;Muy buena / Oso ona;59;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;167;63;1009;453,4;14,8;1,95
22/02/2017;11:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;159;76;1010;;10,7;1,82
