Date;Hour;PM10 (µg/m3);PM10 - ICA;H (%);P (mBar);R (w/m2);Tº (ºC);Precipitación (l/m2)
11/03/2017;21:00;12;Muy buena / Oso ona;77;1020,9;0,4;14,9;0
11/03/2017;20:00;14;Muy buena / Oso ona;79;1021;0,4;14,8;0,1
11/03/2017;19:00;16;Muy buena / Oso ona;79;1020,5;0,7;15;0
11/03/2017;18:00;20;Muy buena / Oso ona;78;1019,9;23,7;15,4;0
11/03/2017;17:00;21;Muy buena / Oso ona;74;1019,3;113,1;16,4;0
11/03/2017;16:00;22;Muy buena / Oso ona;72;1018,8;167,8;16,5;0,1
11/03/2017;15:00;22;Muy buena / Oso ona;71;1018,4;169,4;16,5;0
11/03/2017;14:00;37;Muy buena / Oso ona;73;1018;171;16,4;0
11/03/2017;13:00;80;Mejorable / Hobetzeko modukoa;57;1016;138,6;19,4;0
11/03/2017;12:00;32;Muy buena / Oso ona;45;1015,1;136;21,7;0,1
11/03/2017;11:00;23;Muy buena / Oso ona;52;1015,6;56,9;18,3;0
11/03/2017;10:00;25;Muy buena / Oso ona;68;1015,9;37,1;14,4;0
11/03/2017;09:00;27;Muy buena / Oso ona;80;1016,4;33,2;10,5;0
11/03/2017;08:00;19;Muy buena / Oso ona;84;1016,4;24,2;8,5;0
11/03/2017;07:00;13;Muy buena / Oso ona;85;1016,3;4,2;7,7;0
11/03/2017;06:00;11;Muy buena / Oso ona;85;1016,4;0,4;7,7;0
11/03/2017;05:00;9;Muy buena / Oso ona;85;1016,6;0,4;7,8;0
11/03/2017;04:00;13;Muy buena / Oso ona;86;1016,6;0,4;8;0
11/03/2017;03:00;17;Muy buena / Oso ona;86;1016,9;0,4;8,6;0
11/03/2017;02:00;18;Muy buena / Oso ona;86;1017,4;0,4;8,9;0
11/03/2017;01:00;21;Muy buena / Oso ona;85;1018,2;0,4;9,4;0
10/03/2017;24:00;23;Muy buena / Oso ona;85;1018,7;0,4;10;0
10/03/2017;23:00;24;Muy buena / Oso ona;83;1018,7;0,4;10,8;0
10/03/2017;22:00;29;Muy buena / Oso ona;82;1018,7;0,4;11,9;0
10/03/2017;21:00;30;Muy buena / Oso ona;78;1018,9;0,4;13,2;0
10/03/2017;20:00;31;Muy buena / Oso ona;76;1019,2;0,4;14,9;0
10/03/2017;19:00;46;Buena / Ona;73;1019,1;1;16,6;0
10/03/2017;18:00;37;Muy buena / Oso ona;62;1019,1;58,9;20;0
10/03/2017;17:00;37;Muy buena / Oso ona;56;1019,3;238,2;21,8;0
10/03/2017;16:00;42;Buena / Ona;58;1019,8;304,4;21,7;0
10/03/2017;15:00;47;Buena / Ona;58;1020,3;326,8;21,1;0
10/03/2017;14:00;41;Buena / Ona;62;1020,7;45,7;19,5;0
10/03/2017;13:00;46;Buena / Ona;67;1021,4;35,4;18;0
10/03/2017;12:00;41;Buena / Ona;66;1022,3;27,7;16,8;0
10/03/2017;11:00;42;Buena / Ona;77;1023,1;25,8;14,7;0
10/03/2017;10:00;41;Buena / Ona;95;1023,6;20,6;10,7;0
10/03/2017;09:00;37;Muy buena / Oso ona;97;1023,8;22,1;8,6;0
10/03/2017;08:00;23;Muy buena / Oso ona;97;1023,6;13,3;6,6;0
10/03/2017;07:00;11;Muy buena / Oso ona;96;1023,5;3,4;6;0
10/03/2017;06:00;7;Muy buena / Oso ona;95;1023,6;0,4;6,3;0
10/03/2017;05:00;8;Muy buena / Oso ona;95;1023,7;0,4;7,2;0
10/03/2017;04:00;11;Muy buena / Oso ona;94;1024,1;0,4;7,5;0
10/03/2017;03:00;18;Muy buena / Oso ona;92;1024,8;0,4;7,7;0
10/03/2017;02:00;17;Muy buena / Oso ona;91;1025,3;0,4;8;0
10/03/2017;01:00;16;Muy buena / Oso ona;91;1025,8;0,4;8,5;0
09/03/2017;24:00;17;Muy buena / Oso ona;90;1026,2;0,4;9,1;0
09/03/2017;23:00;22;Muy buena / Oso ona;89;1026,7;0,4;9,7;0
09/03/2017;22:00;24;Muy buena / Oso ona;87;1026,9;0,4;10,3;0
09/03/2017;21:00;33;Muy buena / Oso ona;86;1026,7;0,4;11,5;0
09/03/2017;20:00;22;Muy buena / Oso ona;82;1026,5;0,4;12,4;0
09/03/2017;19:00;24;Muy buena / Oso ona;77;1026,3;1,2;13,9;0
09/03/2017;18:00;27;Muy buena / Oso ona;70;1025,9;48,1;16,5;0
09/03/2017;17:00;25;Muy buena / Oso ona;67;1025,7;207,1;17,8;0
09/03/2017;16:00;31;Muy buena / Oso ona;66;1025,7;281,8;18,6;0
09/03/2017;15:00;26;Muy buena / Oso ona;68;1026;299,6;18,2;0
09/03/2017;14:00;29;Muy buena / Oso ona;71;1026,4;59,1;17,2;0
09/03/2017;13:00;36;Muy buena / Oso ona;73;1027,1;57,2;16,2;0
09/03/2017;12:00;27;Muy buena / Oso ona;75;1027,7;51,1;15,1;0
09/03/2017;11:00;15;Muy buena / Oso ona;80;1028,2;49;13,7;0
09/03/2017;10:00;19;Muy buena / Oso ona;88;1028,6;38,4;11,8;0
09/03/2017;09:00;60;Buena / Ona;91;1028,8;36,7;9,9;0
09/03/2017;08:00;62;Mejorable / Hobetzeko modukoa;92;1028,4;17,4;8,1;0
09/03/2017;07:00;19;Muy buena / Oso ona;92;1028;2,9;7,5;0
09/03/2017;06:00;11;Muy buena / Oso ona;91;1027,9;0,4;8;0
09/03/2017;05:00;10;Muy buena / Oso ona;90;1027,9;0,4;8,8;0
09/03/2017;04:00;11;Muy buena / Oso ona;89;1027,9;0,4;9,4;0
09/03/2017;03:00;8;Muy buena / Oso ona;86;1028,1;0,4;10,4;0
09/03/2017;02:00;8;Muy buena / Oso ona;82;1028,4;0,4;12,3;0
09/03/2017;01:00;10;Muy buena / Oso ona;81;1028,5;0,4;12,9;0
08/03/2017;24:00;10;Muy buena / Oso ona;80;1028,7;0,4;13,3;0
08/03/2017;23:00;13;Muy buena / Oso ona;80;1029,2;0,4;13,6;0
08/03/2017;22:00;12;Muy buena / Oso ona;78;1029,5;0,4;13,8;0
08/03/2017;21:00;10;Muy buena / Oso ona;76;1029,8;0,4;13,9;0
08/03/2017;20:00;11;Muy buena / Oso ona;77;1029,6;0,4;14,1;0
08/03/2017;19:00;15;Muy buena / Oso ona;75;1029,3;0,6;14,5;0
08/03/2017;18:00;16;Muy buena / Oso ona;71;1029,1;18,8;15,1;0
08/03/2017;17:00;14;Muy buena / Oso ona;66;1028,9;167,2;16,8;0
08/03/2017;16:00;14;Muy buena / Oso ona;64;1029;287,8;17,1;0
08/03/2017;15:00;12;Muy buena / Oso ona;63;1028,8;227,6;16,8;0
08/03/2017;14:00;10;Muy buena / Oso ona;66;1029;128,6;16,5;0
08/03/2017;13:00;11;Muy buena / Oso ona;69;1029,3;113,4;16,5;0
08/03/2017;12:00;11;Muy buena / Oso ona;76;1029,4;68,2;15,9;0
08/03/2017;11:00;11;Muy buena / Oso ona;92;1029,3;66,1;14,2;0
08/03/2017;10:00;11;Muy buena / Oso ona;96;1029,3;40,3;13,2;0
08/03/2017;09:00;8;Muy buena / Oso ona;96;1029,3;44,9;12,6;0
08/03/2017;08:00;14;Muy buena / Oso ona;97;1029,2;29,8;12;0
08/03/2017;07:00;7;Muy buena / Oso ona;97;1028,8;3,5;11,9;0
08/03/2017;06:00;4;Muy buena / Oso ona;97;1028,7;0,4;11,9;0
08/03/2017;05:00;4;Muy buena / Oso ona;97;1028,8;0,4;11,9;0
08/03/2017;04:00;4;Muy buena / Oso ona;96;1028,7;0,4;12,1;0
08/03/2017;03:00;4;Muy buena / Oso ona;96;1028,8;0,4;12,1;0,1
08/03/2017;02:00;5;Muy buena / Oso ona;96;1029,1;0,4;12,1;0
08/03/2017;01:00;2;Muy buena / Oso ona;95;1029;0,4;12,3;0
07/03/2017;24:00;5;Muy buena / Oso ona;95;1028,8;0,4;12,5;0,1
07/03/2017;23:00;11;Muy buena / Oso ona;92;1028,8;0,4;12,8;0
07/03/2017;22:00;10;Muy buena / Oso ona;89;1028,5;0,4;13,3;0,1
07/03/2017;21:00;13;Muy buena / Oso ona;91;1028,2;0,4;13,3;0
07/03/2017;20:00;10;Muy buena / Oso ona;94;1028,2;0,4;13;0
07/03/2017;19:00;11;Muy buena / Oso ona;95;1027,9;0,4;12,8;0
07/03/2017;18:00;8;Muy buena / Oso ona;95;1027,5;2,7;12,7;0
07/03/2017;17:00;14;Muy buena / Oso ona;93;1026,9;13,1;12,8;0,1
07/03/2017;16:00;14;Muy buena / Oso ona;90;1026,4;24,8;13,2;0,1
07/03/2017;15:00;9;Muy buena / Oso ona;88;1026,1;33,6;13,8;0,1
07/03/2017;14:00;10;Muy buena / Oso ona;92;1025,9;40,8;13,4;0
07/03/2017;13:00;21;Muy buena / Oso ona;93;1026,1;36,6;12,4;0,1
07/03/2017;12:00;29;Muy buena / Oso ona;92;1026,6;63,4;11,4;0
07/03/2017;11:00;25;Muy buena / Oso ona;88;1026,6;47,2;11;0
07/03/2017;10:00;25;Muy buena / Oso ona;86;1026,8;47,4;10,9;0
07/03/2017;09:00;46;Buena / Ona;85;1026,9;32;10,9;0
07/03/2017;08:00;43;Buena / Ona;86;1026,8;10,9;10,8;0
07/03/2017;07:00;44;Buena / Ona;85;1026,7;1,4;10,9;0
07/03/2017;06:00;42;Buena / Ona;85;1026,3;0,4;11;0
07/03/2017;05:00;44;Buena / Ona;83;1026,6;0,4;11,4;0
07/03/2017;04:00;48;Buena / Ona;82;1026,9;0,4;11,7;0
07/03/2017;03:00;45;Buena / Ona;80;1027,6;0,4;11,9;0
07/03/2017;02:00;42;Buena / Ona;79;1028,6;0,4;12;0
07/03/2017;01:00;46;Buena / Ona;79;1028,4;0,4;11,9;0
06/03/2017;24:00;42;Buena / Ona;77;1028,1;0,4;12;0
06/03/2017;23:00;46;Buena / Ona;78;1028,2;0,4;12,3;0
06/03/2017;22:00;44;Buena / Ona;77;1028,3;0,4;12,2;0
06/03/2017;21:00;45;Buena / Ona;76;1028,1;0,4;12,5;0
06/03/2017;20:00;43;Buena / Ona;76;1027,7;0,4;12,6;0
06/03/2017;19:00;47;Buena / Ona;74;1027,2;0,8;12,8;0
06/03/2017;18:00;47;Buena / Ona;74;1026,7;22,1;12,9;0
06/03/2017;17:00;52;Buena / Ona;74;1026,6;63,6;13,1;0
06/03/2017;16:00;44;Buena / Ona;72;1026,9;114,6;13,4;0
06/03/2017;15:00;;Sin datos / Daturik gabe;76;1026,2;98,2;13,2;0
06/03/2017;14:00;;Sin datos / Daturik gabe;;;;;
06/03/2017;13:00;36;Muy buena / Oso ona;79;1024,9;49,1;13,4;0
06/03/2017;12:00;41;Buena / Ona;82;1023,3;49;13,7;0
06/03/2017;11:00;34;Muy buena / Oso ona;81;1022;52;14,3;0,1
06/03/2017;10:00;22;Muy buena / Oso ona;84;1020,6;60,9;14,4;0,1
06/03/2017;09:00;21;Muy buena / Oso ona;88;1019,2;18,7;13,8;0,2
06/03/2017;08:00;13;Muy buena / Oso ona;85;1017,9;3,6;14;0,1
06/03/2017;07:00;15;Muy buena / Oso ona;82;1016,9;0,7;14,4;0
06/03/2017;06:00;7;Muy buena / Oso ona;85;1016,1;0,4;13,9;0
06/03/2017;05:00;7;Muy buena / Oso ona;83;1015,5;0,4;14;0,1
06/03/2017;04:00;8;Muy buena / Oso ona;78;1015,3;0,4;14,7;0,1
06/03/2017;03:00;5;Muy buena / Oso ona;82;1015,1;0,4;14,1;0
06/03/2017;02:00;7;Muy buena / Oso ona;93;1015,4;0,4;12;0
06/03/2017;01:00;12;Muy buena / Oso ona;95;1016,1;0,4;10,8;0
05/03/2017;24:00;11;Muy buena / Oso ona;94;1016,9;0,4;10,5;0
05/03/2017;23:00;12;Muy buena / Oso ona;93;1018,1;0,4;10,9;0
05/03/2017;22:00;14;Muy buena / Oso ona;92;1018,8;0,4;11,3;0,1
05/03/2017;21:00;19;Muy buena / Oso ona;89;1019,1;0,4;12,2;0,3
05/03/2017;20:00;31;Muy buena / Oso ona;85;1019;0,4;12,9;0,2
05/03/2017;19:00;53;Buena / Ona;76;1018,8;0,5;14,1;0
05/03/2017;18:00;37;Muy buena / Oso ona;73;1018,2;12,6;14,6;0
05/03/2017;17:00;41;Buena / Ona;73;1017,8;28,7;14,6;0
05/03/2017;16:00;33;Muy buena / Oso ona;74;1017,4;56,2;14,5;0
05/03/2017;15:00;35;Muy buena / Oso ona;74;1016,8;73,1;14,8;0
05/03/2017;14:00;16;Muy buena / Oso ona;65;1016;158,1;15,6;0
05/03/2017;13:00;9;Muy buena / Oso ona;58;1015;111,7;16,6;0
05/03/2017;12:00;5;Muy buena / Oso ona;62;1013,8;128,4;15,5;0
05/03/2017;11:00;6;Muy buena / Oso ona;68;1014,5;102,3;13,7;0
05/03/2017;10:00;8;Muy buena / Oso ona;72;1013,9;51,8;12,5;0
05/03/2017;09:00;9;Muy buena / Oso ona;67;1012,8;16,9;12,8;0
05/03/2017;08:00;8;Muy buena / Oso ona;67;1011;11,1;12,5;0
05/03/2017;07:00;7;Muy buena / Oso ona;68;1009,9;1,2;11,7;0
05/03/2017;06:00;4;Muy buena / Oso ona;70;1009,4;0,5;11;0
05/03/2017;05:00;6;Muy buena / Oso ona;68;1009,4;0,5;11,1;0
05/03/2017;04:00;5;Muy buena / Oso ona;77;1008,9;0,4;9,4;0
05/03/2017;03:00;7;Muy buena / Oso ona;84;1009;0,4;7,3;0
05/03/2017;02:00;8;Muy buena / Oso ona;84;1009,5;0,4;7,5;0
05/03/2017;01:00;11;Muy buena / Oso ona;83;1010,5;0,4;7,7;0
04/03/2017;24:00;14;Muy buena / Oso ona;82;1010,8;0,4;8,1;0
04/03/2017;23:00;15;Muy buena / Oso ona;82;1010,7;0,4;8,2;0
04/03/2017;22:00;17;Muy buena / Oso ona;82;1010,8;0,4;8,3;0
04/03/2017;21:00;17;Muy buena / Oso ona;80;1010,5;0,4;8,1;0
04/03/2017;20:00;19;Muy buena / Oso ona;76;1010,4;0,4;9,1;0
04/03/2017;19:00;17;Muy buena / Oso ona;74;1009,8;0,5;9,4;0
04/03/2017;18:00;18;Muy buena / Oso ona;69;1008,9;18,4;10,6;0
04/03/2017;17:00;12;Muy buena / Oso ona;63;1007,9;162,7;11,8;0
04/03/2017;16:00;13;Muy buena / Oso ona;63;1007;151,2;11,2;0,1
04/03/2017;15:00;8;Muy buena / Oso ona;70;1006,6;245,7;10,7;0,1
04/03/2017;14:00;6;Muy buena / Oso ona;82;1006,8;162,1;7,6;0
04/03/2017;13:00;21;Muy buena / Oso ona;73;1006,7;50,8;8,1;0,4
04/03/2017;12:00;10;Muy buena / Oso ona;63;1005,2;99,4;10,3;0,1
04/03/2017;11:00;16;Muy buena / Oso ona;69;1005,1;98,8;8,5;0
04/03/2017;10:00;7;Muy buena / Oso ona;56;1003,6;84,4;10;0
04/03/2017;09:00;8;Muy buena / Oso ona;60;1002,7;70,6;9,1;0
04/03/2017;08:00;13;Muy buena / Oso ona;65;1001,9;23,7;8,4;0
04/03/2017;07:00;9;Muy buena / Oso ona;64;1001,3;1,5;8,6;0
04/03/2017;06:00;7;Muy buena / Oso ona;62;1000,7;0,5;9;0
04/03/2017;05:00;7;Muy buena / Oso ona;69;1000,6;0,5;8,7;0
04/03/2017;04:00;6;Muy buena / Oso ona;72;1000,5;0,4;8,6;0,1
04/03/2017;03:00;5;Muy buena / Oso ona;80;1000,7;0,4;8,2;0
04/03/2017;02:00;3;Muy buena / Oso ona;86;1001;0,4;7,7;0,1
04/03/2017;01:00;4;Muy buena / Oso ona;88;1001,4;0,4;7,6;0,1
03/03/2017;24:00;4;Muy buena / Oso ona;91;1001,3;0,4;7,8;0,3
03/03/2017;23:00;4;Muy buena / Oso ona;92;1001,5;0,4;7,8;0,2
03/03/2017;22:00;3;Muy buena / Oso ona;92;1001,3;0,4;8,1;0,4
03/03/2017;21:00;7;Muy buena / Oso ona;90;1000,9;0,4;8,6;0,8
03/03/2017;20:00;9;Muy buena / Oso ona;90;1000,2;0,4;9;0,6
03/03/2017;19:00;9;Muy buena / Oso ona;89;999,7;0,4;9,3;0,5
03/03/2017;18:00;14;Muy buena / Oso ona;87;998,7;1,5;11;0,4
03/03/2017;17:00;29;Muy buena / Oso ona;76;997,7;3,6;13,4;0
03/03/2017;16:00;41;Buena / Ona;46;996,5;53,8;19,4;0
03/03/2017;15:00;26;Muy buena / Oso ona;34;995,8;225,6;22,3;0
03/03/2017;14:00;16;Muy buena / Oso ona;37;996,5;162,7;21,1;0
03/03/2017;13:00;24;Muy buena / Oso ona;38;998;173,1;20,6;0
03/03/2017;12:00;15;Muy buena / Oso ona;41;999;171;20;0,1
03/03/2017;11:00;11;Muy buena / Oso ona;43;1000;146,2;19,1;0
03/03/2017;10:00;10;Muy buena / Oso ona;45;1001,3;111,1;18,3;0,1
03/03/2017;09:00;11;Muy buena / Oso ona;46;1002,7;66,4;17,7;0
03/03/2017;08:00;12;Muy buena / Oso ona;46;1003,2;25,8;17,7;0
03/03/2017;07:00;7;Muy buena / Oso ona;48;1003,5;1,5;17,4;0
03/03/2017;06:00;8;Muy buena / Oso ona;50;1004,3;0,5;17,3;0
03/03/2017;05:00;9;Muy buena / Oso ona;49;1005,3;0,5;17,5;0,1
03/03/2017;04:00;6;Muy buena / Oso ona;48;1006,3;0,5;17,3;0
03/03/2017;03:00;5;Muy buena / Oso ona;47;1007,7;0,5;17,8;0
03/03/2017;02:00;7;Muy buena / Oso ona;46;1008,9;0,5;18,1;0
03/03/2017;01:00;12;Muy buena / Oso ona;50;1009,3;0,5;17,7;0
02/03/2017;24:00;5;Muy buena / Oso ona;57;1010,1;0,5;16,3;0
02/03/2017;23:00;21;Muy buena / Oso ona;79;1011;0,4;11,5;0
02/03/2017;22:00;49;Buena / Ona;79;1011,8;0,4;11,1;0
02/03/2017;21:00;121;Mala / Txarra;74;1012,6;0,5;12,2;0
02/03/2017;20:00;182;Muy mala / Oso txarra;67;1013,2;0,5;13,7;0
02/03/2017;19:00;63;Mejorable / Hobetzeko modukoa;62;1013,7;0,6;15,4;0,1
02/03/2017;18:00;21;Muy buena / Oso ona;58;1013,9;28,4;16,5;0
02/03/2017;17:00;38;Muy buena / Oso ona;58;1014,4;82,8;17,5;0
02/03/2017;16:00;47;Buena / Ona;53;1014,9;178;18,9;0
02/03/2017;15:00;26;Muy buena / Oso ona;52;1015,3;193,7;19,9;0,1
02/03/2017;14:00;21;Muy buena / Oso ona;57;1016;61;18,4;0,1
02/03/2017;13:00;55;Buena / Ona;59;1017,1;67,1;17,9;0
02/03/2017;12:00;39;Muy buena / Oso ona;64;1018,2;54,2;16,1;0
02/03/2017;11:00;58;Buena / Ona;74;1018,8;30,3;14;0
02/03/2017;10:00;39;Muy buena / Oso ona;83;1019,2;52;11,9;0
02/03/2017;09:00;86;Mejorable / Hobetzeko modukoa;90;1019,5;56,3;9,6;0,1
02/03/2017;08:00;120;Mejorable / Hobetzeko modukoa;91;1019,3;23,3;8,2;0
02/03/2017;07:00;26;Muy buena / Oso ona;90;1019,2;1,3;8;0
02/03/2017;06:00;13;Muy buena / Oso ona;89;1018,9;0,4;8,3;0,1
02/03/2017;05:00;10;Muy buena / Oso ona;88;1018,9;0,4;8,5;0
02/03/2017;04:00;8;Muy buena / Oso ona;86;1019,1;0,4;9,3;0
02/03/2017;03:00;8;Muy buena / Oso ona;84;1019,4;0,4;10,1;0
02/03/2017;02:00;8;Muy buena / Oso ona;83;1019,8;0,4;10,6;0,1
02/03/2017;01:00;11;Muy buena / Oso ona;80;1020;0,4;10,9;0,1
01/03/2017;24:00;10;Muy buena / Oso ona;77;1019,8;0,4;11,6;0,1
01/03/2017;23:00;14;Muy buena / Oso ona;75;1019,6;0,4;12,6;0
01/03/2017;22:00;17;Muy buena / Oso ona;72;1018,7;0,5;13,6;0
01/03/2017;21:00;29;Muy buena / Oso ona;73;1017,8;0,5;12,6;0,1
01/03/2017;20:00;29;Muy buena / Oso ona;70;1017,2;0,5;12,7;0
01/03/2017;19:00;28;Muy buena / Oso ona;61;1016,8;0,6;15;0
01/03/2017;18:00;21;Muy buena / Oso ona;46;1016,2;32,9;18,8;0
01/03/2017;17:00;17;Muy buena / Oso ona;45;1016,4;145,3;19,3;0,1
01/03/2017;16:00;31;Muy buena / Oso ona;45;1016;279;19,2;0
01/03/2017;15:00;22;Muy buena / Oso ona;46;1016,2;178,6;18,7;0
01/03/2017;14:00;14;Muy buena / Oso ona;47;1016,4;50,2;18,1;0
01/03/2017;13:00;16;Muy buena / Oso ona;48;1016,9;47,3;18,1;0
01/03/2017;12:00;14;Muy buena / Oso ona;51;1017,8;49,6;16,8;0
01/03/2017;11:00;24;Muy buena / Oso ona;67;1018;92,8;14,2;0
01/03/2017;10:00;23;Muy buena / Oso ona;80;1018;55,3;11,2;0
01/03/2017;09:00;39;Muy buena / Oso ona;92;1017,9;65,6;8,5;0
01/03/2017;08:00;28;Muy buena / Oso ona;95;1017,5;21;5,9;0
01/03/2017;07:00;15;Muy buena / Oso ona;95;1017,5;1,5;5,3;0
01/03/2017;06:00;12;Muy buena / Oso ona;95;1017,6;0,4;5,1;0
01/03/2017;05:00;8;Muy buena / Oso ona;95;1017,5;0,4;4,4;0
01/03/2017;04:00;8;Muy buena / Oso ona;95;1017,8;0,4;4,3;0
01/03/2017;03:00;10;Muy buena / Oso ona;95;1018,3;0,4;4,9;0
01/03/2017;02:00;9;Muy buena / Oso ona;94;1018,4;0,4;5,3;0
01/03/2017;01:00;14;Muy buena / Oso ona;94;1018,3;0,4;5,6;0
28/02/2017;24:00;13;Muy buena / Oso ona;93;1018,4;0,4;6;0
28/02/2017;23:00;18;Muy buena / Oso ona;93;1018,4;0,4;6,9;0
28/02/2017;22:00;20;Muy buena / Oso ona;91;1018,5;0,4;7,7;0
28/02/2017;21:00;18;Muy buena / Oso ona;88;1018,2;0,4;8,3;0,1
28/02/2017;20:00;18;Muy buena / Oso ona;85;1017,9;0,4;8,6;0,2
28/02/2017;19:00;28;Muy buena / Oso ona;82;1017,2;0,4;9,5;0,3
28/02/2017;18:00;31;Muy buena / Oso ona;80;1016,1;17,8;10,1;0,1
28/02/2017;17:00;26;Muy buena / Oso ona;77;1015,1;35,7;10,5;0
28/02/2017;16:00;25;Muy buena / Oso ona;81;1014,6;75,3;9,7;0,1
28/02/2017;15:00;22;Muy buena / Oso ona;79;1013,5;70,4;9,7;0,2
28/02/2017;14:00;20;Muy buena / Oso ona;79;1012,9;75,9;9,7;0
28/02/2017;13:00;23;Muy buena / Oso ona;85;1012,5;46,2;9;0,3
28/02/2017;12:00;15;Muy buena / Oso ona;85;1011,1;45,8;10,4;0,4
28/02/2017;11:00;18;Muy buena / Oso ona;75;1009,3;60,3;12;0,2
28/02/2017;10:00;7;Muy buena / Oso ona;64;1008;64,3;13,2;0
28/02/2017;09:00;15;Muy buena / Oso ona;62;1007,9;35,2;13,2;0,1
28/02/2017;08:00;13;Muy buena / Oso ona;59;1007;7,7;13,2;0,1
28/02/2017;07:00;5;Muy buena / Oso ona;68;1006,8;0,6;12,2;0
28/02/2017;06:00;9;Muy buena / Oso ona;90;1006,7;0,4;9,4;0,1
28/02/2017;05:00;10;Muy buena / Oso ona;91;1006,9;0,4;8,5;0
28/02/2017;04:00;12;Muy buena / Oso ona;90;1007,4;0,4;9,2;0
28/02/2017;03:00;14;Muy buena / Oso ona;87;1008,4;0,4;10,5;0
28/02/2017;02:00;20;Muy buena / Oso ona;85;1009,3;0,4;11,7;0
28/02/2017;01:00;21;Muy buena / Oso ona;86;1009,8;0,4;11,7;0
27/02/2017;24:00;12;Muy buena / Oso ona;88;1010,1;0,4;11,3;0
27/02/2017;23:00;16;Muy buena / Oso ona;85;1010,7;0,4;11,6;0
27/02/2017;22:00;16;Muy buena / Oso ona;79;1011;0,4;12,1;0,1
27/02/2017;21:00;25;Muy buena / Oso ona;72;1010,8;0,4;13,3;0,1
27/02/2017;20:00;26;Muy buena / Oso ona;70;1010,7;0,5;13,6;0,1
27/02/2017;19:00;25;Muy buena / Oso ona;71;1010,6;0,5;13,5;0
27/02/2017;18:00;23;Muy buena / Oso ona;77;1010,2;11,5;13,5;0
27/02/2017;17:00;40;Muy buena / Oso ona;74;1009,8;45,3;14,3;0,1
27/02/2017;16:00;17;Muy buena / Oso ona;37;1008,3;191,3;20,5;0
27/02/2017;15:00;11;Muy buena / Oso ona;37;1008,5;211,7;20,4;0,1
27/02/2017;14:00;13;Muy buena / Oso ona;38;1009,1;48,3;19,2;0,1
27/02/2017;13:00;9;Muy buena / Oso ona;39;1010;40,7;18,5;0,1
27/02/2017;12:00;14;Muy buena / Oso ona;39;1010,9;35,6;17,8;0
27/02/2017;11:00;21;Muy buena / Oso ona;43;1011,7;34,5;16,8;0
27/02/2017;10:00;14;Muy buena / Oso ona;49;1012;21,9;15,6;0
27/02/2017;09:00;35;Muy buena / Oso ona;67;1012,9;17,6;13,2;0
27/02/2017;08:00;61;Mejorable / Hobetzeko modukoa;87;1012,6;10,5;8,7;0
27/02/2017;07:00;31;Muy buena / Oso ona;91;1012,3;1,4;6,5;0
27/02/2017;06:00;17;Muy buena / Oso ona;93;1011,8;0,4;5,4;0
27/02/2017;05:00;13;Muy buena / Oso ona;92;1011,8;0,4;5,5;0
27/02/2017;04:00;13;Muy buena / Oso ona;91;1012,7;0,4;5,4;0
27/02/2017;03:00;15;Muy buena / Oso ona;91;1014;0,4;6,1;0
27/02/2017;02:00;14;Muy buena / Oso ona;91;1015,5;0,4;6,3;0
27/02/2017;01:00;19;Muy buena / Oso ona;89;1016,8;0,4;6,7;0
26/02/2017;24:00;21;Muy buena / Oso ona;88;1017,3;0,4;7,3;0
26/02/2017;23:00;23;Muy buena / Oso ona;87;1017,6;0,4;8;0
26/02/2017;22:00;25;Muy buena / Oso ona;86;1018;0,4;8,7;0
26/02/2017;21:00;25;Muy buena / Oso ona;83;1018,3;0,4;9,6;0
26/02/2017;20:00;23;Muy buena / Oso ona;80;1018,6;0,4;10,7;0
26/02/2017;19:00;23;Muy buena / Oso ona;76;1018,9;0,5;12,2;0
26/02/2017;18:00;26;Muy buena / Oso ona;70;1019;19,3;14;0
26/02/2017;17:00;21;Muy buena / Oso ona;62;1019;142,4;16,1;0
26/02/2017;16:00;21;Muy buena / Oso ona;59;1019,3;260,9;17,2;0
26/02/2017;15:00;22;Muy buena / Oso ona;60;1019,4;205;16,7;0
26/02/2017;14:00;19;Muy buena / Oso ona;63;1019,7;53,1;15,9;0
26/02/2017;13:00;21;Muy buena / Oso ona;65;1020,4;51,4;15,6;0
26/02/2017;12:00;16;Muy buena / Oso ona;68;1021,4;57,7;14,4;0
26/02/2017;11:00;21;Muy buena / Oso ona;73;1021,9;71,2;13,1;0
26/02/2017;10:00;21;Muy buena / Oso ona;79;1022,4;56,9;10,8;0
26/02/2017;09:00;30;Muy buena / Oso ona;84;1022,5;69,9;9,1;0
26/02/2017;08:00;37;Muy buena / Oso ona;87;1022,5;15,8;8;0
26/02/2017;07:00;28;Muy buena / Oso ona;88;1022,1;0,8;7,7;0
26/02/2017;06:00;24;Muy buena / Oso ona;88;1022;0,4;7,2;0
26/02/2017;05:00;21;Muy buena / Oso ona;88;1021,8;0,4;6,6;0
26/02/2017;04:00;24;Muy buena / Oso ona;88;1021,8;0,4;5,8;0
26/02/2017;03:00;24;Muy buena / Oso ona;87;1021,7;0,4;6;0
26/02/2017;02:00;23;Muy buena / Oso ona;86;1021,8;0,4;6,2;0
26/02/2017;01:00;21;Muy buena / Oso ona;85;1021,8;0,4;6,9;0
25/02/2017;24:00;26;Muy buena / Oso ona;83;1021,8;0,4;7;0
25/02/2017;23:00;31;Muy buena / Oso ona;80;1021,4;0,4;8;0
