Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
25/07/2017;16:00;0,18;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;82;"Buena / ";78;8;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;7;65;916,4;0;477,2;16,9;2,37
25/07/2017;15:00;0,19;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;80;"Buena / ";77;8;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;5;69;916,6;0;454,2;16,3;2,45
25/07/2017;14:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;76;"Buena / ";76;3;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;18;70;917;0;441,4;16,2;1,38
25/07/2017;13:00;0,2;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;77;"Buena / ";75;4;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;14;69;917,2;0;626,4;16,2;2,48
25/07/2017;12:00;0,2;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;76;"Buena / ";75;4;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;22;74;917,4;0;498,4;14,9;2,35
25/07/2017;11:00;0,19;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;77;"Buena / ";73;6;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;9;73;917,4;0;251,9;14,4;1,94
25/07/2017;10:00;0,16;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;77;"Buena / ";72;6;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;344;75;917,5;0;257,1;14,1;1,98
25/07/2017;09:00;0,17;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;75;"Buena / ";70;6;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;344;78;917,4;0;230,7;13,7;2,42
25/07/2017;08:00;0,16;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;74;"Buena / ";68;6;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;4;82;917,3;0;126,9;12,4;2,05
25/07/2017;07:00;0,16;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;73;"Buena / ";65;8;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;23;86;917,3;0;73,4;11,5;1,85
25/07/2017;06:00;0,16;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;71;"Buena / ";63;5;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;7;88;917,1;0;19,8;11,3;2,12
25/07/2017;05:00;0,16;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;2;;"Sin datos / ";61;5;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;10;87;917,2;0;0,6;11,3;1,52
25/07/2017;04:00;0,17;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;2;66;"Buena / ";59;5;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;8;88;917,4;0;0,3;11,6;1,18
25/07/2017;03:00;0,17;"Muy buena / ";0,21;;;Sin datos / Daturik gabe;2;67;"Buena / ";57;5;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;358;87;917,7;0;0,3;11,9;1,3
25/07/2017;02:00;0,18;"Muy buena / ";0,22;;;Sin datos / Daturik gabe;2;62;"Buena / ";55;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;1;Muy buena / Oso ona;8;88;918,1;0;0,3;12;1,6
25/07/2017;01:00;0,18;"Muy buena / ";0,22;;;Sin datos / Daturik gabe;2;61;"Buena / ";53;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;2;Muy buena / Oso ona;17;88;918,5;0;0,3;12,3;1,88
24/07/2017;24:00;0,19;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;2;57;"Muy buena / ";51;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;1;Muy buena / Oso ona;22;89;918,9;0;0,3;12,6;1,73
24/07/2017;23:00;0,19;"Muy buena / ";0,24;;;Sin datos / Daturik gabe;2;58;"Muy buena / ";50;2;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;11;87;919,2;0;0,3;12,9;1,83
24/07/2017;22:00;0,26;"Muy buena / ";0,24;;;Sin datos / Daturik gabe;2;53;"Muy buena / ";49;4;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;16;90;919,5;0;0,3;12,9;1,6
24/07/2017;21:00;0,26;"Muy buena / ";0,24;;;Sin datos / Daturik gabe;2;50;"Muy buena / ";48;3;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;15;89;919,3;0;0,3;13,4;1,7
24/07/2017;20:00;0,26;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;49;"Muy buena / ";48;6;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;23;86;919,1;0;9,7;14;2,06
24/07/2017;19:00;0,24;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;48;"Muy buena / ";49;8;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;351;80;919;0;44,9;15,5;1,97
24/07/2017;18:00;0,2;"Muy buena / ";0,25;1;0;Muy buena / Oso ona;2;48;"Muy buena / ";48;5;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;336;75;918,9;0;172,5;16,6;2,04
24/07/2017;17:00;0,24;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;45;"Muy buena / ";48;7;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;342;78;918,8;0;336,8;16,4;3,69
24/07/2017;16:00;0,26;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;46;"Muy buena / ";48;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;2;Muy buena / Oso ona;336;80;918,8;0,1;290,3;16,6;2,77
24/07/2017;15:00;0,24;"Muy buena / ";0,24;;;Sin datos / Daturik gabe;2;50;"Muy buena / ";47;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;2;Muy buena / Oso ona;332;78;918,8;0;276,8;16,8;2,4
24/07/2017;14:00;0,26;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;2;50;"Muy buena / ";45;3;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;353;80;918,7;0,1;366,9;16,9;2,49
24/07/2017;13:00;0,27;"Muy buena / ";0,23;1;0;Muy buena / Oso ona;2;50;"Muy buena / ";44;7;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;329;78;918,6;0,1;743,5;17,3;2,89
24/07/2017;12:00;0,27;"Muy buena / ";0,21;1;0;Muy buena / Oso ona;2;51;"Muy buena / ";40;3;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;320;76;918,5;0;663,2;17,5;2,83
24/07/2017;11:00;0,26;"Muy buena / ";0,2;1;1;Muy buena / Oso ona;3;47;"Muy buena / ";36;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;2;Muy buena / Oso ona;306;80;918,6;0;391,7;16,6;3,04
24/07/2017;10:00;0,2;"Muy buena / ";0,19;1;0;Muy buena / Oso ona;2;45;"Muy buena / ";33;3;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;303;79;918,2;0;624,6;17,3;3,24
24/07/2017;09:00;0,21;"Muy buena / ";0,2;1;0;Muy buena / Oso ona;2;43;"Muy buena / ";32;6;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;305;83;918;0;625,3;16,4;2,97
24/07/2017;08:00;0,21;"Muy buena / ";0,19;2;2;Muy buena / Oso ona;5;39;"Muy buena / ";31;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;2;Muy buena / Oso ona;300;92;917,8;0,1;179,5;14,4;2,34
24/07/2017;07:00;0,21;"Muy buena / ";0,19;1;0;Muy buena / Oso ona;2;32;"Muy buena / ";31;3;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;290;91;917,3;0,1;67,7;14,5;1,2
24/07/2017;06:00;0,19;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;2;;"Sin datos / ";32;4;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;3;93;917,1;0;33,3;13,9;0,32
24/07/2017;05:00;0,18;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;3;26;"Muy buena / ";34;5;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;64;90;916,9;0,3;0,8;13,9;0,13
24/07/2017;04:00;0,18;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;3;22;"Muy buena / ";37;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;67;91;916,6;0;0,2;13,5;0,33
24/07/2017;03:00;0,19;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;2;27;"Muy buena / ";42;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;92;89;916,7;0;0,2;14,1;0,39
24/07/2017;02:00;0,2;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;2;32;"Muy buena / ";48;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;74;87;917,1;0;0,2;14,8;0,33
24/07/2017;01:00;0,2;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;2;36;"Muy buena / ";53;9;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;5;84;917,4;0;0,2;15,4;0,25
23/07/2017;24:00;0,2;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;2;39;"Muy buena / ";58;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;273;83;917,6;0;0,2;15,8;0,32
23/07/2017;23:00;0,2;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;45;"Muy buena / ";62;6;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;262;83;917,6;0;0,2;15,5;0,34
23/07/2017;22:00;0,2;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;3;43;"Muy buena / ";65;8;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;29;84;917,7;0;0,2;14,7;0,34
23/07/2017;21:00;0,2;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;4;49;"Muy buena / ";69;7;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;25;82;917,6;0;0,3;15;0,24
23/07/2017;20:00;0,19;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;62;"Buena / ";72;11;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;33;79;917,3;0;15;16,1;1,91
23/07/2017;19:00;0,21;"Muy buena / ";0,15;;;Sin datos / Daturik gabe;3;74;"Buena / ";74;16;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;39;74;916,8;0;42,5;17,7;2,41
23/07/2017;18:00;0,18;"Muy buena / ";0,15;;;Sin datos / Daturik gabe;3;76;"Buena / ";74;15;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;17;66;916,6;0;205,7;20,2;2,25
23/07/2017;17:00;0,17;"Muy buena / ";0,15;;;Sin datos / Daturik gabe;2;75;"Buena / ";73;12;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;14;63;916,8;0;454,5;20,7;2,43
23/07/2017;16:00;0,13;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;72;"Buena / ";71;10;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;25;55;916,8;0;651,9;22;2,45
23/07/2017;15:00;0,13;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;71;"Buena / ";70;13;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;19;51;916,8;0;847,5;22,4;2,16
23/07/2017;14:00;0,14;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;74;"Buena / ";70;12;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;7;47;917;0;1008,6;22,2;1,83
23/07/2017;13:00;0,14;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;73;"Buena / ";63;8;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;40;49;917,5;0;1062,1;21,5;1,81
23/07/2017;12:00;0,15;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;2;75;"Buena / ";59;8;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;66;47;917,6;0;1020,8;21;1,28
23/07/2017;11:00;0,14;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;2;74;"Buena / ";57;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;88;51;917,5;0;917,2;19,5;0,67
23/07/2017;10:00;0,22;"Muy buena / ";0,21;;;Sin datos / Daturik gabe;2;68;"Buena / ";55;10;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;48;60;917,3;0;774,2;17,9;0,71
23/07/2017;09:00;0,22;"Muy buena / ";0,21;;;Sin datos / Daturik gabe;2;64;"Buena / ";53;7;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;83;67;917,4;0;616,2;16,1;0,3
23/07/2017;08:00;0,21;"Muy buena / ";0,21;;;Sin datos / Daturik gabe;2;60;"Muy buena / ";52;6;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;82;77;917,2;0;216,1;14,2;0,69
23/07/2017;07:00;0,19;"Muy buena / ";0,21;;;Sin datos / Daturik gabe;2;;"Sin datos / ";50;6;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;326;92;916,9;0;126,4;11;0,26
23/07/2017;06:00;0,18;"Muy buena / ";0,22;;;Sin datos / Daturik gabe;2;27;"Muy buena / ";51;8;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;62;94;916,7;0;21,8;9,5;0,33
23/07/2017;05:00;0,21;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;4;47;"Muy buena / ";54;4;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;122;92;916,6;0;1,3;11;0,45
23/07/2017;04:00;0,22;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;2;59;"Muy buena / ";55;4;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;207;91;916,4;0;0,2;11,9;0,13
23/07/2017;03:00;0,22;"Muy buena / ";0,24;;;Sin datos / Daturik gabe;2;58;"Muy buena / ";54;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;2;Muy buena / Oso ona;66;93;916,5;0;0,2;11,7;0,42
23/07/2017;02:00;0,22;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;55;"Muy buena / ";54;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;2;Muy buena / Oso ona;340;94;916,6;0;0,2;11,7;0,43
23/07/2017;01:00;0,23;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;55;"Muy buena / ";55;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;32;94;916,8;0;0,2;11,9;1,04
22/07/2017;24:00;0,24;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;51;"Muy buena / ";56;6;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;99;94;916,8;0;0,2;12;0,38
22/07/2017;23:00;0,24;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;3;52;"Muy buena / ";60;8;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;101;93;916,7;0;0,2;12,2;0,3
22/07/2017;22:00;0,25;"Muy buena / ";0,25;;;Sin datos / Daturik gabe;2;54;"Muy buena / ";64;6;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;71;92;916,6;0;0,2;12,3;0,79
22/07/2017;21:00;0,25;"Muy buena / ";0,24;;;Sin datos / Daturik gabe;3;56;"Muy buena / ";67;5;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;46;93;916,1;0;0,2;12,2;1,28
22/07/2017;20:00;0,26;"Muy buena / ";0,23;;;Sin datos / Daturik gabe;2;53;"Muy buena / ";71;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;36;94;915,4;0;2,6;12,3;0,96
22/07/2017;19:00;0,27;"Muy buena / ";0,22;;;Sin datos / Daturik gabe;3;54;"Muy buena / ";74;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;12;94;914,7;0;11,4;12,9;0,13
22/07/2017;18:00;0,27;"Muy buena / ";0,21;;;Sin datos / Daturik gabe;2;61;"Buena / ";77;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;25;91;914,1;0;44,6;13,6;1,49
22/07/2017;17:00;0,23;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;4;65;"Buena / ";79;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;28;86;913,7;0;65,2;15,2;0,71
22/07/2017;16:00;0,22;"Muy buena / ";0,2;1;3;Muy buena / Oso ona;5;81;"Buena / ";79;18;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;21;73;913,2;0;565,8;18,8;2,84
22/07/2017;15:00;0,22;"Muy buena / ";0,2;;;Sin datos / Daturik gabe;4;89;"Buena / ";79;15;Muy buena / Oso ona;7;Muy buena / Oso ona;6;Muy buena / Oso ona;36;59;912,5;0;733,8;21,9;2,36
22/07/2017;14:00;0,19;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;2;77;"Buena / ";71;12;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;51;51;912,2;0;943,3;23,1;2,82
22/07/2017;13:00;0,17;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;4;88;"Buena / ";65;19;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;316;39;912,2;0;1057,4;23,6;1,4
22/07/2017;12:00;0,18;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;4;80;"Buena / ";57;16;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;260;45;912,4;0;1066,4;21,4;0,88
22/07/2017;11:00;0,2;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;3;77;"Buena / ";51;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;179;52;912,5;0;804,1;19,7;1,59
22/07/2017;10:00;0,21;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;74;"Buena / ";46;10;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;179;54;912,3;0;663,7;18,7;1,32
22/07/2017;09:00;0,22;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;67;"Buena / ";40;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;222;63;912;0;525,8;17,6;1,01
22/07/2017;08:00;0,2;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;3;;"Sin datos / ";35;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;256;72;911,7;0;263,5;15,1;0,32
22/07/2017;07:00;0,17;"Muy buena / ";0,15;;;Sin datos / Daturik gabe;2;34;"Muy buena / ";34;8;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;67;85;911,1;0;110,5;10,8;0,09
22/07/2017;06:00;0,15;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;33;"Muy buena / ";33;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;70;87;910,8;0;30,2;9;0,09
22/07/2017;05:00;0,14;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;34;"Muy buena / ";32;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;54;86;910,6;0;0,9;9,1;0,23
22/07/2017;04:00;0,15;"Muy buena / ";0,16;;;Sin datos / Daturik gabe;2;38;"Muy buena / ";32;8;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;66;86;910,3;0;0,2;8,8;0,55
22/07/2017;03:00;0,14;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;39;"Muy buena / ";35;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;41;87;910,4;0;0,2;8,4;0,48
22/07/2017;02:00;0,15;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;3;35;"Muy buena / ";38;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;46;89;910,6;0;0,2;8,6;0,51
22/07/2017;01:00;0,16;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;34;"Muy buena / ";41;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;57;91;910,9;0;0,2;8,5;0,39
21/07/2017;24:00;0,18;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;4;27;"Muy buena / ";45;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;56;93;910,9;0;0,2;8,6;0,51
21/07/2017;23:00;0,19;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;4;25;"Muy buena / ";49;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;2;Muy buena / Oso ona;85;93;911;0;0,2;9;0,32
21/07/2017;22:00;0,15;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;6;25;"Muy buena / ";54;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;62;91;911,1;0;0,2;10;0,25
21/07/2017;21:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;6;36;"Muy buena / ";58;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;63;87;911,2;0;0,3;11,6;0,16
21/07/2017;20:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;5;55;"Muy buena / ";61;9;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;74;79;910,7;0;10,5;14,2;0,21
21/07/2017;19:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;4;63;"Buena / ";61;9;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;54;72;910,4;0;43,4;16,1;1,33
21/07/2017;18:00;0,17;"Muy buena / ";0,17;1;2;Muy buena / Oso ona;4;63;"Buena / ";60;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;56;70;910,1;0;180;17,1;1,74
21/07/2017;17:00;0,17;"Muy buena / ";0,17;1;2;Muy buena / Oso ona;4;62;"Buena / ";59;8;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;48;74;910;0;434,6;17,2;2,14
21/07/2017;16:00;0,15;"Muy buena / ";0,17;1;1;Muy buena / Oso ona;3;62;"Buena / ";59;9;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;37;73;909,7;0;614,2;18,1;2,38
21/07/2017;15:00;0,15;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;2;64;"Buena / ";57;11;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;52;71;909,6;0;605;18,7;2,1
21/07/2017;14:00;0,18;"Muy buena / ";0,19;1;1;Muy buena / Oso ona;4;58;"Muy buena / ";56;10;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;39;75;909,8;0;596;17,6;1,92
21/07/2017;13:00;0,17;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;2;58;"Muy buena / ";55;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;1;Muy buena / Oso ona;10;74;909,9;0;683,1;17,3;0,9
21/07/2017;12:00;0,18;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;3;57;"Muy buena / ";55;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;52;81;910;0;314;15,2;0,89
21/07/2017;11:00;0,18;"Muy buena / ";0,19;;;Sin datos / Daturik gabe;3;57;"Muy buena / ";55;7;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;31;82;909,9;0;257,6;14,7;1,27
21/07/2017;10:00;0,2;"Muy buena / ";0,18;1;2;Muy buena / Oso ona;4;55;"Muy buena / ";56;4;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;39;84;909,9;0;194,1;14;0,97
21/07/2017;09:00;0,19;"Muy buena / ";0,18;1;1;Muy buena / Oso ona;4;;"Sin datos / ";57;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;2;Muy buena / Oso ona;141;86;909,8;0;178,8;13,6;0,59
21/07/2017;08:00;0,19;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;4;52;"Muy buena / ";58;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;2;Muy buena / Oso ona;154;90;909,7;0;164,1;12,6;0,69
21/07/2017;07:00;0,19;"Muy buena / ";0,18;;;Sin datos / Daturik gabe;3;52;"Muy buena / ";59;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;2;Muy buena / Oso ona;175;94;909,6;0;58;11,4;0,84
21/07/2017;06:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;3;53;"Muy buena / ";61;4;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;185;95;909,5;0;13,3;11;0,57
21/07/2017;05:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;57;"Muy buena / ";62;5;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;154;95;909,7;0;0,5;10,9;1,12
21/07/2017;04:00;0,18;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;59;"Muy buena / ";63;4;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;206;95;909,7;0;0,2;10,8;0,71
21/07/2017;03:00;0,17;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;61;"Buena / ";63;5;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;173;94;910,1;0;0,2;10,8;0,68
21/07/2017;02:00;0,17;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;2;63;"Buena / ";63;5;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;161;92;910,5;0;0,2;10,7;1,36
21/07/2017;01:00;0,17;"Muy buena / ";0,17;;;Sin datos / Daturik gabe;3;64;"Buena / ";63;5;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;160;91;911,1;0;0,2;10,9;0,88
