Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;1;2;Muy buena / Oso ona;4;57;"Muy buena / ";;8;Muy buena / Oso ona;259;86;970,7;5,1;8,2;2,58
29/10/2017;06:00;1;2;Muy buena / Oso ona;4;56;"Muy buena / ";;7;Muy buena / Oso ona;245;86;970,6;0,4;8,1;2,95
29/10/2017;05:00;1;2;Muy buena / Oso ona;4;54;"Muy buena / ";;7;Muy buena / Oso ona;251;87;970,6;0,4;7,9;3,54
29/10/2017;04:00;1;2;Muy buena / Oso ona;4;;"Sin datos / ";;7;Muy buena / Oso ona;252;87;970,4;0,4;8,1;3,7
29/10/2017;03:00;1;2;Muy buena / Oso ona;4;57;"Muy buena / ";66;7;Muy buena / Oso ona;257;86;970,6;0,4;8,6;3,46
29/10/2017;02:00;1;2;Muy buena / Oso ona;4;57;"Muy buena / ";68;7;Muy buena / Oso ona;250;86;971,2;0,4;8,7;2,31
29/10/2017;01:00;1;2;Muy buena / Oso ona;4;56;"Muy buena / ";70;9;Muy buena / Oso ona;284;85;971,6;0,4;8,7;0,87
28/10/2017;24:00;1;2;Muy buena / Oso ona;4;62;"Buena / ";74;9;Muy buena / Oso ona;239;81;972,1;0,4;9,5;1,01
28/10/2017;23:00;1;2;Muy buena / Oso ona;4;67;"Buena / ";75;8;Muy buena / Oso ona;256;78;972,1;0,4;10,4;3,46
28/10/2017;22:00;1;1;Muy buena / Oso ona;3;69;"Buena / ";77;9;Muy buena / Oso ona;251;75;972,5;0,4;11;2,83
28/10/2017;21:00;1;1;Muy buena / Oso ona;3;70;"Buena / ";79;8;Muy buena / Oso ona;281;70;972,6;0,4;11,6;2,94
28/10/2017;20:00;1;1;Muy buena / Oso ona;3;77;"Buena / ";80;8;Muy buena / Oso ona;349;65;972,5;0,4;13;2,84
28/10/2017;19:00;1;0;Muy buena / Oso ona;2;77;"Buena / ";81;9;Muy buena / Oso ona;350;66;972,4;0,4;13,8;4,71
28/10/2017;18:00;1;1;Muy buena / Oso ona;3;77;"Buena / ";81;11;Muy buena / Oso ona;333;63;972,2;2,1;14,5;4,66
28/10/2017;17:00;1;1;Muy buena / Oso ona;3;80;"Buena / ";80;11;Muy buena / Oso ona;342;58;971,8;59,8;16,1;5,32
28/10/2017;16:00;1;0;Muy buena / Oso ona;2;82;"Buena / ";79;11;Muy buena / Oso ona;344;53;971,7;172,2;17,3;4,08
28/10/2017;15:00;1;0;Muy buena / Oso ona;2;84;"Buena / ";76;11;Muy buena / Oso ona;329;51;971,5;230,9;17,8;4,4
28/10/2017;14:00;1;0;Muy buena / Oso ona;2;81;"Buena / ";73;10;Muy buena / Oso ona;339;53;971,5;58,7;17,6;5,22
28/10/2017;13:00;1;0;Muy buena / Oso ona;2;82;"Buena / ";71;10;Muy buena / Oso ona;339;54;972,2;73;17,8;5,28
28/10/2017;12:00;1;1;Muy buena / Oso ona;3;81;"Buena / ";69;9;Muy buena / Oso ona;339;57;973,1;338,3;17,4;4,47
28/10/2017;11:00;1;0;Muy buena / Oso ona;2;80;"Buena / ";68;10;Muy buena / Oso ona;346;60;974;444,6;16,9;2,99
28/10/2017;10:00;1;2;Muy buena / Oso ona;4;73;"Buena / ";66;10;Muy buena / Oso ona;295;70;974,1;120;15,3;3,25
28/10/2017;09:00;1;3;Muy buena / Oso ona;5;66;"Buena / ";66;9;Muy buena / Oso ona;280;75;973,8;202,4;14,8;2,93
28/10/2017;08:00;1;4;Muy buena / Oso ona;6;57;"Muy buena / ";67;10;Muy buena / Oso ona;260;85;973,7;39,4;12,9;2,89
28/10/2017;07:00;1;4;Muy buena / Oso ona;6;61;"Buena / ";;10;Muy buena / Oso ona;263;86;973,5;3,5;12,9;3,48
28/10/2017;06:00;1;2;Muy buena / Oso ona;4;66;"Buena / ";;10;Muy buena / Oso ona;273;84;973,7;0,4;13,3;2,9
28/10/2017;05:00;1;0;Muy buena / Oso ona;2;70;"Buena / ";;9;Muy buena / Oso ona;275;79;973,8;0,4;13,8;3,7
28/10/2017;04:00;1;0;Muy buena / Oso ona;2;;"Sin datos / ";;7;Muy buena / Oso ona;316;73;973,8;0,4;14,4;2,44
28/10/2017;03:00;1;0;Muy buena / Oso ona;2;74;"Buena / ";67;7;Muy buena / Oso ona;289;73;974,6;0,4;14,3;3,18
28/10/2017;02:00;1;0;Muy buena / Oso ona;2;76;"Buena / ";66;6;Muy buena / Oso ona;316;72;974,9;0,4;14,6;3,01
28/10/2017;01:00;1;0;Muy buena / Oso ona;2;74;"Buena / ";65;7;Muy buena / Oso ona;342;73;975,1;0,4;15;2,99
27/10/2017;24:00;1;0;Muy buena / Oso ona;2;72;"Buena / ";64;10;Muy buena / Oso ona;314;72;975,3;0,4;15,3;3,12
27/10/2017;23:00;1;3;Muy buena / Oso ona;5;63;"Buena / ";65;11;Muy buena / Oso ona;281;74;975,2;0,4;15,4;4,23
27/10/2017;22:00;1;3;Muy buena / Oso ona;5;61;"Buena / ";66;14;Muy buena / Oso ona;267;75;975,2;0,4;15,5;4,29
27/10/2017;21:00;1;3;Muy buena / Oso ona;5;61;"Buena / ";68;14;Muy buena / Oso ona;272;75;975,2;0,4;15,5;4,81
27/10/2017;20:00;1;2;Muy buena / Oso ona;4;64;"Buena / ";69;10;Muy buena / Oso ona;277;71;975,2;0,4;16;4,14
27/10/2017;19:00;1;2;Muy buena / Oso ona;4;66;"Buena / ";70;9;Muy buena / Oso ona;282;68;975,2;0,4;16,4;3,12
27/10/2017;18:00;1;5;Muy buena / Oso ona;7;65;"Buena / ";70;13;Muy buena / Oso ona;315;66;975,1;2,4;17,1;2,84
27/10/2017;17:00;1;4;Muy buena / Oso ona;6;69;"Buena / ";68;12;Muy buena / Oso ona;336;60;974,9;89,8;18,5;2,77
27/10/2017;16:00;1;1;Muy buena / Oso ona;3;73;"Buena / ";64;10;Muy buena / Oso ona;353;59;974,7;182,4;18,8;5,76
27/10/2017;15:00;1;1;Muy buena / Oso ona;3;71;"Buena / ";59;12;Muy buena / Oso ona;357;58;975;241,7;19,6;5,47
27/10/2017;14:00;1;2;Muy buena / Oso ona;4;71;"Buena / ";55;14;Muy buena / Oso ona;330;57;975;108,1;20,2;4,6
27/10/2017;13:00;1;1;Muy buena / Oso ona;3;74;"Buena / ";50;16;Muy buena / Oso ona;304;57;974,9;120,6;20,3;4,36
27/10/2017;12:00;1;3;Muy buena / Oso ona;5;72;"Buena / ";47;19;Muy buena / Oso ona;278;58;975,1;443,4;19,6;4,48
27/10/2017;11:00;3;8;Muy buena / Oso ona;11;63;"Buena / ";43;19;Muy buena / Oso ona;257;57;975,4;512,9;18,3;4,28
27/10/2017;10:00;5;11;Muy buena / Oso ona;18;49;"Muy buena / ";40;25;Muy buena / Oso ona;262;63;975,6;321,9;15,6;4,54
27/10/2017;09:00;4;11;Muy buena / Oso ona;17;40;"Muy buena / ";39;31;Muy buena / Oso ona;275;68;975,5;240,2;13;2,7
27/10/2017;08:00;3;11;Muy buena / Oso ona;15;35;"Muy buena / ";40;29;Muy buena / Oso ona;291;72;975,3;71,8;11,4;1,19
27/10/2017;07:00;1;12;Muy buena / Oso ona;15;32;"Muy buena / ";;25;Muy buena / Oso ona;6;77;974,9;5,8;10,3;1,26
27/10/2017;06:00;1;9;Muy buena / Oso ona;11;38;"Muy buena / ";;23;Muy buena / Oso ona;348;76;974,7;0,4;10,9;1,58
27/10/2017;05:00;1;6;Muy buena / Oso ona;8;45;"Muy buena / ";;24;Muy buena / Oso ona;331;72;974,3;0,4;11,9;1,28
27/10/2017;04:00;1;6;Muy buena / Oso ona;8;;"Sin datos / ";;24;Muy buena / Oso ona;259;70;973,9;0,4;12,5;1,42
27/10/2017;03:00;1;6;Muy buena / Oso ona;8;45;"Muy buena / ";48;25;Muy buena / Oso ona;278;69;973,9;0,4;12,5;1,36
27/10/2017;02:00;1;8;Muy buena / Oso ona;10;46;"Muy buena / ";49;26;Muy buena / Oso ona;293;68;973,9;0,4;12,8;0,86
27/10/2017;01:00;1;11;Muy buena / Oso ona;13;45;"Muy buena / ";52;26;Muy buena / Oso ona;329;70;973,8;0,4;13,1;0,71
26/10/2017;24:00;1;12;Muy buena / Oso ona;14;51;"Muy buena / ";56;26;Muy buena / Oso ona;279;68;973,7;0,4;14;2,19
26/10/2017;23:00;1;10;Muy buena / Oso ona;12;55;"Muy buena / ";60;28;Muy buena / Oso ona;283;64;973,6;0,4;15,4;2,89
26/10/2017;22:00;1;10;Muy buena / Oso ona;12;44;"Muy buena / ";64;32;Muy buena / Oso ona;287;63;973,4;0,4;15,5;2,16
26/10/2017;21:00;1;12;Muy buena / Oso ona;14;50;"Muy buena / ";66;36;Muy buena / Oso ona;279;58;972,9;0,4;17;0,68
26/10/2017;20:00;1;14;Muy buena / Oso ona;16;46;"Muy buena / ";69;45;Buena / Ona;261;50;972,3;0,4;18,6;0,57
26/10/2017;19:00;1;11;Muy buena / Oso ona;13;59;"Muy buena / ";72;54;Buena / Ona;298;42;971,6;0,4;21;0,83
26/10/2017;18:00;1;13;Muy buena / Oso ona;15;64;"Buena / ";69;46;Buena / Ona;322;37;970,8;2,7;23,4;0,25
26/10/2017;17:00;1;11;Muy buena / Oso ona;13;77;"Buena / ";63;46;Buena / Ona;247;31;970,2;65,7;26,1;1,41
26/10/2017;16:00;1;6;Muy buena / Oso ona;9;84;"Buena / ";53;47;Buena / Ona;263;29;970,1;186,5;26,9;1,98
26/10/2017;15:00;1;5;Muy buena / Oso ona;7;84;"Buena / ";41;42;Buena / Ona;273;31;970,2;223,4;26,1;2,66
26/10/2017;14:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";28;;Sin datos / Daturik gabe;206;34;970,5;52;24,4;1,39
26/10/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";26;;Sin datos / Daturik gabe;156;37;;;22,8;1,04
26/10/2017;12:00;3;8;Muy buena / Oso ona;12;64;"Buena / ";24;15;Muy buena / Oso ona;150;45;971,9;467,2;20,5;0,95
26/10/2017;11:00;5;9;Muy buena / Oso ona;17;41;"Muy buena / ";18;22;Muy buena / Oso ona;193;54;971,9;526,1;18,1;1,09
26/10/2017;10:00;10;12;Muy buena / Oso ona;27;25;"Muy buena / ";14;28;Muy buena / Oso ona;222;62;971,9;340,9;15,4;0,5
26/10/2017;09:00;8;10;Muy buena / Oso ona;22;20;"Muy buena / ";15;22;Muy buena / Oso ona;335;70;971,9;246;12,6;0,25
26/10/2017;08:00;6;11;Muy buena / Oso ona;20;12;"Muy buena / ";17;21;Muy buena / Oso ona;337;87;971,5;73,4;8,3;2,03
26/10/2017;07:00;4;13;Muy buena / Oso ona;20;5;"Muy buena / ";;17;Muy buena / Oso ona;110;91;970,9;7,3;6,9;0,15
26/10/2017;06:00;2;10;Muy buena / Oso ona;13;12;"Muy buena / ";;15;Muy buena / Oso ona;306;89;970,5;0,4;7,9;1,1
26/10/2017;05:00;1;8;Muy buena / Oso ona;10;12;"Muy buena / ";;17;Muy buena / Oso ona;309;88;970;0,4;8;0,6
26/10/2017;04:00;3;10;Muy buena / Oso ona;14;;"Sin datos / ";;18;Muy buena / Oso ona;359;86;969,7;0,4;8,5;0,29
26/10/2017;03:00;1;8;Muy buena / Oso ona;10;20;"Muy buena / ";46;19;Muy buena / Oso ona;298;81;969,3;0,4;9,3;0,4
26/10/2017;02:00;1;8;Muy buena / Oso ona;10;29;"Muy buena / ";47;23;Muy buena / Oso ona;331;78;969,3;0,4;10,7;1,16
26/10/2017;01:00;1;8;Muy buena / Oso ona;10;29;"Muy buena / ";53;22;Muy buena / Oso ona;71;76;969,1;0,4;11;0,19
25/10/2017;24:00;1;7;Muy buena / Oso ona;9;35;"Muy buena / ";59;20;Muy buena / Oso ona;354;72;969,2;0,4;12;0,56
25/10/2017;23:00;1;6;Muy buena / Oso ona;8;42;"Muy buena / ";62;22;Muy buena / Oso ona;4;66;969,2;0,4;13,1;1,16
25/10/2017;22:00;1;6;Muy buena / Oso ona;8;51;"Muy buena / ";67;26;Muy buena / Oso ona;328;59;969;0,4;14,8;0,94
25/10/2017;21:00;1;7;Muy buena / Oso ona;9;60;"Muy buena / ";69;29;Muy buena / Oso ona;109;54;968,4;0,4;16,2;0,47
25/10/2017;20:00;1;9;Muy buena / Oso ona;11;62;"Buena / ";71;27;Muy buena / Oso ona;86;51;968,1;0,4;17,3;1,46
25/10/2017;19:00;1;10;Muy buena / Oso ona;12;58;"Muy buena / ";70;27;Muy buena / Oso ona;70;50;967,9;0,4;17,7;3,13
25/10/2017;18:00;1;15;Muy buena / Oso ona;17;66;"Buena / ";68;33;Muy buena / Oso ona;87;43;967,5;3,1;19,8;3
25/10/2017;17:00;1;12;Muy buena / Oso ona;14;77;"Buena / ";63;33;Muy buena / Oso ona;111;39;967,1;81,1;21,8;3,68
25/10/2017;16:00;2;8;Muy buena / Oso ona;11;81;"Buena / ";55;28;Muy buena / Oso ona;112;37;967,1;198,8;22,4;3,64
25/10/2017;15:00;2;10;Muy buena / Oso ona;13;77;"Buena / ";46;28;Muy buena / Oso ona;117;39;967,1;233,7;22,2;3,34
25/10/2017;14:00;2;9;Muy buena / Oso ona;12;74;"Buena / ";38;23;Muy buena / Oso ona;124;40;967,5;42,9;21,5;2,55
