Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
25/10/2017;13:00;2;8;Muy buena / Oso ona;11;69;"Buena / ";31;23;Muy buena / Oso ona;114;42;968,1;54;20,3;1,97
25/10/2017;12:00;3;7;Muy buena / Oso ona;11;55;"Muy buena / ";25;17;Muy buena / Oso ona;143;46;968,7;482,4;18,8;1,22
25/10/2017;11:00;5;8;Muy buena / Oso ona;15;42;"Muy buena / ";21;17;Muy buena / Oso ona;201;50;969;530,8;17,2;0,59
25/10/2017;10:00;6;9;Muy buena / Oso ona;19;26;"Muy buena / ";17;15;Muy buena / Oso ona;266;58;969;339,1;14,7;0,66
25/10/2017;09:00;8;10;Muy buena / Oso ona;23;17;"Muy buena / ";17;16;Muy buena / Oso ona;341;70;969;248;11,1;0,47
25/10/2017;08:00;14;13;Muy buena / Oso ona;35;7;"Muy buena / ";20;17;Muy buena / Oso ona;124;79;968,6;80;8,2;0,26
25/10/2017;07:00;2;12;Muy buena / Oso ona;15;12;"Muy buena / ";;13;Muy buena / Oso ona;358;85;968;8,6;6,5;0,5
25/10/2017;06:00;1;5;Muy buena / Oso ona;7;21;"Muy buena / ";;7;Muy buena / Oso ona;350;84;968;0,4;7,2;0,85
25/10/2017;05:00;1;6;Muy buena / Oso ona;8;20;"Muy buena / ";;10;Muy buena / Oso ona;39;84;967,9;0,4;7,7;0,34
25/10/2017;04:00;1;5;Muy buena / Oso ona;7;;"Sin datos / ";;10;Muy buena / Oso ona;8;78;967,8;0,4;8,3;0,58
25/10/2017;03:00;1;4;Muy buena / Oso ona;6;26;"Muy buena / ";37;10;Muy buena / Oso ona;7;76;968;0,4;9;0,48
25/10/2017;02:00;1;5;Muy buena / Oso ona;7;27;"Muy buena / ";39;9;Muy buena / Oso ona;359;73;968;0,4;10;0,69
25/10/2017;01:00;1;5;Muy buena / Oso ona;7;31;"Muy buena / ";43;11;Muy buena / Oso ona;17;71;967,8;0,4;10,7;1,01
24/10/2017;24:00;1;6;Muy buena / Oso ona;8;33;"Muy buena / ";49;8;Muy buena / Oso ona;31;66;967,8;0,4;11,7;0,75
24/10/2017;23:00;1;6;Muy buena / Oso ona;8;36;"Muy buena / ";53;10;Muy buena / Oso ona;331;62;967,9;0,4;13,3;0,86
24/10/2017;22:00;1;7;Muy buena / Oso ona;9;41;"Muy buena / ";59;10;Muy buena / Oso ona;346;55;967,7;0,4;14,9;1,09
24/10/2017;21:00;1;8;Muy buena / Oso ona;10;42;"Muy buena / ";63;14;Muy buena / Oso ona;338;51;967,4;0,4;15,8;1,91
24/10/2017;20:00;1;9;Muy buena / Oso ona;11;47;"Muy buena / ";66;18;Muy buena / Oso ona;352;46;967;0,4;17,3;1,47
24/10/2017;19:00;1;15;Muy buena / Oso ona;18;50;"Muy buena / ";67;22;Muy buena / Oso ona;16;41;966,9;0,4;19,1;1,68
24/10/2017;18:00;1;18;Muy buena / Oso ona;20;55;"Muy buena / ";67;22;Muy buena / Oso ona;58;34;966,7;3,3;21,4;1,67
24/10/2017;17:00;1;12;Muy buena / Oso ona;14;72;"Buena / ";64;12;Muy buena / Oso ona;104;25;966,5;89,6;24,5;2,34
24/10/2017;16:00;1;5;Muy buena / Oso ona;7;80;"Buena / ";58;4;Muy buena / Oso ona;167;22;966,3;216,7;25,9;0,93
24/10/2017;15:00;1;3;Muy buena / Oso ona;5;81;"Buena / ";50;6;Muy buena / Oso ona;319;23;966,3;266,4;25,5;0,32
24/10/2017;14:00;1;4;Muy buena / Oso ona;6;76;"Buena / ";43;5;Muy buena / Oso ona;236;26;966,7;94;24,2;1,04
24/10/2017;13:00;2;6;Muy buena / Oso ona;8;68;"Buena / ";36;3;Muy buena / Oso ona;260;32;967,5;97,8;22;1,57
24/10/2017;12:00;4;7;Muy buena / Oso ona;13;56;"Muy buena / ";30;9;Muy buena / Oso ona;277;41;968,3;497,3;19,5;2,34
24/10/2017;11:00;6;11;Muy buena / Oso ona;20;44;"Muy buena / ";27;8;Muy buena / Oso ona;277;52;969,1;534,4;16,4;2,69
24/10/2017;10:00;7;12;Muy buena / Oso ona;22;32;"Muy buena / ";24;14;Muy buena / Oso ona;274;61;969,6;332;13,1;2,99
24/10/2017;09:00;7;12;Muy buena / Oso ona;24;26;"Muy buena / ";23;11;Muy buena / Oso ona;277;70;969,8;256,6;10,4;2,63
24/10/2017;08:00;5;14;Muy buena / Oso ona;21;19;"Muy buena / ";23;11;Muy buena / Oso ona;313;80;969,8;87,2;7,7;2,12
24/10/2017;07:00;2;12;Muy buena / Oso ona;14;19;"Muy buena / ";;9;Muy buena / Oso ona;313;80;969,7;8,2;7,1;1,38
24/10/2017;06:00;1;9;Muy buena / Oso ona;11;23;"Muy buena / ";;6;Muy buena / Oso ona;301;78;969,5;0,4;7,6;1,97
24/10/2017;05:00;1;9;Muy buena / Oso ona;11;24;"Muy buena / ";;7;Muy buena / Oso ona;290;77;969,6;0,4;8,1;2,26
24/10/2017;04:00;1;9;Muy buena / Oso ona;11;;"Sin datos / ";;6;Muy buena / Oso ona;308;75;969,9;0,4;8,8;1,77
24/10/2017;03:00;1;11;Muy buena / Oso ona;13;23;"Muy buena / ";33;7;Muy buena / Oso ona;299;78;970,3;0,4;8,5;1,47
24/10/2017;02:00;1;11;Muy buena / Oso ona;13;24;"Muy buena / ";35;8;Muy buena / Oso ona;317;77;970,4;0,4;9,2;2,47
24/10/2017;01:00;1;10;Muy buena / Oso ona;12;28;"Muy buena / ";40;9;Muy buena / Oso ona;291;74;970,7;0,4;9,9;1,83
23/10/2017;24:00;1;9;Muy buena / Oso ona;11;29;"Muy buena / ";45;9;Muy buena / Oso ona;314;70;970,8;0,4;10,6;2,1
23/10/2017;23:00;1;8;Muy buena / Oso ona;10;34;"Muy buena / ";49;8;Muy buena / Oso ona;296;65;970,7;0,4;11,5;1,24
23/10/2017;22:00;1;9;Muy buena / Oso ona;11;33;"Muy buena / ";54;8;Muy buena / Oso ona;328;63;970,5;0,4;12,2;1,12
23/10/2017;21:00;1;10;Muy buena / Oso ona;12;35;"Muy buena / ";59;10;Muy buena / Oso ona;329;60;970,2;0,4;13,4;1,34
23/10/2017;20:00;1;11;Muy buena / Oso ona;13;42;"Muy buena / ";63;15;Muy buena / Oso ona;266;55;969,9;0,4;15;1,02
23/10/2017;19:00;1;15;Muy buena / Oso ona;17;47;"Muy buena / ";65;15;Muy buena / Oso ona;249;42;969,6;0,4;17,1;1,16
23/10/2017;18:00;1;12;Muy buena / Oso ona;14;59;"Muy buena / ";64;15;Muy buena / Oso ona;273;34;969,2;4,3;19,2;2,07
23/10/2017;17:00;1;9;Muy buena / Oso ona;11;68;"Buena / ";62;7;Muy buena / Oso ona;243;27;969;98;21,3;2,91
23/10/2017;16:00;1;5;Muy buena / Oso ona;7;73;"Buena / ";57;4;Muy buena / Oso ona;240;27;969;221,8;21,9;3,03
23/10/2017;15:00;2;5;Muy buena / Oso ona;8;75;"Buena / ";50;8;Muy buena / Oso ona;261;27;969,3;250,1;21,7;3,16
23/10/2017;14:00;2;5;Muy buena / Oso ona;8;71;"Buena / ";44;3;Muy buena / Oso ona;268;36;969,7;35,8;20;4,24
23/10/2017;13:00;2;7;Muy buena / Oso ona;10;65;"Buena / ";38;5;Muy buena / Oso ona;265;48;970;45,4;18,1;3,65
23/10/2017;12:00;3;7;Muy buena / Oso ona;10;58;"Muy buena / ";34;6;Muy buena / Oso ona;262;58;970,7;516,7;15,5;3,07
23/10/2017;11:00;5;6;Muy buena / Oso ona;13;46;"Muy buena / ";30;12;Muy buena / Oso ona;259;71;971,1;534,1;12,7;3,46
23/10/2017;10:00;4;6;Muy buena / Oso ona;12;39;"Muy buena / ";27;12;Muy buena / Oso ona;273;78;971,6;311,5;10;3,87
23/10/2017;09:00;5;7;Muy buena / Oso ona;15;28;"Muy buena / ";25;12;Muy buena / Oso ona;265;85;971,8;252,1;7,6;2,77
23/10/2017;08:00;4;9;Muy buena / Oso ona;14;19;"Muy buena / ";26;7;Muy buena / Oso ona;295;93;971,6;91,8;4,9;2,62
23/10/2017;07:00;1;9;Muy buena / Oso ona;11;24;"Muy buena / ";;6;Muy buena / Oso ona;272;90;971,3;8,4;5,3;2,4
23/10/2017;06:00;1;5;Muy buena / Oso ona;7;25;"Muy buena / ";;5;Muy buena / Oso ona;273;91;971,3;0,4;5,3;2,31
23/10/2017;05:00;1;4;Muy buena / Oso ona;7;29;"Muy buena / ";;7;Muy buena / Oso ona;313;91;971,1;0,4;5,7;1,24
23/10/2017;04:00;1;4;Muy buena / Oso ona;6;;"Sin datos / ";;4;Muy buena / Oso ona;306;93;971,1;0,4;5,6;2,17
23/10/2017;03:00;1;4;Muy buena / Oso ona;6;28;"Muy buena / ";47;2;Muy buena / Oso ona;314;90;971,4;0,4;6,3;0,86
23/10/2017;02:00;1;4;Muy buena / Oso ona;6;27;"Muy buena / ";49;6;Muy buena / Oso ona;267;90;971,8;0,4;6,8;1,25
23/10/2017;01:00;1;4;Muy buena / Oso ona;6;31;"Muy buena / ";56;4;Muy buena / Oso ona;292;87;972,1;0,4;7,6;0,97
22/10/2017;24:00;1;4;Muy buena / Oso ona;6;38;"Muy buena / ";62;5;Muy buena / Oso ona;272;85;972,4;0,4;8,2;0,88
22/10/2017;23:00;1;4;Muy buena / Oso ona;6;43;"Muy buena / ";64;5;Muy buena / Oso ona;320;83;972,6;0,4;8,9;0,55
22/10/2017;22:00;1;5;Muy buena / Oso ona;7;50;"Muy buena / ";68;8;Muy buena / Oso ona;265;80;972,5;0,4;10;1,62
22/10/2017;21:00;1;4;Muy buena / Oso ona;6;59;"Muy buena / ";70;11;Muy buena / Oso ona;236;73;972,5;0,4;10,8;1
22/10/2017;20:00;1;2;Muy buena / Oso ona;4;71;"Buena / ";72;7;Muy buena / Oso ona;343;66;972,5;0,4;12,1;2,1
22/10/2017;19:00;1;2;Muy buena / Oso ona;4;64;"Buena / ";72;9;Muy buena / Oso ona;310;70;972,5;0,4;12,2;2,15
22/10/2017;18:00;1;2;Muy buena / Oso ona;4;72;"Buena / ";71;6;Muy buena / Oso ona;319;62;972,2;2,8;13,3;2,49
22/10/2017;17:00;1;1;Muy buena / Oso ona;3;76;"Buena / ";68;4;Muy buena / Oso ona;339;60;971,7;42,3;13,8;2,48
22/10/2017;16:00;1;0;Muy buena / Oso ona;2;77;"Buena / ";63;4;Muy buena / Oso ona;355;60;971,6;118,5;14,4;2,74
22/10/2017;15:00;1;0;Muy buena / Oso ona;2;74;"Buena / ";58;6;Muy buena / Oso ona;319;61;971,5;233,5;14,5;2,9
22/10/2017;14:00;1;2;Muy buena / Oso ona;4;70;"Buena / ";53;10;Muy buena / Oso ona;297;61;971,7;244,3;14,3;2,86
22/10/2017;13:00;1;2;Muy buena / Oso ona;4;70;"Buena / ";49;8;Muy buena / Oso ona;281;62;972,2;279,5;13,9;4,14
22/10/2017;12:00;1;1;Muy buena / Oso ona;3;70;"Buena / ";46;7;Muy buena / Oso ona;275;62;972,8;382,8;14;4
22/10/2017;11:00;1;2;Muy buena / Oso ona;4;62;"Buena / ";43;9;Muy buena / Oso ona;275;67;973;450,1;13,1;4,36
22/10/2017;10:00;2;3;Muy buena / Oso ona;6;48;"Muy buena / ";39;10;Muy buena / Oso ona;276;75;973,1;300,7;11,4;3,24
22/10/2017;09:00;2;6;Muy buena / Oso ona;8;36;"Muy buena / ";41;13;Muy buena / Oso ona;264;83;973,2;173,6;9,6;2,33
22/10/2017;08:00;2;6;Muy buena / Oso ona;8;33;"Muy buena / ";43;11;Muy buena / Oso ona;278;88;972,8;89,2;8,5;2,56
22/10/2017;07:00;1;3;Muy buena / Oso ona;5;34;"Muy buena / ";49;11;Muy buena / Oso ona;277;91;972,3;16;7,9;2,07
22/10/2017;06:00;1;2;Muy buena / Oso ona;4;40;"Muy buena / ";54;10;Muy buena / Oso ona;270;89;971,8;0,4;8,2;1,3
22/10/2017;05:00;1;1;Muy buena / Oso ona;3;45;"Muy buena / ";58;9;Muy buena / Oso ona;286;87;971,3;0,4;8,8;1,37
22/10/2017;04:00;1;1;Muy buena / Oso ona;3;;"Sin datos / ";62;9;Muy buena / Oso ona;265;84;971,2;0,4;9,6;1,58
22/10/2017;03:00;1;0;Muy buena / Oso ona;2;55;"Muy buena / ";63;10;Muy buena / Oso ona;268;81;971,1;0,4;10,6;2,29
22/10/2017;02:00;1;1;Muy buena / Oso ona;3;57;"Muy buena / ";64;11;Muy buena / Oso ona;275;79;971,3;0,4;11,5;2,32
22/10/2017;01:00;1;3;Muy buena / Oso ona;5;49;"Muy buena / ";66;17;Muy buena / Oso ona;242;79;971,5;0,4;12;1,21
21/10/2017;24:00;1;1;Muy buena / Oso ona;3;66;"Buena / ";68;17;Muy buena / Oso ona;314;72;971,8;0,4;12,6;1,43
21/10/2017;23:00;1;1;Muy buena / Oso ona;3;66;"Buena / ";67;17;Muy buena / Oso ona;336;71;971,5;0,4;12,7;1,91
21/10/2017;22:00;1;2;Muy buena / Oso ona;4;66;"Buena / ";65;17;Muy buena / Oso ona;347;71;971,2;0,4;13;1,82
21/10/2017;21:00;1;2;Muy buena / Oso ona;4;68;"Buena / ";63;19;Muy buena / Oso ona;320;70;971;0,4;13;1,71
21/10/2017;20:00;1;2;Muy buena / Oso ona;4;71;"Buena / ";60;17;Muy buena / Oso ona;352;70;970,8;0,4;13,1;1,67
21/10/2017;19:00;1;2;Muy buena / Oso ona;4;71;"Buena / ";56;20;Muy buena / Oso ona;1;71;970,2;0,4;13,2;4,14
21/10/2017;18:00;1;1;Muy buena / Oso ona;3;71;"Buena / ";51;15;Muy buena / Oso ona;356;70;969,5;3,4;13,5;4,76
