Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
07/08/2017;13:00;0;2;Muy buena / Oso ona;2;73;"Buena / ";42;11;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
07/08/2017;12:00;0;2;Muy buena / Oso ona;2;72;"Buena / ";36;6;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona
07/08/2017;11:00;0;5;Muy buena / Oso ona;6;65;"Buena / ";30;10;Muy buena / Oso ona;6;Muy buena / Oso ona;8;Muy buena / Oso ona
07/08/2017;10:00;2;15;Muy buena / Oso ona;18;52;"Muy buena / ";25;9;Muy buena / Oso ona;6;Muy buena / Oso ona;10;Muy buena / Oso ona
07/08/2017;09:00;7;29;Muy buena / Oso ona;39;27;"Muy buena / ";22;9;Muy buena / Oso ona;4;Muy buena / Oso ona;7;Muy buena / Oso ona
07/08/2017;08:00;2;19;Muy buena / Oso ona;23;24;"Muy buena / ";23;9;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;07:00;4;20;Muy buena / Oso ona;26;11;"Muy buena / ";23;11;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;06:00;0;12;Muy buena / Oso ona;12;15;"Muy buena / ";25;13;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;05:00;0;7;Muy buena / Oso ona;7;20;"Muy buena / ";30;13;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;04:00;0;6;Muy buena / Oso ona;6;23;"Muy buena / ";36;13;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;03:00;0;3;Muy buena / Oso ona;3;28;"Muy buena / ";43;16;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;02:00;0;4;Muy buena / Oso ona;4;30;"Muy buena / ";50;14;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
07/08/2017;01:00;0;5;Muy buena / Oso ona;5;36;"Muy buena / ";56;16;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;24:00;0;6;Muy buena / Oso ona;6;;"Sin datos / ";60;17;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;23:00;0;6;Muy buena / Oso ona;6;43;"Muy buena / ";60;15;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;22:00;0;9;Muy buena / Oso ona;9;44;"Muy buena / ";61;16;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
06/08/2017;21:00;0;7;Muy buena / Oso ona;7;53;"Muy buena / ";64;19;Muy buena / Oso ona;1;Muy buena / Oso ona;6;Muy buena / Oso ona
06/08/2017;20:00;0;5;Muy buena / Oso ona;5;66;"Buena / ";66;15;Muy buena / Oso ona;0;Muy buena / Oso ona;6;Muy buena / Oso ona
06/08/2017;19:00;0;4;Muy buena / Oso ona;4;69;"Buena / ";66;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona
06/08/2017;18:00;0;1;Muy buena / Oso ona;1;65;"Buena / ";66;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona
06/08/2017;17:00;0;0;Muy buena / Oso ona;0;63;"Buena / ";66;17;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;16:00;0;1;Muy buena / Oso ona;1;62;"Buena / ";64;18;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
06/08/2017;15:00;0;0;Muy buena / Oso ona;0;63;"Buena / ";61;24;Muy buena / Oso ona;3;Muy buena / Oso ona;8;Muy buena / Oso ona
06/08/2017;14:00;0;2;Muy buena / Oso ona;2;67;"Buena / ";56;20;Muy buena / Oso ona;5;Muy buena / Oso ona;11;Muy buena / Oso ona
06/08/2017;13:00;0;2;Muy buena / Oso ona;2;71;"Buena / ";51;16;Muy buena / Oso ona;1;Muy buena / Oso ona;11;Muy buena / Oso ona
06/08/2017;12:00;0;2;Muy buena / Oso ona;2;71;"Buena / ";45;8;Muy buena / Oso ona;0;Muy buena / Oso ona;11;Muy buena / Oso ona
06/08/2017;11:00;0;3;Muy buena / Oso ona;3;69;"Buena / ";40;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;10;Muy buena / Oso ona
06/08/2017;10:00;0;6;Muy buena / Oso ona;6;60;"Muy buena / ";36;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;11;Muy buena / Oso ona
06/08/2017;09:00;0;2;Muy buena / Oso ona;2;46;"Muy buena / ";32;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;6;Muy buena / Oso ona
06/08/2017;08:00;0;2;Muy buena / Oso ona;2;41;"Muy buena / ";31;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;6;Muy buena / Oso ona
06/08/2017;07:00;0;4;Muy buena / Oso ona;4;26;"Muy buena / ";29;7;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;06:00;0;3;Muy buena / Oso ona;3;24;"Muy buena / ";30;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;05:00;0;2;Muy buena / Oso ona;2;26;"Muy buena / ";33;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;04:00;0;2;Muy buena / Oso ona;2;29;"Muy buena / ";37;9;Muy buena / Oso ona;0;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;03:00;0;2;Muy buena / Oso ona;2;32;"Muy buena / ";40;7;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
06/08/2017;02:00;0;3;Muy buena / Oso ona;3;31;"Muy buena / ";43;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
06/08/2017;01:00;0;3;Muy buena / Oso ona;3;36;"Muy buena / ";47;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
05/08/2017;24:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";50;6;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;23:00;0;2;Muy buena / Oso ona;2;41;"Muy buena / ";51;4;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;22:00;0;2;Muy buena / Oso ona;2;43;"Muy buena / ";53;6;Muy buena / Oso ona;4;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;21:00;0;2;Muy buena / Oso ona;2;48;"Muy buena / ";55;12;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;20:00;0;2;Muy buena / Oso ona;2;48;"Muy buena / ";56;10;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;19:00;0;2;Muy buena / Oso ona;2;50;"Muy buena / ";57;8;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;18:00;0;1;Muy buena / Oso ona;1;54;"Muy buena / ";58;6;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;17:00;0;2;Muy buena / Oso ona;2;57;"Muy buena / ";58;5;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;16:00;0;1;Muy buena / Oso ona;1;60;"Muy buena / ";58;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;15:00;0;0;Muy buena / Oso ona;0;60;"Muy buena / ";57;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;14:00;0;0;Muy buena / Oso ona;0;60;"Muy buena / ";57;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;13:00;0;0;Muy buena / Oso ona;0;60;"Muy buena / ";57;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;12:00;0;1;Muy buena / Oso ona;1;57;"Muy buena / ";57;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;11:00;1;2;Muy buena / Oso ona;4;58;"Muy buena / ";58;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;10:00;0;1;Muy buena / Oso ona;1;51;"Muy buena / ";59;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;09:00;0;1;Muy buena / Oso ona;1;56;"Muy buena / ";61;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;08:00;0;0;Muy buena / Oso ona;0;50;"Muy buena / ";62;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;07:00;0;2;Muy buena / Oso ona;2;64;"Buena / ";64;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;06:00;0;0;Muy buena / Oso ona;0;59;"Muy buena / ";63;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;05:00;0;1;Muy buena / Oso ona;1;59;"Muy buena / ";62;40;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
05/08/2017;04:00;0;3;Muy buena / Oso ona;3;65;"Buena / ";61;24;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;03:00;0;5;Muy buena / Oso ona;5;64;"Buena / ";60;23;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona
05/08/2017;02:00;0;6;Muy buena / Oso ona;6;68;"Buena / ";59;31;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
05/08/2017;01:00;0;6;Muy buena / Oso ona;6;70;"Buena / ";57;27;Muy buena / Oso ona;1;Muy buena / Oso ona;7;Muy buena / Oso ona
04/08/2017;24:00;0;7;Muy buena / Oso ona;7;;"Sin datos / ";55;23;Muy buena / Oso ona;3;Muy buena / Oso ona;8;Muy buena / Oso ona
04/08/2017;23:00;0;9;Muy buena / Oso ona;9;59;"Muy buena / ";57;22;Muy buena / Oso ona;0;Muy buena / Oso ona;10;Muy buena / Oso ona
04/08/2017;22:00;0;10;Muy buena / Oso ona;10;52;"Muy buena / ";60;18;Muy buena / Oso ona;0;Muy buena / Oso ona;10;Muy buena / Oso ona
04/08/2017;21:00;0;9;Muy buena / Oso ona;9;49;"Muy buena / ";64;14;Muy buena / Oso ona;4;Muy buena / Oso ona;11;Muy buena / Oso ona
04/08/2017;20:00;0;10;Muy buena / Oso ona;10;57;"Muy buena / ";66;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;13;Muy buena / Oso ona
04/08/2017;19:00;0;11;Muy buena / Oso ona;11;55;"Muy buena / ";68;8;Muy buena / Oso ona;3;Muy buena / Oso ona;15;Muy buena / Oso ona
04/08/2017;18:00;0;9;Muy buena / Oso ona;9;54;"Muy buena / ";69;8;Muy buena / Oso ona;1;Muy buena / Oso ona;15;Muy buena / Oso ona
04/08/2017;17:00;0;10;Muy buena / Oso ona;10;60;"Muy buena / ";68;3;Muy buena / Oso ona;1;Muy buena / Oso ona;15;Muy buena / Oso ona
04/08/2017;16:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";64;8;Muy buena / Oso ona;2;Muy buena / Oso ona;9;Muy buena / Oso ona
04/08/2017;15:00;0;6;Muy buena / Oso ona;6;70;"Buena / ";58;26;Muy buena / Oso ona;3;Muy buena / Oso ona;11;Muy buena / Oso ona
04/08/2017;14:00;0;10;Muy buena / Oso ona;10;85;"Buena / ";49;27;Muy buena / Oso ona;4;Muy buena / Oso ona;8;Muy buena / Oso ona
04/08/2017;13:00;0;2;Muy buena / Oso ona;2;81;"Buena / ";41;9;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;12:00;0;2;Muy buena / Oso ona;2;71;"Buena / ";34;9;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
04/08/2017;11:00;0;3;Muy buena / Oso ona;3;68;"Buena / ";29;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
04/08/2017;10:00;1;8;Muy buena / Oso ona;9;59;"Muy buena / ";25;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
04/08/2017;09:00;3;12;Muy buena / Oso ona;16;46;"Muy buena / ";22;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
04/08/2017;08:00;6;14;Muy buena / Oso ona;23;26;"Muy buena / ";23;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;07:00;6;15;Muy buena / Oso ona;24;13;"Muy buena / ";24;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;06:00;2;12;Muy buena / Oso ona;15;10;"Muy buena / ";27;14;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;05:00;0;7;Muy buena / Oso ona;7;17;"Muy buena / ";32;14;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
04/08/2017;04:00;0;6;Muy buena / Oso ona;6;22;"Muy buena / ";39;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;03:00;0;6;Muy buena / Oso ona;6;28;"Muy buena / ";48;15;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;02:00;0;8;Muy buena / Oso ona;8;29;"Muy buena / ";56;17;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona
04/08/2017;01:00;0;10;Muy buena / Oso ona;10;35;"Muy buena / ";65;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;24:00;0;10;Muy buena / Oso ona;10;;"Sin datos / ";72;16;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;23:00;0;10;Muy buena / Oso ona;10;37;"Muy buena / ";72;21;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;22:00;0;10;Muy buena / Oso ona;10;47;"Muy buena / ";71;23;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;21:00;0;8;Muy buena / Oso ona;8;62;"Buena / ";73;21;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;20:00;0;6;Muy buena / Oso ona;6;79;"Buena / ";75;24;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona
03/08/2017;19:00;0;7;Muy buena / Oso ona;8;80;"Buena / ";76;32;Muy buena / Oso ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona
03/08/2017;18:00;1;8;Muy buena / Oso ona;9;84;"Buena / ";77;26;Muy buena / Oso ona;8;Muy buena / Oso ona;14;Muy buena / Oso ona
03/08/2017;17:00;1;5;Muy buena / Oso ona;6;81;"Buena / ";73;12;Muy buena / Oso ona;5;Muy buena / Oso ona;11;Muy buena / Oso ona
03/08/2017;16:00;0;4;Muy buena / Oso ona;5;70;"Buena / ";67;10;Muy buena / Oso ona;2;Muy buena / Oso ona;10;Muy buena / Oso ona
03/08/2017;15:00;0;4;Muy buena / Oso ona;5;62;"Buena / ";62;15;Muy buena / Oso ona;0;Muy buena / Oso ona;15;Muy buena / Oso ona
03/08/2017;14:00;0;3;Muy buena / Oso ona;3;65;"Buena / ";58;25;Muy buena / Oso ona;2;Muy buena / Oso ona;11;Muy buena / Oso ona
03/08/2017;13:00;0;5;Muy buena / Oso ona;5;79;"Buena / ";54;20;Muy buena / Oso ona;5;Muy buena / Oso ona;10;Muy buena / Oso ona
03/08/2017;12:00;1;10;Muy buena / Oso ona;11;90;"Buena / ";47;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;10;Muy buena / Oso ona
03/08/2017;11:00;0;5;Muy buena / Oso ona;5;85;"Buena / ";39;;Sin datos / Daturik gabe;10;Muy buena / Oso ona;6;Muy buena / Oso ona
03/08/2017;10:00;2;8;Muy buena / Oso ona;11;54;"Muy buena / ";31;;Sin datos / Daturik gabe;10;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;09:00;3;10;Muy buena / Oso ona;14;34;"Muy buena / ";26;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
03/08/2017;08:00;1;9;Muy buena / Oso ona;11;30;"Muy buena / ";23;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
03/08/2017;07:00;1;8;Muy buena / Oso ona;10;29;"Muy buena / ";22;12;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;06:00;0;7;Muy buena / Oso ona;8;30;"Muy buena / ";21;23;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
03/08/2017;05:00;1;6;Muy buena / Oso ona;8;27;"Muy buena / ";25;19;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;04:00;1;6;Muy buena / Oso ona;7;24;"Muy buena / ";31;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
03/08/2017;03:00;1;6;Muy buena / Oso ona;7;17;"Muy buena / ";39;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
03/08/2017;02:00;1;7;Muy buena / Oso ona;9;14;"Muy buena / ";49;20;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona
03/08/2017;01:00;1;6;Muy buena / Oso ona;8;15;"Muy buena / ";60;24;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona
02/08/2017;24:00;0;8;Muy buena / Oso ona;8;;"Sin datos / ";70;28;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;23:00;0;8;Muy buena / Oso ona;8;40;"Muy buena / ";72;25;Muy buena / Oso ona;16;Muy buena / Oso ona;6;Muy buena / Oso ona
02/08/2017;22:00;0;9;Muy buena / Oso ona;9;55;"Muy buena / ";74;27;Muy buena / Oso ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona
02/08/2017;21:00;0;9;Muy buena / Oso ona;9;62;"Buena / ";76;27;Muy buena / Oso ona;14;Muy buena / Oso ona;8;Muy buena / Oso ona
02/08/2017;20:00;0;8;Muy buena / Oso ona;9;69;"Buena / ";79;29;Muy buena / Oso ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona
02/08/2017;19:00;0;7;Muy buena / Oso ona;7;76;"Buena / ";80;27;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona
02/08/2017;18:00;0;6;Muy buena / Oso ona;6;80;"Buena / ";79;19;Muy buena / Oso ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona
02/08/2017;17:00;1;6;Muy buena / Oso ona;7;79;"Buena / ";76;19;Muy buena / Oso ona;6;Muy buena / Oso ona;9;Muy buena / Oso ona
02/08/2017;16:00;0;7;Muy buena / Oso ona;7;83;"Buena / ";71;25;Muy buena / Oso ona;4;Muy buena / Oso ona;9;Muy buena / Oso ona
02/08/2017;15:00;0;7;Muy buena / Oso ona;7;84;"Buena / ";63;41;Buena / Ona;8;Muy buena / Oso ona;16;Muy buena / Oso ona
02/08/2017;14:00;1;16;Muy buena / Oso ona;18;77;"Buena / ";53;30;Muy buena / Oso ona;2;Muy buena / Oso ona;29;Muy buena / Oso ona
02/08/2017;13:00;0;8;Muy buena / Oso ona;8;83;"Buena / ";44;12;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona
02/08/2017;12:00;0;6;Muy buena / Oso ona;6;76;"Buena / ";34;8;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;11:00;0;6;Muy buena / Oso ona;6;66;"Buena / ";26;3;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona
02/08/2017;10:00;1;5;Muy buena / Oso ona;6;59;"Muy buena / ";19;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;6;Muy buena / Oso ona
02/08/2017;09:00;3;9;Muy buena / Oso ona;13;41;"Muy buena / ";13;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;08:00;9;14;Muy buena / Oso ona;27;16;"Muy buena / ";11;6;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;07:00;6;14;Muy buena / Oso ona;24;8;"Muy buena / ";10;11;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
02/08/2017;06:00;4;13;Muy buena / Oso ona;20;5;"Muy buena / ";11;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;05:00;2;11;Muy buena / Oso ona;14;4;"Muy buena / ";17;;Sin datos / Daturik gabe;10;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;04:00;2;9;Muy buena / Oso ona;12;6;"Muy buena / ";23;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
02/08/2017;03:00;1;8;Muy buena / Oso ona;10;10;"Muy buena / ";30;15;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;02:00;1;8;Muy buena / Oso ona;10;16;"Muy buena / ";36;14;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
02/08/2017;01:00;1;8;Muy buena / Oso ona;10;24;"Muy buena / ";41;13;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
01/08/2017;24:00;0;9;Muy buena / Oso ona;9;;"Sin datos / ";46;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
01/08/2017;23:00;0;10;Muy buena / Oso ona;10;33;"Muy buena / ";49;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona
01/08/2017;22:00;0;10;Muy buena / Oso ona;10;42;"Muy buena / ";50;13;Muy buena / Oso ona;4;Muy buena / Oso ona;7;Muy buena / Oso ona
01/08/2017;21:00;0;11;Muy buena / Oso ona;11;40;"Muy buena / ";52;17;Muy buena / Oso ona;5;Muy buena / Oso ona;8;Muy buena / Oso ona
01/08/2017;20:00;0;10;Muy buena / Oso ona;10;47;"Muy buena / ";54;14;Muy buena / Oso ona;6;Muy buena / Oso ona;13;Muy buena / Oso ona
01/08/2017;19:00;1;13;Muy buena / Oso ona;14;47;"Muy buena / ";54;17;Muy buena / Oso ona;6;Muy buena / Oso ona;15;Muy buena / Oso ona
01/08/2017;18:00;1;11;Muy buena / Oso ona;13;48;"Muy buena / ";54;21;Muy buena / Oso ona;2;Muy buena / Oso ona;14;Muy buena / Oso ona
01/08/2017;17:00;1;10;Muy buena / Oso ona;12;54;"Muy buena / ";53;23;Muy buena / Oso ona;0;Muy buena / Oso ona;16;Muy buena / Oso ona
01/08/2017;16:00;1;6;Muy buena / Oso ona;8;62;"Buena / ";51;19;Muy buena / Oso ona;6;Muy buena / Oso ona;11;Muy buena / Oso ona
01/08/2017;15:00;1;9;Muy buena / Oso ona;11;61;"Buena / ";46;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;12;Muy buena / Oso ona
01/08/2017;14:00;1;11;Muy buena / Oso ona;13;57;"Muy buena / ";40;17;Muy buena / Oso ona;7;Muy buena / Oso ona;9;Muy buena / Oso ona
01/08/2017;13:00;1;7;Muy buena / Oso ona;9;53;"Muy buena / ";34;8;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
01/08/2017;12:00;1;5;Muy buena / Oso ona;7;50;"Muy buena / ";29;10;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
01/08/2017;11:00;1;6;Muy buena / Oso ona;8;48;"Muy buena / ";25;12;Muy buena / Oso ona;2;Muy buena / Oso ona;8;Muy buena / Oso ona
01/08/2017;10:00;1;9;Muy buena / Oso ona;11;39;"Muy buena / ";20;8;Muy buena / Oso ona;3;Muy buena / Oso ona;10;Muy buena / Oso ona
01/08/2017;09:00;1;8;Muy buena / Oso ona;10;38;"Muy buena / ";17;5;Muy buena / Oso ona;3;Muy buena / Oso ona;7;Muy buena / Oso ona
01/08/2017;08:00;2;13;Muy buena / Oso ona;16;21;"Muy buena / ";14;7;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
01/08/2017;07:00;1;12;Muy buena / Oso ona;15;14;"Muy buena / ";13;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
01/08/2017;06:00;2;10;Muy buena / Oso ona;12;12;"Muy buena / ";13;8;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
01/08/2017;05:00;1;8;Muy buena / Oso ona;10;11;"Muy buena / ";17;8;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
01/08/2017;04:00;1;6;Muy buena / Oso ona;8;13;"Muy buena / ";23;7;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
01/08/2017;03:00;1;6;Muy buena / Oso ona;8;11;"Muy buena / ";28;7;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
01/08/2017;02:00;1;6;Muy buena / Oso ona;8;14;"Muy buena / ";35;7;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
01/08/2017;01:00;1;6;Muy buena / Oso ona;8;14;"Muy buena / ";41;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
31/07/2017;24:00;1;6;Muy buena / Oso ona;8;;"Sin datos / ";47;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
31/07/2017;23:00;1;7;Muy buena / Oso ona;8;32;"Muy buena / ";47;15;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
31/07/2017;22:00;0;8;Muy buena / Oso ona;8;39;"Muy buena / ";48;14;Muy buena / Oso ona;1;Muy buena / Oso ona;6;Muy buena / Oso ona
31/07/2017;21:00;0;6;Muy buena / Oso ona;6;45;"Muy buena / ";49;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona
31/07/2017;20:00;0;9;Muy buena / Oso ona;9;46;"Muy buena / ";49;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona
31/07/2017;19:00;0;9;Muy buena / Oso ona;9;50;"Muy buena / ";49;21;Muy buena / Oso ona;9;Muy buena / Oso ona;10;Muy buena / Oso ona
31/07/2017;18:00;0;6;Muy buena / Oso ona;6;52;"Muy buena / ";48;18;Muy buena / Oso ona;6;Muy buena / Oso ona;10;Muy buena / Oso ona
31/07/2017;17:00;1;8;Muy buena / Oso ona;10;50;"Muy buena / ";46;11;Muy buena / Oso ona;5;Muy buena / Oso ona;13;Muy buena / Oso ona
