Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;0,77;;"Sin datos / ";;0,44;12;17;Muy buena / Oso ona;35;1;"Muy buena / ";1;1,43;65;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;6;Muy buena / Oso ona;2,41
29/10/2017;06:00;0,69;;"Sin datos / ";;0,42;14;20;Muy buena / Oso ona;41;1;"Muy buena / ";2;1,22;73;Mejorable / Hobetzeko modukoa;19;Muy buena / Oso ona;6;Muy buena / Oso ona;2,43
29/10/2017;05:00;0,44;;"Sin datos / ";;0,31;14;22;Muy buena / Oso ona;44;1;"Muy buena / ";3;1,26;50;Buena / Ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;2,02
29/10/2017;04:00;0,56;;"Sin datos / ";;0,3;14;22;Muy buena / Oso ona;43;1;"Muy buena / ";3;1,01;40;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;1,65
29/10/2017;03:00;0,51;0,12;"Muy buena / ";;0,31;9;16;Muy buena / Oso ona;30;1;"Muy buena / ";5;1;28;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1,66
29/10/2017;02:00;0,5;;"Sin datos / ";;0,25;6;13;Muy buena / Oso ona;22;2;"Muy buena / ";10;1;22;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;1,85
29/10/2017;01:00;0,41;;"Sin datos / ";;0,23;10;17;Muy buena / Oso ona;34;1;"Muy buena / ";16;0,91;19;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;1,48
28/10/2017;24:00;0,4;;"Sin datos / ";0,18;0,17;6;20;Muy buena / Oso ona;30;3;"Muy buena / ";25;0,97;23;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,2
28/10/2017;23:00;0,41;0,12;"Muy buena / ";0,18;0,21;11;27;Muy buena / Oso ona;44;2;"Muy buena / ";33;0,9;18;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;1,06
28/10/2017;22:00;0,43;;"Sin datos / ";0,19;0,25;5;21;Muy buena / Oso ona;28;9;"Muy buena / ";42;0,87;14;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;0,98
28/10/2017;21:00;0,52;0,13;"Muy buena / ";0,19;0,22;2;14;Muy buena / Oso ona;16;;"Sin datos / ";50;0,94;17;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;1,07
28/10/2017;20:00;0,52;0,19;"Muy buena / ";0,19;0,2;1;24;Muy buena / Oso ona;26;19;"Muy buena / ";51;1,04;17;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,07
28/10/2017;19:00;0,48;0,24;"Muy buena / ";0,2;0,23;3;32;Muy buena / Oso ona;37;33;"Muy buena / ";55;1,08;18;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;1,03
28/10/2017;18:00;0,42;0,22;"Muy buena / ";0,21;0,23;3;30;Muy buena / Oso ona;34;42;"Muy buena / ";55;0,86;19;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;0,92
28/10/2017;17:00;0,41;0,16;"Muy buena / ";0,23;0,21;2;12;Muy buena / Oso ona;15;64;"Buena / ";53;0,88;21;Muy buena / Oso ona;17;Muy buena / Oso ona;5;Muy buena / Oso ona;0,83
28/10/2017;16:00;0,44;0,18;"Muy buena / ";0,26;0,28;3;9;Muy buena / Oso ona;13;62;"Buena / ";47;0,9;24;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;0,88
28/10/2017;15:00;0,5;0,18;"Muy buena / ";0,28;0,32;2;9;Muy buena / Oso ona;12;65;"Buena / ";40;1,09;14;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;0,96
28/10/2017;14:00;0,58;0,18;"Muy buena / ";0,29;0,4;3;9;Muy buena / Oso ona;13;65;"Buena / ";34;1,12;5;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;1,17
28/10/2017;13:00;;0,21;"Muy buena / ";0,29;;3;13;Muy buena / Oso ona;18;59;"Muy buena / ";28;;6;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/10/2017;12:00;0,75;0,24;"Muy buena / ";0,29;0,58;3;14;Muy buena / Oso ona;19;51;"Muy buena / ";26;1,86;23;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2,04
28/10/2017;11:00;0,64;0,36;"Muy buena / ";0,29;0,65;6;32;Muy buena / Oso ona;40;29;"Muy buena / ";24;2,04;31;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2,26
28/10/2017;10:00;0,73;0,37;"Muy buena / ";0,27;0,65;7;35;Muy buena / Oso ona;45;25;"Muy buena / ";25;2,1;28;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2,17
28/10/2017;09:00;0,61;0,41;"Muy buena / ";0,25;0,52;8;37;Muy buena / Oso ona;49;16;"Muy buena / ";25;1,66;24;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,81
28/10/2017;08:00;0,53;0,32;"Muy buena / ";0,23;0,49;11;41;Muy buena / Oso ona;57;10;"Muy buena / ";27;1,29;24;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;1,67
28/10/2017;07:00;0,55;0,24;"Muy buena / ";0,22;0,33;7;44;Muy buena / Oso ona;54;13;"Muy buena / ";30;1,27;23;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,52
28/10/2017;06:00;0,55;0,22;"Muy buena / ";0,22;0,38;3;24;Muy buena / Oso ona;28;23;"Muy buena / ";33;1,24;18;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;1,5
28/10/2017;05:00;0,61;0,2;"Muy buena / ";0,22;0,45;1;10;Muy buena / Oso ona;12;42;"Muy buena / ";35;1,27;17;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;1,64
28/10/2017;04:00;0,61;0,2;"Muy buena / ";0,22;0,47;1;8;Muy buena / Oso ona;10;37;"Muy buena / ";35;1,34;24;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;1,79
28/10/2017;03:00;0,72;0,21;"Muy buena / ";0,22;0,47;1;9;Muy buena / Oso ona;11;30;"Muy buena / ";35;1,43;25;Muy buena / Oso ona;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;1,88
28/10/2017;02:00;0,76;0,22;"Muy buena / ";0,22;0,48;1;12;Muy buena / Oso ona;14;31;"Muy buena / ";36;1,45;14;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;1,94
28/10/2017;01:00;0,56;0,26;"Muy buena / ";0,22;0,52;2;16;Muy buena / Oso ona;19;26;"Muy buena / ";37;1,41;5;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;1,88
27/10/2017;24:00;0,5;0,22;"Muy buena / ";0,22;0,41;2;13;Muy buena / Oso ona;15;37;"Muy buena / ";39;1,54;21;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;1,86
27/10/2017;23:00;0,53;0,23;"Muy buena / ";0,21;0,52;1;15;Muy buena / Oso ona;17;35;"Muy buena / ";40;1,51;27;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,76
27/10/2017;22:00;0,6;0,24;"Muy buena / ";0,21;0,47;2;19;Muy buena / Oso ona;22;41;"Muy buena / ";42;1,6;19;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;1,97
27/10/2017;21:00;0,54;0,22;"Muy buena / ";0,21;0,38;2;17;Muy buena / Oso ona;20;44;"Muy buena / ";42;1,52;32;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2,01
27/10/2017;20:00;0,58;0,18;"Muy buena / ";0,22;0,51;2;21;Muy buena / Oso ona;24;;"Sin datos / ";41;1,91;45;Buena / Ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;2,17
27/10/2017;19:00;0,48;0,21;"Muy buena / ";0,26;0,52;3;26;Muy buena / Oso ona;30;39;"Muy buena / ";37;1,82;39;Muy buena / Oso ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona;1,71
27/10/2017;18:00;0,64;0,22;"Muy buena / ";0,29;0,62;3;27;Muy buena / Oso ona;32;40;"Muy buena / ";33;2,01;30;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;1,84
27/10/2017;17:00;0,75;0,23;"Muy buena / ";0,31;0,66;4;31;Muy buena / Oso ona;36;39;"Muy buena / ";28;2,09;20;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona;2,21
27/10/2017;16:00;0,75;0,19;"Muy buena / ";0,34;0,62;4;25;Muy buena / Oso ona;31;44;"Muy buena / ";24;2,42;33;Muy buena / Oso ona;1;Muy buena / Oso ona;6;Muy buena / Oso ona;2,67
27/10/2017;15:00;1,21;0,23;"Muy buena / ";0,36;0,7;4;22;Muy buena / Oso ona;29;48;"Muy buena / ";18;2,87;39;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;3,56
27/10/2017;14:00;1,57;0,25;"Muy buena / ";0,37;1,05;5;25;Muy buena / Oso ona;33;43;"Muy buena / ";12;3,46;53;Buena / Ona;20;Muy buena / Oso ona;7;Muy buena / Oso ona;4,41
27/10/2017;13:00;;0,27;"Muy buena / ";0,37;;8;34;Muy buena / Oso ona;47;33;"Muy buena / ";7;;74;Mejorable / Hobetzeko modukoa;37;Buena / Ona;7;Muy buena / Oso ona;
27/10/2017;12:00;2,3;0,51;"Muy buena / ";0,36;1,37;49;61;Muy buena / Oso ona;135;9;"Muy buena / ";3;4,63;65;Mejorable / Hobetzeko modukoa;36;Buena / Ona;8;Muy buena / Oso ona;6,83
27/10/2017;11:00;2,25;0,42;"Muy buena / ";0,33;1,26;61;54;Muy buena / Oso ona;148;7;"Muy buena / ";2;4,52;93;Mejorable / Hobetzeko modukoa;45;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;7,24
27/10/2017;10:00;1,6;0,42;"Muy buena / ";0,3;1,15;117;55;Muy buena / Oso ona;235;3;"Muy buena / ";1;4,13;110;Mejorable / Hobetzeko modukoa;41;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;7,25
27/10/2017;09:00;1,45;0,41;"Muy buena / ";0,27;0,62;162;52;Muy buena / Oso ona;301;2;"Muy buena / ";1;2,94;83;Mejorable / Hobetzeko modukoa;26;Buena / Ona;7;Muy buena / Oso ona;4,88
27/10/2017;08:00;0,99;0,4;"Muy buena / ";0,25;0,5;113;35;Muy buena / Oso ona;208;1;"Muy buena / ";1;1,95;59;Buena / Ona;17;Muy buena / Oso ona;6;Muy buena / Oso ona;2,8
27/10/2017;07:00;0,9;0,27;"Muy buena / ";0,23;0,56;71;25;Muy buena / Oso ona;133;1;"Muy buena / ";1;1,82;37;Muy buena / Oso ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;2,47
27/10/2017;06:00;0,65;0,24;"Muy buena / ";0,22;0,52;29;15;Muy buena / Oso ona;59;1;"Muy buena / ";2;1,79;32;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;2,65
27/10/2017;05:00;0,68;0,22;"Muy buena / ";0,22;0,51;24;16;Muy buena / Oso ona;52;1;"Muy buena / ";2;1,88;34;Muy buena / Oso ona;20;Muy buena / Oso ona;5;Muy buena / Oso ona;3,02
27/10/2017;04:00;0,6;0,23;"Muy buena / ";0,23;0,5;15;15;Muy buena / Oso ona;37;1;"Muy buena / ";2;2,08;39;Muy buena / Oso ona;21;Muy buena / Oso ona;5;Muy buena / Oso ona;3,56
27/10/2017;03:00;0,58;0,21;"Muy buena / ";0,25;0,67;11;16;Muy buena / Oso ona;33;1;"Muy buena / ";3;2,3;40;Muy buena / Oso ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;4,53
27/10/2017;02:00;0,58;0,21;"Muy buena / ";0,27;0,62;21;19;Muy buena / Oso ona;51;1;"Muy buena / ";3;2,21;34;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;4,52
27/10/2017;01:00;0,52;0,24;"Muy buena / ";0,3;0,48;29;23;Muy buena / Oso ona;67;1;"Muy buena / ";8;1,56;26;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;1,8
26/10/2017;24:00;0,49;0,22;"Muy buena / ";0,3;0,38;14;20;Muy buena / Oso ona;41;2;"Muy buena / ";16;1,33;23;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;1,62
26/10/2017;23:00;0,54;0,22;"Muy buena / ";0,3;0,47;4;20;Muy buena / Oso ona;26;4;"Muy buena / ";28;1,56;21;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;1,92
26/10/2017;22:00;0,47;0,23;"Muy buena / ";0,31;0,54;2;22;Muy buena / Oso ona;25;7;"Muy buena / ";40;1,82;23;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;2,28
26/10/2017;21:00;0,58;0,3;"Muy buena / ";0,31;0,57;7;36;Muy buena / Oso ona;47;2;"Muy buena / ";51;1,92;26;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;2,52
26/10/2017;20:00;0,59;0,38;"Muy buena / ";0,32;0,5;19;44;Muy buena / Oso ona;74;5;"Muy buena / ";60;1,84;30;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;1,9
26/10/2017;19:00;0,51;0,39;"Muy buena / ";0,33;0,55;6;44;Muy buena / Oso ona;54;;"Sin datos / ";64;1,85;40;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;1,55
26/10/2017;18:00;0,42;0,42;"Muy buena / ";0,35;0,45;3;32;Muy buena / Oso ona;36;33;"Muy buena / ";58;1,77;54;Buena / Ona;21;Muy buena / Oso ona;5;Muy buena / Oso ona;1,3
26/10/2017;17:00;0,38;0,24;"Muy buena / ";0,36;0,46;4;25;Muy buena / Oso ona;31;61;"Buena / ";55;1,46;38;Muy buena / Oso ona;19;Muy buena / Oso ona;6;Muy buena / Oso ona;1,21
26/10/2017;16:00;0,43;0,23;"Muy buena / ";0,4;0,66;3;15;Muy buena / Oso ona;20;84;"Buena / ";47;1,91;34;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;1,64
26/10/2017;15:00;0,31;0,25;"Muy buena / ";0,43;0,88;3;12;Muy buena / Oso ona;17;88;"Buena / ";37;2,68;43;Buena / Ona;20;Muy buena / Oso ona;7;Muy buena / Oso ona;2,37
26/10/2017;14:00;0,38;0,28;"Muy buena / ";0,43;1,11;4;14;Muy buena / Oso ona;20;84;"Buena / ";26;3,37;47;Buena / Ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;3
26/10/2017;13:00;;0,35;"Muy buena / ";0,42;;6;22;Muy buena / Oso ona;31;63;"Buena / ";16;;33;Muy buena / Oso ona;7;Muy buena / Oso ona;7;Muy buena / Oso ona;
26/10/2017;12:00;0,51;0,45;"Muy buena / ";0,39;2,42;10;29;Muy buena / Oso ona;45;37;"Muy buena / ";8;6,37;36;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;5,66
26/10/2017;11:00;0,6;0,59;"Muy buena / ";0,38;2,84;39;54;Muy buena / Oso ona;113;15;"Muy buena / ";4;2,65;55;Buena / Ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;5,86
26/10/2017;10:00;0,39;0,52;"Muy buena / ";0,32;1,79;102;70;Muy buena / Oso ona;227;5;"Muy buena / ";2;4,91;45;Buena / Ona;20;Muy buena / Oso ona;6;Muy buena / Oso ona;5,13
26/10/2017;09:00;0,46;0,52;"Muy buena / ";0,27;1,04;139;65;Muy buena / Oso ona;278;3;"Muy buena / ";1;3,74;52;Buena / Ona;21;Muy buena / Oso ona;7;Muy buena / Oso ona;4,57
26/10/2017;08:00;1,01;0,45;"Muy buena / ";0,23;0,78;179;56;Muy buena / Oso ona;331;2;"Muy buena / ";1;2,9;42;Buena / Ona;18;Muy buena / Oso ona;7;Muy buena / Oso ona;3,58
26/10/2017;07:00;0,9;0,29;"Muy buena / ";0,2;0,72;108;43;Muy buena / Oso ona;208;1;"Muy buena / ";1;2,55;34;Muy buena / Oso ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;3,19
26/10/2017;06:00;0,86;0,19;"Muy buena / ";0,19;0,65;74;37;Muy buena / Oso ona;150;1;"Muy buena / ";1;2,24;26;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;2,71
26/10/2017;05:00;0,93;0,14;"Muy buena / ";0,21;0,71;30;30;Muy buena / Oso ona;77;1;"Muy buena / ";1;2,27;27;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;2,77
26/10/2017;04:00;0,87;;"Sin datos / ";0,23;0,71;10;24;Muy buena / Oso ona;40;1;"Muy buena / ";1;2,34;31;Muy buena / Oso ona;17;Muy buena / Oso ona;5;Muy buena / Oso ona;2,96
26/10/2017;03:00;1,09;0,14;"Muy buena / ";0,28;0,71;12;20;Muy buena / Oso ona;38;1;"Muy buena / ";1;2,39;39;Muy buena / Oso ona;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;2,9
26/10/2017;02:00;0,92;0,2;"Muy buena / ";0,35;0,75;10;23;Muy buena / Oso ona;38;1;"Muy buena / ";2;2,33;29;Muy buena / Oso ona;17;Muy buena / Oso ona;5;Muy buena / Oso ona;2,91
26/10/2017;01:00;0,78;0,22;"Muy buena / ";0,43;0,75;6;24;Muy buena / Oso ona;33;2;"Muy buena / ";2;2,43;32;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;3,1
25/10/2017;24:00;0,8;0,22;"Muy buena / ";0,5;0,49;11;26;Muy buena / Oso ona;43;1;"Muy buena / ";4;2,54;29;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3,38
25/10/2017;23:00;0,82;0,25;"Muy buena / ";0,55;0,85;14;29;Muy buena / Oso ona;50;1;"Muy buena / ";9;2,71;28;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3,95
25/10/2017;22:00;0,78;0,29;"Muy buena / ";0,57;0,79;35;34;Muy buena / Oso ona;87;1;"Muy buena / ";20;2,61;25;Muy buena / Oso ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;3,41
25/10/2017;21:00;0,84;0,28;"Muy buena / ";0,58;0,85;22;36;Muy buena / Oso ona;70;2;"Muy buena / ";30;2,74;24;Muy buena / Oso ona;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3,48
25/10/2017;20:00;0,9;0,67;"Muy buena / ";0,62;0,97;15;40;Muy buena / Oso ona;64;1;"Muy buena / ";35;3,02;24;Muy buena / Oso ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona;3,89
25/10/2017;19:00;0,98;0,64;"Muy buena / ";0,62;1,01;4;41;Muy buena / Oso ona;47;6;"Muy buena / ";;3,35;78;Mejorable / Hobetzeko modukoa;22;Muy buena / Oso ona;6;Muy buena / Oso ona;4,51
25/10/2017;18:00;0,86;0,92;"Muy buena / ";;0,91;43;80;Muy buena / Oso ona;146;;"Sin datos / ";;3,01;116;Mejorable / Hobetzeko modukoa;48;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;3,73
25/10/2017;17:00;0,81;0,71;"Muy buena / ";;0,85;26;68;Muy buena / Oso ona;107;18;"Muy buena / ";;2,87;78;Mejorable / Hobetzeko modukoa;29;Buena / Ona;7;Muy buena / Oso ona;3,34
25/10/2017;16:00;0,78;0,64;"Muy buena / ";;0,87;17;61;Muy buena / Oso ona;87;32;"Muy buena / ";;2,79;40;Muy buena / Oso ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;2,68
25/10/2017;15:00;0,99;0,39;"Muy buena / ";;1,07;5;24;Muy buena / Oso ona;31;78;"Buena / ";;3,55;40;Muy buena / Oso ona;20;Muy buena / Oso ona;8;Muy buena / Oso ona;3,22
25/10/2017;14:00;1,24;0,41;"Muy buena / ";;1,27;5;25;Muy buena / Oso ona;34;76;"Buena / ";;4,45;30;Muy buena / Oso ona;6;Muy buena / Oso ona;9;Muy buena / Oso ona;4,16
25/10/2017;13:00;;;"Sin datos / ";;;6;21;Muy buena / Oso ona;30;;"Sin datos / ";;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
25/10/2017;12:00;;;"Sin datos / ";;;;;Sin datos / Daturik gabe;;;"Sin datos / ";;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
25/10/2017;11:00;;;"Sin datos / ";0,38;;;;Sin datos / Daturik gabe;;;"Sin datos / ";1;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
25/10/2017;10:00;7,23;;"Sin datos / ";0,36;;;;Sin datos / Daturik gabe;;;"Sin datos / ";1;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
25/10/2017;09:00;2,1;0,49;"Muy buena / ";0,35;1,5;154;56;Muy buena / Oso ona;292;2;"Muy buena / ";1;5,16;56;Buena / Ona;21;Muy buena / Oso ona;7;Muy buena / Oso ona;10,46
25/10/2017;08:00;1,43;0,5;"Muy buena / ";0,32;0,78;136;42;Muy buena / Oso ona;251;2;"Muy buena / ";1;2,83;43;Buena / Ona;17;Muy buena / Oso ona;6;Muy buena / Oso ona;4,95
25/10/2017;07:00;1,36;0,38;"Muy buena / ";0,29;0,89;107;32;Muy buena / Oso ona;195;1;"Muy buena / ";1;3,31;39;Muy buena / Oso ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;6,65
25/10/2017;06:00;0,96;0,36;"Muy buena / ";0,28;0,62;91;28;Muy buena / Oso ona;168;1;"Muy buena / ";1;2,38;28;Muy buena / Oso ona;14;Muy buena / Oso ona;6;Muy buena / Oso ona;4,08
25/10/2017;05:00;0,81;0,28;"Muy buena / ";0,27;0,56;22;17;Muy buena / Oso ona;51;1;"Muy buena / ";1;2,12;27;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;2,96
25/10/2017;04:00;0,85;0,26;"Muy buena / ";0,28;0,65;10;17;Muy buena / Oso ona;32;1;"Muy buena / ";1;2,45;35;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3,86
25/10/2017;03:00;0,8;0,28;"Muy buena / ";0,29;0,47;20;19;Muy buena / Oso ona;49;1;"Muy buena / ";2;2,26;28;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4,12
25/10/2017;02:00;0,57;0,25;"Muy buena / ";0,31;0,44;10;17;Muy buena / Oso ona;33;2;"Muy buena / ";2;1,59;25;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;1,95
25/10/2017;01:00;0,68;0,24;"Muy buena / ";0,32;0,44;4;19;Muy buena / Oso ona;26;2;"Muy buena / ";2;1,74;26;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2,2
24/10/2017;24:00;0,7;0,27;"Muy buena / ";0,32;0,48;7;24;Muy buena / Oso ona;35;2;"Muy buena / ";2;1,83;24;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;1,98
24/10/2017;23:00;0,74;0,29;"Muy buena / ";0,31;0,5;11;28;Muy buena / Oso ona;45;1;"Muy buena / ";9;2,05;22;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2,02
24/10/2017;22:00;0,73;0,32;"Muy buena / ";0,3;0,62;11;34;Muy buena / Oso ona;51;1;"Muy buena / ";17;2,39;19;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;2,72
24/10/2017;21:00;0,88;0,36;"Muy buena / ";0,29;0,86;17;41;Muy buena / Oso ona;67;1;"Muy buena / ";26;3,12;19;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;4,61
24/10/2017;20:00;0,7;0,34;"Muy buena / ";0,29;0,98;14;43;Muy buena / Oso ona;65;2;"Muy buena / ";33;3,82;32;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;6
24/10/2017;19:00;0,61;0,42;"Muy buena / ";0,31;0,92;32;60;Muy buena / Oso ona;110;1;"Muy buena / ";36;2,99;62;Mejorable / Hobetzeko modukoa;24;Muy buena / Oso ona;6;Muy buena / Oso ona;4,54
24/10/2017;18:00;0,52;0,35;"Muy buena / ";0,32;0,81;13;77;Muy buena / Oso ona;97;6;"Muy buena / ";38;2,86;66;Mejorable / Hobetzeko modukoa;33;Buena / Ona;7;Muy buena / Oso ona;2,58
24/10/2017;17:00;0,41;0,26;"Muy buena / ";0,34;0,68;9;55;Muy buena / Oso ona;68;;"Sin datos / ";38;2,04;60;Buena / Ona;18;Muy buena / Oso ona;7;Muy buena / Oso ona;1,88
24/10/2017;16:00;0,48;0,18;"Muy buena / ";0,36;0,48;5;22;Muy buena / Oso ona;30;49;"Muy buena / ";34;1,61;50;Buena / Ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona;1,67
24/10/2017;15:00;0,54;0,2;"Muy buena / ";0,39;0,53;7;24;Muy buena / Oso ona;34;59;"Muy buena / ";28;1,88;51;Buena / Ona;20;Muy buena / Oso ona;7;Muy buena / Oso ona;1,79
24/10/2017;14:00;0,85;0,22;"Muy buena / ";0,4;0,75;8;35;Muy buena / Oso ona;48;61;"Buena / ";21;2,61;38;Muy buena / Oso ona;8;Muy buena / Oso ona;10;Muy buena / Oso ona;2,86
24/10/2017;13:00;1,55;0,35;"Muy buena / ";0,4;0,26;12;40;Muy buena / Oso ona;58;51;"Muy buena / ";13;3,08;49;Buena / Ona;13;Muy buena / Oso ona;12;Muy buena / Oso ona;3,83
24/10/2017;12:00;2,23;0,5;"Muy buena / ";0,38;0,41;28;60;Muy buena / Oso ona;103;28;"Muy buena / ";7;4,33;65;Mejorable / Hobetzeko modukoa;24;Muy buena / Oso ona;10;Muy buena / Oso ona;6,75
24/10/2017;11:00;1,65;0,51;"Muy buena / ";0,35;0,74;58;73;Muy buena / Oso ona;161;13;"Muy buena / ";5;4,29;78;Mejorable / Hobetzeko modukoa;40;Buena / Ona;10;Muy buena / Oso ona;9,51
