Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3)
26/08/2017;14:00;;0,18;"Muy buena / ";0,2;;4;12;Muy buena / Oso ona;19;65;"Buena / ";48;;47;Buena / Ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/08/2017;13:00;0,19;0,16;"Muy buena / ";0,2;0,13;4;10;Muy buena / Oso ona;17;62;"Buena / ";42;0,98;21;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;4,24
26/08/2017;12:00;0,25;0,14;"Muy buena / ";0,2;0,14;4;11;Muy buena / Oso ona;17;65;"Buena / ";37;0,69;2;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;2,96
26/08/2017;11:00;0,29;0,17;"Muy buena / ";0,21;0,16;5;10;Muy buena / Oso ona;18;48;"Muy buena / ";32;0,87;7;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;2,98
26/08/2017;10:00;0,44;0,21;"Muy buena / ";0,21;0,36;5;11;Muy buena / Oso ona;19;37;"Muy buena / ";31;1,69;21;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;3,77
26/08/2017;09:00;0,31;0,24;"Muy buena / ";0,21;0,21;5;12;Muy buena / Oso ona;19;34;"Muy buena / ";32;1,26;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;4;Muy buena / Oso ona;2,2
26/08/2017;08:00;0,23;0,25;"Muy buena / ";0,2;0,18;4;9;Muy buena / Oso ona;15;;"Sin datos / ";34;1,11;4;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;0,96
26/08/2017;07:00;25,45;0,22;"Muy buena / ";0,21;34,67;2;8;Muy buena / Oso ona;11;23;"Muy buena / ";36;35,22;7;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;30,35
26/08/2017;06:00;30,88;0,2;"Muy buena / ";0,21;41,9;2;6;Muy buena / Oso ona;9;22;"Muy buena / ";39;42,52;8;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;36,69
26/08/2017;05:00;0,24;0,19;"Muy buena / ";0,22;0,18;2;5;Muy buena / Oso ona;9;28;"Muy buena / ";43;0,9;10;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;0,52
26/08/2017;04:00;0,27;0,18;"Muy buena / ";0,23;0,18;2;4;Muy buena / Oso ona;8;33;"Muy buena / ";46;1,31;13;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0,55
26/08/2017;03:00;0,26;0,19;"Muy buena / ";0,23;0,18;2;4;Muy buena / Oso ona;7;40;"Muy buena / ";48;1,22;25;Muy buena / Oso ona;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,57
26/08/2017;02:00;0,23;0,21;"Muy buena / ";0,24;0,19;2;4;Muy buena / Oso ona;8;43;"Muy buena / ";49;1,44;36;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;0,4
26/08/2017;01:00;0,3;0,2;"Muy buena / ";0,23;0,2;2;4;Muy buena / Oso ona;7;48;"Muy buena / ";51;1,2;23;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;0,5
25/08/2017;24:00;0,24;0,28;"Muy buena / ";0,23;0,2;1;4;Muy buena / Oso ona;7;51;"Muy buena / ";52;0,72;15;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;0,57
25/08/2017;23:00;0,22;0,26;"Muy buena / ";0,22;0,2;2;8;Muy buena / Oso ona;11;45;"Muy buena / ";52;0,89;16;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;0,54
25/08/2017;22:00;0,21;0,25;"Muy buena / ";0,21;0,19;2;6;Muy buena / Oso ona;9;53;"Muy buena / ";54;0,73;16;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;0,54
25/08/2017;21:00;0,2;0,25;"Muy buena / ";0,2;0,19;2;10;Muy buena / Oso ona;12;51;"Muy buena / ";55;1,1;22;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;0,71
25/08/2017;20:00;0,24;0,24;"Muy buena / ";0,19;0,23;2;11;Muy buena / Oso ona;15;50;"Muy buena / ";56;1,72;22;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,61
25/08/2017;19:00;0,22;0,22;"Muy buena / ";0,18;0,2;2;11;Muy buena / Oso ona;15;53;"Muy buena / ";57;1,49;25;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;0,62
25/08/2017;18:00;0,18;0,17;"Muy buena / ";0,18;0,24;3;10;Muy buena / Oso ona;14;56;"Muy buena / ";57;1,18;24;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0,57
25/08/2017;17:00;0,17;0,21;"Muy buena / ";0,17;0,16;3;10;Muy buena / Oso ona;15;54;"Muy buena / ";56;0,73;16;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0,54
25/08/2017;16:00;0,16;0,2;"Muy buena / ";0,18;0,15;3;7;Muy buena / Oso ona;11;57;"Muy buena / ";53;0,9;14;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;0,49
25/08/2017;15:00;;0,17;"Muy buena / ";0,18;;4;6;Muy buena / Oso ona;11;59;"Muy buena / ";47;;34;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/08/2017;14:00;;0,15;"Muy buena / ";0,18;;4;5;Muy buena / Oso ona;11;61;"Buena / ";45;;27;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/08/2017;13:00;0,15;0,18;"Muy buena / ";0,19;0,14;4;7;Muy buena / Oso ona;13;58;"Muy buena / ";37;0,81;5;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;0,57
25/08/2017;12:00;0,16;;"Sin datos / ";0,19;0,19;3;6;Muy buena / Oso ona;12;60;"Muy buena / ";31;1;24;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;1,03
25/08/2017;11:00;0,16;;"Sin datos / ";0,19;0,25;3;7;Muy buena / Oso ona;12;51;"Muy buena / ";26;1,04;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;4;Muy buena / Oso ona;0,77
25/08/2017;10:00;0,23;0,13;"Muy buena / ";0,19;0,16;4;8;Muy buena / Oso ona;14;46;"Muy buena / ";23;0,99;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;5;Muy buena / Oso ona;0,93
25/08/2017;09:00;0,74;0,22;"Muy buena / ";0,19;0,51;10;19;Muy buena / Oso ona;35;33;"Muy buena / ";22;2,41;22;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;1,75
25/08/2017;08:00;0,31;0,25;"Muy buena / ";0,19;0,47;19;24;Muy buena / Oso ona;53;9;"Muy buena / ";23;1,88;15;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;1,79
25/08/2017;07:00;0,18;0,18;"Muy buena / ";0,23;0,18;19;24;Muy buena / Oso ona;54;;"Sin datos / ";27;0,87;15;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;1,11
25/08/2017;06:00;0,2;0,18;"Muy buena / ";0,28;0,18;9;22;Muy buena / Oso ona;35;5;"Muy buena / ";29;0,89;19;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;1,42
25/08/2017;05:00;0,2;0,17;"Muy buena / ";0,32;0,19;3;18;Muy buena / Oso ona;22;12;"Muy buena / ";34;0,74;25;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;1,11
25/08/2017;04:00;0,23;0,18;"Muy buena / ";0,37;0,18;2;10;Muy buena / Oso ona;13;24;"Muy buena / ";39;0,77;24;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona;0,77
25/08/2017;03:00;0,21;0,18;"Muy buena / ";0,4;0,19;2;7;Muy buena / Oso ona;10;33;"Muy buena / ";42;1,06;22;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,69
25/08/2017;02:00;0,28;0,2;"Muy buena / ";0,44;0,19;1;7;Muy buena / Oso ona;9;36;"Muy buena / ";44;0,75;19;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;0,81
25/08/2017;01:00;0,26;0,19;"Muy buena / ";0,47;0,19;1;7;Muy buena / Oso ona;9;39;"Muy buena / ";46;0,54;27;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;0,7
24/08/2017;24:00;0,25;0,58;"Muy buena / ";0,5;0,18;2;8;Muy buena / Oso ona;11;40;"Muy buena / ";49;0,47;29;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;0,76
24/08/2017;23:00;0,2;0,55;"Muy buena / ";0,47;0,17;3;7;Muy buena / Oso ona;11;45;"Muy buena / ";51;0,44;22;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0,55
24/08/2017;22:00;0,19;0,54;"Muy buena / ";0,44;0,17;2;8;Muy buena / Oso ona;11;46;"Muy buena / ";53;0,63;28;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;0,72
24/08/2017;21:00;0,18;0,52;"Muy buena / ";0,41;0,16;2;11;Muy buena / Oso ona;14;47;"Muy buena / ";54;0,66;24;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;0,71
24/08/2017;20:00;0,18;0,49;"Muy buena / ";0,38;0,16;2;10;Muy buena / Oso ona;13;49;"Muy buena / ";56;0,84;18;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0,81
24/08/2017;19:00;0,17;0,46;"Muy buena / ";0,36;0,15;3;11;Muy buena / Oso ona;15;51;"Muy buena / ";57;0,78;23;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0,86
24/08/2017;18:00;0,19;0,45;"Muy buena / ";0,34;0,49;3;12;Muy buena / Oso ona;16;51;"Muy buena / ";57;2,24;25;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;2,54
24/08/2017;17:00;0,25;0,41;"Muy buena / ";0,32;0,32;3;12;Muy buena / Oso ona;16;61;"Buena / ";57;1,6;23;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;2,4
24/08/2017;16:00;0,15;0,38;"Muy buena / ";0,3;1,02;3;10;Muy buena / Oso ona;15;57;"Muy buena / ";53;2,88;18;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;3,87
24/08/2017;15:00;;0,32;"Muy buena / ";0,28;;3;7;Muy buena / Oso ona;13;58;"Muy buena / ";48;;30;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;
24/08/2017;14:00;;0,29;"Muy buena / ";0,27;;4;7;Muy buena / Oso ona;13;59;"Muy buena / ";42;;40;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona;
24/08/2017;13:00;0,11;0,28;"Muy buena / ";0,27;0,12;4;8;Muy buena / Oso ona;15;58;"Muy buena / ";39;0,75;17;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;2,54
24/08/2017;12:00;0,11;0,3;"Muy buena / ";0,27;0,11;4;7;Muy buena / Oso ona;13;59;"Muy buena / ";35;0,77;16;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;2,55
24/08/2017;11:00;0,11;0,27;"Muy buena / ";0,27;;7;9;Muy buena / Oso ona;19;50;"Muy buena / ";31;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;
24/08/2017;10:00;;;"Sin datos / ";0,27;;;;Sin datos / Daturik gabe;;;"Sin datos / ";30;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
24/08/2017;09:00;0,24;0,25;"Muy buena / ";0,26;0,18;5;15;Muy buena / Oso ona;22;28;"Muy buena / ";31;0,73;13;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;1,27
24/08/2017;08:00;0,29;0,27;"Muy buena / ";0,26;0,18;3;16;Muy buena / Oso ona;22;24;"Muy buena / ";34;1,04;16;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;1,4
24/08/2017;07:00;0,31;0,27;"Muy buena / ";0,26;0,18;5;23;Muy buena / Oso ona;31;16;"Muy buena / ";37;0,89;11;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;1,02
24/08/2017;06:00;0,2;0,3;"Muy buena / ";0,27;0,18;3;17;Muy buena / Oso ona;22;;"Sin datos / ";43;0,71;13;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;0,83
24/08/2017;05:00;0,3;0,26;"Muy buena / ";0,26;0,18;2;7;Muy buena / Oso ona;10;31;"Muy buena / ";44;0,64;19;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;0,76
24/08/2017;04:00;0,21;0,28;"Muy buena / ";0,26;0,18;2;6;Muy buena / Oso ona;9;37;"Muy buena / ";47;0,58;24;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;0,74
24/08/2017;03:00;0,24;0,27;"Muy buena / ";0,26;0,19;2;5;Muy buena / Oso ona;8;43;"Muy buena / ";49;0,48;29;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,65
24/08/2017;02:00;0,36;0,21;"Muy buena / ";0,25;0,18;2;5;Muy buena / Oso ona;7;41;"Muy buena / ";50;0,61;61;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;4;Muy buena / Oso ona;0,53
24/08/2017;01:00;0,29;0,22;"Muy buena / ";0,25;0,18;1;4;Muy buena / Oso ona;7;43;"Muy buena / ";51;0,38;73;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,57
23/08/2017;24:00;0,24;0,31;"Muy buena / ";0,24;0,18;2;4;Muy buena / Oso ona;7;51;"Muy buena / ";52;0,62;47;Buena / Ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;0,48
23/08/2017;23:00;0,23;0,29;"Muy buena / ";0,22;0,19;2;5;Muy buena / Oso ona;8;55;"Muy buena / ";52;0,63;38;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;0,45
23/08/2017;22:00;0,22;0,28;"Muy buena / ";0,21;0,18;2;7;Muy buena / Oso ona;10;52;"Muy buena / ";53;0,97;39;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,5
23/08/2017;21:00;0,2;0,27;"Muy buena / ";0,19;0,18;2;8;Muy buena / Oso ona;11;52;"Muy buena / ";53;0,84;37;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;0,62
23/08/2017;20:00;0,2;0,24;"Muy buena / ";0,19;0,17;2;9;Muy buena / Oso ona;12;52;"Muy buena / ";53;0,65;39;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,53
23/08/2017;19:00;0,21;0,21;"Muy buena / ";0,17;0,16;3;10;Muy buena / Oso ona;15;51;"Muy buena / ";53;1;38;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,48
23/08/2017;18:00;0,16;0,18;"Muy buena / ";0,16;0,15;3;11;Muy buena / Oso ona;16;50;"Muy buena / ";54;0,55;34;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;0,45
23/08/2017;17:00;0,16;0,17;"Muy buena / ";0,15;0,15;4;8;Muy buena / Oso ona;14;52;"Muy buena / ";54;0,64;39;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,43
23/08/2017;16:00;0,15;0,16;"Muy buena / ";0,16;0,14;4;7;Muy buena / Oso ona;12;55;"Muy buena / ";52;0,62;25;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;0,41
23/08/2017;15:00;;0,16;"Muy buena / ";0,27;;3;6;Muy buena / Oso ona;11;57;"Muy buena / ";47;;26;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;
23/08/2017;14:00;;0,19;"Muy buena / ";0,31;;7;10;Muy buena / Oso ona;20;55;"Muy buena / ";42;;39;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;
23/08/2017;13:00;0,2;0,19;"Muy buena / ";0,31;0,14;7;9;Muy buena / Oso ona;19;54;"Muy buena / ";37;0,78;41;Buena / Ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,64
23/08/2017;12:00;0,23;0,13;"Muy buena / ";0,31;0,22;7;12;Muy buena / Oso ona;24;53;"Muy buena / ";34;1,01;28;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,73
23/08/2017;11:00;0,17;0,11;"Muy buena / ";0,31;0,16;3;7;Muy buena / Oso ona;12;54;"Muy buena / ";29;0,77;17;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;0,69
23/08/2017;10:00;0,27;0,12;"Muy buena / ";0,32;0,22;4;9;Muy buena / Oso ona;14;49;"Muy buena / ";25;1,66;29;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;1,08
23/08/2017;09:00;0,46;0,23;"Muy buena / ";0,33;0,7;5;15;Muy buena / Oso ona;23;36;"Muy buena / ";23;2,98;43;Buena / Ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;2,08
23/08/2017;08:00;1,63;1,08;"Muy buena / ";0,32;1,31;20;23;Muy buena / Oso ona;53;20;"Muy buena / ";26;5,45;34;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;5,58
23/08/2017;07:00;0,21;0,48;"Muy buena / ";0,24;0,23;7;17;Muy buena / Oso ona;27;18;"Muy buena / ";31;1,42;28;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;1,25
23/08/2017;06:00;0,2;0,15;"Muy buena / ";0,23;0,18;4;23;Muy buena / Oso ona;28;9;"Muy buena / ";38;0,89;36;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;1,08
23/08/2017;05:00;0,21;0,16;"Muy buena / ";0,27;0,18;2;18;Muy buena / Oso ona;23;;"Sin datos / ";46;0,81;28;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;1,07
23/08/2017;04:00;0,23;0,17;"Muy buena / ";0,3;0,19;2;14;Muy buena / Oso ona;18;15;"Muy buena / ";48;0,63;38;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;1,05
23/08/2017;03:00;0,25;0,17;"Muy buena / ";0,32;0,19;2;7;Muy buena / Oso ona;10;31;"Muy buena / ";55;0,48;39;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;0,78
23/08/2017;02:00;0,29;0,17;"Muy buena / ";0,34;0,19;2;12;Muy buena / Oso ona;15;35;"Muy buena / ";60;0,55;28;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;0,7
23/08/2017;01:00;0,27;0,18;"Muy buena / ";0,35;0,19;2;4;Muy buena / Oso ona;7;52;"Muy buena / ";64;0,35;34;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0,33
22/08/2017;24:00;0,21;0,44;"Muy buena / ";0,36;0,18;2;4;Muy buena / Oso ona;7;59;"Muy buena / ";68;0,22;37;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;0,44
22/08/2017;23:00;0,21;0,41;"Muy buena / ";0,34;0,17;2;4;Muy buena / Oso ona;7;63;"Buena / ";72;0,12;38;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,46
22/08/2017;22:00;0,22;0,43;"Muy buena / ";0,32;0,15;2;4;Muy buena / Oso ona;8;66;"Buena / ";76;0,74;38;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,61
22/08/2017;21:00;0,17;0,41;"Muy buena / ";0,3;0,15;2;7;Muy buena / Oso ona;11;66;"Buena / ";80;0,85;42;Buena / Ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,58
22/08/2017;20:00;0,16;0,37;"Muy buena / ";0,28;0,15;2;10;Muy buena / Oso ona;14;67;"Buena / ";85;0,33;41;Buena / Ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;0,6
22/08/2017;19:00;0,14;0,33;"Muy buena / ";0,26;0,13;3;12;Muy buena / Oso ona;17;69;"Buena / ";90;0,49;48;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;0,68
22/08/2017;18:00;0,13;0,28;"Muy buena / ";0,26;0,12;4;11;Muy buena / Oso ona;17;72;"Buena / ";94;0,52;65;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;4;Muy buena / Oso ona;0,65
22/08/2017;17:00;0,11;0,26;"Muy buena / ";;0,12;4;9;Muy buena / Oso ona;16;82;"Buena / ";94;0,13;68;Mejorable / Hobetzeko modukoa;26;Buena / Ona;4;Muy buena / Oso ona;0,68
22/08/2017;16:00;0,13;0,23;"Muy buena / ";;0,11;5;7;Muy buena / Oso ona;14;90;"Buena / ";86;0,08;70;Mejorable / Hobetzeko modukoa;27;Buena / Ona;4;Muy buena / Oso ona;0,53
22/08/2017;15:00;;0,23;"Muy buena / ";;;5;7;Muy buena / Oso ona;14;98;"Buena / ";76;;66;Mejorable / Hobetzeko modukoa;29;Buena / Ona;4;Muy buena / Oso ona;
22/08/2017;14:00;;0,26;"Muy buena / ";;;5;7;Muy buena / Oso ona;14;98;"Buena / ";65;;62;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;5;Muy buena / Oso ona;
22/08/2017;13:00;0,3;0,27;"Muy buena / ";;0,11;4;9;Muy buena / Oso ona;15;103;"Buena / ";53;0,53;42;Buena / Ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;0,77
22/08/2017;12:00;0,27;;"Sin datos / ";;0,12;4;10;Muy buena / Oso ona;16;105;"Buena / ";41;0,87;43;Buena / Ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;0,87
22/08/2017;11:00;0,47;;"Sin datos / ";;0,19;4;12;Muy buena / Oso ona;18;102;"Buena / ";32;1,27;60;Buena / Ona;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1,46
22/08/2017;10:00;0,52;;"Sin datos / ";0,27;0,4;7;25;Muy buena / Oso ona;35;70;"Buena / ";22;2,76;84;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;5;Muy buena / Oso ona;2,47
22/08/2017;09:00;0,58;;"Sin datos / ";0,26;0,88;34;56;Muy buena / Oso ona;108;22;"Muy buena / ";13;3,38;57;Buena / Ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;2,98
22/08/2017;08:00;0,49;0,35;"Muy buena / ";0,26;0,95;31;47;Muy buena / Oso ona;95;12;"Muy buena / ";12;3,67;36;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3,27
22/08/2017;07:00;0,53;0,31;"Muy buena / ";0,27;0,73;37;49;Muy buena / Oso ona;106;7;"Muy buena / ";13;2,8;37;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3,33
22/08/2017;06:00;0,38;0,3;"Muy buena / ";0,29;0,43;20;50;Muy buena / Oso ona;81;3;"Muy buena / ";16;1,94;29;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;2,39
22/08/2017;05:00;0,35;0,25;"Muy buena / ";0,3;0,4;8;44;Muy buena / Oso ona;57;8;"Muy buena / ";20;1,89;23;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;2,19
22/08/2017;04:00;0,27;0,2;"Muy buena / ";0,31;0,41;4;28;Muy buena / Oso ona;34;;"Sin datos / ";25;1,83;24;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona;2,09
22/08/2017;03:00;0,36;0,21;"Muy buena / ";0,33;0,54;2;17;Muy buena / Oso ona;20;31;"Muy buena / ";30;2,11;26;Muy buena / Oso ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;2,67
22/08/2017;02:00;0,36;0,23;"Muy buena / ";0,32;0,52;2;27;Muy buena / Oso ona;30;9;"Muy buena / ";40;1,82;17;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;2,13
22/08/2017;01:00;0,46;0,23;"Muy buena / ";0,31;0,5;2;26;Muy buena / Oso ona;29;11;"Muy buena / ";53;1,71;13;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;2,01
21/08/2017;24:00;0,32;0,43;"Muy buena / ";0,3;0,35;2;21;Muy buena / Oso ona;24;21;"Muy buena / ";65;1,23;19;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;1,51
21/08/2017;23:00;0,35;0,45;"Muy buena / ";0,27;0,3;2;23;Muy buena / Oso ona;26;26;"Muy buena / ";76;1,4;15;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;1,37
21/08/2017;22:00;0,29;0,42;"Muy buena / ";0,23;0,22;2;25;Muy buena / Oso ona;29;35;"Muy buena / ";86;1,27;14;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;1,48
21/08/2017;21:00;0,25;0,36;"Muy buena / ";0,2;0,34;3;35;Muy buena / Oso ona;39;39;"Muy buena / ";94;1,21;21;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;1,38
21/08/2017;20:00;0,3;0,3;"Muy buena / ";0,18;0,19;3;19;Muy buena / Oso ona;24;70;"Buena / ";100;1,1;42;Buena / Ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona;0,9
21/08/2017;19:00;0,22;0,2;"Muy buena / ";0,17;0,17;4;14;Muy buena / Oso ona;21;106;"Buena / ";100;1,25;39;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;0,92
21/08/2017;18:00;0,11;0,14;"Muy buena / ";0,16;0,11;5;15;Muy buena / Oso ona;23;113;"Buena / ";96;0,98;32;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;1,23
21/08/2017;17:00;0,1;0,12;"Muy buena / ";0,16;0,1;5;12;Muy buena / Oso ona;19;113;"Buena / ";88;0,75;24;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,06
21/08/2017;16:00;0,1;0,16;"Muy buena / ";0,18;0,11;5;11;Muy buena / Oso ona;19;109;"Buena / ";77;0,68;30;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;1,37
