Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
15/05/2017;15:00;1;13;Muy buena / Oso ona;15;93;"Buena / ";74;20;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;305;32;1009,4;0;510,1;28,6;3,13
15/05/2017;14:00;1;6;Muy buena / Oso ona;8;96;"Buena / ";65;3;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;138;27;1009,6;0;853;29,6;1,81
15/05/2017;13:00;1;7;Muy buena / Oso ona;9;92;"Buena / ";55;10;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;164;28;1010,1;0;873,7;28,6;2,59
15/05/2017;12:00;1;10;Muy buena / Oso ona;12;86;"Buena / ";45;11;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;148;30;1010,5;0;707,9;27,9;2,44
15/05/2017;11:00;2;11;Muy buena / Oso ona;14;78;"Buena / ";37;6;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;171;31;1011;0;844;27,6;1,46
15/05/2017;10:00;2;12;Muy buena / Oso ona;15;73;"Buena / ";30;4;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;157;33;1011,3;0;707,4;26,5;0,88
15/05/2017;09:00;6;27;Muy buena / Oso ona;36;54;"Muy buena / ";23;9;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;112;37;1011,5;0;634;25,5;0,66
15/05/2017;08:00;15;47;Muy buena / Oso ona;70;22;"Muy buena / ";20;17;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;134;52;1011,5;0;464,3;20,9;1,74
15/05/2017;07:00;11;39;Muy buena / Oso ona;56;17;"Muy buena / ";19;21;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;132;70;1011,4;0;274,5;16,9;1,88
15/05/2017;06:00;5;29;Muy buena / Oso ona;37;20;"Muy buena / ";22;2;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona;131;85;1011;0;76,1;14;2,59
15/05/2017;05:00;3;28;Muy buena / Oso ona;32;12;"Muy buena / ";25;18;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;131;94;1010,6;0;1,7;12,8;2,41
15/05/2017;04:00;2;20;Muy buena / Oso ona;23;17;"Muy buena / ";31;14;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;123;94;1010,6;0;0;13;1,32
15/05/2017;03:00;1;15;Muy buena / Oso ona;17;21;"Muy buena / ";36;15;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;126;93;1010,6;0;0;13,3;1,17
15/05/2017;02:00;1;14;Muy buena / Oso ona;16;24;"Muy buena / ";42;19;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;126;91;1010,6;0;0;13,7;1,14
15/05/2017;01:00;1;18;Muy buena / Oso ona;20;24;"Muy buena / ";49;13;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;122;88;1010,6;0;0;14,4;1,79
14/05/2017;24:00;1;9;Muy buena / Oso ona;10;37;"Muy buena / ";57;16;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;124;86;1010,6;0;0;14,9;1,42
14/05/2017;23:00;3;15;Muy buena / Oso ona;19;35;"Muy buena / ";59;13;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;131;81;1010,6;0;0;15,9;1,6
14/05/2017;22:00;1;11;Muy buena / Oso ona;13;42;"Muy buena / ";64;9;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;129;75;1010,6;0;0;17;1,52
14/05/2017;21:00;2;15;Muy buena / Oso ona;18;52;"Muy buena / ";69;10;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;152;64;1010,4;0;0;18,8;1,86
14/05/2017;20:00;4;20;Muy buena / Oso ona;26;57;"Muy buena / ";72;6;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;173;56;1009,7;0;5,1;20;1,63
14/05/2017;19:00;3;18;Muy buena / Oso ona;22;62;"Buena / ";73;4;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;182;47;1008,9;0;53,9;21,7;1,68
14/05/2017;18:00;1;9;Muy buena / Oso ona;11;74;"Buena / ";74;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;134;39;1008,2;0;236;24,6;1,71
14/05/2017;17:00;1;8;Muy buena / Oso ona;10;76;"Buena / ";73;14;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;136;38;1007,7;0;424,7;25,2;1,91
14/05/2017;16:00;1;9;Muy buena / Oso ona;11;74;"Buena / ";71;12;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;108;35;1007,6;0;557;26,1;1,02
14/05/2017;15:00;1;5;Muy buena / Oso ona;6;77;"Buena / ";67;4;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;183;32;1007,7;0;452,9;25,6;0,47
14/05/2017;14:00;0;4;Muy buena / Oso ona;4;77;"Buena / ";61;4;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;86;33;1007,9;0;594,6;25,3;1,43
14/05/2017;13:00;1;4;Muy buena / Oso ona;5;75;"Buena / ";54;8;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;247;35;1008,4;0;589,7;24;0,67
14/05/2017;12:00;1;5;Muy buena / Oso ona;7;72;"Buena / ";46;12;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;194;38;1008,7;0;670,1;23,6;1,05
14/05/2017;11:00;2;7;Muy buena / Oso ona;10;68;"Buena / ";40;4;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;299;41;1008,8;0;651,5;23,3;0,75
14/05/2017;10:00;2;6;Muy buena / Oso ona;10;63;"Buena / ";34;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;59;45;1008,5;0;689,1;21,8;1,45
14/05/2017;09:00;1;6;Muy buena / Oso ona;8;60;"Muy buena / ";31;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;96;48;1008,5;0;648,4;20,3;1,43
14/05/2017;08:00;3;12;Muy buena / Oso ona;16;41;"Muy buena / ";27;2;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;112;59;1008,1;0;472,1;18;1,19
14/05/2017;07:00;3;12;Muy buena / Oso ona;16;32;"Muy buena / ";25;2;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;134;77;1007,9;0;276,9;14;1,57
14/05/2017;06:00;3;15;Muy buena / Oso ona;19;17;"Muy buena / ";23;2;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;133;90;1007,2;0;67,2;11,8;1,07
14/05/2017;05:00;2;17;Muy buena / Oso ona;21;17;"Muy buena / ";25;2;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;161;88;1006,4;0;0,8;11,8;0,28
14/05/2017;04:00;2;13;Muy buena / Oso ona;16;19;"Muy buena / ";28;4;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;173;84;1005,8;0;0;12,6;0,28
14/05/2017;03:00;2;16;Muy buena / Oso ona;20;25;"Muy buena / ";33;3;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;136;75;1005,1;0;0;14,1;0,66
14/05/2017;02:00;1;10;Muy buena / Oso ona;12;34;"Muy buena / ";39;2;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;111;66;1004,6;0;0;15,6;0,44
14/05/2017;01:00;5;17;Muy buena / Oso ona;25;28;"Muy buena / ";44;6;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;147;71;1004,3;0;0;16,4;0,52
13/05/2017;24:00;4;19;Muy buena / Oso ona;25;19;"Muy buena / ";51;5;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;117;85;1004,1;0;0;15,2;1,01
13/05/2017;23:00;5;25;Muy buena / Oso ona;32;20;"Muy buena / ";53;4;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;145;83;1003,8;0;0;15,3;0,77
13/05/2017;22:00;3;18;Muy buena / Oso ona;23;30;"Muy buena / ";60;4;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;186;79;1003,3;0;0;15,6;0,39
13/05/2017;21:00;3;18;Muy buena / Oso ona;23;39;"Muy buena / ";65;6;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;155;72;1002,3;0;0;16,6;1,24
13/05/2017;20:00;1;16;Muy buena / Oso ona;18;55;"Muy buena / ";68;8;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;159;62;1001,5;0;3,2;17,8;2,1
13/05/2017;19:00;2;14;Muy buena / Oso ona;16;65;"Buena / ";71;8;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;140;50;1000,8;0;82,3;20,3;2,23
13/05/2017;18:00;1;10;Muy buena / Oso ona;13;71;"Buena / ";71;10;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;146;46;1000,4;0,1;255,4;21,5;1,99
13/05/2017;17:00;1;8;Muy buena / Oso ona;10;74;"Buena / ";69;9;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;141;45;1000,1;0;433,9;21,6;1,82
13/05/2017;16:00;1;9;Muy buena / Oso ona;12;71;"Buena / ";65;9;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;278;46;1000;0;422,2;21,6;0,87
13/05/2017;15:00;2;10;Muy buena / Oso ona;13;71;"Buena / ";63;7;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;22;40;1000;0;252,4;21,9;0,51
13/05/2017;14:00;2;8;Muy buena / Oso ona;11;71;"Buena / ";57;9;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;102;43;1000,1;0;474,8;21,4;1,66
13/05/2017;13:00;1;11;Muy buena / Oso ona;14;68;"Buena / ";50;3;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;98;44;1000,4;0;402,9;20,7;1,12
13/05/2017;12:00;2;9;Muy buena / Oso ona;11;73;"Buena / ";44;7;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;291;44;1000,3;0;357,7;20,6;0,46
13/05/2017;11:00;2;11;Muy buena / Oso ona;14;65;"Buena / ";38;8;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;307;54;1000,5;0;748,5;19,7;0,94
13/05/2017;10:00;5;17;Muy buena / Oso ona;25;56;"Muy buena / ";33;10;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;289;71;1000,4;0;664,2;17;1,87
13/05/2017;09:00;6;20;Muy buena / Oso ona;29;47;"Muy buena / ";31;5;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;297;77;1000,2;0;484,3;16,2;2,19
13/05/2017;08:00;4;14;Muy buena / Oso ona;20;52;"Muy buena / ";30;8;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;324;84;999,7;0;406,3;15,9;1,56
13/05/2017;07:00;6;23;Muy buena / Oso ona;32;27;"Muy buena / ";26;11;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;301;99;999,2;0;247,1;14,2;0,27
13/05/2017;06:00;6;28;Muy buena / Oso ona;36;13;"Muy buena / ";29;9;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;304;99;998,4;0;27;13,2;1,11
13/05/2017;05:00;3;21;Muy buena / Oso ona;26;15;"Muy buena / ";36;5;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;294;99;997,6;0;0,3;13;1,39
13/05/2017;04:00;1;9;Muy buena / Oso ona;10;26;"Muy buena / ";40;5;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;214;99;997,3;0;0;12,7;0,22
13/05/2017;03:00;1;10;Muy buena / Oso ona;11;29;"Muy buena / ";40;3;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;140;99;996,7;0;0;12,8;1,11
13/05/2017;02:00;0;9;Muy buena / Oso ona;9;35;"Muy buena / ";41;3;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;139;99;996,5;0;0;12,8;1,54
13/05/2017;01:00;1;8;Muy buena / Oso ona;9;39;"Muy buena / ";44;4;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;146;99;996,6;0;0;13,1;1,49
12/05/2017;24:00;2;13;Muy buena / Oso ona;16;40;"Muy buena / ";48;5;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;152;99;996,6;0;0;13,5;1,37
12/05/2017;23:00;2;14;Muy buena / Oso ona;17;45;"Muy buena / ";51;2;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;208;99;996,6;0;0;13,8;0,41
12/05/2017;22:00;1;11;Muy buena / Oso ona;13;60;"Muy buena / ";55;5;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;286;98;996;0,5;0;14,1;2,09
12/05/2017;21:00;3;23;Muy buena / Oso ona;27;47;"Muy buena / ";58;5;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;300;98;994,8;0,1;0;14,9;2,81
12/05/2017;20:00;6;31;Muy buena / Oso ona;40;25;"Muy buena / ";62;4;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;242;96;993,2;0,2;0;15,6;0,68
12/05/2017;19:00;6;35;Muy buena / Oso ona;45;35;"Muy buena / ";68;12;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;255;90;992,1;0,3;0,5;16,1;1,35
12/05/2017;18:00;7;28;Muy buena / Oso ona;38;54;"Muy buena / ";72;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;277;62;990,4;0,1;13,9;19;2,03
12/05/2017;17:00;5;15;Muy buena / Oso ona;22;67;"Buena / ";74;9;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;162;45;989,4;0;187,2;22,1;1,28
12/05/2017;16:00;1;6;Muy buena / Oso ona;8;78;"Buena / ";74;6;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;182;43;988,9;0;682,9;22,5;2,3
12/05/2017;15:00;2;10;Muy buena / Oso ona;13;77;"Buena / ";72;6;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;213;42;988,7;0;503,2;22,5;2,29
12/05/2017;14:00;1;6;Muy buena / Oso ona;8;78;"Buena / ";70;5;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;200;43;988,7;0;524,2;21,9;2,59
12/05/2017;13:00;1;5;Muy buena / Oso ona;6;78;"Buena / ";68;7;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;191;43;988,8;0;548,2;21,1;4,58
12/05/2017;12:00;2;5;Muy buena / Oso ona;8;75;"Buena / ";68;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;192;42;988,4;0;371,3;20,9;3,46
12/05/2017;11:00;2;10;Muy buena / Oso ona;13;71;"Buena / ";67;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;170;46;988,1;0;332,7;20,5;1,55
12/05/2017;10:00;1;9;Muy buena / Oso ona;12;67;"Buena / ";68;9;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;142;48;988,1;0;511;19,4;3,06
12/05/2017;09:00;1;10;Muy buena / Oso ona;13;67;"Buena / ";70;6;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;164;48;988;0;385,3;19,1;2,09
12/05/2017;08:00;2;11;Muy buena / Oso ona;15;64;"Buena / ";71;5;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;144;50;987,5;0;517,3;19;1,8
12/05/2017;07:00;3;18;Muy buena / Oso ona;22;61;"Buena / ";72;2;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;169;53;987,4;0;119,6;17,2;1,29
12/05/2017;06:00;2;16;Muy buena / Oso ona;20;63;"Buena / ";76;2;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;161;53;987;0;26,1;16,9;1,74
12/05/2017;05:00;0;8;Muy buena / Oso ona;8;73;"Buena / ";78;2;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;180;51;986,4;0;0,4;17,2;1,16
12/05/2017;04:00;1;11;Muy buena / Oso ona;12;71;"Buena / ";79;2;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;242;50;986;0;0;17,5;1,67
12/05/2017;03:00;0;2;Muy buena / Oso ona;2;80;"Buena / ";80;2;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;195;51;985,7;0;0;17,5;2,21
12/05/2017;02:00;0;4;Muy buena / Oso ona;4;79;"Buena / ";78;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;196;52;985,5;0;0;17,3;1,8
12/05/2017;01:00;0;5;Muy buena / Oso ona;5;80;"Buena / ";77;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;181;51;985,7;0;0;17,6;2,18
11/05/2017;24:00;0;4;Muy buena / Oso ona;4;80;"Buena / ";76;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;173;51;985,5;0;0;17,7;2,07
11/05/2017;23:00;0;7;Muy buena / Oso ona;7;83;"Buena / ";76;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;193;49;985,3;0;0;18,1;2,36
11/05/2017;22:00;0;8;Muy buena / Oso ona;8;82;"Buena / ";76;2;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;193;48;985,2;0;0;18,6;2,84
11/05/2017;21:00;1;8;Muy buena / Oso ona;9;81;"Buena / ";75;4;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;184;47;984,6;0;0;19,2;1,71
11/05/2017;20:00;1;11;Muy buena / Oso ona;13;74;"Buena / ";75;2;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;166;48;983,9;0;3,6;19,2;2,73
11/05/2017;19:00;2;15;Muy buena / Oso ona;18;67;"Buena / ";75;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;177;50;983;0;51,9;19,8;2,02
11/05/2017;18:00;2;11;Muy buena / Oso ona;14;70;"Buena / ";77;4;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;171;45;982,6;0;228,1;20,8;1,35
11/05/2017;17:00;2;9;Muy buena / Oso ona;12;75;"Buena / ";79;3;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;228;46;982,5;0;196,1;19,9;1,87
11/05/2017;16:00;2;7;Muy buena / Oso ona;10;78;"Buena / ";80;2;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;201;47;982,6;0;189,5;19,3;3,19
11/05/2017;15:00;2;9;Muy buena / Oso ona;12;78;"Buena / ";80;3;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;226;46;982,6;0;99,1;19,1;2,83
11/05/2017;14:00;2;6;Muy buena / Oso ona;10;77;"Buena / ";80;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;250;39;981,7;0;663,9;22,4;2,39
11/05/2017;13:00;1;6;Muy buena / Oso ona;7;79;"Buena / ";80;3;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;248;41;981,6;0;865,4;21,4;2,6
11/05/2017;12:00;1;7;Muy buena / Oso ona;9;79;"Buena / ";80;4;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;228;41;981,3;0;546,1;20,8;3,19
11/05/2017;11:00;1;7;Muy buena / Oso ona;9;82;"Buena / ";80;3;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;246;40;980,9;0;674,3;20,9;3,28
11/05/2017;10:00;2;8;Muy buena / Oso ona;10;83;"Buena / ";79;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;210;43;980,6;0;827,8;20,5;3,38
11/05/2017;09:00;1;5;Muy buena / Oso ona;7;84;"Buena / ";78;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;210;46;980,3;0;554,4;19,5;2,46
11/05/2017;08:00;2;9;Muy buena / Oso ona;12;79;"Buena / ";79;3;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;196;50;980,2;0;485,8;18,4;4,07
11/05/2017;07:00;1;8;Muy buena / Oso ona;9;80;"Buena / ";79;2;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;187;53;980,2;0;153,8;17,3;4,43
11/05/2017;06:00;2;8;Muy buena / Oso ona;11;76;"Buena / ";72;2;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;194;55;979,9;0;28,4;16,9;2,5
11/05/2017;05:00;1;7;Muy buena / Oso ona;8;75;"Buena / ";68;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;143;56;979,6;0;0;16,8;0,62
11/05/2017;04:00;0;5;Muy buena / Oso ona;5;78;"Buena / ";63;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;100;58;979,7;0;0;16,7;1,01
11/05/2017;03:00;0;6;Muy buena / Oso ona;6;77;"Buena / ";57;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;116;66;980,1;0;0;15,8;0,79
11/05/2017;02:00;0;5;Muy buena / Oso ona;6;78;"Buena / ";54;2;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;191;68;980,3;0;0;15,8;2,33
11/05/2017;01:00;0;5;Muy buena / Oso ona;5;87;"Buena / ";53;12;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;228;57;981,6;0;0;17,1;2,4
10/05/2017;24:00;3;34;Muy buena / Oso ona;39;32;"Muy buena / ";53;21;Muy buena / Oso ona;15;Muy buena / Oso ona;7;Muy buena / Oso ona;276;82;981,9;0,1;0;16,8;2,63
10/05/2017;23:00;3;28;Muy buena / Oso ona;33;31;"Muy buena / ";56;11;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;291;85;981,4;0;0;16,7;1,12
10/05/2017;22:00;3;16;Muy buena / Oso ona;20;52;"Muy buena / ";62;15;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;165;79;981,5;0;0;17,4;0,8
10/05/2017;21:00;3;25;Muy buena / Oso ona;29;35;"Muy buena / ";66;19;Muy buena / Oso ona;29;Buena / Ona;3;Muy buena / Oso ona;133;90;981,9;0;0;17,1;1,92
10/05/2017;20:00;8;34;Muy buena / Oso ona;46;38;"Muy buena / ";72;14;Muy buena / Oso ona;33;Buena / Ona;3;Muy buena / Oso ona;142;86;982;0;1,2;17,7;1,65
10/05/2017;19:00;5;31;Muy buena / Oso ona;38;58;"Muy buena / ";76;18;Muy buena / Oso ona;41;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;130;84;982,9;0;22,6;18,5;1,29
10/05/2017;18:00;4;27;Muy buena / Oso ona;34;72;"Buena / ";78;23;Muy buena / Oso ona;23;Muy buena / Oso ona;4;Muy buena / Oso ona;284;74;983,4;0,1;55,2;19,2;1,53
10/05/2017;17:00;3;18;Muy buena / Oso ona;23;84;"Buena / ";79;32;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;290;63;983,1;0;315,9;21,3;3,43
10/05/2017;16:00;5;19;Muy buena / Oso ona;27;79;"Buena / ";78;29;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;289;61;983,6;0;517,2;21,6;4,03
10/05/2017;15:00;5;21;Muy buena / Oso ona;28;77;"Buena / ";78;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;294;47;984,1;0;657,9;23,6;2,1
10/05/2017;14:00;1;8;Muy buena / Oso ona;10;84;"Buena / ";78;7;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;171;37;984,6;0;640,9;25;3,07
10/05/2017;13:00;2;8;Muy buena / Oso ona;11;80;"Buena / ";72;5;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;159;40;985,5;0;866,9;24,4;2,75
10/05/2017;12:00;1;8;Muy buena / Oso ona;10;77;"Buena / ";61;10;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona;165;44;986,2;0;838,6;23,4;3,53
10/05/2017;11:00;2;9;Muy buena / Oso ona;12;73;"Buena / ";52;8;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;182;46;986,9;0;738,4;22,7;2,77
10/05/2017;10:00;1;10;Muy buena / Oso ona;12;73;"Buena / ";45;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;149;48;986,8;0;702,2;21,9;4,42
10/05/2017;09:00;2;10;Muy buena / Oso ona;13;78;"Buena / ";41;10;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;195;49;986,9;0;543,9;21,4;1,64
10/05/2017;08:00;3;12;Muy buena / Oso ona;17;76;"Buena / ";44;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;191;54;987,3;0;434,7;20,3;3,05
10/05/2017;07:00;3;14;Muy buena / Oso ona;19;78;"Buena / ";44;8;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;202;56;987,3;0;87,9;19,2;3,35
10/05/2017;06:00;6;32;Muy buena / Oso ona;42;46;"Muy buena / ";39;23;Muy buena / Oso ona;24;Muy buena / Oso ona;4;Muy buena / Oso ona;195;68;987;0;7,5;18;1,67
10/05/2017;05:00;5;33;Muy buena / Oso ona;41;19;"Muy buena / ";38;28;Muy buena / Oso ona;29;Buena / Ona;4;Muy buena / Oso ona;153;88;986,9;0;0,1;14,5;1,53
10/05/2017;04:00;5;35;Muy buena / Oso ona;43;18;"Muy buena / ";40;37;Muy buena / Oso ona;25;Muy buena / Oso ona;5;Muy buena / Oso ona;129;88;987,2;0;0;14,5;1,39
