Date;Hour;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
22/08/2017;01:00;64;65;998,5;0;22,2;1,33
21/08/2017;24:00;329;77;998,9;0;21;0,55
21/08/2017;23:00;343;78;999,1;0;21,8;0,58
21/08/2017;22:00;56;73;999,3;0;23,4;1,68
21/08/2017;21:00;50;68;999,2;0;25,3;1,51
21/08/2017;20:00;77;56;998,9;0;27,7;2,1
21/08/2017;19:00;60;48;998,8;48,4;30,5;3,08
21/08/2017;18:00;55;44;998,9;229,5;32;3,61
21/08/2017;17:00;58;42;999,2;436,5;32,6;3,93
21/08/2017;16:00;46;42;999,7;618,9;32,8;3,6
21/08/2017;15:00;49;43;1000,2;769,1;32,7;3,97
21/08/2017;14:00;58;43;1000,7;875,6;33;3,56
21/08/2017;13:00;55;42;1001,7;912,1;32,7;2,77
21/08/2017;12:00;63;45;1002,8;876,2;30,8;2,05
21/08/2017;11:00;65;48;1003,7;748,4;28,8;0,42
21/08/2017;10:00;75;53;1004,1;598,9;25,4;0,94
21/08/2017;09:00;76;65;1004,7;494,3;21,2;1,92
21/08/2017;08:00;80;80;1005,2;308,6;16,9;2,31
21/08/2017;07:00;50;89;1005,6;152,4;14,3;2,14
21/08/2017;06:00;62;95;1005,9;11,3;12,5;1,23
21/08/2017;05:00;54;96;1006,2;0;12,3;1,16
21/08/2017;04:00;64;95;1006,6;0;12,6;0,63
21/08/2017;03:00;43;93;1007,2;0;13,1;0,55
21/08/2017;02:00;51;91;1007,8;0;13,6;1
21/08/2017;01:00;62;89;1008,4;0;14,1;0,66
20/08/2017;24:00;67;88;1008,7;0;14,6;1,67
20/08/2017;23:00;76;84;1009;0;15,5;1,3
20/08/2017;22:00;72;81;1009,2;0;16,4;1
20/08/2017;21:00;62;76;1009,4;0;17,3;1,46
20/08/2017;20:00;63;70;1009,4;0;18,9;1,7
20/08/2017;19:00;32;62;1009,2;50;21,3;1,11
20/08/2017;18:00;46;57;1009,3;214,7;22,7;2,21
20/08/2017;17:00;66;53;1009,7;387,9;23,8;2,93
20/08/2017;16:00;39;51;1009,8;555,3;24,6;2,46
20/08/2017;15:00;37;50;1010,1;677,8;25,2;2,29
20/08/2017;14:00;23;53;1010;760,8;25,2;2,55
20/08/2017;13:00;58;52;1010,4;811,5;24,7;2,27
20/08/2017;12:00;63;56;1010,7;786,6;23,8;1,39
20/08/2017;11:00;74;61;1011,5;691,7;22,5;1,49
20/08/2017;10:00;92;63;1011,6;684,7;21,8;1,53
20/08/2017;09:00;122;75;1011,7;526,8;19,8;0,61
20/08/2017;08:00;72;87;1011,7;327,7;16,2;1,45
20/08/2017;07:00;44;96;1011,7;139,9;13,8;0,86
20/08/2017;06:00;39;97;1011,5;6,3;12,4;1,05
20/08/2017;05:00;19;97;1011,3;0;12,6;0,83
20/08/2017;04:00;34;97;1011,2;0;13;1,09
20/08/2017;03:00;42;96;1011,3;0;13,3;0,78
20/08/2017;02:00;17;95;1011,4;0;13,5;0,4
20/08/2017;01:00;3;95;1011,6;0;13,9;0,74
19/08/2017;24:00;35;94;1011,9;0;14,2;0,74
19/08/2017;23:00;350;93;1012;0;14,4;0,37
19/08/2017;22:00;330;90;1011,8;0;15;0,11
19/08/2017;21:00;354;83;1011,3;0;16,6;1,06
19/08/2017;20:00;52;80;1010,5;0;17,6;0,98
19/08/2017;19:00;22;73;1010,2;49,4;19,7;1,7
19/08/2017;18:00;25;67;1010;210,2;21,4;2,13
19/08/2017;17:00;13;66;1009,7;360,9;22;2,89
19/08/2017;16:00;8;64;1009,5;527,5;23,1;2,73
19/08/2017;15:00;36;64;1009,4;624,6;23,5;2,95
19/08/2017;14:00;30;62;1009,4;721;24,2;2,51
19/08/2017;13:00;21;61;1009,4;731,6;24,2;2,49
19/08/2017;12:00;20;64;1009,3;517,2;23,4;2,06
19/08/2017;11:00;58;68;1009,4;571,9;22,8;1,63
19/08/2017;10:00;57;73;1009,5;577,2;22;1,84
19/08/2017;09:00;10;81;1009,7;281,9;20,3;0,61
19/08/2017;08:00;278;90;1009,8;63,6;18,6;0,43
19/08/2017;07:00;282;92;1009,3;20,8;17,8;0,63
19/08/2017;06:00;299;91;1008,7;0;17,9;0,47
19/08/2017;05:00;347;93;1008,3;0;17,7;0,75
19/08/2017;04:00;296;92;1008,2;0;18,1;0,92
19/08/2017;03:00;74;91;1008,3;0;18,6;1,47
19/08/2017;02:00;10;91;1008,7;0;18,7;0,58
19/08/2017;01:00;328;93;1008,8;0;18,6;0,48
18/08/2017;24:00;19;90;1008,9;0;18,8;0,38
18/08/2017;23:00;65;90;1008,8;0;19;0,49
18/08/2017;22:00;311;89;1009;0;19,2;0,43
18/08/2017;21:00;271;87;1009,1;0;19,3;0,96
18/08/2017;20:00;269;86;1008,7;0;19,8;1,26
18/08/2017;19:00;279;81;1007,9;35,5;21,3;1,12
18/08/2017;18:00;329;77;1007,6;131,2;22,6;1,15
18/08/2017;17:00;259;72;1007,7;397,8;24;2,37
18/08/2017;16:00;261;76;1007,8;353,4;23,4;2
18/08/2017;15:00;257;85;1007,9;327,8;21,8;1,95
18/08/2017;14:00;289;89;1007,7;176,1;21,2;0,73
18/08/2017;13:00;291;79;1007,2;135,4;22,8;1
18/08/2017;12:00;267;75;1006,9;349,4;23,9;1,33
18/08/2017;11:00;288;73;1006,7;304,7;24,2;0,88
18/08/2017;10:00;65;82;1006,5;461,3;22,1;1,34
18/08/2017;09:00;67;89;1006,5;100,9;19,9;1,01
18/08/2017;08:00;16;90;1006,2;75,1;19,2;0,22
18/08/2017;07:00;341;93;1005,7;22,1;18,2;0,34
18/08/2017;06:00;57;93;1005,1;0;17,8;0,69
18/08/2017;05:00;54;95;1004,9;0;17,4;0,84
18/08/2017;04:00;65;95;1005,2;0;17,3;0,45
18/08/2017;03:00;60;95;1005,5;0;16,7;1,25
18/08/2017;02:00;75;96;1005,7;0;16,7;0,35
18/08/2017;01:00;101;96;1005,9;0;16,8;0,16
17/08/2017;24:00;227;95;1005,9;0;17,2;0,49
17/08/2017;23:00;290;92;1005,7;0;17,9;0,13
17/08/2017;22:00;238;87;1005,6;0;18,9;0,12
17/08/2017;21:00;7;85;1005,4;0;20,2;0,28
17/08/2017;20:00;269;83;1005;0;21,3;0,96
17/08/2017;19:00;256;75;1004,9;25,7;23,9;1,48
17/08/2017;18:00;59;62;1004,8;184,7;26,4;0,84
17/08/2017;17:00;66;62;1005;385,4;26,1;2,39
17/08/2017;16:00;7;61;1005,5;545,2;27,3;0,99
17/08/2017;15:00;346;59;1005,7;678,3;28,2;1,57
17/08/2017;14:00;283;58;1005,6;757,6;29;1,28
17/08/2017;13:00;196;55;1006,1;791,4;28,6;0,28
17/08/2017;12:00;278;55;1006,6;758,5;28;0,84
17/08/2017;11:00;252;55;1007,1;708,9;27;0,74
17/08/2017;10:00;257;54;1007,2;599;25,3;0,58
17/08/2017;09:00;148;63;1007,5;479,1;22,6;0,32
17/08/2017;08:00;75;77;1007,5;310,6;19,2;0,89
17/08/2017;07:00;68;87;1007,1;153;16,6;1,39
17/08/2017;06:00;53;94;1006,9;12,9;14,7;1,49
17/08/2017;05:00;49;95;1006,7;0;14,7;1,73
17/08/2017;04:00;49;95;1006,8;0;15;1,74
17/08/2017;03:00;52;94;1007,1;0;15,5;1,83
17/08/2017;02:00;55;93;1007,2;0;16;1,7
17/08/2017;01:00;46;94;1007,6;0;16,5;1,65
16/08/2017;24:00;54;95;1008,1;0;16,6;1,19
16/08/2017;23:00;59;94;1008,5;0;17,1;0,81
16/08/2017;22:00;80;91;1008,8;0;18,1;0,13
16/08/2017;21:00;260;86;1009;0;19,5;0,27
16/08/2017;20:00;222;80;1008,6;0;21,2;0,34
16/08/2017;19:00;274;72;1008,1;74,7;23,7;1,47
16/08/2017;18:00;268;65;1007,8;193;25,4;1,02
16/08/2017;17:00;360;61;1007,7;360,6;25,7;0,99
16/08/2017;16:00;343;63;1007,9;441,8;25,7;1,18
16/08/2017;15:00;17;62;1007,5;638,9;26,7;1,29
16/08/2017;14:00;17;63;1007,7;562,4;25,9;1,08
16/08/2017;13:00;35;63;1007,7;635,5;25,9;1,22
16/08/2017;12:00;22;63;1008,1;622;25,1;1,13
16/08/2017;11:00;259;67;1008,2;442,4;24;0,61
16/08/2017;10:00;266;69;1008;441,4;23,3;0,05
16/08/2017;09:00;323;76;1008,1;243,9;21,9;0,27
16/08/2017;08:00;226;84;1007,9;239,9;21,7;0,38
16/08/2017;07:00;339;95;1007,8;27,6;18,7;0,29
16/08/2017;06:00;305;95;1007,5;0;18,3;0,53
16/08/2017;05:00;307;95;1007,1;0;18,2;0,5
16/08/2017;04:00;5;95;1007;0;18,2;0,27
16/08/2017;03:00;316;95;1006,9;0;18,1;0,32
16/08/2017;02:00;287;94;1007,2;0;18,1;0,5
16/08/2017;01:00;32;94;1007,5;0;18,1;0,82
15/08/2017;24:00;314;93;1008,1;0;18,4;0,25
15/08/2017;23:00;287;93;1008,3;0;18,4;0,31
15/08/2017;22:00;270;92;1008,1;0;18,5;0,56
15/08/2017;21:00;250;91;1008;0;18,7;0,63
15/08/2017;20:00;272;89;1007,7;0;19;0,56
15/08/2017;19:00;312;87;1007,3;1,3;19,8;0,43
15/08/2017;18:00;260;89;1006,9;19,3;20;0,75
15/08/2017;17:00;233;90;1006,8;31,7;19,8;0,57
15/08/2017;16:00;154;91;1006,7;59,3;19,7;0,71
15/08/2017;15:00;282;90;1006,7;90,8;19,9;0,11
15/08/2017;14:00;309;87;1006,5;73,1;20,1;0,97
15/08/2017;13:00;286;84;1006;90,2;20,7;1,21
15/08/2017;12:00;261;83;1005,6;188,1;21,1;1,59
15/08/2017;11:00;257;88;1005,3;103,5;20,4;1,78
15/08/2017;10:00;257;88;1005,2;116,9;21,2;1,95
15/08/2017;09:00;256;89;1005,2;158,5;21,4;0,99
15/08/2017;08:00;253;94;1005;62,9;20,4;0,79
15/08/2017;07:00;255;97;1004,3;13,1;19,7;0,24
15/08/2017;06:00;303;97;1003,9;1,1;19,3;0,38
15/08/2017;05:00;317;96;1003,5;0;19,2;0,21
15/08/2017;04:00;49;96;1003,6;0;19;0,37
15/08/2017;03:00;36;97;1003,4;0;18,8;0,48
15/08/2017;02:00;3;96;1003,3;0;18,8;0,33
15/08/2017;01:00;154;95;1003,6;0;19,5;0,27
14/08/2017;24:00;360;93;1003,5;0;20,1;0,36
14/08/2017;23:00;331;94;1003,1;0;19,9;0,53
14/08/2017;22:00;19;93;1003,2;0;20,1;0,24
14/08/2017;21:00;327;91;1002,3;0;20,5;0,48
14/08/2017;20:00;346;86;1001,2;0;21,6;0,45
14/08/2017;19:00;253;85;1000,5;23,6;22,7;0,91
14/08/2017;18:00;249;85;999,4;79,4;23,4;1,42
14/08/2017;17:00;244;80;998,3;33,9;24,1;1,41
14/08/2017;16:00;255;69;997,5;85;25,5;2,7
14/08/2017;15:00;258;35;995,9;591,5;35,5;0,45
14/08/2017;14:00;94;26;996;742,4;37,4;1,52
14/08/2017;13:00;117;30;997,1;806,9;36,1;1,41
14/08/2017;12:00;92;34;997,9;872,1;34,3;2,81
14/08/2017;11:00;170;37;998,3;766,6;33;1,61
14/08/2017;10:00;175;46;998,5;637,8;30,6;1,61
14/08/2017;09:00;122;61;999;472,8;27,1;0,41
14/08/2017;08:00;70;84;999,4;328,2;20,6;0,24
14/08/2017;07:00;65;94;999,8;141,2;17,1;0,73
14/08/2017;06:00;69;97;1000;11,7;15,4;1,13
14/08/2017;05:00;75;97;1000,4;0;15,4;0,22
14/08/2017;04:00;65;97;1001;0;15,8;1,3
14/08/2017;03:00;50;97;1001,8;0;15,9;1,2
14/08/2017;02:00;65;96;1002,4;0;15,8;0,38
14/08/2017;01:00;42;96;1003,1;0;16,3;0,55
13/08/2017;24:00;198;94;1003,5;0;16,6;0,27
13/08/2017;23:00;225;92;1003,7;0;17,4;0,11
13/08/2017;22:00;252;89;1004;0;18,2;0,61
13/08/2017;21:00;269;87;1004;0;19;1,21
13/08/2017;20:00;357;81;1003,5;0;20,6;0,23
13/08/2017;19:00;27;71;1003,2;47,9;23,4;0,92
13/08/2017;18:00;37;67;1003,4;237,3;24,6;1,44
13/08/2017;17:00;32;65;1003,6;430,8;25,2;2,15
13/08/2017;16:00;31;65;1003,8;599,7;25,5;2,45
13/08/2017;15:00;34;64;1004,2;702,7;26,1;2
13/08/2017;14:00;54;66;1004,7;764,2;25,8;2,36
13/08/2017;13:00;4;66;1005,3;550,9;25,5;0,73
13/08/2017;12:00;43;64;1005,8;628,7;25,3;0,42
13/08/2017;11:00;70;69;1006,4;446,5;23,4;0,45
13/08/2017;10:00;85;70;1006,6;532,4;23;0,34
13/08/2017;09:00;213;73;1007;504,6;21,2;0,34
13/08/2017;08:00;66;84;1007,3;263,4;17,5;0,24
13/08/2017;07:00;58;91;1007,3;40,6;14,9;0,52
13/08/2017;06:00;52;93;1007,2;0,2;14,3;0,52
13/08/2017;05:00;47;94;1007,4;0;14,1;0,46
13/08/2017;04:00;61;95;1007,6;0;13,9;0,46
13/08/2017;03:00;34;96;1008;0;13,4;0,12
13/08/2017;02:00;34;95;1008,1;0;13,5;0,32
13/08/2017;01:00;49;95;1008,6;0;14;0,57
12/08/2017;24:00;74;94;1008,9;0;14,2;0,51
12/08/2017;23:00;53;91;1009,1;0;15;0,59
12/08/2017;22:00;252;88;1009,2;0;15,6;0,14
12/08/2017;21:00;314;82;1009,3;0;16,9;0,23
12/08/2017;20:00;333;72;1008,9;0;19;0,23
12/08/2017;19:00;11;62;1008,7;54,2;22,2;1,01
12/08/2017;18:00;20;55;1008,5;243,5;24,1;1,61
12/08/2017;17:00;1;50;1008,2;412,5;25,7;1,52
12/08/2017;16:00;3;50;1008,2;563,3;26,4;1,57
12/08/2017;15:00;20;48;1008,3;723,4;26,7;1,63
12/08/2017;14:00;344;49;1008,6;816,4;26,6;1,24
12/08/2017;13:00;288;45;1009;858,6;26,5;0,68
12/08/2017;12:00;74;45;1009,5;825,1;25;0,6
12/08/2017;11:00;107;49;1010;746,7;23,5;0,32
12/08/2017;10:00;137;60;1009,9;645,6;21,4;0,23
12/08/2017;09:00;78;73;1010,2;529,9;18,5;0,48
12/08/2017;08:00;62;84;1010,3;363,7;15,4;0,53
12/08/2017;07:00;67;90;1009,8;162,3;13,5;0,44
12/08/2017;06:00;60;96;1009,8;21,2;11,3;0,56
12/08/2017;05:00;60;97;1009,7;0;11,1;0,51
12/08/2017;04:00;56;96;1010;0;11,3;0,51
12/08/2017;03:00;58;96;1010,4;0;11,6;0,5
12/08/2017;02:00;49;95;1010,6;0;11,9;0,55
12/08/2017;01:00;66;93;1010,8;0;12,5;0,5
11/08/2017;24:00;54;93;1010,9;0;13;0,45
11/08/2017;23:00;58;91;1010,9;0;13,6;0,53
11/08/2017;22:00;63;89;1011,1;0;14,2;0,44
11/08/2017;21:00;279;84;1011,4;0;15,3;0,56
11/08/2017;20:00;319;76;1011,1;0;17,3;0,58
11/08/2017;19:00;8;66;1011;54,9;20,3;1,07
11/08/2017;18:00;265;59;1011,1;267,9;21,7;1,33
11/08/2017;17:00;265;56;1011,1;438,8;22,2;1,42
11/08/2017;16:00;307;56;1011,2;605,9;22,8;1,41
11/08/2017;15:00;303;56;1011,2;727,3;23,1;1,73
11/08/2017;14:00;263;56;1011,3;855,3;22,9;2,37
11/08/2017;13:00;261;56;1011,5;838,2;22,5;2,25
11/08/2017;12:00;278;59;1011,6;818,4;22,3;1,88
11/08/2017;11:00;277;66;1011,7;659,1;21,2;1,42
11/08/2017;10:00;283;70;1011,7;442,4;20,6;1,38
11/08/2017;09:00;232;74;1011,4;477,7;20,3;0,22
11/08/2017;08:00;66;82;1011,4;316;17,9;0,44
11/08/2017;07:00;69;90;1011,4;196,3;15,6;0,54
11/08/2017;06:00;50;96;1011,2;24;13,7;0,52
11/08/2017;05:00;50;96;1011,1;0;13,5;0,41
11/08/2017;04:00;52;96;1011,1;0;13,4;0,46
11/08/2017;03:00;53;95;1011,4;0;13,4;0,44
11/08/2017;02:00;56;95;1011,8;0;13,3;0,4
11/08/2017;01:00;27;93;1012,4;0;13,6;0,21
10/08/2017;24:00;52;92;1013;0;13,9;0,5
10/08/2017;23:00;49;92;1013,1;0;14,2;0,25
10/08/2017;22:00;246;89;1013,1;0;14,9;0,14
10/08/2017;21:00;63;84;1013,1;0;15,6;0,28
10/08/2017;20:00;244;79;1012,9;0;16,8;0,84
10/08/2017;19:00;256;76;1012,8;25,1;17,8;1,59
10/08/2017;18:00;263;73;1012,6;175,7;19,3;2,22
10/08/2017;17:00;262;73;1012,7;277,9;19,5;2,61
10/08/2017;16:00;277;78;1012,6;406,7;19,9;1,79
10/08/2017;15:00;266;84;1012,6;446,7;19,2;2,29
10/08/2017;14:00;257;92;1012,9;327;17,6;1,87
10/08/2017;13:00;254;93;1013,1;106,7;16,8;1,49
10/08/2017;12:00;240;92;1012,9;247,7;17,4;2,27
10/08/2017;11:00;212;92;1012,7;167,5;16,6;1,44
10/08/2017;10:00;262;91;1012,4;85,7;16;1,07
10/08/2017;09:00;247;92;1012;46,1;15,7;1,63
10/08/2017;08:00;250;94;1011,8;60,9;15,4;2,38
10/08/2017;07:00;259;96;1011,6;17,3;14,5;1,03
10/08/2017;06:00;276;96;1011,1;2,6;13,9;0,81
10/08/2017;05:00;281;96;1011;0,2;13,9;0,6
10/08/2017;04:00;284;95;1011;0,1;14,2;0,56
10/08/2017;03:00;293;96;1011,2;0,1;14,2;0,6
10/08/2017;02:00;281;95;1011,5;0,3;14,3;0,61
10/08/2017;01:00;289;92;1011,6;0,9;14,6;0,87
09/08/2017;24:00;261;88;1011,6;0,2;15,1;1,41
09/08/2017;23:00;260;84;1011,5;0;15,5;1,32
09/08/2017;22:00;256;80;1011,1;0;15,7;0,72
09/08/2017;21:00;264;79;1010,6;0;15,8;1,64
09/08/2017;20:00;260;80;1010,2;0;16,1;1,76
09/08/2017;19:00;268;81;1009,8;16,5;16,7;1,38
09/08/2017;18:00;296;82;1009,5;78,5;17;0,74
09/08/2017;17:00;311;79;1009,5;147;17,2;1,18
09/08/2017;16:00;268;62;1009,1;437,5;19,9;3,13
09/08/2017;15:00;257;67;1009;428,4;19,1;3,01
09/08/2017;14:00;261;70;1008,8;380,9;18,8;3,01
09/08/2017;13:00;273;69;1008,5;442,8;19,1;1,81
09/08/2017;12:00;261;65;1008;756,8;20,1;3,05
09/08/2017;11:00;248;75;1007,8;676,8;18,4;3,47
09/08/2017;10:00;237;79;1007,3;388,7;17,7;2,58
09/08/2017;09:00;223;88;1006,9;265,9;16,2;1,95
09/08/2017;08:00;241;94;1006,6;68;14,8;1,95
09/08/2017;07:00;264;95;1005,9;13,6;14,8;1,81
09/08/2017;06:00;30;93;1005,3;0;15,3;0,75
09/08/2017;05:00;32;94;1004,9;0;15,2;0,75
09/08/2017;04:00;43;93;1005,1;0;15,2;0,94
09/08/2017;03:00;32;93;1005,5;0;15,2;0,92
09/08/2017;02:00;39;91;1005,8;0;15,5;0,55
09/08/2017;01:00;39;89;1006;0;15,8;1,04
08/08/2017;24:00;50;88;1006,2;0;16;1,33
08/08/2017;23:00;70;89;1006,3;0;16;1,67
08/08/2017;22:00;77;89;1006,5;0;16,4;0,47
08/08/2017;21:00;26;88;1006,7;0;16,6;0,5
08/08/2017;20:00;270;81;1006,6;0;17,6;0,42
08/08/2017;19:00;262;71;1006,4;38,6;19,4;1,06
08/08/2017;18:00;257;67;1006,4;255,8;21,2;1,46
08/08/2017;17:00;259;73;1006,6;278;19,9;1,95
08/08/2017;16:00;280;74;1006,8;248,1;20,1;1,34
08/08/2017;15:00;275;67;1006,8;630,1;21;1,88
08/08/2017;14:00;254;76;1006,8;370,7;19,3;2,76
08/08/2017;13:00;258;80;1006,5;698,6;19,2;4,06
08/08/2017;12:00;257;88;1006,1;742,9;18,5;3,36
08/08/2017;11:00;289;88;1006,1;294,5;18,1;1,54
08/08/2017;10:00;265;87;1005,7;394,8;18,7;0,96
08/08/2017;09:00;267;88;1005,4;108,8;17,4;1,14
08/08/2017;08:00;126;88;1004,8;206,3;18;0,18
08/08/2017;07:00;290;94;1004,4;16,8;15,7;0,42
08/08/2017;06:00;46;94;1004;0,5;15,2;0,43
08/08/2017;05:00;38;91;1003,7;0;15,6;0,77
08/08/2017;04:00;245;89;1003,7;0;16,1;0,82
08/08/2017;03:00;225;91;1003,7;0;16,6;0,9
08/08/2017;02:00;257;93;1003,6;0;16,5;1,64
08/08/2017;01:00;252;95;1003,4;0;17,1;2,33
07/08/2017;24:00;243;95;1003,5;0;17,2;0,83
07/08/2017;23:00;256;96;1003,3;0;16,9;2,97
07/08/2017;22:00;257;96;1002,6;0;17,7;4,29
07/08/2017;21:00;254;96;1001,7;0;18,6;2,69
07/08/2017;20:00;254;89;1001,1;0;19,4;3,35
07/08/2017;19:00;254;85;1000,6;0,1;20,5;2,67
07/08/2017;18:00;253;81;1000,2;15,7;21;2,15
07/08/2017;17:00;257;83;1000,3;44;21,1;2,86
07/08/2017;16:00;261;81;1000;55,3;22;2,62
07/08/2017;15:00;260;77;999,6;140,2;22,9;2,04
07/08/2017;14:00;273;74;999,6;239,1;24;1,84
07/08/2017;13:00;262;66;999,6;724;26,7;2,1
07/08/2017;12:00;257;63;1000;772,4;26,5;1,46
07/08/2017;11:00;267;66;1000,5;561,2;25,3;0,23
07/08/2017;10:00;247;68;1000,8;428,1;24,1;0,12
07/08/2017;09:00;230;71;1001,1;481,5;23,2;0,3
07/08/2017;08:00;71;79;1001,6;322,6;21,1;0,36
07/08/2017;07:00;59;89;1002;127,2;18,3;0,52
07/08/2017;06:00;55;92;1002,1;6,9;17,5;0,53
07/08/2017;05:00;48;91;1002,3;0;17,6;0,53
07/08/2017;04:00;49;89;1002,7;0;17,6;0,53
07/08/2017;03:00;54;91;1003,5;0;17,3;0,24
07/08/2017;02:00;279;91;1004,3;0;17,1;0,26
07/08/2017;01:00;272;89;1005;0;17,6;0,31
06/08/2017;24:00;287;86;1005,7;0;18,2;0,34
06/08/2017;23:00;282;84;1006,1;0;18,3;0,62
06/08/2017;22:00;313;81;1006,3;0;19,3;0,38
06/08/2017;21:00;17;76;1006,6;0;20;0,3
06/08/2017;20:00;290;74;1006,5;0;20,3;0,33
06/08/2017;19:00;298;73;1006,6;16,4;20,8;0,67
06/08/2017;18:00;354;69;1006,9;120,8;21,8;1,73
06/08/2017;17:00;3;67;1007,3;212;22,5;1,92
06/08/2017;16:00;2;62;1007,5;263,9;23,2;2,18
06/08/2017;15:00;35;62;1007,8;368,3;23,3;2,19
06/08/2017;14:00;34;62;1008,1;501,4;23,4;2,46
06/08/2017;13:00;35;60;1008,5;472,2;23,5;2,23
06/08/2017;12:00;13;57;1009,1;673,3;23,8;1,68
06/08/2017;11:00;2;59;1009,7;674,9;23,2;1,14
06/08/2017;10:00;313;68;1009,8;338,5;21,6;0,88
06/08/2017;09:00;275;78;1010;219,9;20;0,73
06/08/2017;08:00;250;77;1009,7;280,4;21,3;0,23
06/08/2017;07:00;247;94;1009,8;63,7;17,8;0,49
06/08/2017;06:00;229;96;1009,5;2,6;17,2;0,44
06/08/2017;05:00;247;95;1009,2;0;17,2;0,15
06/08/2017;04:00;10;91;1009,2;0;17,6;0,04
06/08/2017;03:00;3;91;1009,4;0;17,8;0,44
06/08/2017;02:00;356;97;1009,5;0;17,9;0,4
06/08/2017;01:00;333;97;1009,6;0;18;0,32
05/08/2017;24:00;263;97;1009,7;0;18;0,81
05/08/2017;23:00;244;95;1009,7;0;18,1;0,63
05/08/2017;22:00;351;96;1009,8;0;18;0,45
05/08/2017;21:00;262;97;1009,7;0;17,9;0,86
05/08/2017;20:00;259;96;1009,1;0;18;1,18
05/08/2017;19:00;268;95;1008,7;7,9;18,2;0,74
05/08/2017;18:00;267;94;1008,7;22,8;18,5;1,19
05/08/2017;17:00;285;93;1008,7;69,6;18,6;0,76
05/08/2017;16:00;257;94;1008,8;106,7;18,5;1,89
05/08/2017;15:00;255;93;1008,8;143,3;19;1,65
05/08/2017;14:00;265;94;1008,8;247,2;19;1,82
05/08/2017;13:00;278;94;1008,6;236,9;19,6;1,99
05/08/2017;12:00;292;94;1008,4;168,4;20,3;1,1
05/08/2017;11:00;328;93;1007,9;200,2;21,2;0,95
05/08/2017;10:00;263;96;1007,6;125,1;20,7;1,04
05/08/2017;09:00;261;95;1007,2;126,7;20,5;1,52
05/08/2017;08:00;324;94;1006,5;39,2;20,3;1,45
05/08/2017;07:00;295;95;1005,5;9,7;20,7;1,21
05/08/2017;06:00;335;95;1004,8;0,2;21,2;1,23
05/08/2017;05:00;6;96;1004,3;0;21,3;0,64
05/08/2017;04:00;26;91;1004;0;21,6;0,5
05/08/2017;03:00;344;89;1004,1;0;21,4;0,26
05/08/2017;02:00;322;86;1004;0;21,9;0,33
05/08/2017;01:00;49;84;1004,1;0;22,4;0,79
04/08/2017;24:00;280;84;1004,3;0;22,6;0,69
04/08/2017;23:00;306;80;1004,5;0;23,4;0,56
04/08/2017;22:00;27;75;1004,8;0;24,7;2,15
04/08/2017;21:00;26;73;1004,7;0;25,5;1,77
04/08/2017;20:00;341;70;1004,1;0;26,2;1,2
04/08/2017;19:00;322;68;1003,7;24,9;27;1,33
04/08/2017;18:00;11;63;1003,5;143,1;28,3;2,02
04/08/2017;17:00;24;59;1003,2;313,1;30,2;2,78
04/08/2017;16:00;15;57;1003,1;501,1;31;3,39
04/08/2017;15:00;30;56;1003;641;31,9;2,46
04/08/2017;14:00;332;53;1002,8;731,6;32,7;1,28
04/08/2017;13:00;341;53;1003,4;810,6;31,9;1,39
04/08/2017;12:00;290;55;1003,9;800,7;31,1;1,49
04/08/2017;11:00;270;56;1004,4;727,1;30,1;1,61
04/08/2017;10:00;265;59;1004,1;624,5;29;1,06
04/08/2017;09:00;39;67;1004;478,2;27,6;0,5
04/08/2017;08:00;66;77;1004;312,1;25,3;0,63
04/08/2017;07:00;45;87;1003,8;162,3;22,7;1,07
04/08/2017;06:00;37;92;1003,7;20,4;21,2;0,51
04/08/2017;05:00;12;91;1003,5;0;21,1;0,52
04/08/2017;04:00;354;92;1003,5;0;21;0,48
04/08/2017;03:00;343;91;1003,9;0;21,2;0,62
04/08/2017;02:00;336;91;1004;0;21,2;0,47
04/08/2017;01:00;347;91;1004,3;0;21,1;0,54
03/08/2017;24:00;345;91;1004,7;0;21,4;0,75
03/08/2017;23:00;327;90;1005;0;21,8;0,43
03/08/2017;22:00;315;89;1005,4;0;22,1;0,52
03/08/2017;21:00;316;87;1005,5;0;22,5;0,91
03/08/2017;20:00;311;83;1005,2;0;23,1;1,09
03/08/2017;19:00;277;73;1004,7;57,6;24,9;1,73
03/08/2017;18:00;266;65;1004,3;251,9;26,8;2,37
03/08/2017;17:00;307;53;1004,1;406;28,7;1,71
03/08/2017;16:00;8;47;1004;547;29,8;2,05
03/08/2017;15:00;18;47;1004,1;705,3;29,9;2,86
03/08/2017;14:00;359;60;1004,1;401,5;29,2;2,06
03/08/2017;13:00;327;62;1004,2;561;30,2;1,34
03/08/2017;12:00;318;62;1004,6;560,4;29,8;0,66
03/08/2017;11:00;219;60;1005;740,9;29,7;0,34
03/08/2017;10:00;75;67;1004,8;624,3;27,5;0,82
03/08/2017;09:00;76;73;1004,9;485,8;25,8;0,18
03/08/2017;08:00;40;83;1004,8;349,7;22,5;0,47
03/08/2017;07:00;35;94;1005;154,8;18,8;0,63
03/08/2017;06:00;278;97;1005;12;17;0,61
03/08/2017;05:00;21;98;1004,8;0;17,1;0,96
03/08/2017;04:00;28;97;1004,5;0;17,2;0,77
03/08/2017;03:00
03/08/2017;02:00;22;96;1004,4;0;17,9;0,72
