Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
22/10/2017;17:00;0,22;"Muy buena / ";0,19;6;18;Muy buena / Oso ona;27;8;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;16:00;0,19;"Muy buena / ";0,19;5;11;Muy buena / Oso ona;19;9;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;15:00;0,17;"Muy buena / ";0,18;5;9;Muy buena / Oso ona;16;11;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;14:00;0,18;"Muy buena / ";0,17;4;8;Muy buena / Oso ona;14;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;13:00;0,17;"Muy buena / ";0,17;5;12;Muy buena / Oso ona;20;5;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;12:00;0,23;"Muy buena / ";0,16;6;13;Muy buena / Oso ona;23;6;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;11:00;0,19;"Muy buena / ";0,15;5;10;Muy buena / Oso ona;17;12;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;10:00;0,17;"Muy buena / ";0,14;4;11;Muy buena / Oso ona;18;11;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;09:00;0,19;"Muy buena / ";0,13;4;13;Muy buena / Oso ona;19;13;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;08:00;0,14;"Muy buena / ";0,13;5;16;Muy buena / Oso ona;24;13;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;07:00;0,13;"Muy buena / ";0,12;2;22;Muy buena / Oso ona;25;10;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;06:00;0,15;"Muy buena / ";0,12;2;29;Muy buena / Oso ona;31;8;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;05:00;0,11;"Muy buena / ";0,12;3;18;Muy buena / Oso ona;23;3;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;04:00;0,13;"Muy buena / ";0,13;1;15;Muy buena / Oso ona;16;18;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;03:00;0,12;"Muy buena / ";0,14;1;10;Muy buena / Oso ona;11;19;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;02:00;0,11;"Muy buena / ";0,15;2;5;Muy buena / Oso ona;8;27;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
22/10/2017;01:00;0,12;"Muy buena / ";0,16;2;6;Muy buena / Oso ona;9;18;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;24:00;0,12;"Muy buena / ";0,17;2;6;Muy buena / Oso ona;10;14;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;23:00;0,13;"Muy buena / ";0,17;2;9;Muy buena / Oso ona;12;14;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;22:00;0,15;"Muy buena / ";0,17;3;14;Muy buena / Oso ona;19;17;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;21:00;0,16;"Muy buena / ";0,18;4;18;Muy buena / Oso ona;24;20;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;20:00;0,19;"Muy buena / ";0,17;4;22;Muy buena / Oso ona;27;25;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;19:00;0,18;"Muy buena / ";0,17;5;23;Muy buena / Oso ona;30;21;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;18:00;0,19;"Muy buena / ";0,17;5;21;Muy buena / Oso ona;29;18;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;17:00;0,2;"Muy buena / ";0,17;7;24;Muy buena / Oso ona;35;24;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;16:00;0,17;"Muy buena / ";0,16;6;20;Muy buena / Oso ona;30;19;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;15:00;0,17;"Muy buena / ";0,17;6;14;Muy buena / Oso ona;23;19;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;14:00;0,17;"Muy buena / ";0,17;7;14;Muy buena / Oso ona;25;15;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;13:00;0,12;"Muy buena / ";0,17;3;9;Muy buena / Oso ona;14;10;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;12:00;0,15;"Muy buena / ";0,18;6;15;Muy buena / Oso ona;24;2;Muy buena / Oso ona;2;Muy buena / Oso ona;0;Muy buena / Oso ona
21/10/2017;11:00;0,16;"Muy buena / ";0,19;7;16;Muy buena / Oso ona;27;11;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;10:00;0,18;"Muy buena / ";0,18;7;20;Muy buena / Oso ona;30;8;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;09:00;0,16;"Muy buena / ";0,18;7;23;Muy buena / Oso ona;34;2;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;08:00;0,2;"Muy buena / ";0,18;9;18;Muy buena / Oso ona;32;4;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;07:00;0,19;"Muy buena / ";0,17;7;17;Muy buena / Oso ona;28;10;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;06:00;0,18;"Muy buena / ";0,17;5;12;Muy buena / Oso ona;19;11;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;05:00;0,17;"Muy buena / ";0,17;3;12;Muy buena / Oso ona;17;6;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;04:00;0,21;"Muy buena / ";0,18;7;23;Muy buena / Oso ona;34;2;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;03:00;0,15;"Muy buena / ";0,18;2;7;Muy buena / Oso ona;10;4;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;02:00;0,16;"Muy buena / ";0,19;2;7;Muy buena / Oso ona;10;8;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
21/10/2017;01:00;0,15;"Muy buena / ";0,18;1;7;Muy buena / Oso ona;9;6;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;24:00;0,14;"Muy buena / ";0,18;1;8;Muy buena / Oso ona;10;4;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;23:00;0,14;"Muy buena / ";0,18;1;10;Muy buena / Oso ona;12;2;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;22:00;0,24;"Muy buena / ";0,19;6;32;Muy buena / Oso ona;42;19;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;21:00;0,23;"Muy buena / ";;6;30;Muy buena / Oso ona;38;15;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;20:00;0,22;"Muy buena / ";;6;41;Muy buena / Oso ona;49;14;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;19:00;0,21;"Muy buena / ";;6;39;Muy buena / Oso ona;47;8;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;18:00;0,12;"Muy buena / ";;2;22;Muy buena / Oso ona;25;21;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;17:00;0,11;"Muy buena / ";;5;23;Muy buena / Oso ona;30;13;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;16:00;;"Sin datos / ";;4;15;Muy buena / Oso ona;21;5;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;15:00;;"Sin datos / ";;4;12;Muy buena / Oso ona;19;6;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;14:00;;"Sin datos / ";;4;12;Muy buena / Oso ona;17;13;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;13:00;;"Sin datos / ";;5;12;Muy buena / Oso ona;19;12;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;12:00;;"Sin datos / ";0,28;5;11;Muy buena / Oso ona;18;14;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;11:00;;"Sin datos / ";0,28;7;13;Muy buena / Oso ona;24;10;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;10:00;0,16;"Muy buena / ";0,27;9;17;Muy buena / Oso ona;30;16;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;09:00;0,29;"Muy buena / ";0,28;43;43;Muy buena / Oso ona;109;23;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;08:00;0,35;"Muy buena / ";0,27;57;52;Muy buena / Oso ona;140;26;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona
20/10/2017;07:00;0,36;"Muy buena / ";0,25;49;59;Muy buena / Oso ona;135;23;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona
20/10/2017;06:00;0,27;"Muy buena / ";0,23;18;37;Muy buena / Oso ona;64;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;05:00;0,27;"Muy buena / ";0,23;16;34;Muy buena / Oso ona;58;22;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;04:00;0,29;"Muy buena / ";0,25;9;36;Muy buena / Oso ona;49;15;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;03:00;0,19;"Muy buena / ";0,26;3;17;Muy buena / Oso ona;21;11;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;02:00;0,19;"Muy buena / ";0,27;3;17;Muy buena / Oso ona;22;16;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
20/10/2017;01:00;0,2;"Muy buena / ";0,28;2;19;Muy buena / Oso ona;22;12;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;24:00;0,21;"Muy buena / ";0,27;3;26;Muy buena / Oso ona;30;17;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;23:00;0,21;"Muy buena / ";0,27;9;30;Muy buena / Oso ona;43;18;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;22:00;0,3;"Muy buena / ";0,28;20;46;Muy buena / Oso ona;77;26;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;21:00;0,36;"Muy buena / ";;29;46;Muy buena / Oso ona;90;20;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;20:00;0,37;"Muy buena / ";;36;70;Muy buena / Oso ona;124;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;19:00;0,25;"Muy buena / ";;10;53;Muy buena / Oso ona;67;14;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;18:00;0,21;"Muy buena / ";;4;37;Muy buena / Oso ona;43;4;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;17:00;0,14;"Muy buena / ";;3;23;Muy buena / Oso ona;28;5;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;16:00;;"Sin datos / ";;4;15;Muy buena / Oso ona;21;10;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;15:00;;"Sin datos / ";;4;12;Muy buena / Oso ona;18;8;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;14:00;;"Sin datos / ";;7;13;Muy buena / Oso ona;23;4;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;13:00;;"Sin datos / ";;3;8;Muy buena / Oso ona;13;10;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;12:00;;"Sin datos / ";0,21;6;13;Muy buena / Oso ona;22;15;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;11:00;0,15;"Muy buena / ";0,19;12;20;Muy buena / Oso ona;38;13;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;10:00;0,13;"Muy buena / ";0,18;13;27;Muy buena / Oso ona;47;12;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;09:00;0,2;"Muy buena / ";0,18;16;37;Muy buena / Oso ona;62;14;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;08:00;0,28;"Muy buena / ";0,17;31;60;Muy buena / Oso ona;107;16;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;07:00;0,35;"Muy buena / ";0,15;31;69;Muy buena / Oso ona;117;5;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;06:00;0,17;"Muy buena / ";0,13;9;35;Muy buena / Oso ona;49;6;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;05:00;0,13;"Muy buena / ";0,13;3;16;Muy buena / Oso ona;20;7;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;04:00;0,12;"Muy buena / ";0,13;3;9;Muy buena / Oso ona;14;8;Muy buena / Oso ona;3;Muy buena / Oso ona;0;Muy buena / Oso ona
19/10/2017;03:00;;"Sin datos / ";0,15;1;4;Muy buena / Oso ona;6;2;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;02:00;0,12;"Muy buena / ";0,17;1;7;Muy buena / Oso ona;9;2;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
19/10/2017;01:00;0,12;"Muy buena / ";0,19;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;24:00;0,13;"Muy buena / ";0,21;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;23:00;0,15;"Muy buena / ";0,21;1;10;Muy buena / Oso ona;12;10;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;22:00;0,17;"Muy buena / ";0,21;3;14;Muy buena / Oso ona;18;9;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;21:00;0,18;"Muy buena / ";0,22;11;24;Muy buena / Oso ona;41;13;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;20:00;0,25;"Muy buena / ";0,22;10;26;Muy buena / Oso ona;40;14;Muy buena / Oso ona;10;Muy buena / Oso ona;0;Muy buena / Oso ona
18/10/2017;19:00;0,24;"Muy buena / ";0,22;11;31;Muy buena / Oso ona;47;15;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;18:00;0,25;"Muy buena / ";0,21;12;34;Muy buena / Oso ona;52;15;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;17:00;0,26;"Muy buena / ";0,22;16;39;Muy buena / Oso ona;64;15;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;16:00;0,2;"Muy buena / ";0,21;6;29;Muy buena / Oso ona;38;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0;Muy buena / Oso ona
18/10/2017;15:00;0,17;"Muy buena / ";0,22;4;21;Muy buena / Oso ona;26;4;Muy buena / Oso ona;6;Muy buena / Oso ona;0;Muy buena / Oso ona
18/10/2017;14:00;0,2;"Muy buena / ";0,23;8;21;Muy buena / Oso ona;33;8;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;13:00;0,21;"Muy buena / ";0,23;7;23;Muy buena / Oso ona;34;15;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;12:00;;"Sin datos / ";0,22;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
18/10/2017;11:00;;"Sin datos / ";0,21;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
18/10/2017;10:00;0,27;"Muy buena / ";0,2;23;52;Muy buena / Oso ona;88;20;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;09:00;0,21;"Muy buena / ";0,18;17;39;Muy buena / Oso ona;65;12;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;08:00;0,22;"Muy buena / ";0,17;14;39;Muy buena / Oso ona;61;17;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;07:00;0,24;"Muy buena / ";0,16;12;46;Muy buena / Oso ona;65;18;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;06:00;0,2;"Muy buena / ";0,14;5;28;Muy buena / Oso ona;35;16;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;05:00;0,16;"Muy buena / ";0,13;3;14;Muy buena / Oso ona;18;15;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;04:00;0,14;"Muy buena / ";0,13;2;9;Muy buena / Oso ona;12;18;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;03:00;0,13;"Muy buena / ";0,13;1;7;Muy buena / Oso ona;9;20;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;02:00;0,13;"Muy buena / ";0,14;1;6;Muy buena / Oso ona;8;20;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;01:00;0,12;"Muy buena / ";0,15;1;5;Muy buena / Oso ona;7;21;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;24:00;0,12;"Muy buena / ";0,15;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;23:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;22:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;21:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;20:00;0,17;"Muy buena / ";;4;26;Muy buena / Oso ona;31;27;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;19:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;18:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;17:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;16:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;15:00;;"Sin datos / ";;4;15;Muy buena / Oso ona;20;28;Muy buena / Oso ona;18;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;14:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;13:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;12:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;11:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;10:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;09:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
17/10/2017;08:00;0,16;"Muy buena / ";;14;39;Muy buena / Oso ona;61;33;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;07:00;0,2;"Muy buena / ";;21;57;Muy buena / Oso ona;88;25;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;06:00;0,13;"Muy buena / ";;6;21;Muy buena / Oso ona;30;23;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;05:00;;"Sin datos / ";;3;12;Muy buena / Oso ona;16;23;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;04:00;;"Sin datos / ";;1;9;Muy buena / Oso ona;12;27;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;03:00;;"Sin datos / ";;1;4;Muy buena / Oso ona;6;18;Muy buena / Oso ona;10;Muy buena / Oso ona;0;Muy buena / Oso ona
17/10/2017;02:00;;"Sin datos / ";;1;5;Muy buena / Oso ona;7;20;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona
17/10/2017;01:00;;"Sin datos / ";0,23;1;5;Muy buena / Oso ona;7;29;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;24:00;0,16;"Muy buena / ";0,22;2;30;Muy buena / Oso ona;33;33;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;23:00;0,17;"Muy buena / ";0,22;2;27;Muy buena / Oso ona;29;35;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;22:00;0,19;"Muy buena / ";0,23;2;26;Muy buena / Oso ona;29;35;Muy buena / Oso ona;18;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;21:00;0,32;"Muy buena / ";;9;60;Muy buena / Oso ona;73;42;Buena / Ona;21;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;20:00;0,29;"Muy buena / ";;6;33;Muy buena / Oso ona;42;50;Buena / Ona;24;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;19:00;0,27;"Muy buena / ";;13;32;Muy buena / Oso ona;52;50;Buena / Ona;17;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;18:00;0,17;"Muy buena / ";;6;30;Muy buena / Oso ona;40;35;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;17:00;0,14;"Muy buena / ";;6;32;Muy buena / Oso ona;40;32;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;16:00;;"Sin datos / ";;4;17;Muy buena / Oso ona;22;32;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;15:00;;"Sin datos / ";;3;11;Muy buena / Oso ona;16;28;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;14:00;;"Sin datos / ";;3;10;Muy buena / Oso ona;14;26;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;13:00;;"Sin datos / ";;4;11;Muy buena / Oso ona;17;23;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;12:00;;"Sin datos / ";;5;9;Muy buena / Oso ona;16;22;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;11:00;;"Sin datos / ";;6;12;Muy buena / Oso ona;21;38;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;10:00;;"Sin datos / ";;7;14;Muy buena / Oso ona;25;26;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;09:00;0,12;"Muy buena / ";;6;15;Muy buena / Oso ona;24;22;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;08:00;0,12;"Muy buena / ";;5;22;Muy buena / Oso ona;29;21;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;07:00;0,12;"Muy buena / ";;3;21;Muy buena / Oso ona;25;22;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;06:00;0,12;"Muy buena / ";;4;15;Muy buena / Oso ona;20;22;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;05:00;;"Sin datos / ";;2;7;Muy buena / Oso ona;10;27;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;04:00;0,11;"Muy buena / ";;3;6;Muy buena / Oso ona;11;23;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;03:00;;"Sin datos / ";;1;2;Muy buena / Oso ona;4;23;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/10/2017;02:00;;"Sin datos / ";;1;3;Muy buena / Oso ona;5;23;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona
