Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
29/06/2017;07:00;1;15;Muy buena / Oso ona;17;49;"Muy buena / ";56;5;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
29/06/2017;06:00;1;10;Muy buena / Oso ona;12;51;"Muy buena / ";59;6;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
29/06/2017;05:00;0;8;Muy buena / Oso ona;8;55;"Muy buena / ";61;5;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
29/06/2017;04:00;0;5;Muy buena / Oso ona;5;58;"Muy buena / ";61;7;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
29/06/2017;03:00;0;4;Muy buena / Oso ona;4;;"Sin datos / ";61;11;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
29/06/2017;02:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";61;9;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
29/06/2017;01:00;0;4;Muy buena / Oso ona;4;63;"Buena / ";60;10;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;24:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";59;14;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;23:00;0;5;Muy buena / Oso ona;5;64;"Buena / ";60;11;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;22:00;0;6;Muy buena / Oso ona;6;63;"Buena / ";61;15;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;21:00;0;7;Muy buena / Oso ona;7;60;"Muy buena / ";61;15;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;20:00;0;12;Muy buena / Oso ona;12;56;"Muy buena / ";62;21;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;19:00;0;11;Muy buena / Oso ona;12;57;"Muy buena / ";63;20;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/06/2017;18:00;1;9;Muy buena / Oso ona;11;58;"Muy buena / ";62;18;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;17:00;1;10;Muy buena / Oso ona;12;56;"Muy buena / ";62;17;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;16:00;1;11;Muy buena / Oso ona;13;66;"Buena / ";61;21;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;15:00;1;9;Muy buena / Oso ona;11;70;"Buena / ";56;12;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;14:00;1;8;Muy buena / Oso ona;10;67;"Buena / ";49;6;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;13:00;1;4;Muy buena / Oso ona;6;66;"Buena / ";42;8;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;12:00;1;6;Muy buena / Oso ona;8;63;"Buena / ";34;8;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
28/06/2017;11:00;2;10;Muy buena / Oso ona;13;52;"Muy buena / ";28;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
28/06/2017;10:00;1;7;Muy buena / Oso ona;9;53;"Muy buena / ";23;4;Muy buena / Oso ona;1;Muy buena / Oso ona;6;Muy buena / Oso ona
28/06/2017;09:00;1;5;Muy buena / Oso ona;7;51;"Muy buena / ";18;6;Muy buena / Oso ona;1;Muy buena / Oso ona;7;Muy buena / Oso ona
28/06/2017;08:00;10;19;Muy buena / Oso ona;34;26;"Muy buena / ";14;12;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;07:00;14;32;Muy buena / Oso ona;54;11;"Muy buena / ";12;12;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;06:00;12;34;Muy buena / Oso ona;51;10;"Muy buena / ";13;12;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;05:00;6;34;Muy buena / Oso ona;42;8;"Muy buena / ";17;13;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;04:00;2;32;Muy buena / Oso ona;35;10;"Muy buena / ";22;12;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
28/06/2017;03:00;1;27;Muy buena / Oso ona;29;;"Sin datos / ";28;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
28/06/2017;02:00;1;19;Muy buena / Oso ona;21;17;"Muy buena / ";35;13;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
28/06/2017;01:00;1;17;Muy buena / Oso ona;19;19;"Muy buena / ";38;16;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;24:00;1;19;Muy buena / Oso ona;21;20;"Muy buena / ";44;17;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
27/06/2017;23:00;1;27;Muy buena / Oso ona;29;21;"Muy buena / ";46;18;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;22:00;1;30;Muy buena / Oso ona;32;30;"Muy buena / ";50;16;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;21:00;1;22;Muy buena / Oso ona;24;41;"Muy buena / ";50;13;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;20:00;1;17;Muy buena / Oso ona;19;44;"Muy buena / ";50;12;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;19:00;1;14;Muy buena / Oso ona;17;52;"Muy buena / ";50;11;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
27/06/2017;18:00;1;14;Muy buena / Oso ona;16;58;"Muy buena / ";48;7;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;17:00;2;14;Muy buena / Oso ona;17;62;"Buena / ";45;7;Muy buena / Oso ona;0;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;16:00;2;11;Muy buena / Oso ona;14;62;"Buena / ";38;7;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;15:00;3;14;Muy buena / Oso ona;19;50;"Muy buena / ";31;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
27/06/2017;14:00;4;29;Muy buena / Oso ona;35;30;"Muy buena / ";25;14;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;13:00;1;16;Muy buena / Oso ona;19;45;"Muy buena / ";22;13;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;12:00;3;15;Muy buena / Oso ona;20;42;"Muy buena / ";16;17;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;11:00;6;20;Muy buena / Oso ona;29;38;"Muy buena / ";11;23;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;10:00;10;25;Muy buena / Oso ona;39;29;"Muy buena / ";7;26;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;09:00;19;32;Muy buena / Oso ona;62;11;"Muy buena / ";4;27;Muy buena / Oso ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona
27/06/2017;08:00;24;35;Muy buena / Oso ona;71;4;"Muy buena / ";3;27;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;07:00;21;32;Muy buena / Oso ona;65;4;"Muy buena / ";3;25;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
27/06/2017;06:00;35;27;Muy buena / Oso ona;80;2;"Muy buena / ";6;26;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;05:00;23;25;Muy buena / Oso ona;60;1;"Muy buena / ";10;17;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;04:00;7;22;Muy buena / Oso ona;33;1;"Muy buena / ";15;17;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;03:00;4;21;Muy buena / Oso ona;27;;"Sin datos / ";21;17;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;02:00;1;21;Muy buena / Oso ona;23;8;"Muy buena / ";28;16;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
27/06/2017;01:00;1;24;Muy buena / Oso ona;27;7;"Muy buena / ";30;12;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;24:00;1;15;Muy buena / Oso ona;17;20;"Muy buena / ";36;11;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;23:00;1;19;Muy buena / Oso ona;21;21;"Muy buena / ";37;11;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;22:00;1;22;Muy buena / Oso ona;24;26;"Muy buena / ";40;15;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;21:00;1;22;Muy buena / Oso ona;25;32;"Muy buena / ";45;18;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;20:00;1;17;Muy buena / Oso ona;19;39;"Muy buena / ";49;16;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;19:00;1;14;Muy buena / Oso ona;16;44;"Muy buena / ";51;14;Muy buena / Oso ona;1;Muy buena / Oso ona;;Sin datos / Daturik gabe
26/06/2017;18:00;2;13;Muy buena / Oso ona;15;44;"Muy buena / ";52;9;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;17:00;2;10;Muy buena / Oso ona;13;47;"Muy buena / ";53;7;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;16:00;3;10;Muy buena / Oso ona;14;46;"Muy buena / ";50;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;15:00;3;17;Muy buena / Oso ona;21;44;"Muy buena / ";45;11;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;14:00;1;9;Muy buena / Oso ona;11;60;"Muy buena / ";40;11;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;13:00;1;8;Muy buena / Oso ona;10;65;"Buena / ";33;11;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;12:00;2;10;Muy buena / Oso ona;13;58;"Muy buena / ";25;24;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;11:00;5;17;Muy buena / Oso ona;25;49;"Muy buena / ";18;17;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;10:00;4;14;Muy buena / Oso ona;21;55;"Muy buena / ";12;19;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;09:00;17;29;Muy buena / Oso ona;55;19;"Muy buena / ";6;27;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;08:00;25;31;Muy buena / Oso ona;69;7;"Muy buena / ";4;25;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;07:00;19;32;Muy buena / Oso ona;60;6;"Muy buena / ";4;29;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona
26/06/2017;06:00;21;34;Muy buena / Oso ona;67;2;"Muy buena / ";5;23;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;05:00;14;27;Muy buena / Oso ona;48;1;"Muy buena / ";7;20;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;04:00;5;25;Muy buena / Oso ona;32;3;"Muy buena / ";11;19;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;03:00;4;25;Muy buena / Oso ona;31;;"Sin datos / ";17;15;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;02:00;1;24;Muy buena / Oso ona;26;5;"Muy buena / ";24;17;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
26/06/2017;01:00;2;25;Muy buena / Oso ona;29;10;"Muy buena / ";27;15;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona
25/06/2017;24:00;2;24;Muy buena / Oso ona;27;9;"Muy buena / ";32;15;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;23:00;1;23;Muy buena / Oso ona;25;10;"Muy buena / ";35;18;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;22:00;1;30;Muy buena / Oso ona;32;13;"Muy buena / ";41;14;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;21:00;1;17;Muy buena / Oso ona;19;29;"Muy buena / ";47;12;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;20:00;1;15;Muy buena / Oso ona;17;35;"Muy buena / ";50;12;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;19:00;1;8;Muy buena / Oso ona;10;46;"Muy buena / ";52;15;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
25/06/2017;18:00;1;9;Muy buena / Oso ona;11;44;"Muy buena / ";52;15;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;17:00;1;7;Muy buena / Oso ona;9;47;"Muy buena / ";51;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;16:00;1;7;Muy buena / Oso ona;9;54;"Muy buena / ";48;13;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;15:00;1;4;Muy buena / Oso ona;6;60;"Muy buena / ";43;15;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;14:00;1;4;Muy buena / Oso ona;6;61;"Buena / ";36;14;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;13:00;1;5;Muy buena / Oso ona;6;56;"Muy buena / ";29;16;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;12:00;1;6;Muy buena / Oso ona;8;47;"Muy buena / ";22;14;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
25/06/2017;11:00;1;7;Muy buena / Oso ona;9;43;"Muy buena / ";17;14;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
25/06/2017;10:00;1;9;Muy buena / Oso ona;11;38;"Muy buena / ";12;16;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
25/06/2017;09:00;5;12;Muy buena / Oso ona;20;25;"Muy buena / ";8;21;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
25/06/2017;08:00;6;13;Muy buena / Oso ona;22;13;"Muy buena / ";7;18;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;07:00;6;15;Muy buena / Oso ona;24;7;"Muy buena / ";6;28;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;06:00;13;19;Muy buena / Oso ona;39;3;"Muy buena / ";10;27;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
25/06/2017;05:00;3;17;Muy buena / Oso ona;22;3;"Muy buena / ";16;20;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;04:00;4;20;Muy buena / Oso ona;26;3;"Muy buena / ";22;19;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;03:00;1;18;Muy buena / Oso ona;20;;"Sin datos / ";28;14;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;02:00;1;15;Muy buena / Oso ona;17;13;"Muy buena / ";35;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
25/06/2017;01:00;1;15;Muy buena / Oso ona;17;15;"Muy buena / ";37;9;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
24/06/2017;24:00;1;13;Muy buena / Oso ona;15;24;"Muy buena / ";42;12;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona
24/06/2017;23:00;1;13;Muy buena / Oso ona;15;30;"Muy buena / ";43;7;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona
24/06/2017;22:00;0;11;Muy buena / Oso ona;11;40;"Muy buena / ";45;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
24/06/2017;21:00;1;12;Muy buena / Oso ona;13;37;"Muy buena / ";46;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
24/06/2017;20:00;0;12;Muy buena / Oso ona;12;40;"Muy buena / ";46;12;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
24/06/2017;19:00;0;6;Muy buena / Oso ona;6;48;"Muy buena / ";47;14;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/06/2017;18:00;1;4;Muy buena / Oso ona;6;50;"Muy buena / ";47;15;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona
24/06/2017;17:00;1;5;Muy buena / Oso ona;7;50;"Muy buena / ";45;13;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
24/06/2017;16:00;1;6;Muy buena / Oso ona;8;48;"Muy buena / ";43;14;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
24/06/2017;15:00;1;9;Muy buena / Oso ona;12;50;"Muy buena / ";42;12;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;14:00;2;14;Muy buena / Oso ona;18;44;"Muy buena / ";40;14;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;13:00;2;22;Muy buena / Oso ona;26;38;"Muy buena / ";37;15;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;12:00;2;21;Muy buena / Oso ona;24;46;"Muy buena / ";36;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
24/06/2017;11:00;1;11;Muy buena / Oso ona;13;50;"Muy buena / ";35;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
24/06/2017;10:00;2;18;Muy buena / Oso ona;21;37;"Muy buena / ";33;19;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;09:00;2;19;Muy buena / Oso ona;22;32;"Muy buena / ";33;17;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;08:00;2;18;Muy buena / Oso ona;21;35;"Muy buena / ";34;16;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;07:00;1;13;Muy buena / Oso ona;15;35;"Muy buena / ";34;18;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;06:00;2;23;Muy buena / Oso ona;26;21;"Muy buena / ";35;20;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;05:00;1;14;Muy buena / Oso ona;16;29;"Muy buena / ";39;19;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;04:00;1;10;Muy buena / Oso ona;11;38;"Muy buena / ";42;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;03:00;1;9;Muy buena / Oso ona;11;;"Sin datos / ";43;14;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;02:00;0;8;Muy buena / Oso ona;8;46;"Muy buena / ";44;18;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
24/06/2017;01:00;0;12;Muy buena / Oso ona;13;43;"Muy buena / ";45;22;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;24:00;1;15;Muy buena / Oso ona;17;41;"Muy buena / ";47;28;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;23:00;1;16;Muy buena / Oso ona;18;41;"Muy buena / ";49;26;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;22:00;0;17;Muy buena / Oso ona;17;45;"Muy buena / ";52;34;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;21:00;1;19;Muy buena / Oso ona;21;43;"Muy buena / ";52;33;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;20:00;1;14;Muy buena / Oso ona;16;46;"Muy buena / ";52;26;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;19:00;1;16;Muy buena / Oso ona;18;47;"Muy buena / ";50;21;Muy buena / Oso ona;8;Muy buena / Oso ona;;Sin datos / Daturik gabe
23/06/2017;18:00;1;14;Muy buena / Oso ona;16;51;"Muy buena / ";50;18;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;17:00;1;7;Muy buena / Oso ona;9;59;"Muy buena / ";49;19;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;16:00;1;7;Muy buena / Oso ona;9;61;"Buena / ";45;19;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;15:00;1;10;Muy buena / Oso ona;12;60;"Muy buena / ";40;22;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;14:00;2;17;Muy buena / Oso ona;20;52;"Muy buena / ";36;30;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;13:00;5;29;Muy buena / Oso ona;38;38;"Muy buena / ";33;31;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;12:00;6;35;Muy buena / Oso ona;43;30;"Muy buena / ";34;25;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;11:00;1;17;Muy buena / Oso ona;19;48;"Muy buena / ";35;27;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;10:00;2;21;Muy buena / Oso ona;24;43;"Muy buena / ";35;31;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;09:00;4;33;Muy buena / Oso ona;40;31;"Muy buena / ";34;40;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;08:00;7;42;Muy buena / Oso ona;53;19;"Muy buena / ";36;32;Muy buena / Oso ona;18;Muy buena / Oso ona;5;Muy buena / Oso ona
23/06/2017;07:00;5;35;Muy buena / Oso ona;43;25;"Muy buena / ";39;34;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;06:00;2;31;Muy buena / Oso ona;34;31;"Muy buena / ";44;31;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;05:00;0;14;Muy buena / Oso ona;15;45;"Muy buena / ";48;29;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;04:00;0;13;Muy buena / Oso ona;13;41;"Muy buena / ";51;26;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;03:00;0;11;Muy buena / Oso ona;11;;"Sin datos / ";54;28;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;02:00;0;11;Muy buena / Oso ona;11;45;"Muy buena / ";56;29;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
23/06/2017;01:00;0;11;Muy buena / Oso ona;11;46;"Muy buena / ";57;22;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
22/06/2017;24:00;0;8;Muy buena / Oso ona;8;51;"Muy buena / ";60;22;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
22/06/2017;23:00;0;10;Muy buena / Oso ona;10;53;"Muy buena / ";60;21;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
22/06/2017;22:00;0;10;Muy buena / Oso ona;10;57;"Muy buena / ";62;21;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
22/06/2017;21:00;0;11;Muy buena / Oso ona;11;60;"Muy buena / ";63;19;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
22/06/2017;20:00;0;11;Muy buena / Oso ona;11;60;"Muy buena / ";65;18;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
22/06/2017;19:00;0;10;Muy buena / Oso ona;11;62;"Buena / ";65;16;Muy buena / Oso ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe
22/06/2017;18:00;1;9;Muy buena / Oso ona;10;64;"Buena / ";65;15;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
22/06/2017;17:00;1;8;Muy buena / Oso ona;10;65;"Buena / ";63;18;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
22/06/2017;16:00;1;16;Muy buena / Oso ona;18;60;"Muy buena / ";61;17;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
22/06/2017;15:00;1;11;Muy buena / Oso ona;13;66;"Buena / ";61;18;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
22/06/2017;14:00;1;13;Muy buena / Oso ona;15;70;"Buena / ";59;;Sin datos / Daturik gabe;16;Muy buena / Oso ona;5;Muy buena / Oso ona
22/06/2017;13:00;1;15;Muy buena / Oso ona;17;69;"Buena / ";59;33;Muy buena / Oso ona;22;Muy buena / Oso ona;5;Muy buena / Oso ona
22/06/2017;12:00;2;18;Muy buena / Oso ona;21;63;"Buena / ";59;30;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona
22/06/2017;11:00;1;15;Muy buena / Oso ona;18;60;"Muy buena / ";61;30;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
