Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;10;33;Muy buena / Oso ona;49;2;"Muy buena / ";5;22;Muy buena / Oso ona;15;Muy buena / Oso ona;11;Muy buena / Oso ona
29/10/2017;06:00;5;29;Muy buena / Oso ona;37;3;"Muy buena / ";6;15;Muy buena / Oso ona;16;Muy buena / Oso ona;9;Muy buena / Oso ona
29/10/2017;05:00;2;27;Muy buena / Oso ona;30;6;"Muy buena / ";8;17;Muy buena / Oso ona;18;Muy buena / Oso ona;9;Muy buena / Oso ona
29/10/2017;04:00;3;27;Muy buena / Oso ona;31;6;"Muy buena / ";9;21;Muy buena / Oso ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona
29/10/2017;03:00;1;27;Muy buena / Oso ona;29;;"Sin datos / ";14;20;Muy buena / Oso ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona
29/10/2017;02:00;1;29;Muy buena / Oso ona;31;8;"Muy buena / ";18;18;Muy buena / Oso ona;15;Muy buena / Oso ona;7;Muy buena / Oso ona
29/10/2017;01:00;2;34;Muy buena / Oso ona;36;8;"Muy buena / ";23;25;Muy buena / Oso ona;19;Muy buena / Oso ona;8;Muy buena / Oso ona
28/10/2017;24:00;1;32;Muy buena / Oso ona;34;14;"Muy buena / ";30;26;Muy buena / Oso ona;20;Muy buena / Oso ona;6;Muy buena / Oso ona
28/10/2017;23:00;3;44;Muy buena / Oso ona;49;7;"Muy buena / ";34;20;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona
28/10/2017;22:00;4;49;Muy buena / Oso ona;55;11;"Muy buena / ";41;12;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;21:00;6;54;Muy buena / Oso ona;62;14;"Muy buena / ";47;11;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;20:00;1;30;Muy buena / Oso ona;31;38;"Muy buena / ";53;14;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;19:00;1;44;Muy buena / Oso ona;39;31;"Muy buena / ";54;12;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;18:00;;;Sin datos / Daturik gabe;15;54;"Muy buena / ";56;11;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;17:00;;;Sin datos / Daturik gabe;14;56;"Muy buena / ";50;13;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;16:00;;;Sin datos / Daturik gabe;7;63;"Buena / ";44;16;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;15:00;;;Sin datos / Daturik gabe;12;60;"Muy buena / ";37;8;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;14:00;;;Sin datos / Daturik gabe;7;60;"Muy buena / ";31;16;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;13:00;1;7;Muy buena / Oso ona;9;59;"Muy buena / ";29;20;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;12:00;2;12;Muy buena / Oso ona;15;50;"Muy buena / ";29;19;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;11:00;3;23;Muy buena / Oso ona;27;42;"Muy buena / ";30;27;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;10:00;20;47;Muy buena / Oso ona;78;12;"Muy buena / ";34;31;Muy buena / Oso ona;21;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;09:00;19;44;Muy buena / Oso ona;74;7;"Muy buena / ";37;26;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;08:00;17;51;Muy buena / Oso ona;76;5;"Muy buena / ";45;20;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;07:00;5;44;Muy buena / Oso ona;52;15;"Muy buena / ";52;17;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;06:00;;;Sin datos / Daturik gabe;22;41;"Muy buena / ";60;16;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;05:00;;;Sin datos / Daturik gabe;9;57;"Muy buena / ";62;17;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona
28/10/2017;04:00;;;Sin datos / Daturik gabe;6;64;"Buena / ";61;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;03:00;;;Sin datos / Daturik gabe;3;;"Sin datos / ";60;16;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;02:00;;;Sin datos / Daturik gabe;4;67;"Buena / ";56;16;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
28/10/2017;01:00;;;Sin datos / Daturik gabe;7;66;"Buena / ";56;15;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;24:00;;;Sin datos / Daturik gabe;9;64;"Buena / ";54;14;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;23:00;;;Sin datos / Daturik gabe;8;62;"Buena / ";54;14;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;22:00;;;Sin datos / Daturik gabe;11;58;"Muy buena / ";52;18;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
27/10/2017;21:00;;;Sin datos / Daturik gabe;19;50;"Muy buena / ";51;15;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
27/10/2017;20:00;1;14;Muy buena / Oso ona;15;54;"Muy buena / ";51;21;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
27/10/2017;19:00;1;20;Muy buena / Oso ona;22;48;"Muy buena / ";50;20;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
27/10/2017;18:00;;;Sin datos / Daturik gabe;19;51;"Muy buena / ";43;16;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
27/10/2017;17:00;;;Sin datos / Daturik gabe;16;53;"Muy buena / ";35;19;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
27/10/2017;16:00;2;17;Muy buena / Oso ona;20;52;"Muy buena / ";27;23;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
27/10/2017;15:00;1;25;Muy buena / Oso ona;27;47;"Muy buena / ";18;22;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona
27/10/2017;14:00;2;19;Muy buena / Oso ona;22;52;"Muy buena / ";11;9;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona
27/10/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";2;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
27/10/2017;12:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";2;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
27/10/2017;11:00;82;55;Muy buena / Oso ona;181;5;"Muy buena / ";2;53;Buena / Ona;31;Buena / Ona;30;Muy buena / Oso ona
27/10/2017;10:00;91;49;Muy buena / Oso ona;188;3;"Muy buena / ";2;49;Buena / Ona;33;Buena / Ona;22;Muy buena / Oso ona
27/10/2017;09:00;123;45;Muy buena / Oso ona;233;2;"Muy buena / ";2;50;Buena / Ona;34;Buena / Ona;18;Muy buena / Oso ona
27/10/2017;08:00;101;42;Muy buena / Oso ona;197;2;"Muy buena / ";2;52;Buena / Ona;29;Buena / Ona;14;Muy buena / Oso ona
27/10/2017;07:00;101;44;Muy buena / Oso ona;199;2;"Muy buena / ";2;49;Buena / Ona;27;Buena / Ona;10;Muy buena / Oso ona
27/10/2017;06:00;81;44;Muy buena / Oso ona;168;1;"Muy buena / ";2;36;Muy buena / Oso ona;23;Muy buena / Oso ona;9;Muy buena / Oso ona
27/10/2017;05:00;38;40;Muy buena / Oso ona;98;2;"Muy buena / ";2;31;Muy buena / Oso ona;21;Muy buena / Oso ona;9;Muy buena / Oso ona
27/10/2017;04:00;18;43;Muy buena / Oso ona;70;2;"Muy buena / ";2;27;Muy buena / Oso ona;23;Muy buena / Oso ona;9;Muy buena / Oso ona
27/10/2017;03:00;28;38;Muy buena / Oso ona;80;;"Sin datos / ";2;27;Muy buena / Oso ona;20;Muy buena / Oso ona;8;Muy buena / Oso ona
27/10/2017;02:00;9;38;Muy buena / Oso ona;51;4;"Muy buena / ";3;28;Muy buena / Oso ona;20;Muy buena / Oso ona;7;Muy buena / Oso ona
27/10/2017;01:00;11;44;Muy buena / Oso ona;60;2;"Muy buena / ";8;27;Muy buena / Oso ona;19;Muy buena / Oso ona;8;Muy buena / Oso ona
26/10/2017;24:00;12;51;Muy buena / Oso ona;69;2;"Muy buena / ";16;32;Muy buena / Oso ona;23;Muy buena / Oso ona;7;Muy buena / Oso ona
26/10/2017;23:00;18;53;Muy buena / Oso ona;81;1;"Muy buena / ";23;34;Muy buena / Oso ona;24;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;22:00;24;59;Muy buena / Oso ona;95;2;"Muy buena / ";32;37;Muy buena / Oso ona;23;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;21:00;22;66;Muy buena / Oso ona;100;2;"Muy buena / ";42;27;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;20:00;19;75;Muy buena / Oso ona;104;3;"Muy buena / ";50;29;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;19:00;15;81;Muy buena / Oso ona;103;9;"Muy buena / ";56;27;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;18:00;2;51;Muy buena / Oso ona;53;39;"Muy buena / ";58;24;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;17:00;1;32;Muy buena / Oso ona;34;54;"Muy buena / ";55;22;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
26/10/2017;16:00;1;20;Muy buena / Oso ona;22;70;"Buena / ";48;20;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;15:00;1;12;Muy buena / Oso ona;15;79;"Buena / ";40;28;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;14:00;1;14;Muy buena / Oso ona;17;83;"Buena / ";30;27;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona
26/10/2017;13:00;4;25;Muy buena / Oso ona;31;63;"Buena / ";20;25;Muy buena / Oso ona;12;Muy buena / Oso ona;10;Muy buena / Oso ona
26/10/2017;12:00;5;24;Muy buena / Oso ona;32;51;"Muy buena / ";13;37;Muy buena / Oso ona;20;Muy buena / Oso ona;9;Muy buena / Oso ona
26/10/2017;11:00;19;39;Muy buena / Oso ona;67;25;"Muy buena / ";10;47;Buena / Ona;27;Buena / Ona;6;Muy buena / Oso ona
26/10/2017;10:00;34;54;Muy buena / Oso ona;106;11;"Muy buena / ";11;42;Buena / Ona;22;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;09:00;88;76;Muy buena / Oso ona;211;4;"Muy buena / ";11;38;Muy buena / Oso ona;23;Muy buena / Oso ona;7;Muy buena / Oso ona
26/10/2017;08:00;111;76;Muy buena / Oso ona;246;2;"Muy buena / ";14;35;Muy buena / Oso ona;23;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;07:00;90;74;Muy buena / Oso ona;212;2;"Muy buena / ";16;33;Muy buena / Oso ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona
26/10/2017;06:00;39;70;Muy buena / Oso ona;129;2;"Muy buena / ";16;23;Muy buena / Oso ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;05:00;16;53;Muy buena / Oso ona;77;6;"Muy buena / ";16;23;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
26/10/2017;04:00;1;25;Muy buena / Oso ona;28;31;"Muy buena / ";15;20;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;03:00;1;21;Muy buena / Oso ona;22;;"Sin datos / ";11;20;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;02:00;1;25;Muy buena / Oso ona;27;30;"Muy buena / ";6;20;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona
26/10/2017;01:00;1;36;Muy buena / Oso ona;38;20;"Muy buena / ";5;21;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona
25/10/2017;24:00;3;46;Muy buena / Oso ona;50;12;"Muy buena / ";3;26;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona
25/10/2017;23:00;10;59;Muy buena / Oso ona;74;5;"Muy buena / ";5;31;Muy buena / Oso ona;21;Muy buena / Oso ona;8;Muy buena / Oso ona
25/10/2017;22:00;29;69;Muy buena / Oso ona;113;2;"Muy buena / ";8;35;Muy buena / Oso ona;26;Buena / Ona;7;Muy buena / Oso ona
25/10/2017;21:00;63;71;Muy buena / Oso ona;167;2;"Muy buena / ";10;27;Muy buena / Oso ona;29;Buena / Ona;7;Muy buena / Oso ona
25/10/2017;20:00;81;80;Muy buena / Oso ona;203;2;"Muy buena / ";12;44;Buena / Ona;22;Muy buena / Oso ona;9;Muy buena / Oso ona
25/10/2017;19:00;75;87;Muy buena / Oso ona;202;2;"Muy buena / ";13;42;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona
25/10/2017;18:00;32;93;Muy buena / Oso ona;142;2;"Muy buena / ";13;43;Buena / Ona;20;Muy buena / Oso ona;15;Muy buena / Oso ona
25/10/2017;17:00;20;86;Muy buena / Oso ona;117;9;"Muy buena / ";14;48;Buena / Ona;18;Muy buena / Oso ona;18;Muy buena / Oso ona
25/10/2017;16:00;22;73;Muy buena / Oso ona;107;19;"Muy buena / ";13;47;Buena / Ona;19;Muy buena / Oso ona;19;Muy buena / Oso ona
25/10/2017;15:00;23;64;Muy buena / Oso ona;99;25;"Muy buena / ";11;53;Buena / Ona;24;Muy buena / Oso ona;16;Muy buena / Oso ona
25/10/2017;14:00;49;80;Muy buena / Oso ona;156;17;"Muy buena / ";8;46;Buena / Ona;21;Muy buena / Oso ona;18;Muy buena / Oso ona
25/10/2017;13:00;36;65;Muy buena / Oso ona;120;17;"Muy buena / ";6;37;Muy buena / Oso ona;24;Muy buena / Oso ona;23;Muy buena / Oso ona
25/10/2017;12:00;37;61;Muy buena / Oso ona;117;10;"Muy buena / ";4;70;Mejorable / Hobetzeko modukoa;37;Buena / Ona;33;Muy buena / Oso ona
25/10/2017;11:00;73;58;Muy buena / Oso ona;169;7;"Muy buena / ";3;48;Buena / Ona;27;Buena / Ona;38;Muy buena / Oso ona
25/10/2017;10:00;94;52;Muy buena / Oso ona;195;5;"Muy buena / ";3;63;Mejorable / Hobetzeko modukoa;35;Buena / Ona;38;Muy buena / Oso ona
25/10/2017;09:00;132;49;Muy buena / Oso ona;251;3;"Muy buena / ";2;61;Mejorable / Hobetzeko modukoa;37;Buena / Ona;21;Muy buena / Oso ona
25/10/2017;08:00;120;48;Muy buena / Oso ona;233;2;"Muy buena / ";2;50;Buena / Ona;34;Buena / Ona;15;Muy buena / Oso ona
25/10/2017;07:00;112;47;Muy buena / Oso ona;218;2;"Muy buena / ";2;56;Buena / Ona;32;Buena / Ona;14;Muy buena / Oso ona
25/10/2017;06:00;82;46;Muy buena / Oso ona;172;2;"Muy buena / ";2;48;Buena / Ona;29;Buena / Ona;17;Muy buena / Oso ona
25/10/2017;05:00;59;41;Muy buena / Oso ona;132;2;"Muy buena / ";2;32;Muy buena / Oso ona;23;Muy buena / Oso ona;11;Muy buena / Oso ona
25/10/2017;04:00;27;39;Muy buena / Oso ona;81;2;"Muy buena / ";2;30;Muy buena / Oso ona;22;Muy buena / Oso ona;11;Muy buena / Oso ona
25/10/2017;03:00;15;46;Muy buena / Oso ona;69;;"Sin datos / ";2;28;Muy buena / Oso ona;18;Muy buena / Oso ona;13;Muy buena / Oso ona
25/10/2017;02:00;18;45;Muy buena / Oso ona;71;2;"Muy buena / ";3;29;Muy buena / Oso ona;17;Muy buena / Oso ona;11;Muy buena / Oso ona
25/10/2017;01:00;24;44;Muy buena / Oso ona;81;2;"Muy buena / ";7;26;Muy buena / Oso ona;16;Muy buena / Oso ona;10;Muy buena / Oso ona
24/10/2017;24:00;28;48;Muy buena / Oso ona;90;2;"Muy buena / ";9;28;Muy buena / Oso ona;18;Muy buena / Oso ona;12;Muy buena / Oso ona
24/10/2017;23:00;28;52;Muy buena / Oso ona;95;2;"Muy buena / ";12;28;Muy buena / Oso ona;19;Muy buena / Oso ona;8;Muy buena / Oso ona
24/10/2017;22:00;26;59;Muy buena / Oso ona;99;2;"Muy buena / ";17;31;Muy buena / Oso ona;18;Muy buena / Oso ona;6;Muy buena / Oso ona
24/10/2017;21:00;34;70;Muy buena / Oso ona;122;2;"Muy buena / ";21;25;Muy buena / Oso ona;16;Muy buena / Oso ona;6;Muy buena / Oso ona
24/10/2017;20:00;30;74;Muy buena / Oso ona;121;3;"Muy buena / ";24;24;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona
24/10/2017;19:00;17;80;Muy buena / Oso ona;106;7;"Muy buena / ";25;19;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona
24/10/2017;18:00;1;54;Muy buena / Oso ona;56;31;"Muy buena / ";25;25;Muy buena / Oso ona;15;Muy buena / Oso ona;7;Muy buena / Oso ona
24/10/2017;17:00;12;71;Muy buena / Oso ona;89;17;"Muy buena / ";22;33;Muy buena / Oso ona;13;Muy buena / Oso ona;11;Muy buena / Oso ona
24/10/2017;16:00;13;66;Muy buena / Oso ona;87;31;"Muy buena / ";21;21;Muy buena / Oso ona;8;Muy buena / Oso ona;9;Muy buena / Oso ona
24/10/2017;15:00;7;45;Muy buena / Oso ona;56;43;"Muy buena / ";18;18;Muy buena / Oso ona;10;Muy buena / Oso ona;12;Muy buena / Oso ona
24/10/2017;14:00;10;48;Muy buena / Oso ona;64;34;"Muy buena / ";12;25;Muy buena / Oso ona;11;Muy buena / Oso ona;9;Muy buena / Oso ona
24/10/2017;13:00;17;47;Muy buena / Oso ona;74;26;"Muy buena / ";8;29;Muy buena / Oso ona;9;Muy buena / Oso ona;13;Muy buena / Oso ona
24/10/2017;12:00;43;59;Muy buena / Oso ona;125;11;"Muy buena / ";5;36;Muy buena / Oso ona;16;Muy buena / Oso ona;21;Muy buena / Oso ona
24/10/2017;11:00;58;57;Muy buena / Oso ona;145;8;"Muy buena / ";4;35;Muy buena / Oso ona;16;Muy buena / Oso ona;21;Muy buena / Oso ona
24/10/2017;10:00;64;52;Muy buena / Oso ona;149;8;"Muy buena / ";5;34;Muy buena / Oso ona;16;Muy buena / Oso ona;26;Muy buena / Oso ona
24/10/2017;09:00;58;50;Muy buena / Oso ona;139;6;"Muy buena / ";4;38;Muy buena / Oso ona;17;Muy buena / Oso ona;23;Muy buena / Oso ona
24/10/2017;08:00;63;51;Muy buena / Oso ona;147;4;"Muy buena / ";4;32;Muy buena / Oso ona;16;Muy buena / Oso ona;18;Muy buena / Oso ona
24/10/2017;07:00;78;50;Muy buena / Oso ona;168;2;"Muy buena / ";4;27;Muy buena / Oso ona;15;Muy buena / Oso ona;11;Muy buena / Oso ona
24/10/2017;06:00;48;44;Muy buena / Oso ona;117;1;"Muy buena / ";3;19;Muy buena / Oso ona;12;Muy buena / Oso ona;8;Muy buena / Oso ona
24/10/2017;05:00;18;42;Muy buena / Oso ona;70;3;"Muy buena / ";4;17;Muy buena / Oso ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona
24/10/2017;04:00;13;39;Muy buena / Oso ona;58;3;"Muy buena / ";3;16;Muy buena / Oso ona;10;Muy buena / Oso ona;12;Muy buena / Oso ona
24/10/2017;03:00;14;42;Muy buena / Oso ona;63;;"Sin datos / ";3;17;Muy buena / Oso ona;12;Muy buena / Oso ona;11;Muy buena / Oso ona
24/10/2017;02:00;11;35;Muy buena / Oso ona;52;2;"Muy buena / ";2;18;Muy buena / Oso ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona
24/10/2017;01:00;15;33;Muy buena / Oso ona;56;2;"Muy buena / ";4;16;Muy buena / Oso ona;14;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;24:00;16;35;Muy buena / Oso ona;59;2;"Muy buena / ";11;20;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;23:00;17;43;Muy buena / Oso ona;68;1;"Muy buena / ";16;24;Muy buena / Oso ona;18;Muy buena / Oso ona;5;Muy buena / Oso ona
23/10/2017;22:00;22;52;Muy buena / Oso ona;85;2;"Muy buena / ";22;27;Muy buena / Oso ona;19;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;21:00;28;60;Muy buena / Oso ona;103;2;"Muy buena / ";28;29;Muy buena / Oso ona;17;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;20:00;23;70;Muy buena / Oso ona;105;2;"Muy buena / ";33;24;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;19:00;25;77;Muy buena / Oso ona;115;3;"Muy buena / ";37;25;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;18:00;15;75;Muy buena / Oso ona;98;13;"Muy buena / ";41;18;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;17:00;1;34;Muy buena / Oso ona;36;51;"Muy buena / ";40;20;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona
23/10/2017;16:00;4;31;Muy buena / Oso ona;37;52;"Muy buena / ";34;22;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona
23/10/2017;15:00;5;24;Muy buena / Oso ona;31;52;"Muy buena / ";28;10;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;14:00;6;20;Muy buena / Oso ona;28;49;"Muy buena / ";22;10;Muy buena / Oso ona;0;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;13:00;6;25;Muy buena / Oso ona;34;41;"Muy buena / ";16;15;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
23/10/2017;12:00;7;24;Muy buena / Oso ona;34;37;"Muy buena / ";11;15;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;11:00;10;25;Muy buena / Oso ona;40;29;"Muy buena / ";7;18;Muy buena / Oso ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;10:00;34;37;Muy buena / Oso ona;88;11;"Muy buena / ";3;32;Muy buena / Oso ona;14;Muy buena / Oso ona;8;Muy buena / Oso ona
23/10/2017;09:00;62;40;Muy buena / Oso ona;134;4;"Muy buena / ";2;33;Muy buena / Oso ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona
23/10/2017;08:00;50;40;Muy buena / Oso ona;117;3;"Muy buena / ";3;30;Muy buena / Oso ona;14;Muy buena / Oso ona;6;Muy buena / Oso ona
23/10/2017;07:00;63;40;Muy buena / Oso ona;136;2;"Muy buena / ";3;22;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona
23/10/2017;06:00;33;35;Muy buena / Oso ona;86;1;"Muy buena / ";5;10;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;05:00;20;32;Muy buena / Oso ona;63;2;"Muy buena / ";8;19;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;04:00;13;29;Muy buena / Oso ona;48;1;"Muy buena / ";10;20;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;03:00;3;26;Muy buena / Oso ona;31;;"Sin datos / ";12;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;02:00;1;26;Muy buena / Oso ona;28;9;"Muy buena / ";16;17;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
23/10/2017;01:00;1;22;Muy buena / Oso ona;24;11;"Muy buena / ";19;19;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
22/10/2017;24:00;1;24;Muy buena / Oso ona;26;11;"Muy buena / ";26;17;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
22/10/2017;23:00;1;23;Muy buena / Oso ona;25;14;"Muy buena / ";30;17;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
22/10/2017;22:00;1;27;Muy buena / Oso ona;30;19;"Muy buena / ";37;16;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
22/10/2017;21:00;3;38;Muy buena / Oso ona;43;14;"Muy buena / ";43;13;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona
22/10/2017;20:00;3;41;Muy buena / Oso ona;46;14;"Muy buena / ";49;17;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona
22/10/2017;19:00;2;40;Muy buena / Oso ona;43;24;"Muy buena / ";54;14;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona
22/10/2017;18:00;;;Sin datos / Daturik gabe;33;40;"Muy buena / ";55;12;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona
22/10/2017;17:00;;;Sin datos / Daturik gabe;15;58;"Muy buena / ";55;19;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
22/10/2017;16:00;;;Sin datos / Daturik gabe;14;59;"Muy buena / ";53;13;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
22/10/2017;15:00;;;Sin datos / Daturik gabe;8;66;"Buena / ";52;11;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
22/10/2017;14:00;;;Sin datos / Daturik gabe;9;66;"Buena / ";48;9;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona
22/10/2017;13:00;1;10;Muy buena / Oso ona;12;62;"Buena / ";44;3;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
22/10/2017;12:00;3;15;Muy buena / Oso ona;19;54;"Muy buena / ";42;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
