Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3)
24/05/2017;16:00;14;50;Muy buena / Oso ona;72
24/05/2017;15:00;14;42;Muy buena / Oso ona;63
24/05/2017;14:00;14;37;Muy buena / Oso ona;58
24/05/2017;13:00;11;28;Muy buena / Oso ona;45
24/05/2017;12:00;8;19;Muy buena / Oso ona;30
24/05/2017;11:00;10;24;Muy buena / Oso ona;40
24/05/2017;10:00;13;27;Muy buena / Oso ona;48
24/05/2017;09:00;15;27;Muy buena / Oso ona;49
24/05/2017;08:00;15;29;Muy buena / Oso ona;53
24/05/2017;07:00;20;38;Muy buena / Oso ona;68
24/05/2017;06:00;9;33;Muy buena / Oso ona;47
24/05/2017;05:00;5;21;Muy buena / Oso ona;29
24/05/2017;04:00;3;15;Muy buena / Oso ona;19
24/05/2017;03:00;3;9;Muy buena / Oso ona;14
24/05/2017;02:00;3;8;Muy buena / Oso ona;13
24/05/2017;01:00;3;11;Muy buena / Oso ona;16
23/05/2017;24:00;2;10;Muy buena / Oso ona;14
23/05/2017;23:00;2;9;Muy buena / Oso ona;13
23/05/2017;22:00;2;15;Muy buena / Oso ona;19
23/05/2017;21:00;6;22;Muy buena / Oso ona;31
23/05/2017;20:00;4;17;Muy buena / Oso ona;23
23/05/2017;19:00;5;17;Muy buena / Oso ona;25
23/05/2017;18:00;5;13;Muy buena / Oso ona;21
23/05/2017;17:00;6;12;Muy buena / Oso ona;21
23/05/2017;16:00;6;13;Muy buena / Oso ona;22
23/05/2017;15:00;4;8;Muy buena / Oso ona;14
23/05/2017;14:00;4;6;Muy buena / Oso ona;12
23/05/2017;13:00;5;8;Muy buena / Oso ona;17
23/05/2017;12:00;5;9;Muy buena / Oso ona;18
23/05/2017;11:00;5;11;Muy buena / Oso ona;18
23/05/2017;10:00;8;15;Muy buena / Oso ona;27
23/05/2017;09:00;7;20;Muy buena / Oso ona;31
23/05/2017;08:00;9;28;Muy buena / Oso ona;42
23/05/2017;07:00;13;52;Muy buena / Oso ona;72
23/05/2017;06:00;6;42;Muy buena / Oso ona;50
23/05/2017;05:00;4;41;Muy buena / Oso ona;47
23/05/2017;04:00;3;24;Muy buena / Oso ona;28
23/05/2017;03:00;2;6;Muy buena / Oso ona;10
23/05/2017;02:00;2;5;Muy buena / Oso ona;9
23/05/2017;01:00;2;4;Muy buena / Oso ona;8
22/05/2017;24:00;2;6;Muy buena / Oso ona;10
22/05/2017;23:00;18;19;Muy buena / Oso ona;46
22/05/2017;22:00;3;10;Muy buena / Oso ona;15
22/05/2017;21:00;4;9;Muy buena / Oso ona;15
22/05/2017;20:00;4;9;Muy buena / Oso ona;15
22/05/2017;19:00;3;10;Muy buena / Oso ona;15
22/05/2017;18:00;4;13;Muy buena / Oso ona;19
22/05/2017;17:00;4;12;Muy buena / Oso ona;18
22/05/2017;16:00;4;11;Muy buena / Oso ona;17
22/05/2017;15:00;4;12;Muy buena / Oso ona;18
22/05/2017;14:00;4;13;Muy buena / Oso ona;20
22/05/2017;13:00;5;12;Muy buena / Oso ona;20
22/05/2017;12:00;5;13;Muy buena / Oso ona;22
22/05/2017;11:00;7;16;Muy buena / Oso ona;26
22/05/2017;10:00;8;20;Muy buena / Oso ona;31
22/05/2017;09:00;8;24;Muy buena / Oso ona;37
22/05/2017;08:00;9;29;Muy buena / Oso ona;43
22/05/2017;07:00;21;55;Muy buena / Oso ona;87
22/05/2017;06:00;16;67;Muy buena / Oso ona;92
22/05/2017;05:00;5;48;Muy buena / Oso ona;55
22/05/2017;04:00;2;27;Muy buena / Oso ona;31
22/05/2017;03:00;2;20;Muy buena / Oso ona;23
22/05/2017;02:00;2;23;Muy buena / Oso ona;26
22/05/2017;01:00;2;25;Muy buena / Oso ona;28
21/05/2017;24:00;3;20;Muy buena / Oso ona;24
21/05/2017;23:00;3;28;Muy buena / Oso ona;32
21/05/2017;22:00;3;36;Muy buena / Oso ona;40
21/05/2017;21:00;3;30;Muy buena / Oso ona;35
21/05/2017;20:00;2;30;Muy buena / Oso ona;33
21/05/2017;19:00;4;30;Muy buena / Oso ona;35
21/05/2017;18:00;4;20;Muy buena / Oso ona;26
21/05/2017;17:00;5;19;Muy buena / Oso ona;26
21/05/2017;16:00;3;14;Muy buena / Oso ona;18
21/05/2017;15:00;3;11;Muy buena / Oso ona;15
21/05/2017;14:00;3;8;Muy buena / Oso ona;13
21/05/2017;13:00;4;9;Muy buena / Oso ona;14
21/05/2017;12:00;4;13;Muy buena / Oso ona;18
21/05/2017;11:00;4;14;Muy buena / Oso ona;20
21/05/2017;10:00;9;23;Muy buena / Oso ona;36
21/05/2017;09:00;12;28;Muy buena / Oso ona;47
21/05/2017;08:00;24;33;Muy buena / Oso ona;69
21/05/2017;07:00;21;34;Muy buena / Oso ona;65
21/05/2017;06:00;17;36;Muy buena / Oso ona;62
21/05/2017;05:00;9;43;Muy buena / Oso ona;57
21/05/2017;04:00;8;44;Muy buena / Oso ona;55
21/05/2017;03:00;3;40;Muy buena / Oso ona;43
21/05/2017;02:00;3;38;Muy buena / Oso ona;42
21/05/2017;01:00;2;39;Muy buena / Oso ona;42
20/05/2017;24:00;4;36;Muy buena / Oso ona;42
20/05/2017;23:00;3;43;Muy buena / Oso ona;48
20/05/2017;22:00;4;29;Muy buena / Oso ona;34
20/05/2017;21:00;3;21;Muy buena / Oso ona;26
20/05/2017;20:00;2;9;Muy buena / Oso ona;12
20/05/2017;19:00;3;9;Muy buena / Oso ona;14
20/05/2017;18:00;3;5;Muy buena / Oso ona;10
20/05/2017;17:00;2;5;Muy buena / Oso ona;9
20/05/2017;16:00;2;5;Muy buena / Oso ona;8
20/05/2017;15:00;3;8;Muy buena / Oso ona;13
20/05/2017;14:00;5;10;Muy buena / Oso ona;17
20/05/2017;13:00;6;10;Muy buena / Oso ona;18
20/05/2017;12:00;4;9;Muy buena / Oso ona;15
20/05/2017;11:00;5;12;Muy buena / Oso ona;20
20/05/2017;10:00;7;18;Muy buena / Oso ona;29
20/05/2017;09:00;13;28;Muy buena / Oso ona;47
20/05/2017;08:00;14;28;Muy buena / Oso ona;49
20/05/2017;07:00;7;33;Muy buena / Oso ona;43
20/05/2017;06:00;4;31;Muy buena / Oso ona;36
20/05/2017;05:00;1;28;Muy buena / Oso ona;30
20/05/2017;04:00;2;24;Muy buena / Oso ona;27
20/05/2017;03:00;3;37;Muy buena / Oso ona;42
20/05/2017;02:00;3;34;Muy buena / Oso ona;39
20/05/2017;01:00;2;26;Muy buena / Oso ona;29
19/05/2017;24:00;2;32;Muy buena / Oso ona;35
19/05/2017;23:00;2;36;Muy buena / Oso ona;39
19/05/2017;22:00;4;34;Muy buena / Oso ona;41
19/05/2017;21:00;5;38;Muy buena / Oso ona;45
19/05/2017;20:00;3;19;Muy buena / Oso ona;23
19/05/2017;19:00;5;22;Muy buena / Oso ona;30
19/05/2017;18:00;4;16;Muy buena / Oso ona;21
19/05/2017;17:00;3;12;Muy buena / Oso ona;18
19/05/2017;16:00;3;9;Muy buena / Oso ona;14
19/05/2017;15:00;4;9;Muy buena / Oso ona;15
19/05/2017;14:00;4;10;Muy buena / Oso ona;16
19/05/2017;13:00;4;11;Muy buena / Oso ona;17
19/05/2017;12:00;5;15;Muy buena / Oso ona;23
19/05/2017;11:00;6;16;Muy buena / Oso ona;25
19/05/2017;10:00;5;14;Muy buena / Oso ona;22
19/05/2017;09:00;6;20;Muy buena / Oso ona;30
19/05/2017;08:00;8;27;Muy buena / Oso ona;40
19/05/2017;07:00;35;46;Muy buena / Oso ona;100
19/05/2017;06:00;36;52;Muy buena / Oso ona;106
19/05/2017;05:00;3;33;Muy buena / Oso ona;37
19/05/2017;04:00;2;27;Muy buena / Oso ona;29
19/05/2017;03:00;3;28;Muy buena / Oso ona;32
19/05/2017;02:00;3;16;Muy buena / Oso ona;20
19/05/2017;01:00;1;15;Muy buena / Oso ona;16
18/05/2017;24:00;1;17;Muy buena / Oso ona;19
18/05/2017;23:00;1;14;Muy buena / Oso ona;15
18/05/2017;22:00;2;11;Muy buena / Oso ona;15
18/05/2017;21:00;4;15;Muy buena / Oso ona;20
18/05/2017;20:00;4;11;Muy buena / Oso ona;17
18/05/2017;19:00;4;9;Muy buena / Oso ona;15
18/05/2017;18:00;4;12;Muy buena / Oso ona;18
18/05/2017;17:00;4;10;Muy buena / Oso ona;16
18/05/2017;16:00;4;10;Muy buena / Oso ona;17
18/05/2017;15:00;5;10;Muy buena / Oso ona;17
18/05/2017;14:00;5;10;Muy buena / Oso ona;18
18/05/2017;13:00;4;10;Muy buena / Oso ona;17
18/05/2017;12:00;6;18;Muy buena / Oso ona;28
18/05/2017;11:00;6;28;Muy buena / Oso ona;37
18/05/2017;10:00;6;35;Muy buena / Oso ona;43
18/05/2017;09:00;5;28;Muy buena / Oso ona;36
18/05/2017;08:00;9;34;Muy buena / Oso ona;48
18/05/2017;07:00;5;24;Muy buena / Oso ona;31
18/05/2017;06:00;3;18;Muy buena / Oso ona;23
18/05/2017;05:00;3;16;Muy buena / Oso ona;20
18/05/2017;04:00;3;8;Muy buena / Oso ona;12
18/05/2017;03:00;4;16;Muy buena / Oso ona;22
18/05/2017;02:00;2;7;Muy buena / Oso ona;10
18/05/2017;01:00;2;5;Muy buena / Oso ona;8
17/05/2017;24:00;3;20;Muy buena / Oso ona;24
17/05/2017;23:00;3;38;Muy buena / Oso ona;43
17/05/2017;22:00;4;43;Muy buena / Oso ona;49
17/05/2017;21:00;3;41;Muy buena / Oso ona;46
17/05/2017;20:00;5;39;Muy buena / Oso ona;47
17/05/2017;19:00;6;46;Muy buena / Oso ona;56
17/05/2017;18:00;5;31;Muy buena / Oso ona;38
17/05/2017;17:00;6;31;Muy buena / Oso ona;39
17/05/2017;16:00;3;28;Muy buena / Oso ona;33
17/05/2017;15:00;6;25;Muy buena / Oso ona;34
17/05/2017;14:00;5;26;Muy buena / Oso ona;34
17/05/2017;13:00;6;34;Muy buena / Oso ona;43
17/05/2017;12:00;9;44;Muy buena / Oso ona;57
17/05/2017;11:00;10;43;Muy buena / Oso ona;58
17/05/2017;10:00;11;42;Muy buena / Oso ona;59
17/05/2017;09:00;9;38;Muy buena / Oso ona;51
17/05/2017;08:00;19;60;Muy buena / Oso ona;89
17/05/2017;07:00;62;64;Muy buena / Oso ona;160
17/05/2017;06:00;30;65;Muy buena / Oso ona;112
17/05/2017;05:00;8;57;Muy buena / Oso ona;70
17/05/2017;04:00;3;39;Muy buena / Oso ona;43
17/05/2017;03:00;2;29;Muy buena / Oso ona;33
17/05/2017;02:00;2;15;Muy buena / Oso ona;18
17/05/2017;01:00;2;20;Muy buena / Oso ona;23
16/05/2017;24:00;2;18;Muy buena / Oso ona;21
16/05/2017;23:00;3;41;Muy buena / Oso ona;46
16/05/2017;22:00;2;18;Muy buena / Oso ona;21
16/05/2017;21:00;3;24;Muy buena / Oso ona;28
16/05/2017;20:00;5;43;Muy buena / Oso ona;50
16/05/2017;19:00;4;33;Muy buena / Oso ona;41
16/05/2017;18:00;4;15;Muy buena / Oso ona;21
16/05/2017;17:00;4;19;Muy buena / Oso ona;25
16/05/2017;16:00;5;21;Muy buena / Oso ona;28
16/05/2017;15:00;5;21;Muy buena / Oso ona;29
16/05/2017;14:00;6;26;Muy buena / Oso ona;35
16/05/2017;13:00;7;31;Muy buena / Oso ona;42
16/05/2017;12:00;9;36;Muy buena / Oso ona;51
16/05/2017;11:00;13;45;Muy buena / Oso ona;66
16/05/2017;10:00;20;54;Muy buena / Oso ona;84
16/05/2017;09:00;47;67;Muy buena / Oso ona;139
16/05/2017;08:00;43;61;Muy buena / Oso ona;126
16/05/2017;07:00;39;56;Muy buena / Oso ona;115
16/05/2017;06:00;30;58;Muy buena / Oso ona;105
16/05/2017;05:00;9;50;Muy buena / Oso ona;65
16/05/2017;04:00;5;46;Muy buena / Oso ona;53
16/05/2017;03:00;4;35;Muy buena / Oso ona;41
16/05/2017;02:00;3;45;Muy buena / Oso ona;49
16/05/2017;01:00;3;47;Muy buena / Oso ona;51
15/05/2017;24:00;5;49;Muy buena / Oso ona;57
15/05/2017;23:00;3;48;Muy buena / Oso ona;52
15/05/2017;22:00;2;33;Muy buena / Oso ona;36
15/05/2017;21:00;4;35;Muy buena / Oso ona;41
15/05/2017;20:00;4;50;Muy buena / Oso ona;57
15/05/2017;19:00;6;52;Muy buena / Oso ona;61
15/05/2017;18:00;6;37;Muy buena / Oso ona;45
15/05/2017;17:00;5;28;Muy buena / Oso ona;36
15/05/2017;16:00;6;26;Muy buena / Oso ona;35
15/05/2017;15:00;6;24;Muy buena / Oso ona;33
15/05/2017;14:00;7;27;Muy buena / Oso ona;38
15/05/2017;13:00;8;23;Muy buena / Oso ona;35
15/05/2017;12:00;7;21;Muy buena / Oso ona;32
15/05/2017;11:00;20;43;Muy buena / Oso ona;72
15/05/2017;10:00;13;28;Muy buena / Oso ona;48
15/05/2017;09:00;17;34;Muy buena / Oso ona;60
15/05/2017;08:00;25;47;Muy buena / Oso ona;85
15/05/2017;07:00;31;57;Muy buena / Oso ona;104
15/05/2017;06:00;18;57;Muy buena / Oso ona;84
15/05/2017;05:00;10;54;Muy buena / Oso ona;69
15/05/2017;04:00;6;49;Muy buena / Oso ona;57
15/05/2017;03:00;5;48;Muy buena / Oso ona;55
15/05/2017;02:00;5;44;Muy buena / Oso ona;51
15/05/2017;01:00;5;42;Muy buena / Oso ona;50
14/05/2017;24:00;6;49;Muy buena / Oso ona;59
14/05/2017;23:00;4;46;Muy buena / Oso ona;52
14/05/2017;22:00;6;55;Muy buena / Oso ona;65
14/05/2017;21:00;3;37;Muy buena / Oso ona;43
14/05/2017;20:00;3;43;Muy buena / Oso ona;48
14/05/2017;19:00;4;38;Muy buena / Oso ona;45
14/05/2017;18:00;5;29;Muy buena / Oso ona;37
14/05/2017;17:00;5;21;Muy buena / Oso ona;29
14/05/2017;16:00;3;10;Muy buena / Oso ona;15
14/05/2017;15:00;4;11;Muy buena / Oso ona;17
14/05/2017;14:00;5;16;Muy buena / Oso ona;24
14/05/2017;13:00;6;20;Muy buena / Oso ona;29
14/05/2017;12:00;4;13;Muy buena / Oso ona;19
14/05/2017;11:00;3;4;Muy buena / Oso ona;8
14/05/2017;10:00;5;9;Muy buena / Oso ona;15
14/05/2017;09:00;6;12;Muy buena / Oso ona;21
14/05/2017;08:00;14;26;Muy buena / Oso ona;47
14/05/2017;07:00;13;30;Muy buena / Oso ona;51
14/05/2017;06:00;11;33;Muy buena / Oso ona;49
14/05/2017;05:00;8;39;Muy buena / Oso ona;52
14/05/2017;04:00;2;15;Muy buena / Oso ona;18
14/05/2017;03:00;2;16;Muy buena / Oso ona;19
14/05/2017;02:00;2;20;Muy buena / Oso ona;23
14/05/2017;01:00;3;23;Muy buena / Oso ona;27
13/05/2017;24:00;2;24;Muy buena / Oso ona;28
13/05/2017;23:00;3;23;Muy buena / Oso ona;28
13/05/2017;22:00;4;48;Muy buena / Oso ona;55
13/05/2017;21:00;6;41;Muy buena / Oso ona;50
13/05/2017;20:00;2;12;Muy buena / Oso ona;15
13/05/2017;19:00;2;10;Muy buena / Oso ona;13
13/05/2017;18:00;2;7;Muy buena / Oso ona;10
13/05/2017;17:00;3;10;Muy buena / Oso ona;15
13/05/2017;16:00;5;16;Muy buena / Oso ona;24
13/05/2017;15:00;3;8;Muy buena / Oso ona;14
13/05/2017;14:00;6;17;Muy buena / Oso ona;26
13/05/2017;13:00;8;19;Muy buena / Oso ona;31
13/05/2017;12:00;6;15;Muy buena / Oso ona;24
13/05/2017;11:00;4;8;Muy buena / Oso ona;15
13/05/2017;10:00;4;8;Muy buena / Oso ona;14
13/05/2017;09:00;5;13;Muy buena / Oso ona;21
13/05/2017;08:00;7;29;Muy buena / Oso ona;40
13/05/2017;07:00;5;25;Muy buena / Oso ona;32
13/05/2017;06:00;3;35;Muy buena / Oso ona;40
13/05/2017;05:00;3;28;Muy buena / Oso ona;33
13/05/2017;04:00;2;21;Muy buena / Oso ona;24
13/05/2017;03:00;2;17;Muy buena / Oso ona;20
13/05/2017;02:00;2;15;Muy buena / Oso ona;17
13/05/2017;01:00;2;13;Muy buena / Oso ona;17
12/05/2017;24:00;2;19;Muy buena / Oso ona;23
12/05/2017;23:00;3;16;Muy buena / Oso ona;21
12/05/2017;22:00;4;19;Muy buena / Oso ona;26
12/05/2017;21:00;4;19;Muy buena / Oso ona;24
12/05/2017;20:00;4;20;Muy buena / Oso ona;27
12/05/2017;19:00;6;34;Muy buena / Oso ona;43
12/05/2017;18:00;6;33;Muy buena / Oso ona;42
12/05/2017;17:00;5;27;Muy buena / Oso ona;34
12/05/2017;16:00;2;10;Muy buena / Oso ona;14
12/05/2017;15:00;3;7;Muy buena / Oso ona;13
12/05/2017;14:00;3;7;Muy buena / Oso ona;12
12/05/2017;13:00;3;8;Muy buena / Oso ona;14
12/05/2017;12:00;4;11;Muy buena / Oso ona;17
12/05/2017;11:00;4;11;Muy buena / Oso ona;16
12/05/2017;10:00;3;10;Muy buena / Oso ona;15
12/05/2017;09:00;3;10;Muy buena / Oso ona;15
12/05/2017;08:00;4;10;Muy buena / Oso ona;16
12/05/2017;07:00;4;11;Muy buena / Oso ona;17
12/05/2017;06:00;3;12;Muy buena / Oso ona;16
12/05/2017;05:00;3;12;Muy buena / Oso ona;16
12/05/2017;04:00;2;7;Muy buena / Oso ona;10
12/05/2017;03:00;2;8;Muy buena / Oso ona;12
12/05/2017;02:00;2;6;Muy buena / Oso ona;9
12/05/2017;01:00;3;7;Muy buena / Oso ona;12
11/05/2017;24:00;2;4;Muy buena / Oso ona;7
11/05/2017;23:00;2;6;Muy buena / Oso ona;9
11/05/2017;22:00;2;6;Muy buena / Oso ona;9
11/05/2017;21:00;2;8;Muy buena / Oso ona;11
11/05/2017;20:00;2;9;Muy buena / Oso ona;13
11/05/2017;19:00;3;15;Muy buena / Oso ona;19
11/05/2017;18:00;5;29;Muy buena / Oso ona;37
11/05/2017;17:00;4;16;Muy buena / Oso ona;22
11/05/2017;16:00;3;9;Muy buena / Oso ona;14
11/05/2017;15:00;3;8;Muy buena / Oso ona;13
11/05/2017;14:00;3;11;Muy buena / Oso ona;16
11/05/2017;13:00;3;9;Muy buena / Oso ona;14
11/05/2017;12:00;3;8;Muy buena / Oso ona;14
11/05/2017;11:00;4;11;Muy buena / Oso ona;17
11/05/2017;10:00;4;12;Muy buena / Oso ona;18
11/05/2017;09:00;3;9;Muy buena / Oso ona;14
11/05/2017;08:00;4;9;Muy buena / Oso ona;15
11/05/2017;07:00;4;12;Muy buena / Oso ona;17
11/05/2017;06:00;3;13;Muy buena / Oso ona;18
11/05/2017;05:00;2;9;Muy buena / Oso ona;12
11/05/2017;04:00;2;7;Muy buena / Oso ona;11
11/05/2017;03:00;2;6;Muy buena / Oso ona;9
11/05/2017;02:00;2;7;Muy buena / Oso ona;11
11/05/2017;01:00;3;6;Muy buena / Oso ona;10
10/05/2017;24:00;4;11;Muy buena / Oso ona;17
10/05/2017;23:00;4;59;Muy buena / Oso ona;64
10/05/2017;22:00;3;62;Muy buena / Oso ona;67
10/05/2017;21:00;5;63;Muy buena / Oso ona;70
10/05/2017;20:00;7;71;Muy buena / Oso ona;83
10/05/2017;19:00;4;48;Muy buena / Oso ona;54
10/05/2017;18:00;5;41;Muy buena / Oso ona;50
10/05/2017;17:00;7;31;Muy buena / Oso ona;42
10/05/2017;16:00;15;47;Muy buena / Oso ona;69
10/05/2017;15:00;9;34;Muy buena / Oso ona;47
10/05/2017;14:00;7;24;Muy buena / Oso ona;35
10/05/2017;13:00;8;25;Muy buena / Oso ona;37
10/05/2017;12:00;6;21;Muy buena / Oso ona;30
10/05/2017;11:00;6;18;Muy buena / Oso ona;27
10/05/2017;10:00;4;10;Muy buena / Oso ona;16
10/05/2017;09:00;5;13;Muy buena / Oso ona;21
10/05/2017;08:00;69;66;Muy buena / Oso ona;171
10/05/2017;07:00;45;64;Muy buena / Oso ona;133
10/05/2017;06:00;18;53;Muy buena / Oso ona;81
10/05/2017;05:00;5;42;Muy buena / Oso ona;49
10/05/2017;04:00;3;34;Muy buena / Oso ona;38
10/05/2017;03:00;2;26;Muy buena / Oso ona;30
10/05/2017;02:00;3;21;Muy buena / Oso ona;25
10/05/2017;01:00;2;17;Muy buena / Oso ona;21
09/05/2017;24:00;3;29;Muy buena / Oso ona;34
09/05/2017;23:00;3;53;Muy buena / Oso ona;57
09/05/2017;22:00;7;59;Muy buena / Oso ona;69
09/05/2017;21:00;5;54;Muy buena / Oso ona;61
09/05/2017;20:00;2;27;Muy buena / Oso ona;31
09/05/2017;19:00;3;25;Muy buena / Oso ona;30
09/05/2017;18:00;3;14;Muy buena / Oso ona;19
09/05/2017;17:00;5;18;Muy buena / Oso ona;25
09/05/2017;16:00;9;36;Muy buena / Oso ona;49
09/05/2017;15:00;8;31;Muy buena / Oso ona;44
09/05/2017;14:00;7;28;Muy buena / Oso ona;40
09/05/2017;13:00;5;18;Muy buena / Oso ona;26
09/05/2017;12:00;7;19;Muy buena / Oso ona;29
09/05/2017;11:00;11;31;Muy buena / Oso ona;48
09/05/2017;10:00;9;24;Muy buena / Oso ona;38
09/05/2017;09:00;22;41;Muy buena / Oso ona;75
09/05/2017;08:00;75;60;Muy buena / Oso ona;174
09/05/2017;07:00;68;51;Muy buena / Oso ona;155
09/05/2017;06:00;62;52;Muy buena / Oso ona;147
09/05/2017;05:00;19;49;Muy buena / Oso ona;78
09/05/2017;04:00;5;45;Muy buena / Oso ona;52
09/05/2017;03:00;3;35;Muy buena / Oso ona;40
09/05/2017;02:00;2;30;Muy buena / Oso ona;33
09/05/2017;01:00;2;32;Muy buena / Oso ona;34
08/05/2017;24:00;2;22;Muy buena / Oso ona;25
08/05/2017;23:00;3;32;Muy buena / Oso ona;36
08/05/2017;22:00;3;24;Muy buena / Oso ona;29
08/05/2017;21:00;3;11;Muy buena / Oso ona;15
08/05/2017;20:00;3;16;Muy buena / Oso ona;20
08/05/2017;19:00;6;32;Muy buena / Oso ona;41
08/05/2017;18:00;6;28;Muy buena / Oso ona;36
08/05/2017;17:00;7;28;Muy buena / Oso ona;38
08/05/2017;16:00;7;24;Muy buena / Oso ona;35
08/05/2017;15:00;6;23;Muy buena / Oso ona;33
08/05/2017;14:00;7;20;Muy buena / Oso ona;31
08/05/2017;13:00;6;20;Muy buena / Oso ona;29
08/05/2017;12:00;7;18;Muy buena / Oso ona;28
08/05/2017;11:00;14;33;Muy buena / Oso ona;53
08/05/2017;10:00;19;36;Muy buena / Oso ona;66
08/05/2017;09:00;36;48;Muy buena / Oso ona;103
08/05/2017;08:00;53;54;Muy buena / Oso ona;134
08/05/2017;07:00;75;54;Muy buena / Oso ona;169
08/05/2017;06:00;58;50;Muy buena / Oso ona;140
08/05/2017;05:00;27;50;Muy buena / Oso ona;91
08/05/2017;04:00;6;42;Muy buena / Oso ona;51
08/05/2017;03:00;2;35;Muy buena / Oso ona;38
08/05/2017;02:00;2;32;Muy buena / Oso ona;35
08/05/2017;01:00;1;24;Muy buena / Oso ona;26
07/05/2017;24:00;2;35;Muy buena / Oso ona;37
07/05/2017;23:00;2;35;Muy buena / Oso ona;38
07/05/2017;22:00;3;27;Muy buena / Oso ona;32
07/05/2017;21:00;3;27;Muy buena / Oso ona;31
07/05/2017;20:00;4;28;Muy buena / Oso ona;34
07/05/2017;19:00;4;23;Muy buena / Oso ona;30
07/05/2017;18:00;3;10;Muy buena / Oso ona;15
07/05/2017;17:00;5;18;Muy buena / Oso ona;26
07/05/2017;16:00;3;9;Muy buena / Oso ona;14
07/05/2017;15:00;3;9;Muy buena / Oso ona;13
07/05/2017;14:00;7;16;Muy buena / Oso ona;26
07/05/2017;13:00;6;17;Muy buena / Oso ona;26
07/05/2017;12:00;6;16;Muy buena / Oso ona;26
07/05/2017;11:00;7;20;Muy buena / Oso ona;31
07/05/2017;10:00;7;17;Muy buena / Oso ona;28
07/05/2017;09:00;11;23;Muy buena / Oso ona;39
07/05/2017;08:00;14;26;Muy buena / Oso ona;48
07/05/2017;07:00;11;28;Muy buena / Oso ona;45
07/05/2017;06:00;8;39;Muy buena / Oso ona;51
07/05/2017;05:00;4;39;Muy buena / Oso ona;46
07/05/2017;04:00;4;40;Muy buena / Oso ona;46
07/05/2017;03:00;3;44;Muy buena / Oso ona;49
07/05/2017;02:00;3;44;Muy buena / Oso ona;49
07/05/2017;01:00;3;40;Muy buena / Oso ona;43
06/05/2017;24:00;3;39;Muy buena / Oso ona;42
06/05/2017;23:00;2;29;Muy buena / Oso ona;33
06/05/2017;22:00;5;47;Muy buena / Oso ona;54
06/05/2017;21:00;8;66;Muy buena / Oso ona;78
06/05/2017;20:00;3;20;Muy buena / Oso ona;24
06/05/2017;19:00;3;14;Muy buena / Oso ona;20
06/05/2017;18:00;3;11;Muy buena / Oso ona;15
06/05/2017;17:00;11;18;Muy buena / Oso ona;34
06/05/2017;16:00;2;6;Muy buena / Oso ona;10
06/05/2017;15:00;2;6;Muy buena / Oso ona;9
06/05/2017;14:00;3;10;Muy buena / Oso ona;15
06/05/2017;13:00;5;12;Muy buena / Oso ona;20
06/05/2017;12:00;7;20;Muy buena / Oso ona;31
06/05/2017;11:00;5;15;Muy buena / Oso ona;23
06/05/2017;10:00;5;11;Muy buena / Oso ona;17
06/05/2017;09:00;3;7;Muy buena / Oso ona;13
06/05/2017;08:00;4;9;Muy buena / Oso ona;15
06/05/2017;07:00;2;8;Muy buena / Oso ona;11
06/05/2017;06:00;1;10;Muy buena / Oso ona;12
06/05/2017;05:00;1;10;Muy buena / Oso ona;12
06/05/2017;04:00;1;12;Muy buena / Oso ona;14
06/05/2017;03:00;2;19;Muy buena / Oso ona;22
06/05/2017;02:00;2;18;Muy buena / Oso ona;21
06/05/2017;01:00;2;14;Muy buena / Oso ona;16
05/05/2017;24:00;2;13;Muy buena / Oso ona;16
05/05/2017;23:00;2;12;Muy buena / Oso ona;15
05/05/2017;22:00;3;21;Muy buena / Oso ona;26
05/05/2017;21:00;3;20;Muy buena / Oso ona;25
05/05/2017;20:00;4;38;Muy buena / Oso ona;44
05/05/2017;19:00;7;65;Muy buena / Oso ona;76
05/05/2017;18:00;5;52;Muy buena / Oso ona;60
05/05/2017;17:00;5;27;Muy buena / Oso ona;34
05/05/2017;16:00;4;16;Muy buena / Oso ona;23
05/05/2017;15:00;5;18;Muy buena / Oso ona;25
05/05/2017;14:00;6;28;Muy buena / Oso ona;38
05/05/2017;13:00;6;22;Muy buena / Oso ona;31
05/05/2017;12:00;4;10;Muy buena / Oso ona;16
05/05/2017;11:00;5;19;Muy buena / Oso ona;27
05/05/2017;10:00;7;24;Muy buena / Oso ona;34
05/05/2017;09:00;7;30;Muy buena / Oso ona;41
05/05/2017;08:00;;;Sin datos / Daturik gabe;
05/05/2017;07:00;5;29;Muy buena / Oso ona;37
05/05/2017;06:00;14;63;Muy buena / Oso ona;84
05/05/2017;05:00;25;59;Muy buena / Oso ona;97
05/05/2017;04:00;12;56;Muy buena / Oso ona;74
05/05/2017;03:00;9;53;Muy buena / Oso ona;67
05/05/2017;02:00;8;51;Muy buena / Oso ona;62
05/05/2017;01:00;5;38;Muy buena / Oso ona;46
04/05/2017;24:00;7;37;Muy buena / Oso ona;48
04/05/2017;23:00;4;42;Muy buena / Oso ona;48
04/05/2017;22:00;3;31;Muy buena / Oso ona;35
04/05/2017;21:00;4;33;Muy buena / Oso ona;38
04/05/2017;20:00;3;22;Muy buena / Oso ona;26
04/05/2017;19:00;3;14;Muy buena / Oso ona;18
04/05/2017;18:00;3;13;Muy buena / Oso ona;18
04/05/2017;17:00;3;11;Muy buena / Oso ona;15
04/05/2017;16:00;4;17;Muy buena / Oso ona;24
