Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
31/01/2017;17:00;1;7;Muy buena / Oso ona;8;63;"Buena / ";65;7;Muy buena / Oso ona;1;3;Muy buena / Oso ona;168;44;1013;0;29,2;18;1,03
31/01/2017;16:00;1;5;Muy buena / Oso ona;7;65;"Buena / ";65;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;169;42;1012,5;0;150,4;19;1,45
31/01/2017;15:00;1;5;Muy buena / Oso ona;6;67;"Buena / ";65;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;164;40;1012,3;0;531;20;1,63
31/01/2017;14:00;0;4;Muy buena / Oso ona;4;68;"Buena / ";65;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;134;40;1012,1;0;815,7;20;1,36
31/01/2017;13:00;2;5;Muy buena / Oso ona;8;64;"Buena / ";64;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;124;43;1012,8;0;863,3;19;1,93
31/01/2017;12:00;4;3;Muy buena / Oso ona;9;64;"Buena / ";66;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;136;45;1013,8;0;794,7;18;1,69
31/01/2017;11:00;5;4;Muy buena / Oso ona;11;66;"Buena / ";67;8;Muy buena / Oso ona;1;3;Muy buena / Oso ona;178;47;1014,2;0;636,2;18;1,53
31/01/2017;10:00;5;4;Muy buena / Oso ona;11;64;"Buena / ";68;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;197;51;1013,8;0;429,7;16;3,09
31/01/2017;09:00;5;4;Muy buena / Oso ona;12;62;"Buena / ";69;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;204;53;1013,6;0;224,9;15;2,33
31/01/2017;08:00;5;4;Muy buena / Oso ona;12;66;"Buena / ";71;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;202;53;1013;0;13,6;15;3,86
31/01/2017;07:00;4;3;Muy buena / Oso ona;9;;"Sin datos / ";;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;193;52;1012,8;0;0;15;2,87
31/01/2017;06:00;4;2;Muy buena / Oso ona;8;72;"Buena / ";71;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;204;51;1012,6;0;0;16;4,46
31/01/2017;05:00;4;2;Muy buena / Oso ona;8;72;"Buena / ";70;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;194;50;1012,7;0;0;16;3,29
31/01/2017;04:00;4;2;Muy buena / Oso ona;8;72;"Buena / ";69;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;201;50;1012,6;0;0;16;4,28
31/01/2017;03:00;4;2;Muy buena / Oso ona;8;72;"Buena / ";68;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;197;49;1012,4;0;0;16;3,45
31/01/2017;02:00;4;2;Muy buena / Oso ona;8;71;"Buena / ";68;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;193;50;1012,6;0;0;17;3,69
31/01/2017;01:00;4;2;Muy buena / Oso ona;8;70;"Buena / ";67;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;189;50;1012,9;0;0;17;3,46
30/01/2017;24:00;4;2;Muy buena / Oso ona;8;70;"Buena / ";66;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;189;50;1013,3;0;0;17;3,38
30/01/2017;23:00;4;2;Muy buena / Oso ona;8;69;"Buena / ";65;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;199;50;1013,5;0;0;17;4,52
30/01/2017;22:00;4;2;Muy buena / Oso ona;8;67;"Buena / ";63;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;192;52;1014,2;0;0;18;3,22
30/01/2017;21:00;4;2;Muy buena / Oso ona;8;65;"Buena / ";62;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;195;53;1014,4;0;0;18;3,99
30/01/2017;20:00;4;4;Muy buena / Oso ona;10;65;"Buena / ";61;2;Muy buena / Oso ona;1;4;Muy buena / Oso ona;195;56;1014,9;0;0;18;3,31
30/01/2017;19:00;4;4;Muy buena / Oso ona;10;66;"Buena / ";60;2;Muy buena / Oso ona;1;4;Muy buena / Oso ona;196;57;1015,3;0;0;18;2,87
30/01/2017;18:00;4;3;Muy buena / Oso ona;9;65;"Buena / ";60;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;198;56;1015,3;0;1;19;2,59
30/01/2017;17:00;2;7;Muy buena / Oso ona;10;62;"Buena / ";59;2;Muy buena / Oso ona;1;4;Muy buena / Oso ona;206;55;1015;0;14,7;19;3,57
30/01/2017;16:00;3;3;Muy buena / Oso ona;8;59;"Muy buena / ";58;2;Muy buena / Oso ona;1;4;Muy buena / Oso ona;195;55;1014,8;0;46,4;19;3,17
30/01/2017;15:00;3;3;Muy buena / Oso ona;7;57;"Muy buena / ";57;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;56;1015;0;81,9;19;3,25
30/01/2017;14:00;3;4;Muy buena / Oso ona;8;56;"Muy buena / ";57;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;199;55;1015,6;0;240,3;19;3,67
30/01/2017;13:00;4;2;Muy buena / Oso ona;8;58;"Muy buena / ";57;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;57;1016,5;0;226,8;19;4,22
30/01/2017;12:00;4;4;Muy buena / Oso ona;10;58;"Muy buena / ";56;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;58;1017,8;0;178,6;18;3,54
30/01/2017;11:00;4;4;Muy buena / Oso ona;10;62;"Buena / ";55;7;Muy buena / Oso ona;1;4;Muy buena / Oso ona;189;58;1018,7;0;159,5;17;3,06
30/01/2017;10:00;5;5;Muy buena / Oso ona;13;57;"Muy buena / ";48;6;Muy buena / Oso ona;1;5;Muy buena / Oso ona;196;58;1018,8;0;139,2;17;3,65
30/01/2017;09:00;5;7;Muy buena / Oso ona;15;53;"Muy buena / ";45;4;Muy buena / Oso ona;1;5;Muy buena / Oso ona;200;61;1018,7;0;53,8;16;4,46
30/01/2017;08:00;6;5;Muy buena / Oso ona;14;;"Sin datos / ";42;4;Muy buena / Oso ona;1;5;Muy buena / Oso ona;202;62;1018,5;0;4,3;16;4,24
30/01/2017;07:00;4;4;Muy buena / Oso ona;10;54;"Muy buena / ";42;2;Muy buena / Oso ona;1;4;Muy buena / Oso ona;194;62;1018,4;0;0;15;3,12
30/01/2017;06:00;4;4;Muy buena / Oso ona;10;54;"Muy buena / ";45;2;Muy buena / Oso ona;1;5;Muy buena / Oso ona;192;62;1018,7;0;0;16;2,46
30/01/2017;05:00;4;4;Muy buena / Oso ona;10;53;"Muy buena / ";45;2;Muy buena / Oso ona;1;5;Muy buena / Oso ona;187;65;1019;0;0;15;2,25
30/01/2017;04:00;5;7;Muy buena / Oso ona;14;50;"Muy buena / ";46;2;Muy buena / Oso ona;1;5;Muy buena / Oso ona;191;69;1019,1;0;0;15;1,76
30/01/2017;03:00;6;25;Muy buena / Oso ona;33;21;"Muy buena / ";47;7;Muy buena / Oso ona;2;6;Muy buena / Oso ona;141;86;1019,7;0;0;12;1,06
30/01/2017;02:00;4;10;Muy buena / Oso ona;16;36;"Muy buena / ";53;3;Muy buena / Oso ona;1;5;Muy buena / Oso ona;170;88;1020,2;0;0;12;0,68
30/01/2017;01:00;4;12;Muy buena / Oso ona;18;38;"Muy buena / ";57;2;Muy buena / Oso ona;1;6;Muy buena / Oso ona;185;86;1020,5;0;0;12;0,68
29/01/2017;24:00;4;9;Muy buena / Oso ona;15;49;"Muy buena / ";60;3;Muy buena / Oso ona;1;5;Muy buena / Oso ona;167;83;1020,8;0;0;13;0,68
29/01/2017;23:00;4;7;Muy buena / Oso ona;13;61;"Buena / ";61;8;Muy buena / Oso ona;1;5;Muy buena / Oso ona;222;80;1020,8;0;0;14;0,42
29/01/2017;22:00;4;5;Muy buena / Oso ona;11;58;"Muy buena / ";63;15;Muy buena / Oso ona;2;5;Muy buena / Oso ona;265;67;1020,5;0;0;15;1,26
29/01/2017;21:00;4;3;Muy buena / Oso ona;9;58;"Muy buena / ";65;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;198;60;1019,9;0;0;16;3,27
29/01/2017;20:00;4;3;Muy buena / Oso ona;9;58;"Muy buena / ";67;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;199;59;1019,4;0;0;16;3,8
29/01/2017;19:00;4;2;Muy buena / Oso ona;8;61;"Buena / ";69;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;196;59;1018,8;0;0;16;3,35
29/01/2017;18:00;4;2;Muy buena / Oso ona;8;62;"Buena / ";71;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;194;59;1018,1;0;1,6;16;3,75
29/01/2017;17:00;2;5;Muy buena / Oso ona;8;64;"Buena / ";72;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;189;60;1017,8;0;35,2;15;3,22
29/01/2017;16:00;2;4;Muy buena / Oso ona;7;68;"Buena / ";73;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;189;63;1017,7;0;57,3;15;3,67
29/01/2017;15:00;2;3;Muy buena / Oso ona;6;71;"Buena / ";74;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;192;56;1017,4;0;76,1;16;3,1
29/01/2017;14:00;2;3;Muy buena / Oso ona;6;74;"Buena / ";75;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;192;51;1017,6;0;314,7;17;3,39
29/01/2017;13:00;4;2;Muy buena / Oso ona;8;76;"Buena / ";75;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;195;52;1018,1;0;605,9;16;4,01
29/01/2017;12:00;4;2;Muy buena / Oso ona;8;74;"Buena / ";74;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;193;55;1018,9;0;269,3;15;4,28
29/01/2017;11:00;4;2;Muy buena / Oso ona;8;75;"Buena / ";73;7;Muy buena / Oso ona;1;3;Muy buena / Oso ona;196;56;1019,4;0;194,9;14;5
29/01/2017;10:00;4;2;Muy buena / Oso ona;8;76;"Buena / ";72;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;194;56;1020;0;187;14;4,01
29/01/2017;09:00;4;3;Muy buena / Oso ona;9;;"Sin datos / ";71;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;194;58;1020,4;0;37,5;13;3,5
29/01/2017;08:00;4;2;Muy buena / Oso ona;8;75;"Buena / ";70;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;195;58;1020,7;0;2,8;13;3,38
29/01/2017;07:00;4;2;Muy buena / Oso ona;8;74;"Buena / ";70;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;198;58;1020,9;0;0;12;4,12
29/01/2017;06:00;4;2;Muy buena / Oso ona;8;72;"Buena / ";67;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;192;59;1020,9;0;0;12;2,91
29/01/2017;05:00;4;2;Muy buena / Oso ona;8;70;"Buena / ";62;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;188;58;1021,2;0;0;12;3,09
29/01/2017;04:00;4;4;Muy buena / Oso ona;10;70;"Buena / ";57;5;Muy buena / Oso ona;1;4;Muy buena / Oso ona;199;56;1021,2;0;0;12;4,09
29/01/2017;03:00;4;4;Muy buena / Oso ona;10;70;"Buena / ";53;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;55;1021,5;0;0;12;3,44
29/01/2017;02:00;4;4;Muy buena / Oso ona;10;68;"Buena / ";50;2;Muy buena / Oso ona;1;5;Muy buena / Oso ona;195;56;1021,7;0;0;11;3,01
29/01/2017;01:00;4;4;Muy buena / Oso ona;10;66;"Buena / ";49;3;Muy buena / Oso ona;1;5;Muy buena / Oso ona;194;57;1022,2;0;0;11;2,95
28/01/2017;24:00;4;5;Muy buena / Oso ona;11;64;"Buena / ";51;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;185;59;1022,7;0;0;9;2,01
28/01/2017;23:00;4;15;Muy buena / Oso ona;22;51;"Muy buena / ";55;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;151;66;1023,1;0;0;8;1,43
28/01/2017;22:00;5;22;Muy buena / Oso ona;30;36;"Muy buena / ";59;6;Muy buena / Oso ona;1;4;Muy buena / Oso ona;150;77;1023,8;0;0;6;1,18
28/01/2017;21:00;5;23;Muy buena / Oso ona;31;38;"Muy buena / ";66;10;Muy buena / Oso ona;1;4;Muy buena / Oso ona;154;77;1024;0;0;7;1,18
28/01/2017;20:00;5;22;Muy buena / Oso ona;29;40;"Muy buena / ";71;12;Muy buena / Oso ona;1;4;Muy buena / Oso ona;157;77;1024;0;0;8;0,85
28/01/2017;19:00;7;12;Muy buena / Oso ona;23;51;"Muy buena / ";74;10;Muy buena / Oso ona;1;5;Muy buena / Oso ona;173;74;1023,9;0;0;9;0,65
28/01/2017;18:00;4;12;Muy buena / Oso ona;18;60;"Muy buena / ";75;14;Muy buena / Oso ona;1;6;Muy buena / Oso ona;158;75;1023,2;0;2,7;10;0,83
28/01/2017;17:00;2;13;Muy buena / Oso ona;16;79;"Buena / ";77;31;Muy buena / Oso ona;2;6;Muy buena / Oso ona;314;69;1022,8;0;34,5;12;1,04
28/01/2017;16:00;1;8;Muy buena / Oso ona;10;84;"Buena / ";77;18;Muy buena / Oso ona;1;6;Muy buena / Oso ona;296;51;1022,1;0;153;13;1,91
28/01/2017;15:00;1;6;Muy buena / Oso ona;8;87;"Buena / ";73;15;Muy buena / Oso ona;1;4;Muy buena / Oso ona;299;51;1021,6;0;471,8;14;2,78
28/01/2017;14:00;3;7;Muy buena / Oso ona;10;86;"Buena / ";69;13;Muy buena / Oso ona;1;3;Muy buena / Oso ona;284;45;1021,1;0;733;14;2,71
28/01/2017;13:00;5;6;Muy buena / Oso ona;13;79;"Buena / ";66;5;Muy buena / Oso ona;1;4;Muy buena / Oso ona;275;46;1021,3;0;589,1;14;2,79
28/01/2017;12:00;5;4;Muy buena / Oso ona;12;62;"Buena / ";62;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;204;50;1021,6;0;814,1;12;2,91
28/01/2017;11:00;5;4;Muy buena / Oso ona;11;61;"Buena / ";64;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;199;56;1021,4;0;355,9;11;2,89
28/01/2017;10:00;5;3;Muy buena / Oso ona;11;;"Sin datos / ";66;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;182;62;1020,7;0;421,4;9;1,73
28/01/2017;09:00;5;4;Muy buena / Oso ona;11;62;"Buena / ";69;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;188;67;1020,2;0;227,8;8;1,95
28/01/2017;08:00;5;5;Muy buena / Oso ona;13;64;"Buena / ";71;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;196;71;1019,6;0;8,8;7;2,11
28/01/2017;07:00;4;5;Muy buena / Oso ona;12;63;"Buena / ";72;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;193;72;1019,1;0;0;7;1,68
28/01/2017;06:00;4;5;Muy buena / Oso ona;11;65;"Buena / ";76;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;199;72;1018,8;0;0;7;1,37
28/01/2017;05:00;4;5;Muy buena / Oso ona;11;57;"Muy buena / ";79;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;178;72;1018,3;0;0;8;0,56
28/01/2017;04:00;4;4;Muy buena / Oso ona;10;72;"Buena / ";80;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;209;66;1017,6;0;0;9;1,02
28/01/2017;03:00;4;4;Muy buena / Oso ona;10;77;"Buena / ";79;5;Muy buena / Oso ona;1;4;Muy buena / Oso ona;229;62;1017;0;0;10;1,17
28/01/2017;02:00;4;4;Muy buena / Oso ona;10;83;"Buena / ";77;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;253;62;1016,3;0;0;10;1,8
28/01/2017;01:00;4;4;Muy buena / Oso ona;10;86;"Buena / ";74;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;260;63;1015,8;0;0;11;2,75
27/01/2017;24:00;4;5;Muy buena / Oso ona;11;87;"Buena / ";71;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;251;65;1015,4;0;0;10;2,47
27/01/2017;23:00;4;5;Muy buena / Oso ona;11;90;"Buena / ";71;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;237;68;1014,6;0;0;10;2,13
27/01/2017;22:00;4;6;Muy buena / Oso ona;12;89;"Buena / ";68;2;Muy buena / Oso ona;1;3;Muy buena / Oso ona;247;69;1013,7;0;0;10;2,33
27/01/2017;21:00;5;11;Muy buena / Oso ona;19;66;"Buena / ";66;9;Muy buena / Oso ona;1;4;Muy buena / Oso ona;259;64;1012,4;0;0;12;2,11
27/01/2017;20:00;5;9;Muy buena / Oso ona;16;60;"Muy buena / ";67;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;204;59;1011,2;0;0;12;1,87
27/01/2017;19:00;5;7;Muy buena / Oso ona;16;62;"Buena / ";69;3;Muy buena / Oso ona;1;3;Muy buena / Oso ona;204;58;1010;0;0;12;3,05
27/01/2017;18:00;5;7;Muy buena / Oso ona;15;64;"Buena / ";70;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;199;57;1008,8;0;0,8;12;2,93
27/01/2017;17:00;4;8;Muy buena / Oso ona;14;66;"Buena / ";71;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;200;56;1007,4;0;20,1;13;3,4
27/01/2017;16:00;4;7;Muy buena / Oso ona;13;68;"Buena / ";72;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;198;56;1006,4;0;57;13;3,65
27/01/2017;15:00;4;7;Muy buena / Oso ona;13;70;"Buena / ";72;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;195;55;1005,7;0;237,5;13;3,6
27/01/2017;14:00;5;6;Muy buena / Oso ona;13;72;"Buena / ";72;6;Muy buena / Oso ona;1;3;Muy buena / Oso ona;195;56;1005,1;0;271,9;13;3,09
27/01/2017;13:00;5;7;Muy buena / Oso ona;14;74;"Buena / ";72;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;174;58;1005,3;0;98,6;12;2,31
27/01/2017;12:00;4;6;Muy buena / Oso ona;13;77;"Buena / ";71;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;175;60;1005,9;0;58,5;11;2,42
27/01/2017;11:00;5;8;Muy buena / Oso ona;16;;"Sin datos / ";71;9;Muy buena / Oso ona;1;3;Muy buena / Oso ona;192;59;1005,8;0;42;11;3,55
27/01/2017;10:00;4;8;Muy buena / Oso ona;15;74;"Buena / ";70;11;Muy buena / Oso ona;1;3;Muy buena / Oso ona;180;57;1005,8;0;27,8;11;2,31
27/01/2017;09:00;5;10;Muy buena / Oso ona;17;70;"Buena / ";70;11;Muy buena / Oso ona;1;3;Muy buena / Oso ona;156;55;1005,8;0;24;11;1,64
27/01/2017;08:00;4;8;Muy buena / Oso ona;14;69;"Buena / ";70;10;Muy buena / Oso ona;1;3;Muy buena / Oso ona;145;56;1006,2;0;2,2;11;3,35
27/01/2017;07:00;4;8;Muy buena / Oso ona;15;69;"Buena / ";70;11;Muy buena / Oso ona;1;3;Muy buena / Oso ona;150;55;1006,7;0;0;11;1,95
27/01/2017;06:00;4;6;Muy buena / Oso ona;12;71;"Buena / ";70;11;Muy buena / Oso ona;1;3;Muy buena / Oso ona;164;55;1006,4;0;0;10;1,3
27/01/2017;05:00;4;5;Muy buena / Oso ona;11;72;"Buena / ";69;13;Muy buena / Oso ona;1;3;Muy buena / Oso ona;158;54;1005,6;0;0;11;2,89
27/01/2017;04:00;4;6;Muy buena / Oso ona;12;72;"Buena / ";68;9;Muy buena / Oso ona;1;3;Muy buena / Oso ona;176;54;1005,5;0;0;11;3,16
27/01/2017;03:00;4;7;Muy buena / Oso ona;13;70;"Buena / ";67;13;Muy buena / Oso ona;1;3;Muy buena / Oso ona;160;55;1006,2;0;0;11;2,39
27/01/2017;02:00;4;7;Muy buena / Oso ona;13;70;"Buena / ";67;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;181;55;1007,1;0;0;10;2,3
27/01/2017;01:00;4;7;Muy buena / Oso ona;13;69;"Buena / ";68;14;Muy buena / Oso ona;1;3;Muy buena / Oso ona;162;54;1007,7;0;0;10;2,18
26/01/2017;24:00;4;9;Muy buena / Oso ona;15;67;"Buena / ";68;18;Muy buena / Oso ona;1;4;Muy buena / Oso ona;161;53;1007,8;0;0;11;2,32
26/01/2017;23:00;4;11;Muy buena / Oso ona;17;65;"Buena / ";69;18;Muy buena / Oso ona;2;4;Muy buena / Oso ona;170;53;1007,4;0;0;11;2,48
26/01/2017;22:00;4;11;Muy buena / Oso ona;17;64;"Buena / ";70;18;Muy buena / Oso ona;1;4;Muy buena / Oso ona;176;53;1007,5;0;0;10;2,54
26/01/2017;21:00;4;11;Muy buena / Oso ona;18;65;"Buena / ";71;17;Muy buena / Oso ona;2;4;Muy buena / Oso ona;190;52;1007,5;0;0;10;2,91
26/01/2017;20:00;4;10;Muy buena / Oso ona;17;68;"Buena / ";72;17;Muy buena / Oso ona;2;4;Muy buena / Oso ona;191;51;1007,6;0;0;10;3,87
26/01/2017;19:00;4;9;Muy buena / Oso ona;16;69;"Buena / ";72;14;Muy buena / Oso ona;1;4;Muy buena / Oso ona;188;50;1007,4;0;0;10;3,69
26/01/2017;18:00;4;9;Muy buena / Oso ona;16;73;"Buena / ";73;10;Muy buena / Oso ona;1;4;Muy buena / Oso ona;190;51;1007,3;0;0,8;11;3,96
26/01/2017;17:00;4;9;Muy buena / Oso ona;15;73;"Buena / ";72;18;Muy buena / Oso ona;1;4;Muy buena / Oso ona;191;50;1007,4;0;27,9;11;4,01
26/01/2017;16:00;5;10;Muy buena / Oso ona;17;73;"Buena / ";70;13;Muy buena / Oso ona;1;4;Muy buena / Oso ona;193;48;1007,1;0;76,2;12;4,08
26/01/2017;15:00;5;7;Muy buena / Oso ona;15;73;"Buena / ";69;13;Muy buena / Oso ona;1;4;Muy buena / Oso ona;201;48;1007,6;0;236,3;12;4,91
26/01/2017;14:00;5;8;Muy buena / Oso ona;16;73;"Buena / ";68;15;Muy buena / Oso ona;1;4;Muy buena / Oso ona;203;49;1008,2;0;418,1;12;5,66
26/01/2017;13:00;6;7;Muy buena / Oso ona;17;73;"Buena / ";65;16;Muy buena / Oso ona;1;4;Muy buena / Oso ona;203;48;1009,3;0;677,9;11;5,97
26/01/2017;12:00;6;9;Muy buena / Oso ona;18;;"Sin datos / ";58;17;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;47;1010,7;0;504,5;9;5,16
26/01/2017;11:00;5;8;Muy buena / Oso ona;17;66;"Buena / ";53;19;Muy buena / Oso ona;1;4;Muy buena / Oso ona;196;50;1011,8;0;207,7;8;5,29
26/01/2017;10:00;6;8;Muy buena / Oso ona;17;66;"Buena / ";49;21;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;51;1012;0;283,6;7;5,95
26/01/2017;09:00;5;8;Muy buena / Oso ona;17;64;"Buena / ";43;17;Muy buena / Oso ona;1;4;Muy buena / Oso ona;195;53;1012,3;0;154,6;6;5,34
26/01/2017;08:00;7;7;Muy buena / Oso ona;17;65;"Buena / ";39;16;Muy buena / Oso ona;1;4;Muy buena / Oso ona;193;54;1012,5;0;5,9;6;4,56
26/01/2017;07:00;5;7;Muy buena / Oso ona;15;66;"Buena / ";36;15;Muy buena / Oso ona;1;5;Muy buena / Oso ona;185;55;1012,8;0;0;6;3,49
26/01/2017;06:00;5;12;Muy buena / Oso ona;20;56;"Muy buena / ";32;9;Muy buena / Oso ona;1;6;Muy buena / Oso ona;171;61;1013,5;0;0;5;2,56
26/01/2017;05:00;5;26;Muy buena / Oso ona;34;31;"Muy buena / ";29;9;Muy buena / Oso ona;2;10;Muy buena / Oso ona;142;79;1014,4;0;0;1;2
26/01/2017;04:00;5;29;Muy buena / Oso ona;37;21;"Muy buena / ";29;8;Muy buena / Oso ona;1;9;Muy buena / Oso ona;135;88;1015,4;0;0;;2,01
26/01/2017;03:00;5;28;Muy buena / Oso ona;36;21;"Muy buena / ";32;10;Muy buena / Oso ona;1;8;Muy buena / Oso ona;136;90;1016,4;0;0;;1,74
26/01/2017;02:00;5;27;Muy buena / Oso ona;35;22;"Muy buena / ";36;10;Muy buena / Oso ona;1;7;Muy buena / Oso ona;145;90;1017,1;0;0;;1,26
26/01/2017;01:00;5;19;Muy buena / Oso ona;26;32;"Muy buena / ";40;12;Muy buena / Oso ona;1;4;Muy buena / Oso ona;145;90;1017,9;0;0;;1,54
25/01/2017;24:00;4;15;Muy buena / Oso ona;21;38;"Muy buena / ";45;8;Muy buena / Oso ona;1;4;Muy buena / Oso ona;145;86;1018,7;0;0;1;1,22
25/01/2017;23:00;5;15;Muy buena / Oso ona;22;38;"Muy buena / ";48;7;Muy buena / Oso ona;1;4;Muy buena / Oso ona;196;86;1019,5;0;0;0;1,22
25/01/2017;22:00;4;19;Muy buena / Oso ona;25;39;"Muy buena / ";51;7;Muy buena / Oso ona;1;5;Muy buena / Oso ona;190;84;1020;0;0;1;0,94
25/01/2017;21:00;6;29;Muy buena / Oso ona;38;32;"Muy buena / ";54;16;Muy buena / Oso ona;2;5;Muy buena / Oso ona;196;82;1020,5;0;0;2;0,92
25/01/2017;20:00;4;28;Muy buena / Oso ona;34;39;"Muy buena / ";57;10;Muy buena / Oso ona;1;5;Muy buena / Oso ona;183;75;1020,9;0;0;3;0,79
25/01/2017;19:00;3;22;Muy buena / Oso ona;26;49;"Muy buena / ";60;8;Muy buena / Oso ona;1;4;Muy buena / Oso ona;183;73;1021,2;0;0;4;0,82
25/01/2017;18:00;2;22;Muy buena / Oso ona;25;50;"Muy buena / ";59;13;Muy buena / Oso ona;2;5;Muy buena / Oso ona;145;66;1021,4;0;2,3;5;1,28
25/01/2017;17:00;2;24;Muy buena / Oso ona;26;67;"Buena / ";55;8;Muy buena / Oso ona;2;18;Muy buena / Oso ona;93;53;1021,2;0;77,4;8;1,51
25/01/2017;16:00;5;29;Muy buena / Oso ona;36;66;"Buena / ";47;14;Muy buena / Oso ona;2;23;Muy buena / Oso ona;66;51;1021,4;0;352,1;9;1,98
25/01/2017;15:00;5;26;Muy buena / Oso ona;34;67;"Buena / ";38;13;Muy buena / Oso ona;2;6;Muy buena / Oso ona;54;49;1021,7;0;577,4;9;1,08
25/01/2017;14:00;6;25;Muy buena / Oso ona;34;62;"Buena / ";31;11;Muy buena / Oso ona;2;5;Muy buena / Oso ona;113;49;1022,4;0;757,7;9;1,83
25/01/2017;13:00;7;13;Muy buena / Oso ona;23;;"Sin datos / ";24;7;Muy buena / Oso ona;1;4;Muy buena / Oso ona;112;48;1023,6;0;837,5;9;2,25
25/01/2017;12:00;11;18;Muy buena / Oso ona;34;60;"Muy buena / ";23;6;Muy buena / Oso ona;1;4;Muy buena / Oso ona;122;57;1024,6;0;767,1;7;1,48
25/01/2017;11:00;11;16;Muy buena / Oso ona;32;40;"Muy buena / ";22;15;Muy buena / Oso ona;1;4;Muy buena / Oso ona;210;80;1025,6;0;590,6;4;3,2
25/01/2017;10:00;12;17;Muy buena / Oso ona;35;29;"Muy buena / ";19;10;Muy buena / Oso ona;1;4;Muy buena / Oso ona;206;88;1026;0;348,1;2;2,88
25/01/2017;09:00;20;25;Muy buena / Oso ona;55;16;"Muy buena / ";18;20;Muy buena / Oso ona;2;5;Muy buena / Oso ona;201;93;1026,1;0;151,6;0;2,3
