COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;NOMBRE_COMIENZA;NOMBRE_ACENTOS_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;NOMBRE_TERMINA;NOMBRE_ACENTOS_TERMINA
00239000;CALLE;DE LA;DIVINA PASTORA;DIVINA PASTORA;00452000;PLAZA;DE LA;MADRE MARIA ANA MOGAS;MADRE MARÍA ANA MOGAS;00690500;CALLE;DE;SANDALIO LOPEZ;SANDALIO LÓPEZ
00239100;CALLE;DEL;DIVINO PASTOR;DIVINO PASTOR;00313100;CALLE;DE;FUENCARRAL;FUENCARRAL;00661700;CALLE;DE;SAN BERNARDO;SAN BERNARDO
00239200;CALLE;DEL;DIVINO REDENTOR;DIVINO REDENTOR;00137000;CALLE;DEL;CAPITAN BLANCO ARGIBAY;CAPITÁN BLANCO ARGIBAY;00595200;CALLE;DE;PINOS ALTA;PINOS ALTA
00239300;CALLE;DEL;DIVINO VALLES;DIVINO VALLÉS;00234700;PASEO;DE LAS;DELICIAS;DELICIAS;00295000;CALLE;DE;FERNANDO POO;FERNANDO POO
31000309;CALLE;DE LA;DOBLA;DOBLA;00600400;AVENIDA;DE LOS;POBLADOS;POBLADOS;31000308;CALLE;DEL;OBOLO;ÓBOLO
00001799;CALLE;;DOBLADA;DOBLADA;00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;00425700;CALLE;DE;JUPITER;JÚPITER
31000331;CALLE;DEL;DOBLER;DOBLER;31000330;CALLE;DEL;DUCADO;DUCADO;31000538;CALLE;DEL;DINERO;DINERO
00001801;CALLE;DEL;DOBLON;DOBLÓN;00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;00425700;CALLE;DE;JUPITER;JÚPITER
00239500;CALLE;DEL;DOCE DE OCTUBRE;DOCE DE OCTUBRE;00502300;AVENIDA;DE;MENENDEZ PELAYO;MENÉNDEZ PELAYO;00056500;CALLE;DE;ANTONIO ARIAS;ANTONIO ARIAS
00001119;PASEO;DE LAS;DOCE ESTRELLAS;DOCE ESTRELLAS;00001111;CALLE;DE LA;RIBERA DEL SENA;RIBERA DEL SENA;00001105;GLORIETA;DE;S.A.R. DON JUAN DE BORBON Y BATTEMBERG;S.A.R. DON JUAN DE BORBÓN Y BATTEMBERG
00681500;CALLE;DEL;DOCTOR ALVAREZ SIERRA;DOCTOR ÁLVAREZ SIERRA;00078700;CALLE;DE;ARTURO SORIA;ARTURO SORIA;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00239700;AVENIDA;DEL;DOCTOR ARCE;DOCTOR ARCE;00636800;PLAZA;DE LA;REPUBLICA ARGENTINA;REPÚBLICA ARGENTINA;00157850;PLAZA;DE;CATALUÑA;CATALUÑA
31000658;CALLE;DEL;DOCTOR BALMIS;DOCTOR BALMIS;00031700;CALLE;DEL;ALMANZORA;ALMANZORA;31000657;CALLE;DE;FERNANDO LAZARO CARRETER;FERNANDO LÁZARO CARRETER
00000828;PLAZA;DEL;DOCTOR BARRAQUER;DOCTOR BARRAQUER;00382450;CALLE;DE LA;ISLA DE ONS;ISLA DE ONS;00383550;CALLE;DE LA;ISLA DE TAVIRA;ISLA DE TAVIRA
00239800;CALLE;DEL;DOCTOR BELLIDO;DOCTOR BELLIDO;00665400;AVENIDA;DE;SAN DIEGO;SAN DIEGO;00615800;CALLE;DEL;PUERTO DE BALBARAN;PUERTO DE BALBARÁN
00239900;CALLE;DEL;DOCTOR BLANCO NAJERA;DOCTOR BLANCO NÁJERA;00233100;CALLE;DE;DANTE;DANTE;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00240000;CALLE;DEL;DOCTOR BLANCO SOLER;DOCTOR BLANCO SOLER;00329500;AVENIDA;DE;LAS AGUILAS;LAS ÁGUILAS;00625300;CALLE;DE;RAFAEL FINAT;RAFAEL FINAT
00240300;PLAZA;DEL;DOCTOR CALVO PEREZ;DOCTOR CALVO PÉREZ;00470200;CALLE;DEL;MAR NEGRO;MAR NEGRO;00468902;CALLE;DEL;MAR AMARILLO;MAR AMARILLO
00240400;CALLE;DEL;DOCTOR CARMENA RUIZ;DOCTOR CARMENA RUIZ;00511100;CALLE;DE;MIRASIERRA;MIRASIERRA;00662750;CALLE;DE;SAN CASIMIRO;SAN CASIMIRO
00240500;CALLE;DEL;DOCTOR CARRACIDO;DOCTOR CARRACIDO;00433800;CALLE;DE;LEGANITOS;LEGANITOS;00342950;CALLE;;GRAN VIA;GRAN VÍA
00240600;CALLE;DEL;DOCTOR CASAL;DOCTOR CASAL;00486000;PASEO;DEL;MARQUES DE MONISTROL;MARQUÉS DE MONISTROL;00693500;CALLE;DE;SANTA COMBA;SANTA COMBA
00240700;CALLE;DEL;DOCTOR CASTELO;DOCTOR CASTELO;00502300;AVENIDA;DE;MENENDEZ PELAYO;MENÉNDEZ PELAYO;00241300;CALLE;DEL;DOCTOR ESQUERDO;DOCTOR ESQUERDO
00240900;CALLE;DEL;DOCTOR CIRAJAS;DOCTOR CIRAJAS;00398700;CALLE;DE;JOSE ARCONES GIL;JOSÉ ARCONES GIL;00357000;AVENIDA;DE LA;INSTITUCION LIBRE DE ENSEÑANZA;INSTITUCIÓN LIBRE DE ENSEÑANZA
00241000;PLAZA;DEL;DOCTOR CORTES;DOCTOR CORTÉS;00690500;CALLE;DE;SANDALIO LOPEZ;SANDALIO LÓPEZ;00385600;CALLE;DE LAS;ISLAS JARVI;ISLAS JARVI
00241100;CALLE;DEL;DOCTOR CORTEZO;DOCTOR CORTEZO;00081600;CALLE;DE;ATOCHA;ATOCHA;00742900;PLAZA;DE;TIRSO DE MOLINA;TIRSO DE MOLINA
00241150;CALLE;DEL;DOCTOR CRIADO;DOCTOR CRIADO;00632200;AVENIDA;;REAL DE PINTO;REAL DE PINTO;00673000;CALLE;DE;SAN JENARO;SAN JENARO
00241175;CALLE;DEL;DOCTOR DRUMEN;DOCTOR DRUMEN;00081600;CALLE;DE;ATOCHA;ATOCHA;00695900;CALLE;DE;SANTA ISABEL;SANTA ISABEL
00241170;CALLE;DEL;DOCTOR ESPINA;DOCTOR ESPINA;00024200;CALLE;DE;ALEJANDRO SANCHEZ;ALEJANDRO SÁNCHEZ;00549100;AVENIDA;DE;OPORTO;OPORTO
00241300;CALLE;DEL;DOCTOR ESQUERDO;DOCTOR ESQUERDO;00460815;PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;00171800;AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA
00241400;PASAJE;DEL;DOCTOR ESQUERDO;DOCTOR ESQUERDO;00241300;CALLE;DEL;DOCTOR ESQUERDO;DOCTOR ESQUERDO;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00241500;AVENIDA;DEL;DOCTOR FEDERICO RUBIO Y GALI;DOCTOR FEDERICO RUBIO Y GALÍ;00554550;AVENIDA;DE;PABLO IGLESIAS;PABLO IGLESIAS;00473500;CALLE;DE;MARIA AUXILIADORA;MARÍA AUXILIADORA
00001083;CALLE;DEL;DOCTOR FERNANDO CASTRO RODRIGUEZ;DOCTOR FERNANDO CASTRO RODRÍGUEZ;00344650;AVENIDA;DE;GREGORIO DEL AMO;GREGORIO DEL AMO;00002762;CALLE;DE;JOSE ANTONIO NOVAIS;JOSÉ ANTONIO NOVAIS
00241600;CALLE;DEL;DOCTOR FERNANDO PRIMO DE RIVERA;DOCTOR FERNANDO PRIMO DE RIVERA;00018600;AVENIDA;DE LA;ALBUFERA;ALBUFERA;00578300;CALLE;DE LA;PEÑA GORBEA;PEÑA GORBEA
00241700;CALLE;DEL;DOCTOR FERRAN;DOCTOR FERRÁN;00309200;PLAZA;DE;FRANCISCO RUANO;FRANCISCO RUANO;00595900;PLAZA;DEL;PINTOR LUCAS;PINTOR LUCAS
00241800;CALLE;DEL;DOCTOR FLEMING;DOCTOR FLEMING;00626900;CALLE;DE;RAFAEL SALGADO;RAFAEL SALGADO;00395150;CALLE;DE;JOAQUIN BAU;JOAQUÍN BAU
00241825;TRAVESIA;DEL;DOCTOR FLEMING;DOCTOR FLEMING;00241800;CALLE;DEL;DOCTOR FLEMING;DOCTOR FLEMING;00556300;CALLE;DEL;PADRE DAMIAN;PADRE DAMIÁN
00241900;CALLE;DEL;DOCTOR FOURQUET;DOCTOR FOURQUET;00695900;CALLE;DE;SANTA ISABEL;SANTA ISABEL;00765600;CALLE;DE;VALENCIA;VALENCIA
00241950;AVENIDA;DEL;DOCTOR GARCIA TAPIA;DOCTOR GARCÍA TAPIA;00570400;AVENIDA;DE LA;PAZ;PAZ;00001894;AUTOVIA;;M-40;M-40
00242000;CALLE;DEL;DOCTOR GOMEZ ULLA;DOCTOR GÓMEZ ULLA;00460815;PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;00128400;GLORIETA;DEL;CAMPANAR;CAMPANAR
00242200;CALLE;DEL;DOCTOR GUIU;DOCTOR GUÍU;00134200;CALLE;DE;CANTALEJO;CANTALEJO;00385150;CALLE;DE LAS;ISLAS CHAFARINAS;ISLAS CHAFARINAS
00242300;CALLE;DEL;DOCTOR HUERTAS;DOCTOR HUERTAS;00153600;PASEO;DE LA;CASTELLANA;CASTELLANA;00496800;CALLE;DE;MAURICIO LEGENDRE;MAURICIO LEGENDRE
00242400;CALLE;DEL;DOCTOR IGLESIAS FERNANDEZ;DOCTOR IGLESIAS FERNÁNDEZ;00243300;CALLE;DEL;DOCTOR MARTIN AREVALO;DOCTOR MARTÍN ARÉVALO;00243900;CALLE;DEL;DOCTOR PEREZ DOMINGUEZ;DOCTOR PÉREZ DOMÍNGUEZ
00707800;CALLE;DEL;DOCTOR JERONIMO IBORRA;DOCTOR JERÓNIMO IBORRA;00282410;CALLE;DE;EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;00397100;CALLE;DE;JOAQUIN RIVERO;JOAQUÍN RIVERO
00242450;CALLE;DEL;DOCTOR JIMENEZ DIAZ;DOCTOR JIMÉNEZ DÍAZ;00219500;PLAZA;DEL;CRISTO REY;CRISTO REY;00639000;AVENIDA;DE LOS;REYES CATOLICOS;REYES CATÓLICOS
31000661;CALLE;DEL;DOCTOR JOSE EUGENIO DE OLAVIDE;DOCTOR JOSÉ EUGENIO DE OLAVIDE;31000658;CALLE;DEL;DOCTOR BALMIS;DOCTOR BALMIS;31000657;CALLE;DE;FERNANDO LAZARO CARRETER;FERNANDO LÁZARO CARRETER
00242500;CALLE;DEL;DOCTOR JUAN BRAVO;DOCTOR JUAN BRAVO;00540200;CALLE;DE;NUESTRA SEÑORA DE VALVERDE;NUESTRA SEÑORA DE VALVERDE;00384800;CALLE;DE LAS;ISLAS BRITANICAS;ISLAS BRITÁNICAS
31001343;CALLE;DEL;DOCTOR JUAN JOSE LOPEZ IBOR;DOCTOR JUAN JOSÉ LÓPEZ IBOR;00383400;CALLE;DE LA;ISLA SOLEDAD;ISLA SOLEDAD;00396000;CALLE;DE;JOAQUIN LORENZO;JOAQUÍN LORENZO
31000214;CALLE;DEL;DOCTOR JUAN PEDRO MORENO GONZALEZ;DOCTOR JUAN PEDRO MORENO GONZÁLEZ;00243800;CALLE;DEL;DOCTOR OLORIZ;DOCTOR OLÓRIZ;00460800;CALLE;DE;MANUEL BARTOLOME COSSIO;MANUEL BARTOLOMÉ COSSÍO
00242550;PLAZA;DEL;DOCTOR LAGUNA;DOCTOR LAGUNA;00056500;CALLE;DE;ANTONIO ARIAS;ANTONIO ARIAS;00596850;CALLE;DE;PIO BAROJA;PÍO BAROJA
00242600;CALLE;DEL;DOCTOR LARRA Y CEREZO;DOCTOR LARRA Y CEREZO;00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;00496500;CALLE;DE;MAUREGATO;MAUREGATO
00242700;CALLE;DEL;DOCTOR LETAMENDI;DOCTOR LETAMENDI;00211100;PLAZA;DEL;CORDON;CORDÓN;00706300;CALLE;DE;SEGOVIA;SEGOVIA
00242800;CALLE;DEL;DOCTOR LOZANO;DOCTOR LOZANO;00590100;CALLE;DEL;PICO MONCAYO;PICO MONCAYO;00326300;CALLE;DE LA;GARGANTA DE AISA;GARGANTA DE AISA
00242900;PLAZA;DEL;DOCTOR LOZANO;DOCTOR LOZANO;00326300;CALLE;DE LA;GARGANTA DE AISA;GARGANTA DE AISA;00242800;CALLE;DEL;DOCTOR LOZANO;DOCTOR LOZANO
00243100;PLAZA;DEL;DOCTOR MARAÑON;DOCTOR MARAÑÓN;00397700;CALLE;DE;JOSE ABASCAL;JOSÉ ABASCAL;00477300;CALLE;DE;MARIA DE MOLINA;MARÍA DE MOLINA
00243150;CALLE;DEL;DOCTOR MARCO CORERA;DOCTOR MARCO CORERA;00666500;CALLE;DE;SAN ERNESTO;SAN ERNESTO;00629300;AVENIDA;DE;RAMON Y CAJAL;RAMÓN Y CAJAL
00243200;CALLE;DEL;DOCTOR MARIANI;DOCTOR MARIANI;00440770;CALLE;DE;LOPE DE HARO;LOPE DE HARO;00513300;CALLE;DE;LOS MOLINOS;LOS MOLINOS
00243300;CALLE;DEL;DOCTOR MARTIN AREVALO;DOCTOR MARTÍN ARÉVALO;00243900;CALLE;DEL;DOCTOR PEREZ DOMINGUEZ;DOCTOR PÉREZ DOMÍNGUEZ;00673000;CALLE;DE;SAN JENARO;SAN JENARO
00243500;CALLE;DEL;DOCTOR MATA;DOCTOR MATA;00081600;CALLE;DE;ATOCHA;ATOCHA;00695900;CALLE;DE;SANTA ISABEL;SANTA ISABEL
00243600;CALLE;DEL;DOCTOR MAZUCHELLI;DOCTOR MAZUCHELLI;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;CARDENAL HERRERA ORIA;00629950;CALLE;DE;RAMON GOMEZ DE LA SERNA;RAMÓN GÓMEZ DE LA SERNA
00243700;CALLE;DEL;DOCTOR MEDIAVILLA;DOCTOR MEDIAVILLA;00645300;PLAZA;DE;ROGELIO ENRIQUEZ;ROGELIO ENRÍQUEZ;00556100;AVENIDA;DEL;PADRE CIPRIANO;PADRE CIPRIANO
00243800;CALLE;DEL;DOCTOR OLORIZ;DOCTOR OLÓRIZ;00246500;CALLE;DE;DOLORES ROMERO;DOLORES ROMERO;00305400;CALLE;DE;FRANCISCO LASTRES;FRANCISCO LASTRES
00243900;CALLE;DEL;DOCTOR PEREZ DOMINGUEZ;DOCTOR PÉREZ DOMÍNGUEZ;00007200;PLAZA;DE;AGATA;ÁGATA;00554100;CALLE;DEL;OXIGENO;OXÍGENO
00244000;CALLE;DEL;DOCTOR PIGA;DOCTOR PIGA;00655850;CALLE;DEL;SALITRE;SALITRE;00071000;CALLE;DE;ARGUMOSA;ARGUMOSA
00000944;CALLE;DEL;DOCTOR RAMON CASTROVIEJO;DOCTOR RAMÓN CASTROVIEJO;00000940;GLORIETA;DE;JOSE FRANCISCO DE ISLA;JOSÉ FRANCISCO DE ISLA;00000943;GLORIETA;DE;FRANCISCO BAYEU Y SUBIAS;FRANCISCO BAYEU Y SUBÍAS
00244200;CALLE;DEL;DOCTOR REINOSA;DOCTOR REINOSA;00054900;CALLE;DE;ANTONIA BAENA;ANTONIA BAENA;00436050;CALLE;DE;LEOPOLDO ALAS CLARIN;LEOPOLDO ALAS CLARÍN
00244400;CALLE;DEL;DOCTOR SALGADO;DOCTOR SALGADO;00018600;AVENIDA;DE LA;ALBUFERA;ALBUFERA;00027600;CALLE;DE;ALFONSO XIII;ALFONSO XIII
00244500;CALLE;DEL;DOCTOR SANCHEZ;DOCTOR SÁNCHEZ;00665400;AVENIDA;DE;SAN DIEGO;SAN DIEGO;00615800;CALLE;DEL;PUERTO DE BALBARAN;PUERTO DE BALBARÁN
00244600;TRAVESIA;DEL;DOCTOR SANCHEZ;DOCTOR SÁNCHEZ;00798600;CALLE;DEL;VIZCONDE DE ARLESSON;VIZCONDE DE ARLESSÓN;00464400;CALLE;DE;MANUEL LAGUNA;MANUEL LAGUNA
00244700;CALLE;DEL;DOCTOR SANCHIS BANUS;DOCTOR SANCHÍS BANÚS;00046400;CALLE;DE;ANDRES ARTEAGA;ANDRÉS ARTEAGA;00240400;CALLE;DEL;DOCTOR CARMENA RUIZ;DOCTOR CARMENA RUIZ
00244800;CALLE;DEL;DOCTOR SANTERO;DOCTOR SANTERO;00114600;CALLE;DE;BRAVO MURILLO;BRAVO MURILLO;00155700;CALLE;DE;CASTILLO PIÑEIRO;CASTILLO PIÑEIRO
00002760;CALLE;DEL;DOCTOR SEVERO OCHOA;DOCTOR SEVERO OCHOA;00202200;AVENIDA;;COMPLUTENSE;COMPLUTENSE;00344650;AVENIDA;DE;GREGORIO DEL AMO;GREGORIO DEL AMO
00244950;CALLE;DEL;DOCTOR TEOFILO HERNANDO ORTEGA;DOCTOR TEÓFILO HERNANDO ORTEGA;00608500;GLORIETA;DEL;PRESIDENTE GARCIA MORENO;PRESIDENTE GARCÍA MORENO;00205100;CALLE;DEL;CONDE DE LA CIMERA;CONDE DE LA CIMERA
00244960;CALLE;DEL;DOCTOR THEBUSSEN;DOCTOR THEBUSSEN;00491000;CALLE;DE;MARTINEZ IZQUIERDO;MARTÍNEZ IZQUIERDO;00114900;CALLE;DE;BRESCIA;BRESCIA
00002397;CALLE;DEL;DOCTOR TOLOSA LATOUR;DOCTOR TOLOSA LATOUR;00059400;CALLE;DE;ANTONIO LOPEZ;ANTONIO LÓPEZ;00600400;AVENIDA;DE LOS;POBLADOS;POBLADOS
00245200;CALLE;DEL;DOCTOR URQUIOLA;DOCTOR URQUIOLA;00429700;CALLE;DE LA;LAGUNA;LAGUNA;00526000;PASEO;DE;MARCELINO CAMACHO;MARCELINO CAMACHO
00245250;CALLE;DEL;DOCTOR VALLEJO;DOCTOR VALLEJO;00018900;CALLE;DE;ALCALA;ALCALÁ;00417600;CALLE;DE;JUAN PEREZ ZUÑIGA;JUAN PÉREZ ZÚÑIGA
00245300;CALLE;DEL;DOCTOR VELASCO;DOCTOR VELASCO;00373100;PASEO;DE LA;INFANTA ISABEL;INFANTA ISABEL;00027500;CALLE;DE;ALFONSO XII;ALFONSO XII
00000780;CALLE;DEL;DOCTOR ZAMENHOF;DOCTOR ZAMENHOF;00002134;CALLE;DE;JUAN IGNACIO LUCA DE TENA;JUAN IGNACIO LUCA DE TENA;00002134;CALLE;DE;JUAN IGNACIO LUCA DE TENA;JUAN IGNACIO LUCA DE TENA
00245600;CALLE;DEL;DOCTOR ZOFIO;DOCTOR ZOFÍO;00777860;CALLE;;VIA CARPETANA;VÍA CARPETANA;00153400;CALLE;DE;CASTELLFLORITE;CASTELLFLORITE
31000004;CALLE;DEL;DODGE;DODGE;31000007;CALLE;DEL;SIMCA;SIMCA;31000006;CALLE;DEL;TALBOT;TALBOT
00245700;CALLE;DE;DOLORES;DOLORES;00418100;CALLE;DE;JUAN DEL RISCO;JUAN DEL RISCO;00538000;CALLE;DE;NUESTRA SEÑORA DEL CARMEN;NUESTRA SEÑORA DEL CARMEN
00245800;PASAJE;DE;DOLORES;DOLORES;00556150;CALLE;DEL;PADRE CLARET;PADRE CLARET;00050200;CALLE;DE;ANGEL HERNANDEZ;ÁNGEL HERNÁNDEZ
00245900;CALLE;DE;DOLORES ARMENGOT;DOLORES ARMENGOT;00096700;CALLE;DE LA;BATALLA DE TORRIJOS;BATALLA DE TORRIJOS;00054700;CALLE;DE;ANTOLINA MERINO;ANTOLINA MERINO
00246000;CALLE;DE;DOLORES BARRANCO;DOLORES BARRANCO;00547600;CALLE;DEL;OLVIDO;OLVIDO;00627450;AVENIDA;DE;RAFAELA YBARRA;RAFAELA YBARRA
00246100;CALLE;DE;DOLORES BEJARANO;DOLORES BEJARANO;00699400;CALLE;DE;SANTA VALENTINA;SANTA VALENTINA;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00246200;CALLE;DE;DOLORES COCA;DOLORES COCA;00283400;CALLE;DE;EULALIA GIL;EULALIA GIL;00054700;CALLE;DE;ANTOLINA MERINO;ANTOLINA MERINO
00246300;CALLE;DE;DOLORES FOLGUERAS;DOLORES FOLGUERAS;00645400;CALLE;DE;ROGELIO FOLGUERAS;ROGELIO FOLGUERAS;00018600;AVENIDA;DE LA;ALBUFERA;ALBUFERA
00246500;CALLE;DE;DOLORES ROMERO;DOLORES ROMERO;00360000;CALLE;DE;HERMOSILLA;HERMOSILLA;00319400;CALLE;DE;GABRIEL ABREU;GABRIEL ABRÉU
00246600;CALLE;DE;DOLORES SANCHEZ CARRASCOSA;DOLORES SÁNCHEZ CARRASCOSA;00494900;CALLE;DE;MATEO INURRIA;MATEO INURRIA;00253900;PLAZA;DEL;DUQUE DE PASTRANA;DUQUE DE PASTRANA
00246700;CALLE;DE;DOLORES SOPEÑA;DOLORES SOPEÑA;00225300;CALLE;DE LA;CUESTA;CUESTA;00240400;CALLE;DEL;DOCTOR CARMENA RUIZ;DOCTOR CARMENA RUIZ
00246750;CALLE;DE;DOMENICO SCARLATTI;DOMENICO SCARLATTI;00328600;CALLE;DEL;GENERAL AMPUDIA;GENERAL AMPUDIA;00376800;CALLE;DE;ISAAC PERAL;ISAAC PERAL
00246800;CALLEJON;DE;DOMINE;DÓMINE;00082300;CALLE;DE;AURELIO GONZALEZ DE GREGORIO;AURELIO GONZÁLEZ DE GREGORIO;00491900;PLAZA;DE LOS;MARTIRES;MÁRTIRES
00246900;CALLE;DE;DOMINGO ALVAREZ;DOMINGO ÁLVAREZ;00782800;AVENIDA;DE LA;VICTORIA;VICTORIA;00226550;CALLE;DE;CUEVAS DEL VALLE;CUEVAS DEL VALLE
31000185;CALLE;DE;DOMINGO DE ALBORAYA;DOMINGO DE ALBORAYA;00282410;CALLE;DE;EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;31000183;CALLE;DEL;CONDE DE MORPHY;CONDE DE MORPHY
00247900;CALLE;DE;DOMINGO DE SILVA;DOMINGO DE SILVA;00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;00303300;CALLE;DE;FRANCISCO BRIZUELA;FRANCISCO BRIZUELA
00248000;CALLE;DE;DOMINGO DE ZAIZITA;DOMINGO DE ZAIZITA;00066600;CALLE;DEL;ARCANGEL SAN RAFAEL;ARCÁNGEL SAN RAFAEL;00367300;CALLE;DE LA;HUERTA DE CASTAÑEDA;HUERTA DE CASTAÑEDA
00247000;CALLE;DE;DOMINGO FERNANDEZ;DOMINGO FERNÁNDEZ;00502350;CALLE;DE;MENENDEZ PIDAL;MENÉNDEZ PIDAL;00353200;PASEO;DE;LA HABANA;LA HABANA
00247100;CALLE;DE;DOMINGO FONTAN;DOMINGO FONTÁN;00246500;CALLE;DE;DOLORES ROMERO;DOLORES ROMERO;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00247200;CALLE;DE;DOMINGO GARRIDO;DOMINGO GARRIDO;00782800;AVENIDA;DE LA;VICTORIA;VICTORIA;00627300;CALLE;DE;RAFAEL VILLA;RAFAEL VILLA
00247500;PLAZA;DE;DOMINGO MENDIZABAL;DOMINGO MENDIZÁBAL;00504800;PLAZA;DEL;MESIAS;MESÍAS;00155800;CALLE;DEL;CASTILLO DE SIMANCAS;CASTILLO DE SIMANCAS
00247700;CALLE;DE;DOMINGO PARRAGA;DOMINGO PÁRRAGA;00632200;AVENIDA;;REAL DE PINTO;REAL DE PINTO;00610050;AVENIDA;DE LA;PRINCESA JUANA DE AUSTRIA;PRINCESA JUANA DE AUSTRIA
00247800;CALLE;DE;DOMINGO PEREZ DEL VAL;DOMINGO PÉREZ DEL VAL;00350200;CALLE;DE;GUILLERMO DE OSMA;GUILLERMO DE OSMA;00404700;CALLE;DE;JOSE MIGUEL GORDOA;JOSÉ MIGUEL GORDOA
00248100;CALLE;DE;DON ALVARO DE BAZAN;DON ÁLVARO DE BAZÁN;00024600;CALLE;DE;ALENZA;ALENZA;00096500;CALLE;DE LA;BATALLA DE OTUMBA;BATALLA DE OTUMBA
00248200;PLAZA;DE;DON ANTONIO DE ANDRES;DON ANTONIO DE ANDRÉS;00631850;AVENIDA;;REAL;REAL;00365250;CALLE;DEL;HORNO DE LABRADORES;HORNO DE LABRADORES
00248250;RONDA;DE;DON BOSCO;DON BOSCO;00282410;CALLE;DE;EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;00601300;CALLE;DE;POLVORANCA;POLVORANCA
00248400;CALLE;DE;DON FELIPE;DON FELIPE;00671900;PLAZA;DE;SAN ILDEFONSO;SAN ILDEFONSO;00450970;CALLE;DE LA;MADERA;MADERA
00001921;CALLE;DE;DON JUSTO;DON JUSTO;00454200;CALLE;DEL;MAESTRO LA SALLE;MAESTRO LA SALLE;00453900;CALLE;DEL;MAESTRO CHAPI;MAESTRO CHAPÍ
00248500;CALLE;DE;DON PEDRO;DON PEDRO;00149750;PLAZA;DE LOS;CARROS;CARROS;00319900;PLAZA;DE;GABRIEL MIRO;GABRIEL MIRÓ
00248600;CALLE;DE;DON QUIJOTE;DON QUIJOTE;00627700;CALLE;DE;RAIMUNDO FERNANDEZ VILLAVERDE;RAIMUNDO FERNÁNDEZ VILLAVERDE;00635200;CALLE;DE LA;REINA MERCEDES;REINA MERCEDES
00248700;CALLE;DE;DON RAMON DE LA CRUZ;DON RAMÓN DE LA CRUZ;00710300;CALLE;DE;SERRANO;SERRANO;00460815;PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA
00248750;CALLE;DE;DON RAMON MENENDEZ PIDAL;DON RAMÓN MENÉNDEZ PIDAL;00344650;AVENIDA;DE;GREGORIO DEL AMO;GREGORIO DEL AMO;00628800;CALLE;DE;RAMIRO DE MAEZTU;RAMIRO DE MAEZTU
00248800;CALLE;DE;DON RODRIGO;DON RODRIGO;00287450;CALLE;DE;FAVILA;FAVILA;00080800;CALLE;DE;ATANAGILDO;ATANAGILDO
00248900;CALLE;DE LOS;DONADOS;DONADOS;00068300;CALLE;DEL;ARENAL;ARENAL;00693100;PLAZA;DE;SANTA CATALINA DE LOS DONADOS;SANTA CATALINA DE LOS DONADOS
00249000;CALLE;DE;DONATO BAÑARES;DONATO BAÑARES;00335300;CALLE;DE;GERARDO BAENA;GERARDO BAENA;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00000973;CALLE;DE;DONDIEGO;DONDIEGO;00000972;CALLE;DE LA;CERRAJA;CERRAJA;00000971;CALLE;DE LA;CARDENCHA;CARDENCHA
00249100;CALLE;DE;DONFLOR;DONFLOR;00632200;AVENIDA;;REAL DE PINTO;REAL DE PINTO;00632200;AVENIDA;;REAL DE PINTO;REAL DE PINTO
00249200;PLAZA;DE;DONOSO;DONOSO;00521000;CALLE;DE;MONTOYA;MONTOYA;00471300;CALLE;DE;MARCELINA;MARCELINA
00249300;CALLE;DE;DONOSO CORTES;DONOSO CORTÉS;00114600;CALLE;DE;BRAVO MURILLO;BRAVO MURILLO;00376800;CALLE;DE;ISAAC PERAL;ISAAC PERAL
00249400;CALLE;DE;DONOSO MONTESINOS;DONOSO MONTESINOS;00330500;CALLE;DEL;GENERAL LOPEZ POZAS;GENERAL LÓPEZ POZAS;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00249500;AVENIDA;;DONOSTIARRA;DONOSTIARRA;00114300;AVENIDA;DE;BRASILIA;BRASILIA;00791400;CALLE;DE LA;VIRGEN DE LA ALEGRIA;VIRGEN DE LA ALEGRÍA
00249600;CALLE;DE;DOÑA BERENGUELA;DOÑA BERENGUELA;00652100;CALLE;DE;SAAVEDRA FAJARDO;SAAVEDRA FAJARDO;00699300;CALLE;DE;SANTA URSULA;SANTA ÚRSULA
