COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;NOMBRE_COMIENZA;NOMBRE_ACENTOS_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;NOMBRE_TERMINA;NOMBRE_ACENTOS_TERMINA
31000210;CALLE;DEL;ABAD JUAN CATALAN;ABAD JUAN CATALÁN;00978785;CARRETERA;DE;VICALVARO A LA ESTACION DE O'DONNELL;VICÁLVARO A LA ESTACIÓN DE O'DONNELL;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00000200;CALLE;DE LA;ABADA;ABADA;00656500;CALLE;DE LA;SALUD;SALUD;00342950;CALLE;;GRAN VIA;GRAN VÍA
00000300;CALLE;DE LOS;ABADES;ABADES;00505000;CALLE;DEL;MESON DE PAREDES;MESÓN DE PAREDES;00262000;CALLE;DE;EMBAJADORES;EMBAJADORES
00000400;CALLE;DE LA;ABADESA;ABADESA;00643000;CALLE;DE;ROBLEDO;ROBLEDO;00509600;CALLE;DE LA;MIOSOTIS;MIOSOTIS
00000600;CALLE;DE;ABALOS;ÁBALOS;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO;00169200;CALLE;DE;CIDAMON;CIDAMÓN
00000700;CALLE;DEL;ABANICO;ABANICO;00737900;CALLE;DE LOS;TEJEDORES;TEJEDORES;00562200;CALLE;DE LA;PAÑERIA;PAÑERÍA
00000800;CALLE;DE;ABANTOS;ABANTOS;00144700;CALLE;DE;CARLOS PEREYRA;CARLOS PEREYRA;00582200;CALLE;DE;LA PEÑOTA;LA PEÑOTA
00000900;CALLE;DEL;ABARDERO;ABARDERO;00239000;CALLE;DE LA;DIVINA PASTORA;DIVINA PASTORA;00384400;CALLE;DE LAS;ISLAS ANTIPODAS;ISLAS ANTÍPODAS
00001000;CALLE;DE;ABARZUZA;ABÁRZUZA;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS
00001100;CALLE;DE;ABAY;ABAY;00573300;CALLE;DE;PEDRO JIMENEZ;PEDRO JIMÉNEZ;00339100;CALLE;DE;GOMEZ ACEBO;GÓMEZ ACEBO
00001150;CALLE;DE;ABDON TERRADAS;ABDÓN TERRADAS;00108600;CALLE;DE;BLASCO DE GARAY;BLASCO DE GARAY;00352700;CALLE;DE;GUZMAN EL BUENO;GUZMÁN EL BUENO
00001200;CALLE;DEL;ABEDUL;ABEDUL;00310300;CALLE;DE;FRANCISCO SUAREZ;FRANCISCO SUÁREZ;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00001300;CALLE;DE;ABEGONDO;ABEGONDO;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS
00001301;CALLE;DEL;ABEJARUCO;ABEJARUCO;00129251;RONDA;DEL;TREN;TREN;00900207;CALLE;DEL;SEIS DE DICIEMBRE;SEIS DE DICIEMBRE
00001400;CALLE;DE LA;ABEJUELA;ABEJUELA;00677600;CALLE;DE;SAN MARCELINO;SAN MARCELINO;00404600;CALLE;DE;JOSE MAURELO;JOSÉ MAURELO
00001500;CALLE;DE;ABEL;ABEL;00571800;CALLE;DE;PEDRO BARREDA;PEDRO BARREDA;00241500;AVENIDA;DEL;DOCTOR FEDERICO RUBIO Y GALI;DOCTOR FEDERICO RUBIO Y GALÍ
00002665;CALLE;DE LAS;ABELIAS;ABELIAS;00002637;AVENIDA;DE LAS;AZALEAS;AZALEAS;00000858;AVENIDA;DE LOS;ANDES;ANDES
00001600;CALLE;DE;ABELLA;ABELLA;00329600;AVENIDA;DE;CARABANCHEL ALTO;CARABANCHEL ALTO;00601300;CALLE;DE;POLVORANCA;POLVORANCA
00001800;CALLE;DE;ABERTURA;ABERTURA;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS
00002318;CALLE;DEL;ABETAL;ABETAL;00118600;AVENIDA;DE;BURGOS;BURGOS;00906263;CALLE;DE LA;SAUCEDA;SAUCEDA
00001900;CALLE;DEL;ABETO;ABETO;00804700;CAMINO;DE LA;ZARZUELA;ZARZUELA;00152500;CALLE;DE;CASIOPEA;CASIOPEA
00002100;CALLE;DE;ABIZANDA;ABIZANDA;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;00003700;CALLE;DE;ACEBEDO;ACEBEDO
00002300;CALLE;DEL;ABOLENGO;ABOLENGO;00496100;CALLE;DE;MATILDE HERNANDEZ;MATILDE HERNÁNDEZ;00543600;CALLE;DE LA;OCA;OCA
00002400;AVENIDA;DE;ABRANTES;ABRANTES;00549100;AVENIDA;DE;OPORTO;OPORTO;00600400;AVENIDA;DE LOS;POBLADOS;POBLADOS
00002500;CALLE;DE;ABRIL;ABRIL;00313350;CALLE;DE;FUENCEMILLAN;FUENCEMILLÁN;31003081;CARRETERA;;M-22;M-22
00002600;CALLE;DE;ABTAO;ABTAO;00171800;AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA;00499700;AVENIDA;DEL;MEDITERRANEO;MEDITERRÁNEO
00002725;RONDA;DE LA;ABUBILLA;ABUBILLA;00724400;RONDA;DE;SOBRADIEL;SOBRADIEL;00724400;RONDA;DE;SOBRADIEL;SOBRADIEL
31000683;CALLE;DE;ABUNDIO GARCIA ROMAN;ABUNDIO GARCÍA ROMÁN;00059100;CALLE;DE;ANTONIO DE LEYVA;ANTONIO DE LEYVA;00775700;CALLE;DE LA;VERDAD;VERDAD
00002800;CALLE;DE;ABUÑOL;ABUÑOL;00003700;CALLE;DE;ACEBEDO;ACEBEDO;00002100;CALLE;DE;ABIZANDA;ABIZANDA
00002900;PASEO;DE LAS;ACACIAS;ACACIAS;00262100;GLORIETA;DE;EMBAJADORES;EMBAJADORES;00597700;GLORIETA;DE LAS;PIRAMIDES;PIRÁMIDES
00003000;CALLE;DE LA;ACADEMIA;ACADEMIA;00651000;CALLE;DE;RUIZ DE ALARCON;RUIZ DE ALARCÓN;00027500;CALLE;DE;ALFONSO XII;ALFONSO XII
00003200;CALLE;DE;ACADEMOS;ACADEMOS;00278700;CALLE;DE;ESTANISLAO GOMEZ;ESTANISLAO GÓMEZ;00278700;CALLE;DE;ESTANISLAO GOMEZ;ESTANISLAO GÓMEZ
00003250;CALLE;DE;ACAMAR;ACAMAR;00552800;AVENIDA;DE LA;OSA MAYOR;OSA MAYOR;00001868;CALLE;DE LA;GOLONDRINA;GOLONDRINA
00003400;CALLE;DEL;ACANTILADO;ACANTILADO;00639800;CALLE;DE LA;RIBERA DEL MANZANARES;RIBERA DEL MANZANARES;00201300;PASEO;DEL;COMANDANTE FORTEA;COMANDANTE FORTEA
00002881;CALLE;DE LA;ACANTITA;ACANTITA;00002876;CALLE;DE LA;ESTEFANITA;ESTEFANITA;00002879;CALLE;DEL;BERROCAL;BERROCAL
00000873;CALLE;DEL;ACANTO;ACANTO;00000875;CALLE;DEL;OMBU;OMBÚ;00000874;CALLE;DE LA;RETAMA;RETAMA
00001084;CARRETERA;DE;ACCESO A LA ESTACION DE AUTOBUSES DE LA E.M.T.;ACCESO A LA ESTACIÓN DE AUTOBUSES DE LA E.M.T.;00731000;RONDA;;SUR;SUR;00262000;CALLE;DE;EMBAJADORES;EMBAJADORES
00906015;CARRETERA;DE;ACCESO A LA ESTACION DE O'DONNELL;ACCESO A LA ESTACIÓN DE O'DONNELL;00018900;CALLE;DE;ALCALA;ALCALÁ;00277900;ESTACION DE FERROCARRIL;;O'DONNELL;O'DONNELL
00003700;CALLE;DE;ACEBEDO;ACEBEDO;00001000;CALLE;DE;ABARZUZA;ABÁRZUZA;00002100;CALLE;DE;ABIZANDA;ABIZANDA
00003750;CALLE;DE;ACEBES;ACEBES;00241150;CALLE;DEL;DOCTOR CRIADO;DOCTOR CRIADO;00733450;PASEO;DE LOS;TALLERES;TALLERES
00003800;CALLE;DEL;ACEBO;ACEBO;00751200;CALLE;;TRANSVERSAL;TRANSVERSAL;00439300;CALLE;DE LOS;LIRIOS;LIRIOS
00546601;CALLE;DEL;ACEBUCHE;ACEBUCHE;00900733;CALLE;DE;ROSA LUXEMBURGO;ROSA LUXEMBURGO;00076200;ARROYO;DE;POZUELO;POZUELO
00905704;CAMINO;DE LOS;ACEITEROS;ACEITEROS;00905698;CAMINO;DE LA;MAGDALENA;MAGDALENA;99000003;LUGAR;;LIMITE TERMINO MUNICIPAL;LÍMITE TÉRMINO MUNICIPAL
00003900;CALLE;DE;ACENTEJO;ACENTEJO;00398700;CALLE;DE;JOSE ARCONES GIL;JOSÉ ARCONES GIL;00722300;CALLE;DE;LOS SILOS;LOS SILOS
00906106;CALLE;DE;ACEREIRO;ACEREIRO;00000990;CALLE;DEL;MELILOTO;MELILOTO;00255800;CALLE;DEL;GORDOLOBO;GORDOLOBO
00004100;CALLE;DE;ACEUCHAL;ACEUCHAL;00802300;CALLE;DE LA;ZAIDA;ZAIDA;00025700;CALLE;DE;ALFARO;ALFARO
00000928;PLAZA;DE LA;ACHICORIA;ACHICORIA;00029650;CALLE;DE LA;ALHAMBRA;ALHAMBRA;00362700;CALLE;DE LAS;HIGUERAS;HIGUERAS
00004200;CALLE;DE;ACHURI;ACHURI;00285400;CALLE;DE;EZEQUIEL SOLANA;EZEQUIEL SOLANA;00263500;CALLE;DE;EMILIO FERRARI;EMILIO FERRARI
00000901;CALLE;DE;ACONCAGUA;ACONCAGUA;00000899;CALLE;DE;AREQUIPA;AREQUIPA;00000909;GLORIETA;DEL;RIO URUBAMBA;RÍO URUBAMBA
00004400;CALLE;DEL;ACONITO;ACÓNITO;00561500;CALLE;DE;PANDO;PANDO;00238800;PASEO;DE LA;DIRECCION;DIRECCIÓN
00004450;CALLE;DE LA;ACUARELA;ACUARELA;00064400;AVENIDA;DE;ARAGON;ARAGÓN;00906264;ARROYO;DE LAS;REJAS;REJAS
00004500;CALLE;DE;ACUARIO;ACUARIO;00356700;PLAZA;;MAYOR DE BARAJAS;MAYOR DE BARAJAS;00328000;CALLE;DE;GEMINIS;GÉMINIS
00004600;CALLE;DEL;ACUEDUCTO;ACUEDUCTO;00802800;CALLE;DE;ZAMORA;ZAMORA;00241500;AVENIDA;DEL;DOCTOR FEDERICO RUBIO Y GALI;DOCTOR FEDERICO RUBIO Y GALÍ
31000190;CALLE;DEL;ACUEDUCTO DE SEGOVIA;ACUEDUCTO DE SEGOVIA;31000334;CALLE;DE LAS;MURALLAS DE AVILA;MURALLAS DE ÁVILA;00267700;CALLE;DE;ENRIQUE MARTINEZ;ENRIQUE MARTÍNEZ
00004700;CALLE;DEL;ACUERDO;ACUERDO;00536700;CALLE;DEL;NOVICIADO;NOVICIADO;00017200;CALLE;DE;ALBERTO AGUILERA;ALBERTO AGUILERA
31000289;CALLE;DE;ADAM SMITH;ADAM SMITH;31000286;CALLE;DE;FREUD;FREUD;31000288;CALLE;DE;LAVOISIER;LAVOISIER
00004750;CALLE;DE;ADANERO;ADANERO;00069100;CALLE;DE;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;00689775;CALLE;DE;SANCHIDRIAN;SANCHIDRIÁN
00004900;CALLE;DE;ADELA BALBOA;ADELA BALBOA;00326100;CALLE;DE;GARELLANO;GARELLANO;00155700;CALLE;DE;CASTILLO PIÑEIRO;CASTILLO PIÑEIRO
00005000;CALLE;DE LAS;ADELFAS;ADELFAS;00045600;CALLE;DE;ANDALUCIA;ANDALUCÍA;00698850;CALLE;DE;SANTA SABINA;SANTA SABINA
00389800;CALLE;DE;ADELINA PATTI;ADELINA PATTI;00563700;PASEO;DE;EL PARDO;EL PARDO;00905052;RIO;;MANZANARES;MANZANARES
00005200;CALLE;DE;ADEMUZ;ADEMUZ;00329000;CALLE;DE;CLARA CAMPOAMOR;CLARA CAMPOAMOR;00394800;CALLE;DE;JIMENA;JIMENA
31000496;CALLE;DE;ADOLFO BIOY CASARES;ADOLFO BIOY CASARES;31000613;CALLE;DE LA;CAÑADA DEL SANTISIMO;CAÑADA DEL SANTÍSIMO;31000503;AVENIDA;DE;LAS SUERTES;LAS SUERTES
31000486;CALLE;DE;ADOLFO MARSILLACH;ADOLFO MARSILLACH;31000474;AVENIDA;DEL;ENSANCHE DE VALLECAS;ENSANCHE DE VALLECAS;31000471;AVENIDA;DE LA;GRAN VIA DEL SURESTE;GRAN VÍA DEL SURESTE
00000969;CALLE;DE;ADONIS;ADONIS;00000990;CALLE;DEL;MELILOTO;MELILOTO;00255800;CALLE;DEL;GORDOLOBO;GORDOLOBO
00005300;CALLE;DE;ADORA;ADORA;00524800;CALLE;DE;MOTRIL;MOTRIL;00583100;CAMINO;DE;PERALES;PERALES
00005400;CALLE;DE;ADRA;ADRA;00005600;CALLE;DE;ADRADA DE HAZA;ADRADA DE HAZA;00628300;CALLE;DE;RAMIREZ TOME;RAMÍREZ TOMÉ
00005500;PASAJE;DE;ADRA;ADRA;00005400;CALLE;DE;ADRA;ADRA;00572000;CALLE;DE;PEDRO CALLEJO;PEDRO CALLEJO
00005600;CALLE;DE;ADRADA DE HAZA;ADRADA DE HAZA;00716200;CALLE;DE LA;SIERRA FALADORA;SIERRA FALADORA;00573400;CALLE;DE;PEDRO LABORDE;PEDRO LABORDE
00005700;CALLE;DE;ADRIAN ANDRES;ADRIÁN ANDRÉS;00670000;CALLE;DE;SAN GERARDO;SAN GERARDO;00634600;CALLE;DE;REGINA ALVAREZ;REGINA ÁLVAREZ
00005900;CALLE;DE;ADRIAN PULIDO;ADRIÁN PULIDO;00442000;CALLE;DE;LORENZA CORREA;LORENZA CORREA;00560700;CALLE;DE;PAMPLONA;PAMPLONA
31000084;CALLE;DE;ADRIANO DE UTRECHT;ADRIANO DE UTRECHT;31000074;AVENIDA;DE;ISABEL DE VALOIS;ISABEL DE VALOIS;31000081;CALLE;DE;MARIA TUDOR;MARÍA TUDOR
00006000;CALLE;DE LA;ADUANA;ADUANA;00519000;CALLE;DE LA;MONTERA;MONTERA;00794800;CALLE;DE LA;VIRGEN DE LOS PELIGROS;VIRGEN DE LOS PELIGROS
00006300;CALLE;DE LA;AERONAVE;AERONAVE;00000839;CALLE;DE;ARTEMISA;ARTEMISA;31000057;CALLE;DE LA;PLAYA AMERICA;PLAYA AMÉRICA
00001126;CAMINO;DEL;AEROPUERTO;AEROPUERTO;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO;31002061;AVENIDA;;SUR DEL AEROPUERTO DE BARAJAS;SUR DEL AEROPUERTO DE BARAJAS
00001006;CALLE;DEL;AFECTO;AFECTO;00000999;CALLE;DE LA;UNANIMIDAD;UNANIMIDAD;00000998;CALLE;DE LA;ALIANZA;ALIANZA
00001022;CALLE;DE LOS;AFLUENTES;AFLUENTES;00612260;CALLE;DE;PUEBLA DE SANABRIA;PUEBLA DE SANABRIA;00001020;PASEO;;PLATA Y CASTAÑAR;PLATA Y CASTAÑAR
00006600;CALLE;DE;AFUERAS A SAN ROQUE;AFUERAS A SAN ROQUE;00491900;PLAZA;DE LOS;MARTIRES;MÁRTIRES;00467500;CALLE;DE;MANUEL VILLARTA;MANUEL VILLARTA
00006700;CALLE;DE;AFUERAS A VALVERDE;AFUERAS A VALVERDE;00001856;GLORIETA;DE LA;FUENTE DE LA CARRA;FUENTE DE LA CARRA;00176100;CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO
00006700;CALLE;DE;AFUERAS A VALVERDE;AFUERAS A VALVERDE;00001856;GLORIETA;DE LA;FUENTE DE LA CARRA;FUENTE DE LA CARRA;00176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO;MADRID A COLMENAR VIEJO
00001973;PUENTE;DE LA;AGACHADIZA;AGACHADIZA;00905210;PASEO;DE LOS;CASTAÑOS;CASTAÑOS;00002075;ARROYO;DE;MEAQUES;MEAQUES
00006800;CALLE;DE;AGAMI;AGAMI;00298100;CALLE;DE;FLORENCIO GARCIA;FLORENCIO GARCÍA;00511600;CALLE;DE LOS;MISTERIOS;MISTERIOS
00007000;CALLE;DE;AGASTIA;AGASTIA;00292900;CALLE;DE;FERNANDEZ CARO;FERNÁNDEZ CARO;00161300;CALLE;DE;CELESTE;CELESTE
00007100;CALLE;DE;AGATA;ÁGATA;00554100;CALLE;DEL;OXIGENO;OXÍGENO;00243300;CALLE;DEL;DOCTOR MARTIN AREVALO;DOCTOR MARTÍN ARÉVALO
00007200;PLAZA;DE;AGATA;ÁGATA;00243300;CALLE;DEL;DOCTOR MARTIN AREVALO;DOCTOR MARTÍN ARÉVALO;00275300;AVENIDA;DE LA;ESPINELA;ESPINELA
31001351;CALLE;DE;AGATHA CHRISTIE;AGATHA CHRISTIE;31003596;GLORIETA;DE;CUSTODIO MORENO;CUSTODIO MORENO;00001127;CAMINO;DE LA;HUERTA;HUERTA
00007300;CALLE;DEL;AGAVE;ÁGAVE;00033800;CALLE;DE LAS;ALMORTAS;ALMORTAS;00134800;CALLE;DEL;CANTUESO;CANTUESO
00002826;CALLE;DE;AGES;AGÉS;00002798;AVENIDA;DEL;CAMINO DE SANTIAGO;CAMINO DE SANTIAGO;00002803;PASEO;DE;SAN MILLAN DE LA COGOLLA;SAN MILLÁN DE LA COGOLLA
00007400;CALLE;DE;AGILA;AGILA;00334900;CALLE;DE;GENSERICO;GENSERICO;00392200;PASEO;DE LOS;JESUITAS;JESUITAS
00007600;CALLE;DE;AGOSTO;AGOSTO;00000777;AVENIDA;DEL;INVIERNO;INVIERNO;00031500;CALLE;DEL;ALMANAQUE;ALMANAQUE
00007700;CALLE;DEL;AGRACEJO;AGRACEJO;00007300;CALLE;DEL;AGAVE;ÁGAVE;00137000;CALLE;DEL;CAPITAN BLANCO ARGIBAY;CAPITÁN BLANCO ARGIBAY
00007800;CALLE;DE;AGRAMUNT;AGRAMUNT;00019600;CALLE;DE;ALCAÑIZ;ALCAÑIZ;00012500;CALLE;DE;ALAGON;ALAGÓN
00007850;CALLE;DE;AGREDA;ÁGREDA;00547550;CALLE;DE;OLVEGA;OLVEGA;00031750;CALLE;DE;ALMARZA;ALMARZA
31001268;PLAZA;DE;AGUA, AZUCARILLOS Y AGUARDIENTE;AGUA, AZUCARILLOS Y AGUARDIENTE;00789100;CALLE;DE;EDUARDO BARREIROS;EDUARDO BARREIROS;31000426;CALLE;DE;LAGUNA RODRIGO;LAGUNA RODRIGO
00007900;CALLE;DEL;AGUACATE;AGUACATE;00254900;CALLE;DE LA;DUQUESA DE TAMAMES;DUQUESA DE TAMAMES;00778100;CALLE;;VIA LUSITANA;VÍA LUSITANA
00008000;PLAZA;DEL;AGUADOR;AGUADOR;00799410;PLAZA;DE;VULCANO;VULCANO;00433500;CALLE;DEL;CAMINO VIEJO DE LEGANES;CAMINO VIEJO DE LEGANÉS
00008100;CALLE;DE;AGUADULCE;AGUADULCE;00019600;CALLE;DE;ALCAÑIZ;ALCAÑIZ;00006300;CALLE;DE LA;AERONAVE;AERONAVE
00008200;CALLE;DE;AGUARON;AGUARÓN;00804700;CAMINO;DE LA;ZARZUELA;ZARZUELA;00763525;AVENIDA;DE;VALDEMARIN;VALDEMARÍN
00008300;CALLE;DE LAS;AGUAS;AGUAS;00731700;CALLE;DE LAS;TABERNILLAS;TABERNILLAS;00248500;CALLE;DE;DON PEDRO;DON PEDRO
00008400;CALLE;DE;AGUAVIVA;AGUAVIVA;00064400;AVENIDA;DE;ARAGON;ARAGÓN;00317200;CALLE;DE;FUENTELVIEJO;FUENTELVIEJO
00008500;CALLE;DE;AGUEDA DIEZ;ÁGUEDA DÍEZ;00332700;CALLE;DEL;GENERAL RICARDOS;GENERAL RICARDOS;00008600;PLAZA;DE;AGUEDA DIEZ;ÁGUEDA DÍEZ
00008600;PLAZA;DE;AGUEDA DIEZ;ÁGUEDA DÍEZ;00008500;CALLE;DE;AGUEDA DIEZ;ÁGUEDA DÍEZ;00806000;CALLE;DEL;ZORZAL;ZORZAL
00000838;CALLE;DE;AGUETOL;AGUETOL;00000726;CALLE;DEL;MURO;MURO;00439900;AVENIDA;DE;LOGROÑO;LOGROÑO
00008700;CALLE;DEL;AGUILA;ÁGUILA;00499600;CALLE;DEL;MEDIODIA GRANDE;MEDIODÍA GRANDE;00235700;CUESTA;DE LAS;DESCARGAS;DESCARGAS
00905563;CAMINO;DEL;AGUILA DE SAN JORGE;ÁGUILA DE SAN JORGE;00905565;CARRETERA;DE;NAVALCARRO;NAVALCARRO;99000003;LUGAR;;LIMITE TERMINO MUNICIPAL;LÍMITE TÉRMINO MUNICIPAL
00008800;CALLE;DE;AGUILAFUENTE;AGUILAFUENTE;00689600;CALLE;DE;SANCHEZ PRECIADO;SÁNCHEZ PRECIADO;00785200;CALLE;DE;VILLAAMIL;VILLAAMIL
00008900;CALLE;DE;AGUILAR DE CAMPOO;AGUILAR DE CAMPOO;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO;00077400;CALLE;DE;ARTAJONA;ARTAJONA
00009100;CALLE;DE;AGUILAR DEL RIO;AGUILAR DEL RÍO;00665200;CALLE;DE;SAN DEOGRACIAS;SAN DEOGRACIAS;00445600;CALLE;DE;LUIS CLAUDIO;LUIS CLAUDIO
00009200;CALLE;DE LAS;AGUILEÑAS;AGUILEÑAS;00114600;CALLE;DE;BRAVO MURILLO;BRAVO MURILLO;00135600;CALLE;DEL;CAÑAVERAL;CAÑAVERAL
00009300;CALLE;DE;AGUILON;AGUILÓN;00697200;PASEO;DE;SANTA MARIA DE LA CABEZA;SANTA MARÍA DE LA CABEZA;00295000;CALLE;DE;FERNANDO POO;FERNANDO POO
00009500;CALLE;DE;AGUIRRE;AGUIRRE;00018900;CALLE;DE;ALCALA;ALCALÁ;00544600;CALLE;DE;O'DONNELL;O'DONNELL
00009600;CALLE;DE LA;AGUJA;AGUJA;00043700;CALLE;DE;AMPOSTA;AMPOSTA;00028800;CALLE;DEL;ALGODON;ALGODÓN
00009900;CALLE;DE;AGUSTIN CALVO;AGUSTÍN CALVO;00408400;CALLE;DE;JOSEFA HERRADON;JOSEFA HERRADÓN;00786050;CALLE;DE LA;VILLA DE CHURRIANA;VILLA DE CHURRIANA
00009800;CALLE;DE;AGUSTIN DE BETANCOURT;AGUSTÍN DE BETANCOURT;00642000;CALLE;DE;RIOS ROSAS;RÍOS ROSAS;00627700;CALLE;DE;RAIMUNDO FERNANDEZ VILLAVERDE;RAIMUNDO FERNÁNDEZ VILLAVERDE
00010200;CALLE;DE;AGUSTIN DE FOXA;AGUSTÍN DE FOXÁ;00154500;PLAZA;DE;CASTILLA;CASTILLA;00644600;CALLE;DE;RODRIGUEZ JAEN;RODRÍGUEZ JAÉN
00002263;CALLE;DE;AGUSTIN DE ITURBIDE;AGUSTÍN DE ITURBIDE;00002262;CALLE;DE;SIMON BOLIVAR;SIMÓN BOLÍVAR;00764725;CALLE;DE;VALDETORRES DE JARAMA;VALDETORRES DE JARAMA
00010600;CALLE;DE;AGUSTIN DE ROJAS;AGUSTÍN DE ROJAS;00472100;CALLE;DE;MARCENADO;MARCENADO;00293400;CALLE;DE;FERNANDEZ DE OVIEDO;FERNÁNDEZ DE OVIEDO
00010100;CALLE;DE;AGUSTIN DURAN;AGUSTÍN DURÁN;00295800;CALLE;DE;FERRER DEL RIO;FERRER DEL RÍO;00216500;CALLE;DE;COSLADA;COSLADA
00002643;CALLE;DE;AGUSTIN GARCIA MALLA;AGUSTÍN GARCÍA MALLA;00716700;CALLE;DE LA;SIERRA GORDA;SIERRA GORDA;00002642;CAMINO;DE;VASARES;VASARES
31001046;PLAZA;DE;AGUSTIN GONZALEZ;AGUSTÍN GONZÁLEZ;00233600;AVENIDA;DE;DAROCA;DAROCA;00695400;CALLE;DE;SANTA GENOVEVA;SANTA GENOVEVA
00010260;CALLE;DE;AGUSTIN LARA;AGUSTÍN LARA;00037900;CALLE;DEL;ALTOZANO;ALTOZANO;00537800;PLAZA;DE;NUESTRA SEÑORA DEL BUEN CAMINO;NUESTRA SEÑORA DEL BUEN CAMINO
00010400;CALLE;DE;AGUSTIN QUEROL;AGUSTÍN QUEROL;00398100;CALLE;DE;JOSE ANSELMO CLAVE;JOSÉ ANSELMO CLAVE;00048200;CALLE;DE;ANDRES TORREJON;ANDRÉS TORREJÓN
00010500;CALLE;DE;AGUSTIN RODRIGUEZ BONAT;AGUSTÍN RODRÍGUEZ BONAT;00655900;CALLE;DE;SALLABERRY;SALLABERRY;00100400;CALLE;DE;BELMONTE DE TAJO;BELMONTE DE TAJO
00010800;CALLE;DE;AGUSTIN VIÑAMATA;AGUSTÍN VIÑAMATA;00157800;CALLE;DE;CATALINA SUAREZ;CATALINA SUÁREZ;00447100;CALLE;DE;LUIS MITJANS;LUIS MITJANS
00010900;CALLE;DE;AGUSTINA DE ARAGON;AGUSTINA DE ARAGÓN;00019400;CALLE;DE;ALCANTARA;ALCÁNTARA;00520200;CALLE;DE;MONTESA;MONTESA
00011100;CALLE;DE;AGUSTINA FIERRA;AGUSTINA FIERRA;00254900;CALLE;DE LA;DUQUESA DE TAMAMES;DUQUESA DE TAMAMES;00089600;CALLE;DE;BALTANAS;BALTANÁS
00011300;CALLE;DE LOS;AHIJONES;AHIJONES;00002223;AVENIDA;DEL;PARQUE DE PALOMERAS BAJAS;PARQUE DE PALOMERAS BAJAS;00615800;CALLE;DEL;PUERTO DE BALBARAN;PUERTO DE BALBARÁN
00011450;PASAJE;DE;AHILLONES;AHILLONES;00792400;AVENIDA;DE LA;VIRGEN DEL CARMEN;VIRGEN DEL CARMEN;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS
00011500;AVENIDA;DE LOS;AHONES;AHONES;00724400;RONDA;DE;SOBRADIEL;SOBRADIEL;00453100;AVENIDA;DE LOS;MADROÑOS;MADROÑOS
00011550;PLAZA;DEL;AHORRO;AHORRO;00501650;CALLE;DE;MENASALBAS;MENASALBAS;00438250;CALLE;DE;LILLO;LILLO
31000677;CALLE;DE LOS;AHUMAOS;AHUMAOS;31001649;CALLE;DE;PEDRO GARCIA ORTIZ;PEDRO GARCÍA ORTIZ;00598090;CALLE;DE LA;PIROTECNIA;PIROTECNIA
00011800;CALLE;DEL;AILANTO;AILANTO;00790200;CALLE;DE LA;VINCA;VINCA;00335200;CALLE;DE LOS;GERANIOS;GERANIOS
00000915;CALLE;DE;AINSA;AÍNSA;00421050;CALLE;DE;JULIA GARCIA BOUTAN;JULIA GARCÍA BOUTÁN;00478850;CALLE;DE;MARIA SEVILLA DIAGO;MARÍA SEVILLA DIAGO
00002734;CALLE;DEL;AIRE;AIRE;31000043;CALLE;DE;VALHONDO;VALHONDO;31000047;CALLE;DEL;SOTAVENTO;SOTAVENTO
00011900;CALLE;DE;AIZGORRI;AIZGORRI;00207500;CALLE;DE LOS;CONDES DE TORREANAZ;CONDES DE TORREANAZ;00778775;CALLE;DE;VICALVARO;VICÁLVARO
00012000;CALLE;DE;AJALVIR;AJALVIR;00753000;CALLE;DE;TREMP;TREMP;00783700;CALLE;DE;VIELLA;VIELLA
00775601;CALLE;DEL;AJENJO;AJENJO;00900733;CALLE;DE;ROSA LUXEMBURGO;ROSA LUXEMBURGO;00000709;CALLE;DEL;ANIS;ANÍS
00012300;CALLE;DE;AJOFRIN;AJOFRÍN;00066700;AVENIDA;DE;ARCENTALES;ARCENTALES;00067900;CALLE;DE;ARCOS DE JALON;ARCOS DE JALÓN
