LISTADO ACIDENTES DONDE INTERVIENEN BICICLETAS MENSUAL;;;;ENERO  - SEPTIEMBRE 2017;;;
Fecha;TRAMO HORARIO;Nm Tot Victimas;DISTRITO;Lugar;Numero;Tipo Accidente;Tipo Vehiculo
03/06/2017 0:00;DE 12:00 A 12:59;1;HORTALEZA                     ;AVENIDA DE NICETO ALCALA ZAMORA                                                                   ;3;COLISIÓN DOBLE                          ;BICICLETA                               
03/06/2017 0:00;DE 18:00 A 18:59;1;CARABANCHEL                   ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;5500;ATROPELLO                               ;BICICLETA                               
04/06/2017 0:00;DE 18:00 A 18:59;1;HORTALEZA                     ;CALLE DE ARIADNA - CARRETERA A LA ESTACION DE HORTALEZA                                             ;;COLISIÓN DOBLE                          ;BICICLETA                               
04/06/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;CALLE DE SAN BERNARDO                                                                             ;75;COLISIÓN DOBLE                          ;BICICLETA                               
05/06/2017 0:00;DE 18:00 A 18:59;1;SALAMANCA                     ;CALLE DE SERRANO                                                                                  ;40;CAÍDA BICICLETA                         ;BICICLETA                               
05/06/2017 0:00;DE 19:00 A 19:59;1;BARAJAS                       ;AVENIDA DE LOGROÑO                                                                                ;34;COLISIÓN DOBLE                          ;BICICLETA                               
06/06/2017 0:00;DE 9:00 A 9:59;1;CENTRO                        ;CALLE  MAYOR                                                                                      ;81;COLISIÓN DOBLE                          ;BICICLETA                               
06/06/2017 0:00;DE 12:00 A 12:59;1;TETUAN                        ;CALLE DEL PADRE RUBIO                                                                             ;61;COLISIÓN DOBLE                          ;BICICLETA                               
06/06/2017 0:00;DE 14:00 A 14:59;1;TETUAN                        ;CALLE DE ORENSE                                                                                   ;52;COLISIÓN DOBLE                          ;BICICLETA                               
06/06/2017 0:00;DE 20:00 A 20:59;1;VILLA DE VALLECAS             ;CALLE DE CASAS DE MIRAVETE - CARRETERA DE VILLAVERDE A VALLECAS                                     ;;COLISIÓN DOBLE                          ;BICICLETA                               
06/06/2017 0:00;DE 22:00 A 22:59;1;CENTRO                        ;PLAZA DE LAS CORTES                                                                               ;1;CAÍDA BICICLETA                         ;BICICLETA                               
07/06/2017 0:00;DE 17:00 A 17:59;1;VILLAVERDE                    ;CALLE  CHIQUITA - CALLE DEL DOCTOR MARTIN AREVALO                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
07/06/2017 0:00;DE 19:00 A 19:59;1;BARAJAS                       ;AVENIDA DE LOGROÑO                                                                                ;34;COLISIÓN DOBLE                          ;BICICLETA                               
08/06/2017 0:00;DE 9:00 A 9:59;1;MONCLOA-ARAVACA               ;CALLE DEL ALMIRANTE FRANCISCO MORENO                                                              ;5;COLISIÓN DOBLE                          ;BICICLETA                               
08/06/2017 0:00;DE 14:00 A 14:59;1;VICALVARO                     ;CALLE DE LA PIROTECNIA - CALLE DE LOS SONDEOS                                                       ;;COLISIÓN DOBLE                          ;BICICLETA                               
08/06/2017 0:00;DE 22:00 A 22:59;1;ARGANZUELA                    ;CALLE DE ANCORA - PASEO DE LAS DELICIAS                                                             ;;CAÍDA BICICLETA                         ;BICICLETA                               
09/06/2017 0:00;DE 20:00 A 20:59;1;CIUDAD LINEAL                 ;CALLE DE ALCALA                                                                                   ;238;COLISIÓN DOBLE                          ;BICICLETA                               
10/06/2017 0:00;DE 7:00 A 7:59;0;ARGANZUELA                    ;GLORIETA DE SANTA MARIA DE LA CABEZA - CALLE DE EMBAJADORES                                         ;;CAÍDA BICICLETA                         ;BICICLETA                               
10/06/2017 0:00;DE 9:00 A 9:59;2;PUENTE DE VALLECAS            ;CALLE DE EMBAJADORES - CAMINO DE PERALES                                                            ;;COLISIÓN DOBLE                          ;BICICLETA                               
11/06/2017 0:00;DE 21:00 A 21:59;1;CENTRO                        ;CALLE DE SEGOVIA                                                                                  ;21;COLISIÓN DOBLE                          ;BICICLETA                               
12/06/2017 0:00;DE 9:00 A 9:59;2;CENTRO                        ;CALLE  GRAN VIA                                                                                   ;26;COLISIÓN DOBLE                          ;BICICLETA                               
12/06/2017 0:00;DE 10:00 A 10:59;1;CENTRO                        ;CALLE DE CARRETAS - PLAZA DE LA PUERTA DEL SOL                                                      ;;CAÍDA BICICLETA                         ;BICICLETA                               
13/06/2017 0:00;DE 8:00 A 8:59;1;VILLAVERDE                    ;AVENIDA DE LOS ROSALES - CARRETERA DE VILLAVERDE A VALLECAS                                         ;;COLISIÓN DOBLE                          ;BICICLETA                               
13/06/2017 0:00;DE 10:00 A 10:59;1;CARABANCHEL                   ;AVENIDA DE NUESTRA SEÑORA DE FATIMA - CALLE DEL PINGÜINO                                            ;;COLISIÓN DOBLE                          ;BICICLETA                               
13/06/2017 0:00;DE 22:00 A 22:59;1;MONCLOA-ARAVACA               ;PASEO DE LA PUERTA DEL ANGEL                                                                      ;1;COLISIÓN DOBLE                          ;BICICLETA                               
13/06/2017 0:00;DE 23:00 A 23:59;1;PUENTE DE VALLECAS            ;CALLE DE PEÑA GORBEA                                                                              ;13;ATROPELLO                               ;BICICLETA                               
14/06/2017 0:00;DE 8:00 A 8:59;1;ARGANZUELA                    ;CALLE DE MANUEL ALEIXANDRE                                                                        ;6;COLISIÓN DOBLE                          ;BICICLETA                               
14/06/2017 0:00;DE 10:00 A 10:59;2;ARGANZUELA                    ;PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                              ;4600;COLISIÓN DOBLE                          ;BICICLETA                               
14/06/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;PLAZA DE LA PUERTA DEL SOL                                                                        ;1;ATROPELLO                               ;BICICLETA                               
14/06/2017 0:00;DE 20:00 A 20:59;1;CHAMBERI                      ;PASEO DE LA CASTELLANA - CALLE DE GENOVA                                                            ;;COLISIÓN DOBLE                          ;BICICLETA                               
15/06/2017 0:00;DE 9:00 A 9:59;0;CENTRO                        ;CALLE  MAYOR - PLAZA DE SAN MIGUEL                                                                  ;;ATROPELLO                               ;BICICLETA                               
15/06/2017 0:00;DE 14:00 A 14:59;1;SALAMANCA                     ;CALLE DE JUAN BRAVO - CALLE DEL CONDE DE PEÑALVER                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
15/06/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;CALLE DE CAVANILLES                                                                               ;21;COLISIÓN DOBLE                          ;BICICLETA                               
15/06/2017 0:00;DE 20:00 A 20:59;1;HORTALEZA                     ;CALLE DE GREGORIO SANCHEZ HERRAEZ                                                                 ;1;CAÍDA BICICLETA                         ;BICICLETA                               
15/06/2017 0:00;DE 22:00 A 22:59;1;USERA                         ;AVENIDA DEL MANZANARES                                                                            ;194;CAÍDA BICICLETA                         ;BICICLETA                               
16/06/2017 0:00;DE 10:00 A 10:59;1;MONCLOA-ARAVACA               ;CALLE DE FERRAZ - CALLE DEL BUEN SUCESO                                                             ;;COLISIÓN DOBLE                          ;BICICLETA                               
16/06/2017 0:00;DE 13:00 A 13:59;1;CARABANCHEL                   ;CALLE DE LA FRAGATA - CALLE DE ZAIDA                                                                ;          ;COLISIÓN DOBLE                          ;BICICLETA                               
16/06/2017 0:00;DE 14:00 A 14:59;1;VILLAVERDE                    ;AVENIDA  OROVILLA - CALLE DE LA UNANIMIDAD                                                          ;;COLISIÓN DOBLE                          ;BICICLETA                               
16/06/2017 0:00;DE 21:00 A 21:59;1;BARAJAS                       ;PARQUE DE JUAN CARLOS I                                                                           ;1;CAÍDA BICICLETA                         ;BICICLETA                               
16/06/2017 0:00;DE 22:00 A 22:59;1;CENTRO                        ;CALLE DE ATOCHA                                                                                   ;104;CAÍDA BICICLETA                         ;BICICLETA                               
17/06/2017 0:00;DE 00:00 A 00:59;1;TETUAN                        ;CALLE DEL GENERAL YAGÜE                                                                           ;38;CAÍDA BICICLETA                         ;BICICLETA                               
17/06/2017 0:00;DE 21:00 A 21:59;2;HORTALEZA                     ;CALLE DE SANTA SUSANA                                                                             ;55;COLISIÓN DOBLE                          ;BICICLETA                               
18/06/2017 0:00;DE 7:00 A 7:59;1;HORTALEZA                     ;CALLE DE GOMEZNARRO                                                                               ;4;CAÍDA BICICLETA                         ;BICICLETA                               
18/06/2017 0:00;DE 13:00 A 13:59;1;CIUDAD LINEAL                 ;CALLE DE FRANCISCO LARGO CABALLERO - CALLE DE NICOLAS SALMERON                                      ;;CAÍDA BICICLETA                         ;BICICLETA                               
19/06/2017 0:00;DE 13:00 A 13:59;1;RETIRO                        ;CALLE DEL DOCTOR ESQUERDO                                                                         ;110;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               
19/06/2017 0:00;DE 13:00 A 13:59;1;PUENTE DE VALLECAS            ;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE CASABERMEJA                                                  ;;COLISIÓN DOBLE                          ;BICICLETA                               
19/06/2017 0:00;DE 17:00 A 17:59;1;ARGANZUELA                    ;CALLE DE JUAN DE MARIANA                                                                          ;19;COLISIÓN DOBLE                          ;BICICLETA                               
19/06/2017 0:00;DE 19:00 A 19:59;1;HORTALEZA                     ;CALLE DEL PINTOR LUCIO MUÑOZ                                                                      ;15;COLISIÓN DOBLE                          ;BICICLETA                               
20/06/2017 0:00;DE 12:00 A 12:59;1;RETIRO                        ;PARQUE DEL RETIRO                                                                                   ;;CAÍDA BICICLETA                         ;BICICLETA                               
20/06/2017 0:00;DE 14:00 A 14:59;1;FUENCARRAL-EL PARDO           ;CALLE DE LA COSTA BRAVA - CALLE DEL MONASTERIO DE LAS HUELGAS                                       ;;CAÍDA BICICLETA                         ;BICICLETA                               
21/06/2017 0:00;DE 10:00 A 10:59;1;FUENCARRAL-EL PARDO           ;AVENIDA DE SANTO DOMINGO DE LA CALZADA                                                            ;27;ATROPELLO                               ;BICICLETA                               
21/06/2017 0:00;DE 13:00 A 13:59;1;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS                                                                        ;115;COLISIÓN DOBLE                          ;BICICLETA                               
21/06/2017 0:00;DE 15:00 A 15:59;1;BARAJAS                       ;AVENIDA DEL CONSEJO DE EUROPA                                                                     ;2;COLISIÓN DOBLE                          ;BICICLETA                               
21/06/2017 0:00;DE 16:00 A 16:59;1;CHAMARTIN                     ;CALLE DE VITRUVIO - CALLE DEL MAESTRO RIPOLL                                                        ;;COLISIÓN DOBLE                          ;BICICLETA                               
22/06/2017 0:00;DE 8:00 A 8:59;1;LATINA                        ;PASEO DE LOS OLIVOS                                                                               ;42;CAÍDA BICICLETA                         ;BICICLETA                               
22/06/2017 0:00;DE 11:00 A 11:59;1;SAN BLAS                      ;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;12100;CAÍDA BICICLETA                         ;BICICLETA                               
22/06/2017 0:00;DE 23:00 A 23:59;1;CHAMBERI                      ;CALLE DE FORTUNY - CALLE DE ZURBARAN                                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
23/06/2017 0:00;DE 22:00 A 22:59;1;SAN BLAS                      ;CALLE DE ARCOS DE JALON - CALLE DE LOS DROGUEROS                                                    ;;CAÍDA BICICLETA                         ;BICICLETA                               
24/06/2017 0:00;DE 21:00 A 21:59;1;CENTRO                        ;CALLE DE LA BOLSA                                                                                 ;11;CAÍDA BICICLETA                         ;BICICLETA                               
25/06/2017 0:00;DE 12:00 A 12:59;1;RETIRO                        ;PARQUE DEL RETIRO                                                                                   ;;ATROPELLO                               ;BICICLETA                               
26/06/2017 0:00;DE 19:00 A 19:59;1;CIUDAD LINEAL                 ;AVENIDA DE DONOSTIARRA                                                                            ;27;ATROPELLO                               ;BICICLETA                               
26/06/2017 0:00;DE 19:00 A 19:59;1;TETUAN                        ;CALLE DE BRAVO MURILLO - CALLE DE JUAN PANTOJA                                                      ;;CAÍDA BICICLETA                         ;BICICLETA                               
26/06/2017 0:00;DE 19:00 A 19:59;1;TETUAN                        ;CALLE DE JERONIMA LLORENTE                                                                        ;75;COLISIÓN DOBLE                          ;BICICLETA                               
26/06/2017 0:00;DE 20:00 A 20:59;1;TETUAN                        ;CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE                                                            ;15;COLISIÓN DOBLE                          ;BICICLETA                               
26/06/2017 0:00;DE 20:00 A 20:59;2;CARABANCHEL                   ;CALLE DE CARRERO JUAN RAMON                                                                       ;19;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               
27/06/2017 0:00;DE 20:00 A 20:59;1;SAN BLAS                      ;CALLE DE ESTOCOLMO                                                                                ;26;CAÍDA BICICLETA                         ;BICICLETA                               
28/06/2017 0:00;DE 14:00 A 14:59;1;CARABANCHEL                   ;CALLE DE ANTONIO DE LEYVA - CALLE DE TOMAS MEABE                                                    ;;COLISIÓN DOBLE                          ;BICICLETA                               
28/06/2017 0:00;DE 15:00 A 15:59;1;RETIRO                        ;CALLE DE O'DONNELL                                                                                ;44;COLISIÓN DOBLE                          ;BICICLETA                               
28/06/2017 0:00;DE 18:00 A 18:59;1;VICALVARO                     ;CALLE DE LA PIROTECNIA - CALLE DE LOS SONDEOS                                                       ;;COLISIÓN DOBLE                          ;BICICLETA                               
29/06/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;CALLE DE GENOVA                                                                                   ;20;CAÍDA BICICLETA                         ;BICICLETA                               
30/06/2017 0:00;DE 9:00 A 9:59;1;HORTALEZA                     ;AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE ANA DE AUSTRIA                                           ;;COLISIÓN DOBLE                          ;BICICLETA                               
02/07/2017 0:00;DE 11:00 A 11:59;1;FUENCARRAL-EL PARDO           ;PASEO DEL PARDO                                                                                   ;37;CAÍDA BICICLETA                         ;BICICLETA                               
02/07/2017 0:00;DE 13:00 A 13:59;1;SAN BLAS                      ;CALLE DE SOFIA                                                                                    ;9;CAÍDA BICICLETA                         ;BICICLETA                               
02/07/2017 0:00;DE 23:00 A 23:59;1;SALAMANCA                     ;CALLE DE ROBERTO DOMINGO                                                                          ;3;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               
03/07/2017 0:00;DE 10:00 A 10:59;2;ARGANZUELA                    ;JARDIN DEL PARROCO SANCHEZ CAMARA - PASEO DEL DOCTOR VALLEJO NAGERA                                 ;;ATROPELLO                               ;BICICLETA                               
03/07/2017 0:00;DE 10:00 A 10:59;1;CARABANCHEL                   ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3800;CAÍDA BICICLETA                         ;BICICLETA                               
04/07/2017 0:00;DE 11:00 A 11:59;1;MONCLOA-ARAVACA               ;PASEO DE RUPERTO CHAPI                                                                              ;;CAÍDA BICICLETA                         ;BICICLETA                               
04/07/2017 0:00;DE 18:00 A 18:59;1;MONCLOA-ARAVACA               ;CALLE DE ROMERO ROBLEDO                                                                           ;12;CAÍDA BICICLETA                         ;BICICLETA                               
04/07/2017 0:00;DE 19:00 A 19:59;1;CARABANCHEL                   ;AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO                                                          ;;COLISIÓN DOBLE                          ;BICICLETA                               
04/07/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE  GRAN VIA - CALLE DE ALCALA                                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
05/07/2017 0:00;DE 7:00 A 7:59;1;CARABANCHEL                   ;CALLE DE JOAQUIN TURINA - CALLE DEL JACOBEO                                                         ;;COLISIÓN DOBLE                          ;BICICLETA                               
05/07/2017 0:00;DE 8:00 A 8:59;2;MONCLOA-ARAVACA               ;CARRETERA DE RODAJOS - PASEO DE LA VENTA                                                            ;;COLISIÓN DOBLE                          ;BICICLETA                               
05/07/2017 0:00;DE 14:00 A 14:59;1;CHAMARTIN                     ;CALLE DE CORAZON DE MARIA                                                                         ;9;COLISIÓN DOBLE                          ;BICICLETA                               
05/07/2017 0:00;DE 16:00 A 16:59;1;BARAJAS                       ;CALLE DE BLANES - CALLE DEL MARQUES DE BERNA                                                        ;;COLISIÓN DOBLE                          ;BICICLETA                               
07/07/2017 0:00;DE 7:00 A 7:59;1;TETUAN                        ;CALLE DE HERNANI - CALLE DEL COMANDANTE ZORITA                                                      ;;CAÍDA BICICLETA                         ;BICICLETA                               
08/07/2017 0:00;DE 4:00 A 4:59;1;RETIRO                        ;CALLE DEL DOCTOR VELASCO - PASEO DE LA INFANTA ISABEL                                               ;;COLISIÓN DOBLE                          ;BICICLETA                               
08/07/2017 0:00;DE 10:00 A 10:59;1;ARGANZUELA                    ;PASEO DE LAS DELICIAS                                                                             ;43;CAÍDA BICICLETA                         ;BICICLETA                               
08/07/2017 0:00;DE 12:00 A 12:59;1;MONCLOA-ARAVACA               ;CARRETERA DEL ZOO                                                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
09/07/2017 0:00;DE 21:00 A 21:59;1;CENTRO                        ;CALLE DE JERTE                                                                                    ;1;CAÍDA BICICLETA                         ;BICICLETA                               
10/07/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;CALLE DE SEGOVIA - CUESTA DE LA VEGA                                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
10/07/2017 0:00;DE 13:00 A 13:59;1;CARABANCHEL                   ;AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO                                                          ;;COLISIÓN DOBLE                          ;BICICLETA                               
10/07/2017 0:00;DE 23:00 A 23:59;1;MONCLOA-ARAVACA               ;PUERTA DEL BATAN                                                                                    ;;CAÍDA BICICLETA                         ;BICICLETA                               
11/07/2017 0:00;DE 18:00 A 18:59;1;CENTRO                        ;CALLE DE ALCALA - CALLE DEL MARQUES DE CUBAS                                                        ;;COLISIÓN DOBLE                          ;BICICLETA                               
11/07/2017 0:00;DE 22:00 A 22:59;1;ARGANZUELA                    ;PASEO DE LA ESPERANZA                                                                             ;17;COLISIÓN DOBLE                          ;BICICLETA                               
11/07/2017 0:00;DE 23:00 A 23:59;1;MONCLOA-ARAVACA               ;CUESTA DE SAN VICENTE                                                                             ;34;CAÍDA BICICLETA                         ;BICICLETA                               
11/07/2017 0:00;DE 23:00 A 23:59;1;LATINA                        ;CALLE DE LA DUQUESA DE PARCENT                                                                    ;98;CAÍDA BICICLETA                         ;BICICLETA                               
12/07/2017 0:00;DE 12:00 A 12:59;1;SALAMANCA                     ;AVENIDA DE MENENDEZ PELAYO - CALLE DE ALCALA                                                        ;;COLISIÓN DOBLE                          ;BICICLETA                               
12/07/2017 0:00;DE 20:00 A 20:59;1;SALAMANCA                     ;CALLE DE ALCALA                                                                                   ;87;COLISIÓN DOBLE                          ;BICICLETA                               
13/07/2017 0:00;DE 9:00 A 9:59;1;RETIRO                        ;CALLE DEL DOCTOR ESQUERDO                                                                         ;182;CAÍDA BICICLETA                         ;BICICLETA                               
13/07/2017 0:00;DE 12:00 A 12:59;1;CENTRO                        ;PASEO DE RECOLETOS                                                                                ;37;COLISIÓN DOBLE                          ;BICICLETA                               
13/07/2017 0:00;DE 19:00 A 19:59;1;SALAMANCA                     ;CALLE DE JOSE ORTEGA Y GASSET                                                                     ;5;CAÍDA BICICLETA                         ;BICICLETA                               
13/07/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;PLAZA DE SANTA BARBARA                                                                            ;2;CAÍDA BICICLETA                         ;BICICLETA                               
14/07/2017 0:00;DE 7:00 A 7:59;0;CHAMBERI                      ;CALLE DE ALMAGRO                                                                                  ;4;COLISIÓN DOBLE                          ;BICICLETA                               
14/07/2017 0:00;DE 8:00 A 8:59;2;SAN BLAS                      ;CALLE DE MEQUINENZA                                                                               ;12;COLISIÓN DOBLE                          ;BICICLETA                               
14/07/2017 0:00;DE 14:00 A 14:59;1;CENTRO                        ;CALLE DE ALCALA                                                                                   ;48;CAÍDA BICICLETA                         ;BICICLETA                               
14/07/2017 0:00;DE 21:00 A 21:59;1;MONCLOA-ARAVACA               ;CARRETERA DE RODAJOS                                                                                ;;ATROPELLO                               ;BICICLETA                               
16/07/2017 0:00;DE 1:00 A 1:59;1;RETIRO                        ;AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE LEON GIL DE PALACIO                                    ;;COLISIÓN DOBLE                          ;BICICLETA                               
16/07/2017 0:00;DE 13:00 A 13:59;1;USERA                         ;CALLE DE MANUEL NOYA                                                                              ;19;CAÍDA BICICLETA                         ;BICICLETA                               
16/07/2017 0:00;DE 16:00 A 16:59;1;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS                                                                        ;3;ATROPELLO                               ;BICICLETA                               
17/07/2017 0:00;DE 13:00 A 13:59;1;CENTRO                        ;CALLE DEL GENERAL CASTAÑOS                                                                        ;1;ATROPELLO                               ;BICICLETA                               
17/07/2017 0:00;DE 17:00 A 17:59;1;CENTRO                        ;CALLE  GRAN VIA                                                                                   ;16;COLISIÓN DOBLE                          ;BICICLETA                               
18/07/2017 0:00;DE 20:00 A 20:59;1;RETIRO                        ;CALLE DE ALFONSO XII                                                                              ;30;CAÍDA MOTOCICLETA                       ;BICICLETA                               
19/07/2017 0:00;DE 15:00 A 15:59;1;TETUAN                        ;PASEO DE LA CASTELLANA                                                                            ;89;CAÍDA BICICLETA                         ;BICICLETA                               
20/07/2017 0:00;DE 19:00 A 19:59;1;USERA                         ;CALLE DE LOS EVANGELIOS - CALLE DE SANTUARIO                                                        ;;COLISIÓN DOBLE                          ;BICICLETA                               
21/07/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;GLORIETA DE PUERTA DE TOLEDO                                                                      ;1;CAÍDA BICICLETA                         ;BICICLETA                               
21/07/2017 0:00;DE 19:00 A 19:59;1;CHAMBERI                      ;PASEO DE SAN FRANCISCO DE SALES                                                                   ;41;CAÍDA BICICLETA                         ;BICICLETA                               
22/07/2017 0:00;DE 8:00 A 8:59;1;LATINA                        ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;2500;ATROPELLO                               ;BICICLETA                               
22/07/2017 0:00;DE 10:00 A 10:59;2;ARGANZUELA                    ;PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                              ;4900;ATROPELLO                               ;BICICLETA                               
22/07/2017 0:00;DE 19:00 A 19:59;1;CHAMBERI                      ;CALLE DE ESQUILACHE                                                                               ;2;COLISIÓN DOBLE                          ;BICICLETA                               
22/07/2017 0:00;DE 21:00 A 21:59;1;SAN BLAS                      ;AVENIDA DE ARCENTALES - AVENIDA DE CANILLEJAS A VICALVARO                                           ;;CAÍDA BICICLETA                         ;BICICLETA                               
23/07/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;          ;CAÍDA BICICLETA                         ;BICICLETA                               
23/07/2017 0:00;DE 13:00 A 13:59;1;MONCLOA-ARAVACA               ;PASEO DE CAMOENS Y VALERO - PASEO DE RUPERTO CHAPI                                                  ;;CAÍDA BICICLETA                         ;BICICLETA                               
24/07/2017 0:00;DE 13:00 A 13:59;1;CHAMBERI                      ;PASEO DE LA CASTELLANA                                                                            ;33;COLISIÓN DOBLE                          ;BICICLETA                               
24/07/2017 0:00;DE 13:00 A 13:59;2;CHAMBERI                      ;GLORIETA DE RUBEN DARIO - PASEO DE EDUARDO DATO                                                     ;;COLISIÓN DOBLE                          ;BICICLETA                               
24/07/2017 0:00;DE 17:00 A 17:59;1;CENTRO                        ;CALLE DE SEGOVIA                                                                                  ;13;COLISIÓN DOBLE                          ;BICICLETA                               
24/07/2017 0:00;DE 19:00 A 19:59;1;USERA                         ;CALLE DEL DOCTOR TOLOSA LATOUR                                                                    ;7;COLISIÓN DOBLE                          ;BICICLETA                               
26/07/2017 0:00;DE 10:00 A 10:59;1;ARGANZUELA                    ;PASEO DE LAS ACACIAS                                                                              ;29;ATROPELLO                               ;BICICLETA                               
26/07/2017 0:00;DE 15:00 A 15:59;1;VILLA DE VALLECAS             ;CALLE DE VALDERREBOLLO                                                                            ;18;CAÍDA BICICLETA                         ;BICICLETA                               
26/07/2017 0:00;DE 19:00 A 19:59;1;ARGANZUELA                    ;CALLE DE MENDEZ ALVARO                                                                            ;78;COLISIÓN DOBLE                          ;BICICLETA                               
26/07/2017 0:00;DE 20:00 A 20:59;1;MORATALAZ                     ;CALLE DEL CAMINO DE LOS VINATEROS - PLAZA DEL CORREGIDOR ALONSO DE TOBAR                            ;;ATROPELLO                               ;BICICLETA                               
27/07/2017 0:00;DE 12:00 A 12:59;1;MORATALAZ                     ;AVENIDA DEL DOCTOR GARCIA TAPIA - CALLE DE FELIX RODRIGUEZ DE LA FUENTE                             ;;CAÍDA BICICLETA                         ;BICICLETA                               
27/07/2017 0:00;DE 14:00 A 14:59;1;CENTRO                        ;CALLE DE ALCALA                                                                                   ;40;CAÍDA BICICLETA                         ;BICICLETA                               
27/07/2017 0:00;DE 18:00 A 18:59;1;MONCLOA-ARAVACA               ;PASEO DE RUPERTO CHAPI                                                                              ;;CAÍDA BICICLETA                         ;BICICLETA                               
28/07/2017 0:00;DE 18:00 A 18:59;1;LATINA                        ;CALLE DE LAS HIGUERAS                                                                             ;11;ATROPELLO                               ;BICICLETA                               
29/07/2017 0:00;DE 15:00 A 15:59;2;ARGANZUELA                    ;CALLE DE EMBAJADORES                                                                              ;98;COLISIÓN DOBLE                          ;BICICLETA                               
31/07/2017 0:00;DE 13:00 A 13:59;1;BARAJAS                       ;PARQUE DE JUAN CARLOS I                                                                           ;1;CAÍDA BICICLETA                         ;BICICLETA                               
31/07/2017 0:00;DE 20:00 A 20:59;1;SALAMANCA                     ;CALLE DE ALCALA - CALLE DE VELAZQUEZ                                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
31/07/2017 0:00;DE 21:00 A 21:59;1;HORTALEZA                     ;AVENIDA DE LOS ANDES                                                                              ;22;COLISIÓN DOBLE                          ;BICICLETA                               
31/07/2017 0:00;DE 21:00 A 21:59;1;CENTRO                        ;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;;ATROPELLO                               ;BICICLETA                               
01/08/2017 0:00;DE 8:00 A 8:59;1;SAN BLAS                      ;AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA                                                      ;73;CAÍDA BICICLETA                         ;BICICLETA                               
01/08/2017 0:00;DE 11:00 A 11:59;1;SAN BLAS                      ;CALLE DE VERSALLES                                                                                ;33;CAÍDA BICICLETA                         ;BICICLETA                               
01/08/2017 0:00;DE 12:00 A 12:59;1;CIUDAD LINEAL                 ;CALLE DE LOS HERMANOS MACHADO - CALLE DE SERVANDO BATANERO                                          ;;CAÍDA BICICLETA                         ;BICICLETA                               
01/08/2017 0:00;DE 12:00 A 12:59;1;CHAMARTIN                     ;CALLE DE SERRANO                                                                                  ;109;CAÍDA BICICLETA                         ;BICICLETA                               
01/08/2017 0:00;DE 13:00 A 13:59;1;ARGANZUELA                    ;CALLE DE MENDEZ ALVARO                                                                            ;21;CAÍDA MOTOCICLETA                       ;BICICLETA                               
01/08/2017 0:00;DE 17:00 A 17:59;1;ARGANZUELA                    ;CALLE DE JOSE ANTONIO DE ARMONA - PASEO DE SANTA MARIA DE LA CABEZA                                 ;;COLISIÓN DOBLE                          ;BICICLETA                               
01/08/2017 0:00;DE 20:00 A 20:59;1;BARAJAS                       ;PARQUE DE JUAN CARLOS I                                                                           ;1;CAÍDA BICICLETA                         ;BICICLETA                               
01/08/2017 0:00;DE 20:00 A 20:59;1;USERA                         ;AVENIDA DE SAN FERMIN - CALLE DE ELIZONDO                                                           ;;COLISIÓN DOBLE                          ;BICICLETA                               
02/08/2017 0:00;DE 10:00 A 10:59;1;RETIRO                        ;PLAZA DE LA INDEPENDENCIA                                                                         ;10;COLISIÓN DOBLE                          ;BICICLETA                               
02/08/2017 0:00;DE 14:00 A 14:59;1;CHAMARTIN                     ;PASEO DE LA HABANA                                                                                ;77;COLISIÓN DOBLE                          ;BICICLETA                               
