Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula
442407,7628;4477605,051;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;11;205110436
441615,2467;4477355,598;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;22;205110333
441725,5811;4477363,023;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;17;205110334
441413,9052;4477363,625;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;2;205110336
442087,5169;4476691,622;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CARLOS MARIA DE CASTRO, PLAZA, DE;S/N;205110279
441397,2737;4477177,307;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;90;205110290
441424,21;4477609,467;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;114;205110291
441429,2819;4477698,182;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;205110292
441441,7286;4477832,118;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;122;205110293
441450,9673;4477947,045;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;130;205110294
441442,9563;4476679,448;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;74;205110298
441458,9475;4478056,069;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;205110299
441442,2441;4477618,742;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;114;205110419
441448,2152;4477700,656;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;205110337
441465,0982;4477902,052;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;205110342
441476,6291;4478038,57;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;205110344
442283,9707;4476620,691;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;123;205110305
441917,1356;4476817,471;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;5;205110310
441966,8381;4476913,191;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;12;205110311
442016,8153;4476971,324;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;16;205110312
442162,9707;4478021,912;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;S/N;205110499
442226,9057;4477923,132;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;5;205110449
442366,0221;4477851,57;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;23;205110450
442100,2946;4478105,576;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;28;205110453
441991,8596;4478111,745;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;22;205110454
442318,7485;4478097,717;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;205110458
442394,6376;4478097,573;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;32;205110463
441759,7441;4477772,187;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;12;205110516
441736,0723;4477583,409;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;1;205110510
441837,3596;4477973,856;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;23;205110517
441825,5723;4477803,409;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;6;205110523
442327,989;4477702,743;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;37;205110431
442266,3923;4477642,687;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;31;205110430
442192,133;4477571,168;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;25;205110429
442029,17;4477467,502;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;11;205110526
441965,8367;4477419,872;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;6;205110524
442077,5774;4477462,946;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;10 B;205110525
442207,702;4477555,44;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;16;205110466
442395,5127;4477017,342;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;2;205110482
442251,9667;4476755,507;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;1;205110303
442414,7215;4477392,011;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;9;205110473
442321,3552;4477665,576;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;S/N;205110469
442375,5733;4477102,382;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;2 C;205110481
442308,2394;4477169,517;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;11;205110437
441871,4132;4477691,463;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;24;205110507
442311,1793;4476837,62;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;124;205110425
442219,7208;4477288,795;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;FRANCO, CALLE, DE;26;205110480
441772,8596;4477898,023;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;5;205110518
442377,9324;4477241,104;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;26;205110468
442346,1289;4477220,382;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;25;205110475
442212,4245;4477072,61;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;6;205110464
442280,17;4477444,613;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GALLARZA, CALLE, DE;19;205110478
442281,0262;4477878,319;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;17;205110493
442227,5902;4477694,462;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;1;205110490
441722,439;4477279,849;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;29;205110329
441598,7494;4477290,593;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;17;205110331
441659,0774;4477598,798;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;11;205110456
441838,6362;4477539,092;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;3;205110455
441951,17;4477696,168;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;GUADIANA, CALLE, DEL;8;205110506
441611,6853;4478016,067;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;GUTIERREZ SOLANA, CALLE, DE;4;205110347
441697,4343;4477977,075;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;GUTIERREZ SOLANA, CALLE, DE;8;205110352
441488,6934;4477808,003;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;HERMANOS PINZON, CALLE, DE LOS;4;205110339
441488,3144;4477847,355;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;HERMANOS PINZON, CALLE, DE LOS;1;205110340
441577,8167;4477846,338;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;HERMANOS PINZON, CALLE, DE LOS;3;205110343
441740,4477;4477178,503;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;JORGE MANRIQUE, CALLE, DE;27;205110327
441474,7156;4476843,416;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;JOSE GUTIERREZ ABASCAL, CALLE, DE;2;205110286
441419,8647;4476953,238;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;JOSE GUTIERREZ ABASCAL, CALLE, DE;4;205110288
441935,9298;4477148,702;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;JUAN DE LA CIERVA, CALLE, DE;3;205110353
441681,9707;4477922,689;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;42;205110422
441760,9985;4478014,051;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;52;205110460
441602,7946;4477837,687;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;28;205110421
441549,9612;4477785,187;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;22;205110420
441482,879;4477715,469;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;1;205110338
441767,0801;4478058,112;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;25;205110351
441970,1209;4476624,882;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;LAGASCA, CALLE, DE;150;205110315
442181,5146;4476796,599;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;LOPEZ DE HOYOS, CALLE, DE;40;205110308
441947,4188;4476644,26;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;LOPEZ DE HOYOS, CALLE, DE;24;205110316
442290,3505;4476908,462;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;LOPEZ DE HOYOS, GLORIETA, DE;4;205110424
442312,0548;4477310,863;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;LORIGA, PASAJE, DE;2;205110476
441453,5312;4477140,362;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;MAESTRO RIPOLL, CALLE, DEL;5;205110287
441615,0137;4478127,206;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;MARCELIANO SANTA MARIA, CALLE, DE;11;205110348
442404,24;4477289,623;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;MARIA FRANCISCA, CALLE, DE;5;205110474
441687,2441;4477743,39;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;MARIA GUERRERO, PLAZA, DE;1;205110515
442373,3552;4477518,576;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;MARQUES DE VALDECILLA, CALLE, DEL;41;205110471
442324,6844;4477374,456;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;MARQUES DE VALDECILLA, CALLE, DEL;6;205110477
442189,291;4476605,338;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;NUÑEZ DE BALBOA, CALLE, DE;118;205110306
442153,0085;4476877,532;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;OQUENDO, CALLE, DE;23;205110313
442056,6886;4477633,057;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;ORIA, CALLE, DEL;8;205110488
442085,1073;4477019,644;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PABLO ARANDA, CALLE, DE;24;205110317
441961,9832;4477044,705;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PABLO ARANDA, CALLE, DE;3;205110318
441429,4852;4476739,536;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;4;205110285
442343,003;4476672,279;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;38;205110304
442156,9586;4476705,457;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;21;205110307
441886,6827;4476711,961;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;15;205110309
441505,7875;4476734,486;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;8;205110323
441635,4008;4476743,015;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;1;205110324
441768,2526;4476762,917;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;22;205110326
441685,6143;4476684,398;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PINAR, CALLE, DEL;15;205110325
442016,804;4477870,801;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PISUERGA, CALLE, DEL;8;205110504
442523,5538;4478052,798;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;211;205110496
442512,689;4477931,675;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;207 A;205110495
442468,0921;4477455,339;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;141;205110433
442488,7587;4477683,969;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;195;205110432
442434,9577;4477121,225;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;131;205110438
442446,6289;4477229,845;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;135;205110435
442409,6238;4476841,731;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;111 A;205110439
441702,8986;4477417,182;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;PUENTE DEL DUERO, CALLE, DEL;11;205110335
441560,3497;4477874,109;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;QUITO, PLAZA, DE;S/N;205110341
441823,8609;4477392,494;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;REPUBLICA ARGENTINA, PLAZA, DE LA;3;205110301
441896,2441;4477431,131;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;REPUBLICA ARGENTINA, PLAZA, DE LA;7;205110423
442440,9112;4478003,231;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;82;205110452
442433,4666;4477889,959;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;78;205110451
442454,2946;4477940,687;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;80;205110497
442076,7949;4477251,684;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;4;205110427
442392,3501;4477731,965;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;70;205110467
442301,0168;4477573,243;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;46 B;205110470
442245,9848;4477496,168;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;11;205110472
442176,096;4477387,761;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;5 B;205110479
441548,4707;4478145,245;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SAN JUAN DE LA SALLE, CALLE, DE;5;205110295
441546,242;4478004,284;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SAN JUAN DE LA SALLE, CALLE, DE;2:00 AM;205110345
441537,304;4478064,981;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SAN JUAN DE LA SALLE, CALLE, DE;3;205110346
442290,869;4477042,536;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SAN JULIO, CALLE, DE;5;205110483
441584,0219;4477627,242;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SANTIAGO ARTIGAS, CALLE, DE;7;205110511
441605,0077;4477944,477;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SANTIAGO BERNABEU, CALLE, DE;16;205110350
441697,7606;4478130,695;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SANTO DOMINGO DE SILOS, CALLE, DE;10;205110296
441671,7367;4478072,676;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SANTO DOMINGO DE SILOS, CALLE, DE;5;205110349
442311,156;4477083,545;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SANTORCAZ, CALLE, DE;3;205110484
442008,7485;4478036,245;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SEGRE, CALLE, DEL;14;205110501
441822,1785;4477083,004;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;144;205110281
441813,0326;4476956,373;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;113;205110282
441796,1263;4476744,052;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;107;205110283
441829,6227;4477191,952;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;135;205110284
442027,0774;4477734,909;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;167;205110445
441935,1007;4477546,766;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;149;205110442
441990,8425;4477658,907;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;159;205110443
442188,9151;4478023,134;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;208;205110448
442117,4707;4477885,356;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;192;205110447
442067,7441;4477781,02;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;186;205110446
442023,9057;4477691,701;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;180;205110444
441921,4663;4477494,298;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;160;205110440
441966,1279;4477575,465;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;170;205110441
441844,1943;4477115,445;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;144;205110319
441825,7815;4476865,483;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;132;205110320
441851,649;4477221,409;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;150;205110322
442267,3596;4478020,856;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL;33;205110498
442094,1066;4477700,536;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL;7;205110489
442025,7256;4477572,502;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL;2;205110486
442135,0589;4477779,464;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;TAJO, CALLE, DEL;7;205110491
441684,6834;4477668,743;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;TAMBRE, CALLE, DEL;32;205110514
441813,4613;4477626,516;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;TAMBRE, CALLE, DEL;21;205110509
441897,8551;4477612,248;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;TAMBRE, CALLE, DEL;10;205110508
442034,6373;4477806,801;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;TORMES, CALLE, DEL;2;205110505
442020,0818;4477943,467;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;TORMES, CALLE, DEL;13;205110500
442095,9478;4477568,094;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;URUMEA, CALLE, DEL;10;205110487
442095,55;4476811,118;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;136;205110278
442104,9593;4476948,906;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;144;205110280
442070,7359;4476809,543;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;133;205110302
442102,8501;4477231,909;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;147;205110522
442135,3552;4477379,798;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;162;205110428
442127,7394;4477268,517;01/01/2017;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;156;205110521
442059,5804;4476633,281;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;129;205110314
441566,1358;4477112,451;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE;5;205110300
441779,7467;4477309,472;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE;30;205110321
441651,7781;4477213,878;01/07/2014;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE;13;205110328
443396,3422;4477020,605;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;A-2, AUTOVIA;S/N;205210613
443467,7317;4477074,711;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;A-2, AUTOVIA;S/N;205210614
443260,2355;4476918,67;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;A-2, AUTOVIA;S/N;205210679
443080,68;4477144,947;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;ALUSTANTE, CALLE, DE;15;205210683
443153,5688;4476993,225;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;ALUSTANTE, CALLE, DE;1;205210676
442953,8501;4476749,965;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;AMERICA, AVENIDA, DE;35;205210654
442920,0723;4476919,724;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;ANASTASIO AROCA, CALLE, DE;7;205210659
442842,5688;4476989,447;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;ANASTASIO AROCA, CALLE, DE;21;205210660
443128,2402;4477400,487;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;ANTONIO ZAPATA, CALLE, DE;7;205210688
443264,5735;4477455,857;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;BAEZA, CALLE, DE;5;205210714
443198,4797;4477406,317;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;BAEZA, CALLE, DE;1;205210620
443453,5095;4477086,822;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CAMILO JOSE CELA, AVENIDA, DE;S/N;205210616
443420,954;4477068,711;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CAMILO JOSE CELA, AVENIDA, DE;S/N;205210615
443114,7911;4477257,336;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;91;205210684
443205,7911;4477237,947;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;98;205210690
443384,2361;4477216,553;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;106;205210692
442968,4022;4477227,114;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;70;205210669
442915,5133;4477183,558;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;56;205210703
442847,1244;4477134,336;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;41;205210670
442779,8651;4477046,336;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;32;205210611
442707,8466;4476989,003;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;22;205210729
442591,0688;4476893,17;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;12:00 AM;205210643
442514,2355;4476833,003;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;6;205210644
443017,4855;4477248,447;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE;69;205210667
443065,4057;4477384,521;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CARDENAL SILICEO, CALLE, DEL;10;205210686
443129,4612;4477303,632;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CARDENAL SILICEO, CALLE, DEL;22;205210685
443264,6834;4477097,909;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CARDENAL SILICEO, CALLE, DEL;37;205210681
442841,2355;4476827,836;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE;114;205210652
442710,2946;4477052,187;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE;127;205210640
442789,6244;4476899,614;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE;113;205210604
443379,4057;4477681,854;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;81;205210719
443371,9627;4477581,944;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;60;205210718
443331,9584;4477393,108;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;48;205210627
443172,2355;4477100,447;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;39;205210619
443256,3837;4477171,818;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;45;205210725
443291,4057;4477206,872;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;36;205210621
443179,0688;4477089,614;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;24;205210618
443010,4612;4476965,909;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;25;205210655
443063,8501;4476993,946;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;12;205210657
442994,0168;4476918,743;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE;19;205210609
442911,9612;4477002,854;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CONSTANCIA, CALLE, DE LA;18;205210674
443039,5688;4477138,929;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CONSTANCIA, CALLE, DE LA;34;205210673
443520,0697;4477688,158;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL;78;205210720
443486,2364;4477688,102;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL;67;205210631
443461,239;4477564,743;01/01/2017;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL;55;205210728
