Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines
447815,79;4475612,38;14/09/2010;20  SAN BLAS;20-02 HELLÍN;HELLIN, AVENIDA, DE;29;PMR;;2;
447763,23;4475678,3;26/04/2011;20  SAN BLAS;20-02 HELLÍN;HELLIN, AVENIDA, DE;38;PMR;;1;
448057,06;4475827,76;17/02/2015;20  SAN BLAS;20-02 HELLÍN;HERENCIA, CALLE, DE;3;PMR;Batería;2;
448049,49;4475769,54;23/09/2013;20  SAN BLAS;20-02 HELLÍN;HERENCIA, CALLE, DE;6;PMR;Batería;1;
448068,53;4475656,96;01/02/2012;20  SAN BLAS;20-02 HELLÍN;HERENCIA, CALLE, DE;12;PMR;;3;
448053,72;4475880,58;19/04/2004;20  SAN BLAS;20-02 HELLÍN;HINOJAL, CALLE, DE;22;PMR;;1;
447916,74;4475863,48;10/08/2011;20  SAN BLAS;20-02 HELLÍN;HINOJAL, CALLE, DE;Fte 10;PMR;;2;
447936,33;4475854,62;14/02/2001;20  SAN BLAS;20-02 HELLÍN;HINOJOSA DEL DUQUE, CALLE, DE;2;PMR;;1;
447964,43;4475763,51;16/01/2004;20  SAN BLAS;20-02 HELLÍN;HINOJOSA DEL DUQUE, CALLE, DE;7;PMR;;1;
447961,28;4475785,67;02/08/2001;20  SAN BLAS;20-02 HELLÍN;HINOJOSA DEL DUQUE, CALLE, DE;7;PMR;;3;
447949,08;4475769,44;26/08/2004;20  SAN BLAS;20-02 HELLÍN;HINOJOSA DEL DUQUE, CALLE, DE;Fte 7;PMR;;1;
447848,24;4475817,05;10/01/2012;20  SAN BLAS;20-02 HELLÍN;JOSE RAMON VIZCAINO, CALLE, DE;2;PMR;;2;
447853,88;4475782,51;02/08/2017;20  SAN BLAS;20-02 HELLÍN;JOSE RAMON VIZCAINO, CALLE, DE;4;PMR;Batería;1;
447870,53;4475684,41;09/04/2013;20  SAN BLAS;20-02 HELLÍN;JOSE RAMON VIZCAINO, CALLE, DE;8;PMR;Batería;1;
447822,07;4475667,43;15/03/2005;20  SAN BLAS;20-02 HELLÍN;LUCAS MALLADA, CALLE, DE;3;PMR;;1;
447936,18;4475685,89;27/01/2009;20  SAN BLAS;20-02 HELLÍN;LUCAS MALLADA, CALLE, DE;9;PMR;;1;
447916,18;4475682,78;26/01/2017;20  SAN BLAS;20-02 HELLÍN;LUCAS MALLADA, CALLE, DE;9;PMR;Batería;1;
446983,96;4475151,62;24/03/2015;20  SAN BLAS;20-03 AMPOSTA;AJOFRIN, CALLE, DE;4;PMR;Línea;3;
446958,34;4475069,38;18/03/2016;20  SAN BLAS;20-03 AMPOSTA;AJOFRIN, CALLE, DE;12;PMR;Batería;1;
447022,35;4475079,51;23/02/2012;20  SAN BLAS;20-03 AMPOSTA;AJOFRIN, CALLE, DE;14;PMR;;1;
446905,1;4475026,12;13/10/2015;20  SAN BLAS;20-03 AMPOSTA;AJOFRIN, CALLE, DE;S/N;PMR;;;
447371,55;4475360,35;10/03/2005;20  SAN BLAS;20-03 AMPOSTA;ALGODON, CALLE, DEL;12;PMR;;1;RESERVADO VEHICULOS CONDUCTORES MINUSVALIDOS AUTORIZADOS
447031,89;4475175,27;10/03/2005;20  SAN BLAS;20-03 AMPOSTA;BISUTERIA, CALLE, DE LA;1;PMR;;1;
447486,74;4475459,8;03/10/2012;20  SAN BLAS;20-03 AMPOSTA;BROCADO, CALLE, DEL;7;PMR;;1;
447073,16;4475146,94;24/11/2016;20  SAN BLAS;20-03 AMPOSTA;CARPINTERIA, CALLE, DE LA;S/N;PMR;Batería;1;
447157,38;4475374,41;10/03/2005;20  SAN BLAS;20-03 AMPOSTA;FERRETERIA, CALLE, DE LA;1;PMR;;1;
446816,71;4474921,11;11/02/2005;20  SAN BLAS;20-03 AMPOSTA;HERMANOS GARCIA NOBLEJAS, CALLE, DE LOS;89;PMR;;1;DIAS LABORABLES DE 9H. A 20H.
446772,77;4474961;04/05/2009;20  SAN BLAS;20-03 AMPOSTA;HERMANOS GARCIA NOBLEJAS, CALLE, DE LOS;89;PMR;;1;LAB. DE LUNES A VIERNES 9 A 21 H.
447083,96;4475097,13;21/10/2010;20  SAN BLAS;20-03 AMPOSTA;ORFEBRERIA, CALLE, DE LA;11;PMR;;1;
447478,65;4475415,78;08/01/2010;20  SAN BLAS;20-03 AMPOSTA;PAÑERIA, CALLE, DE LA;23;PMR;;1;
446999,43;4474889,33;11/03/2005;20  SAN BLAS;20-03 AMPOSTA;POBLADURA DEL VALLE, CALLE, DE;7;PMR;;1;
447022,63;4474901,97;17/11/2005;20  SAN BLAS;20-03 AMPOSTA;POBLADURA DEL VALLE, CALLE, DE;9;PMR;;1;
447735,76;4475440,66;11/08/2005;20  SAN BLAS;20-03 AMPOSTA;POBLADURA DEL VALLE, CALLE, DE;27;PMR;;1;
447256,34;4475030,37;10/03/2005;20  SAN BLAS;20-03 AMPOSTA;POBLADURA DEL VALLE, CALLE, DE;S/N;PMR;;2;
447135,96;4475074,51;11/07/2006;20  SAN BLAS;20-03 AMPOSTA;RESINERIA, CALLE, DE LA;Fte 15;PMR;;1;
447245,93;4475410,74;16/10/2003;20  SAN BLAS;20-03 AMPOSTA;RUECA, PASAJE, DE LA;2;PMR;;1;
447036,87;4475191,45;11/07/2005;20  SAN BLAS;20-03 AMPOSTA;SIDERURGIA, CALLE, DE LA;Fte 5;PMR;;1;
447287,34;4475433,04;31/03/2014;20  SAN BLAS;20-03 AMPOSTA;TEJEDORES, CALLE, DE LOS;11;PMR;Batería;2;
447442,05;4475517,4;16/04/2010;20  SAN BLAS;20-03 AMPOSTA;TEJEDORES, CALLE, DE LOS;30;PMR;;2;RESERVADO CONDUCTORESVEHICULOS MINUSVALIDOSAUTORIZADOS
447329,31;4475455,96;18/11/2010;20  SAN BLAS;20-03 AMPOSTA;TEJEDORES, CALLE, DE LOS;Fte 15;PMR;;1;
447398,49;4475493,52;16/05/2005;20  SAN BLAS;20-03 AMPOSTA;TEJEDORES, CALLE, DE LOS;Fte 27;PMR;;1;
447090,91;4475185,94;10/03/2005;20  SAN BLAS;20-03 AMPOSTA;TREFILERIA, CALLE, DE LA;4;PMR;;1;
447874,93;4475357,62;31/05/2013;20  SAN BLAS;20-04 ARCOS;ALBAÑILERIA, CALLE, DE LA;4;PMR;Línea;1;
447875,82;4475338,25;13/01/2012;20  SAN BLAS;20-04 ARCOS;ALBAÑILERIA, CALLE, DE LA;6;PMR;;1;
447800,9;4475286,19;23/10/2006;20  SAN BLAS;20-04 ARCOS;ALQUIMIA, CALLE, DE LA;1;PMR;;1;
447403,23;4475066,86;18/03/2005;20  SAN BLAS;20-04 ARCOS;AMPOSTA, CALLE, DE;13;PMR;;1;
447582,88;4474742,34;26/01/2011;20  SAN BLAS;20-04 ARCOS;AMPOSTA, CALLE, DE;65;PMR;;1;
447710,26;4474690,95;14/03/2005;20  SAN BLAS;20-04 ARCOS;AMPOSTA, CALLE, DE;71;PMR;;1;
447452,47;4474964,14;21/05/2017;20  SAN BLAS;20-04 ARCOS;AMPOSTA, CALLE, DE;33 C;PMR;Batería;1;
447480,47;4474909,94;11/03/2005;20  SAN BLAS;20-04 ARCOS;AMPOSTA, CALLE, DE;Fte 34;PMR;;1;
447571,33;4474769,73;21/05/2017;20  SAN BLAS;20-04 ARCOS;AMPOSTA, CALLE, DE;S/N;PMR;;;
447756,27;4475277,7;14/08/2015;20  SAN BLAS;20-04 ARCOS;APAREJADORES, CALLE, DE LOS;18;PMR;Línea;1;
447718,54;4475283,55;11/03/2005;20  SAN BLAS;20-04 ARCOS;APRENDICES, CALLE, DE LOS;6;PMR;;1;
447717,66;4474499,35;03/06/2016;20  SAN BLAS;20-04 ARCOS;AQUITANIA, CALLE, DE;35;PMR;Línea;1;
447790,97;4474533,2;08/01/2015;20  SAN BLAS;20-04 ARCOS;AQUITANIA, CALLE, DE;47;PMR;Línea;1;
448099;4474675,92;18/02/2015;20  SAN BLAS;20-04 ARCOS;AQUITANIA, CALLE, DE;91;PMR;Línea;1;
447541,24;4474398,64;22/03/2007;20  SAN BLAS;20-04 ARCOS;AQUITANIA, CALLE, DE;20 B;PMR;;1;
447607,69;4474446,92;06/09/2007;20  SAN BLAS;20-04 ARCOS;AQUITANIA, CALLE, DE;25 C;PMR;;1;
446984,98;4474790,06;10/03/2005;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;3;PMR;Batería;1;
446976,69;4474800,13;31/05/2013;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;3;PMR;Batería;2;
447017,07;4474751,79;05/12/2011;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;5;PMR;Batería;1;
447004,48;4474727,29;08/06/2011;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;6;PMR;;2;
447029,23;4474736,99;12/06/2012;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;7;PMR;Batería;1;
447070,6;4474647;19/06/2008;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;12;PMR;;1;
447100,24;4474614,59;16/04/2014;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;14;PMR;Línea;1;
447230,78;4474620,68;18/10/2013;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;20;PMR;Línea;1;
447574,59;4474833,02;23/03/2017;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;48;PMR;Batería;3;
447656,34;4474817,36;14/03/2005;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;56;PMR;;1;
447675,08;4474811,85;18/11/2005;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;58;PMR;;1;
447621,75;4474839,03;23/09/2016;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;66;PMR;Batería;1;
447601,79;4474898,88;16/06/2003;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;78;PMR;;1;
447764,83;4474961,04;12/09/2012;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;98;PMR;;1;
447741,04;4475023,41;22/09/2014;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;114;PMR;Batería;1;
447716,09;4474840,04;14/03/2005;20  SAN BLAS;20-04 ARCOS;ARCOS DE JALON, CALLE, DE;Fte 76;PMR;;1;
447824,39;4474827,96;01/07/2010;20  SAN BLAS;20-04 ARCOS;ARGENTA, CALLE, DE;6;PMR;Batería;2;
447819,99;4474869,26;16/07/2010;20  SAN BLAS;20-04 ARCOS;ARGENTA, CALLE, DE;12;PMR;;2;
447841,94;4474945,15;11/03/2005;20  SAN BLAS;20-04 ARCOS;ARGENTA, CALLE, DE;16;PMR;;1;
447734;4474775,34;28/02/2011;20  SAN BLAS;20-04 ARCOS;ARGENTA, CALLE, DE;2 B;PMR;;1;
447902,96;4475332,45;23/03/2009;20  SAN BLAS;20-04 ARCOS;CERAMISTAS, CALLE, DE LOS;9;PMR;;1;
447570,83;4475071,7;10/03/2005;20  SAN BLAS;20-04 ARCOS;COLORANTES, CALLE, DE LOS;12;PMR;;2;
447437,83;4475120,29;23/04/2014;20  SAN BLAS;20-04 ARCOS;CONSERVEROS, CALLE, DE LOS;3;PMR;Línea;1;
447747,05;4475223,09;11/08/2016;20  SAN BLAS;20-04 ARCOS;DELINEANTES, CALLE, DE LOS;3;PMR;Línea;1;
447750,51;4475159,2;11/03/2005;20  SAN BLAS;20-04 ARCOS;DELINEANTES, CALLE, DE LOS;11;PMR;;1;
447751,91;4475103,61;23/12/2008;20  SAN BLAS;20-04 ARCOS;DELINEANTES, CALLE, DE LOS;19;PMR;;1;
447510,03;4475207,75;17/10/2014;20  SAN BLAS;20-04 ARCOS;GREMIOS, CALLE, DE LOS;13;PMR;Batería;1;
447482,98;4474674,09;01/12/2009;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;43;PMR;;2;
447527,17;4474694,79;05/06/2013;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;63;PMR;Batería;1;
447578,32;4474717,94;13/10/2015;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;65;PMR;Batería;2;
447749,61;4474687,81;07/02/2011;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;73;PMR;Batería;3;
447821,39;4474721,96;20/07/2004;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;85;PMR;;1;
447855,83;4474754,71;13/06/2016;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;87;PMR;Batería;1;
447871,02;4474746,15;01/07/2010;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;95;PMR;Batería;1;
447932,74;4474792,53;07/03/2011;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;99;PMR;;1;
447947,81;4474785,06;14/03/2005;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;101;PMR;;1;
447976,26;4474773,63;18/12/2015;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;34 A;PMR;Batería;2;
447132,43;4474470,09;24/09/2016;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;S/N;PMR;Batería;1;
447159,25;4474483,4;25/10/2014;20  SAN BLAS;20-04 ARCOS;GUADALAJARA, AVENIDA, DE;S/N;PMR;Batería;1;
447605,94;4474976,56;25/10/2014;20  SAN BLAS;20-04 ARCOS;HERBOLARIOS, CALLE, DE LOS;10;PMR;Línea;2;
446967,36;4474649,96;23/06/2014;20  SAN BLAS;20-04 ARCOS;HERMANOS GARCIA NOBLEJAS, CALLE, DE LOS;121;PMR;Batería;2;
446987,49;4474613,01;14/08/2015;20  SAN BLAS;20-04 ARCOS;HERMANOS GARCIA NOBLEJAS, CALLE, DE LOS;125;PMR;Batería;1;
447024,75;4474543,58;25/01/2012;20  SAN BLAS;20-04 ARCOS;HERMANOS GARCIA NOBLEJAS, CALLE, DE LOS;129;PMR;;1;
447118,45;4474456,73;02/08/2005;20  SAN BLAS;20-04 ARCOS;HERMANOS GARCIA NOBLEJAS, CALLE, DE LOS;135;PMR;;1;
447498,17;4475048,76;10/03/2005;20  SAN BLAS;20-04 ARCOS;LABORATORIO, CALLE, DEL;4;PMR;;1;
447859,66;4475214,48;18/09/2013;20  SAN BLAS;20-04 ARCOS;LOZA, CALLE, DE LA;6;PMR;Batería;2;
447770,65;4475210,22;20/02/2015;20  SAN BLAS;20-04 ARCOS;MAMPOSTERIA, CALLE, DE LA;5;PMR;Línea;1;
447721,16;4475358,01;29/09/2011;20  SAN BLAS;20-04 ARCOS;MASILLA, CALLE, DE LA;6;PMR;;1;
447315,4;4474878,24;27/06/2013;20  SAN BLAS;20-04 ARCOS;MONTAMARTA, CALLE, DE;9;PMR;Batería;1;
447648,49;4475060,14;17/04/2012;20  SAN BLAS;20-04 ARCOS;OPTICOS, CALLE, DE LOS;11;PMR;;1;
447650,86;4475019,24;11/03/2005;20  SAN BLAS;20-04 ARCOS;OPTICOS, CALLE, DE LOS;17;PMR;;1;
447041,92;4474841,45;20/09/2014;20  SAN BLAS;20-04 ARCOS;POBLADURA DEL VALLE, CALLE, DE;6;PMR;Batería;1;
447050,11;4474846,21;13/01/2005;20  SAN BLAS;20-04 ARCOS;POBLADURA DEL VALLE, CALLE, DE;12;PMR;;1;
447117,84;4474841,44;13/12/2012;20  SAN BLAS;20-04 ARCOS;POBLADURA DEL VALLE, CALLE, DE;16;PMR;;1;
447788,21;4475250,23;27/01/2017;20  SAN BLAS;20-04 ARCOS;PORCELANA, CALLE, DE LA;3;PMR;Línea;1;
447791,61;4475205,35;10/11/2009;20  SAN BLAS;20-04 ARCOS;PORCELANA, CALLE, DE LA;9;PMR;;1;
447727,91;4474421,14;29/03/2005;20  SAN BLAS;20-04 ARCOS;REPUBLICA CHECA, CALLE, DE LA;20;PMR;;1;
447810,91;4474462,82;25/04/2016;20  SAN BLAS;20-04 ARCOS;REPUBLICA ESLOVACA, CALLE, DE LA;9;PMR;Línea;2;
447865,31;4474502,08;12/07/2012;20  SAN BLAS;20-04 ARCOS;RIGA, CALLE, DE;4;PMR;;2;
447116,62;4474819,19;31/03/2011;20  SAN BLAS;20-04 ARCOS;SAN ROMAN DEL VALLE, CALLE, DE;2;PMR;;1;
447170,21;4474834,68;11/08/2005;20  SAN BLAS;20-04 ARCOS;SAN ROMAN DEL VALLE, CALLE, DE;5;PMR;;1;
447086,75;4474803,1;16/04/2007;20  SAN BLAS;20-04 ARCOS;SAN ROMAN DEL VALLE, CALLE, DE;10;PMR;;1;
447996,08;4474581,39;17/08/2016;20  SAN BLAS;20-04 ARCOS;SARRE, CALLE, DE;10;PMR;Línea;1;
448015,35;4474539,93;13/10/2015;20  SAN BLAS;20-04 ARCOS;SARRE, CALLE, DE;14;PMR;Línea;1;
447983,6;4474635,58;12/06/2009;20  SAN BLAS;20-04 ARCOS;SARRE, CALLE, DE;S/N;PMR;;1;
447974,54;4475390,87;18/07/2007;20  SAN BLAS;20-04 ARCOS;SOLERIA, CALLE, DE LA;1;PMR;;1;
448114,07;4474507,55;14/03/2005;20  SAN BLAS;20-04 ARCOS;TOSCANA, CALLE, DE;37;PMR;;1;
448062,71;4474618,33;14/03/2005;20  SAN BLAS;20-04 ARCOS;TOSCANA, CALLE, DE;45;PMR;;1;
448041,74;4474662,07;16/04/2014;20  SAN BLAS;20-04 ARCOS;TOSCANA, CALLE, DE;57;PMR;Línea;1;
448084,55;4474368,4;16/02/2016;20  SAN BLAS;20-04 ARCOS;VERSALLES, CALLE, DE;157 B;PMR;Línea;1;
447730,84;4475376;11/03/2005;20  SAN BLAS;20-04 ARCOS;VIDRIERIA, CALLE, DE LA;2;PMR;;1;
447878,47;4475391,62;11/03/2005;20  SAN BLAS;20-04 ARCOS;VIDRIERIA, CALLE, DE LA;9;PMR;;1;
448218,62;4475795,74;06/05/2014;20  SAN BLAS;20-05 ROSAS;AINSA, CALLE, DE;8;PMR;Línea;1;
448197,05;4475765,97;27/01/2009;20  SAN BLAS;20-05 ROSAS;AINSA, CALLE, DE;11;PMR;;1;
448202,29;4475897,12;16/03/2006;20  SAN BLAS;20-05 ROSAS;AINSA, CALLE, DE;24;PMR;;1;RESERVADO CONDUCTORESVEHICULOS MINUSVALIDOSAUTORIZADOS
449023,53;4475506;18/04/2000;20  SAN BLAS;20-05 ROSAS;ALBANIA, CALLE, DE;4;PMR;;1;
448719,95;4475466,66;07/05/2010;20  SAN BLAS;20-05 ROSAS;ALPES, CALLE, DE LOS;7;PMR;;1;
448419,18;4475081,15;24/05/2005;20  SAN BLAS;20-05 ROSAS;AUSTRIA, CALLE, DE;2;PMR;;1;
448990,26;4475591,45;17/03/2016;20  SAN BLAS;20-05 ROSAS;BELGICA, CALLE, DE;24;PMR;Línea;1;
448435,76;4475228,25;10/09/2014;20  SAN BLAS;20-05 ROSAS;BUTRON, CALLE, DEL;29;PMR;Batería;1;
448475,62;4475237,89;20/02/2015;20  SAN BLAS;20-05 ROSAS;BUTRON, CALLE, DEL;S/N;PMR;Batería;1;
448179,42;4475357,86;04/11/2015;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;129;PMR;Batería;1;
448204;4475303,74;26/06/2006;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;131;PMR;;1;
448161,8;4475274,29;01/02/2007;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;137;PMR;;1;
448178,1;4475225,59;11/03/2005;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;139;PMR;;1;
448212,91;4475219,8;11/12/2006;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;139;PMR;;2;
448146,41;4475228,47;11/03/2005;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;141;PMR;;1;
448136,11;4475178,1;11/03/2005;20  SAN BLAS;20-05 ROSAS;CANILLEJAS A VICALVARO, AVENIDA, DE;141;PMR;;1;
448449,2;4475436,53;25/07/2017;20  SAN BLAS;20-05 ROSAS;CARLOS II, CALLE, DE;8;PMR;Línea;3;
448557,96;4474958,98;28/02/2008;20  SAN BLAS;20-05 ROSAS;CRACOVIA, CALLE, DE;2;PMR;;1;
448604,36;4474969,49;18/07/2008;20  SAN BLAS;20-05 ROSAS;CRACOVIA, CALLE, DE;27;PMR;;1;
448576,08;4474967,22;21/06/2013;20  SAN BLAS;20-05 ROSAS;CRACOVIA, CALLE, DE;4 D;PMR;Línea;1;
448798,97;4475159,62;12/07/2012;20  SAN BLAS;20-05 ROSAS;ELBA, CALLE, DE;19;PMR;;1;
448920,57;4475010,7;11/08/2016;20  SAN BLAS;20-05 ROSAS;ESTOCOLMO, CALLE, DE;2;PMR;Línea;2;
449043,9;4475031,44;23/12/2009;20  SAN BLAS;20-05 ROSAS;ESTOCOLMO, CALLE, DE;6;PMR;;1;
449061,59;4475659,55;23/10/2006;20  SAN BLAS;20-05 ROSAS;ESTOCOLMO, CALLE, DE;26 J;PMR;;1;
448551,57;4474907,76;21/01/2013;20  SAN BLAS;20-05 ROSAS;FRANCFORT, CALLE, DE;4;PMR;;1;
448628,99;4474747,17;31/03/2011;20  SAN BLAS;20-05 ROSAS;FRANCFORT, CALLE, DE;12;PMR;;1;
448194,39;4474893,81;28/04/2011;20  SAN BLAS;20-05 ROSAS;GUADALAJARA, AVENIDA, DE;111;PMR;;1;
448495,45;4475031,46;04/08/2006;20  SAN BLAS;20-05 ROSAS;GUADALAJARA, AVENIDA, DE;127;PMR;;1;
448444,79;4475010,21;06/05/2014;20  SAN BLAS;20-05 ROSAS;GUADALAJARA, AVENIDA, DE;125 C;PMR;Línea;2;
448816,55;4475299,05;10/03/2005;20  SAN BLAS;20-05 ROSAS;HELSINKI, CALLE, DE;17;PMR;;1;
448276,25;4475607,95;15/03/2005;20  SAN BLAS;20-05 ROSAS;JULIA GARCIA BOUTAN, CALLE, DE;8;PMR;;1;
448299,87;4476241,37;03/08/2012;20  SAN BLAS;20-05 ROSAS;LA ILIADA, CALLE, DE;2;PMR;;1;
448221,21;4476220,44;11/03/2005;20  SAN BLAS;20-05 ROSAS;LA ILIADA, CALLE, DE;Fte 13;PMR;;1;RESERVADO CONDUCTORESVEHICULOS MINUSVALIDOSAUTORIZADOS
448835,55;4475761,74;16/04/2012;20  SAN BLAS;20-05 ROSAS;LIVERPOOL, CALLE, DE;3;PMR;;1;
448286,71;4475935,79;04/05/2012;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;1;PMR;;1;
448292,93;4475901,1;15/06/2015;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;3;PMR;;;
448301,69;4475851,31;18/05/2007;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;5;PMR;;2;
448320,76;4475696,62;03/10/2012;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;26;PMR;;1;
448318,78;4475530,34;22/02/2012;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;34;PMR;;1;
448321,26;4475366,81;06/03/2017;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;46;PMR;Línea;1;
448316,29;4475292,32;13/07/2012;20  SAN BLAS;20-05 ROSAS;LONGARES, CALLE, DE;50;PMR;Línea;2;
448257,31;4475515,14;09/07/2015;20  SAN BLAS;20-05 ROSAS;LONGARES, TRAVESIA, DE;10;PMR;Línea;1;
448648,83;4475600,72;28/03/2014;20  SAN BLAS;20-05 ROSAS;MANCHESTER, CALLE, DE;8:00 AM;PMR;Línea;;
448695,16;4475609,35;18/07/2008;20  SAN BLAS;20-05 ROSAS;MANCHESTER, CALLE, DE;12;PMR;;1;
448828,83;4475630,98;06/05/2014;20  SAN BLAS;20-05 ROSAS;MANCHESTER, CALLE, DE;22;PMR;Línea;1;
448560,26;4475586,05;16/04/2012;20  SAN BLAS;20-05 ROSAS;MANCHESTER, CALLE, DE;4 C;PMR;;1;
448138,82;4475972,81;28/02/2011;20  SAN BLAS;20-05 ROSAS;MARIA SEVILLA DIAGO, CALLE, DE;1;PMR;Batería;2;
448385,71;4476000,45;16/04/2012;20  SAN BLAS;20-05 ROSAS;MARIA SEVILLA DIAGO, CALLE, DE;16;PMR;;1;
448576,17;4475229,92;20/02/2015;20  SAN BLAS;20-05 ROSAS;NIZA, AVENIDA, DE;3;PMR;Línea;1;
448532,3;4475439,61;28/02/2008;20  SAN BLAS;20-05 ROSAS;NIZA, AVENIDA, DE;19;PMR;;1;
448492,15;4475691,19;14/09/2010;20  SAN BLAS;20-05 ROSAS;NIZA, AVENIDA, DE;39;PMR;;2;
448469,2;4475841,36;02/06/2017;20  SAN BLAS;20-05 ROSAS;NIZA, AVENIDA, DE;53;PMR;Batería;1;
448357,26;4475893,26;14/03/2005;20  SAN BLAS;20-05 ROSAS;RONDA, TRAVESIA, DE;2;PMR;;1;
448269,29;4474794,72;23/07/2008;20  SAN BLAS;20-05 ROSAS;RUMANIA, CALLE, DE;14;PMR;;1;
448264,73;4474825,22;18/11/2010;20  SAN BLAS;20-05 ROSAS;RUMANIA, CALLE, DE;3 H;PMR;;1;
448371,17;4474747,01;26/01/2017;20  SAN BLAS;20-05 ROSAS;SAN MARINO, CALLE, DE;6;PMR;Línea;1;
448384,77;4474717,95;05/06/2013;20  SAN BLAS;20-05 ROSAS;SAN MARINO, CALLE, DE;8;PMR;Línea;1;
448316,28;4474868,57;17/08/2016;20  SAN BLAS;20-05 ROSAS;SAN MARINO, CALLE, DE;2 K;PMR;;;
449015,96;4475438,06;18/04/2000;20  SAN BLAS;20-05 ROSAS;SAN PETERSBURGO, CALLE, DE;1;PMR;;1;
449060,19;4475436,08;26/04/2010;20  SAN BLAS;20-05 ROSAS;SAN PETERSBURGO, CALLE, DE;Fte 5;PMR;;1;
449031,32;4475175,26;18/07/2008;20  SAN BLAS;20-05 ROSAS;SOFIA, CALLE, DE;189;PMR;;1;
448920,71;4474756,07;06/06/2011;20  SAN BLAS;20-05 ROSAS;SOFIA, CALLE, DE;177 B;PMR;;1;
449057;4474935,35;04/03/2017;20  SAN BLAS;20-05 ROSAS;SOFIA, CALLE, DE;177 G;PMR;Línea;2;
448239,43;4474740,58;11/08/2016;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;3;PMR;Línea;1;
448298,43;4474751,12;03/07/2012;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;10;PMR;;1;
448600,11;4474891,38;30/04/2008;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;32;PMR;;1;
448681,88;4474928,83;06/04/2017;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;36;PMR;Línea;2;
448736,71;4475181,73;02/08/2017;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;37;PMR;Línea;1;
448710,11;4475426,45;06/12/2011;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;64;PMR;;1;
448601,85;4475972,31;08/05/2007;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;87;PMR;;1;
448586,59;4476057,65;12/08/2011;20  SAN BLAS;20-05 ROSAS;SUECIA, CALLE, DE;95;PMR;;1;
