id;about;title;estado;bicisDisponibles;anclajesDisponibles;geometry;lastUpdated;description;icon
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/127";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=127";"Avda. Navarra - C/ Rioja";"OPN";"5";"16";"-0.9086301769027029,41.655506954758415";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 5</li><li>Anclajes disponibles: 16</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/129";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=129";"C/ Graus - C/ Unceta";"OPN";"0";"21";"-0.9023541561440037,41.65257486851766";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 0</li><li>Anclajes disponibles: 21</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/sinbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/130";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=130";"C/ Corona de Aragón - C/ Lorente";"OPN";"3";"18";"-0.8979132352053497,41.64401875747108";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 3</li><li>Anclajes disponibles: 18</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/1";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=1";"Avda. Pablo Ruiz Picasso - Torre del Agua";"OPN";"12";"12";"-0.9047149146440716,41.67045402508031";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 12</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/2";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=2";"Avda. Ranillas - Avda. Pablo Ruiz Picasso";"OPN";"10";"11";"-0.8980338181998002,41.672345966365484";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/3";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=3";"Pasarela del Voluntariado - Avda. Ranillas";"OPN";"10";"14";"-0.8935618582440019,41.66700687899538";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 14</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/4";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=4";"Avda. Ranillas - Puente de La Almozara";"OPN";"9";"12";"-0.8886948816971154,41.66217279082455";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/5";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=5";"Pº de la Ribera - Puente de Santiago";"OPN";"19";"1";"-0.8811478336122721,41.66030069524685";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 19</li><li>Anclajes disponibles: 1</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/6";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=6";"Pº de la Ribera - Puente del Pilar";"OPN";"14";"6";"-0.8700167766235375,41.656545547065306";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 14</li><li>Anclajes disponibles: 6</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/7";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=7";"Pº Echegaray y Caballero - Pasarela del Huerva";"OPN";"13";"8";"-0.8664037947057038,41.652753480159774";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 8</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/8";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=8";"Pº Echegaray y Caballero - Puente del Pilar";"OPN";"6";"15";"-0.8707618183516413,41.65414253755513";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/9";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=9";"Pº Echegaray y Caballero - Puente de Piedra";"OPN";"23";"7";"-0.8757558417182151,41.65598960521101";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 23</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/10";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=10";"Pº Echegaray y Caballero - Puente de Santiago";"OPN";"21";"0";"-0.8814338710337267,41.65788968068955";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 21</li><li>Anclajes disponibles: 0</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/11";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=11";"Pº Echegaray y Caballero - Puente de La Almozara";"OPN";"9";"12";"-0.8917309531663399,41.65930380272592";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/12";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=12";"Pasarela del Voluntariado - Avda. Almozara";"OPN";"8";"13";"-0.8962149371065272,41.66350888221013";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/13";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=13";"C/ Francia - Pabellón Puente";"OPN";"6";"16";"-0.9071370718140391,41.66170298685886";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 16</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/14";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=14";"Estación Intermodal Delicias (Salidas)";"OPN";"0";"30";"-0.9087671386296896,41.658245976164146";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 0</li><li>Anclajes disponibles: 30</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/sinbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/15";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=15";"Estación de Cercanías El Portillo ";"OPN";"8";"13";"-0.8957511086153872,41.65129678754408";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/16";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=16";"Plaza España";"OPN";"11";"16";"-0.8806949498417713,41.65187862862574";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 16</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/17";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=17";"Pº Constitución - Plaza Aragón ";"OPN";"16";"13";"-0.8842980454163206,41.6477256372047";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 16</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/18";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=18";"C/ Asalto - Edificio Trovador";"OPN";"11";"9";"-0.869886857165122,41.65081150368581";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/19";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=19";"C/ Asalto - C/ Miguel Servet ";"OPN";"2";"19";"-0.8756649416942567,41.648936552552634";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 2</li><li>Anclajes disponibles: 19</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/20";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=20";"Plaza Salamero, 14";"OPN";"9";"12";"-0.8843039786629596,41.65238167143019";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/21";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=21";"Avda. César Augusto - Avda. Conde Aranda";"OPN";"10";"11";"-0.8842989499787175,41.65437668600588";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/22";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=22";"Estación Intermodal Delicias (Llegadas)";"OPN";"6";"23";"-0.9143401797437696,41.6593570346949";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 23</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/23";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=23";"Pº de La Ribera - Pasarela Azud";"OPN";"7";"14";"-0.8581057111893086,41.65280639063108";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 14</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/24";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=24";"Plaza San Pedro Nolasco";"OPN";"3";"17";"-0.8771479044501225,41.65257559529209";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 3</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/25";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=25";"Plaza de los Sitios ";"OPN";"8";"12";"-0.880011993162099,41.6483785955587";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/26";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=26";"Pº Pamplona - Puerta del Carmen";"OPN";"6";"15";"-0.8871700507815923,41.64935368027387";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/27";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=27";"Pº Mª Agustín - Colegio Joaquín Costa";"OPN";"14";"7";"-0.8915010576948094,41.65188374578627";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 14</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/28";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=28";"Plaza del Portillo - Plaza de Toros";"OPN";"0";"21";"-0.892134017745123,41.65509777624002";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 0</li><li>Anclajes disponibles: 21</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/sinbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/29";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=29";"Avda. Madrid - Aljafería";"OPN";"5";"16";"-0.8966620546346464,41.65567082954474";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 5</li><li>Anclajes disponibles: 16</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/30";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=30";"Avda. Pablo Gargallo - Avda. Puerta Sancho";"OPN";"6";"14";"-0.9014560223853808,41.661208922202334";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 14</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/31";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=31";"Avda. Pablo Gargallo - C/ Ignacio Menaya";"OPN";"0";"21";"-0.8958199852776139,41.65989785143721";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 0</li><li>Anclajes disponibles: 21</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/sinbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/32";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=32";"C/ Ramón y Cajal - C/ Madre Rafols";"OPN";"7";"11";"-0.8865510103199843,41.651739691075534";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/33";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=33";"Plaza del Pilar - Edificio Turismo ";"OPN";"18";"2";"-0.8781038715077987,41.65554262739186";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 18</li><li>Anclajes disponibles: 2</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/34";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=34";"Plaza Magdalena";"OPN";"8";"12";"-0.8733258730100609,41.65210655043524";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/35";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=35";"Pº Echegaray y Caballero - C/ Salvador Minguijón";"OPN";"9";"11";"-0.8606397579152677,41.65129740705336";2017-11-06T17:04:00Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 18:04</p>";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
