id;title;lastUpdated;geometry;link;icon;destinos
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-688";"(688) PS REYES DE ARAGÓN 24 Líneas: 58";"";"-0.9074206640377084,41.62738864012122";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=688";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-687";"(687) PS REYES DE ARAGÓN / IES VIRGEN DEL PILAR Líneas: 58";"";"-0.9068316456871557,41.625315415484344";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=687";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-686";"(686) Ps INFANTES DE ESPAÑA 6 Líneas: 58";"";"-0.9050913330133871,41.622144910787405";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=686";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-685";"(685) Ps RENOVALES / PARQUE PRIMO DE RIVERA Líneas: 42, Ci2";"";"-0.893061044268624,41.63501593900758";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=685";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-684";"(684) PS RENOVALES 10 Líneas: Ci1, 42";"";"-0.8934365841702587,41.635590237739315";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=684";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-682";"(682) PS PAMPLONA 12 Líneas: N2, 22, 51, 34";"";"-0.887168441590303,41.64922354888317";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=682";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-681";"(681) PS PAMPLONA 1 / PZA PARAISO Líneas: N3, 34, 38, 33";"";"-0.8866655944526302,41.648223583785665";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=681";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-679";"(679) PS M. AGUSTÍN 67 Líneas: 23, 31, 21, 51";"";"-0.8936479061099811,41.654845544217345";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=679";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-678";"(678) PS M. AGUSTÍN 62 Líneas: 23";"";"-0.8936490533827589,41.65560210799722";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=678";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-676";"(676) PS M. AGUSTÍN 37 Líneas: 23, 22, 21, 51";"";"-0.8909261028314558,41.65138663497053";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=676";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
