route_id, agency_id, route_short_name, route_long_name, route_type, route_url, route_color, route_text_color
8__828___,CRTM,828,MADRID (Canillejas)-ALCOBENDAS-UNIVERSIDAD AUTÓNOMA,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__828___.aspx,8EBF42,FFFFFF
9__1__006_,CRTM,1,ARROYO DE LA VEGA-EL SOTO-LA MORALEJA,3,http://www.crtm.es/tu-transporte-publico/otros-autobuses-urbanos/lineas/9__1__006_.aspx,E60003,FFFFFF
9__2__006_,CRTM,2,ALCOBENDAS-LA MORALEJA,3,http://www.crtm.es/tu-transporte-publico/otros-autobuses-urbanos/lineas/9__2__006_.aspx,E60003,FFFFFF
8__171___,CRTM,171,MADRID (Plaza de Castilla)-URB. SANTO DOMINGO,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__171___.aspx,8EBF42,FFFFFF
9__3__006_,CRTM,3,ARROYO DE LA VEGA-SOTO DE LA MORALEJA-EL ENCINAR DE LOS REYES,3,http://www.crtm.es/tu-transporte-publico/otros-autobuses-urbanos/lineas/9__3__006_.aspx,E60003,FFFFFF
