route_id, service_id, trip_id, trip_headsign, trip_short_name, direction_id, wheelchair_accessible
8__171___,4_8__171___,4_8__171___-8__171____1_11:40:00_2_cc_ _22_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,10_8__171___,10_8__171___-8__171____1_14:50:00_1_-__27_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,13_8__171___,13_8__171___-8__171____1_16:20:00_2_cc_ _34_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,805_9__1__006_,805_9__1__006_-9__1__006__1_17:20:00_1_-__17_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,711_9__2__006_,711_9__2__006_-9__2__006__1_09:40:00_2_-__7_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_08:00:00_1_-__3_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,4_8__171___,4_8__171___-8__171____3_22:00:00_1_-__16_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__1__006_,705_9__1__006_,705_9__1__006_-9__1__006__1_14:40:00_1_-__13_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_11:00:00_1_-__8_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
9__2__006_,709_9__2__006_,709_9__2__006_-9__2__006__1_08:00:00_2_-__6_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,6_8__171___,6_8__171___-8__171____1_06:45:00_2_uc__6_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,Hasta/desde Urb. Ciudalcampo,1,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_10:00:00_1_-__6_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,110_9__2__006_,110_9__2__006_-9__2__006__1_15:50:00_1_-__11_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_21:10:00_2_-__20_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,2_8__171___,2_8__171___-8__171____3_08:00:00_1_-__2_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,9_8__171___,9_8__171___-8__171____1_20:05:00_2_cc_ _49_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,4_8__171___,4_8__171___-8__171____1_13:30:00_2_cc_ _26_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_10:40:00_1_-__7_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,14_8__171___,14_8__171___-8__171____1_06:50:00_2_cc_ _7_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,11_8__171___,11_8__171___-8__171____1_16:00:00_1_-__30_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,5_8__171___,5_8__171___-8__171____1_10:20:00_2_cc_ _19_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,5_8__171___,5_8__171___-8__171____3_20:30:00_1_-__15_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,5_8__171___,5_8__171___-8__171____1_08:25:00_2_cc_ _14_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__2__006_,709_9__2__006_,709_9__2__006_-9__2__006__1_08:45:00_1_-__1_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,2_8__171___,2_8__171___-8__171____1_20:50:00_2_cc_ _51_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,7_8__171___,7_8__171___-8__171____1_07:50:00_2_cc_ _12_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,2_8__171___,2_8__171___-8__171____3_14:00:00_1_-__8_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,2_8__171___,2_8__171___-8__171____1_17:05:00_2_cc_ _37_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_15:40:00_1_-__15_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__171___,3_8__171___,3_8__171___-8__171____2_12:50:00_2_-__12_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__2__006_,109_9__2__006_,109_9__2__006_-9__2__006__1_09:20:00_1_-__5_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
9__2__006_,111_9__2__006_,111_9__2__006_-9__2__006__1_08:15:00_1_-__4_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
9__2__006_,711_9__2__006_,711_9__2__006_-9__2__006__1_07:30:00_2_-__5_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,2_8__171___,2_8__171___-8__171____2_07:30:00_1_-__2_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,9_8__171___,9_8__171___-8__171____1_22:30:00_1_-__53_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_07:20:00_1_-__2_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,4_8__171___,4_8__171___-8__171____3_21:00:00_2_-__16_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,6_8__171___,6_8__171___-8__171____1_13:10:00_1_-__23_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,5_8__171___,5_8__171___-8__171____1_09:25:00_1_-__14_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__828___,123_8__828___,123_8__828___-8__828____1_07:15:00_2_a.__1_8__828___,CANILLEJAS-AREA INTERMODAL,Hasta/desde Alcobendas,1,0
8__171___,5_8__171___,5_8__171___-8__171____1_11:05:00_1_-__19_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__2__006_,110_9__2__006_,110_9__2__006_-9__2__006__1_16:10:00_2_-__12_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
9__1__006_,805_9__1__006_,805_9__1__006_-9__1__006__1_18:00:00_1_-__18_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_20:00:00_1_-__21_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,9_8__171___,9_8__171___-8__171____1_17:35:00_1_c.__35_8__171___,PZA.LA FUENTE-URB.CIUDALCAMPO,Directo a/desde Urb. Ciudalcampo,0,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_19:10:00_2_-__17_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,4_8__171___,4_8__171___-8__171____2_21:00:00_1_-__23_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,4_8__171___,4_8__171___-8__171____3_15:00:00_2_-__10_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,5_8__171___,5_8__171___-8__171____2_15:30:00_1_-__15_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_09:50:00_2_-__3_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_12:00:00_1_-__9_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,112_9__2__006_,112_9__2__006_-9__2__006__1_14:05:00_2_-__3_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__828___,116_8__828___,116_8__828___-8__828____1_17:05:00_1_-__4_8__828___,IVÁN PAVLOV-RECTORADO,lv 828 ALCOBENDAS-U.AUTONOMA,0,0
9__1__006_,705_9__1__006_,705_9__1__006_-9__1__006__1_20:00:00_1_-__21_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,705_9__1__006_,705_9__1__006_-9__1__006__1_18:00:00_1_-__18_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,4_8__171___,4_8__171___-8__171____1_08:10:00_2_cc_ _13_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,1_8__171___,1_8__171___-8__171____2_12:30:00_1_-__10_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,4_8__171___,4_8__171___-8__171____2_23:00:00_1_-__25_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_11:50:00_2_-__6_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,4_8__171___,4_8__171___-8__171____3_16:00:00_1_-__10_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_08:40:00_1_-__4_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,5_8__171___,5_8__171___-8__171____2_14:30:00_2_-__15_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
