VIA_TYPE;VIA_INFIXE;VIA_NAME;VIA_NAME_WITH_ACCENT;DISTRIT_CODE;NEIGHB_CODE
CALLE;DEL;MANANTIAL;MANANTIAL;13;5
CALLE;DE LOS;MANANTIALES;MANANTIALES;14;2
CALLE;DEL;MANATI;MANATÍ;5;5
CALLE;DE LOS;MANCEBOS;MANCEBOS;13;5
CALLE;DE LA;MANCHA;MANCHA;16;2
CALLE;DE LOS;MANCHEGOS;MANCHEGOS;16;2
CALLE;DE;MANCHESTER;MANCHESTER;16;3
CALLE;DEL;MANCO DE LEPANTO;MANCO DE LEPANTO;16;4
CALLE;DE LA;MANDARINA;MANDARINA;16;3
CALLE;DEL;MANGANESO;MANGANESO;1;5
PASAJE;DE;MANGIRON;MANGIRÓN;8;6
CALLE;DE;MANIPA;MANIPA;15;5
CALLE;DE;MANISES;MANISES;12;4
CALLE;DE;MANIZALES;MANIZALES;5;1
CALLE;DE;MANOLA Y ROSARIO;MANOLA Y ROSARIO;11;6
PLAZA;DE;MANOLETE;MANOLETE;5;5
AVENIDA;DE;MANOTERAS;MANOTERAS;17;1
CALLE;DE;MANRESA;MANRESA;8;6
CALLE;DE;MANSILLA;MANSILLA;5;5
CALLE;DE;MANTUANO;MANTUANO;11;5
CALLE;DE;MANUEL;MANUEL;12;2
CALLE;DE;MANUEL AGUILAR MUÑOZ;MANUEL AGUILAR MUÑOZ;8;2
CALLE;DE;MANUEL ALEIXANDRE;MANUEL ALEIXANDRE;8;7
GLORIETA;DE;MANUEL ALEXANDRE;MANUEL ALEXANDRE;15;2
CALLE;DE;MANUEL ALONSO;MANUEL ALONSO;5;5
CALLE;DE;MANUEL ALTOLAGUIRRE;MANUEL ALTOLAGUIRRE;1;1
CALLE;DE;MANUEL ALVAREZ;MANUEL ÁLVAREZ;18;2
CALLE;DE;MANUEL ARRANZ;MANUEL ARRANZ;19;1
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;18;1
CALLE;DE;MANUEL BADIA;MANUEL BADÍA;12;5
CALLE;DE;MANUEL BARTOLOME COSSIO;MANUEL BARTOLOMÉ COSSÍO;12;7
PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;9;3
CALLE;DE;MANUEL BENEDITO;MANUEL BENEDITO;10;7
CALLE;DE;MANUEL CALDEIRO;MANUEL CALDEIRO;16;2
CALLE;DE;MANUEL CANALES;MANUEL CANALES;13;2
CALLE;DE;MANUEL CANO;MANUEL CANO;16;6
CALLE;DE;MANUEL CARMONA;MANUEL CARMONA;16;1
CALLE;DE;MANUEL CAVERO;MANUEL CAVERO;10;7
CALLE;DE;MANUEL CHAVES NOGALES;MANUEL CHAVES NOGALES;9;4
CALLE;DE;MANUEL COMIN;MANUEL COMÍN;4;3
CALLE;DE;MANUEL CORTINA;MANUEL CORTINA;7;6
CALLE;DE;MANUEL DE BOFARULL;MANUEL DE BOFARULL;2;4
CALLE;DE;MANUEL DE FALLA;MANUEL DE FALLA;5;5
PLAZA;DE;MANUEL DE LA QUINTANA;MANUEL DE LA QUINTANA;18;3
CALLE;DE;MANUEL DEL VALLE;MANUEL DEL VALLE;1;5
PLAZA;DE;MANUEL ESCOBAR;MANUEL ESCOBAR;15;2
CALLE;DE;MANUEL FERNANDEZ CABALLERO;MANUEL FERNÁNDEZ CABALLERO;5;5
CALLE;DE;MANUEL FERNANDEZ Y GONZALEZ;MANUEL FERNÁNDEZ Y GONZÁLEZ;10;2
CALLE;DE;MANUEL FERRERO;MANUEL FERRERO;5;1
AVENIDA;DE;MANUEL FRAGA IRIBARNE;MANUEL FRAGA IRIBARNE;1;3
CALLE;DE;MANUEL GALINDO;MANUEL GALINDO;1;6
CALLE;DE;MANUEL GARCIA;MANUEL GARCÍA;1;1
CALLE;DE;MANUEL GARRIDO;MANUEL GARRIDO;4;2
CALLE;DE;MANUEL GASCON;MANUEL GASCÓN;6;5
PLAZA;DE;MANUEL GOMEZ-MORENO;MANUEL GÓMEZ-MORENO;12;3
CALLE;DE;MANUEL GONZALEZ LONGORIA;MANUEL GONZÁLEZ LONGORIA;7;2
RONDA;DE;MANUEL GRANERO;MANUEL GRANERO;7;6
CALLE;DE;MANUEL GUTIERREZ MELLADO;MANUEL GUTIÉRREZ MELLADO;10;1
CALLE;DE;MANUEL LABORDA;MANUEL LABORDA;10;1
CALLE;DE;MANUEL LAGUNA;MANUEL LAGUNA;16;4
CALLE;DE;MANUEL LAMELA;MANUEL LAMELA;1;2
CALLE;DE;MANUEL LINARES;MANUEL LINARES;18;1
CALLE;DE;MANUEL LUNA;MANUEL LUNA;9;4
CALLE;DE;MANUEL MACHADO;MANUEL MACHADO;6;5
CALLE;DE;MANUEL MARAÑON;MANUEL MARAÑÓN;10;2
CALLE;DE;MANUEL MARCHAMALO;MANUEL MARCHAMALO;17;1
CALLE;DE;MANUEL MARIA ARRILLAGA;MANUEL MARÍA ARRILLAGA;6;4
CALLE;DE;MANUEL MARIA IGLESIAS;MANUEL MARÍA IGLESIAS;16;2
CALLE;DE;MANUEL MAROTO;MANUEL MAROTO;19;1
PLAZA;DE;MANUEL MATEO;MANUEL MATEO;3;4
CALLE;DE;MANUEL MONTERO VALLEJO;MANUEL MONTERO VALLEJO;4;2
CALLE;DE;MANUEL MONTILLA;MANUEL MONTILLA;12;6
CALLE;DE;MANUEL MUIÑO ARROYO;MANUEL MUIÑO ARROYO;2;2
CALLE;DE;MANUEL MUÑOZ;MANUEL MUÑOZ;7;5
GLORIETA;DE;MANUEL MUÑOZ MONASTERIO;MANUEL MUÑOZ MONASTERIO;12;2
CALLE;DE;MANUEL NIETO;MANUEL NIETO;16;3
CALLE;DE;MANUEL NOGUEIRO;MANUEL NOGUEIRO;9;7
CALLE;DE;MANUEL NOYA;MANUEL NOYA;5;3
CALLE;DE;MANUEL PAVIA;MANUEL PAVÍA;1;2
CALLE;DE;MANUEL POMBO ANGULO;MANUEL POMBO ANGULO;4;5
PLAZA;DE;MANUEL RODRIGO;MANUEL RODRIGO;4;6
CALLE;DE;MANUEL SILVELA;MANUEL SILVELA;18;1
CALLE;DE;MANUEL TOVAR;MANUEL TOVAR;13;5
CALLE;DE;MANUEL URIBE;MANUEL URIBE;15;3
CALLE;DE;MANUEL VAZQUEZ MONTALBAN;MANUEL VÁZQUEZ MONTALBÁN;1;2
CALLE;DE;MANUEL VELEZ;MANUEL VÉLEZ;15;2
CALLE;DE;MANUEL VILLARTA;MANUEL VILLARTA;18;1
CALLE;DE;MANUELA MALASAÑA;MANUELA MALASAÑA;9;7
CALLE;DE;MANUELA MINGUEZ;MANUELA MÍNGUEZ;12;4
CALLE;DE;MANUELA TORREGROSA;MANUELA TORREGROSA;12;7
CALLE;DE LA;MANZANA;MANZANA;8;6
CALLE;DEL;MANZANAR;MANZANAR;20;4
AVENIDA;DEL;MANZANARES;MANZANARES;9;1
CALLE;DEL;MANZANARES;MANZANARES;19;2
PUENTE;DEL;MANZANARES;MANZANARES;16;4
CALLE;DE LA;MANZANILLA;MANZANILLA;1;1
CALLE;DEL;MAÑO;MAÑO;13;1
CALLE;DE;MAQUEDA;MAQUEDA;6;5
CALLE;DE LOS;MAQUILEROS;MAQUILEROS;20;5
CALLE;DE LA;MAQUINARIA;MAQUINARIA;13;6
CALLE;DE LA;MAQUINILLA;MAQUINILLA;15;3
PLAZA;DEL;MAR;MAR;17;4
CALLE;DEL;MAR ADRIATICO;MAR ADRIÁTICO;5;2
CALLE;DEL;MAR AMARILLO;MAR AMARILLO;15;4
CALLE;DEL;MAR BALTICO;MAR BÁLTICO;10;7
CALLE;DEL;MAR CANTABRICO;MAR CANTÁBRICO;16;4
GLORIETA;DEL;MAR CARIBE;MAR CARIBE;17;1
CALLE;DEL;MAR CASPIO;MAR CASPIO;6;2
CALLE;DEL;MAR DE ARAL;MAR DE ARAL;16;6
CALLE;DEL;MAR DE BERING;MAR DE BERING;8;6
CALLE;DEL;MAR DE CORAL;MAR DE CORAL;8;6
GLORIETA;DEL;MAR DE CRISTAL;MAR DE CRISTAL;5;3
CALLE;DEL;MAR DE KARA;MAR DE KARA;1;5
CALLE;DEL;MAR DE LA SONDA;MAR DE LA SONDA;21;1
CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;2;4
CALLE;DEL;MAR DE OMAN;MAR DE OMÁN;8;1
CALLE;DEL;MAR DEL JAPON;MAR DEL JAPÓN;16;6
PLAZA;DE;MAR DEL PLATA;MAR DEL PLATA;11;4
CALLE;DEL;MAR MEDITERRANEO;MAR MEDITERRÁNEO;13;6
CALLE;DEL;MAR MENOR;MAR MENOR;13;5
CALLE;DEL;MAR NEGRO;MAR NEGRO;9;3
CALLE;DE;MARACENA;MARACENA;4;2
CALLE;DE LA;MARAGATERIA;MARAGATERÍA;4;3
CALLE;DE LA;MARATON;MARATÓN;4;4
CALLE;DEL;MARAVEDI;MARAVEDÍ;4;5
CALLE;DE;MARAVILLA;MARAVILLA;5;5
CALLE;DE;MARBELLA;MARBELLA;5;6
CALLE;DE;MARCELIANO SANTA MARIA;MARCELIANO SANTA MARÍA;18;1
CALLE;DE;MARCELINA;MARCELINA;11;3
CALLE;DE;MARCELINO ALVAREZ;MARCELINO ÁLVAREZ;15;5
PASEO;DE;MARCELINO CAMACHO;MARCELINO CAMACHO;16;4
CALLE;DE;MARCELINO CASTILLO;MARCELINO CASTILLO;16;2
CALLE;DE;MARCELINO ROA VAZQUEZ;MARCELINO ROA VÁZQUEZ;7;3
CALLE;DE;MARCELO MUÑOZ DIAZ;MARCELO MUÑOZ DÍAZ;10;4
CALLE;DE;MARCELO USERA;MARCELO USERA;5;4
CALLE;DE;MARCENADO;MARCENADO;15;6
CALLE;DE;MARCHAMALO;MARCHAMALO;11;3
AVENIDA;DE;MARCONI;MARCONI;1;3
CALLE;DE;MARCONI NORTE;MARCONI NORTE;5;6
CALLE;DE;MARCOS DE ORUETA;MARCOS DE ORUETA;16;6
CALLE;DE;MARCUDOS;MARCUDOS;21;4
PASAJE;DE;MARCUDOS;MARCUDOS;11;4
CALLE;DE LAS;MAREAS;MAREAS;10;5
PLAZA;DE;MARGARET THATCHER;MARGARET THATCHER;8;3
CALLE;DE;MARGARITA DE PARMA;MARGARITA DE PARMA;16;4
CALLE;DE;MARGARITA NELKEN;MARGARITA NELKEN;6;2
CALLE;DE;MARGARITA XIRGU;MARGARITA XIRGU;7;3
CALLE;DE LAS;MARGARITAS;MARGARITAS;16;2
PLAZUELA;DE;MARI LUZ;MARI LUZ;16;6
CALLE;DE;MARI PEPA COLOMER;MARI PEPA COLOMER;17;4
CALLE;DE;MARIA ALONSO;MARÍA ALONSO;13;2
CALLE;DE;MARIA ANTONIA;MARÍA ANTONIA;13;3
CALLE;DE;MARIA AUXILIADORA;MARÍA AUXILIADORA;11;5
CALLE;DE;MARIA BARRIENTOS;MARÍA BARRIENTOS;15;1
CALLE;DE;MARIA BLANCHARD;MARÍA BLANCHARD;6;2
CALLE;DE;MARIA BLANCO;MARÍA BLANCO;14;4
CALLE;DE;MARIA BOSCH;MARÍA BOSCH;15;7
CALLE;DE;MARIA CALLAS;MARÍA CALLAS;6;4
CALLE;DE;MARIA CASARES;MARÍA CASARES;14;5
CALLE;DE;MARIA DE ECHARRI;MARÍA DE ECHARRI;15;6
CALLE;DE;MARIA DE GUZMAN;MARÍA DE GUZMÁN;13;2
CALLE;DE;MARIA DE LAS MERCEDES DE BORBON;MARÍA DE LAS MERCEDES DE BORBÓN;11;6
CALLE;DE;MARIA DE MAEZTU;MARÍA DE MAEZTU;5;5
CALLE;DE;MARIA DE MOLINA;MARÍA DE MOLINA;10;2
CALLE;DE;MARIA DE PORTUGAL;MARÍA DE PORTUGAL;12;4
CALLE;DE;MARIA DEL CARMEN;MARÍA DEL CARMEN;9;3
CALLE;DE;MARIA DOMINGO;MARÍA DOMINGO;13;6
PASEO;DE;MARIA DROC;MARÍA DROC;12;5
CALLE;DE;MARIA ENCINAS;MARÍA ENCINAS;18;1
CALLE;DE;MARIA FRANCISCA;MARÍA FRANCISCA;16;6
CALLE;DE;MARIA GOYRI;MARÍA GOYRI;16;2
CALLE;DE;MARIA GUERRERO;MARÍA GUERRERO;7;3
PLAZA;DE;MARIA GUERRERO;MARÍA GUERRERO;8;6
CALLE;DE;MARIA GUILHOU;MARÍA GUILHOU;15;8
CALLE;DE;MARIA IGNACIA;MARÍA IGNACIA;16;4
CALLE;DE;MARIA ISABEL;MARÍA ISABEL;20;6
CALLE;DE;MARIA ISABEL NAVARRO;MARÍA ISABEL NAVARRO;18;1
CALLE;DE;MARIA ISIDRA;MARÍA ISIDRA;8;6
CALLE;DE;MARIA JENARA;MARÍA JENARA;1;5
CALLE;DE;MARIA JESUS;MARÍA JESÚS;6;5
CALLE;DE;MARIA JOSEFA;MARÍA JOSÉFA;4;3
CALLE;DE;MARIA JUANA;MARÍA JUANA;1;5
TRAVESIA;DE;MARIA JUANA;MARÍA JUANA;16;3
CALLE;DE;MARIA LEJARRAGA;MARÍA LEJARRAGA;10;1
CALLE;DE;MARIA LOMBILLO;MARÍA LOMBILLO;10;2
CALLE;DE;MARIA LUISA;MARÍA LUISA;11;1
CALLE;DE;MARIA MARTINEZ;MARÍA MARTÍNEZ;11;3
CALLE;DE;MARIA MARTINEZ OVIOL;MARÍA MARTÍNEZ OVIOL;12;4
CALLE;DE;MARIA MOLINER;MARÍA MOLINER;12;5
CALLE;DE;MARIA MONTESSORI;MARÍA MONTESSORI;2;1
CALLE;DE;MARIA NISTAL;MARÍA NISTAL;9;7
CALLE;DE;MARIA ODIAGA;MARÍA ODIAGA;13;3
CALLE;DE;MARIA ORUE;MARÍA ORÚE;10;4
CALLE;DE;MARIA PANES;MARÍA PANÉS;20;3
CALLE;DE;MARIA PAZ UNCITI;MARÍA PAZ UNCITI;20;3
CALLEJON;DE;MARIA PAZ UNCITI;MARÍA PAZ UNCITI;13;4
CALLE;DE;MARIA PEDRAZA;MARÍA PEDRAZA;16;4
CALLE;DE;MARIA PEREZ MEDEL;MARÍA PÉREZ MEDEL;16;4
GLORIETA;DE;MARIA PIGNATELLI;MARÍA PIGNATELLI;16;4
CALLE;DE;MARIA PITA;MARÍA PITA;16;4
CALLE;DE;MARIA REICHE;MARÍA REICHE;16;1
GLORIETA;DE;MARIA REINA;MARÍA REINA;16;2
CALLE;DE;MARIA SEVILLA DIAGO;MARÍA SEVILLA DIAGO;16;4
CALLE;DE;MARIA TARIN;MARÍA TARÍN;16;4
CALLE;DE;MARIA TERESA;MARÍA TERESA;16;4
PASEO;DE;MARIA TERESA;MARÍA TERESA;16;4
CALLE;DE;MARIA TERESA ACOSTA;MARÍA TERESA ACOSTA;16;4
CALLE;DE;MARIA TERESA LEON;MARÍA TERESA LEÓN;16;4
CALLE;DE;MARIA TERESA ROBLEDO;MARÍA TERESA ROBLEDO;16;4
CALLE;DE;MARIA TERESA SAENZ DE HEREDIA;MARÍA TERESA SÁENZ DE HEREDIA;16;4
CALLE;DE;MARIA TUBAU;MARÍA TUBAU;16;4
CALLE;DE;MARIA TUDOR;MARÍA TUDOR;16;4
CALLE;DE;MARIA ZAMBRANO;MARÍA ZAMBRANO;16;4
TRAVESIA;DE;MARIA ZAMBRANO;MARÍA ZAMBRANO;16;4
CALLE;DE;MARIA ZAYAS;MARÍA ZAYAS;16;4
TRAVESIA;DE;MARIA ZAYAS;MARÍA ZAYAS;16;4
CALLE;DE;MARIA ZURITA;MARÍA ZURITA;12;2
PLAZA;DE;MARIANA PINEDA;MARIANA PINEDA;16;6
CALLE;DE;MARIANELA;MARIANELA;20;1
CALLE;DE LOS;MARIANISTAS;MARIANISTAS;11;6
CALLE;DE;MARIANO AGÜI;MARIANO AGÜÍ;10;7
CALLE;DE;MARIANO BENLLIURE;MARIANO BENLLIURE;8;7
CALLE;DE;MARIANO CARDERERA;MARIANO CARDERERA;5;1
PLAZA;DE;MARIANO DE CAVIA;MARIANO DE CAVIA;6;4
CALLE;DE;MARIANO DIAZ ALONSO;MARIANO DÍAZ ALONSO;15;1
CALLE;DE;MARIANO FERNANDEZ;MARIANO FERNÁNDEZ;11;4
PASEO;DE;MARIANO LAGASCA;MARIANO LAGASCA;10;4
PLAZA;DE;MARIANO LANUZA;MARIANO LANUZA;15;2
CALLE;DE;MARIANO MATESANZ;MARIANO MATESANZ;12;4
GLORIETA;DE;MARIANO SALVADOR MAELLA;MARIANO SALVADOR MAELLA;12;5
CALLE;DE;MARIANO SERRANO;MARIANO SERRANO;12;6
CALLE;DE;MARIANO USERA;MARIANO USERA;12;7
CALLE;DE;MARIANO VELA;MARIANO VELA;5;3
CALLE;DE LA;MARIBLANCA;MARIBLANCA;13;5
CALLE;DE;MARICARA;MARICARA;17;1
CALLE;DE;MARIE CURIE;MARIE CURIE;8;6
PLAZA;DE LA;MARINA ESPAÑOLA;MARINA ESPAÑOLA;12;5
CALLE;DE;MARINA LAVANDEIRA;MARINA LAVANDEIRA;12;5
CALLE;DE;MARINA USERA;MARINA USERA;17;1
CALLE;DE;MARINA VEGA;MARINA VEGA;16;6
TRAVESIA;DE;MARINA VEGA;MARINA VEGA;8;7
CALLE;DE LOS;MARINEROS;MARINEROS;16;6
CALLE;DE;MARIO CABRE;MARIO CABRE;21;4
CALLE;DE;"MARIO MORENO ""CANTINFLAS""";"MARIO MORENO ""CANTINFLAS""";6;6
CALLE;DE;MARIO RECUERO;MARIO RECUERO;8;7
CALLE;DE;MARIO ROSO DE LUNA;MARIO ROSO DE LUNA;8;3
CALLE;DEL;MARISCAL GUTIERREZ DE OTERO;MARISCAL GUTIÉRREZ DE OTERO;12;5
CALLE;DE LAS;MARISMAS;MARISMAS;9;3
CALLE;DEL;MARMOL;MÁRMOL;17;4
PLAZA;DEL;MARMOL;MÁRMOL;16;6
CALLE;DE LA;MARMOLINA;MARMOLINA;9;3
CALLE;DE LOS;MARMOLISTAS;MARMOLISTAS;13;2
CALLE;DEL;MAROJAL;MAROJAL;17;4
CAMINO;DE;MAROTO;MAROTO;8;7
CALLE;DEL;MARQUES DE AHUMADA;MARQUÉS DE AHUMADA;17;4
CALLE;DEL;MARQUES DE ALTAMIRA;MARQUÉS DE ALTAMIRA;7;5
CALLE;DEL;MARQUES DE BERNA;MARQUÉS DE BERNA;16;6
PLAZA;DEL;MARQUES DE CAMARINES;MARQUÉS DE CAMARINES;8;2
CALLE;DEL;MARQUES DE CASA JIMENEZ;MARQUÉS DE CASA JIMÉNEZ;8;7
CALLE;DEL;MARQUES DE CASA RIERA;MARQUÉS DE CASA RIERA;4;5
CALLE;DEL;MARQUES DE CASA TILLY;MARQUÉS DE CASA TILLY;4;6
PLAZA;DEL;MARQUES DE CERRALBO;MARQUÉS DE CERRALBO;5;1
PLAZA;DEL;MARQUES DE COMILLAS;MARQUÉS DE COMILLAS;5;2
AVENIDA;DEL;MARQUES DE CORBERA;MARQUÉS DE CORBERA;16;6
CALLE;DEL;MARQUES DE CORTINA;MARQUÉS DE CORTINA;10;2
CALLE;DEL;MARQUES DE CUBAS;MARQUÉS DE CUBAS;11;5
CALLE;DEL;MARQUES DE ENCINARES;MARQUÉS DE ENCINARES;17;1
CALLE;DEL;MARQUES DE FONTALBA;MARQUÉS DE FONTALBA;17;2
CALLE;DEL;MARQUES DE HOYOS;MARQUÉS DE HOYOS;13;2
CALLE;DEL;MARQUES DE JURA REAL;MARQUÉS DE JURA REAL;5;1
CALLE;DEL;MARQUES DE LA ENSENADA;MARQUÉS DE LA ENSENADA;8;7
CALLE;DEL;MARQUES DE LA HERMIDA;MARQUÉS DE LA HERMIDA;11;1
CALLE;DEL;MARQUES DE LA ROMANA;MARQUÉS DE LA ROMANA;5;1
CALLE;DEL;MARQUES DE LA VALDAVIA;MARQUÉS DE LA VALDAVIA;5;5
CALLE;DEL;MARQUES DE LEGANES;MARQUÉS DE LEGANÉS;6;1
CALLE;DEL;MARQUES DE LEIS;MARQUÉS DE LEIS;10;2
CALLE;DEL;MARQUES DE LEMA;MARQUÉS DE LEMA;8;3
CALLE;DEL;MARQUES DE LOZOYA;MARQUÉS DE LOZOYA;8;3
CALLE;DEL;MARQUES DE MONASTERIO;MARQUÉS DE MONASTERIO;11;3
CALLE;DEL;MARQUES DE MONDEJAR;MARQUÉS DE MONDÉJAR;17;1
PASEO;DEL;MARQUES DE MONISTROL;MARQUÉS DE MONISTROL;6;6
CALLE;DEL;MARQUES DE MONTEAGUDO;MARQUÉS DE MONTEAGUDO;6;6
CALLE;DEL;MARQUES DE PICO VELASCO;MARQUÉS DE PICO VELASCO;11;5
PASEO;DEL;MARQUES DE PONTEJOS;MARQUÉS DE PONTEJOS;20;8
CALLE;DEL;MARQUES DE PORTUGALETE;MARQUÉS DE PORTUGALETE;6;6
PLAZA;DEL;MARQUES DE SALAMANCA;MARQUÉS DE SALAMANCA;11;5
CALLE;DEL;MARQUES DE SAN GREGORIO;MARQUÉS DE SAN GREGORIO;17;4
CALLE;DEL;MARQUES DE SANTA ANA;MARQUÉS DE SANTA ANA;16;6
CALLE;DEL;MARQUES DE SANTILLANA;MARQUÉS DE SANTILLANA;8;7
CALLE;DEL;MARQUES DE TOCA;MARQUÉS DE TOCA;15;5
CALLE;DEL;MARQUES DE TORRELAGUNA;MARQUÉS DE TORRELAGUNA;11;5
CALLE;DEL;MARQUES DE TORROJA;MARQUÉS DE TORROJA;17;4
CALLE;DEL;MARQUES DE URQUIJO;MARQUÉS DE URQUIJO;7;5
GLORIETA;DEL;MARQUES DE VADILLO;MARQUÉS DE VADILLO;13;2
CALLE;DEL;MARQUES DE VALDECILLA;MARQUÉS DE VALDECILLA;13;2
CALLE;DEL;MARQUES DE VALDEIGLESIAS;MARQUÉS DE VALDEIGLESIAS;6;1
CALLE;DEL;MARQUES DE VALLEJO;MARQUÉS DE VALLEJO;18;1
CALLE;DEL;MARQUES DE VIANA;MARQUÉS DE VIANA;4;4
CALLE;DEL;MARQUES DE VILLABRAGIMA;MARQUÉS DE VILLABRÁGIMA;19;1
CALLE;DEL;MARQUES DE VILLAMAGNA;MARQUÉS DE VILLAMAGNA;16;6
CALLE;DEL;MARQUES DE VILLAMEJOR;MARQUÉS DE VILLAMEJOR;21;4
CALLE;DEL;MARQUES DE ZAFRA;MARQUÉS DE ZAFRA;9;7
GLORIETA;DEL;MARQUES DE ZAFRA;MARQUÉS DE ZAFRA;20;5
PASEO;DEL;MARQUES DE ZAFRA;MARQUÉS DE ZAFRA;20;7
CALLE;DEL;MARQUES DE ZURGENA;MARQUÉS DE ZURGENA;20;8
CALLE;DEL;MARQUES DEL DUERO;MARQUÉS DEL DUERO;4;4
CALLE;DEL;MARQUES DEL RISCAL;MARQUÉS DEL RISCAL;9;1
CALLE;DEL;MARQUES DEL VASTO;MARQUÉS DEL VASTO;10;2
CALLE;DEL;MARQUES VIUDO DE PONTEJOS;MARQUÉS VIUDO DE PONTEJOS;18;3
CALLE;DE LA;MARQUESA DE ARGÜESO;MARQUESA DE ARGÜESO;13;3
CALLE;DE LA;MARQUESA DE SILVELA;MARQUESA DE SILVELA;15;1
CALLE;DE LA;MARQUESA DE TORRECILLA;MARQUESA DE TORRECILLA;8;6
CALLE;DEL;MARQUESADO DE SANTA MARTA;MARQUESADO DE SANTA MARTA;16;6
CALLE;DE LA;MARROQUINA;MARROQUINA;15;5
CALLE;DE;MARSELLA;MARSELLA;15;5
CALLE;DE;MARTE;MARTE;6;6
CALLE;DE;MARTELL;MARTELL;6;6
CALLE;DE;MARTI;MARTÍ;11;6
CALLE;DE;MARTIN DE LOS HEROS;MARTÍN DE LOS HEROS;13;6
CALLE;DE;MARTIN DE VARGAS;MARTÍN DE VARGAS;6;1
CALLE;DE;MARTIN FERREIRO;MARTÍN FERREIRO;11;6
CALLE;DE;MARTIN FIERRO;MARTÍN FIERRO;8;6
CALLE;DE;MARTIN MACHIO;MARTÍN MACHÍO;13;2
CALLE;DE;MARTIN MARTINEZ;MARTÍN MARTÍNEZ;10;2
CALLE;DE;MARTIN MORA;MARTÍN MORA;3;1
CALLE;DE;MARTIN MUÑOZ DE LAS POSADAS;MARTÍN MUÑOZ DE LAS POSADAS;3;5
CALLE;DE;MARTIN PESCADOR;MARTÍN PESCADOR;3;6
CALLE;DE;MARTIN SARMIENTO;MARTÍN SARMIENTO;15;4
CALLE;DE;MARTIN SOLER;MARTÍN SOLER;6;6
CALLE;DE;MARTINEZ;MARTÍNEZ;10;2
CALLE;DE;MARTINEZ CORROCHANO;MARTÍNEZ CORROCHANO;17;3
CALLE;DE;MARTINEZ DE LA RIVA;MARTÍNEZ DE LA RIVA;8;3
PLAZA;DE;MARTINEZ DE LA RIVA;MARTÍNEZ DE LA RIVA;6;5
CALLE;DE;MARTINEZ DE LA ROSA;MARTÍNEZ DE LA ROSA;12;7
CALLE;DE;MARTINEZ IZQUIERDO;MARTÍNEZ IZQUIERDO;12;5
CALLE;DE;MARTINEZ MOLINA;MARTÍNEZ MOLINA;12;7
PLAZA;DE;MARTINEZ OLMEDILLA;MARTÍNEZ OLMEDILLA;12;5
CALLE;DE;MARTINEZ OVIOL;MARTÍNEZ OVIOL;17;3
CALLE;DE;MARTINEZ PAGE;MARTÍNEZ PAGE;8;8
CALLE;DE;MARTINEZ SECO;MARTÍNEZ SECO;1;1
CALLE;DE;MARTINEZ VILLERGAS;MARTÍNEZ VILLERGAS;11;4
PLAZA;DE LOS;MARTIRES;MÁRTIRES;12;6
CALLE;DE LAS;MARTIRES CONCEPCIONISTAS;MÁRTIRES CONCEPCIONISTAS;12;6
CALLE;DE LOS;MARTIRES DE ALCALA;MÁRTIRES DE ALCALÁ;12;6
CALLE;DE LOS;MARTIRES DE LA VENTILLA;MÁRTIRES DE LA VENTILLA;20;2
CALLE;DE LOS;MARTIRES DE PARACUELLOS;MÁRTIRES DE PARACUELLOS;14;3
AVENIDA;DE LOS;MARTIRES MARISTAS;MÁRTIRES MARISTAS;19;1
CALLE;DE;MARTOS;MARTOS;8;3
CALLE;DE;MARUJA GARCIA ROMERO;MARUJA GARCÍA ROMERO;20;6
AVENIDA;DE;MARUJA MALLO;MARUJA MALLO;17;1
CALLE;DE;MARX;MARX;13;6
CALLE;DE;MARZO;MARZO;2;1
CALLE;DE;MASCARAQUE;MASCARAQUE;19;1
CALLE;DE;MASEDA;MASEDA;20;4
CALLE;DE LA;MASILLA;MASILLA;8;6
PLAZA;DE;MASLAMA;MASLAMA;4;4
CALLE;DEL;MASTELERO;MASTELERO;15;9
CALLE;DE LA;MATA DEL AGUA;MATA DEL AGUA;21;5
CAMINO;DE;MATA LA EMBOSCADA;MATA LA EMBOSCADA;9;7
CAMINO;DE;MATA LAS PALOMAS;MATA LAS PALOMAS;11;5
PLAZA;DE;MATACAN;MATACÁN;1;3
CALLE;DEL;MATACHEL;MATACHEL;19;1
CALLE;DEL;MATADERO;MATADERO;7;6
CALLE;DEL;MATADERO DE EL PARDO;MATADERO DE EL PARDO;15;1
CALLE;DEL;MATADERO VIEJO;MATADERO VIEJO;6;3
CALLE;DE;MATAELPINO;MATAELPINO;1;3
CALLE;DE;MATAMOROSA;MATAMOROSA;6;4
CALLE;DE;MATAPOZUELOS;MATAPOZUELOS;21;4
CALLE;DE;MATARO;MATARÓ;15;4
TRAVESIA;DE;MATEO;MATEO;11;1
CALLE;DE;MATEO GARCIA;MATEO GARCÍA;1;4
CALLE;DE;MATEO GUILL;MATEO GUILL;4;3
CALLE;DE;MATEO INURRIA;MATEO INURRIA;7;3
CALLE;DE;MATEO LOPEZ;MATEO LÓPEZ;2;6
PASAJE;DE;MATHEU;MATHÉU;1;5
CALLE;DE;MATIAS DE LA FUENTE;MATÍAS DE LA FUENTE;6;3
PASAJE;DE;MATIAS MONTERO;MATÍAS MONTERO;7;6
